🔴 Chociaż krowie dasz kakao, nie wydoisz czekolady | LIVE #3
🔗 https://www.youtube.com/watch?v=TTa-380ajUY

2:  Witajcie serdecznie.
5561:  Żałuję tylko i wyłącznie, że nie zrobiłem tego w przypadku Umberta Eco, który był w Polsce w Łodzi kiedyś i ja to przegapiłem, mimo że pisałem pracę magisterską o jego koncepcjach.
5570:  Och, jeszcze sala z leżankami, no dajcie spokój, to w ogóle byłoby wspaniałe.
5573:  Jakie ślady dla świeżo upieczątego studenta polonistyki, który przyszedł z innego kierunku?
5577:  Na magisterkę.
5581:  Nie wiem, ale brace yourself, zależy gdzie jesteś, zależy jak bardzo kochasz literaturę, nie daj sobie zabić tej miłości.
5589:  Co do uczelni i wydatków, to ja próbowałem doktoratu, to głupi przewód na drugiego monitora, musiałem wypełnić dwa osobne wnioski.
5595:  O tak, zdarza się coś takiego, zdarza, absolutnie.
5597:  Czy chodzi mi o to, że tracimy, pisze Stanisław, czas na stare epoki, a dwudziestecie, czy Młoda Polska to temat niedotykany?
5602:  Okej, rozumiem.
5603:  To zdecydowanie powinno być tego znacznie, znacznie więcej.
5607:  Nie mam zielonego pojęcia, kto to był, ale mam nadzieję, że to nie jest jeszcze ten etap, kiedy stoją te rajdy streamowe, bo znacie temat, to się nazywa jakoś z tego, co pamiętam.
5621:  Ale nie pamiętam oczywiście dokładnej nazwy, tak.
5625:  Kocham ją i sam tworzę Uniwersytet Gdański.
5628:  Okej, to jeżeli tworzysz literaturę i ją kochasz zarazem, Rafale, to myślę, że jest okej.
5635:  To możesz potraktować polonistykę jako taką szansę na to, żeby otworzyć się na różne inne nurty, których może nie znasz.
5643:  Myślę, że tak, to jest coś, co na pewno polonistyka daje.
5645:  Jeszcze pewne rozeznanie, jeżeli chodzi o język i gramatykę, jeżeli ktoś to lubi, to absolutnie.
5651:  Dlaczego Umberto Eco?
5653:  Uważam, że ze wszystkich pisarzy, którzy nie dostali Nobla, a powinni byli, Umberto Eco jest jednym z tych, którzy powinni, bo to jest jeden z nielicznych pisarzy, który został zekranizowany i rzeczywiście ten film był...
5666:  absolutnym blockbusterem.
5668:  Imię Róży mam na myśli.
5669:  Jak się czyta powieść Eko, to jasne, ma się wrażenie, że to jest dalej to, jak to się złośliwie nazywa, profesoren roman, czyli powieść profesorska, ale z drugiej strony ma się ten szacunek dla warsztatu.
5681:  Na przykład szybka anegdota o imieniu Róży.
5684:  Nie wiem, czy wiecie, ale scenarzyści imienia Róży i reżyserzy uświadomili sobie, że Eko tak napisał dialogi,
5691:  że jak się zbudowało scenę i postaci faktycznie przechodziły z jednego pomieszczenia do drugiego, tyle trwało przejście, trwał też dialog.
5698:  No serio, trzeba mieć mózg i niesamowity warsztat, żeby coś takiego zrobić.
5701:  Plus, no Eko jest jednym z bardziej cenionych przede mnie filozofów.
5705:  Gdzie sztuka pierdzenia?
5706:  Będzie, będzie.
5707:  Spokojnie, półtorej godziny live'a dopiero.
5711:  Domową dzwoni to fani Tokarczuk są pod twoimi drzwiami.
5713:  Aha!
5714:  Co sądzę o tegorocznym narodowym czytaniu moralności pani Dulskiej?
5717:  Boże, nie mogę tego narodowego czytania.
5720:  Boże, ta cała narracja o tym, że książki są najlepsze i dopiero dalej są inne media.
5724:  Dlaczego nie zrobimy narodowego oglądania Fundacji według Asimowa?
5727:  No naprawdę to jest dobra.
5729:  Jeżeli potrzebujemy koniecznie, żeby to był polski serial, to wtedy mamy problem.
5733:  No dobrze, powiedzmy, że Wiedźmin jest na podstawie polskiej twórczości i jestem w stanie nawet przeżyć narodowe oglądanie tego Netflixowego gniota, ale naprawdę nie znoszę tego nachalnego promowania literatury, ponieważ ono też ma swoją pustą przegródkę, jak każdy podział, to znaczy tą pustą przegródką jest informacja o tym, że nikt nic nie czyta.
5749:  A te statystyki są od kant dupy rozbić, ponieważ ludzie czytają bez przerwy i kultura pisma nas otacza, nie jesteśmy w stanie głupim internecie być przez 5 sekund, ja w tej chwili czytam, wy czytacie będąc w różnych portalach, nic nie umiera, żadna kultura czytania, po prostu czytamy inne rzeczy.
5763:  Kiedyś było tak, że ludzie pisali do siebie listy, na przykład Flaubert miał w swoim jest grafik dostępny, Flaubert pisał, nie wiem, 2 godziny swoje rzeczy, po czym 4 godziny pisał listy.
5773:  No to jeżeli Flober by żył w dzisiejszych czasach, by cztery godziny siedział na TikToku, Insta albo jakimkolwiek innym czacie czy Discordzie, a reszty by pisał powieść.
5780:  Tylko że już się o tym w ogóle nie mówi, bo ooo, sztuka epistolograficzna.
5784:  Ach, jak ja tego nie znoszę.
5785:  Tego rodzaju programy jak Narodowe Czytanie powinno się zawiesić albo jeżeli już, to czytać coś, co jest interesujące.
5790:  Ale to jest pompa i snobizm moim zdaniem.
5795:  Sagan pyta, co moim zdaniem jest priorytetyzowanie w życiu, szczęście czy spełnienie?
5801:  Szczęście, zawsze szczęście, myślę, trzeba robić to, co nam się podoba i co sprawia przyjemność, a nie zawsze to, co nas spełnia, na przykład zawodowo, wiąże się z długotrwałym szczęściem.
5814:  Rajdy to nie swatting, już bym drzwi nie miał.
5816:  A, właśnie, swatting, dziękuję, dziękuję, właśnie, tak, to było to słowo, którego szukałem.
5823:  Psy wszystkie oglądające go szczeknęły jednogłośnie, oj, oj, oj.
5826:  Co myślę, o pomyślę, o jakie ładne, żeby na przykład na angielskim oglądać serial, czy cokolwiek, co jest dłuższe i w ten sposób się uczyć języka, no to jest genialne, tak się powinno robić.
5835:  Ja tak to robiłem, do dzisiaj tak to robię, to znaczy zawsze sobie oglądam serial z angielskimi napisami, bo ja jestem na etapie tym, że się już uczę akcentów, nie?
5842:  Więc zależy mi na tym, żeby orientować się w jaki sposób różne grupy językowe, anglojęzyczne czytają różne słowa.
5850:  Albo te słowa, które już znam.
5851:  I bardzo to polecam.
5852:  Tak samo, no nie uszukujmy się, wszyscy się prawdopodobnie nauczyliśmy angielskiego oglądając filmy, seriale i grając w gry komputerowe, a nie na lekcjach w szkole.
5860:  No przecież na lekcjach w szkole są wierszyki typu Tina, she's from England.
5865:  Argentinach, już się kiedyś z tego wyśmiewałem, to jest nawiasem mówiąc autentyczny przykład z podręcznika Brainwave, z którego się uczyłem.
5872:  Ja przez 12 lat edukacji szkolnej miałem taką blokadę, że nie byłem w stanie na języku angielskim wykrztusić niczego poza my English very well, sorry, i tyle.
5882:  Natomiast odblokowała mnie dopiero genialna nauczycielka, do której chodziłem prywatnie niestety i ona dawała mi alicję w krainie czarów do czytania w wersji z jednej strony po angielsku, a z drugiej po polsku.
5893:  Bo ja miałem zawsze taki problem, że jak już się zorientowaliście, buduję dość złożone zdania, a wszyscy na lekcjach języka angielskiego mówili, że po angielsku się mówi prosto, proste zdania, proste słowa.
5903:  Oczywiście to jest gówno prawda, to chodzi tylko o to, że tak się na początku mówi i tak to powinno być przekazywane, a nie, że taka jest specyfika języka angielskiego, bo jest to zwykłe kłamstwo.
5912:  I wtedy się skazujemy na to, że wyjedziemy za granicę i na przykład ja byłem w takiej sytuacji, że ponieważ ja poszedłem akurat do takiej grupy językowej i środowiska, które ceniło sobie zrozbudowane wypowiedzi, gdybym próbował mówić w sposób prosty, to by stwierdzili, że no...
5928:  Jakiś Polaczek sobie przyjechał, niestety, bo jest taka narracja rasistowska na zagranicach w niektórych kręgach, co dziwne, są to zwykle kręgi akademickie i humanistyczne.
5936:  No, więc wracając do tematu, myślę sobie, że to jest bardzo, bardzo dobry pomysł, bo jeszcze mamy wtedy two belts with one stone, czyli dwie pieczenie na jednym ogniu, jak my mówimy, nieco łagodniej niż krwiożercze anglosasi.
5949:  A mianowicie możemy wtedy coś poznać, jakieś wartościowe dzieło popkulturowe.
5952:  Co sądzę o polskim nauczniowie informatyki?
5954:  No jest fantastyczne, biorąc pod uwagę to, jak dużo znam języków programowania, czyli 0a.
5957:  Przepraszam, znam parę, ponieważ sam się ich nauczyłem.
5962:  Dobrze.
5963:  Czytam dalej.
5964:  Czy studiowanie na siłę ma sens?
5965:  Nie.
5965:  Proszę, nie róbcie tego.
5966:  Nie róbcie, nie róbcie, nie studiujcie na siłę.
5968:  Studiujcie tylko wtedy, kiedy macie w sobie wewnętrzne przekonanie albo...
5971:  Chcecie się dostać mega do jakiejś pracy, która absolutnie wymaga takich studiów specjalistycznych.
5976:  Wtedy warto się przemęczyć, ale tylko wtedy.
5978:  Ale jeśli idziecie na studia pod kątem pracy, załatwcie sobie staż w tej konkretnej firmie najlepiej albo próbujcie do innych firm się dostać, bo to jest podstawa zatrudnienia, doświadczenie zawodowe naprawdę w większym stopniu niż studia.
5993:  Zjeżdżam na dół znów czatów.
5996:  Czy wywaliło streama?
5997:  Nie przerażajcie mnie, mam nadzieję, że nie.
6000:  To znaczy, ja w dalszym ciągu streamuję, ale mam nadzieję, że w dalszym ciągu też słychać z drugiej strony to, co się dzieje.
6006:  Nasz nauczyciel w technikum u nas angielskiego świetnie uczył, przykładowo budował jakieś TED-toki do oglądania domu.
6010:  Świetny pomysł, absolutnie.
6011:  O, proszę, widzę, że Miracle się z kolei uczył przy Diablo 2.
6014:  Ja się uczyłem z gier strategicznych, które absolutnie kochałem.
6017:  Przy okazji witam Nutke6 w gronie Trybutariuszy.
6020:  Jakiż ładny nick.
6024:  Dobrze, a był błąd na YouTubie.
6026:  No to widzicie, YouTube jest winien, nie ja.
6029:  Teraz jestem jak taki klasyczny nauczyciel.
6031:  Nie jestem winny, to minister nauki, to minister edukacji, to podstawa programowa, to Związek Nauczycielstwa Polskiego.
6039:  Ja wszystko robię dobrze.
6041:  Ja tylko oceniam i fetyszyzuję oceny i masturbuję się tymi ocenami i rubryczkami w dzienniku i wyobrażam sobie, że trzeba zrobić 15 bombilionów kartkóweczek, bo wtedy będzie więcej ocenek do sumowania i wtedy będę takim lepszym nauczycielem.
6055:  O przepraszam, rant na szkole już był.
6058:  Co sądzę o serii Percy'ego Jacksona?
6060:  Bardzo lubię fantastykę młodzieżową i zresztą sam ją wielokrotnie czytam.
6063:  Jeżeli chodzi o Percy'ego Jacksona jest jeszcze druga, Rick Riordan, bodajże nie wiem jak się go czyta, ale prawdopodobnie strasznie zaszlachtowałem jego nazwisko.
6071:  Bardzo, bardzo cenię obydwie serie, ale nie ekranizację.
6077:  Czy grałbym czasem na fortepianinie?
6078:  Chciałbym, znowu wiecie, ale niestety instrument to kosztowny, w związku z powyższym niestety wciąż nie dorobiłem się go, a szczerze nie jestem w stanie grać na keyboardzie, próbowałem wiele razy, ale
6092:  Biorąc pod uwagę mój repertuar, a wciąż w moim repertuarze, z czego jestem dumny, jest etiuda rewolucyjna, której nauczyłem się sam, bo mnie nie chcieli nauczyciele uczyć Chopina, więc ja stwierdziłem, cholera jasna, uczę się tyle tego fortepianu, że nauczę się czegoś, co przynajmniej jest jakoś efektowne.
6107:  No więc granie rewolucyjnej na keyboardzie nie jest dobrym pomysłem.
6111:  Może kiedyś, może kiedyś, ale to mnie zawsze uspokajało.
6114:  Widzicie, to był też mój sposób na stress relief, teraz sobie przypomniałem.
6117:  Wracałem ze szkoły i ze studiów też,
6120:  Siadałem do fortepianu i napierdalałem przez dwie godziny.
6124:  I potem wstawałem taki, och, wypoczęty trochę.
6127:  Musiałem się wyżyć, krótko mówiąc.
6130:  Czy polecam jakichś nieoczywistych, wschodzących autorów fantastyki?
6132:  Nie wiem, czy Sixtine Liu do nich należy, on chyba już wszedł dawno, ale może Nnedi Okorafor, południowoafrykańska, jeśli nie pamięć nie myli, pisarka.
6143:  Nie, nie znam, ale poproszę bardzo o linka na Discordzie.
6151:  Zrobimy sobie to, co zawsze w takich sytuacjach, to znaczy przegląd swoich zainteresowań,
6166:  I zrobił coś, co się fachowo w nauce nazywa cross-referencing, to znaczy porównał to z tym, co jest dostępne w ramach oferty studiów, które są właśnie międzyobszarowe.
6175:  Bo jeżeli nie wiemy, co zrobić, najlepiej iść na studia, które są interdyscyplinarne albo iść po prostu do pracy.
6181:  Jedno drugiemu nie przeszkadza.
6182:  Naprawdę mam takie poczucie, graniczące ze stuprocentową pewnością, że są jeszcze takie firmy, czy może są już i pojawiają się już takie firmy i korporacje, które nie wymagają studiów.
6192:  względnie można pójść na licencjat i poprzestać na licencjacie.
6195:  Znam dużo ludzi, którzy tak zrobili i nie są nieszczęśliwi.
6199:  Problem z załatwianiem rzeczy na uniwersytecie jest taki, pisze The Regular Gamer, że takie są decyzje naszego rektora i dziekanów itd.
6205:  Plany zajęć na ostatnią chwilę, indywidualny tryb studiów tylko na ciążę, bo praca to nie powód itd.
6211:  Zawsze jest ten problem, że zależymy od ludzi, którzy są decyzyjni i tymi decyzyjnymi ludźmi mogą być tacy, którzy zatracili ze swojego horyzontu i światopoglądu fakt, że mają styczność na uniwersytecie nie z przedmiotami, tylko z ludźmi i to jest niepokojące.
6230:  Mój dziadek, który był profesorem na AGH, był słynny z tego, że egzaminował na przykład do pierwszej czy drugiej nad ranem.
6237:  Bo miał taki zwyczaj, że nie oblewał studentów.
6239:  Jak student nie umiał, to on z nim rozmawiał, bo jest człowiekiem i zapytał go, dlaczego, co się stało, chorowałeś, nie wiem, był jakiś problem, okej, czego nie rozumiesz, dobrze, to przejdźmy przez to razem.
6252:  I zawsze miał takie zdanie, że egzamin to jest ostatni moment, że ja mogę kogoś czegoś nauczyć.
6258:  I nawiasem mówiąc, to nie chodzi o humanistykę, tylko to były studia inżynierskie.
6262:  Ja jestem pierwszym humanistą w rodzinie.
6264:  Wyrodna czarna owca.
6266:  Więc da się, moi drodzy, naprawdę, zawsze się da.
6269:  Pianino cyfrowe kosztuje 1300 zł, ale wiecie, ja jednak bym potrzebował, żeby to były mioteczki mechaniczne.
6274:  Tutaj jestem troszeczkę staroszkolny.
6277:  Z ciekawości opinia o książkach Trudy Canavan.
6279:  Uwielbiam Kinga o książkach Trudy Canavan.
6281:  Trylogia Czarnego Maga, mła.
6283:  Następnie Sequel, Uczennica Maga jako prequel.
6285:  Potem Era Pięciorga, też wysoko cenię.
6289:  Następnie ta najnowsza trylogia, nie, trylogia Zdrajcy to był Sequel, ale najnowsze nie pamiętam, nie pamiętam jak się nazywa.
6297:  O, Millenium, Millenium.
6300:  Bardzo dobre rzeczy.
6301:  Światotwórczo świetnie, literacko może trochę mniej, ale na pewno się bardzo dobrze czyta.
6308:  Czy mógłbym wyjaśnić, jak zrozumieć, że twórca ma duży warsztat odnośnie Eko czy Sapkowskiego?
6315:  Powiem wam tak, ja rozpoznaję dobry warsztat trochę w inny sposób, ponieważ to studiowałem i musiałbym bardzo dużo rzeczy wam od razu powiedzieć na temat tego, w jaki sposób tworzy się narrację, jaka jest równowaga między formą podawczą, opisu, a dialogów.
6327:  Generalnie jest taka zasada, że powinna być równowaga właśnie, to znaczy u Ełrzeszkowej nie ma tej równowagi, jest za dużo opisów, więc to jest zła literatura warsztatowo.
6337:  Haha, możecie mnie cytować.
6339:  Natomiast czasem jest też tak, że są rzeczy, które są bardziej subtelne, na przykład to, że narrator nie jest człowiekiem, który nam wyjaśnia świat, tylko pozwala nam poznać świat oczami bohatera, dlatego na przykład
6352:  Pięśń Lodu i Ognia Martina jest wybitna literaturą pod względem właśnie warsztatowym, bo nie tylko mamy świat poznawany z perspektywy różnych postaci, co się nazywa multifokalizacją, od tego, że są różne focal pointy, różne punkty widzenia, ale jeszcze te postaci w inny sposób mówią, inaczej się kształtuje ta opowieść, inna jest ich wrażliwość, o innych rzeczach wam powie Sansa, dojrzewająca księżniczka na zamku dopiero,
6378:  której w głowie tylko i wyłącznie bycie księżniczką, a co innego powie cyniczny, zjedzony przez traumy Tyrion Lannister o tym samym wydarzeniu.
6387:  I Martin robi takie eksperymenty, więc jest bardzo dużo różnych takich czynników.
6392:  Mam nadzieję, że nie migną mi jakieś... A!
