🔴 Na początku było Słowo, a na końcu Frazes | LIVE #5
🔗 https://www.youtube.com/watch?v=-gwsCcfNMCs

3:  Witajcie serdecznie.
4468:  Z gier, anime, książek, jakie są główne cechy dobrego według mnie systemu magii?
4472:  Taki, który jest związany z konstrukcją świata i ma sens.
4475:  Avatar, nie Last Airbender, czy nie ten koszmarny film, tylko Avatar Legenda Anga, anime, jest świetnym przykładem tego, jak można dobrze zrobić system magii oparty na żywiołach.
4486:  A z kolei Sanderson Stormlight Archive, czyli Archiwum Burzowego Światła, pokazuje, jak można zrobić system magii, który jest w ogóle...
4494:  Nie z tej ziemi dosłownie i w przenośni.
4497:  Allotopijny, innymi słowy, z innego świata.
4500:  Jeżeli chcemy usłyszeć to allo jeszcze raz, to proszę bardzo, z mgły zrodzony i system magiczny, który nazywa się allomancją, czyli dosłownie innym systemem manipulowania energią.
4511:  Tam bodajże jest możliwe spalanie stopów różnych metali po to, żeby generować energię, przekładaną następnie na zaklęcia.
4521:  Bardzo mało osób wpala na tego rodzaju innowacje i niezwykle je cenię.
4526:  Co myślę o kierunku e-sportowym na AWF, to jest bardzo mądry ruch, zwłaszcza, że e-sport jest w wielu krajach dyscypliną olimpijską, a są artykuły naukowe na temat tego, że emocje sportowe są takie same, niezależnie od tego, czy one są e-sportowe, czy sportowe.
4542:  Zresztą miałem kiedyś dyskusję długo ze studentami na ten temat, jak komentowaliśmy sobie Lola.
4548:  Co sądzę o Genshi, nie miałem okazji zagrać i lubię, zwłaszcza świat tam wykreowany.
4554:  Witamy najserdeczniej Julka Esz w gronie Trybutariuszy.
4558:  Zajamniczajcie tam na cześć Julka czaty dzielnie, a ja będę brnął dalej przez wasze pytania.
4564:  Czy kiedyśkolwiek miałem kontakt z grą Endless Legend?
4566:  Niestety tylko na streamach, więc niewiele.
4569:  Czy lepiej moim zdaniem iść na studia publiczne czy prywatne?
4571:  Znów, ja bym priorytetyzował to, gdzie jest to, co nas interesuje.
4576:  Natomiast jeżeli kogoś stać na studia prywatne i jest święcie przekonany, że właśnie tam studenci są z nich zadowoleni i tam dostanie dokładnie to, czego potrzebuje, bez wahania.
4587:  Czy spotkałem się z cyklem wykładów Brandona Sandersona nośnie do pisania powieści science fiction i fantasy?
4591:  Tak, jest cały wykład o światotwórstwie w ogóle Brandona Sandersona na YouTubie, który mega polecam.
4596:  Przykład pisarza, który się naprawdę zna na rzeczy, a równocześnie pisze świetne powieści, w odróżnieniu od na przykład pisarzy, którzy usiłują wypowiadać się na temat literatury i nie piszą dobrych powieści.
4608:  Pewnie wiecie, o kim myślę, ponieważ tak, nie wiem, albo zgadliście, albo wiedzieliście, że Olga...
4616:  miała zajęcia w studium literacko-artystycznym na Uniwersytecie Jagiellońskim na Wydziale Polonistyki i uczyła przyszłe pokolenia pisać.
4623:  Tak.
4627:  Niekoniecznie lubię Matt Fanico.
4629:  Gwint to jest pewien wyjątek.
4630:  Kiedyś próbowałem grać w Magica, The Govering, ale... Czy widziałem serial Sieni Kości?
4635:  W tym momencie Krzysztof powinien się być bardzo smutny, bo jest nawet recenzja na kanale, a to znaczy, że algorytm YouTuber już mnie nienawidzi i nie poleca.
4642:  Czy myślę, że germanistyka na Uniwersytecie Wrocławskim jest lepsza?
4645:  Bliżej Niemiec!
4646:  Z tego, co wiem, germanistyka jest fajna na Uniwersytecie Pedagogicznym w Krakowie.
4649:  I dlaczego?
4650:  Dlatego, że tam mają ludzi od fantastyki.
4652:  Oczywiście, że dlatego.
4655:  Tak, te wykłady o Sandersona nadrobione, dlatego się też wypowiadałem na ich temat.
4664:  Hakase, na razie nie ma pytań, ale chciałbym podziękować, że dzięki mnie, to ja się cieszę i to ja dziękuję, do końca dotarło do mnie, że nie trzeba się wstydzić Twoich zainteresowań.
4672:  To jest najmilsza rzecz, jaką mogę u Was usłyszeć.
4677:  Zjeżdżam na dół.
4678:  Co myślę o trylogii Husyckiej Andrzeja Sapkowskiego?
4680:  Uważam, że jest lepsza od Sagi Wiedźmińskiej, ale od Sagi Wiedźmińskiej i od trylogii Husyckiej są lepsze opowiadania Andrzeja Sapkowskiego.
4687:  Świetna fantastyka historyczna, jeden z nicznych przykładów tego nurtu, poza oczywiście takimi rzeczami jak Cienioryt czy 44 Krzysztofa Biskorskiego w Polsce.
4697:  A ten nurt, pamiętajmy, rozwijany jest na przykład przez Gaia Gavriela Kea, którego nie przestanę Wam polecać, i przez Lyon Hahn, Posłowicza i Podłodze i kolejne tomy, bardziej japońskie klimaty, i w tym momencie mi wyleciał jakiś inny przykład, ale pewnie mi przyjdzie to jeszcze do głowy.
4713:  Czy uważam, że to, jak wygląda obecnie ekologia, jest bardziej podobne do wiary czy wiedzy?
4717:  Pyta Senesal Dawak.
4718:  Zależy, o czym mówisz.
4719:  Jeżeli mówisz o ekologii jako dyscyplinie uniwersyteckiej, to oczywiście, że nie.
4723:  Każda logia jest raczej wiedzą niż wiarą, wyjąwszy teologię.
4727:  Przepraszam, powiedziałem to na głos.
4729:  Natomiast jeżeli mówimy o ekologii w znaczeniu takim ulicznym,
4734:  albo popularnym, albo medialnym, to bardzo dużo ludzi podpina się pod ten umbrella term, pojęcie parasol, po to, żeby jechać na nośnym temacie i w ten sposób generować sobie duże zasięgi.
4750:  Prosta sprawa.
4751:  Myślę, że tutaj mamy z tym problem.
4753:  Dokładnie tak samo zresztą idee krytyki feministycznej zostały sprzeniewierzone przez polski feminizm, reprezentowane przez znane feministki.
4762:  Myślę tutaj zwłaszcza o pokoleniu profesor Magdaleny Środy i dlatego zawsze jak zaczynam ze studentami rozmowy o feminizmie, to mówię, że istnieje różnica między feminizmem akademickim a ulicznym.
4774:  Witamy w gronie wspierające Gothic 0.9.12.
4777:  Cieszę się ogromnie i zachęcam do spuszczenia jamników wszystkich tybutariuszy.
4782:  Witaj w naszym szalonym gronie.
4784:  Mariusz Rzym jest oczarowany Wiedźminem III.
4786:  Czy uważam, że byłbym w stanie w niego zagrać, nie mając żadnego doświadczenia z innymi grami?
4790:  Myślę, że tak, Mariusz.
4791:  Tylko usta sobie po prostu poziom na łatwy, tylko opowieść.
4793:  To nie jest nic wstydliwego.
4795:  To jest całkowicie normalne.
4796:  Po to to jest.
4798:  Klara dopytuje, czy mam jakieś ulubione kawałki z muzyki klasycznej.
4801:  Mahler
4802:  większość symfonii, ale najbardziej pierwsza i trzecia część , a oprócz tego myślę, że piąta Mahlera.
4812:  Głównie Mahler, bo na nim inspirował się jego sztuką symfoniczną John Williams, który jest jednym z moich ukochanych kompozytorów ever, no i Hans Zimmer, obydwaj się przyznają do inspiracji Mahlerowskiej.
4830:  Gra z micromanagementem to już polecałem.
4832:  Musiałem zjechać teraz na dół, bo widzę, że jestem bardzo z tyłu, jeżeli chodzi o tematy.
4840:  Wielkie nieba, moi kochani.
4842:  Zjeżdżam na dół w takim razie.
4843:  Jak radzić sobie z prokrastynacją, pyta Julia Krzemieńska.
4846:  Proszę was, nie używajcie tego terminu.
4847:  Prokrastinus to znaczy odkładać na później.
4851:  Wiecie, z czym to się wiąże, ok?
4853:  Odkładanie na później.
4854:  To się wiąże z kulturą zapierdolu.
4856:  Wmawiają nam, że w momencie, w którym sobie odpoczywamy, to odkładamy coś na później.
4861:  Nie!
4862:  Nie odkładamy niczego na później.
4863:  Odpoczywamy, a później się zajmiemy pracą.
4866:  Jeżeli zaczynamy za dużo,
4869:  poświęcać czasu innym rzeczom, które nie generują nam dochodu koniecznego na, no nie wiem, opłacenie rachunków, to tak, jest wtedy problem.
4878:  Ale prokrastynacja została ukuta przez dokładnie tych samych ludzi, którzy zachęcają nas do tego, żebyśmy zapieprzali 16 godzin dziennie, więc strasznie nie lubię tego terminu.
4886:  Nie bałbym się tego i raczej bym myślał o tym w innych...
4893:  W innym trybie, to znaczy higieny pewnej, tak, to znaczy tak samo jak staramy się utrzymywać higienę osobistą, mam nadzieję, to również powinniśmy utrzymywać higienę elektroniczną i na przykład dać sobie zasadę, że godzinę przed snem nie siedzimy na telefonie, tak, bo nie.
4912:  Ja na przykład w ramach higieny mam wyłączone większość powiadomień, to znaczy mnie powiadomienia przychodzą, ale ja je odkaczam w bardzo określonym momencie dnia, to znaczy rano.
4921:  i później bywam, ale nie jestem przez cały czas dostępny.
4925:  Jest wiele takich social mediów, z których mam wyłączone powiadomienia w sposób stały i nie mam z tym żadnego problemu.
4930:  To jest taki element naszej higieny.
4933:  Musimy się zastanowić nad tym, jak dużo dystraktorów chcemy do siebie dopuścić i być może wtedy będziemy się w stanie skoncentrować na tym, co nam faktycznie daje odpoczynek, ponieważ tu się zgodzę z ludźmi, którzy przestrzegają przed prokrastynacją, że takie bezrefleksyjne
4949:  Spędzanie swojego czasu, który mamy na czymś, co tylko dostarcza nam do głowy content, ale my się nad tym contentem nawet nie mamy kiedy zastanowić, to nie jest dobry sposób na spożytkowanie naszego czasu.
4962:  W jakim innym uniwersum system magii jest równie innowacyjny, co w uniwersum Sandersona?
4966:  Oj, trudno mi byłoby przywołać teraz tak od razu.
4968:  Myślę, że magia prochowa McClellana jest dobrym kandydatem.
4973:  Co sądzę o Państwa wyższych szkołach zawodowych i kierunkach humanistycznych na nich prowadzonych?
4977:  Nie mam zdania takiego en bloc na temat nich wszystkich.
4979:  Znowu patrzę na prowadzących i poszczególne kursy.
4982:  Natomiast jeżeli chodzi o humanistykę, to pamiętajmy, że jeżeli już idziecie w tym kierunku, to lepiej iść na taką humanistykę, która jest
4990:  I najciekawsza, i najlepsza, i prowadzona przez naprawdę ludzi, którzy są z otwartymi horyzontami, bo nie ma nic gorszego niż pójść na taki kierunek studiów, który, no nie oszukujmy się, nie daje takich perspektyw zawodowych jak kierunki inżynieryjne, co do zasady.
5007:  Natomiast, chociaż oczywiście są wyjątki od reguły, jak od każdej reguły, natomiast no równocześnie daje nam takie poczucie beznadziei, że no tak, poszedłem na to sytuację i się nic tutaj nie dzieje.
5018:  No to to jest najgorsze wtedy, co możemy mieć, bo wtedy dwie informacje do głowy trafiają nam negatywne, to znaczy nic nie będę po tym robił i o Boże, ten czas tutaj spędziłem był bez sensu, prawda?
5028:  Tragedia.
5034:  Kulturoznawstwo na UMK?
5036:  Chyba nie znam.
5037:  Nie, no znam z UMK, przecież Darka Brzostka znam z UMK i ludzi, którzy zostali przez niego wykształceni, więc jak najbardziej dobre rzeczy się dzieją na kulturoznawstwie na UMK, chociaż nie mam pewności, czy to nie jest filozofia czasem.
5048:  All Tomorrows nie były czytane.
5052:  Tematy polityczne to od razu mówię, że jeżeli będą jakieś na czatach, to intencjonalnie pomijam.
5056:  To akurat pomijam intencjonalnie.
5059:  Wychowanie do życia w rodziny i podobne w szkołach do prowadzenia, tylko zawsze zastanawia mnie jedna rzecz, wiecie, to nie zastanawia, to znaczy, powiedzcie mi, dlaczego grupy edukacyjne i edukacja seksualna nie zorientowały się, że istnieje jeszcze coś takie jak YouTube?
5074:  Dlaczego jest cały dyskusja na temat tego, że ktoś chce wejść do szkoły, przeciwko czemu łatwo się może zbuntować ministerstwo, zwłaszcza tak upolitycznione jak obecne, i wysłać kuratorów, którzy będą mówili, że nie, że rodzice się nie zgadzają na seksualizację dzieci.
5091:  I się zaczyna, tak?
5093:  No to YouTube.
5094:  Co problemu?
5096:  Co za problem zrobić cykl wykładów sensownych z bibliografią?
5101:  Co to za problem zrobić live'a?
5103:  Co to za problem zrobić serię odcinków na Skillshare i jeszcze na tym zarobić?
5107:  Co za problem.
5108:  Więc moje pytanie tutaj, które zawieszam w próżni, brzmi, dlaczego nie wyciągnięto i w tym obszarze wniosków z edukacji zdalnej?
5117:  Bo w moim przekonaniu pilnie i bezwzględnie potrzebujemy edukacji seksualnej w Polsce.
5122:  Odpolitycznionej i odteologizowanej edukacji seksualnej.
5126:  Bo wychowanie do życia w rodzinie to jest chrześcijańska nauka o rodzinie.
5131:  Ten przedmiot był pisany przez ludzi i podręczniki wędrując ku dorosłości, którzy mają określone poglądy.
5136:  A w szkołach nie są wyłącznie chrześcijanie.
5139:  I mówię to absolutnie bez agresji, zwracam na uwagę, bardzo precyzyjnie.
5144:  W związku z powyższym potrzebujemy ewidentnie takiego przekazu, który będzie maksymalnie obiektywny.
5150:  Więc jeżeli nie jesteśmy w stanie tego zrobić z różnych względów w szkole, róbmy to w sieci.
5155:  Ayn Rand, Atlas Zbuntowany, kojarzę filozofię Ayn Rand, nie mógłbym jej nie kojarzyć, bo Bioshockiem się kiedyś zajmowałem, więc jak najbardziej.
5162:  Dzienniki gwiazdowe Stanisława Lema i sam Lem pyta Ewa Marciniak.
5167:  Lem się niedobrze starzeje, mam wrażenie i lubię te dzienniki.
5173:  fragmenty jego twórczości i opowiadań i powieści, które są uniwersalne.
5178:  Bardzo nie lubię tych satyrycznych, bo one się też najbardziej zestarzały i bardzo nie lubię tych, w których Lem mniej był pisarzem science fiction, a bardziej futurologiem, bo futurologia też się szybko starzeje i mam wrażenie, że niektóre teksty Lema są przefilozofiowane, chociaż rzadko używam tego przymiotnika i do nich na przykład należy Solaris, a taki niezwyciężony to jest świetna rzecz, która się kompletnie nie zestarzała.
5203:  Atak on Titans?
5204:  Bardzo lubię.
5208:  Nowy Spider-Man już była już opinia.
5211:  Czy serial Wiedźmin byłby lepszy jako procedura, jedynie na opowiadania oparte?
5215:  Myślę, że tak.
5216:  To jest jakiś pomysł.
5219:  Czy Elżbieta Cherezińska nie praktykowała fantastyki historycznej?
5221:  Oczywiście, że tak.
5222:  Miejscami tak, Tomeks.
5223:  Dzięki za podpowiedź.
5226:  Dlaczego tak wiele osób uważa opowiadania wiedźmińskie za lepsze niż sagę?
5229:  Ponieważ saga jest przedłużonym, pięcioatomowym i rozdętym, megalomańsko, dowodem na słuszność tezy Andrzeja Sapkowskiego, że wszystkie kwantazy pochodzi od cyklu Arturiańskiego.
5241:  A to jest nieprawda, po pierwsze.
5245:  A po drugie, gdyby wyeliminować te wątki właśnie...
5248:  to saga by mocno na tym zyskała.
5249:  Nie mówię, że to jest zła fantazy, to jest świetna fantazy, ale mogłaby być lepsza.
5254:  I lepsze pod tym względem są bez wątpienia opowiadania.
5257:  Andrzej Sapkowski jest poza tym mistrzem krótkiej formy.
5259:  Jego dialogi są cięte, lapidarne, krótkie.
5262:  Nadają się dobrze do opowiadań.
5264:  Natomiast długa forma wymaga panowania nad treścią na zupełnie innym poziomie.
5268:  I człowiekiem, który mistrzowsko panuje nad długą formą, ale to absolutnie mistrzowsko panuje nad długą formą, jest właśnie Brandon Sanderson.
5275:  Nie dziwcie się, że to jemu powierzono dokończenie koła czasu Jordana, prawda?
5281:  Nikt inny nie byłby w stanie tego zrobić.
5284:  Tylko Sanderson.
5285:  Z tym trzeba się urodzić.
5287:  Albo to bardzo, bardzo intensywnie i długo ćwiczyć.
5291:  Jakie studia lub kierunki studiów?
5293:  Pyta Ksenia się nudzi.
5294:  Poleciłbym osobie zainteresowanej samym procesem twórczym w sztuce malarskiej czy literaturze.
5298:  Słyszałem, że ASP mocno ogranicza uczniów.
5300:  Tak, bardzo mocno.
5302:  Co więcej, ASP bardzo często jest wilczym biletem, ale to jest nieformalna informacja w części studiów gamedevowych, ponieważ ASP uczy bardzo specyficznego stylu kreski i podejścia do historii sztuki, który niekoniecznie się sprzedaje i jest lubiany.
5317:  I bardzo często też ludzie po ASP nasiąkają tym snobizmem, z którym ja też bardzo walczę w obrębie literatury i literaturoznawstwa i krytyki literackiej, a to jest jeszcze bardziej nieznośna rzecz, jeżeli mamy w zespole pracować, nie potrzebujemy, krótko mówiąc, geniusza oświeconego i przekonanego o tym, że jego dzieło, dzieło,
