🔴 Przed jamnikiem uderz czołem, jamnik górą chociaż dołem | LIVE #2
🔗 https://www.youtube.com/watch?v=n62fW7lX9yc

1:  Witajcie serdecznie na drugim livestreamie w trybie Q&A.
3932:  Jest strasznym błędem za każdym razem to, jak jakieś firmy czy korporacje próbują kontrolować fanfiki.
3938:  Wtedy właśnie widzimy, jak kapitalizm niestety nie zgadza się ze sztuką i wbrew pozorom nie mamy wolnego rynku, że o, zobaczcie, gdybyśmy mieli wolny rynek,
3948:  to rzeczywiście księgarnie byłyby wypełnione kryminałami, fantastyką i romansami.
3955:  Nie są.
3958:  Jest tam klasyka i macie półkę z napisem Nike 2000, coś tam.
3962:  Albo macie półkę z napisem Nobel.
3965:  Bo nie sprzedaje się to, co się ludziom podoba, tak?
3968:  No, więc kapitalizm zagraża kulturze fanowskiej.
3970:  Jest mało książek na ten temat, głównie na Stanach Zjednoczonych.
3973:  W Polsce niestety badania nad kulturą fanowską są bardzo, bardzo raczkujące.
3977:  Na jakim uniwersytecie wykładam?
3979:  Tak się bawi, tak się bawi!
3980:  AGH!
3982:  Tym właśnie.
3984:  Wydział humanistyczny.
3988:  Swoją drogą, pozdrowienia dla byłego już lektora, profesora Słomki, który właśnie tak powiedział zamiast Gaudamus Igitur na początku, czym mnie bardzo ujął, jak jeszcze chodziłem na AGH w charakterze wolnego słuchacza.
4004:  Czytanie low-quality fanficów z lektur szkolnych na necie, get me through.
4009:  Ja myślę, że też Mieciu ma duże zasługi w zakresie tego, żebyśmy jakby przetrwali te idiotyczne lektury.
4019:  o Terry Goodkind się pojawił jeszcze proszę proszę on też jest przede mną niestety współczesne prawa autorskie to duszą macie rację że oprócz kapitalizmu jest tutaj duży problem ale pamiętajmy również że co wiadomo z serialu The Suits kapitalizm i prawo to są dwie siostry albo dwie strony tego samego medalu albo te dwa oblicza Boga Janusa Rzymskiego
4045:  Jaka jest ulubiona frakcja Olgi Tokarczuk w Total War Hammer 2?
4050:  Oczywiście norska, ponieważ jest bezużyteczna.
4052:  Czy kreatywność to domena ludzi, czy kiedyś AI na nas zastąpi?
4056:  Myślę, że może nas zastąpić w momencie, w którym sieci neuronowe się wymkną.
4061:  Myślę, że teoria chaosu jest tutaj dobrym wyjaśnieniem.
4064:  W momencie, w którym rzeczywiście AI przestanie być już tak kontrolowane, jak jest i wyzwoli się faktycznie, to wtedy będzie tworzyć.
4073:  W jednym z filmów nawet z tematu wyróżniłem Shadow of Mordor i Shadow of War pod kątem światotwórczym, ale skończył się czas.
4079:  Czy mogę rozwinąć?
4079:  Tak, uważam, że to jest bardzo ciekawy sposób na spojrzenie na uniwersum Tolkiena, tak aby Tolkien nigdy na nie nie spojrzał.
4085:  I bardzo cenię to, co zrobił ten wątek cały z Celebrimbor'em, jeżeli dobrze wymawiam, w Quenie.
4092:  I bardzo cenię to, w jaki sposób również spojrzano na hierarchię orków.
4096:  czego Tolkien nie zrobił, bo dla Tolkiena orkowie to były pomioty szatana, więc one miały być zdehumanizowane, spotworniałe i bezdyskusyjnie przeznaczone na rzeź.
4106:  A tutaj zobaczyliśmy ich organizację, więc bardzo interesująca sprawa.
4113:  Co sądzę o Minecrafcie?
4114:  Pyta Sebastian.
4115:  Nigdy nie grałem.
4115:  Baczcie mi, wiem, że to jest fenomen światowy, ale przepraszam najmocniej.
4119:  Ja nie lubię pikselartów.
4121:  To są kostki.
4122:  Przepraszam najmocniej.
4123:  Mnie do immersji potrzeba pełnoskalowej grafiki.
4126:  To jest też powód mojego bifa z grami MMO.
4129:  One mają za dużo interfejsu i za dużo tabelek Excela do różnych buildów, a za mało grafiki.
4134:  Dlatego Genshin u mnie wygrywa, bo Genshin jest piękny.
4137:  Jest piękna gra pod względem estetycznym, spójna.
4140:  A Minecraft mnie nie urzekł nigdy.
4144:  Czy jestem zaznajomiony z MCU?
4145:  No come on, Natalio!
4148:  Każdy film oglądałem, kilka razy.
4150:  Najbardziej lubię oczywiście Doktora Stręża, no.
4153:  Wiadomo nie, wiadomo dlaczego, tak?
4155:  I co więcej, nawet analizowałem MCU parę razy w różnych referatach czy artykułach.
4162:  Bardzo, bardzo lubię i cenię ten projekt, zwłaszcza z uwagi na to, że dyrekcja kreatywna Kevina Feigiego to jest moim zdaniem wzorzec tego, jak się powinno zarządzać światem transmedialnym, czyli takim, który ma wiele różnych platform medialnych, nie?
4175:  Tak, to jest w MCU.
4178:  Czy kojarzę SCP?
4179:  Zasada na tym czacie, zero akronimów.
4181:  Nie wiem.
4182:  Ekspans jest przede mną, książki niestety są też przede mną.
4186:  Nie czytałem.
4187:  Co sądzę o dystopijnej Pawle powieści Nowy Wspaniały Świat?
4191:  Przepraszam, wyszedł ze mnie dydaktyk, że poprawiam.
4195:  Zaraz wyjaśnię dlaczego.
4195:  Nowy Wspaniały Świat Huxleya.
4197:  Uwielbiam.
4199:  Światy fantastyczne to są dystopie, nie?
4201:  Natomiast jak mamy coś antyutopijnego, to jest bardziej taka krytyka polityczna.
4204:  Możemy powiedzieć na przykład, że rządy PiSu są antyutopijne, nie?
4208:  Ale to nie jest wasza wina, to jest rzecz, która się powtarza cały czas w szkołach.
4213:  Dystopia natomiast jest bardziej taka zniuansowana, bo zobaczcie, antyutopia mówi nam jedną rzecz.
4218:  To jest jednoznacznie i negatywnie złe.
4220:  A jest na przykład taka interpretacja Francisa Fukuyamy, który mówi, no zaraz, moment.
4224:  Dla kogo jest nowy, wspaniały świat zły?
4226:  Dla nas, dla czytelnika, bo my widzimy ten totalitaryzm i widzimy tych ludzi, którzy są dławieni przez system.
4232:  A jednak jak John D. Savage wszczyna rewolucję i chce odebrać Deltą Somę, to Delty mówią nie, nie rób nam tego, krzywdzisz nas.
4241:  Czyli ci ludzie są szczęśliwi, więc jeżeli powiemy sobie, że utopia ma zapewnić nam wszystkim szczęście, to wedle Francisza Fukuyamy, to jest interpretacja z Our Post-Human Future, nowy, wspaniały świat jest utopią, a nie dystopią.
4253:  Dystopia i utopia to są dwie strony medalu, których nie da się od siebie oddzielić, okej?
4259:  Jeżeli jesteśmy po jednej stronie, to wtedy widzimy negatywne rzeczy, a jeżeli po drugiej stronie, to widzimy pozytywne.
4265:  Antyutopia nie daje takiego marginesu swobody interpretacyjnej.
4268:  Czy oglądam anime Recreators?
4270:  Nie, z dzikłu, niestety nie.
4271:  Tak, tak, wiem, że semantyka, ale nie do końca semantyka, bo właśnie widzicie, że ta antyutopijność i dystopijność ukierunkowują nas trochę interpretacyjnie.
4281:  Gwarantuję wam, że większość osób nie zinterpretowałby na przykład jako utopii roku 1984, a to byłoby ciekawe ćwiczenie intelektualne.
4290:  Czy książka Przenajświętsza Rzeczpospolita to profetyczna zapowiedź naszych czasów?
4293:  Obawiam się, że Przenajświętsza Rzeczpospolita jest ziemkiewicza, więc I abstain from answering.
4299:  Kiedy rozmowa z Szymonem z kanału, Szymon mówi, jak Szymon zaprosi.
4303:  Ja zawsze powtarzam, że ja chętnie przyjmuję zaproszenia, więc to nie ode mnie zależy.
4309:  Czy czytałem twórczość Edgara Allana Poe?
4311:  pyta Maad.
4312:  Maad dobrze czytam, tak, Maad, ratatat nawet.
4316:  Tak, czytałem i to po angielsku, to są jedne z pierwszych książek, jakie czytałem po angielsku, miałem genialną lektorkę, która po 12 latach moich bojów z nauką języka angielskiego w szkole
4326:  Powiedziała mi, że, znaczy nauczyła mnie wreszcie, przełamała ją blokadę, nie byłem w stanie mówić po angielsku, mimo że byłem w Wielkiej Brytanii, miałem tam rodzinę przez jakiś czas, zresztą dalej mam częściowo, ale już się niestety kurczy, bo to ta rodzina poemigracyjna po II wojnie światowej i z tej pierwszej fali emigracji.
4343:  No więc nawet to nie pomogło mi w odblokowaniu się.
4345:  I dopiero ona zaczęła dawać mi właśnie powieści fantasy różne i literaturę grozy.
4349:  Edgar Allan Poe, wtedy czytałem The Fall of House Usher, do dzisiaj pamiętam, Zagłady Domu Usherów.
4355:  Następnie czytałem Louisa Carolla, Alicję w Krainie Czarów, też po angielsku.
4359:  No i różne tego typu rzeczy.
4361:  Więc tak, to mnie odblokowało wtedy bardzo.
4363:  I swoją drogą też jest to kolejny powód, dla którego nie znoszę szkoły.
4367:  To znaczy uważam, że język angielski jest w szkole źle nauczany.
4371:  Ile znam języków?
4373:  Te, które trzeba, to znaczy polski i angielski.
4376:  Żadnych innych nie trzeba.
4377:  Cała reszta, którą powinniście znać, jeżeli uczycie się jeszcze języków, to są języki programowania.
4383:  Jak odnoszę się do cytatu Ziszka, pyta Adam, w dobie kapitalizmu ciężko jest myśleć o utopiach, a łatwiej o dystopiach.
4389:  Biorąc pod uwagę to, jaki mamy influx dystopii, Black Mirror właśnie chociażby i fenomen tego serialu, czy
4396:  wszystkie Young Adult Dystopias, zauważcie, że Young Adult Dystopias, a nie Anti-Utopias, dobra, obiecuję to ostatni raz już, to znaczy Hunger Games, Maze Runner, Divergent i inne, to tak, to bardzo to silnie pokazuje nam, że mamy większą skłonność teraz do postrzegania tego, co nas otacza raczej w czarnych barwach.
4415:  System punktowy w Chinach mnie przeraża, Black Mirror zresztą bardzo dobrze punktuje nomen nomen ten problem,
4421:  I wydaje mi się, że jest to o tyle przerażający system, że właśnie dużo może się znaleźć jego zwolenników, bo ludzie lubią, jak się grywalizuje im życie.
4430:  Empire Earth chyba kiedyś było grane, tak.
4434:  Czy zamierzam napisać własne fantasy?
4436:  Pyta Dragomir.
4436:  Chciałbym, ale nie mam umiejętności, potem mam zwyczaj nierobienia tego, czego nie umiem.
4441:  Czy kojarzę Kroniki Rozdartego Świata?
4443:  Aleksandry i Janusz niestety nie są przede mną jeszcze.
4446:  W szkole z angielskiego jesteśmy uczeni do egzaminu niedoużywania w życiu.
4448:  No właśnie, kolejny problem.
4450:  A propos WF-u.
4451:  Widzę, że mnie usiłujecie namówić.
4453:  Przez 12 lat szkolenie potrafiło nauczyć dwóch najpotrzebniejszych rzeczy poprawnego wykonania przysiadu i martwego ciągu.
4458:  Tyle w temacie.
4460:  Moja teza, którą rozwinę kiedyś może do odcinka i rantu, jest taka.
4465:  Jaka jest jedna rzecz związana z wysiłkiem fizycznym, którą prędzej czy później robi każdy, ale każdy, kto, nie wiem, albo bo chce zacząć randkować, albo dlatego, że ma trzeci krzyżyk na karku i trzeba się zająć swoim zdrowiem, albo coś, cokolwiek, nie?
4484:  Idzie na siłownię, albo na basen w tej kolejności, albo biega.
4492:  To powinien być WF.
4493:  Tylko to.
4495:  Siłownia, fitness, basen, jeśli się da, bieganie.
4499:  Koniec.
4499:  Żadnego pieprzonego grania w durną piłkę nożną, która służy tylko i wyłącznie do tego, żeby to ten najlepszy, najlepszy trenował, tak?
4508:  Bo cała reszta stoi na boisku, ponieważ Jóźwiak z drugiej C, który jest kapitanem...
4513:  I on sobie wybiera i mówi, o, tego wybiorę do drużyny, tego wybiorę, o, a tłustego Krzyśka, kiedyś byłem bardzo gruby, nie wybiorę do drużyny i on będzie na końcu.
4522:  Więc nie będzie nigdy ćwiczył ten, który ma najwięcej ćwiczyć, tak, na WF-ie, bo jest gruby i ma poćwiczyć, tak, albo jest niezdrowy, albo, nie wiem, ma jakieś choroby tego rodzaju, albo po prostu mu się nie chce.
4535:  Więc powinien się wdrożyć do ćwiczeń siłowych, tak?
4538:  ale on nie będzie tego robił i każda lekcja WF-u wygląda tak samo, przynajmniej za moich czasów, ale nie wierzę, żeby to się zmieniło, ponieważ nawet na zarządów PO, przypominam, pierwszym priorytetem było orliki, orliki, boiska, bo Donald Tusk gra w nogę, musimy mieć boiska wszędzie.
4559:  Siłownie i ćwiczenia fizyczne, zdrowe dla wszystkich, okej?
4564:  Nie, sport.
4565:  Na sport przychodzi czas, jak się już coś umie.
4568:  Ja na przykład nie jestem e-sportowym graczem, tak?
4571:  Umiem grać w gry wideo, ale nie tak.
4574:  Więc wyobraźcie sobie teraz, że ktoś was uczy grania w gry wideo, nie podsuwając wam fajną rzecz, którą chcecie ograć, tylko 200 APM-ów w StarCraftie!
4585:  Już, już, już, już, już, już!
4587:  O, ten ma 300 APM-ów, jest lepszy od ciebie!
4589:  Jesteś nygusem!
4590:  Won na ławkę rezerwowy!
4594:  Macie pierwszy rand.
4597:  Czytałem jakieś teksty A.P.
4598:  Lovecrafta.
4598:  Tak, czytałem.
4599:  Zgroza w Danujcie całą resztę z resztą.
4602:  Ja miałem, tak Jakubie, miałem 30 kilo więcej, miałem jeszcze parę lat temu.
4611:  96 kilo.
4613:  Ja mam ten problem, że zajadam smutki.
4615:  Więc wiecie, zawsze przychodzi czas taki, zwłaszcza w pracy kreatywnej, że się zajada smutki, jeżeli ma się taką konstytucję psychiczną jak ja.
4624:  I to była moja ucieczka.
4625:  Każdy ma jakąś.
4632:  Po co się męczyć nauczając, jak można rzucić piłkę nożną i mieć spokój?
4636:  Prawie każdy w UEFista ever.
4638:  Dokładnie tak.
4641:  Dokładnie tak.
4643:  Patrzę, bo bardzo dużo mnie ominęło niestety przez mój mały rant.
4647:  Widzę, że mieliśmy nawet bota jeszcze w tak zwanym międzyczasie.
4650:  Jaką mam opinię o Ursuli Le Guin?
4654:  Tutaj macie moją opinię na temat Ursuli Le Guin.
4657:  Kocham.
4658:  Cykl chaiński równie godny polecenia, moim zdaniem, jak Czarnoksiężnik z archipelagu i inne tomy.
4664:  Osadzone w świecie ziemio-morza.
4668:  Jakieś rady, jak ćwiczyć umiejętności pisarskie?
4670:  Naprawdę, pisać.
4671:  Nie ma innej.
4672:  Ja mówię to jako ktoś, kto ma nieustanowitą blokadę w pisaniu.
4676:  Bardzo długo piszę, bardzo ciężko mi to przychodzi i robię to tylko i wyłącznie wtedy, kiedy mam wenę.
4680:  Więc jeżeli masz taką potrzebę napisania czegoś,
4683:  Napisz i błagam, nie mów sobie, ach, to jest pewnie chujowe, albo nie myśl sobie, że o, muszę być lepszy, bo to jest dokładnie to samo, co z tym WF-em, okej?
4693:  Nas w bardzo wielu sferach życia warunkują do kompetytywności.
4698:  Kinga, kiedy będziesz mówił o jamnikach?
4701:  Mam jamnik... Kinga ma jamnika, wspaniale, weszłam tu tylko po to, by o nich posłuchać, ojoj!
4707:  Na początku mówię o jamnikach, na samym początku mówię o jamnikach, usprawiedliwiam się szybko.
4712:  Mogę, co ja mogę powiedzieć?
4714:  O, wiem, co zrobię dla Kingi specjalnie.
4716:  Opowiem wam wierszyk.
4718:  W prostych trzcinach i szuwarach kroczył jamnik w szarawarach, szarpał kończa o czeretu i przytraczał do beretu.
4723:  Jest jamnik, jest jamnik.
4725:  Czy miałem okazję obejrzeć serial Utopia?
4728:  Tak, widziałem, jest dość ciężki.
4730:  Natomiast takich seriali utopijnych stricte to bardzo polecam The Good Place.
4735:  Jak ktoś oglądał, to wiecie, dlaczego się uśmiecham ironicznie.
4740:  Dlaczego przedmioty na studia dzielą się na te, które się otrzymuje zaliczenie i na te, gdzie na końcu jest konkretna ocena?
4744:  Jest to delikatna sugestia, że te zaliczenia nie są takie istotne pytania.
4747:  To jest ciekawe pytanie.
4749:  To jest regulowane wyłącznie wewnętrznymi wytycznymi.
4752:  Ja osobiście uważam, że studia, które są dla dorosłych ludzi powinny kończyć się wyłącznie oceną pod tytułem zaliczenie lub brak zaliczenia.
4759:  Nie ma innego powodu.
4761:  systemu, który ja bym w jakikolwiek sposób, któremu bym w jakikolwiek sposób sekundował.
4767:  Uważam, że to jest ten moment, kiedy powinniśmy sobie podarować już to przedszkole z dawaniem ludziom euro gąbek.
4777:  Jak nie robisz tego, co umiesz, to czemu tykasz się gwinta?
4780:  Pyta Apofis, bo mnie zmuszacie na czacie do tego.
4786:  Patrzę dalej.
4787:  Nawodnienie.
4788:  Dobrze, dobrze.
4789:  Już się nawadniam, już się nawadniam.
4791:  Aha, tutaj jest wątek WF-u, czyli to było wtedy, kiedy ja rantowałem.
4795:  I swoją drogą jeszcze jedna anegdota z WF-em.
4799:  Dopiero koledzy w liceum, których serdecznie pozdrawiam, jeżeli tego oglądają, znaleźli na mnie sposób, to znaczy zrobili ze mnie szamana piłkarskiego, to znaczy miałem miotać o Belgii w kierunku drużyny przeciwnej, jak się domyślacie, mogłem dobrze się wywiązywać z tego zadania.
4812:  Stać w miejscu i nie przeszkadzać, no ale znowu, stać w miejscu i nie przeszkadzać to nie jest ćwiczyć, nie?
