🔴 Studzimy nasz zapał, dmuchając na zimne | LIVE #14
🔗 https://www.youtube.com/watch?v=WL6pr7S-N1I

90:  Dziękujemy.
4181:  I jak to się przekłada na to, że Oksford jest od tylu lat już, setek, najlepszą uczelnią na świecie?
4187:  Nie mam pojęcia.
4189:  Z pewnością muszą wdrożyć stare, postsowieckie, dobre metody, urawniłowki, równania do jednego poziomu, żeby było sprawiedliwie, żeby była rywalizacja, kto szybciej zrealizuje plan pięcioletni.
4201:  I potem będzie tak w Chinach, że żeby szybciej zrealizować plan pięcioletni w postaci redukcji populacji, wysłano kobiety na przymusowe aborcje.
4208:  Przymusowe, zwracam uwagę, w Chinach.
4210:  liczone w milionach, dziesiątkach milionów, bo trzeba plony, trzeba dorównać, dorównać do jakiegoś momentu.
4216:  W ten sposób działają polskie uczelnie, w ten sposób działają uczelnie w całym postkołchozie sowieckim, czyli wszystkie kraje dawnego, dawnej wpływy orbity, wpływu Związku Radzieckiego i niestety w ten sposób działa część uczelni amerykańskich również i niestety część uczelni, która wdrożyła ten model, zainspirowawszy się niesłusznie tym, czym nie powinni byli.
4236:  O, koszmar.
4238:  Zerowy Marmur, witamy w roli trybutariuszy.
4241:  Czy zagram Dark Souls 1, Dark Souls 2?
4242:  Jest to możliwe.
4243:  Czy można mnie spotkać na uczelni?
4245:  Jestem bardzo rzadko na uczelni.
4250:  Jedi Fallen Order też będzie tu i ogrywane, ale Jedi Fallen Order wskakuje w soboty za Starcrafta.
4257:  Alphatra konsekwentnie nie odpowiada na pytania natury osobistej, to jest gdzieś w zasadach tych naszych Q&A, to są trzy typy pytań, na które nie odpowiadam, dotyczące religii, dotyczące polityki bezpośrednio, zwłaszcza wyborów politycznych partii, bo ktoś by się tym zajmował i przejmował.
4270:  I ostatnia kwestia osobista.
4273:  Pamiętajcie o tym zawsze powiedział z nosowym zadęciem Krzysztof, że
4278:  Wszystko to, co piszecie, publikujecie i mówicie w internecie jest całkowicie publiczne.
4283:  Znaczy, wszystko to, co wysyłacie na telefonie do siebie, czy macie dla siebie na telefonie jest całkowicie publiczne.
4287:  W momencie, w którym przyjmiecie taką zasadę, nie będziecie się nigdy przejmowali prywatnością.
4292:  Nie przejmuję się prywatnością od 20 lat, bo przyjąłem tę zasadę.
4297:  Bloodborne nie zagram Arafa, ale póki nie będzie, niestety, portu na peceta.
4305:  Bardzo mnie to martwi.
4309:  Czy mam pomysł, dlaczego Władca Cesarza Gabriela Kaja kosztuje używane od 150 zł w górę?
4313:  Ponieważ bardzo mało jest wydawanych książek w Polsce, zwłaszcza w obszarze fantastyki, ponieważ nie mogą liczyć na tego rodzaju kupione zasięgi, jak to np.
4321:  wydawnictwo literackie może sobie pozwolić, albo znak, który płaci Empikowi za ekspozycję na półce z napisem bestseller, zanim ta książka zostanie sprzedana innym ludziom.
4330:  O nie!
4331:  czy mówi o sekretach marketingowych, których nikt nie powinien znać.
4334:  Nie, nie, to akurat jest coś, co jest całkowicie publicznie znane, było mnóstwo artykułów na ten temat, jest to znana praktyka.
4340:  Smutna sprawa.
4343:  Gunpowder fantasy, oprócz Abercrombiego i McClellana,
4351:  Tysiąc imion Django Wexlera.
4353:  Dobra rzecz.
4354:  Jeden z gości, który najlepiej ogarnia formacje osiemnastowieczne, powiedziałbym, że na poziomie stryjaszka Tobiego z życia i myśli jaśnie wielmożnego Tristrama Shandy.
4364:  Książki, o której Wam kiedyś mówiłem, to jest książka-eksperyment napisana w XVIII wieku przez gościa, który stwierdził, że napisze autobiografię wstecznie, to znaczy nie od narodzin do śmierci, tylko od narodzin do wszystkiego, co do nich doprowadziło.
4376:  Oczywiście włącznie z tą najbardziej interesującą kwestią, którą odhacza na samym początku, a potem idzie w kierunku dalszej historii swoich rodziców.
4384:  Przedziwna książka.
4385:  W każdym razie tam jest postać, która się nazywa Stryjaszek Tobi, ma obsesję na punkcie fortyfikacji XVIII-wiecznych i formacji wojskowych.
4392:  Obsesja Django Wexlera jest większa, a Django Wexler jeszcze ma tę zaletę, że pisze w sposób interesujący.
4401:  Muszę bardzo nadrobić teraz czaty, jak zawsze.
4404:  On Bake, dzięki za wsparcie od 9 miesięcy.
4406:  Anime Monsta nie było oglądane.
4410:  Która książka Dukajew jest według mnie najlepsza?
4413:  Inne pieśni.
4413:  Bez dwóch zdania akurat w tym przypadku.
4418:  Azrael chciałby opowiedzieć o Szkole w Chmurze, czy może się jakoś ze mną skontaktować?
4421:  Tak, możesz, najlepiej mailem, jeżeli to jest dłuższa rzecz, bo jeżeli krótsza, oczywiście to na Insta.
4427:  All of Us Are Dead, koreański serial o zombie?
4429:  Nie, koreańskich seriali o zombie w Stachu oglądałem tylko Królestwo, Kingdom, bardzo dobra rzecz, zombie, samuraje i rewelacja absolutna.
4438:  Monster jest też przez Mertę polecany.
4440:  Czy warto zagrać w Dragon Age Inquisition?
4442:  Jeżeli na czatach jest Lofrana, to odpowiedź na to pytanie twierdząco.
4449:  Czy mógłbym wytłumaczyć, jeżeli jestem w stanie to zrobić, dlaczego śmieszą mnie książki Tony'ego Pratchetta?
4453:  Próbowałem czytać Morta i kosiarza i przyszedłem w połowie.
4455:  Ja mam bardzo szczególne poczucie humoru.
4462:  Ja generalnie lubię humor Monty Pythonowski, abstrakcyjny, językowy, więc mnie niesamowicie bawią tego rodzaju rzeczy.
4470:  Jeżeli ktoś nie lubi takiego humoru, to Pratchett mu się nie spodoba.
4475:  Persona?
4476:  To nie są gry dla mnie, Gray Life, niestety.
4479:  Gdyby ktoś spytał, seminarium prowadzi dwóch wykładowców, a to jest dłuższa historia od Piotrka, bardzo długa historia od Piotrka Proroka.
4487:  Czy jest szansa, pyta Piotrek Prorok, żeby na kanale pojawił się odcinek albo kilka treści seminaryjnych.
4492:  Nie ukrywam, że bardzo im pomógł, ja już miałem tego pecha i mój nauczyciel na seminarium pokazał nam środkowy palec, zamiast zrobić to, za co mu płacą, podzielił materiał na porcie i rozdał nam prezentację do zrobienia Jezus Maria i przedstawienia na zajęciach, a sam jedynie nas poprawia, jeżeli zauważy jakiś błąd.
4504:  Jak już zrobisz prezentację, to jesteś specem z tego tematu, ponieważ musiałeś nad nim przysiąść, a pozostałe po pozostałe.
4510:  No i nie ma co ukrywać, jak się jest zielonym w danym temacie, to pomija się kilka lub wiele informacji.
4515:  Gdyby ktoś pytał, to seminarium prowadzi dwóch wykładowców, do tego dobrego było tylko jedno wolne miejsce.
4523:  ciężki temat do poruszenia, ale mogę się wypowiedzieć na temat tego, jak ja to robię, o, w ten sposób, to na pewno, konsekwentnie mogę starać się ciągnąć ten cykl, aczkolwiek pamiętajcie, że moja chęć podjęcia tego tematu rośnie odwrotnie proporcjonalnie,
4541:  do zanurzenia w ten temat na moich zajęciach, to znaczy ja muszę, jak jestem zanurzany, no to moja chęć podejmowania tego na vlogu maleje, w związku z tym musimy się skończyć seminarium, pewnie w okresie wakacyjnym, tak, to było z tą bibliografią, wrzucę coś na kanał na ten temat.
4556:  Kalon pisze, że przez lektury szkolne całkowicie zawiół sobie chęć do czytania, co zrobić i od czego zacząć, żeby znów zacząć czytać.
4562:  Moja odpowiedź jest niezmienna, moi kochani.
4564:  Zbiory opowiadań.
4565:  To jest jedyny sposób.
4567:  Albo, albo, albo gra, w której się dużo czyta.
4572:  Może to być na przykład Detroit Become Human Davida Cage'a albo Beyond Two Souls.
4576:  Scenariusz do Beyond Two Souls ma 6 tysięcy stron, więc jeżeli przegrasz przez wszystkie opcje dialogowe w Beyond Two Souls, to jest ekwiwalent przeczytania 6 tysięcy stron książki.
4586:  Powiem, no powiedzmy trzech, tak?
4587:  Odstępy w scenariuszach i tak dalej, i tak dalej.
4589:  To już jest tak dużo.
4592:  Czy przeniósłbym się na inną uczelnię prywatną?
4594:  Nie w życiu, w życiu, Julia, w życiu bym się nie przeniósł na uczelnię prywatną.
4597:  Kiedyś dostałem propozycję prowadzenia nawet takiej uczelni i wciąż ją odrzuciłem.
4603:  Być może wyślę to jako taki sygnał do ludzi, którzy myślą, że ja różne rzeczy robię ze względów finansowych.
4609:  Nie, to były bardzo duże pieniądze.
4613:  Kompletnie mnie to nie interesuje, nie jestem w tym, co robię właśnie z tego powodu.
4619:  Co więcej, uważam, że jest to poniekąd szkodliwe, żeby uważać, że edukacja prywatna jest odpowiedzią na wszystkie problemy edukacji w ogóle.
4627:  Edukacja prywatna i rosnący sektor edukacji prywatnej jest raczej symptomem tego, jak bardzo źle dzieje się z edukacją publiczną, tak samo jak korepetycje.
4637:  Same w sobie nie są czymś rewelacyjnym, ponieważ trzeba płacić za edukację, która jest darmowa.
4643:  Zwłaszcza jeżeli te korepetycje stają się musem, a w tym momencie jakieś 80% ludzi w ogóle pobiera korepetycje, wedle statystyk, na które ostatnio popatrywałem, co jest znaczące, ale w momencie, w którym się one pojawiają w takiej liczbie, jest taki nieprawdopodobny popyt,
4659:  świadczy to o tym, że z edukacją publiczną jest bardzo źle, a ja bym chciał, żeby z edukacją publiczną było coraz lepiej.
4664:  Więc jeżeli bym powiedział, że o, korepetycja szkolnictwa prywatne i tak dalej, to bym w ten sposób przeniósł się do obozu, któremu nie zależy na tym, żeby ze szkolnictwem publicznym było dobrze, ponieważ albo nie mają siły, czasu, pieniędzy lub energii, żeby się zajmować jego naprawą.
4681:  Według mnie, dlaczego częściej wolimy bohaterów złych niż dobrych?
4683:  Bo są rzadsi w kulturze.
4685:  Myślę, że tyle.
4687:  Jak poprowadzić ciekawą lekcję prezentację?
4689:  Pytam taki człowiek.
4691:  Zastanów się, co Cię interesuje w filmach na YouTubie i zrób podobnie.
4695:  Nie żartuję.
4697:  Formuła wideoeseju.
4699:  Jaka jest formuła wideoeseju?
4701:  Hook-in, tak?
4702:  Pierwsza rzecz, która ma Was w ciągu tych pierwszych 10 sekund, kiedy każdy odkliknie.
4706:  Ma być coś, co Was zainteresuje.
4709:  Potem struktura z grubsza tego, czego się można spodziewać w filmie.
4713:  Nawet ja to robię, mimo że ja je robię bardzo na żywo, jak wiecie, i żywiołowo, i bez scenariusza.
4718:  Nawet ja z grubsza mówię, czego się można spodziewać.
4721:  Potem przedstawiasz konkretne w punktach, w jakichś blokach kompozycyjnych dwie, trzy, cztery najwyżej najważniejsze rzeczy, które musisz...
4731:  mieć w swojej wypowiedzi, żeby miała ona sens i wartość dla słuchacza.
4735:  I ostatnia kwestia to jest tak zwany main takeaway.
4738:  Coś, co zapamięta człowiek ostatnie.
4742:  Wszystka mówi i całe doświadczenie, które mam,
4746:  że to, co człowiek słyszy na końcu i na początku, jest zapamiętywane najbardziej.
4750:  I to są wnioski, które należy wyciągnąć w momencie, kiedy się robi prezentację.
4754:  Druga rzecz, wyciągnij wniosek z tego, że jeżeli widzi ktoś scenę tekstu, to się dekoncentruje po sekundzie.
4759:  Zadbaj o to, żeby tam się różne rzeczy działy, tak?
4761:  No znowu, ja nagrywam na żywo, tak?
4764:  Ale zrobiłem sobie ten zoom, który wszyscy lubią na YouTubie.
4767:  Myślicie, że z jakiego powodu sobie zrobiłem ten zoom, tak?
4770:  Zrobiłem sobie go dlatego, że lubię wciskać przycisk na streamdecku?
4772:  Nie, dlatego, że coś się dzieje na ekranie innego, prawda?
4775:  Ja zdaję sobie sprawę z tego, że nie każdy jest w stanie oglądać gadającą głowę w nieskończoność przez cały czas, dlatego też nawet na streamach zacząłem Wam częściej pokazywać jakieś rzeczy, o których wspominam, bo zdaję sobie z tego sprawę, że ktoś mógł na przykład nie usłyszeć, o, co to jest to ergo proxy, o którym Krzysztof mówi, no to ma w ten sposób visual aid w prezentacji.
4792:  Błędem potwornym prezentacji dla mnie jest to, że walicie tam tekst, który mówicie.
4797:  Na jaką cholerę go mówicie, tak?
4800:  Jeżeli w ogóle jakikolwiek tekst się pojawia w prezentacji, to właśnie róbmy to raczej tak, jak robią to vlogerzy na YouTubie.
4805:  To znaczy jest jedno słowo, maksimum dwa, trzy, bo to już jest bardzo dużo.
4811:  I ja od lat robię takie bardzo interaktywne i multimedialne prezentacje.
4816:  No i też nie ukrywam, że faworyzuję ten styl.
4818:  Bardzo ciężko mi jest się skupić, jeżeli ktoś oczekuje ode mnie, że ja będę widział jakieś zmieniające się fonty i się bardzo tym zainteresuje.
4826:  Jak?
4831:  Change some men?
4832:  Nie, nie, nie, nie, nie, nie, nie, nie widziałem.
4834:  Mateusz Borowiec pyta o punktowe ocenianie zachowania.
4837:  O, no nic, po prostu tylko niezgodne z prawem, ale poza tym wszystko w porządku.
4844:  Więcej dowiecie się, jak zrobię jakiś kolaps z dopaminą lab, albo poruszę temat statutów.
4849:  Więc punktowe ocenianie zachowania nielegalne.
4852:  Wystawienie jedynki za brak zadania domowego nielegalne.
4855:  Wystawienie negatywnej oceny za jakikolwiek brak czegoś nielegalne.
4859:  Z tego względu, że wedle polskiego prawa oświatowego ocena ma stanowić informację zwrotną na temat postępów nauczania.
4865:  Jeżeli ktoś zapomniał zeszytu albo nie zrobił zadania domowego, to nie można ocenić postępu nauczania, ponieważ go nie ma i nie da się ocenić czegoś, czego nie ma.
4873:  I teraz możemy się zastanowić, dlaczego 90% ludzi łamie w Polsce prawo i robi to przy milczącej akceptacji Ministerstwa Edukacji.
4882:  Jak z tym walczyć?
4885:  Może ktoś wpadnie w komentarzach na pomysł, jak zwalczyć z czymś, że łamie się prawo, mimo że nie można łamać prawa.
4891:  Bardzo mnie to interesuje.
4895:  No więc to jest temat, jak słyszycie zapewne, do poruszenia w osobnym odcinku i z dużą argumentacją, żeby po prostu w komentarzach nie wybuchło szambo, bo ludzie zaczną oczywiście wyciągać z kontekstu i mówić, że nie, no teraz się zmienią z ekspertów od prawa konstytucyjnego i będą opowiadać rzeczy.
4911:  Ja ufam ludziom, którzy są ekspertami od prawa i zajmują się w Stowarzyszeniu Umarłych Statutów m.in.
4916:  śledzeniem błędów prawnych w statutach szkolnych.
4919:  Czy lubisz Koło Czasu?
4920:  Serialowe średnio, natomiast jeżeli chodzi o książkę, to jeszcze nie czytałem całości.
4929:  Czytałem bardzo dawno temu pierwsze dwa tomy i było w porządku.
4934:  Propaguj, aby ludzie chodzili na konsultacje, a nie na korepetycje.
4937:  Człowiek siedzi, a studenci nie przychodzą.
4938:  Ale absolutnie, dzisiaj nawet to powiedziałem, żeby wpadali na dyżur.
4942:  Absolutnie tak.
4943:  Dyżury są super.
4944:  Ja bardzo dużo chodziłem na dyżury, ponieważ to był jeden, jedyny moment, kiedy mogłem sobie po ludzku pogadać z wykładowcą.
4950:  W jakiś sposób nie zdradzi się do czytania przez studia, bo coraz częściej odczytam niechęć do czytania czegoś dla przyjemności.
4956:  Może sobie odpuścić czytanie na przyjemności na studiach, gdzie się dużo czyta dla nieprzyjemności?
4960:  Tak, ja zrobiłem niestety i może dlatego tylko 5 lat wracałem do czytania dla przyjemności, a nie na przykład 10.
4966:  Nie wiem, trudno mi jest odpowiedzieć na to pytanie, ponieważ sam miałem ten problem.
4971:  Czy lubię gotować?
4973:  Nie wybrałem sobie bardziej nudnej, marnotrawiącej mój czas czynności, jak gotowanie.
4980:  Zazdroszczę wszystkim ludziom, którzy to lubią.
4983:  Lubię oglądać czasem, jak Gordon Ramsay przygotowuje burgera, ponieważ robi to w sposób niesamowity.
4989:  Rozumiem komentarze ludzi, którzy napisali mu, że zapomniałeś przyprawić przyprawę.
4996:  To tak, to lubię, natomiast jeżeli miałbym sam się za to zabrać, cierpiałbym nieskończenie.
5000:  Kiedyś musiałem i bardzo cierpiałem, ale na szczęście pozbyłem się tego elementu ze swojego życia.
5007:  Moja niechęć do gotowania jest taka, że gdybym miał informację, że mam mieć dietę Asmongolda do końca życia, dla tych z was, którzy nie wiedzą o co chodzi, Asmongold na śniadanie je cokolwiek w McDonaldzie albo w Wendy's, a na kolację około godziny pierwszej, drugiej nad ranem, nie pytajcie mnie skąd pamiętam takie rzeczy, przygotowuje sobie steka, a po drodze je ciastko i robi tak codziennie od 20 lat i zamierza robić tak przez następne 30 lat.
