Błędne ognie w Ringed City — DARK SOULS 3 livestream #7
🔗 https://www.youtube.com/watch?v=E-h4kmG4OcA

4:  Wracamy.
10966:  To jest poza moimi możliwościami.
10968:  Ja w tym momencie nie wiem, który jest który.
10973:  Mogę założyć, że na pewno ten, który dostał więcej obrażeń, to jest ten zły.
10980:  To jest na 1000%, bo tak było zawsze jak dotąd.
10996:  Może oni wreszcie zaczną atakować jednego z nich.
11004:  Ja teraz tu nie mogę żadnego bić, ponieważ muszę uciekać.
11042:  Nie mam pojęcia, czy to jest ten, ale chyba ten, który atakuje magicznie.
11052:  Oczywiście, że ten, bo ten ma więcej HP.
11055:  Po prostu sprawdzam, będę sprawdzał, który ma więcej HP.
11067:  Boże, naprawdę!
11074:  Boże, nie jestem w stanie przejść za niego, to jest niesamowite.
11077:  Nie jestem w stanie, ja się nie roluję za niego, jest jakaś blokada niewidzialna.
11081:  Dziwne.
11090:  Jeszcze zużywam całą manę na niego.
11092:  Oho, teraz zły jest już.
11099:  Dobra, demon szczeluści w pierwszej kolejności został ubity.
11102:  Nie wiem, czy to dobrze.
11107:  Nie mam zielonego pojęcia, czy to dobrze.
11110:  Ale jest dobrze ze zdrowiem przynajmniej.
11112:  Oczywiście, że źle.
11112:  No ja nie jestem w stanie tego kontrolować.
11114:  To jest za dużo.
11116:  Za dużo różnych zmiennych.
11121:  A, świetnie, jeszcze to.
11130:  Czemu zawsze w nas celuje?
11131:  To jest Player Prejudice.
11134:  To samo, co w Warhammerze, swoją drogą.
11136:  Znaczy, zawsze AI atakuje gracza w pierwszej kolejności, nawet jeżeli gracz musi się zasłonić inną AI.
11142:  Chyba skupiam się.
11162:  Nie, no naprawdę!
11168:  Pii!
11179:  Teraz użyję tego swojego strasznego zaklęcia, którego ja nie umiem uniknąć.
11183:  Pewnie jest jakiś punkt na mapie, który trzeba zapamiętać po tym, jak się 140 razy pokona tego bossa, w którym można uniknąć tego zaklęcia, ale ja go nie znam.
11196:  O, i teraz zaczyna się znowu.
11211:  O właśnie, teraz on tego użyje.
11217:  Nie mam pojęcia jak... Jezus, nie mam pojęcia jak tego uniknąć, po prostu.
11226:  W trakcie jak roluje, zabija mnie.
11229:  Nie umiem tego zrozumieć.
11234:  Mamy jeszcze sposób przynajmniej i oni żyją.
11237:  To jest szansa.
11240:  Oczywiście pod warunkiem, że każda kula ognia, którą wystrzejmy nie zostanie uniknięta.
11246:  To jest jeden warunek, ważny.
11247:  Pod warunkiem, że nie będzie ataków dystansowych.
11250:  Wielu.
11253:  Świetnie, świetnie.
11256:  Fajnie tak nie móc unikać.
11261:  Nie, ja nigdy nie rzucam czaru, jak on jest w powietrzu.
11265:  Rzucam czar, demon wystrzeliwuje w powietrze i automatycznie gra traci go z oka.
11272:  Automatycznie.
11275:  14 podejść zostało.
11283:  Uciekanie nie działa absolutnie przed tymi kulami ognia.
11287:  Straszny bullshit ta walka z bossem.
11296:  Tak, wiem, żeby bić czerwonego, tylko że one zmieniają się miejscami.
11299:  Ja nie jestem w stanie nad tym nadążać.
11303:  Za dużo.
11303:  Witamy Wolfa.
11309:  Kuźwa, ale czaty.
11311:  Mam równocześnie czerwonego bi, nie czerwonego.
11314:  Moje pytanie jest zupełnie inne.
11316:  Chcę doprowadzić do sytuacji, w której jest demon, który zjeje laserem.
11320:  Nie ten, który rzuca zaklęcia, których się nie da w żaden sposób uniknąć.
11324:  Więc by...
11327:  Zrób to.
11351:  Proste pytanie, to znaczy lasery są wtedy, kiedy zabiję demona ognistego czy demona fioletowego?
11358:  Bo to mnie głównie interesuje.
11362:  To jest coś, co trzeba wiedzieć, nie?
11364:  I ja tego nie wiem.
11387:  Tak, co się dzieje?
11402:  Nie umiem grać.
11405:  Wszystko, czego się nauczyłem w Soulsach, teraz się muszę przestać tego uczyć, żeby to wygrać.
11410:  I to jest strasznie przeciwskuteczne.
11424:  Właśnie to jest logiczne, że powinniśmy zniszczyć ognistego demona, żeby był ognisty, żeby nie było później ognistego.
11430:  To jest logiczne.
11437:  Nigdy jak coś jest nielogiczne.
11442:  Poczekam, czy biję, co?
11443:  Któregokolwiek.
11476:  Oj, niedziałające czary, piękne.
11479:  Dawno nie widziałem.
11486:  Jako ostatniego demona strzeluści, dosłownie za każdym razem słyszę inną wersję.
11494:  Za każdym razem jest inna wersja.
11510:  Ale wiecie, że to są inne zdania.
11512:  Zabij jako ostatniego cierpiącego, a zabij w pierwszej kolejności cierpiącego.
11516:  To jest różnica.
11533:  Nie, nie, nie, nie.
11534:  To nie jest tak, że ludzie piszą to samo, tylko jest inna składnia, nie?
11537:  Znaczy, zabij w pierwszej kolejności tego, a zabij w ostatniej kolejności tamtego, to są dwie różne rzeczy.
11546:  Zresztą nieważne, ja nie ogarniam tego, bo niestety pamięć, pamięć.
11549:  Dobra.
11555:  Mamy estusy, to jest najważniejsze.
11561:  Oni są blisko niego, więc powinni... Dobra, już atakują.
11570:  Aaa, ani razu go nie trafiłem, jasne.
11595:  Wszystko byłoby w porządku, tylko one zmieniają swoje role i ja nie wiem, czy ta zmiana rola też, zmiana ról też się wiąże ze zmianą nazwy.
11606:  Górny pasek HP ma zejść jako pierwszy.
11608:  O, to ma większy sens.
11609:  Przy czym nie wiem, do czego, do którego on jest przypisany, nie?
11612:  Drugi challenge.
11614:  13 prób.
11647:  Który jest cierpiący?
11648:  Ten, który truje, czy ten drugi?
11651:  To jest pierwsza kwestia.
11654:  Więc jeżeli cierpiący ma pasek na górze, to też pokazuje, nawiasem mówiąc, jak ta gra ma idiotyczny interfejs.
11662:  Jeżeli cierpiący ma pasek na górze i on atakuje trującą chmurą... Okej.
11670:  Znaczy, znaczenie, że...
11673:  Okej, cierpiący to jest ten, który truje.
11675:  Dobrze.
11676:  W porządku.
11677:  Teraz tak, pytanie numer dwa.
11679:  Który atakuje jako pierwszy?
11688:  Nie, nie oba trują.
11689:  Jeden atakuje ogniem, drugi atakuje chmurą.
11699:  Okej, cierpiący zaczyna z trującą, potem się zamieniają rolami kilka razy i właśnie na tym polega problem, tak?
11716:  To jest bardzo skomplikowane, bo oni z drugiej strony zawsze atakują jako pierwszego, tego, który jest najbardziej agresywny, nie?
11723:  I w związku z powyższym strasznie jest ciężko zbić pasek tego drugiego, który jest cierpiącym.
11730:  Jest czar na krytyczne obrażenia, mam go nawet.
11734:  Jaki czar na krytyczne obrażenia?
11741:  Chodzi o to?
11743:  Ale to jest, to jest ognisty czar, on nic nie da przeciwko tym bossom.
11755:  Stremnie jedna rzecz, bo przeciwko
11765:  To chyba nie zadziała na bossa, to byłoby zbyt dobre.
11777:  Sprawdzimy jeszcze to.
11781:  Sprawdzimy te włócznie błyskawic, może to będzie dobre, kto wie.
11795:  Oczywiście, że porozumienie nie działa na bossów, naturalnie.
11800:  No i co z tego, że to nie jest piromancja?
11802:  Nie mogę tego rzucić?
11804:  Wymaga katalizatora.
11805:  A, okej, już widzę.
11806:  Czuję, na czym polega problem.
11808:  To niedobrze.
11813:  To niedobrze, bardzo niedobrze.
11815:  Ale była taka piromancja, która zwiększała odporności.
11821:  Redukcja obrażeń od ognia.
11828:  Nie mam katalizatora, nie.
11839:  Plan był, że przynajmniej zobaczymy Ring City dzisiaj, ale nie wiem czy zadziała.
11845:  Nasz plan.
11847:  Co?
11863:  Dobra.
11866:  Użyjemy sobie fali potu na sam początek.
11869:  Chociaż nie.
11871:  Nic nie da chyba.
11872:  No, whatever.
11878:  Okej.
11887:  Jest czark, który się nazywa skażona rtęci.
11889:  On zadaje procentowo od HP obrażenia bossom.
11894:  Nie mam tego czaru, bawiam się.
11898:  Żeby było śmiesznie, ja oglądałem oczywiście poradnik, jak walczyć piromantą z nimi, ale nie przygotował mnie na to, co tutaj widzę.
11908:  Spotkanie w Towarzystwie Dopamine Lab.
11910:  Z tego, co wiem, bierzesz w nim udział?
11912:  Nie wiem.
11912:  Krzysztofie, ja nic o tym nie wiem, żebym brał udział w tym Dopamine Lab.
11915:  Nic mi to nie mówi.
11916:  Pierwsze, co słyszę.
11921:  Dobra, i to jest ten, który atakuje mnie jako pierwszy.
11924:  Ja muszę go zignorować z jakiegoś powodu, ale moich NPC-ów jeszcze nie ma.
11930:  Teraz moi NPC-owie, zamiast żeby podejść do... Hej, i teraz się zamienili rolami i nie wiem, który jest który.
11939:  Dobra.
11940:  Przyjmę, że ten, który nie jest atakowany przez moich.
11948:  To jest ten jeden moment, że atakują dobrego, czyli cierpiącego.
11952:  Jest jakaś po prostu totalna loteria, to co tu się dzieje.
11999:  Przepraszam, grożę, uszyłuję zredukować jeden jedyny zasób za pomocą którego mogę zadawać obrażenia.
12005:  Przepraszam.
12025:  Cierpiący zabity jako pierwszy.
12033:  Teraz tak.
12035:  Wycofuję się.
12043:  Nie oni go zabiją.
12048:  Dobra, za dużo obrażenia daje.
12055:  Nie wierzę w to, co się dzieje.
12059:  A już się tak cieszyłem, że mamy dużo Estusów.
12068:  No, przygotujmy się do tego.
12083:  O!
12084:  To był przypadek, kiedy rzuciłem kulę ognia przed tym, jak się wzniósł powietrze.
12089:  I nie wylądowała, mimo że była namierzona i wyleciała już dawno.
12094:  To jest drugi taki przypadek uchylenia.
12098:  Teraz lecimy w moją stronę oczywiście, ponieważ mam najgorszych tanków w tej części wszechświata.
12103:  Oh boy.
12103:  Jest za daleko, jest za daleko.
12112:  Rzuci teraz jebany laser.
12121:  Zdecydowanie jest łatwiejszy ten atak do uniknięcia.
12125:  Zdecydowanie.
12132:  Teraz tylko trzymać się na dystans.
12134:  I nie pudłować w miarę możliwości, co jest bardzo trudne.
12158:  O nie!
12165:  na bezpieczeństwo przede wszystkim.
12203:  Jezu, nie!
12204:  Wierzę!
12206:  Nie wierzę!
12207:  Po prostu nie wierzę!
12223:  Boże, jaki debilizm.
12228:  Nikt mi nigdy nie wytłumaczy tego, w jaki sposób w trakcie uniku dostaję obrażenia.
12234:  Nigdy nie zaakceptuję tego.
12235:  Nigdy.
12239:  Nigdy nie zaakceptuję tego, że to jest kwestia nieodpowiedniego timingu, bo to jest kwestia nanosekund.
12245:  Nawiasem mówiąc, zainteresowany tym faktem, obejrzałem materiał na temat hitboxów.
12250:  Wiecie, jakie to jest z tymi idealnymi unikami?
12255:  Mianowicie w przypadku niektórych starć dobry unik należało wykonać w 5 klatek.
12262:  Dla kontekstu, albo 10.
12264:  Dla kontekstu gra działa w 60 klatkach na sekundę.
12268:  Obliczcie sobie, ile to jest 5 klatek albo 10 klatek.
12269:  No.
12286:  Jest, jest.
12289:  Dramat.
12291:  Absolutny dramat.
12295:  I co więcej, to zaklęcie nic nie dało.
12297:  Po co jest zaklęcie odporności na ogień, który nic nie daje?
12300:  Nie mam zielonego pojęcia.
12314:  O Boże, znowu ten koszmar.
12333:  To będzie zły, jak znam życie.
12334:  A nie, dobrze.
12336:  Potem.
12354:  Czemu on nagle zmienił kolor, to ja tego nie wiem.
12358:  Ja pierdziele, Jezus, po prostu te obrażenia są chore w tej walce.
12368:  Inny timing obrażeń na jednego bossa, inny timing obrażeń na drugiego bossa.
12373:  Super.
12384:  Nie jestem w stanie, nie jestem w stanie po prostu tego odruszyć od siebie.
12392:  Teraz przełączyć się z boku.
12406:  I... dobra.
12418:  Za dużo, za dużo tego zdrowia tracimy po prostu na tych beznadziejnych mobach.
12430:  Ooo, dziesięć...
12433:  Dwanaście setnych sekundy?
12435:  Nie no!
12436:  Słuchajcie, przecież kto by w dwanaście sekund... dwanaście setnych sekundy nie wykonał uników?
12441:  Nie, to jest proste.
12452:  Koniec tego dobrego.
12458:  Jest dobrze, cierpiący poszedł jako pierwszy.
12479:  Jezus, nie mogę po prostu.
12481:  Nie, no litości, no!
12500:  11 prób zostało.
12501:  Ooo...
12508:  Irytujące to swoją drogą jest.
12510:  Dobrze.
12520:  Tak, jest różnica w tym, którego demona się zabije jako pierwszego.
12524:  Usiłowałem się dowiedzieć tego przez półtorej godziny, więc teraz może powiem z klarownym tekstem.
12529:  Atakują dwa demony jako pierwszy.
12531:  Pierwszy szarżuje, należy go zignorować.
12533:  Ten pierwszy to nie jest ten, który się wyświetla na górze, ponieważ trzeba wykonać dysonans poznawczy w umyśle gracza, więc na interfejsie jako pierwszy pokazuje się pasek zdrowia demona, który atakuje jako drugi.
12545:  Jest to oczywiście w stu procentach logiczne.
12547:  Następnie należy pobiec do innego bossa, ale równocześnie trzeba uważać, ponieważ drugi atakuje od tyłu i wtedy jego należy pokonywać.
12556:  Co ciekawe, w którymś momencie zamieniają się oni miejscami.
12559:  Jeden wykonuje inne ataki, drugi wykonuje inne ataki, ale pozostają tymi samymi.
12565:  To znaczy, nawet jeżeli zmieni się set ataków cierpiącego bossa albo podpalonego bossa, w dalszym ciągu pozostają oni cierpiącymi albo podpalonymi.
12573:  To jest dla wszystkich, którzy nie rozumieli o co chodzi.
12579:  Ale oczywiście jest to wszystko jasne, logiczne i łatwe.
12599:  Można zduplikować... Nie, nie chce mi się takich rzeczy robić.
12602:  Błogosławie... Błogosławieństwo dla Mimira z uwagi na zbliżający się egzamin z anatomii.
12606:  Absolutnie.
12607:  Nie, no ja wiem, że się będę z tego śmiał, ale zauważcie, że ja może...
12611:  Pewne rzeczy weryfikuję, natomiast nie zweryfikowałem pewnych, pewnego z swoich punktów, które powtarzam cały czas podczas tych streamów, to znaczy ja rozumiem poziom trudności gry, ale nie rozumiem utrudniania dodatkowego na poziomie poznawczym, nie?
12624:  Tak jak rage'owałem z uwagi na brak mapy, uważam, że jest to, cały czas uważam, że jest to bez sensu, tak samo kompletnie nie rozumiem utrudniania w rodzaju, że, nie wiem, unik działa w jednej trzeciej uniku, a nie na przykład w trzech trzecich uniku, tak?
12638:  Powinien działać.
12639:  To są utrudnienia, których nie rozumiem.
12645:  Ale nie, nie, nie, to nie myślenie o paskach życia to jest zła sprawa, nie?
12650:  Interfejs na tym polega, że właśnie trzeba, zwłaszcza jak interfejs jest minimalistyczny, że on ma w nam czymś pomóc, no bo teoretycznie możemy zadać sobie pytanie, w takim razie po co paski życia dwa?
12660:  Nie mógłby być wspólny dla obydwu?
12662:  Mógłby być, bo tak bywało w tej grze.
12664:  Więc jeżeli się decydują programiści na to, że dają dwa paski życia, to powinny one odpowiadać temu, co się dzieje na ekranie, tak mi się wydaje.
12674:  Są dwaj?
12675:  Są dwaj.
12676:  Dobra, zaraz wracam, muszę się odwodnić.
12773:  Oh boy, oh boy.
12778:  Widzę, że mam już pierwsze informacje dotyczące tego, że Olga *** Karczuk jest Skarbem Narodowym.
12783:  No tak.
12785:  No tak, to było pewne.
12795:  Nie podoba mi się, że mam tylko 10 prób.
12798:  To mnie martwi.
12801:  I błogosławieństwa dla zębowej wróżki na egzamin z ortodoncji.
12804:  W środę i w czwartę egzaminy dyplomowe.
12806:  Uuu, egzaminy dyplomowe?
12809:  Jak to egzaminy dyplomowe?
12810:  To znaczy dwie prace dyplomowe?
12813:  Niezwykle radzę, żeby przed egzaminem sobie zrobić totalny dzień off, takim dyplomowym już, bo to jest mega stresujące.
12821:  Druga rzecz, którą zawsze radzę, to pamiętać, że się wchodzi jako ekspert, bo nikt lepiej nie zna waszej pracy dyplomowej niż wy, jak ją piszecie.
12832:  Jest więcej, ale w 10 mam NPCów?
12833:  Nie, bez NPCów się nie da tego zrobić.
12837:  Ja nie jestem w stanie.
12841:  Skąd dowiedziałem się o multiplayerze, który pali karty graficzne?
12844:  Żebym ja to pamiętał.
12851:  Właśnie najgorsze jest to, że my nie możemy tego bossa zostawić, ponieważ problem cały polega na tym, że on jest konieczny do progresowania.
12862:  I to jest niepokojące.
12869:  Można farmić embery w Farron Keepie.
12871:  Tak, tak, tak, tak.
12873:  Jest kilka takich farm spotów do emberów.
12875:  Jest, jest kilka takich.
12878:  Zmniejsza w perze do 30.
12879:  No najlepiej byłoby zmniejszyć do 10.
12881:  Wtedy myślę, że byłyby idealne absolutnie rzeczy.
12887:  Nie znam, nie wiem nic na temat rozmów z serii podzwonków organizowanych przez Dopaminy Lab.
12892:  Przysięgam absolutnie.
12893:  Jeśli istnieje szansa, że organizatorzy zaprosili mnie bardzo dawno temu i nie przypomnieli się o tym, to jest zawsze zły pomysł.
12900:  Mnie się trzeba przypominać z wydarzeniami i zawsze o tym proszę, tak nie wiem, co nie wiem, na tydzień, dwa przed, więc... Ja przysięgam, nie wiem na ten temat nic.
12911:  W tej chwili absolutnie.
12916:  Czy mam jakieś porady dla osoby, która zaczyna pisać bloga?
12919:  Czy lepiej po prostu to robić, uczyć się na błędach?
12924:  Powiem tak, to znaczy ja osobiście bym radził publikować notki na jakimś serwisie, który zapewnia łatwiejsze zasięgi niż WordPress.
12932:  to znaczy robić to na, nie wiem, w fejsie, insta, najbardziej na Instagramie, ewentualnie gdzieś indziej, czy w ten sposób budować sobie zasięgi, bo bardzo ciężko jest to robić na stronie internetowej, która jest pod coś podpięta.
12945:  Tak mi się wydaje w każdym razie.
12948:  Tylko trzeba sobie wybrać takie medium, w którym się czuje człowiek najlepiej.
12951:  Natomiast jeżeli chodzi o powstrzymywanie się od pisania do momentu, w którym się będzie miało, nie wiem, wenę, to nie jest dobry pomysł.
12958:  Po prostu trzeba się ćwiczyć i słuchać uwag krytycznych i
12963:  Tak.
12964:  Jeżeli się pojawia w komentarzach, to jest ważne.
12967:  Te demony są jak edukacja, uczeń i system, cierpienie i byt szczeluści piekielnych.
12970:  Trochę tak, Ainz, no.
12972:  Trochę tak.
12973:  Czy zgodziłbym się na rozmowę w impo?
12974:  Pewnie, bez wahania.
12980:  Normalny rol daje 13 klatek, ale jestem na 100% pewien, że to jest odnośnie 30 fpsów albo 24, nie jest przywiązane do framera, na którym grasz.
12986:  Okej.
12989:  Żółwik prosi o skromne zajamniczenie, bo się źle czuję ostatnio.
12992:  Próbuję sobie odpuścić, nabrać dystansu.
12995:  Kochani trybutariusze, zajamniczcie dla żółwika czaty.
