🔴 Strategiczna środa — THE ALTERS oraz MECHABELLUM Livestream
🔗 https://www.youtube.com/watch?v=R_tSku77Wq8

201:  Dzięki.
7295:  Też krzyczycie swoje imię podczas spółkowania, zapytał Feniks.
7299:  Jeżeli byśmy spółkowali sami ze sobą, to na pewno.
7302:  Wyobrażasz sobie to?
7303:  Czy to byłoby niesamowite?
7305:  Krzysztof!
7305:  Krzysztof!
7307:  Krzysztof!
7308:  Krzysztof!
7309:  Długo to zajęło.
7310:  Absolutnie.
7311:  Dziękuję ci za trybut.
7312:  To bez wątpienia wyjątkowe pytanie.
7316:  Communication room.
7319:  Chyba.
7323:  Tak!
7324:  Chłopoś.
7328:  Nie!
7329:  Nie!
7338:  No dobrze.
7340:  Porobione.
7341:  I co, i teraz ten alt działa czy nie działa?
7343:  Dalej nie działa.
7345:  Huh?
7347:  Answer the call.
7348:  No dobrze.
7350:  Czyli nie możemy tego zrobić ze wszystkich miejsc, tylko... Lukas!
7353:  Lukas?
7358:  Przypomnijmy tę teorię w blenderze, gdzie dajesz 3 źródła świata, żeby podkreślić kontury.
7361:  Ale ta teoria 3 źródeł świata i ogól jest autentyczna, to znaczy jest światło główne, światło kontrowe i światło tylne, czyli ten hair light.
7370:  W ten sposób człowiek jest oddzielony trochę od tła, z tego co rozumiem.
7376:  Czy do spółkowania trzeba być w spółce prawa handlowego, czy spółka cywilna wystarczy?
7383:  Muszę spytać mojej partnerki, która jest akurat ekspertem w zakresie prawa.
7389:  Wydaje mi się, że spółka cywilna.
7391:  Czy Lukasz to jest ten, z którym rozmawiamy?
7396:  Łukasz.
7406:  Jesteś serio?
7406:  Miałem tylko wybór, czy umrzeć w bólu, lub zduplikować i edytować sam.
7412:  Jestem daleko od ok.
7414:  To... nazywa się branching.
7416:  Ta rzecz z duplikowaniem i edytowaniem.
7421:  Muszę wiedzieć, czy wyciągnęłaś ją.
7429:  Najładniej brzmi spółka komandytowo-akcyjna.
7431:  To jest Lucas Peña, jak Matthew Peña.
7445:  Jak możesz być tak spokojny o tym?
7467:  Nie muszę tego czytać.
7468:  We do a lot of crisis management here at STC, we need cool heads.
7472:  But you reported finding... STC?
7474:  Co to jest STC?
7476:  That's exciting actually.
7482:  Jesus Christ!
7483:  Dobrze, zacznijmy od tych mine records.
7485:  What about the mine records?
7488:  What is all that personal data doing in the base computer?
7493:  O, to jest... Korporacja musi zapewnić bezpieczeństwo misji i... W zasadzie wszystkim.
7496:  Jest to zaufanie, oczywiście.
7497:  I to trochę spowodowało twoją życie.
7500:  Co tam się wydarzyło?
7502:  Co się stało z wypadkiem?
7517:  Szczerze mówiąc, nie wiem.
7520:  Wciąż analizuję dane telemetry z Twojej wycieczki, ale wydaje mi się, że coś się bardzo źle stało.
7527:  Nie żartuj.
7527:  Tak.
7529:  Wiedzieliśmy, że mała funkcja systemu, ale powody nie są oczywiste.
7533:  To za wcześnie do powiedzenia.
7536:  Już kompresja z YouTube'a.
7539:  Jako mega fan RimWorld'a wyjaśnia Piotr, liczyłem na Survival Sima, ale to chyba jest bardziej filozoficzna minigierka typu Fallout 4.
7545:  Tak, tak, zdecydowanie.
7546:  Zdziwiłbym się, gdyby 11-bit podszedł w coś takiego.
7549:  Oni zawsze się specjalizowali w robieniu takich mixów gatunkowych.
7553:  Lancel dodaje, że This War of Mine w wersji planszówkowej jest genialne i woli je od wersji na PC-ty.
7558:  Nie grałem, ale brzmi to jak coś sensownego, wiesz, to by się dało zrobić dobrze jako planszówkę.
7565:  A autentycznie spada jakoś przy tym ekranie z szumem, a to zabawne, nie powinno.
7572:  Czy wiesz, co zabiło resztę drużyny?
7573:  Wygląda na zniszczenie oksygenu w podłodach.
7577:  Nie mam pojęcia dlaczego.
7580:  A więc dlaczego ja przetrwałem?
7583:  Powiedz mi.
7585:  Wiesz, nie jesteś bardzo informatywny.
7591:  Nie lubię zaskakujących wątpliwości z informacją, panie Dalski.
7596:  Konkluzywna wiadomość jest bardziej moją rzeczą.
7599:  Chcę porozmawiać z kimś wyższym.
7601:  Masz bossa?
7621:  Szum zawrześci na jakość, żartujcie sobie.
7624:  Ale ciekawe.
7625:  Dla mnie The Altar jest to nowy Frostpunk.
7627:  Frostpunk 2 wygląda bardziej na citybuildera niż strategię.
7649:  Nie widziałem jeszcze Frostpunka 2, ale będziemy grali w lipcu.
7653:  Czy zrobiłeś to wcześniej?
7657:  To byłoby trudne, gdyż nie ma Repidiumu na ziemi.
7659:  Więc jak wiedziałeś, co się wydarzy?
7663:  Nie wiedziałem.
7666:  Oczekowałem wyniku z powodów historycznych.
7670:  Jakich historycznych?
7672:  Niektóre stare badania, nic ważnego.
7675:  To mocno się nastąpiłem kiedyś w 720p i widok kamerki i tak był rozpikselizowany jak się pojawiały sceny z szumem, ale dziwne.
7682:  Ciekaw jestem czy teraz jest lepiej, trzeba robić testy naukowe.
7695:  On coś knuje mówię wam.
7696:  To jest taki korporacjusz typowy.
7707:  Było lepiej?
7708:  Czyli tak, czyli macie rację.
7709:  Zresztą on coś pisał, ale ja nie mogę się przenieść na ekran z czatem, szlak mnie trafi.
7716:  Sofia pisała, że Tom Scott miał na ten temat film o kompresji na YouTubie.
7725:  O, Dylan też dodaje.
7729:  Hmm.
7734:  Aaa, to jest dobre.
7738:  Jak wiesz, że nie rozmawiasz z nim teraz?
7740:  Żartujesz, prawda?
7746:  Kto wie?
7751:  Kto wie?
7751:  Tak, ładny prób, ale... wiedziałem różnicę.
7755:  Emo jest opresantem, Mads.
7757:  Nie będzie w stanie się kłócić.
7760:  Jak on się czuje?
7761:  Płakał na mnie.
7761:  Nie współpracuje.
7762:  Wtedy mamy problem.
7764:  Nie będziesz mógł uratować go bez swojej pomocy.
7769:  Basen potrzebuje więcej rękawiczek.
7771:  Powinien być sposób, żeby uzyskać jego zaufanie.
7773:  Powinieneś mu pokazać, że się o to cieszysz.
7776:  Może?
7776:  Powiedziałem mu, że bez niego nie bym się uratował.
7780:  Tak, to tylko słowa.
7781:  Może powinna podzielić się czymś?
7787:  Jezus.
7789:  Ja wam zaraz powiem, co się stanie, jak weźmiecie emosupresant.
7798:  I tak powstał szary ending.
7810:  Pol Poliko pisze, że szum szary to są wartości zbyt losowe, algorytmy nie radzą sobie z kompresją, dodatkowo wiele pikseli zmienia kolor.
7816:  Czy bardzo?
7818:  Możemy wspomnieniami się podzielić, czemu by nie?
7821:  Ale muszę wpierw wam pokazać, żebyśmy odpoczęli trochę od szumu, co się stanie, jeżeli weźmiecie emosupresanta.
7831:  Nie zabijecie za to znowu.
7833:  Ale przepraszam.
7840:  No więc, jeżeli weźmiecie emosupresanta, to...
7848:  Of course.
7848:  Memories.
7851:  I wonder if he remembers things the same way I do.
7858:  Yeah.
7859:  Mind records.
7860:  See?
7861:  You were so spooked by them.
7863:  They could be a source of information.
7865:  Fine.
7866:  I'll check them out, see what happens.
7868:  Shit, I, uh... Gotta go now.
7870:  Version call.
7871:  I'll get back to you as soon as you reach your destination.
7878:  Gratulacje, Just Wait, cieszę się, że zdałeś.
7881:  Mówiłem, że jak jest 30 minut na egzamin, to już nic nie zrobisz, możesz tylko przejść.
7886:  You can learn more about Alter's life and choices by analyzing his life path in a quantum computer.
7894:  Takie buty.
7899:  Shift.
7901:  Bardzo fajne intuicyjne sterowanie.
7908:  No więc to było tego, jego life path.
7911:  Tak.
7912:  Zoom.
7918:  Okej.
7921:  Select life event.
7924:  Dobrze.
7926:  To o ile pamiętam, myśmy już przez to przeszli.
7929:  Czego oni od nas chcą?
7939:  Okej, rozumiem.
7941:  Czyli to było po to, żebyśmy na pewno to zobaczyli.
7946:  Jan Technician jest chyba cały czas w kuchni.
7949:  A ja nie mogę tylko zmienić teraz windy.
7951:  Będę błądził.
7952:  Trzeba było was posłuchać.
7954:  W tej grze po prostu nie należy ufać naukowcom.
7957:  Naukowcom w ogóle nie należy ufać, naukowców zawsze trzeba sprawdzać, bo naukowcy robią to sami ze sobą.
7963:  Jamniki pomogły, pisze Noan.
7965:  Mówiłem.
7966:  Półtoraroczna hematologia zaliczona, egzamin ósmy na 5, końcowa ocena 4,5.
7970:  Best feeling ever.
7972:  Mam nadzieję, że zostałeś z tego kursu z czymś więcej, powiedział Krzysztof z nieznośnym zacięciem pedagogicznym niż tylko z ocenami.
7979:  Jakieś rady dla biednej studentki, która w jeden dzień ma trzy zaliczenia za tydzień.
7983:  Zaoczne be like, pisze Dominika.
7986:  Dominiko, autentycznie, jeżeli ci mogę coś poradzić, to jedną rzecz.
7990:  To znaczy, jeżeli masz trzy zaliczenia w jeden dzień,
7994:  to nie ma sensu uczyć się do nich na dzień przed, bo Ci się wszystko wymiesza z jednym, i z drugim, i z trzecim.
8003:  Dzień wcześniej zrób sobie dzień off,
8005:  a w dany dzień postaraj się nie przeglądać notatek, ponieważ Ci się wszystko pomiesza.
8011:  Wszystko.
8012:  Więc najlepiej wcześniej zrobić sobie takie segmenty, że nie, że masz... Ja to zwykle robiłem tak, że sobie robiłem trzy kursy jednego dnia, powtarzałem materiał z jednego, z drugiego i z trzeciego i na następny dzień tak samo, z jednego, z drugiego i z trzeciego.
8026:  To jest po to, że jeżeli zaczniesz od jednego, później będziesz robić przez dwa dni kolejne drugi, a potem przez dwa dni kolejne trzeci, to wtedy zapomnisz.
8033:  A tak jest szansa, że sobie ułożysz w tej samej też kolejności tę wiedzę, jak będziesz zdawać zaliczenia.
8039:  Ale dzień wcześniej absolutnie off.
8041:  Zmęcz się iść na długi spacer, albo na siłownię, albo na cokolwiek, co cię męczy wyjątkowo, żeby się zregenerować.
8047:  W ten sposób neuroprzekaźniki w mózgu zaczynają działać lepiej.
8051:  To znaczy, jak się regenerujesz, to wtedy przechodzi to do pamięci długotrwałej.
8054:  A jeżeli to wszystko zrobisz w trybie zakłód, zdać, zapomnieć, to jest szansa duża, że Ci się to po prostu wymiesza.
8061:  Wymieszają Ci się dane.
8062:  O Boże, był Jamnikołaj, nie zauważyłem, przepraszam.
8064:  Barry z Jamnikołajem, Astaroth, No One, Dweber ze Skyrim, WKS Kruk, Valkyrie i Vala otrzymują wsparcie i proszę bardzo, No One otrzymuje jamniki w nagrodę za zaliczenie, tak?
8074:  Pomyślałem o tym, co powiedziałeś
8104:  No dobrze, No One, że był tutoring na tych zajęciach.
8107:  To rzadka sprawa, swoją drogą.
8109:  We have more in common than you think.
8112:  W ten sposób go podbierzemy.
8114:  We have more in common than you think.
8116:  Yeah.
8118:  Like what?
8123:  Pójdziemy w tych rodziców, bo tam była kwestia z Father Figure.
8130:  Okej, to nie jest to, co sobie wyobrażałem, że on powie.
8133:  Motywacja.
8134:  Niestety ta gra premiuje bardzo uważne ZAPAMIĘTYWANIE.
8154:  Zawsze byłem... ...zbyt ciężkim człowiekiem, żeby to zrobić.
8161:  Kiedy to się stało, to... ...pięknie.
8162:  Myślę, że miałem strach, żeby coś było gorsze.
8166:  Tak, czułem to.
8168:  Ale potem dotarłem do ciebie.
8169:  Wygląda na to, że ty nie spędziłeś długo, by dotrzeć do ciebie.
8180:  Na pewno się nie ma co stresować i na pewno bym zrobił tak, żeby po tych zaliczeniach pójść gdzieś, to w takiej sytuacji zmieniłbym plan, poszedłbym do kina, potem bym sobie poszedł na jakiś basen czy coś takiego i poszedł spać, żeby robić sobie taki off między zaliczeniami, bo inaczej wiesz, będziesz w takim jednym cugu.
8198:  Że wrócisz do domu, wejdziesz na telefon albo do sieci, albo cokolwiek zaczniesz oglądać i się zrobi taki strumień jeden wielki, a tak możesz sobie dać klin między te dwa stresujące egzaminy.
8211:  Ja tak znowu robiłem na studiach zawsze, że jak kończyłem jeden egzamin, to wtedy się wynagradzałem za to.
8216:  Ale to szedłem sobie na obiad, ale to sobie, nie wiem, poszedłem właśnie na jakiś tłuszczy spacer albo do kina, tak żeby wbić klin między egzaminy.
8227:  Ale to może nie być drugi termin, Jogrol, bo jeżeli to są zaliczenia, to mogła to być kolokwia.
8233:  Jan Techniczny, Jan Niezbędny, tak go będziemy nazywać.
8258:  Myślę, że było za późno, żeby moja mama zaczęła nowe życie.
8261:  Zastanawiała się o mnie uśmiechać.
8265:  Ale nie zginęła szczęśliwa kobieta.
8269:  Czekaj, czy moja mama... Czy może ona jeszcze jest tutaj?
8274:  Nie.
8274:  Chciałbym, żeby była.
8278:  Zawsze wiedziała, co robić.
8283:  I jak cię podziwiać.
8284:  Hej...
8286:  Kiedy ty byłeś w dół, albo mój ojciec po prostu uciekł z domu, zablokował drzwi za nim i zostawił cię, płakał w twoim pomieszczeniu, czy ona... zaprosiła mnie, żeby pomogła jej zrobić pierogi?
8299:  Jej znane pierogi.
8301:  O mój Boże, naprawdę mogłem się na nich wyczuć.
8306:  I zrobić je razem było fajne.
8309:  Fajne.
8311:  Tak, wow, dlaczego nie idziemy za tym?
8313:  Dlaczego nie próbujemy zrobić mamie znane pierogi?
8316:  pierogi i kielbasa.
8318:  Znowu jesteśmy w stanach Zjednoczonych i gotujemy jedzenie, więc jedzenie teraz.
8345:  Ja nie rozumiem połowy tych słów.
8348:  Znaczy, ja nie znam, ja nie znam nazw składników po polsku.
8355:  Fungicide brzmi jak grzybocyd.
8358:  I dlatego to wybiorę.
8360:  Czemu nie?
8361:  Jest grzyb.
8361:  Widziałem również pakietu nienawidzonych fungicide'ów gdzieś tam.
8368:  Tak.
8368:  Niesamowite.
8369:  Mogę to wyciągnąć.
8372:  Zobaczysz.
8372:  Ale jest jedna sytuacja.
8375:  Znaczy, gdyby zjadł moje pierogi, faktycznie by umarł.
8385:  Co to napisy takie małe?
8387:  Wiesz co, może w accessibility jest jakaś opcja.
8391:  Hard scaling.
8392:  Widzisz, przepraszam cię.
8393:  Dobrze, że to... Closed captions font size.
8396:  Aha.
8397:  Large.
8403:  No, ale to jest zdecydowanie lepiej.
8408:  Quality food.
8411:  To jest dosłownie to.
8433:  Czy ja mogę stworzyć quality food?
8443:  Ma smak nostalgii.
8445:  Co znaczy, że musi za to zapłacić więcej pieniędzy.
8447:  To jest tak z grami wideo.
8451:  Tak właśnie wyglądam, jak nie kotuję.
8455:  Do we have it.
8456:  One pierogi.
8457:  Eat pierogi with altar.
8465:  Czy naprawdę... Czy naprawdę mamy jeść w łonie?
8470:  Czy to dlatego, że... Jakie studio to zrobiło?
8472:  Eleven Beat.
8473:  Tak samo jak This War of Mine, tak samo jak Frostpunk, tak samo jak Anomaly, Anomaly Defenders.
8479:  Bardzo polecam te ostatnie, fanom Strategii.
8482:  Czy dlatego jemy w łonie, że mamy issues, ponieważ mamusia robiła dobre pierogi, więc teraz idziemy do łona matki?
8512:  Chociaż pójdę do owcy.
8519:  Dlaczego me było z prawej strony, jakby to zameczał Alter?
8528:  Zrób sobie pitch meeting, robimy remake this one of mine, ale sci-fi z klonami, dosłownie.
8538:  Nie no, rewelacja.
8540:  Marketing tej gry leży, jeżeli dowiadujesz się o jej istnieniu od Krzysztofa.
8542:  Ale nie, spokojnie Red Pansy, to jest demo na razie, wiesz, to jest demo.
8547:  I made pierogi.
8553:  Mam macie znowu leave.
8554:  No przecież, no szaleć idzie.
8556:  Eat pierogi!
8563:  Tutaj jesteś, znany Dulski Pierogi, z interstellarnym twistem.
8568:  Co myślisz?
8569:  Teraz wiem, jak mama musiała czuć się.
8573:  W tamtym dniu miała straszny flu, a ja zdecydowałem się przynieść do niej i zrobić Pierogi dla niej.
8578:  Dokładnie, tak.
8579:  Włożyłem trochę soku do czucia.
8581:  Mam nadzieję, że komplement był błyskawiczny.
8592:  Widelca.
8593:  Żaden.
8595:  Widziałem to tylko w Stanach.
8598:  Drzewko się merdzuje, prawda?
8625:  Okej.
8626:  Czy teraz będzie nas już kochał?
8630:  Przepra... Przepraszam, to naprawdę było nieintencjonalne.
8640:  Soooo... So... So... Are we cool?
8657:  Naprawdę nie było zaplanowane, ale muszę wybrać teraz, how do you feel.
8663:  Świetnie, trzyma się go sarkazm.
8692:  Podoba mi się, jak są te dialogi napisane, ale opcje dialogowe w ogóle nie komunikują tego.
8697:  To jest zawsze ten problem, zauważcie, że opcja dialogowa nie mówi nam, co tam będzie.
8704:  Dlatego system Mass Effecta wbrew pozorom nie był taki zły, bo mieliśmy opcję niebieską i opcję czerwoną, wiadomo było przynajmniej o co chodzi.
8712:  Ale podoba mi się, że to demo jest długie, wiecie?
8720:  Gramy sobie dwie i pół godzinki, nie?
8722:  No prawie.
8724:  Minus moje dygresje.
8735:  Wiem, co masz na myśli.
8737:  Czy to pierogi o smaku PRL-u, czy pierogi o smaku PRL-u?
8740:  Kto jest sentymentalny?
8742:  Wszystko, co mówię jest... Dobrze, dobrze.
8744:  Powiedz mi, co to jest.
8747:  Dokładnie, to jest w ogóle ciekawa dyskusja, bo zauważcie, że my chcemy wybrać dobrą opcję dialogową, a nie chcemy zgadywać, co się kryje za daną opcją dialogową, bo nie chcemy mieć dysonansu ludonarracyjnego.
8758:  Więc chcemy, żeby narracja się układała tak, jak my sobie to przewidujemy, więc wbrew pozorom to kodowanie kolorystyczne opcji nie jest takie głupie.
8766:  Albo jakiekolwiek inne, możemy to też inteligentniej zrobić, no bo jednak rozwiązanie Mass Effecta było dość proste.
8773:  Są opcje dialogowe z gier takich, gdzie masz odpowiedź złą, złą dłuższą, złą, ale złą i złą i bardziej złą.
8781:  No, trochę tak.
8782:  Co my właściwie robimy?
8783:  Czemu pierogi w grze strategicznej są tak podkreślane?
8786:  Ponieważ oni mieli moment, okej?
8790:  Nadia, oni mieli moment i ty go rujnujesz im teraz.
8793:  Daj dwóm samotnym facetom w...
8799:  Powinniśmy wierzyć w korporację!
8802:  Powiedziałbym, że nikomu nigdy!
8808:  Korporacja jest na podstawie tego, ale ja wiem lepiej, niż włożyć swoje życie w ręce chłopców.
8819:  Oh, słyszałem Cię.
8820:  Nigdy nie wiesz z tymi błyskawiczami.
8821:  Powinniśmy wierzyć w korporację.
8822:  Więc, do końca, do końca, do końca, do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do końca do koń
8846:  Oni byli tymi, którzy mi powiedzieli, żebym cię stworzył.
