Krowi poziom — BEASTMEN livestream (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=hjdWJ1H_3BU

2:  Witam wszystkich na streamie.
11028:  Będziemy nadużywać rydwanów zatem.
11039:  Okej.
11044:  Widzą nas.
11047:  Widzą nas, dobrze.
11053:  I teraz idea jest taka, że jak zaczną strzelać, to wjedziemy rydwanami.
11065:  Ból straszliwy.
11072:  Chociaż teoretycznie
11076:  Teoretycznie moglibyśmy ich doprowadzić do tego, żeby zaczęli ostrzeliwać własne jednostki.
11085:  Ale bałem się, że jest za dużo kulomiotów.
11093:  O, o, o, o, właśnie o to chodziło.
11100:  Tak, kulomioty stanowią problem główny.
11120:  Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
11151:  Dobra, robimy klasyczny ragequit z tej bitwy, nie widzę innej możliwości.
11159:  Bardzo długo mieliśmy Khazraka.
11161:  Jak my sobie poradzimy z takim prawie dumstakiem skawenów, to ja nie mam zielonego pojęcia.
11168:  Hmm.
11170:  Skaveni są siłami chaosu, nie powinny przeciwko nam występować.
11175:  Skandal!
11176:  Czego nie mogę jeść pizzy?
11177:  Niestety jest... po nerkach jest... Dieta.
11186:  Nawet tą armią będzie nam ciężko wygrać z... Nie, nie mam pojęcia jak to zrobimy.
11194:  Co możemy zrobić?
11195:  Możemy wyrekrutować trochę więcej minotaurów.
11202:  Dobrze, że chociaż wznoszenie tych fortec nas nie kosztuje wiele.
11207:  Każdy może zjeść wszystko przynajmniej raz.
11209:  Tak jest.
11212:  Potwierdzenie jest konieczne.
11221:  No dobrze, zasadzimy się tutaj i zobaczymy, czy ktoś będzie chciał nas zaatakować.
11226:  Zobaczymy.
11231:  To się może przydać.
11234:  Co możemy więcej?
11235:  Niewiele.
11244:  To jest jakiś żart?
11252:  No.
11252:  Teraz uruchomimy naszą zdolność, żeby absolutnie wszystkie z tych jednostek zniszczyć.
11259:  Koniec furii.
11261:  Furia to się zaraz rozpocznie.
11279:  Dobry wybór.
11284:  Dobrze, coś możemy zrobić tutaj, żeby nasze postaci były ekstremalnie lepsze.
11292:  Właśnie, mieliśmy rekrutować szamana.
11295:  Czy jest szaman dostępny?
11296:  Jest!
11302:  To jest to, o czym mówiliście.
11306:  Odur Nergla zmniejsza dyscyplinę o 4.
11309:  I ponieważ bardzo mi się to podoba, to natychmiast to robię.
11316:  Dobrze.
11317:  Rakav.
11321:  Rakav.
11322:  Rakav jest na Force Marchu, więc to jest dobry pomysł, żeby się z nim zmierzyć w tym momencie.
11335:  Inariokami pisze, jak ja kocham gry takie jak Neverwinter Nights, Baldur's Gate, za możliwość znalezienia książek.
11339:  No to przecież jeszcze było w Skyrimie!
11342:  Przypominam.
11345:  W Skyrimie jakieś 600 książek zostało w sumie napisanych.
11353:  Donośny ryk.
11355:  Nie brzmi to dobrze.
11363:  Okej.
11370:  Jak tam z naszą furią?
11372:  Coraz większa.
11379:  I tyle, myślę.
11381:  Na wszelki wypadek zrekrutujemy sobie jakieś oddziały obronne.
11385:  Myślę, że Cygor i ten Jabris Life mogą być dobre.
11392:  Jeszcze nie widziałem Jabris Life'a w akcji.
11397:  Ale są dość dobre, z tego co widziałem na streamach.
11405:  Z 300 tych książek zostało zapisanych przez zrobienie Ctrl-C, Ctrl-V z Morrowindzie.
11410:  Oj, to smutne.
11416:  Spróbujemy się wycofać.
11418:  Tak, to był dobry pomysł.
11420:  Teraz Skaveni zrobili ten częsty błąd, który robi AI, bo AI uwielbia... ...atakować.
11430:  dwiema armiami naraz i bardzo często robi ten sam błąd, to znaczy jedną marszuje forsownie.
11443:  O nie, to jest zemsta.
11445:  Trot jest ważną postacią do pokonania, jak się gra Tauroxem, z tego prostego powodu, że za pokonanie Trota dostajemy 10% więcej punktów życia.
11460:  Skyrim Morrowind i Oblivion to taka masa czytanych książek, że inne gry się chowają ze swoimi notatkami.
11464:  No właśnie, tylko nie wiedziałem, że są kopiowane.
11468:  To jest zasmucające.
11472:  Boże, my nawet nie mamy zasięgu.
11475:  Niezwykłe.
11479:  Ale za to wszystkie nasze minonaury mogą się tutaj pojawić.
11482:  O tak.
11483:  O tak.
11483:  I Cygor również.
11485:  O tak.
11487:  O tak.
11492:  To jest dobra wiadomość.
11496:  To jest nasz pluton egzekucyjny, który się tutaj wybierze.
11525:  No!
11526:  Działaj!
11527:  Dobrze.
11535:  A co tutaj się dzieje, że ktoś nas atakuje zza węgła?
11539:  To jest niedopuszczalne.
11545:  Jak wiele mnie ominęło?
11547:  Dużo!
11549:  Restart!
11550:  Porażki!
11551:  Upadki miast!
11554:  A poza tym wszystko w porządku.
11557:  Idealnie.
11559:  Cóż to jest za zdolność?
11560:  Nie widziałem jej jeszcze.
11561:  Dzikiryk.
11562:  Spójrzmy, jak wygląda dzikiryk.
11566:  I'm not impressed.
11571:  Natomiast Jeeperslife jest ciekawą jednostką.
11578:  Przypomina trochę... O, na poły latająca, a na poły...
11583:  Chodząca, interesująca.
11587:  Przypomina trochę te coatle, które zostały wprowadzone do Armii Jaszczuroludzi.
11592:  Witam również serdecznie.
11594:  Czy jest możliwe wsparcie twórczości?
11596:  Obecnie jeno superchatami, ale pracuję intensywnie z graficzką nad wsparciem kanału.
11607:  Pojawi się taka opcja.
11610:  I myślę, że prędzej niż później.
11639:  No ten Jaber's Life rzeczywiście przypomina taką wivernę.
11643:  Zaraz, czy trot został zniszczony?
11645:  Chyba tak.
11648:  Dobrze.
11649:  Dobrze!
11651:  Niewielkie straty, dopuszczalne straty.
11653:  Saigor, widzę, zadał dość dobre obrażenia.
11656:  Czy grałem może frakcję oprowadzoną przez grubego goblina z tymi jego niesamowicie ciekawymi półmorskimi goblino-grami?
11661:  Nie mam pojęcia, jak nazwać te jednostki.
11663:  Mam wrażenie, że masz na myśli... Grom of a Punch.
11668:  Tak grałem.
11671:  Nie jestem specjalnym fanem, ale grałem.
11679:  I teraz magia, magia, nasz trot będzie miał zdecydowanie, zdecydowanie, znaczy nie trot, tylko nasz Taurox będzie miał zdecydowanie, zdecydowanie więcej punktów życia dzięki pokonaniu trota.
11689:  Tak!
11691:  Chociaż trot jest jednym z tych skawenów, którzy wydają cudowne okrzyki jak wszyscy skaweni.
11695:  Trot!
11696:  Trot!
11700:  Bardzo tęsknię za skawenami.
11703:  Ojej, dziękuję za trybut, Anonie, bardzo dziękuję za wsparcie.
11709:  Very much appreciated.
11713:  Jak tam jest z naszym poziomem furii?
11716:  Myślę, że możemy zniszczyć... O właśnie, to chciałem zniszczyć bardzo.
11724:  Irytujące jest niezmiernie to, że...
11728:  Wyruszenie naprzód zostało zwizualizowane na mapie kampanii cofnięciem naszych wojsk.
11734:  Ale mamy możliwość odnowienia ruchu.
11737:  I teraz zacznie się, moi drodzy, rzeźb.
11746:  A ja do was zaraz powrócę.
11749:  To dzięki piciu wody!
11813:  Zobacz, co się dzieje.
11841:  Cóż nas czeka?
11842:  Cóż nas czeka teraz straszliwego?
11845:  Przecież nie nas, oczywiście, że Skavenów.
11849:  Ja chwilowo w dzikim ryku zwierzoludzi upatruję szansę na wygraną.
11856:  Nie!
11856:  Tym razem nie w Skavenach.
11858:  Skaveni jeszcze powrócą.
11859:  Tak, tak.
11861:  Przerwa techniczna.
11862:  Tak jest.
11866:  Instalacja klasycznego NWN z modami jest polecana na czacie, oj, bardzo mogę polecić, chociaż przygotujcie się na to, że NWN klasyczny oznacza ekran dialogowy, który jest w rogu, malusieńki, nic na nim nie widać absolutnie i bardzo, bardzo...
11883:  długą learning curve i coś, co ja nazywam exploration curve, czyli immersion curve, to znaczy dużo, dużo minie, zanim się staną życie.
11892:  Po grze bardzo widać to, że jednak zmieniły się mocno standardy branżowe.
11900:  Tak, tak!
11902:  Patrząc na tę bitwę, można by powiedzieć, że nic, co ma wartość, nie zostało stracone.
11907:  Zgadzam się, zwłaszcza, że jeszcze nie rozpoczęliśmy.
11910:  Dobrze.
11912:  Teraz nasz cel jest następujący.
11915:  Doprowadzić do tego, żeby straty były zerowe.
11921:  O, sajgor!
11922:  Aaa!
11924:  Przyda się taki sajgor ładny tutaj, w tym miejscu.
11927:  Bardzo się przyda sajgor.
11928:  No, teraz powodzenia z radzeniem sobie z nim.
11934:  A tymczasem my dołączamy naszymi minotaurami wszystkimi tutaj.
11939:  Oj, oj, oj.
11941:  To nie nasz, absolutnie nie nasz bohater miał tutaj się znaleźć, tylko nasz... Oj, oj, oj, oj, oj, oj.
11950:  Przesadnie się rozochociłem.
11953:  Oberwaliśmy od kulomiotów.
11955:  Niedobrze.
11959:  Nie taki był plan!
11962:  Taurox, niszcz, niszcz!
11965:  Bądź dobrym Minotaurem!
11972:  Macie próbkę swojego drogu tego, jak potężni są Skaveni.
11976:  To jest jednostka, która jest w stanie nam w tym momencie najbardziej zagrozić ze wszystkich.
11981:  To znaczy właśnie kulomioty, czyli Reckoning Guns.
11989:  Ekwipunek do Zevuktulu?
11993:  Wielkie nieba.
12001:  Ciekawostka.
12002:  Wiele kwestii dialogowych Trota zostało nagrane jakiś rok przed tym DLC-kiem fanowsko.
12005:  Tak, słyszałem o tym.
12006:  Cudowna sprawa.
12007:  Przez gościa, który z tego powodu został zatrudniony do bycia aktorem głosowym Trota.
12025:  Myślę, że potrzebujemy kolejnego Saigora, o tak.
12030:  Bardzo mnie niepokoi, musimy wycofać naszego bohatera, bo trochę jest z nim źle na tym etapie.
12037:  Co w tym miejscu oznacza, bardzo jest z nim źle.
12039:  Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
12054:  Tchórzliwi Skaveni oczywiście już się wycofują.
12056:  Skandal!
12062:  Niesatysfakcjonujące.
12067:  49 to nie jest jakoś przesadnie dużo, ale jak na skalę zadanych strat dość sporo.
12083:  Tak, Khazrak tutaj w zasadzie jest słaby, mimo że jest mocny lore'owo, to na tym polega paradoks Warhammera, Total War.
12093:  No dobrze.
12095:  Teraz tak.
12096:  Zniszczymy tę osadę, bo tutaj nie ma żadnego wojska.
12105:  Dobrze.
12111:  Potraktujemy to jako szansę na uzupełnienie naszych strat.
12117:  Och, jaka cudowna mapa.
12120:  Potrzebujemy bezwzględnie ekwipunku dla naszych postaci, który regeneruje.
12125:  Musimy po tej bitwie zajrzeć do tego okna, gdzie jesteśmy w stanie taki ekwipunek wytwarzać i sprawdzimy, czy jest taka opcja, bo w tym momencie to, co działa zawsze przy graniu hordami, to możliwość regeneracji strat w większym stopniu, niż jest to możliwe na mapie kampanii.
12159:  To jest zdolność, która zmniejsza zasięg i zużywa amunicję, więc... i to tak naprawdę znacząco, więc jest to praktyczna rzecz dla nas.
12179:  Taurox już biegnie, dobrze.
12191:  Tak!
12194:  Ty się wycofujesz tutaj ładnie.
12197:  Potrzebujemy wyłącznie Magusa naszego.
12201:  No, przesmyki to są wspaniałe.
12203:  Wspaniałe mapy.
12205:  Ja od razu mam wtedy powidoki z Thermopylii.
12209:  Och!
12212:  I z 300.
12213:  Mmm.
12214:  Same wspaniałe skojarzenia.
12219:  No i tak to powinno wyglądać.
12221:  Przynajmniej zregenerował się Taurox.
12226:  Głupi Saigor nie strzela, choć może.
12232:  Czy myślę, że w trójce bardzo mocno rozszerzą mapę?
12234:  No mam taką nadzieję, bo Mortal Empires łączy mapę właśnie tej kampanii, którą my rozgrywamy, czyli Okawiru, z mapą Starego Świata, więc połączenie tego jeszcze z większym obszarem, czyli wschodem, przede wszystkim mówimy o Grand Cafe oraz o Nipponie, no byłoby czymś, co by mi się bardzo podobało.
12258:  Mamy coraz więcej furii.
12260:  Świetnie.
12264:  Uzyskano grozę.
12266:  Koszt impetu potrzebny do uzupełnienia zasięgu na mapie kampanii.
12271:  I to jest ten moment, w którym możemy zacząć steamrollować.
12275:  No zobaczcie teraz.
12278:  Jeden punkcik tylko.
12281:  Wspaniałości!
12286:  Dobrze, i sprawdźmy teraz, czy mamy możliwość stworzenia jakiegokolwiek przedmiotu, który daje regenerację.
12294:  Nie.
12295:  Mamy magiczną ochronę.
12299:  To nie jest zły pomysł.
12302:  Wyposażymy, wyposażymy naszego Tauroxa w ten przedmiot.
12311:  Nie.
12312:  Jest regeneracja tutaj jednak, dobrze pamiętałem.
12320:  Dusza Championa, dobrze.
12321:  Tylko niestety będziemy mieli to od następnej tury.
12327:  No nic.
12329:  Ale nie ma tego złego.
12334:  Bo my sobie przejdziemy tutaj po prostu.
12339:  Teraz pytanie, czy Naggarond... Czy da się grać tutaj ogrami?
12342:  Tak, tak, tak, mamy możliwość rekrutowania ogrów, tylko że ja tego akurat nie robię z tego względu, że bardzo nam to zużywało łaski bogów.
12351:  A zużywanie łask to nie jest coś, co chcemy.
12354:  Oj nie.
12357:  Zwłaszcza, że co by nie mówić o zwierzęludziach, ale naprawdę bardzo, ale to bardzo dużo się zużywa gotowizny.
12365:  Zastanawia mnie teraz jedna rzecz, to znaczy czy wzmocnić jednak mimo wszystko minotaury jeszcze bardziej, czy też wzmocnić samego, wzmocnimy samego tauroka myślę.
12379:  Bo on jest naszym MVP.
12391:  Coś tak czułem.
12395:  Kiedyś w Shogunie miałem obrężenie z uszkodzoną bramą, dwa oddziały Ashigaru z Yari dlały radę przeciw całej armii.
12400:  To są takie piękne momenty, na których gramy.
12403:  Tak, ja pamiętam taką kampanię, w której grałem jaszczuro ludźmi i miałem mój ukochany Doomstack z Tegadonów z Magiem Slanem życia oczywiście, Legend of Total War Approved, i był właśnie przesmyk.
12414:  Och, jak się grało!
12417:  Tak samo, tak samo piękne można mieć opcje rozgrywek w momencie, w którym chociażby dysponujemy tym razem nie... Ajajaj, straciłem wątek.
12430:  Straciłem bardzo intensywnie wątek.
12432:  A!
12433:  Oddziałami Królów Grobowców.
12434:  I jak jest Doom, tak z kolei Skorpionów.
12436:  One potrafią w analogiczny sposób przetrwać długo.
12440:  Wspaniała rzecz.
12443:  Okej.
12444:  I co mówiliście o tym magu, ale jeżeli chodzi o czary dystansowe, tak?
12449:  Już działa ten eksplet, muszę tego przećwiczyć w swoim czasie.
12459:  Posłańcy nocy, świetnie, to jest akurat niebezpieczna jednostka.
12465:  Saigor, bardzo proszę w bramę.
12469:  Dziękuję.
12470:  A drugiego Saigora sobie przywoła... Przywołamy sobie wewnątrz fortecy.
12473:  Nie możemy?
12473:  Możemy, możemy.
12475:  Czy grałem we Frostpunka?
12476:  Tak, oczywiście.
12477:  Znakomita gra.
12481:  Znakomita.
12483:  Przy czym nie grałem w ten najnowszy dodatek.
12486:  Lost Autumn, czyli Ostatnia Jesień.
12490:  W niego nie.
12492:  Ale wreszcie tak.
12505:  Głazotrzask jest trzy razy aż do użycia, to jest fantastyczna wiadomość.
12510:  Zobaczymy, jak to na bramę zadziała.
12517:  Okej, mniej spektakularnie zdecydowanie, bo jednostki zostały dalej.
12522:  Podciągnijmy tutaj naszych łuczników jeszcze.
12532:  Ile to nam daje?
12533:  Pięć.
12537:  No zobaczmy.
12541:  Coś dało.
12564:  Dobrze.
12568:  Saigor zginął.
12570:  Znaczy nie zginął, tylko zużył się.
12573:  Musimy jeszcze raz zniszczyć bramę.
12578:  W tym czasie przyzwiemy sobie kolejnego Saigora.
12583:  Bardzo polecam serio o grach z Wojtek Czyta.
12585:  Obiecałem częściej poruszać temat gówna.
12590:  Czy zamierzam spełnić swoją obietnicę?
12592:  Tak.
12594:  Coś mi mówi, że będzie jeszcze potem niejeden raz okazja.
12599:  Dziękuję Pawle za trybun na pocieszenie i smacznej pizzy życzę.
12612:  W Sajgorze walcz z odwagą!
12615:  Dobra, musimy naszego Lorda tutaj podprowadzić, bo to jest jakaś tragedia.
12621:  To jest temat radośnie brzmiący.
12626:  Został poruszony, z tego co pamiętam, pod jednym z vlogów.
12629:  Chyba.
12630:  Ale mogę się mylić.
12631:  Wiecie, jak jest z moją pamięcią.
12639:  W dalszą stronę we Frostpunku można prawami zmienić obszar budowy generatora, dosłownie w obóz pracy albo w komunistyczną dyktaturę motywowaną egzekucjami inteligentów.
12648:  Tylko właśnie zastanawiam się, czy przez to, że mamy do czynienia jednak z światem sprzed globalnego zlodowacenia, czy w dalszym ciągu jest to tak uzasadnione etycznie, nie?
12658:  Bo cały dylemat etyczny Frostpunka polegał na tym, że tak, robiliśmy dystopijną dyktaturę, ale równocześnie tak, mieliśmy potem uzasadnienie moralne, bo faktycznie ludzie musieli przetrwać.
12669:  A w momencie, w którym tej potrzeby przetrwania nie ma, właśnie ci interesuje mnie bardzo, jak zostało to rozwiązane.
12676:  Jaką muzykę polecam na chillowanko?
12678:  Zawsze ambient polecam.
12679:  Zawsze, zawsze, zawsze.
12680:  Ostatnio odkryłem fantastyczny album Jeremy'ego Sola, tego, który muzykę do Skyrima komponował między innymi.
12691:  I pierwszy utwór z tej płyty, Njoln bodajże, tak się go czyta, znakomita rzecz.
12695:  Można łatwo znaleźć z tego względu, że chociażby na moim Spotify'u na playliście Ambient się znajduje w tej chwili na ostatniej pozycji, więc jak ktoś jest zainteresowany, to polecam.
12704:  A poza tym to jest po prostu najnowsza płyta Jeremy'ego Sola.
12710:  The Northerner, tak, dokładnie ten album mam na myśli.
12713:  Och, słuchałem od dwóch dni pierwszego utworu, przesłuchałem go cały czas czytając z Archiwum Zburzowego Światła.
12721:  Znakomita rzecz.
12724:  I jeszcze, żeby było śmieszniej, Jeremy Soule pozwolił używać tego, tej muzyki, więc bardzo możliwe, że będziemy robili jakikolwiek live niegrowy na, ja wiem, na przykład na 20 tysięcy subskrypcji, kto wie, to wtedy będziemy tego słuchać na pewno.
12740:  Znakomita rzecz.
12744:  Children of Omnissiah to jest następna rzecz, którą bym też absolutnie polecał do zapętlenia.
12748:  Przepiękna sprawa.
12751:  Guillaume Davy.
12758:  Nawet mag sobie dobrze radzi na tym rydwaniku.
12761:  To teraz sobie uświadomiłem.
12762:  Naprawdę pełen dumstak magowski wbrew wszelkim pozorom może się udać.
12773:  Tak.
12775:  Interesujące.
12776:  Lepiej by mi się grało z wieżoludźmi czy chaosem?
12778:  Absolutnie z wieżoludźmi.
12780:  Tutaj przynajmniej mamy jakąś fun.
12782:  Jest wyzwanie.
12784:  Chaos jest upierdliwy z tego względu, że za każdym razem jak opanujecie jakiś fragment, terytorium, to natychmiast wróg go zajmuje.
12793:  Tu też się to zdarza, ale zauważcie, że nie ma tej praktyki ruin dwelling, znaczy zajmowania ruin przez AI.
12799:  Z tego względu, że jest ten kamień, który chroni dany obszar.
12803:  W związku z powyższym, AI jest zmuszone do oblegania stolicy, która mimo wszystko jest trudniejsza do pokonania, chociaż w dalszym ciągu nie udało nam się skonstruować takiego garnizonu, przypuszczam, że to dopiero na piątym poziomie, który by się faktycznie oparł wrogowi.
12818:  Tytuł albumu The Northerner, Jeremy'ego Sola.
12826:  No, to uczucie, gdy Sol już nie będzie robił muzyki do Soulsów, to jest smutne bardzo.
12835:  Ue, już się kończą.
12837:  Dobrze, bardzo dobrze.
12841:  Naszego maga tylko może wycofamy.
12846:  Mamy jakieś buffy?
12848:  Tak, mamy.
12851:  Mamy jakieś debuffy?
12853:  Mamy.
12856:  Dobrze.
12858:  Damy naszemu Tauroxowi się troszeczkę zregenerować.
12865:  Jeremy Soule.
12865:  Przypomina mi się epicka muzyka z Dungeon Siege.
12868:  O, absolutnie.
12871:  Paul Anthony Romero.
12873:  Och!
12874:  Heroes 3.
12875:  Heroes 4.
12876:  Heroes 5.
12877:  Chociaż muzyka do czwórki jest czymś, co za mną chodzi właśnie.
12881:  I piątki bardziej wbrew pozorom niż muzyka do trójki, chociaż oczywiście zdaję sobie sprawę z tego, jak kultowy jest temat nekropolis.
12888:  Znakomita rzecz.
12889:  No wreszcie jakieś wartości przy magach zaczynają przypominać takie wartości obrażeń, które zadają magowie.
12895:  Ostatnia książka fantasy, jaką czytałem i nie fantasy.
12898:  Fantasy będzie czwarty tom archiwum burzowego świata Rytmy Wojny.
12901:  Natomiast science fiction to będzie Problem Trzech Ciał.
12912:  Wznosimy kamień stada tutaj.
12914:  Teraz jestem ciekaw, czy dalej jesteśmy w stanie wykorzystywać ten nasz ruch.
12923:  Czy może teraz już się trzeba zatrzymać troszeczkę?
12928:  Zastanawiam się.
12930:  Tak sobie myślę, że Taurox staje się coraz potężniejszy, więc... Może jeszcze uda nam się zniszczyć... A cóż tu się stało?
12939:  Jakim cudem to jest to Stegadon?
12941:  Ach, bo to jest Rakav.
12943:  Dlatego.
12947:  Zrobimy inaczej.
12951:  Sprawdzimy, czy tutaj nie ma Skavenów.
12954:  Tu są Skavenii!
12962:  Dobra, to jest wszystko, co możemy zrobić.
12972:  Dobrze.
12974:  Dobrze.
12977:  Kupujemy.
12981:  Okej.
12993:  No no no, żeby nie było tak, że nas zaskoczą.
12997:  Demoniczny Wigor, czas odnowienia dla umiejętności.
13001:  Czy się to nam przyda, czy jeszcze w to inwestujemy?
13006:  Nasz Magus.
13014:  Blokada armii.
13016:  33% szans.
13018:  Tak sądziłem.
13026:  Na razie nic nie konstruuję.
13029:  Czy zamierzam iść na premierę nowego filmu od Junie?
13032:  Absolutnie tak.
13032:  A, wiedziałem!
13033:  Ja absolutnie byłem pewien, żeby tutaj nie inwestować w to.
13036:  Tak, tak.
13037:  Dobrze, dobrze.
13042:  Świnka nie umrze!
13044:  Nie, nie, nie!
13046:  Nie, nie, nie!
13050:  Mówicie, że nie umrze?
13053:  Krzysztof potwierdza.
13060:  Czy grałem w ostatniego God of War?
13062:  Niestety nie jestem graczem konsolowym, więc mnie dużo ominęło i ja wszystkie gry na konsolach, z uwagi na to, że się jednak grami zajmuję, albo pogrywałem u kogoś, albo oglądałem na YouTubie niestety.
13075:  Więc tak, to jest smutna sprawa.
13083:  Dobrze.
13085:  Naszych beznadziejnych strzelców umieścimy w tym miejscu.
13089:  Nasze mniej beznadziejne minotaury na przedje.
13093:  Naszego wspaniałego Saigora tutaj.
13096:  Nasz wspaniały Saigor oto będzie napierdzielał w nadchodzących wrogów głazami, które ciska.
13105:  Jest bowiem głazo-ciskiem.
13108:  Taurox myślę, że też tutaj się może znaleźć.
13112:  Świnka się chowa.
13114:  Świnka nie umrze.
13117:  Tak.
13120:  Zaczynamy.
13120:  I teraz tak.
13121:  Strategia jest taka, że tutaj natychmiast przyzywamy Saigora, ale tak momentalnie.
13129:  Zużywamy amunicję.
13132:  Komu możemy?
13136:  Och, ja też bym chętnie zagrał w Stronghold, absolutnie tak.
13142:  Uwielbiam, uwielbiam tę grę.
13145:  Chodzi o to, że umieszcza się maga na redvanie lub mieć koniu lub raczej uniemożliwia mu się wejście na mury, dzięki czemu kiedy mag rzuca czar poza zasięgniem, to jest wtedy rzucone.
13155:  To ciekawe.
13156:  Podoba mi się to.
13160:  Dobrze, tutaj Saigora chce powstrzymać ktoś, kto się nazywa Huilailuailain.
13167:  Huilailuailain musisz zginąć natychmiast.
13173:  Żeby Saigor mógł ciskać.
13176:  Daj Saigorowi być głazocińskiem.
13179:  Kiedy stream z kampanii stwierdzy?
13183:  Kiedyś.
13185:  Nie wiem kiedy, ale chętnie.
13187:  Chociaż kampania, no w sumie była dość zabawna.
13191:  Czytałem The Expanse?
13193:  Nie, niestety nie czytałem.
13195:  Jedna z zaległości wielkich.
13196:  Właściwie też powód, dla którego przestałem oglądać The Expanse był taki, że chciałem zapoznać się z książką.
13209:  Dobra, to sobie zrobimy w ten sposób.
13212:  O tak.
13221:  Przypuszczalnie nie możemy przywołać dwóch Cygorów na raz, nie ma tak dobrze.
13226:  Więc na razie będziemy wykorzystywać jednego.
13230:  Uważam, że ta strategia nam bardzo popłaciła, bo nasza armia jest schowana, a my wyłącznie działamy magami.
13239:  To jest dobra wiadomość.
13242:  Wypuszczam!
13247:  Co myślę o ostatniej zmianie polityki Games Workshop wobec fanowskich wytworów?
13251:  Był temat na streamie, jestem oczywiście bardzo przeciwko i uważam, że wsparcie dla twórczości fanowskiej powinno być absolutnie pełnozakresowe.
13262:  Zwłaszcza, że fanom naprawdę zawdzięcza się bardzo dużo i nie tylko dotyczy to Games Workshop, tylko dotyczy to naprawdę bardzo wielu różnych IP.
13277:  Dobrze, sajgorku, dobrze!
13279:  Ci... Bądź... Bądź grzecznym głazociśkiem.
13284:  Bardzo grzecznym głazociśkiem masz być.
13287:  Świetnie.
13290:  No, Taurox ma jeszcze tę zdolność 40% odporności na obrażenia, więc on w tym momencie wskakuje na 50% ochrony.
13297:  Jeżeli by jeszcze miał miecz Kayna, mielibyśmy już kap.
13301:  Jaka powinna być kolejność poznawania frakcji w Team Total War?
13305:  Jeżeli nie miałeś styczności, zaczynałbym od Wysokich Elfów na Ulfuanie.
13312:  Następnie można poznać Dark Elfy.
13315:  W następnej kolejności bym polecał Imperium Ludzi albo Jaszczuro Ludzi, to jest jedno albo drugie.
13323:  Eee... Cóż tu się dzieje?
13329:  Ten Rydvan nam zadaje duże obrażenia.
13334:  Za duże.
13341:  Dobrze.
13343:  Bardzo potrzebujemy tego pierścienia regeneracyjnego.
13346:  A w kolejnej... w kolejnej turze bym polecał ogarnąć wszystkie frakcje, które były dodawane w DLC.
13354:  Zaczynając od królów grobowców, potem można też... wąpierze, skawenów,
13362:  Do Skavenów trzeba mieć humor, cierpliwość, czas, bo to jest dość trudna frakcja do tego, żeby ją poznać, natomiast w momencie, jak już to zrobisz, to się gra nią absolutnie najprzyjemniej.
13376:  No suby szaleją ostatnio rzeczywiście, widzę.
13382:  To jest niewątpliwie też duża zaleta, duża zasługa wasza w tym, że Games Workshop w ogóle się zainteresowało mną pod kątem współpracy.
13392:  To jest miłe.
13397:  Uuu.
13400:  A to ciekawe.
13403:  Ten Saigor ma taką samą zdolność jak mag domeny światłości, to znaczy może rzucać taką sieć, która unieruchamia wrogie jednostki.
13413:  Dobra rzecz.
13420:  Cóż to?
13421:  Ach, to są ogry takie potężne, dobra.
13424:  Czy słyszałem o dwóch typów podcast?
13426:  Tak, tak, nawet śledzę.
13428:  Widziałem, że wspomnieli materiale i bardzo jestem wdzięczny.
13431:  Przemiła sprawa.
13435:  Nie, zainteresowało się Creative Assembly, dajcie spokój, gdzież by się Games Workshop zainteresował?
13443:  Zwłaszcza przy ich podejściu i zwłaszcza przy tym, że zamierzam to podejście krytykować za każdym razem, niech ktoś o nie spyta, nie?
13458:  Dobrze, teraz jesteśmy już w Full Legend of Total War, ponieważ nie używamy armii, trzeba to zmienić.
13469:  Chociaż z drugiej strony... Ujrzymy jeszcze... Ujrzymy jeszcze jakiegoś maleńkiego zaklęcia.
13477:  Kiedy... Kiedy pana słucham, to słyszę aktor... Głos aktora dubbingowego, Jacka Boimczyka.
13483:  Czy nie myślałem nigdy o zmianie branży?
13485:  Bardzo mi miło, muszę poznać Jacka Boimczyka.
13488:  Bo nie kojarzę go, znaczy pewnie słyszałem go, jak to jest bardzo często z aktorami dubbingowymi, ale nie kojarzę po nazwisku.
13499:  Ja uważam, że generalnie rzecz biorąc, jeżeli ktoś na przykład chce, tak jak ja, prowadzić zajęcia, no to jedna z pierwszych rzeczy, którą trzeba byłoby opanować jest, tak myślę, mówienie.
13512:  Niestety wielu moich kolegów nie podziela tej opinii i przez to bardzo często studenci się śmieją potem z zajęć, które wyglądają w ten sposób.
