Zamek Drakenhof w drugiej turze — ISABELLA & VLAD VON CARSTEIN Livestream
🔗 https://www.youtube.com/watch?v=kDWWzVNoauY

2:  Witam czaty!
5883:  Musimy ją wycofać jak najszybciej.
5898:  Zaraz się amunicja skończy tam, więc nie będzie to taki problem.
5901:  20 sekund do kolejnego leczenia.
5902:  O, niedobrze, niedobrze, niedobrze.
5904:  Bardzo zły moment na to.
5905:  Okej, niech walczy.
5908:  Niech wąpierz walczy.
5914:  Gdzie jest Vlad?
5916:  Vlad jest tutaj.
5917:  Strasznie jest źle.
5918:  Vlad jest dobrym wojownikiem.
5920:  Niech Vlad walczy.
5927:  Świetnie, jest regeneracja.
5929:  Dobrze, dobrze, dobrze.
5932:  Żeby było śmieszniej, łucznicy goblinów atakują same gobliny.
5939:  Dobra.
5943:  Zaraz będzie ser.
5944:  Zaraz będzie ser.
5947:  Mamy bardzo małą rezerwę wiatrów magii niestety, to jest coś na co nie wpadłem kompletnie.
5953:  Potrzebujemy do powiewu śmierci mieć więcej, powiew śmierci by zniszczył całą, bo taki był plan na początku, tylko nie zorientowałem się, że mamy tak mało wiatrów magii, żeby przejechać powiewem śmierci tutaj.
5964:  Za bardzo, za dużo razy użyliśmy wcześniej zaklęć.
5972:  Niech się wycofuje nadal, albo niech zaatakuje pająka Arachnoroka.
5975:  Dobrze, atakuj pająka, świetnie.
5976:  Jego chęć?
5976:  Jesteśmy niemożliwi.
6005:  Dobrze.
6014:  Łuczniku było troszeczkę za dużo.
6016:  Osiem punktów magii.
6017:  Osiem wiatrów magii.
6018:  Dobrze, dobrze.
6019:  Potrzebujemy więcej.
6025:  Vlad, atakuj pająka.
6027:  Natychmiast.
6028:  Dobra.
6048:  Potrzebujemy więcej zaklęć absolutnie, potrzebujemy więcej wiatrów magii.
6053:  Okej, udało się uratować jednego wampira.
6055:  Dobrze.
6059:  Wyślemy ją na łuczników.
6063:  Powinna sobie poradzić.
6077:  Ok.
6079:  Rezerwa 10 jeszcze.
6080:  Czyli teoretycznie powinno się jeszcze udać, ale... Macie rację, nawodnienie jest ważne.
6089:  Tak, wampirzycy wspominają Nagasha.
6091:  Whistle Pass Nagash konkretnie.
6095:  Nie!
6096:  Nie!
6097:  Zdrada!
6100:  Wycofuj się!
6101:  Głupi wampir!
6102:  Głupi wampir!
6102:  Nie!
6102:  A w ogóle jak to jest, że... Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
6121:  Niedobrze.
6125:  Niedobrze.
6126:  Bardzo niedobrze.
6128:  Dzisiaj w Termosie herbatka jak zawsze.
6132:  Jak zawsze.
6135:  Herbatka zielona z truskawkami.
6140:  Ale się przeliczyłem z tymi wiatrami magii.
6146:  Pająk jest strasznie problematyczny.
6148:  Nie przewidziałem, że aż tak bardzo.
6153:  Wszystkie będą w stanie się znaleźć!
6172:  Idźcie!
6172:  Będziecie nas zabić!
6172:  Zabijcie wampiry!
6173:  Szybko!
6174:  Czas zabić!
6183:  Dobrze, pająk arachnolog zaraz powinien zginąć.
6187:  Ale dlaczego?
6193:  Ginie nam dużo szkieletów, ale to nie jest problem, bo najpotężniejsze jednostki i tak to są zawsze wampiry.
6198:  Martwi mnie trochę nekromanta.
6200:  Nekromantę musimy wycofać.
6204:  Świetnie, pająk zginął.
6206:  Bardzo dobrze.
6208:  To będzie to!
6212:  Vlad jest w stanie sam wypić tę armię.
6221:  Jeszcze, jeszcze trochę!
6223:  Jeszcze trochę!
6228:  Jerba?
6228:  Nie, nie, nie, yerby nie lubię.
6232:  Tylko zielona herbatka.
6235:  Jak to jest, że jak gdzieś jest Polak, to stajemy szajby na tym punkcie?
6239:  Ja myślę, że to jest kwestia tego, że czujemy się cywilizacyjnie niedowartościowani.
6244:  To może być to.
6247:  Ruszać!
6249:  Ruszać!
6250:  Szkielety się wskrzesi!
6251:  Szkielety nieistotne.
6254:  No, piętnaście, piętnaście.
6255:  Oj, jak już widzę, to są czyste zaklęcie, które tutaj padnie.
6260:  Przybywajcie, przybywajcie.
6262:  Tak, 49 sekund.
6262:  Świetnie.
6270:  Czy ktoś może wie, jak sprawdzić progi punktowe?
6272:  Ale na co Jesus?
6274:  Bo jeżeli na uczelnie, to na uczelniach zawsze są wypisywane progi punktowe, na stronach rekrutacyjnych.
6281:  Dobrze, teraz sprawdźmy.
6283:  Okej, tu są zielone wzgórzy.
6285:  Świetnie.
6286:  Bardzo dobrze.
6288:  23 sekundy.
6292:  Tu są nasze szkielety.
6293:  Dobra, czyli tutaj musi pójść zaklęcie.
6295:  Świetnie.
6305:  Tak, tak, tak, tak, tak.
6308:  Dobrze, dobrze, dobrze, dobrze, dobrze.
6313:  Dobrze, dobrze.
6316:  I teraz Vlad, generuj wiatry magii.
6319:  Świetnie.
6328:  Nie!
6329:  Nie uciekajcie!
6330:  Nie uciekajcie!
6331:  Moje zaklęcie!
6332:  Moje zaklęcie!
6339:  Moje zaklęcie!
6345:  No dobrze, przynajmniej na koniec.
6348:  Co za nieszczęście!
6350:  Zniszczyć, zniszcz go!
6352:  Co?
6353:  Tyle czekałem!
6354:  Tyle czekałem na to!
6356:  I co?
6356:  Co to ma znaczyć?
6357:  Jaki skandal!
6359:  Brad von Karstein!
6370:  Liwia popija do streamu New York, jak smakuje?
6373:  Z kurierem się namęczyłam, zawód to stan umysłu, oto prawda.
6386:  F dla zaklęcia.
6387:  Tak!
6390:  Tak!
6393:  Dla jednego z naszych biednych wampirów.
6399:  Natomiast pamiętajcie, nie ma tego wszystkiego, co by na moje nie wyszło.
6407:  A to oznacza, że mądrzej się o to doświadczenie.
6411:  Ruszymy teraz do walki.
6414:  O tak, tak się będzie właśnie działo.
6418:  Dobrze i... Aaa, świetnie!
6427:  Dobrze.
6429:  Nasz nekromanta... Dobrze.
6433:  Dobrze.
6438:  A więc mówicie, że straciliśmy dużo szkieletów.
6446:  A więc wciąż mówicie, że straciliśmy dużo szkieletów, tak?
6454:  Aha!
6475:  Tak jest Zorma, że są mrzyki.
6477:  Dlaczego bez grobowej straży?
6479:  Ponieważ chcemy oszczędzić bardzo dużo pieniążków.
6482:  Poza tym niestety grobowa straż na poziomie legendarnym przegrywa natychmiast.
6488:  Okej czaty, ryzykujemy.
6500:  Czy to takie złe, że ja chcę mieć po prostu magię do swojej dyspozycji?
6504:  Czy to naprawdę jest takie złe?
6506:  Co ja takiego zrobiłem?
6511:  Ja nic takiego nie zrobiłem.
6518:  Dobrze, to jest nasza Magini, okej, ją dajemy tutaj, reszta leci tu, Vlad tutaj.
6527:  Okej, Vlad na sam start.
6530:  Dobrze.
6533:  Gdzie oszukiwałem?
6534:  Gdzie oszukiwałem?
6536:  Michał pisze, wspominałeś, że spodobało ci się Ergo Proxy.
6539:  W takim razie polecam w ramach niedosytu serial Experiments Lane lub Technolize.
6546:  Nie znam obydwu.
6548:  Mówcie co chcecie, ale ta muzyka wampirza jest przepiękna.
6555:  Jak również odgłosy zaklęć.
6564:  Te pieniążki te na fakturkę pytali.
6568:  Wszystkie zgromadzimy i będziemy dywersyfikować portfolio.
6574:  Profesor Matczak szczytowałby słysząc takie słowa.
6581:  Chociaż nie jestem pewien, czy tak nudni ludzie są zdolni do orgazmu.
6587:  Dobrze, tutaj stanowczo musimy się uzdrowić.
6596:  O, 9-14 to nie jest dobry pomysł.
6599:  Dobra, inaczej.
6601:  Musimy tak czy siak ich zmusić do tego, żeby na nas ruszyli, więc... tak.
6612:  Dobra, czy to sprawi, że na nas ruszą?
6614:  To sprawiło, że nas zaatakowali.
6617:  Aaaak, ruszają, dobrze.
6621:  I teraz będziemy mądrzejsi, to znaczy absolutnie nie ma żadnego, ale to absolutnie żadnego zużywania zaklęć w życiu.
6632:  Jedyne, co możemy zrobić, to się uzdrawiać.
6635:  O, właśnie w ten sposób.
6637:  I to za darmo.
6641:  Dobranoc, Marcinie Marszałku, dobranoc.
6643:  O, miałbym chwilę, żeby porysować.
6645:  Cieszę się ogromnie.
6649:  Bardzo się cieszę zawsze, jak coś powstaje na streama, a zwykle powstaje, więc to radosna sprawa.
6655:  Gdzie jest pająk Arachnorok?
6658:  Piękne jest to, że wszystkie nazwy zielonoskórych są wpisane z błędami ortograficznymi.
6672:  W idealnym świecie Krzysztofa pisze Jamnikowy Piechór, który ma najlepszy nick na czatach i którego witam serdecznie, pisze, że wszystko ma w moim idealnym świecie związek z ogniem.
6681:  Niech będzie podpalone.
6681:  Na wielki wieku popiół.
6682:  Poproszę trzy podpłomyki.
6684:  O, podpłomyki są bardzo dobre.
6687:  Absolutnie.
6690:  100% zgody.
6691:  100% zgody.
6693:  Piękne jest to, że wampiry mają darmową regenerację.
6697:  Wspaniała sprawa.
6701:  jak dzisiejsza rozgrywka.
6702:  Witam.
6702:  Fantastyczne książki.
6703:  Jak je znaleźć?
6703:  Wspaniale.
6705:  Jest, jest dobrze.
6706:  Jest naddatek sera.
6708:  Chaty ledwo wytrzymują.
6710:  Potwierdzone info.
6713:  Podoba mi się polska lokalizacja Urohammera.
6716:  Znaczy, zachowane zostały przynajmniej
6720:  dźwięki i odgłosy postaci, które są wydawane w oryginale, więc mnie to wystarcza.
6724:  Ja tylko nie lubię, bardzo nie lubię, jak w lokalizacjach przeginają z tłumaczeniem nazw własnych.
6729:  To jest coś, co mnie drażni.
6731:  Tutaj tego nie ma, więc moim zdaniem spoko.
6735:  Na pewno pomijając pomniejsze błędy jest naprawdę okej.
6742:  O tak, o tak, o tak.
6743:  O tak, tak, tak, tak, tak, tak, tak.
6746:  Jeszcze troszeczkę trochę.
6748:  Nie, nie, nie będziemy się cofać, nie będziemy się cofać.
6750:  Przybywajcie, przybywajcie.
6754:  Przybywajcie radośnie, przybywajcie, przybywajcie.
6756:  Tak, tak, tak, tak, tak, tak, tak, tak, tak, tak.
6760:  Jeszcze tylko pozbędziemy się pająka Arachnoroka, bo on mi spędza sen z powiek.
6769:  O tak!
6772:  O tak!
6774:  Pająk Arachnorok nie żyje.
6778:  Czy ja tutaj widzę materiał na moje ukochane zaklęcie?
6780:  Oj tak, o tak.
6784:  O tak.
6785:  23, jest.
6785:  Bring death!
6796:  Mimo!
6800:  Mimo!
6802:  Mimo armii!
6805:  Mimo piękności!
6810:  Piękności, wspaniałości!
6813:  Co za radość!
6815:  Wszystkie wąpierze atakować.
6818:  To jest coś, co zgapiłem od Legend of Total War.
6821:  Nie będę się tutaj krył z tym, ale jest to znakomita strategia.
6828:  Okej, i wskrzeszamy troszeczkę.
6832:  I to jest najlepsze, że ten czar działa tak na absolutnie wszystkich.
6836:  Najlepsza piechota elitarna wysokich elfów, proszę uprzejmie.
6840:  Elitarna piechota mrocznych elfów, proszę uprzejmie.
6843:  Elitarna piechota jakakolwiek.
6844:  Ba!
6845:  Nawet na krasnoludy działa to.
6847:  I macie tylko szkielety do tego, żeby odpierały ataki.
6850:  Dokładnie tak teraz zrobią.
6852:  Jeżeli zginą, nie ma problemu, można je zrekrutować na nowo.
6857:  A jak się zrobią potężniejsze same wampirzyce, to będzie można je rzucać do walki.
6861:  Częściej.
6865:  Dobranoc, MagdaM1, dobranoc.
6866:  Pytanie odnośnie mikrofonu SPCG.
6868:  Czy ta lampeczka mikrofonu świeci się cały czas, czy można ją wyłączyć?
6870:  Niestety świeci się cały czas, to jest strasznie irytujące.
6875:  Ale to generalny problem większości mikrofonów, że one się świecą cały czas i no niewiele można z tym zrobić.
6885:  Pytanie językowe, czemu nie używa się do form żeńskiej końcówki "-ini", tak często, poza "-magni", to praktycznie tej końcówki nie słychać.
6891:  Nie mam żadnego pojęcia, ja uwielbiam tę końcówkę, jest przepiękna.
6896:  Co więcej, jest poprawna w odróżnieniu od wielu feminatywów, które są używane.
6902:  Bo są czasem takie, które są na granicy poprawności i intuicyjności językowej i robią złą robotę całej ważnej sprawie feminatywu, to znaczy ułatwiają ludziom wyśmiewanie się z nim.
6917:  Wnoszę o nazwę zmiany CKN Centralna Komisja Egzekucyjna.
6920:  To mi przypomina jak ośrodek szkolenia kierowców w Krakowie ma skrót MORD.
6925:  Małopolski Ośrodek Ruchu Drogowego.
6928:  Nie żartuję.
6929:  Jamniczyni.
6930:  Łowczyni, o o. Ale ma tu w sobie taki vibe archaiczny, prawda?
6939:  Ta magini i ta końcówka ini generalnie rzecz biorąc.
6942:  Więc może dlatego ludzie jej tak często nie używają.
6952:  Oczywiście, że mamy całą armię martwą, to jest najlepszy stan, w jakim się można znajdować.
6958:  LegendOfTotalWar, który bardzo lubi irytować ostatnio na swoich steamerszu, nie tylko ostatnio, odkrył również to, że jeżeli się rzuca zaklęcia tego typu, to przy odpowiednim punkcie umiejętności nieznacznie się jednostki regenerują, ale musimy mieć dopiero ten punkt umiejętności wbity.
6987:  Ślizg jest potężny.
7023:  Gdzie idą zmarnić po śmierci?
7025:  To brzmi jak początek dobrego dowcipu.
7030:  Tak i... Żebyśmy nie mieli żadnych strat?
7036:  Nie wierzę.
7039:  Nie wierzę wprost.
7040:  Dobrze.
7043:  Czy mamy jakieś nowe maginie?
7045:  Nie mamy.
7045:  Niedobrze, niedobrze.
7049:  Izabellę von Karsztajn dajemy do... Tak, tego trybu.
7054:  Świetnie.
7060:  Tryb zaprzeszły w polszczyźnie to jest piękna sprawa.
7062:  Ja też go często używam w Pustelniku Niekczemności.
7064:  Powiedziałem, byłem na przykład.
7066:  To jest fajne.
7071:  Tak, końcówka i nie ma taki bardziej dystynkowany wydźwięk.
7077:  Arcymistrzyni, o. Jak parkują martwi na styk?
7082:  Tak, tak.
7087:  A mnie najbardziej bawią te wszystkie teksty, które Klukenmuchen przywołuje.
7091:  Przeciwnicy feminatywów.
7095:  Odpowiedni kierowcy.
7098:  Kierownica.
7099:  Tymczasem jest kierowniczka jakby od lat, nie wiem, stu.
7107:  Okej, okej.
7113:  Spoko.
7120:  Aaa!
7120:  Jaka radość!
7130:  O tak!
7130:  O tak!
7130:  O tak!
7130:  O tak!
7130:  Ojo, jak ucieka!
7132:  Jak ucieka!
7133:  Jak ucieka prymitywny przeciwnik!
7136:  Hu hu hu!
7138:  Jaka radość!
7141:  Nie, nie, nie, nie, nie.
7142:  To jest nasza armia wspomagająca.
7150:  Pa, pa.
7165:  Okej.
7166:  Zastanawiam się, czy nie powinniśmy jeszcze dojechać Krainy Zgromadzeń, jak nam tak dobrze idzie, bo czemu by nie?
7175:  Zawsze jakieś soczysty... soczyste jednostki do zniszczenia i przede wszystkim tutaj będziemy mieli soczysty łupik.
7184:  No nie jest tak duży, jak myślałem, ale zawsze jakiś łupik.
7189:  Jakbyście mnie spytali, co wolę, czy łupik, czy brak łupiku, to bym powiedział łupik.
7195:  Czemu zacząłem mówić nagle jak dem?
7198:  Dobrze... Tak?
7202:  Chociaż... Potrzebujemy tego.
7210:  Głód?
7210:  Dobrze.
7214:  Tu jest już głód, czyli to.
7217:  Fantastycznie.
7218:  Czy tutaj też mamy głód?
7219:  Mamy.
7220:  Dobrze, to dalej idziemy w linię wojskową.
7224:  Tak, oż tutaj.
7227:  Tutaj niestety jest... Tu jest jeszcze... Tu jeszcze jesteśmy słabi jak kupa.
7231:  To niedobrze.
7232:  Dobrze.
7238:  Kraina zgromadzeń, biedne niziołki, ojoj, ojoj, tak, tak.
7249:  Bardzo potrzebuję większej liczby.
7255:  Tak, potrzebujemy bardzo większej liczby wampirów.
7260:  Bezwzględnie.
7261:  Co oznacza, że potrzeba nam... Wiecie co, jest sposób na jedną rzecz.
7266:  To znaczy, jeżeli Fort Oberstier... Aaa...
7273:  Tu będzie rewolta i ta rewolta będzie wampiryczna, czyli zostanie wskrzeszona frakcja nasza, świetnie, tak, na której farmiliśmy.
7281:  Bardzo dobrze.
7283:  Bardzo dobrze.
7284:  Tymczasem w Zoof Bar zwiększa się wsparczenie wampiryczne, świetnie.
7290:  Znakomicie, doskonale i perfekcyjnie.
7293:  Możemy w tak zwanym międzyczasie więcej strażników wiedzy gromadzić.
7298:  Nawiasem mówiąc, patrzcie różnicę.
7300:  Niewielka, bo niewielka, ale zawsze.
7304:  Bitwa o 3 min 2 grana była.
7305:  Fantastyczna sprawa.
7311:  U nas niemiecki pisze Arunas.
7312:  Wygląda tak, że przed około 30 minut nauczyciel sprawdza pracę domową.
7315:  10 jest lekcja i oczywiście jak jest coś źle i się nie umie, to dostaje się 2 za aktywność.
7324:  Straszna.
7328:  Jak nazywa się więzienie dla książek?
7330:  Pyta Klara.
7333:  Bukarest.
7340:  Czaty dopisują dzisiaj.
7342:  Pewnie Maju, że była czytana Grandera Osrona Scotta Cardona.
7344:  I następne tomy, które polecam.
7347:  Dzieci umysłu, ksenocyt, mówca umarłych.
7350:  Absolutnie nie w tej kolejności.
7352:  I jeszcze dodatkowo ta saga kolejna, która opowiada o losach bohaterów naszych na Ziemi.
7358:  Piękna sprawa.
7359:  Trybut?
7361:  Nie, rozwścieczymy bogów.
7364:  Grumblindal nas atakuje.
7366:  Niedobrze, niedobrze.
7368:  ale również Alberich Haupt-Andersen poczuł się miło i pomyślał sobie, że w sumie mógłby nas zaatakować, ale nie wie o tym, że czyha na niego Isabella von Karsztajn.
7385:  Jakie prrusowe zwycięstwo.
7389:  Jakie prrusowe zwycięstwo.
7392:  I oto, moi mili, usłyszycie Izabelę von Karsztajn w całej jej wampirzej sławie.
7410:  Macie rację, ja myślałem kierownik-kierowniczka, a jeżeli chodzi o kierowcę, to jest prosta sprawa, to jest kierowczyni i tyle.
7424:  Dlaczego matematyk musiał odpocząć, bo się przeliczył?
7429:  Czaty to są zbawcy ludzkości, pisze Nadia.
7431:  Tymi sucharami można byłoby dwie Afryki wykarmić.
7433:  Absolutnie tak jest.
7436:  Dobra, dobra... Lecimy.
7444:  Ok, ok, ok...
7452:  Pyrrusowe zwycięstwo to jest dobre?
7454:  To pochodzi od dowódcy starożytnego Pyrrusa, który cały czas uciekał przed Rzymianami swoją drogą i cały czas osiągał wprawdzie zwycięstwa, ale wykrwawiał się w tym czasie.
7466:  No i w końcu przegrał.
7469:  Więc Pyrrusowe zwycięstwo to jest takie, które teoretycznie jest dobre, ale zostało osiągnięte za zbyt dużą cenę.
7474:  Okej.
7481:  Dobra, dobra i dobra.
7484:  I teraz tak, potrzebujemy mieć nasz goon squad wampirzy.
7503:  Szybko!
7505:  Zgodnie!
7514:  Szybko!
7515:  Szybko!
7515:  Szybko!
7517:  Szybko!
7517:  Szybko!
7519:  Szybko!
7520:  Szybko!
7521:  Szybko!
7522:  Szybko!
7523:  Szybko!
7524:  Szybko!
7526:  Szybko!
7532:  Odczarowanie umy nie było łatwe.
7548:  No, co ja poradzę?
7550:  Co ja poradzę?
7552:  Ostrzegałem, żeby nie było!
7554:  Kliknęliście!
7556:  Gdzie jest nasz wampir, który rzucał zaklęcia?
7559:  O nie!
7561:  Tu mamy drugą część wampirów, które rzucają zaklęcia.
7564:  Fatalnie.
7565:  Musimy poczekać, aż dojdą.
7569:  Dolecą.
7574:  Krzysztof się zepsuł.
7577:  Spokojnie, już jestem.
7578:  Szybko!
7580:  Szybko!
7585:  Okej, teraz tak, jak już mamy nasze cudowne wampierze... O, tak.
7596:  Nie wiem, kto za to odpowiada i kto to tak zaprojektował, ale wierzcie mi, po całej kampanii wampirami słyszycie tylko to, nic więcej.
7606:  Dobrze, że nie zrobiono dublażu dla młotka, bo inaczej mieliśmy hyżo, żywawo!
7611:  Hyżo i żywawo, piękne.
7617:  Wasza cierpliwość zostanie wynagrodzona.
7620:  Enemy Wizard spotted!
7622:  O tak!
7623:  Jesteśmy już na spotted, to dobrze.
7628:  Vlad, generuj wiatry magii.
7630:  Tylko do tego ciebie potrzebujemy.
7639:  Uuu, widzę tutaj drugi potencjał na zaklęcie.
7642:  Stanowczo.
7650:  Hyżo!
7651:  Żwawo!
7652:  Podoba mi się.
