Total War: Warhammer II — CYLOSTRA DIRELFIN livestream
🔗 https://www.youtube.com/watch?v=R6IbYz1NgRM

3:  Witajcie na streamie.
11897:  Ten na flankę.
11899:  Ona tu, a ci... Tu.
11915:  Nie atakują.
11916:  Bardzo dobra info... Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
11945:  Ale świetnie, bo Queen Beth ma już zasięg.
11957:  I potrzebujemy naszych dzielnych simpów do tego, żeby dojechać artylerię.
11966:  Tutaj oni też mają niestety konnicę, co mi nie umknęło.
11979:  Nie, nie, nie, nie, nie, nie.
11982:  Tutaj.
11983:  Tu proszę.
11983:  Tu, tu, tu, tu, tu, tu.
11985:  Do wielkich dział.
11986:  Możecie dojechać muszkieterów, też nie obrażę się.
11992:  Świetnie.
11994:  Świetnie.
11994:  I teraz przechodzimy do wielkich dział.
11998:  Gdzie jest Sajlostra?
11999:  Tu jest Sajlostra.
12002:  Gwardia Ricklandu idzie tutaj.
12004:  Rickland to jest imperium.
12008:  Imperium of Men.
12014:  Natomiast myślę, że ta nasza... nasza... pozycja bardzo ładnie po napoleońsku wygląda.
12026:  Dobra.
12029:  Nie, jeszcze nie.
12036:  Ponieważ bardzo chcę, żeby to wyszło dobrze.
12043:  A gwarantuję wam, że to jest piękne zaklęcie.
12046:  Teraz.
12049:  Brace yourself.
12061:  No i to, to... Tak, to jest, to jest miłe.
12067:  Tego nie ma w Rome Total War, ani w Troy, ani w Three Kingdoms, a to jest tak satysfakcjonujące.
12075:  Tutaj wszystko w porządku.
12076:  Wiedziałem, że będą próbowali flankować.
12084:  To jest ciekawa zdolność, to znaczy inwokacja Neheka, która w naszym przypadku będzie absolutnie kluczowa, bo pozwala na wskrzeszanie jednostek.
12091:  Nie leczenie, tak jak we wszystkich innych racach, ale faktyczne wskrzeszanie.
12101:  Co tam jeszcze nam zagraża?
12103:  A już nic.
12106:  Teraz potrzebujemy... Przecież Queen Bess zwariowała?
12110:  Tak, ewidentnie.
12120:  Jedyne co, no właśnie, tu jest ten przypadek, kiedy już nie mamy wiatrów magii, one się bardzo powolnie regenerują.
12125:  Nie mamy jeszcze zdolności, która się nazywa Arcane Conduit, czyli magiczny przewodnik i ona sprawia, że rzeczone wiatry magii regenerują się szybciej.
12146:  Ale to już jest sama radość.
12150:  Dobrze, Paladin... Paladin chciałbym, żeby dojechał wielkie działa, bo one są dla nas problematyczne.
12156:  No, no, no, no, no, no, no, no, no, no, no, no.
12162:  Czemu on nie chce tędy przejść?
12165:  To są tylko muszkieterzy!
12167:  Jesteś na koniu!
12176:  Nie, no błagam!
12178:  Dobra, udało się.
12181:  Jak tam u Silostry?
12183:  Dobrze.
12186:  Myślę, że tutaj flanki już nie są zagrożone tak jak były.
12196:  A co tutaj tak ładne?
12197:  A, to są trupy naszych skuropiaków ładnych.
12203:  Dobrze, Silostra potrzebuje leczenia, więc... Dobra, 6 punktów magii powinno wystarczyć.
12208:  Ok.
12216:  Myślę, że na tym etapie już powinni przegrać stromotnie.
12220:  Tak jest.
12223:  Tak jest, tak jest.
12226:  Silostra dostaje leczenie i... Ale co?
12232:  Poproszę tylko te dzieła dojechać tam, żeby nam nie były w następnej turze.
12239:  No myślę, że sromotnie zostali pokonani, to jest dobra wiadomość.
12249:  No.
12256:  Dobra.
12258:  Zobaczymy jaka to jest ta duża nagroda.
12262:  Już powoli w szeregach naszych jednostek pojawiają się bardzo sympatyczne znaczniki wysokich rank, które oznaczają większe obrażenia i większy zasięg.
12270:  A nie ma nic piękniejszego w przypadku armii opartej na artylerii i muszkieterach niż większy zasięg i większe obrażenia.
12284:  Okej, siedem i pół opłacało się.
12293:  Okej.
12294:  Jednostki uzupełnione.
12297:  Teraz z powrotem do Skegi.
12303:  I na podbiciu z Ikkuratu świtu sobie pewnie zakończymy.
12307:  Magiczne posiłki się nam przydadzą.
12310:  Hmm, to się przyda.
12313:  Co się jeszcze przyda?
12314:  To się przyda.
12321:  Hmm, to też się przyda.
12325:  Port Łupieżców czy Bagienne Miasto?
12327:  Port Łupieżców.
12328:  Potrzebujemy levelować.
12330:  Co tu się dzieje i kto jest przeciwny tutaj?
12336:  Raz, dwa... Oj!
12370:  No, powiedzmy.
12376:  Chciałem mieć ich z głowy, dobra.
12379:  Wskrzesimy sobie bez żadnego problemu.
12382:  Ostatni talizman na szczęście w tym wypadku się nie przyda, Zryw Krakena, cóż to jest?
12389:  No... Okej.
12394:  I... On ma taką cechę, że nieśmiertelność jest fakultatywna.
12401:  Nieśmiertelność polega na tym, że po prostu będziemy mogli go zrekrutować po raz kolejny, jeżeli by zginął na polu bitwy.
12409:  W sumie dość self-explanatory.
12413:  I zdecydowanie chcemy tutaj w rozwój inwestować.
12418:  Silostra ma już piąty poziom.
12419:  No same dobre wiadomości.
12421:  Zikkurat świtu.
12424:  Chcemy też rozwój
12429:  Dobra, to jest ten moment, kiedy myślę, że możemy śmiało kongludować nasz stream.
12436:  Dziękuję wam serdecznie za obecność, za bycie najlepszym czatem wieczoru i zapowiadam już teraz, że w przyszłym tygodniu na zasadzie naszej trójpolówki wracamy sobie szybciutko do Warhammera Mechanicus, więc będziemy śledzić dalsze przygody nędznego brata Jeremiasza i zobaczymy, czy jest w stanie się podnieść z popiołów, które wpadł ostatnim razem.
12459:  A w kolejnym tygodniu powrócimy do naszej diwy dokuczliwej, jeżeli będzie taka wola.
12464:  I dzięki wam serdeczne.
12465:  Pamiętajcie, żeby subować, choć mówię to z ciężkim sercem, bo trafiliśmy na 666 subów.
12471:  Dwójpołówka, tak jest.
12473:  Dziękuję za powodzenia, dzięki wam za obecność w takim razie raz jeszcze i do zobaczenia.
12478:  Do następnego, trzymajcie się.
