Nie ma ognia bez maga ognia — BALTHASAR GELT Livestream #2
🔗 https://www.youtube.com/watch?v=M4K_9rqOrJc

2:  Witajcie w świecie Warhammera!
5955:  Ponieważ ma sieć Amentoka, więc dzięki temu mamy dwa użycia sieci Amentoka.
5960:  Uzyskano podwładny guślarz.
5962:  No tak, oczywiście.
5963:  Podwładny guślarz ma ważną funkcję.
5966:  Podwładny guślarz oto daje rezerwę wiatrów magii.
5969:  Osiem.
5970:  Czy ktoś jeszcze nie ma guślarza?
5973:  Wszyscy mają guślarza.
5974:  Może Baltazar Gelt nie ma guślarza?
5980:  Baltazar Gelt nie ma guślarza!
5984:  Posłaniec jest dobry.
5985:  Brak skażenia jest nam niepotrzebny.
5986:  Guślarz.
5988:  Guślarz.
5990:  Guślarz.
5991:  Czemu nie ma guślarza?
5993:  A, guślarza chyba można wyekwipować tylko dla bohaterów.
5998:  Imperialny gryf dopiero na poziomie 22.
6000:  To sobie poczekamy.
6003:  To jest beznadziejne.
6005:  Okej.
6007:  Sprawdzić, co daje Elektor Sylwanii.
6009:  Już sprawdzamy.
6010:  Słuszna uwaga.
6012:  Elektor Sylwanii daje... Rycerzy Mora.
6020:  Aaa.
6023:  Aaa.
6025:  I stand corrected.
6027:  I stand corrected.
6029:  Ale i tak nie będziemy ich rekrutować.
6031:  Czy to coś nam daje?
6034:  Naprawiamy.
6036:  Dobra.
6039:  Mike Smith miał sposób na stres na studiach.
6041:  Szedłem sobie do parku, siadałem na powalonym drzewie, pośrodku niczego, nikt nie jest w zasięgu, do tego audiobook, kanapeczka z żabki i z jabłuszko.
6046:  Przepiękna sprawa.
6048:  Zwłaszcza jeśli to jest takie jabłuszko, o jakim myślę.
6050:  Czy lubię bezy?
6052:  Wiecie co?
6052:  Kiedyś moi rodzice kupowali coś, co się nazywało tortem bezowym.
6055:  Była to beza z bitym śmietanem i były... ale z bitą śmietaną.
6058:  Bitym śmietanem!
6059:  Krzysztof!
6061:  I były jeszcze takie torciki bezowe małe.
6064:  To były takie małe bezy z bitą śmietaną i miały taką śmieszną czerwoną galaretkę na szczycie.
6070:  Co wy wydobywacie z moich pomroków niepamięci?
6075:  Czemu ta gra nazywa się Total War, jak jest przycisk dyplomacji?
6078:  Słuszna uwaga.
6079:  Swoją drogą, przypomniałem sobie, że nie używaliśmy praktycznie dyplomacji, ale to dlatego, że dyplomacja jest dla słabych, a my jesteśmy magami ognia, którzy są przepotężni.
6087:  Co możemy tutaj zrobić?
6089:  Przyda się...
6092:  I to jest tyle w temacie naszych wydatków.
6095:  Dobrze, nie chcą nas atakować, świetna wiadomość.
6099:  Tak, więcej pieniędzy.
6103:  I inwestujemy, moi drodzy, w imperialną artylerię, bez nawet chwili wahania.
6108:  I inwestujemy, moi drodzy, w burzę ognia, bez chwili wahania.
6112:  I koniec tury.
6114:  Czy wiatry magii to efekt magicznej fasoli z walki?
6117:  Wiatry magii działają w tym uniwersum w dość dziwny sposób.
6120:  Generalnie powiązane są z virem magicznym, który jest w Ulfuanie, czyli pączku, który podbijaliśmy kiedyś w kampanii Dark Elfami.
6128:  Dziady część piąta.
6129:  Dziady, które nie spieprzają, to ilustrowany gamebook, który nada kultowemu dziełu odpowiednią werwę.
6133:  Nareszcie obnaży prawdziwe realia epoki romantyzmu, pisze Karneval Mephisto.
6137:  Wprawdzie jestem poza tematem, ale brzmi ciekawie.
6140:  Dzisiaj zacząłem słuchać audiobooki z ostatniego zrzucenia.
6142:  Muszę wreszcie porządnie wręcić się w świat Geralta.
6144:  Świetny pomysł.
6146:  Musimy powstrzymać secesję prowincji Stirland.
6149:  Nie chcemy secesji prowincji Stirland.
6151:  Nie mamy w ogóle prestiżu.
6155:  Ale za to mamy kolejną bitwę.
6159:  Nagły atak.
6161:  Gdzie rękopis?
6162:  Moi drodzy, zaraz zrobimy rękopis, a tymczasem, ponieważ wypiłem za dużo przed streamem i były to... Napój złocisty, nektar bogów.
6172:  To dwie minutki mi dajcie i wracam do was.
6266:  Wielkie nieba.
6267:  Mike Smith trybutuje.
6269:  W sam raz zdążyłem.
6270:  Dziękuję serdeczne za trybut i dobranoc Mike Smith.
6274:  Nie spierdolimy tego, obiecuję.
6278:  Wielkie nieba.
6278:  Dragomirze również dobranoc.
6281:  Książka wychodzi.
6282:  Dziady, część piąta.
6283:  Dziady, które nie spieprzają.
6284:  Dobrze wiedzieć.
6285:  Jakie obrażanie jamników!
6287:  Ja wszystko widzę!
6288:  Wszystko widzę!
6290:  Nieznaczna porażka.
6292:  Tak, ten system jest bardzo zabawny.
6296:  Chad Baltazar vs. Virgin Reynald.
6300:  No, nie poradzi sobie z nami.
6301:  Nie poradzi sobie.
6311:  Nie przepierdolimy, absolutnie nie przepierdolimy, nie ma takiej możliwości.
6314:  Czy w Warhammerze istnieją Landsknechti?
6317:  W sumie tak, to jest piechota, której nikt nie rekrutuje.
6320:  Ulubiony rodzaj jabłek?
6321:  Czerwone.
6323:  Szybka pora dotycząca światłotworzenia?
6325:  Tak, ekspresowa.
6326:  Wieżaka?
6330:  Proszę.
6331:  Świetlista arka Tempelhof.
6334:  Tempelhof wymaga wyjaśnienia.
6337:  Piorun światłości Solheim'a.
6340:  Solheim wymaga wyjaśnienia, piorun światłości wymaga wyjaśnienia.
6343:  Tolkien powiedział, że w momencie, w którym weźmiemy zieleń i weźmiemy słońce i tworzymy zielone słońce, to wtedy wtórne słowo wytwarza wtórną wiarę i wtórny świat.
6355:  I trochę jest tak tutaj, że za każdym razem, jeżeli wymyślasz jakieś słowo, to...
6359:  Wymaga to stworzenia definicji.
6360:  Jak zaczynasz tworzyć definicję, to myślisz automatycznie nad historią jakiegoś miejsca, nad zależnościami, które tam są, żeby wytłumaczyć lepiej człowiekowi, na przykład, czym jest Tempelhof i dlaczego się tak nazywa.
6370:  Więc ja zawsze polecam zaczynanie światotworzenia od nowych słów i od myślenia o geografii, o polityce i zaraz zaczyna się tworzyć taka ładna galaktyka powiązań.
6379:  Witamy Mateusza Szumskiego w gronie Trybutariuszy.
6381:  Serdeczne dzięki.
6383:  Co sądzę o Norwidzie, mógłby nie istnieć.
6386:  Czy może być coś lepszego niż stream z Warhammera?
6387:  Może stream z Warhammera z dobrym żarciem?
6389:  Absolutnie leksandrze, zgadzam się.
6392:  Co powiedziawszy powie... Krzysztof wgryzł się w batonik, ba!
6400:  Ooo, Kroniki Czarnej Kompanii.
6403:  Wspaniale.
6405:  Wszystkie polecam.
6410:  O tak.
6412:  Świetlista Arka Hisz nie ma strzelać.
6417:  Czołg do tyłu, bo jest zbyt... zbyt naruszony.
6425:  Zraniony czołg.
6428:  Ok.
6430:  Magowie tutaj.
6432:  Geld tutaj.
6434:  Jest.
6436:  Rozkład jazdy znany, jazda z wampirami.
6439:  Absolutnie tak.
6439:  Ulubiona kuchnia.
6440:  Stwierdzenie moja odpada, to słusznie, ponieważ mojej nie ma.
6450:  Chyba zachodnia, jeżeli do zachodniej zaliczymy steki.
6453:  Stek to jest moja ulubiona potrawa, najulubiejsza, jaka istnieje.
6457:  Nie ma nic piękniejszego niż stek.
6462:  Jeszcze do tego wszystkiego stek z whisky na przykład.
6466:  Och, bogowie.
6468:  Albo żeberka.
6470:  Wspaniałości.
6472:  Przychodzi półbaby do lekarza, a lekarz no to ba.
6475:  Kluchenmuchen wygrywa jak na razie, jeżeli chodzi o suchary na czatach.
6480:  Aż sobie popiję.
6481:  Szymon pyta, kiedy jebnie i wrócimy na zdalne?
6484:  Pytam jako student AG-ku.
6486:  W którym ostatnio było, że AGH uczy do ostatniego żywego studenta?
6491:  No wiecie, ja nie chcę nic mówić, ale AGH też był jedną z pierwszych uczelni, która się zarzekała absolutnie, że będzie stacjonarny rzeczywiście do samego końca, więc jest to, nie powiem, niepokojące.
6506:  Ja zdaję się zawsze na mądrość indywidualną wykładowców.
6510:  Tarael przypomina, żeby szanować jamniki, jamraje, diabły tasmansje, kanguroszczury, kanguroszczurki, kanguroszczurniki, nigdy się nie nauczę ich różniać, owczarki kaukaskie, huskie, niełazy, chaski, niełazy, kolczatki oraz wszelkie inne stworzenia żywe.
6527:  Zgadzam się.
6530:  Norwid popełnił bardzo przyjemne grafiki rysunków.
6531:  A tak, tak, to prawda.
6534:  Zauważcie, że wielu grafomanów dobrze rysowało, nie?
6536:  Na przykład Wyspiański nie rysował dobrze.
6541:  Moi drodzy, chyba czas... Czas wreszcie... Przestań strzelać.
6548:  Czas wreszcie zaopiekować się naszym magiem.
6554:  I teraz, żeby nie było takiej sytuacji jak ostatnio, na wszelki wypadek, dajemy tutaj muszkieterów, żeby strzelać do czegokolwiek, co stąd wyjdzie.
6566:  Pamiętacie tę scenę Piękno z Władcy... O!
6568:  O tak!
6570:  O tak!
6571:  O tak!
6572:  Tak!
6573:  Tak!
6573:  Tak!
6574:  Tak!
6575:  Tak!
6578:  Płoń!
6580:  Tak, magia wody, Krzysztof, magia wody jest najlepsza, bo w wodzie się można utopić.
6589:  Magia wody!
6593:  Suche kości płoną!
6595:  Płoną!
6596:  Tak!
6599:  Wspaniałe!
6600:  Domek!
6601:  Nie będzie czynszu w kamienicy!
6603:  Gdzie jest Oliver Twist?!
6605:  Nie ma Olivera Twista!
6607:  Wypalony!
6610:  Wracając do rzeczy... Dlaczego uważam, że Wyspiańsk nie rysował dobrze?
6620:  Nie wiem, nie podoba mi się to po prostu.
6623:  Ja nie jestem znawcą sztuki.
6627:  Nie pomylcie mnie, bynajmniej z jakimkolwiek.
6630:  Ale jak to oglądam, to nie wygląda to dobrze.
6634:  Nie wygląda w każdym razie tak dobrze, jak inne rzeczy, które znam.
6637:  Igni, absolutnie.
6642:  What do you call a fly without a wings?
6644:  A walk.
6645:  Ja znam wersję z tym, z Elonem Muskiem, który popala Marysię i jest podpis Birds can fly, but flies can't bird.
6659:  Absurdalny humor, który uwielbiam.
6662:  Myślę, że możemy kazać naszej artylerii, żeby powściągnęła żar, ponieważ mamy tutaj nowy żar, lepszy żar.
6673:  Jacek Malczewski.
6674:  Wiecie, z polskich malarzy dla mnie istnieje tylko Beksiński.
6677:  Ewentualnie Wojciech Siódmak i tyle.
6685:  Twarze Wyspiańskiego są prawie tak krzywe jak kręgosłup moralny Czarnka, mówi Stefan.
6690:  Andrzej Dudek pyta, co sądzą opowieści z Mekkańskiego Pogranicza.
6693:  Kocham tak jak Magię Ognia.
6695:  Naprawdę.
6695:  Są wspaniałe.
6698:  Wiecie co?
6698:  Uważam, że pod wieloma względami opowieści z Mekkańskiego Pogranicza są lepsze od tego, co napisał Andrzej Sapkowski.
6706:  Możecie mnie zabić, zastrzelić, ale ja wtedy wstanę z martwych i będę mówił to samo.
6714:  Okej, wypalmy.
6717:  Przepraszam, kogo?
6718:  Sterników?
6720:  Dlaczego oni się nazywają sternicy?
6723:  Ale i tak się palą!
6726:  Nie no, obrazy Beksińskiego dajcie spokój.
6727:  Ja pamiętam, pierwszy raz byłem w muzeum w Sanoku, to siedziałem tam tak.
6733:  I nie wiedziałem, co się ze mną dzieje.
6736:  Niesamowite.
6739:  Jak się nazywa polski znany pisarz, który robił w budowlance?
6742:  Władysław Reymount.
6745:  Rodzice w dzieciństwie chowali przede mną zapałki?
6747:  Tak.
6748:  Tak było, tak było, nie zmyślam.
6750:  Głosem Jerzego Urbana.
6753:  Człowiek mem.
6758:  Do jakiej szkoły magii na zeleży Yrden?
6759:  Nie mam pojęcia.
6764:  Jest żona i na wpół wybudzona.
6765:  Dlaczego się nie kładzie, że na ekranie Krzysztof rzucający wir ognia z opętańczym śmiechem?
6770:  Przecież wir ognia jest piękny.
6773:  Wir ognia zasługuje na wszystkie nasze opętańcze śmiechy.
6777:  Może jesteśmy w stanie ubić... Robert Stillman, na co piszczą wszyscy filmoznawcy.
6786:  Krzysztof niszczy Szpilmana.
6789:  Krzysztof nie szanuje Holokaustu.
6793:  Nie, to nie jest Szpilman, to jest Sztylman.
6795:  I ma zginąć.
6799:  Aaa!
6799:  Gin!
6800:  Świetnie!
6801:  Świetnie!
6802:  Wszystko jest piękniejsze, jak istnieje magia ognia.
6805:  Albo jeszcze piękniejsze zaklęcie.
6810:  Błonąca czaszunia!
6812:  Pal, czaszunio!
6813:  Hahaha!
6814:  Pal!
6815:  Pal, czaszunio!
6816:  Śliczna czaszunia!
6818:  Ooo!
6819:  Tak!
6821:  Pięknie!
6823:  O, jaka wspaniała czaszunia.
6825:  A oni się akurat ułożyli w takim rządku ładnym.
6829:  Ładny ordynek.
6830:  Uwielbiam formacje.
6831:  Dzięki formacjom się łatwiej wypala.
6836:  W międzyczasie wszyscy, którzy grają w Warhammera piechotą.
6839:  Ale Krzysztof, formacje są ważne.
6842:  Jak się nazywa zwierzę pomagające w remoncie?
6844:  Waran z komodą.
6845:  Wielkie nieba.
6850:  Jak wielkim piromantą jesteś?
6851:  W skali 1 do 10?
6852:  15.
6852:  Proszę, jakie piękne miasto.
6861:  42-funtówka zuch w baru byłaby też przepiękna.
6864:  To prawda.
6865:  Absolutna prawda.
6869:  Nasz piromanta jest wspaniały, bo on mówi nawet, I'LL BURN THEM!
6873:  Aaaa!
6874:  Pięknie!
6875:  Więcej czaszuń!
6877:  Dlaczego w rozmowie z Szymonem powiedziałem, że uważam, że włączenie uczelni medycznych do grona uniwersytetów to był błąd?
6884:  Ponieważ uczelnie medyczne powinny być uczelniami samodzielnymi.
6886:  Są tam zupełnie inne zasady funkcjonowania.
6890:  Nie oszukujmy się, też stawka jest o wiele większa
6892:  Na uczelni medycznej, jeżeli czegoś nie umiesz, to masz ryzyko, że potem zabijesz człowieka.
6897:  Znaczy porównaj mi to, jeżeli chodzi o stawkę, z sytuacją, w której student nie nauczył się tego, że Gombrowicz jest najważniejszym pisarzem, jaki stąpał po tej ziemi.
6906:  Czyli to jest taki poziom, który jest na polonistyce, nie?
6909:  No nie ma porównania i nawet jeżeli weźmiemy mechanikę chociażby, czyli, no nie wiem, gałąź nauki technicznej, która jest ważna, bo dajmy na to nie chcemy, żeby mosty się waliły, to wciąż zdrowie ludzkie jest najważniejsze, tak?
6927:  Najlepszy dowcip w uniwersum Total War usprawnimy oblężenia.
6929:  Nie, oni nie są w stanie tego zrobić.
6932:  Nie dawać Krzysztofowi dostępu do Orlenu, to to prawda.
6938:  Płacki Płatner pisze, ja siedziałem ze szczęką na ziemi, gdy poszedłem z dziewczyną na wystawę fotografii Beksińskiego w połączeniu z animowanymi jego obrazami.
6946:  On mówi, niesamowite, Beksiński, naprawdę, ja jestem oburzony, że ten człowiek nie jest znany za granicą.
6951:  I wracamy tutaj do stałego problemu.
6954:  Wpakowuje się koszmarne pieniądze w rozpoznawalność takiej Olgi Tokarczuk, ponieważ nikt przy zdrowych zmysłach nie kupuje jej książek za granicą, no bo ma Harukiego Murakamiego na przykład, czyli dajmy na to dobrego i zdolnego pisarza, który jeszcze ma do opowiedzenia ciekawe historie.
6970:  Nie promuje się Beksińskiego, na podstawie którego... Tyle jest gier inspirowanym Beksińskim, że to się w głowie nie mieści.
6979:  W The Medium mamy inspirację Beksińskim, na przykład, znakomitą.
6984:  I wyobraźcie sobie, ile by było inspiracji za granicą, jakby się taki rockstar dorwał do Beksińskiego.
6989:  Wielkie nieba.
6990:  Wielkie nieba, jakie by się wspaniałe rzeczy wtedy działy.
6993:  Jakie wspaniałe gry by powstały.
6998:  Akurat w formacji w Warhammerze mogą być więcej jak w Rome.
7001:  Tylko, że ma to średni sens.
7002:  Wiesz dlaczego?
7004:  Dlatego!
7005:  Jest magia ognia!
7007:  I magia ognia sprawia, że formacje po prostu przestają mieć sens.
7011:  To jest tak samo jak bitwy morskie, których też wielu osobom brakuje.
7014:  Bitwy morskie miały sens w... to było Napoleon Total War?
7017:  Chyba tak.
7018:  I tam to było wspaniałe, absolutnie.
7020:  Ale tam to też miało sens.
7022:  Uniwersytety i politechniki powinny być łączone czy rozdzielane.
7024:  Uniwersytety techniczne mają się dobrze.
7027:  Przede wszystkim prawo patentowe funkcjonuje tak, że jest potrzebne na uniwersytetach technicznych bardziej niż na uniwersytetach ogólnych, więc ja generalnie jestem zdania takiego, że uniwersytet to jest... Uniwersytetów takich sensu stricto to jest w Polsce parę.
7041:  Na uniwersytecie powinno się zgodnie z nazwą wykładać wszystko.
7045:  od Universitas, czyli Wszechnica.
7048:  Więc sama idea tego, że łączymy ze sobą różne typy uniwersytetu, żeby na siłę zrobić Wszechnicę, jest dla mnie trochę głupia.
7058:  Wielbiam, jak ci magowie wrzeszczą badmunch o różne rzeczy.
7063:  Tak, i uważam, że uczelnie techniczne wymagają innego traktowania tak samo jak medyczne, przede wszystkim dlatego, że na uczelniach technicznych potrzebujemy opieki i osłony patentowej.
7072:  To znaczy, w tym momencie jest taka sytuacja, że jeżeli student wymyśli genialne rozwiązanie, tak, to on nie może go opatentować na uczelni.
7081:  Prowadzący tylko mogą, bo tak jest polskie prawo, a bardzo by się przydała sytuacja, w której ktoś robi zajebisty projekt wynalazku na uczelni i może go od razu opatentować, ma osłonę patentową na uczelni.
7093:  A niestety w tej chwili nie ma.
7095:  Więc moi drodzy, jeżeli macie jakieś pomysły na wynalazki, nie marnujcie ich czasem na uczelniach, na zajęcia, okej?
7105:  Krzysztof jara się zaklęciami jak Rzymna Zanerona.
7108:  Coś w tym jest.
7110:  Nie, nie, palenie czarownic nie podoba mi się.
7113:  To jest jedyny przykład magii ognia, której nie popieram, ponieważ marnotrawiono potencjał magiczny.
7118:  A to jest gorsza rzecz.
7122:  Czy szkoły powinny być dzielone na STEM i nie STEM?
7125:  Myślę, że jeżeli w ogóle musimy mieć szkoły w takiej postaci, w jakiej teraz są, to ma to sens większy niż to, co jest w tej chwili na pewno.
7134:  Ludzie się wbrew pozorom zainteresowania kształtują wcześniej.
7139:  Tak mi się wydaje.
7141:  Ale generalnie ja pamiętam siebie też, który nie miał zielonego pojęcia, co chce w życiu robić.
7147:  I uważam raczej, że w szkołach w ogóle nie powinno być żadnych przedmiotów, tylko nauczanie pod łuk tematów, nazwijmy to, różnych, które się mogą przydać nam.
7157:  Przepraszam, czy ta artyleria ocipiała, mówiąc kolokwialnie?
7160:  Bo chyba tak.
7162:  O, wiem, co zrobimy!
7164:  Zaczniemy sobie chodzić!
7166:  Bo od tego jest artyleria, tak?
7168:  Żeby chodzić.
7170:  Dramat.
7173:  Dramat.
7176:  Czy będzie kiedyś film, wykład z historii Warhammera?
7177:  Brakuje po polsku takich filmów na YouTube.
7179:  Myślę, że jest zapotrzebowanie na to, bo ja się zastanawiałem nad tym.
7184:  Problem polega na tym, że ja się średnio czuję w robieniu wideosewów, bo jestem perfekcjonistą i to trochę nie pasuje do mojego vlogowego stylu, ale może coś wymyślę w tym kontekście.
