Wielka ucieczka — THOREK IRONBROW livestream #2 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=J7t_63q-mDg

2:  Witam wszystkich!
7291:  jako uczelni, jeżeli chodzi o ludzi, którzy tam są, są bardzo fajni.
7296:  Filozofia na UMK jest na przykład bardzo fajnie prowadzona.
7300:  Zrobimy sobie mały, dobry corner camping.
7303:  No nie ma nic lepszego krasnoludami, umówmy się.
7307:  Boże, mamy samą artylerię, mam wrażenie.
7318:  i hichopter.
7319:  Hichopter?
7321:  Gdzie jest hichopter?
7323:  Tu.
7327:  Mi się chyba udało ze studniami, pisze Baba Jaga, nic złego się nie działo, przed pierwszą sesją odeszła połowa roku, więc sympatyczna grupa trzydziestoosobowa i nikogo nie obchodziliśmy.
7336:  Bo i tak nikt nie lubi archeologów!
7338:  Boże, cóż za konkluzja!
7340:  Ale to zawsze dobrze, jak są małe grupy, tak swoją drogą.
7344:  O, Karol Paciołek to świetny gość, chodziłem z nim do ELO, no proszę.
7348:  To jest kampania.
7349:  To nie jest multi.
7350:  Rozpoczynamy bitwę.
7351:  O, jak mi przykro, że wampiry nie mają czym do nas strzelać.
7379:  Ale... Co tutaj jest?
7382:  Vargaisty to jest w zasadzie jedyna rzecz, której się musimy tutaj obawiać.
7385:  Ewentualnie skrzydlatym aż... Szybko się przeraziłem, że mamy źle naszych bohaterów rozlokowanych.
7404:  Adam pisze, że w sumie chciał podziękować za pokazanie Google Scholar, bo wychodzi na to, że nowy RPO nie jest takim słabiakiem jak pan minister edukacji.
7410:  No właśnie, to jest dobre, że można w Scholarze na własną rękę pewne rzeczy sprawdzić, nie czekać aż wypowie się jakiś geniusz z prasy, a prawda jest taka, że ludzie, znaczy dziennikarze bardzo często też nie znają tych narzędzi i kierują się tylko i wyłącznie tym, kto na przykład jako uczelnię kończył, co nie zawsze jest słuszne i dobre.
7433:  Wiecie co, my to im urządzimy krwawą rzeźnię.
7436:  Pod warunkiem, że nasz Lord się będzie w stanie ruszyć.
7441:  To jak się Vito Corleone dostał się na Wydział Filozofii i Nauk Społeczności na UMKT, to jest fajna rzecz.
7446:  Tam jest dużo, dużo fajnych ludzi.
7449:  Kontakt z Darkiem Brzostkiem polecam, intensywny.
7453:  Przefantastyczny człowiek i przyjaciel kultury popularnej, rzadko się zdarza.
7464:  Gdybym miał przywołać dowolną postać z dowolnego uniwersum, to kogo i dlaczego?
7469:  Przywołać?
7471:  Ja myślę, że chyba Kwotę od Rotfusa.
7474:  Tak sobie myślę, z Patrika Rotfusa.
7476:  Bo nie dość, że Mak to jeszcze Bard, więc się można zabawić, napić wspólnie wspaniałości,
7489:  Troszeczkę... troszeczkę musimy zmodyfikować naszą... ale tylko troszeczkę.
7496:  Niepokoi mnie tylko bardzo to, co tu się dzieje.
7499:  Ciągle nas atakuje ten wraży maszkaron.
7503:  Ale chyba zdołamy to wykorzystać.
7506:  I przynajmniej rzucimy tutaj runę naszą jedną.
7520:  O, Boże, te nietoperze to jest... Zabić nietoperze, bo niszczą nam artylerię, to jest niedopuszczalne.
7534:  Haha, czy myślałem przypomnieć o kwotę?
7535:  No tak, tak.
7539:  To jest bolesna sprawa, biorąc pod uwagę to, jak długo czekamy na Doors of Stone, ale co zrobić.
7551:  drażnią mnie te, no strasznie mnie drażnią te nietoperze.
7555:  To jest tak beznadziejna jednostka.
7557:  AI uwielbia tego używać.
7572:  Mam nadzieję, że mi się udało ich wycofać przynajmniej.
7582:  Nie, toperze też jak archeolodzy, też ich tam nikt nie lubi.
7585:  Oj tak, z Chin!
7586:  Stanowczo.
7590:  No nie no, nasz bohater nam ginie, co to jest w ogóle?
7604:  No mam nadzieję, że nie zginie jednak.
7608:  Kto im pomyślał, że mogą być wąbierze takie silne?
7616:  Bardzo nam brakuje chyba jednak pierwszej linii, czyli żelaznych rębaczy.
7620:  Tak, to jest coś, czego nam zdecydowanie brakuje.
7630:  Mmm, niedobrze.
7638:  Dobra.
7639:  Możemy jeszcze zrzucić parę bomb i chyba to zrobimy.
7643:  Tutaj.
7646:  No to sytuacja jest niedobra.
7649:  Bałagan w szeregach!
7652:  Fatalnie.
7671:  Dobra.
7676:  Ginął.
7677:  Powoli.
7682:  Dlaczego nie korzystam z pauzy?
7684:  Cóż ona mi da?
7688:  Nie mogę spowolnić czasu na legendarnym tak czy siak.
7691:  To jest niemożliwe.
7696:  A, ścierwowóz nam tak robi.
7698:  Niedobrze.
7701:  Okej, czy jesteśmy w stanie zaprowadzić minimalny porządek w szeregach, czy nie do końca?
7710:  Powiem wam, że nie lubię bełtomiotów.
7712:  Nawet w tej wersji, którą ma, one są absolutnie do... do wyrzucenia z naszej armii.
7720:  Nie spełniły swojej roli.
7723:  136 zabitych przy katapultach?
7724:  Mmm, zdecydowanie.
7733:  Troszeczkę powypalamy grobową straż jeszcze.
7753:  Porządek w szeregach poproszę, natychmiast.
7760:  Całkiem silna armia jest, jak na taką defaultową frakcję wampiryczną.
7766:  Nie doceniłem przeciwnika.
7769:  Haha.
7771:  Jakich exploitów używam w Warhammerze II?
7773:  Wszystkich, których mogę.
7775:  Przede wszystkim, jeżeli chodzi o ten exploit, który już widzieliście parę razy.
7780:  To jest chyba najczęstsza rzecz, której używam, ponieważ ja generalnie mam taką zasadę, że mamy same prorosowe zwycięstwa dzisiaj, mam taką zasadę generalnie, że używam tylko i wyłącznie exploitów wtedy, kiedy jakaś gra mnie nie szanuje i ja uważam, że gra nie szanuje mojego czasu na przykład wtedy, kiedy każe mi się przesunąć centymetr na mapie, ponieważ teren jest trudny.
7798:  Nie lubię takich rzeczy.
7807:  Dobrze, nie straciliśmy przynajmniej żadnej jednostki.
7812:  Grabież i okupacja, tak jest.
7814:  Dobrze.
7815:  Zniszczyliśmy frakcję, świetnie.
7818:  Jak znam życie, teraz zaatakuje nas Lybaras.
7822:  Okej, ale to nie jest głupie.
7825:  Będziemy mieli szybko nadwyżkę tutaj.
7827:  Replenishment jest jak zwykle beznadziejny.
7830:  Hmm.
7838:  To jest ciekawe.
7839:  W sumie widzę, że Toreka można praktycznie w 100% wylewelować.
7844:  Dobrze, co to nam daje?
7846:  Magowie wroga w zasięgu działania przy rzucaniu czaru spowodują feralną eksplozję.
7852:  Brzmi fantastycznie.
7855:  Okej, i teraz tak.
7858:  Za trzy tury będziemy mieli posiłki tutaj, jednostek, które nas interesują.
7864:  Tu moglibyśmy mieć jedną jednostkę wypalaczy, ale my już w sumie mamy.
7867:  Dobra, tyle.
7870:  Jak to jest, że o Star Warsach czy o Watchem mogę czytać i siedzieć w tych uniwersach, a do matury się nie potrafię uczyć przez więcej niż 20 minut?
7878:  No proste, bo to zależy, jeżeli się nie koncentrujemy,
7884:  czyli mamy zanurzenie, to wtedy można przyswajać, wchłaniać wiedzę wielokrotnie szybciej.
7892:  Myślę, że coś takiego jak immersive learning, jeżeli by ktoś to wymyślił i opracował dobrze, to mogłoby zrobić absolutną furorę w nauczaniu.
7899:  Właśnie dlatego, że tak jak piszesz, na czymś to polega, że się bardziej tym interesujemy wtedy.
7906:  Dobrze, czas najwyższy będzie przede wszystkim.
7909:  Tego się pozbywamy.
7912:  Tego się pozbywamy.
7915:  Myślę.
7916:  Docelowo.
7918:  I wypełnimy to sobie bohaterami za moment.
7923:  Okej.
7923:  Jak tutaj sytuacja wygląda?
7926:  Tutaj nam się powoli robi dumstak.
7928:  Dobrze.
7932:  Dobrze.
7932:  Jest okej.
7935:  No właśnie, właśnie tak, tak.
7936:  Wywalam bełtomioty.
7937:  Robię dokładnie to, co sugerujesz, Hannibal.
7939:  To znaczy wywalamy bełtomioty, bohaterów rekrutujemy za dwie tury.
7942:  Tutaj Kroggar znowu próbuje oblegać.
7944:  Przepięknie.
7950:  Jakie książki fantasy na początek?
7954:  Mikox, zależy co lubisz.
7956:  Natomiast generalnie, jeżeli chodzi o lekką fantasy do poczytania, do wczucia się w gatunek,
7964:  Mega polecam Patrysie McKillip, mistrz zagadek z Hedy na przykład.
7969:  Fantastyczna sprawa.
7971:  O, za jedną turę możemy rekrutować bohaterów.
7973:  Świetnie, czyli mamy dwójkę bohaterów.
7975:  Co będziemy mogli jeszcze wyrekrutować?
7979:  Żyrokoptery nam są niepotrzebne.
7982:  Na razie.
7984:  Ale bardzo bym chciał móc... O właśnie, żelaźni rębacze.
7989:  To jest coś, co jest konieczne, ale to jest dopiero za cztery tury.
7992:  Wtedy nasz Doomstank będzie praktycznie gotowy.
7995:  Jeszcze jest jedna rzecz, której potrzebujemy, to znaczy artyleria.
8000:  Ale artylerię niestety będzie trzeba zbudować w... No właśnie.
8004:  Organki.
8005:  Tak, tak, organki.
8006:  Bardzo tego potrzebujemy.
8011:  Wiecie co?
8015:  Tu sobie zrobimy artylerię.
8020:  Co myślę o książkach bez happy-endu, a bardzo lubię, rzadko się zdarzają.
8025:  Na przykład Trylogia Rubieży Jeffrey'a Forda.
8028:  To była książka bardzo bez happy-endu.
8031:  Nie czytałem, drogi szamana.
8033:  Miło się słucha, jak mieszam kulawy system edukacji z błotem.
8037:  I'm your guy to do so.
8040:  Ale po praktykach w gimnazjum uznałem, że psychicznie bym nie wytrzymał, mimo że chciałem być belefrem.
8044:  No ja też miałem praktyki szkolne, tylko bardzo mnie bawi, jak czasem w komentarzach przyjdzie jakiś polonista i zaczyna mi mówić,
8049:  że no, kolejny YouTuber.
8053:  To nie jest mój pierwszy zawód, ale co tam.
8056:  I się wypowiada nad tym, na czym się nie zna.
8058:  Zawsze jest ten, to jest przepiękne, w sensie przesmutne, że w moim środowisku zawsze jest stosowany argument, że no, nie znasz się.
8067:  Jak ktoś przeczyta 140 książek, to usłyszy, no, nie znasz się, bo nie przeczytał 157.
8072:  Albo nie przeczytał tej jednej, którą zna rozmówca.
8075:  Strasznie jest to denerwujące.
8080:  Czy na 25 tysięcy subów będzie stream z gier edukacyjnych?
8086:  Można byłoby dla jaj obczaić parę gier edukacyjnych, ale Boże, ja bym wtedy konał.
8094:  Czy czekam na nowego He-Mena z Netflixa?
8097:  No, może.
8100:  Strasznie dawna rzecz He-Men u mnie.
8104:  O, o, bardzo dobry Mission Engineer.
8109:  Agnieszka Hałas, cykl o świecie zmroczy.
8111:  Właśnie nie, a podobno bardzo dobry.
8115:  To się chyba stakuje, z tego co wiem.
8120:  Ale spokojnie, na razie potrzebujemy tej runy.
8124:  I jeszcze mistrz inżynier.
8127:  Spacz inżynier?
8127:  To spacz i nie, nie, nieeee!
8129:  Nie spacz inżynier, niestety.
8130:  Dobra, yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
8140:  Rembacze, absolutnie, i artyleria, to jest druga rzecz, której potrzebujemy tutaj.
8144:  I nagle nie mamy żadnych pieniędzy.
8146:  Standard.
8148:  Okopanie się artylerii, sale wielkich gildii, prace budowlane, okopanie się artylerii.
8162:  Gra edukacyjna o JP2, przerażacie mnie, że takie rzeczy są w ogóle.
8166:  Czytałem Dzieci Hurina.
8168:  Dzieci Hurina są w zasadzie już w Silmarillionie.
8171:  Ja czytałem Silmarillion i Księgę Zaginionych Opowieści.
8174:  Pamiętajcie, to są dwie różne rzeczy, więc Dzieci Hurina i, to się powinno w zasadzie bez H czytać, jak również Upadek Gondolinu i tak dalej, to są wszystko historie tak bardziej zbeletryzowane i rozszerzone, więc jeżeli się czyta o Księgę Zaginionych Opowieści, to wychodzi na jedno.
8193:  Live z programowania, że zachęcam do tego, a to wiecie, ja mogę do tego zachęcać, ale to nie oznacza, że ja się na tym znam.
8199:  Jest tysiąc osób lepszych, które mogłoby zrobić live na ten temat.
8202:  Ja po prostu uważam, że po sobie też to wiem, że zamiast uczyć się języków obcych, powinno się uczyć języków od programowania.
8209:  Między innymi dlatego, że mnie na przykład w porę nie nauczono różnych języków i ja w tym momencie, moja przyswajalność jest tak niska, że ja już się sam nie nauczę.
8219:  Niestety.
8220:  Ja już mam tego świadomość, że ja się już nie potrafię uczyć tak, jak kiedyś się potrafiłem uczyć.
8229:  Ja jej po prostu nie zapamiętuję.
8232:  Głupi krasnolud nie zasługuje na zaszczytny tytuł z patch Inżyniera.
8235:  Nie mógłbym się bardziej zgodzić.
8238:  Absolutnie nie mógłbym.
8241:  O, świetnie, będziemy mieli tutaj jakiś level, a w ogóle... Ach, bo my nie możemy tylko w jednym miejscu rekrutować mistrzów run.
8249:  Ile możemy?
8251:  Mam nadzieję, że wzrośnie szybko ten limit.
8256:  Coś tu się zmieniło?
8257:  Absolutnie nic.
8258:  Tutaj się coś zmieniło.
8263:  Atak w zwarciu.
8265:  No, czemu by nie.
8268:  Z Tolkienów, które Pruszyński wydawał awaryjną rzeczą jest Beren i Lufia.
8271:  No to jest jedna z piękniejszych opowieści w ogóle, absolutnie.
8274:  Co sądzę kolokwialnie mówiąc o idei zaorania wychwalania powstania warszawskiego, jestem generalnie rzecz biorąc zwolennikiem nie wychwalania powstań wszystkich, które były, ponieważ to jest wszystko ten nasz ohydny polonocentryzm, którego nie znoszę i wysławianie cały czas tego, że och, och, jak świetnie umieraliśmy i ginęliśmy.
8294:  Miejsce takich rzeczy jest w muzeach, to znaczy ja chcę móc sobie pójść do Muzeum Powstania Warszawskiego i wtedy sobie się o tym przekonać.
8301:  Mam taką możliwość, nie?
8302:  Natomiast nie uważam za konieczne, żeby spamić tym w edukacji.
8308:  Obrażenia od wybuchu dla artylerii.
8314:  Ależ oczywiście, że tak.
8316:  Bierzemy to bez zastanowienia i będzie tylko trzeba to zrobić sensownie.
8326:  Gdzie jest ta runa do artylerii?
8328:  Jest, runa spalania.
8331:  Mieliśmy już jedną, runa sanktuarium, runa sanktuarium, magiczna ochrona, runa stoicyzmu, to jest nam niepotrzebne, runa spalania.
8340:  Dobrze.
8341:  I jeszcze jest na naszego nowego bohatera potrzebujemy, może na tego wpierw.
8347:  Tu jeszcze jest trzecia runa wielka do dania.
8350:  Mamy jakąś wielką?
8351:  Nie, nie mamy niestety.
8356:  Książki, podcasty i tego typu rzeczy do nauki łaciny.
8360:  Szczerze powiedziawszy nie uczyłem się łaciny zanim korzystałem z tego typu rzeczy, ale wiem, że jest taki ładny kanał Invicta o historii starożytnego Rzymu, bardzo często tam oglądam sobie różne rzeczy.
8375:  No niestety, tak, jak człowiek wejdzie w wiek 25-30, to zdolności do wielkiego przyswajania wiedzy zaczynają spadać.
8381:  Tak, ja nawet nie zdawałem sobie sprawy, jak bardzo, dlatego ja po prostu zaakceptowałem to, że, widzicie, wiele razy się tak zdarza, że ja czegoś nie pamiętam, mimo że coś oglądałem albo znałem, ale ja już to zaakceptowałem.
8391:  To znaczy, na przykład, jak teraz piszę książkę, to ja nie czytam niczego do niej wcześniej.
8396:  Wcześniej to było tak, że przeczytałem całą bibliotekę i dopiero zaczynałem pisać, teraz nie.
8400:  Teraz po prostu piszę po swojemu i doczytuję różne rzeczy na bieżąco.
8404:  O Boże, tutaj znowu te wąpierze są, ale tym razem mam lepszy garnizon, mam wrażenie.
8411:  Jak spotkanie o 11 minęło wczoraj, no jak wszystkie spotkania, wiecie, ja mam takie wrażenie, że spotkania są po to tylko i wyłącznie, żeby ludzie mieli takie poczucie, że no tak, coś dzisiaj zrobiłem.
8421:  One nic nie zmieniają, miałem ogromną nadzieję, że ten czas pandemiczny sprawi, że przestanie się tak feteryzować wieczne spotkania, ale tak nie jest niestety.
8435:  No, polska edukacja ma niezdrowy fetysz na punkcie martyrologii.
8440:  Co do tego się bardzo zgadzam.
8446:  Ja naprawdę chciałbym móc tego nie musieć robić, no.
8455:  Ale w przeciwnym wypadku mielibyśmy mniej bitew naturę.
8464:  A on ucieknie.
8466:  A, mówiłem?
8466:  Wiedziałem, że ucieknie.
8472:  Pozwiewanie tych przeciwników.
8474:  Tchórzliwi.
8476:  Wzmocnimy pancerz.
8479:  Jak tu jest sytuacja z... Ja się obawiam, że Rasetra może upaść, jak tak dalej pójdzie.
8494:  Czekam na nowego Levelorda, nie researchowałem tematu.
8513:  Jakim cudem?
8513:  Przecież my stacjonujemy tutaj obok.
8518:  Walczymy, nie ma opcji.
8535:  Dobrze, teraz robimy corner camping, tylko pytanie, w którym rogu?
8540:  W jednym i drugi jest zły, bo są te przeklęte wydmy.
8546:  Dwarf Warriors!
8562:  Dobra.
8565:  Przesuniemy się tutaj maksymalnie.
8571:  Tak, tu myśl.
8573:  Chociaż kurczę.
8577:  Wiem.
8578:  Wiem już jak.
8579:  Tu.
8582:  Mhm.
8591:  o tak, tak zrobimy tutaj górnicy dla ochrony artylerii, łuczników i jeszcze raz dla artylerii jak przesuwam całą armię bez łamania formacji, zaznaczasz całość lewym i z altem przytrzymujesz i lewym wtedy można myszy z przyciśniętym altem całą formację przesuwać, o w ten sposób a jak wciśniesz ctrl jeszcze można równocześnie wtedy obracać
8623:  Bardzo praktyczna rzecz.
8632:  AI jedną rzecz się nauczyło robić, to znaczy flankować.
8635:  To świetnie, z tym sobie radzi świetnie.
8650:  Tu mamy szansę mieć bardzo dużo...
8654:  Co sądzę o książkach C.S.
8657:  Lewisa o chrześcijaństwie?
8659:  No właśnie, cały problem polega z Lewisem na tym, że on robi alegorie.
8664:  Ja bardzo nie lubię fantasy, która jest alegoryczna.
8669:  I szczerze powiedziawszy, zarówno Trylogia Kosmiczna, czyli coś mega mało znanego Lewisa, jak i Narnia mi pod tym względem nie odpowiada.
8678:  Ale z drugiej strony, jak czytałem...
8682:  No na przykład Lwa Grossmana, czarodziejów, którzy mają być takim rozliczeniem z Narnią, no to jednak wolę wciąż Narnię.
8693:  Dobrze, udało nam się przeszpilić te wstrętne nietopyrze.
8712:  Jakieś ciekawe struty klawiszowe do Warhammera.
8714:  No to w zasadzie ten Ctrl i Alt, o których wam powiedziałem, to są główne rzeczy, których używam.
8718:  No oczywiście wsadem się poruszacie po całej bitwie.
8722:  Takie bardzo podstawowe, mi się kontekstowo przypomni.
8737:  Musimy jak najdłużej utrzymać katapulty.
