Na wieki wieków Spaczeń 🧀 — IKIT CLAW livestream #7
🔗 https://www.youtube.com/watch?v=QrxKMNCBoWE

6:  Kevin!
7134:  Tak samo jak wbrew wszelkiej logice jest to, co się po tej reklamie pojawia tuż w Multikinie, tak, to było przed tym pieprzonym Matrixem wszystko, to znaczy pojawia się jakiś polski aktorzyna, czarny ekran oczywiście, bo wiadomo, sztuka, i w rogu czarnego ekranu jest napisane legalna kultura.
7151:  I taki, nie wiem, Borys Szyc na przykład mówi, dziękuję ci, dziękuję ci, że przyszedłeś do gina i oglądasz to z legalnego źródła.
7166:  Nie możecie se zamówić takich reklam, nie wiem, w serwisie pirackim dowolnym?
7170:  Weźcie se zamówcie te reklamy na CDA.
7174:  Jeżeli chcecie dotrzeć do ludzi, którzy nie oglądają z legalnych źródeł, to na tym polega docieranie do konsumenta.
7180:  Dlaczego ja jestem karany za to, że poszedłem do kina i wywaliłem te pieniądze przez jakiegoś durnego szyca, który płacze mi, że dostaje dzięki mnie pieniądze?
7190:  Round off.
7193:  Krzysztof nie wyłącza nigdy urządzeń mobilnych przed seansami, ponieważ na seansach notuje.
7203:  Multikinie można 60 złotych zapłacić, niestety.
7206:  Znaczy, to zależy, w ile osób się idzie, tak?
7208:  I zależy, kto płaci.
7211:  Więc u mnie zwykle to się w tego rodzaju kwotach plasuje.
7217:  A potem jeszcze jedzonko, wiadomo.
7221:  Masz, możesz to wyciąć i wrzucić jako short, a problem polega na tym, że shorty to jest 60 sekund tylko.
7227:  Więc żeby to zrobić w 60 sekund, trzeba się trochę nabiedzić.
7233:  Po co myśmy tutaj szli?
7237:  Skrot owrzodzony?
7243:  Co tu się dzieje?
7248:  No, zaczęło się od zwykłej cegły.
7250:  No tak, no bo chodzi o reklamy.
7253:  Drażni mnie strasznie, bo wiecie, przecież są seanse reklam w kinach zachodnich, tak zupełnie na serio, a wyobrażacie sobie u nas seans reklam czy noc reklam, no ja bym się rozpłakał.
7264:  Były robione parę razy, widziałem, ale po jednej edycji chyba przestało właśnie, któreś z kin, które śledziłem.
7275:  Aaa, dotrzemy!
7276:  Tak, tak!
7277:  Aaa, dobrze, dobrze!
7280:  Bibalii naszy!
7283:  Świetnie!
7286:  W temacie kina, idę na Spidermana, czy warto?
7289:  Oj tak!
7290:  Oj tak, naprawdę, świetnie.
7292:  Te spoty legalnej kultury, pisze Klara, to jest po to, żeby ludzie się poczuli dobrze, że są takimi dobrymi ludźmi obywatelami.
7298:  Nie patrzyłem na to w ten sposób, ale ja się poczułem gorzej, bo to jest jeszcze tak pretensjonalnie mówione, że... Niech dzwon uderza, uderza!
7310:  Ktoś jeszcze pytał na czatach, zanim zacząłem rantować, czy bym wziął posadę voice aktora do Warhammera Fantasy.
7317:  Tak!
7318:  Bez chwili wahania!
7324:  Trzymaj to czysto!
7326:  Dzwon musi być czysty, żeby uderzał spiżowym głosem.
7329:  Co tu się dzieje?
7330:  Nie, nie... Co się dzieje?
7334:  Nie mamy dobrych bohaterów do rekrutacji.
7339:  Witamy Drumumina.
7341:  Long time no see.
7345:  Czy znam jakąś dobrą reklamę, po której mi opadła szczęka?
7348:  Tak, reklama Skillshare z Neillem Patrickiem Harrissem, która zaczyna się od Neilla Patricka Harrisse'a z jego cudownym, oszalającym uśmiechem mówiącego I'm Neil Patrick Harris, actor, singer, Tony winner.
7363:  Wink, wink.
7365:  Ja już jestem kupiony w tym momencie i reklama polega na tym, że Neil Patrick Harris nie ogarnia, jak działa Skillshare i ludzie pokazują mu, jak działa Skillshare.
7373:  Można?
7373:  Można.
7375:  Pierwsza, która mi przyszła do głowy.
7377:  Jakaś niedawno go ja widziałem.
7381:  Druga rzecz, którą można fajnie wykorzystywać, to właśnie robić reklamy, które są osadzone w jakichś światach fantastycznych.
7386:  Jeżeli lubimy to oglądać na co dzień, to czemu byśmy nie mieli tego oglądać też w reklamie?
7391:  Dla mnie to by działało w 100%.
7397:  Musimy budynek, platformę gnębiciela zbudować.
7400:  To jest bardzo ważna rzecz.
7404:  Matrix 4 był widziany, będzie rozmowa na bez schematu Awake właśnie o Matrixie.
7408:  Jutro nagrywamy zresztą, więc powinna jakoś nowym rokiem być.
7415:  To zabawne, że wraz z ograniczaniem ekonomicznego dostępu do kina rośnie... Co rośnie w Łukaszu?
7423:  Jak nauczycie angielskiego?
7424:  Jak nauczyłem się angielskiego?
7425:  Pyta Julia.
7427:  Myślę, że w szkole nie za bardzo.
7428:  Ba!
7429:  Szkoła mnie straumatyzowała, jeżeli chodzi o lekcje języka angielskiego.
7431:  Byłem przekonany, że nie umiem mówić.
7434:  po czym 14 lat się próbowałem uczyć.
7438:  Miałem korepetycje wykupione przez rodziców, dodatkowe lekcje, wszystko.
7441:  Wszystko, czego można chcieć miałem.
7444:  Tylko że to nie dawało absolutnie nic.
7447:  No więc jedyny, jedyny sposób, jaki mógł być, to
7451:  zamówienie lekcji prywatnych, tylko że to był też problem, ponieważ musiałem mieć lekcje z kimś, kto by ogarniał mój styl, bo to był mój warunek.
7460:  To znaczy, ja chcę się nauczyć mówić po angielsku nie tak, jak mówią inni, tylko tak, jak mówię ja.
7465:  Więc w końcu udało mi się znaleźć taką osobę i ona mnie nauczyła, odblokowała i uczyła mnie przez książki, seriale i filmy.
7470:  Niespodzianka.
7473:  Ale na przykład FC zdałem z ledwością na B.
7479:  Po czym dwa lata później miałem wykład na Uniwersytecie Oksfordzkim na konferencji.
7486:  Ale egzaminy językowe są świetne i miarodajne.
7490:  Świetnie sprawdzają miękności recytowania tego, co jest na egzaminach.
7495:  I przede wszystkim świetne są dla ESOL-a, czyli tej organizacji, która razem z Instytutem Brytyjskim British Institute robi egzaminy.
7505:  To znaczy, no wiadomo, że to jest świetny interes, nie?
7508:  To są genialni ludzie, którzy mówili wszystkim, że ten egzamin cokolwiek daje i zarabiają na tym ciężkie pieniądze.
7517:  Witamy Żabcie i Paulinę na czatach.
7520:  Reklama DeLonghi, pisze Paulina, z Bradem Pittem jest super.
7522:  Brad Pitt w niej to kotuwa.
7524:  Wszystko z Bradem Pittem jest super.
7525:  Tak samo jak wszystko z Neillem Patrickiem Harrisem albo z, nie wiem, znaczy nie, z Neillem Patrickiem Harrisem nie jest wszystko super, odkąd Neil Patrick Harris zagrał w Matrixie.
7536:  Wycofuję się z tej tezy.
7538:  Chyba wszystkie punkty ruchu wyczerpaliśmy, tak mi się wydaje w każdym razie.
7543:  Serwatka jeszcze!
7544:  A, serwatka się zaczaja tutaj w piaskach pustyni.
7551:  No egzaminy zwalczają umiejętność trzaskania egzaminów, absolutnie Tomaszu, niestety.
7555:  Jak pamiętam egzamin z British Council to ich rozwiązywanie to osobne skilli, mówi Krzysztof.
7559:  Tak, ja też tak miałem, znaczy moja Angliska mnie przygotowywała fizycznie do FC, ona się nie kryła z tym i nawet rozróżniała to od jedno od drugiego.
7572:  Żaba się obrudziła po wyprawionych urodzinach.
7574:  Niewiele pamięta.
7575:  Dobry wieczór, czaty.
7576:  Przywitała się z nami żabcia.
7578:  Mam nadzieję, że... A czy nie, jeżeli nic nie pamiętasz, to nie mogę spytać, jak było.
7582:  Czy chcemy paktu o nieagresję?
7584:  Absolutnie nie chcemy paktu o nieagresję.
7585:  Jesteśmy agresywni względem wszystkich.
7587:  Wyjąwszy wielką królową Kalidę.
7595:  Ja polecam naukę angielskiego, jeżeli ktoś rzeczywiście nie chce tylko się uczyć sam, przez immersive learning, oglądanie seriali, granie w gry i czytanie książek, czy rozmawianie z ludźmi, bo nie zapominajmy, że to jest główny powód, dla którego się uczymy języków, żeby móc rozmawiać z innymi ludźmi, to polecam prywatne konsultacje.
7618:  Najlepiej z tłumaczem.
7619:  Tłumacze zwykle ogarniają najczęstsze pytania, jakie się pojawiają, to znaczy jak powiedzieć coś.
7627:  Ok, nie będę się przesadniał.
7629:  Czy zwiększenie nam coś da?
7634:  Aż jestem ciekaw.
7634:  Tak, da!
7647:  A co to jest?
7651:  Heee?
7658:  Tempelhof?
7666:  Nie no, nie mówcie mi, że stracimy tak szybko bombę.
7671:  Niedobrze.
7680:  Cholera, eskabarzy!
7681:  Eskabar power!
7682:  Szybko, szybko!
7706:  Są ludzie profesjonalnie zajmujący się tylko uczeniem do egzaminów?
7708:  Tak, nazywają się nauczyciele i pracują w szkołach.
7715:  Za ostro?
7716:  Nie, to już jest taka pora.
7717:  Dobra, mamy bardzo niewielu strzelców, ale mamy za to katapultę i skupmy się na wykorzystaniu tej jednej katapulty maksymalnie, jak jesteśmy w stanie.
7726:  I mamy maga.
7729:  Więc teraz tak.
7731:  Sposób na wampiry jest następujący.
7734:  Musimy zbić się w kupę.
7738:  Yes, superior one!
7741:  Najpoważniejszy problem to są czarni rycerze.
7745:  I czarnych rycerzy musimy ustrzelić z wykorzystaniem wszystkich naszych sił procarzy.
7751:  A resztę spróbujemy opóźnić.
7753:  One!
7764:  O tak.
7766:  I ostrzeliwać rycerzy.
7768:  Z wszystkiego, co mamy, czyli z bardzo niewielu rzeczy.
7771:  I druga rzecz, czy jesteśmy w stanie pieprznąć zaklęciem?
7773:  Jesteśmy w stanie pieprznąć zaklęciem.
7778:  Ha, ha, ha!
7780:  Słaba odporność na magię!
7786:  Uuu, niedobra wiadomość, niedobra wiadomość.
7788:  Vargulf.
7790:  Bardzo niedobra wiadomość.
7802:  Bardzo... Vargulf to jest MVP tej walki, niestety.
7809:  Może być kłopot z nim.
7810:  What, what?
7818:  Nie, nie, nie, nie, nie!
7819:  Zostaw maga!
7820:  Zostaw maga!
7821:  Weź szczury!
7825:  Magus, uciekaj.
7828:  Dobra.
7828:  Tak, Vargów może nas sam zniszczyć.
7836:  Okej, może być problem.
7839:  Jak to jest, że siły rebelii są takie silne?
7841:  Co to w ogóle znaczy?
7845:  Ta rebelia była dosłownie w momencie, w którym myśmy się tutaj znaleźli.
7853:  Po nauce w szkole pisze Julia publiczna i prywatna, jak pojechałem do Bułgarii nawet nie potrafiłem powiedzieć, że chcę pizzę.
7858:  No i ja też, ja miałem potężną blokadę na, wiecie, no w moim zawodzie nieznajomość języka angielskiego, to, no to w zasadzie można się pożegnać z wykonywaniem tegoż zawodu.
7869:  No chyba, że się chce być jednym z żenujących prowadzących, którzy mówią do studentów akcentem, no którego nawet nie będę tutaj wam dla zachowania resztek przyzwoitości imitował.
7881:  A, to jest, to jest przegrane.
7885:  Niestety.
7886:  Tak, nie zauważyłem Wargulfa.
7889:  W momencie, w którym zauważyłem Wargulfa, to czarni rycerze to jest pikuś.
7894:  Wargulf niestety byłby w stanie nas zniszczyć sam.
7900:  Bardzo, bardzo smutne.
7904:  Co sądzę o studiowaniu na indywidualnym toku studiowania naraz polonistyki i matematyki?
7907:  Moje znajomi od czasu, aż mi powiedziałem, że tak robię, myśleli, że taka kombinacja nie istnieje.
7911:  Super.
7912:  Mnie się podoba.
7915:  W studiach są po to, żeby poszerzać horyzonty.
7919:  Jakaś fajna herbatka aromatyzowana.
7922:  Nie wiem, co chciałem powiedzieć innego, ale żebym nie miała czekolady.
7925:  Gunpowder.
7927:  Zwykle, albo... Albo po prostu buncha bez czekolady, nie?
7934:  Widzę, że jeden z naszych bohaterów... A nie, nie zginął żaden z naszych bohaterów.
7938:  Świetnie!
7941:  to ruszamy ikitem w podróż.
7942:  Przede wszystkim grzbiet pasterza, to jest w pierwszej kolejności.
7946:  W drugiej kolejności musimy się pozbyć tych jednostek tutaj.
7958:  Okej, przegra.
7960:  To jest najistotniejsze.
7961:  Skąd tych budowników tutaj tyle jest?
7963:  Czy nasi bohaterowie są w dobrym stanie?
7965:  Tak średnio powiedziałbym.
7968:  Dajmy im jakieś uzbrojenie.
7970:  Dobrze.
7972:  Ostrze Nurglicza będzie lepsze.
7975:  Odporność na ostrzał.
7978:  Niech będzie i ten wywar.
7984:  Herbatka zmotoryzowana.
7985:  Amortyzowana.
7986:  Tak, ja chciałem powiedzieć amortyzowana.
7988:  Tak.
7989:  To nie miałoby sensu.
7992:  Amortyzacja chrebaciana.
7993:  Trofeum sprytobójcy jest bezużyteczne, ale i tak to weźmiemy.
7999:  Dobrze.
8000:  Cofanie się w rozwoju dostaliśmy.
8003:  Coś w sam raz dla polskiej edukacji.
8005:  Nie da się nauczyć języka, nie żyjąc nim kilkanaście lat.
8008:  Ja po dwóch latach studiuję w UK, potrafię tam w swobodnej życiu mówić o swoim przedmiocie, ale nie wiem, jak się na za połowa przyprawi organom.
8014:  Tak, tak, oczywiście.
8016:  No ale wiecie, wciąż to, co mówimy, że jak wyjedziemy gdzieś, porozmawiamy z ludźmi i tak dalej, to bardzo pomaga, to jest właśnie kwestia tego zanurzenia i imersji.
8025:  Uuu, to jest ktoś, kto idzie do Quicka.
8028:  Bardzo dobrze.
8029:  Czy Quick może jeszcze mieć jakiegoś dobrego wodza?
8035:  Nie, niestety nie.
8036:  Polujemy dla Quicka albo dyscyplinę, albo spryt tradycyjnie.
8048:  Dobry wieczór.
8048:  Dobry wieczór, Errorban.
8050:  Nie dałam się rady zabrać za tamten referat.
8052:  Nie szkodzi, że się nie dałaś rady zabrać.
8053:  Nie szkodzi.
8055:  Następnym razem.
8059:  Tak trzeba.
8061:  Ja to bardzo popieram.
8064:  Tutaj widzę, że jest... Uuu!
8068:  Wiecie to, Sartorella, Wszechwiedzącego, to zaszczycimy, zaszczycimy walką.
8082:  Czy chce dowolnić dużą armią?
8086:  Tak, będzie marmatnie mięso, świetnie.
8092:  Ja się totalnie boję studiów, piszę brak personaliów, a najlepsze jest to, że wszyscy twierdzą, że na nie pójdę, ja nie umiem tak, że jedną rzeczą się zajmuję.
8099:  Robię horoskopy i daję kortki z map i inne rzeczy.
8101:  No to studia z grubsza na tym też polegają, że się... No właśnie.
8106:  Robi różne rzeczy, a nie tylko to, co ci każą.
8109:  Więc dobrałbym do twojej osobowości studia, wiesz?
8112:  Tak, tak bym, taką bym decyzję podjął.
8115:  żeby się nie męczyć na nich przesadnio.
8118:  Jak ja kocham takie sytuacje.
8125:  O, tak.
8126:  Najgroźniejsza rzecz, jaką możemy tutaj mieć, to są te działa.
8131:  Dlaczego?
8132:  Piekielne działo mianowicie jest samonaprowadzające, czego tutaj z jakichś powodów nie jest powiedziane.
8142:  Okej, okej, okej, okej, okej.
8149:  Wszyscy?
8152:  Nawet nie będziemy potrzebowali tych posiłków, podejrzewam.
8155:  Tylko rozstawmy się ładnie.
8159:  Dobry wieczór, Samuelu.
8160:  Jak u mnie?
8161:  Fantastycznie.
8161:  Właśnie czekałem z wytęsnieniem na dzisiejszy stream, szczerze wam powiem.
8166:  Czy grałem z modem Grimhammer?
8168:  Nie, nie grałem z modem.
8169:  Czy umiem ułożyć kostkę Rubika?
8171:  Jestem zbyt nerwowy na to.
8173:  W połowie zawsze się poddawałem i rozmontowywałem kostkę na części albo przyklejałem karteczki w taki sposób, żeby pasowały.
8179:  Ja zawsze czizuję.
8186:  O, Kinga słucha trylogii, nie trylogii, tylko pięciu księgów Wiedźmińskiego po angielsku.
8193:  Jak, dobrze przetłumaczone?
8195:  Aż ciekawy jestem.
8196:  Politka pyta, co myśli o narracji, żeby się nie przejmować swoim akcentem, że każdy jest piękny na swój sposób.
8202:  Dla większości Brytyjczyków i Amerykanów nasz akcent jest sexy, egzotyczny.
8209:  interesujący.
8211:  Nie spotkałem nigdy na żadnym kontynencie człowieka, anglosasa, który by mi zwrócił uwagę na cokolwiek, co mówię po angielsku.
8222:  W momencie.
8224:  W momencie, jak się znajdę w polskim gronie.
8227:  Ty wiesz, że to się czyta inaczej?!
8231:  Bo tutaj masz błąd!
8234:  To jakoś się nie czyta w ten sposób!
8237:  Ja tego nie znam, przecież to jest gorzej niż snobizm.
8242:  To jest po prostu kretynizm.
8251:  Jak bardzo ma przewalone chaos w skali 1 dom z kawem.
8269:  Nie, nie, nie.
8269:  Jeżeli chodzi o akcent wykładowców, to jest co innego.
8272:  Wykładowca, który wykłada przedmiot w języku angielskim ma odpowiedzialność przed sobą.
8278:  Ta odpowiedzialność brzmi nie nauczyć studentów źle mówić.
8283:  Więc ja dla wykładowców, w ogóle do ludzi nauki mam inne, w tym także do siebie, mam zdecydowanie inne podejście, inne wytyczne i inne wymagania, to znaczy znacznie wyższe.
8296:  Jeżeli ktoś się pakuje w bycie naukowcem, to musi być zajebisty, musi być najlepszy.
8301:  Jeżeli nie jest najlepszy, tam są drzwi.
8305:  To jest zupełnie... Ja krótko mówiąc mam trochę tak podejście do wykładowców i nauczycieli, jak nauczyciele i wykładowcy mają do swoich studentów i uczniów.
8314:  Dlaczego?
8315:  Ja mam rację, dlatego że im się płaci.
8318:  Jeżeli ktoś bierze na przykład kasę za zajęcia, które prowadzi po angielsku, a bierze się za to więcej niż po polsku, to ma zasrane obowiązek mówić idealną angielszczyzną.
8329:  Nie interesuje mnie to, czy wykłada biotechnologię, czy wykłada matematykę.
8334:  Ma mówić dobrą angielszczyzną, ponieważ on uczy ludzi nie tylko tego przedmiotu, ale uczy ich także tego, w jaki sposób mają się porozumiewać.
8347:  Więc to jest jeden jedyny element, którym się nie zgadzam.
8352:  Komunikatywność spoko, ale najczęściej jest tak, że znajdzie się zawsze kogoś wśród słuchaczy, kto się wyłączy, bo nie będzie w stanie tego słuchać.
8360:  I co wtedy?
8363:  Wtedy jest problem.
8364:  Nauczyciel ma trochę inne obowiązki przed sobą.
8367:  Natomiast oczywiste jest to, że jeżeli ktoś na przykład jedzie na konferencję, jest naukowcem i ma zły akcent, no to spoko, tutaj się go nie czepiam.
8376:  Ale jeżeli wykłada, to się czepiam i to mocno.
8381:  Tylko mówiąc, stawka za wykład po angielsku jest około półtora razy wyższa niż za wykład standardowy.
8390:  Więc jak dla mnie to jest zwykła uczciwość.
8398:  O i popularyzacja umiłowanej fantastyki przeze mnie.
8404:  Poznałem już niewielu jamników na drodze życiowej.
8408:  Jamnik z tobą takoż, dziękuję ci serdecznie.
8422:  Co sądzę o postulatach do strajku w wykładowcu mianowicie podniesienie pensji, to samo co w przypadku nauczycieli, chciałbym wreszcie usłyszeć jakikolwiek strajk, który nie będzie zawierał sformułowania podwyższenie pensji.
8433:  Ponieważ naprawdę, naprawdę, to jest ostatnia rzecz, która jest problematyczna.
8442:  Co więcej, będzie prowadziło to tylko do niepotrzebnego licytowania się, jak nauczyciele będą mówić, że teraz wykładowcy zarabiają więcej niż my, teraz my musimy zarabiać więcej, a potem wykładowcy powiedzą, no tak, ale mamy granty i zacznie się licytacja, czyli to, co się dzieje w Polsce zawsze.
8461:  Koszmar zawsze.
8469:  I w ogóle jeszcze jest jedna kwestia z angielskim w Polsce.
8471:  Jesteśmy w Polsce, rzadko słyszycie ode mnie takie teksty, ale ja generalnie uważam, że nauka w Polsce powinna się odbywać po polsku.
8481:  No właśnie, chyba że mamy zajęcia kursowe w języku angielskim, to wtedy właśnie niech one będą najlepiej, żeby były robione po prostu przez kogoś z zagranicy.
