Organki szatkują organy — THOREK IRONBROW livestream #3 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=3Z1ESWSjGbE

2:  Kazukan Kazakit!
11428:  Rebelie nie są niebezpieczne, ataki Grimgora zła są bardzo niebezpieczne.
11433:  Zobaczymy, jaka jest Lamia.
11434:  Lamii chyba nigdy nie broniłem, ale mam ponure wrażenie, że ma taki sam layout, jak większość twierdz Królów Grobowców i to nie jest dobra wiadomość.
11445:  Streamy zwykle mamy do jakiejś 22-23.
11448:  Zobaczymy, jak będzie dzisiaj.
11449:  Myślę, że do 22.
11454:  Strzelaj za stary!
11456:  To będzie dla początków!
11480:  Dziękuję za trybut, Kiworeku, bardzo dziękuję.
11488:  Pro tip dla was.
11490:  Mianowicie, jak podbijecie twierdzę, a nie wiecie, co jest dalej, jeżeli będziecie w twierdzy i przegracie, nie dajcie bogowie, to wtedy się przegrywa na amen.
11501:  A jeżeli jesteśmy poza tą twierdzą, można się wycofać.
11506:  Co tutaj robi Nagarond?
11513:  Czarna grań została zdobyta przez Skavenów.
11516:  To się będzie działo.
11521:  To się będzie działo.
11530:  Okej.
11534:  Tutaj może naprawmy to.
11540:  Dlamia ma który poziom murów?
11541:  Trzeci poziom.
11543:  Jaki garnizon?
11546:  Dobrze, są funder, są strażnicy.
11548:  Nie, nie powinny być problemu.
11550:  Myślę, że gra bardzo przesadza twierdząc, że przegramy.
11560:  Malekit robi standardową wędrówkę, choć chyba, że to jest Malus the Darkblade ze wschodu.
11570:  Mam na myśli Smocze Wyspy.
11577:  Teheran jest szpiegowski z perspektywy nieamerykańskiej, a to nieczęste.
11581:  To ciekawe.
11582:  Obejrzę.
11584:  Akurat nie mam żadnego serialu na tapecie, wyjąwszy Transformersów, których oglądam dzisiaj.
11613:  Myślę, że to oblężenie... ...zasługuje na to, żebyśmy się nim zajęli osobiście.
11625:  które Transformersy na Netflixie są.
11626:  Trzy sezony w sumie wojny o Cybertron, więc oglądam trzeci, może zrobię jakąś recenzję, bo w sumie dawno nic na kanale nie było recenzenckiego.
11637:  Invincible na Amazonie jest dalej polecany.
11641:  Czy udało się wam wbić na Discorda i to tam gdzieś napisać i mnie wywołać?
11645:  Jeśli nie, to bardzo proszę, jeśli tak, przepraszam, że nie zauważyłem, bo ja niestety z moją pamięcią, wiecie.
11653:  Nie zaszaleję.
11655:  Dobra, więc strategia oblegania twierdz.
11658:  Jak jesteśmy dawymi, zaraz zobaczycie jak to wygląda.
11662:  Sprawa jest wprawdzie dość prosta z uwagi na to, że dysponujemy lotnictwem, ale... Ktoś ma tutaj do nas... Tak, mają zasięg niestety.
11677:  Musimy się wycofać trochę.
11682:  Och tak, och tak, och tak!
11685:  Gimme more, gimme more!
11689:  Czarne orki są niebezpieczne, dobrze.
11696:  Teraz tak, naszych mistrzów runicznych podprowadzimy pod mury.
11700:  Oglądałem Dragon Please na Netflixie i nie mogę się nazachwalać, jestem zachwycony.
11705:  Trzeci sezon był znakomity, jest dobrze zrobiony cliffhanger, co się rzadko zdarza, moi drodzy, bo zwykle jest tak, że cliffhanger jest bezczelny, tak jak to było w Władcach Wszechświata, dlatego odmawiam ich recenzji.
11720:  i wypowiadają się na ten temat, uważam, że każdy, kto wypowiada się na temat Władców Wszechświata i mówi w serialu o Himenie nie ma Himena, w momencie, w którym serial się dopiero zaczął i nie skończył się nawet, no to naraża się na to, że będzie musiał odszczekiwać wszystko to, co powiedział.
11740:  A Władcy, a Smoczy Książę robi dobrze Cliffhanger.
11746:  Jestem zaspokojony fabularnie tym, co się zdarzyło przez trzy sezony i zaciekawiony tym, co będzie dalej.
11753:  Idealne rozwiązanie.
11754:  Plus tam są magowie, świetny system magiczny, interesujący, ciekawy, jakieś zakulisowe cnowania.
11762:  Wspaniale się to mi oglądało, no.
11766:  Dobra, teraz tak.
11771:  Przemieszczamy się tutaj z organkami.
11775:  A tutaj podprowadzamy moją ulubioną jednostkę.
11778:  Thunderers też się mogło tutaj zjawić już.
11781:  Ironbreakers też, żeby się nie musieli nachodzić potem.
11789:  Ryla przepięknie była faktycznie robiona.
11792:  No, podobało mi się.
11793:  Nie, no w ogóle przepiękny serial, absolutnie.
11797:  Czy korzystam z filmu EBA albo TV Time?
11798:  Nie.
11800:  W ogóle.
11803:  Ewentualnie czasem zajrzę na IMDB, ale... No więc jak się gra krasnoludami?
11812:  Ja próbuję zresztą te strategie, jak widzicie, imitować w momencie, w którym gramy z cavernami, ale Iron Drakes zdecydowanie lepiej sobie radzą przy oblężeniach.
11826:  A strzelimy jeszcze 42-funtówką z Zoof Baru, bo się stęskniliśmy za nią.
11842:  Troszeczkę bliżej.
11845:  Nie, nie, nie, nie.
11855:  Swoją drogą z... O, o, o, o, teraz.
11858:  Czy artyleria działa już?
11861:  Artyleria ma taką wredną czasem właściwość, że maszeruje zamiast strzelać.
11866:  To jest irytujące.
11869:  Okej.
11899:  Okej.
11901:  WYPALAMY!
11904:  Taak.
11909:  Bez przesady.
11912:  Dobra, zrobimy inaczej.
11913:  Wprowadzimy tam Lorda.
11920:  Zobaczymy jak runa ruiny zadziała na... versus czarne orki.
11926:  Czarne orki to jest niebezpieczny przeciwnik, żeby nie było.
11930:  Nie należy go ignorować.
11937:  Który kolor lepszy, biały czy czarny?
11940:  Czarny Biały to jest dobry tylko do nagrań Zawsze czarny Biały też się szybko brudzi Same wady
11971:  Okej.
11971:  Potrzebujemy jeszcze tutaj strzelców.
11973:  Widzę.
11975:  W tym okienku małym.
11976:  O. O właśnie.
11978:  Czy ktoś nas strzela?
11979:  Ktoś nas strzela.
11980:  Wycofujemy się.
11983:  Technicznie czarny i biały to nie są kolory.
11985:  Uuu.
11988:  Wchodzimy na obszar, który kojarzę dyskusji akademickiej.
12000:  Okej.
12001:  Czy coś jeszcze jesteśmy w stanie zrobić złośliwszego?
12006:  Oczywiście, że jesteśmy w stanie.
12010:  Wspaniałości!
12013:  Uciekajcie.
12015:  Uciekajcie, uciekajcie, uciekajcie!
12016:  Dobra, zrobimy troszeczkę inaczej teraz.
12028:  Hop hop, jestem wielkim krasnoludem, chcę bardzo walczyć.
12032:  Wypalacze?
12034:  Proszę uprzejmie.
12035:  Pięknie.
12043:  To jest wskaźnik radości.
12045:  Wskaźnik radości rośnie.
12050:  Wspaniale.
12054:  To skoro już jesteśmy w fortecy i powiedzieliśmy A, to powiedzmy B.
12078:  Jest niewysłowienie przydatne to, że jednostki wroga zawsze tutaj czekają, aż zaatakujemy i priorytetyzują obsadzenie murów.
12088:  Bardzo zabawne.
12090:  Ale z drugiej strony nieprawdopodobnie przydatne.
12099:  Więc jakbyście się kiedyś zastanawiali, jak sobie radzić z oblężeniami krasnoludzimi, to sprawa nie jest trudna.
12108:  Ale ból jest, póki się nie zrobi tego Doomstaka rzeczywiście, którym człowiek jest w stanie coś zdziałać.
12115:  Bo na początku z katapultami no nie jest tak prosto.
12122:  Moja plastyczka w Gimbazie też mówiła takie cuda, jak oddawałem jej pracę, rysując na czarnym tle biał kredko, a swoją drogą szanuję za taki pomysł, bo to nie jest proste.
12134:  Czy nie uważam, że ze strony szkolnictwa jest żałosne wpajanie, że angielski jest taki ważny i zagwarantuje pracę?
12140:  Zagwarantuje pracę?
12141:  Serio?
12142:  A później kilka lat się okazuje, że jest on w zasadzie bezużyteczny.
12146:  Tak, ja zawsze powtarzam, zamiast uczyć języka angielskiego, uczmy języków programowania.
12152:  Uczmy Pythona, uczmy C++-a, albo nawet prostego, nie wiem, PHP-a, czy HTML-a, czy whatever, do projektowania stron, CSS-a, Java, cokolwiek,
12164:  Przy okazji!
12166:  Ucząc języka angielskiego, na przykład.
12169:  Okupacja.
12174:  To jest jeszcze relikt z czasów dawno minionych, wiecie, że... Uuu!
12179:  Zasięg ruchu!
12180:  Chcemy to!
12183:  Że mówiło się właśnie tak, nie tak mówiono jeszcze, dlatego się zaśmiałem, że angielski gwarantuje pracę.
12191:  No tak!
12192:  Być może, jeżeli ktoś na przykład chce być wykładowcą na Oxfordzie, to angielski na poziomie lepszym od tego, który mają native speakerzy, jest pożądany.
12201:  Istotnie.
12203:  Albo jak ktoś chce być tłumaczem z języka angielskiego.
12205:  Natomiast nie ma takiej magicznej sytuacji, że ktoś ma, zna język obcy, dostaje lepszą robotę.
12211:  No litości.
12212:  Jeszcze był w którymś momencie taka, moim zdaniem, bardzo szkodliwa tendencja, że mówiono, im więcej będzie się znało języków obcych, tym lepsza praca.
12219:  To jest nieprawda.
12222:  Ale to jest to, co pisze Johan, że angielski nie da pracy, ale bez angielskiego pracy się nie dostanie.
12227:  To jest tak jak prawo jazdy kategorii B, nie?
12232:  Którego nawiasem mówiąc nie mam.
12235:  Ja kojarzę je.
12239:  Nie mamy potrzeby nie dowodzić dużą armią, bo te posiłki są żałosne.
12257:  Gravity Falls nie znam.
12259:  Wodogrzmoty małe!
12260:  Haha, piękne!
12264:  To jest przepiękna twierdza.
12268:  Absolutnie przepiękna.
12270:  Patrzcie na te szczegóły.
12272:  Ale koszmarna do obrony.
12279:  Naprawdę jest koszmarna do obrony.
12281:  To jest twierdza projektowana w taki sposób, żeby się nie dało strzelać.
12288:  Tu musimy dać organki, wierzcie mi lub nie, ale tu musimy.
12299:  Skąd oni nacierają?
12301:  Zewsząd.
12303:  Musimy mieć efektywnie trzy fronty.
12311:  Oj, wielkie nieba.
12314:  Dobrze.
12318:  Organki numer 2 tutaj.
12320:  Być może.
12322:  Upewnijmy się, czy jest na pewno okej.
12323:  Nie.
12324:  Tu.
12326:  Organki numer 1.
12329:  Tu.
12333:  O tak.
12334:  Dobrze.
12335:  Teraz strzelcy.
12337:  Raz.
12340:  Dwa.
12343:  Trzy.
12343:  Tu potrzebujemy mieć... Gdzie będzie piechota nacierała?
12350:  Piechota będzie nacierała stąd, więc potrzebujemy mieć tutaj wypalaczy.
12358:  Dwóch herosów tutaj dla trzymania frontu.
12361:  Dobrze, następne oddziały strzelce.
12362:  Znaczy nie, żeby nie było, my ich rozniesiemy oczywiście, ale będzie to bardzo upierdliwe.
12378:  Chcę mieć absolutną pewność, że będą strzelać, więc ich też w rzędach daję.
12389:  Kusznicy z największym zasięgiem idą tu.
12393:  Dobrze.
12393:  Tutaj też pójdą kusznicy.
12399:  Dobrze.
12400:  Teraz tak.
12401:  Tan został już.
12402:  Tan jeszcze jeden.
12403:  Świetnie.
12404:  Damy go tutaj.
12413:  Dwa.
12416:  Raz, dwa.
12419:  Wszyscy?
12420:  Wszyscy.
12425:  Możemy mieć konieczność niestety wykorzystania jeszcze tego oddziału tutaj, niestety.
12432:  Będzie trzeba go wycofać, chytrze i sprytnie.
12436:  Zobaczymy, jak strzelają te wieże.
12438:  Mam złe przeczucia.
12456:  Przypomnienie o wodzie, dziękuję.
12457:  Muszę sobie wziąć wodę.
12461:  Zaraz do was wrócę.
12475:  Jest woda.
12479:  Jak z wieżami.
12482:  Obawiam się, że możemy ich nie zniszczyć wszystkich.
12489:  Co mnie irytuje w Fortecach w Młotku, to jest to, że na siłę starają się w nich stymulować forty znane ze stołowego bitewniaka.
12494:  O, o tym wiedziałem nawet.
12497:  Jedna wieża padła.
12500:  Nie, nie padła.
12502:  Fatalnie.
12506:  Ale organki do niej strzelają.
12510:  No chyba nam się udało... Okej.
12514:  Wycofujemy Long Beach w takim razie, Długobrodych.
12518:  I tych Długobrodych też wycofujemy.
12523:  Tych chyba jeszcze nie.
12527:  Ta gra to mutacja magiczna ze szkołami magii Dawn of Magic.
12531:  12 szkół magii i możliwość mieszania różnych zaklęć.
12533:  Dziękuję!
12535:  Jak zawsze, nie obrażę się za pinga na Discordzie w tej sprawie.
12544:  Nie chcemy łuczników.
12552:  No, co jak co, ale dzisiaj mamy interesujące bitwy.
12557:  Wprawdzie w większości przypadków są to oblężenia.
12561:  które mają swoich fanów i swoich antyfanów.
12565:  No, ale cóż.
12566:  Trochę mnie niepokoi to, co tu się dzieje.
12568:  To znaczy, mam poczucie, że ta flanka jest niebroniona.
12574:  Dlatego też użyjemy runy... A nie, jej się da użyć tylko... Mmm, niedobrze.
12583:  Zejdźcie, zejdźcie, zejdźcie!
12588:  Historia planety Kreeg w Warhammerze 40.
12593:  Chyba nie kojarzę.
12595:  Muszę, muszę o tym poczytać albo posłuchać.
12606:  Okej.
12610:  To są czarne orki, więc czarne orki muszą... Powinny być... Powinni być czarni orkowie!
12616:  Jakie orki?
12617:  Z Majorki kuźwa, kto to tłumaczył?
12625:  Dobra, potrzebujemy ten jeden oddział Long Beach, absolutnie.
12641:  No te organki, jak widzicie... Kurczę, niektóre nie strzelają, niedobrze.
12664:  Dobrze.
12669:  Jak sytuacja tutaj?
12676:  Okej.
12677:  Tu nie jest źle.
12679:  Tu jest sytuacja niefajna.
12685:  No czarni orkowie są bardzo silni.
12690:  Właśnie, orki z Majorki, z Poznania, ze Stanowej Woli, ale nie z Warhammera!
12696:  Oho.
12699:  Organki napierdzielać.
12703:  Dobrze, jeden Heros zginął.
12710:  Bronić na trzech frontach to się potrafią wyłącznie Daui.
12724:  Teraz planeta Krieg jest tak wierna Imperium, że kilkakrotnie więcej nad niej regimentu niż wymagane.
12729:  Zbuntowała się i przez prawie całe XXXI milenium planeta Krieg pogrążona była w wojnie domowej, która skończyła się atomową anihilacją niemal całej populacji.
12737:  Węsze exterminatus.
12738:  No proszę.
12739:  Ach, czyli stąd są Kriegsmarine słynni.
12753:  Te organki w ogóle nie strzelają.
12754:  O dobra, teraz strzelają.
12756:  Świetnie.
12761:  43 sekundy do runy gniewu.
12763:  O nie!
12784:  No tutaj została rozniesiona ta piechota, niestety.
12788:  Obawiam się, że musimy przekierować... Tak, musimy przekierować wypalaczy.
12795:  Co tu się dzieje?
12801:  Tchórzymy?
12802:  Tchórzymy?
12804:  Tchórzymy!
12806:  Pięknie!
12808:  Ha ha ha ha ha ha!
12815:  Won Grimgorze!
12818:  Dobrze, nie cieszmy się tak prędko.
12822:  Krasnoludy są kiepskie w biegach, jak wiadomo.
12826:  I marsz o biegach.
12827:  A tutaj trzeba... Tu trzeba zająć z powrotem mury.
12837:  A to z tego względu, żebyśmy mogli ich ostrzeliwać, jak wybywają.
12844:  A już nie zdążymy.
12847:  Ale zawsze coś.
12853:  Ło.
12853:  To jest zdecydowanie coś, o czym muszę posłuchać lub poczytać więcej, bo ja klimaty dystopijne bardzo lubię.
12883:  Ale zobaczcie, niektóre organki przez ukształtowanie terenu w ogóle nie miały szansy strzelić.
12887:  Myślę o tej ostatnim oddziale.
12890:  15 strat to jest nic.
12892:  Ale Grimgor jest wybity.
12894:  Nawet nie złapałem, w którym momencie zginął.
12904:  Przychody zwiększone nam się bardzo przyda.
12906:  Dobrze!
12908:  Świetnie, czyli w momencie, w którym nie wykonuje się akcji, na przykład wyjścia z wycieczką za mury zamku, tylko poczeka się, to nieanulowana jest wtedy rekrutacja, to jest bardzo dobra wiadomość.
12921:  Jak również ta, będziemy mieli kolejne... Jak się cieszę, że nauczyłem się wyłączać głos tego doradcy, mam wrażenie, że to jest coś, co zostało wprowadzone teraz w dodatku.
12935:  Czego nam brakuje do kolekcji?
12936:  Dringor... Ostatniej fortecy nam brakuje.
12943:  Ale wiecie co?
12944:  Ja chcę Czarną Grań wcześniej.
12948:  Wiem, że pożałuję, ale chcę.
12952:  Chyba że... Ale się zdziwię, jeżeli jest tak, jak myślę.
12959:  Czy Karazekarak upadło?
12961:  Karazekarak chyba upadło.
12964:  bandyci Bernhofa zajęli Karazekarak?
12967:  Co się dzieje na tej mapie?
12976:  Nie wiem, co się dzieje na tej mapie, ale to oznacza jedną rzecz, że musimy wywołać tam bunt, a wywołanie buntu jest potrzebne do tego, żebyśmy mogli przywrócić do życia Karazekarak i legendarnych lordów tej frakcji.
12989:  No.
12991:  Potrzebujemy tego.
12993:  Vengeful Runelord.
12996:  Vengeful Runelord.
13000:  A nie, zobaczcie, jednak... Kuźwa, jednak miałem rację.
13006:  Straciliśmy całą rekrutację.
13021:  No nie lubię takich sytuacji.
13034:  Zmartwiłem się.
13036:  Dobrze, zrobimy inaczej.
13042:  Żeby jakoś zrekompensować faktor, troszeczkę zmodyfikujemy Doomstaka.
13046:  Ja wolę, jak w Doomstaku jest 5 oddziałów strzelców.
13052:  Gdzie są?
13056:  Czemu mi zniknęli nagle z globalnej puli?
13061:  Wiem czemu.
13062:  Prawdopodobnie dlatego, że sam ich zlikwidowałem.
13067:  Ale to jest dziwne.
13071:  Właśnie, stąd przecież powinni być dostępni.
13077:  Tu jest dalej szlachetna porażka.
13080:  W angielskim jest ox zamiast poprawnie og.
13082:  Myślicie, że to jest właśnie też kwestia tego upodobnienia się do języka orczego?
13089:  Widzę, że nigdzie nie możemy prowadzić sobie z tym buntem.
13093:  Jeśli tak, to jestem w stanie te orki jakoś zaakceptować, ale... Jeszcze raz, czy naprawdę tutaj nie ma... No nie ma żelaznych rębaczy.
13106:  Zniknęli z globalnej puli.
13107:  Nie mam pojęcia, dlaczego się to stało, bo powinni być w globalnej puli.
13114:  W rasetrze budujemy mury.
13119:  Dobrze.
13132:  A jeśli chodzi o matematykę i algorytmy, to pamiętajcie, że na matematyce się w ogóle nie naucza algorytmów.
13138:  Bardzo byśmy chcieli, żeby tak było, ale tak nie jest.
13141:  Rozwój.
13142:  To się przyda.
13144:  Przynajmniej na razie.
13149:  Jesus, tak, 12 razy żelazne smoki z torpedami i 7 inżynierów, niestety już nie działa.
13155:  Sprawdzałem, chyba że po update'cie mówisz, bo ten słynny Doomstack z żelaznymi smokami, z tymi pociskami specjalnymi i z 7 inżynierami był niesamowity, on po prostu miażdżył smoki, wszystko, najgorsze... Co?
13172:  Co tu robi Sigwald?
13181:  Co się dzieje na tej mapie?
13183:  Co tu robi Sigwald?
13184:  Jakim cudem Sigwald tutaj ściągnął?
13186:  Chyba, że tędy.
13189:  Khemri?
13194:  Moment, chwileczkę.
13196:  Let that sink in.
13202:  Góra Czerwonego Orła.
13205:  Karak Kadrin.
13206:  Stare krasnoludzkie fortece zostały zajęte przez...
13212:  Setre.
13213:  Stąd.
13216:  Co tu się dzieje na tej mapie?
13220:  To wygląda tak, jakby... Co tutaj robi Naga?
13224:  Jakim cudem Dom Wieków został podbity przez Setre?
13227:  Co tu się dzieje?
13228:  O, ale za to widzę, że jest dostępny Karak Ajzor.
13232:  Klan Angrunt jeszcze nie padł.
13233:  To jest dobra informacja.
13234:  Musimy ich jakimś cudem, nie wiem jeszcze jakim, skonfederować.
13240:  Dobra, to w tak zwanym międzyczasie podbijamy czarną grań.
13251:  Aaa, widzę, że czarna grań jest na pierwszym poziomie, świetnie.
13257:  No nic, ale mamy artefakt kolejny.
13260:  Świetnie, mamy po jednym artefakcie z pary.
13264:  Dobrze, ale potem będzie czas z Sigvaldem coś zrobić.
13273:  Dzieszę się, inżynierzy, że jesteśmy jeden krok od zrozumienia czegoś, o czym powiedziałeś.
13280:  Kos działania bohaterów, dni montażowe, doświadczenie.
13289:  Zasięg dla wszystkich dział ogniowych.
13291:  Idziemy tam.
13293:  Działa ogniowe chcemy mieć.
13298:  Moja reakcja podobno według czatu przypomina reakcję angielskiego dowództwa na upadek Francji.
13303:  Co się dzieje na tej mapie?
13304:  Tak!
13305:  Tak!
13306:  Znaczy ja jestem zdumiony, bo na tej mapie ja jeszcze nigdy nie widziałem, żeby się działy takie chore rzeczy.
13312:  Dobra.
13314:  Mierzwa Grzebaczek jest jeszcze niedostępny wciąż.
13318:  Torek się będzie musiał płytem cofnąć.
13320:  Tu jeszcze mamy jeden awans do ogarnięcia.
13324:  I tyle.
13331:  A, Krzysztof pisze, że nie ma dostępnych w puli globalnej jednostek wtedy, jeżeli jest oblegane miasto, gdzie jest budynek, gdzie się ich rekrutuje.
13338:  Okej, rozumiem, bo już myślałem, że czegoś właśnie nie rozumiem.
13343:  Fetor pogromca demonów.
13346:  Fetor pogromca czystości raczej powinien być.
13352:  Ale co za armia.
13357:  Ja wiedziałem, że w Forcie Krzywego tkła nawet nie ma się co trudzić z budowaniem murów.
13364:  Wszędzie nas oblegają.
13366:  Ale to nic.
13370:  My sobie świetnie nie poradzimy.
13383:  Co?
13387:  Jak to odniesiono rany?
13392:  Nasz inżynier odniósł rany.
13393:  A w ogóle gdzie jest nasz inżynier, tak nawiasem mówiąc?
13395:  A tu jest nasz inżynier.
13397:  Ach!
13398:  Odniósł rany inżynier, którego wysłaliśmy tutaj, na wschód.
13401:  Okej.
13404:  Co się dzieje na tej mapie powinno być nazwą tej serii.
13406:  To jest prawda.
13407:  To jest prawda.
13408:  Na tej mapie dzieją się bardzo dziwne rzeczy.
13413:  Okej.
13415:  Tu są dalej oblężenia.
13423:  Zaraz powinniśmy mieć możliwość rekrutowania stąd.
13426:  Znaczy nie, nie zaraz, za 5 tur.
13429:  Tura, runda numer 207.
13431:  Dlaczego mnie to kompletnie nie dziwi?
13445:  Co tu się dzieje?
13446:  Aha, nie skończyła się jedna rebelia, ale zaczyna się już następna.
13459:  Dąb Wieków mnie też rozwalił.
13460:  Znaczy, jakim cudem Setra zdobył Dąb Wieków w Affelloren, po drugiej stronie świata?
13470:  Najzabawniejsze jest to, że elfy wcale nie chciały jakoś przesadnie odbijać ten, a nie, niech mają, najważniejsza rzecz w całym lesie naszym.
13484:  Przeczytałem książki o Vladzie Taltosei.
13489:  Połączenie kryminału i fantazy, elficka mafia, społeczeństwo podzielone na 12 domów brzmi rewelacyjnie.
13495:  Interesy zabójstwa na zlecenie, okazyjne wskrzeszenia.
13498:  Wymieniłeś wszystkie rzeczy, które mi się podobają.
13501:  Muszę przeczytać.
13502:  Dyscyplina dla armii.
13503:  Damy radę.
13511:  61% skażenia chaosem.
13515:  Dzień jak co dzień.
13521:  Idziemy dojechać Sigvalda, który jakimś cudem jest w tym miejscu.
13530:  Cel Urazy.
13531:  Karak Azul musimy podbić jeszcze.
13534:  Niech oni troszeczkę rozbudują Karak Azul, potem sobie z tym poradzimy.
13539:  Znaczy, to wyjaśnia ten poziom spaczenia, który tutaj mamy, jeżeli chaos jest tak blisko.
13544:  Bo ja byłem przekonany, że to są Skaveni.
13548:  Ale to nie są Skaveni.
13561:  A ten wątek, który macie na czacie, ja go cały czas podczytuję o matematyce, jest dla mnie o tyle wątkiem ważnym, że nauczanie matematyki w Polsce oceniam jak najgorzej.
13571:  To znaczy ja wszystkie te operacje matematyczne, których wykorzystuję w życiu,
13584:  Ja ich nie trenowałem, nie miałem szans ich nawet trenować.
13587:  I wydaje mi się, że po prostu zmarnowano okazję do tego, żeby nauczyć ludzi czegoś mega praktycznego.
13594:  Na przykład liczenie podatków jest jedną z tych umiejętności arytmetycznych, które są przydatne, a z kolei logika, której się naucza moim zdaniem za późno, to znaczy na studiach, powinna być włączona właśnie w matematykę.
13607:  A prawda jest taka, że matematyka to jest taka właśnie bulhalteryjna arytmetyka przez praktycznie całą szkołę.
13615:  I mnie to się przydało naprawdę do niewielu rzeczy, niestety.
13618:  Abym chciał skorzystać bardziej.
13623:  Okej.
13624:  Już powinniśmy znać na pamięć układ tej twierdzy.
13632:  Dobra.
13634:  Tutaj tradycyjnie dwa oddziały.
13640:  Kusznicy.
13644:  Kusznicy.
13654:  Tak.
13657:  I tak.
13658:  Tak.
13670:  Okej, tu jest jeszcze jeden oddział.
13673:  Tradycyjnie pójdzie tu.
13676:  Na tę flankę damy, czy na te mury damy ten oddział, a na te ten.
13684:  Chociaż tak, patrzę tutaj, moglibyśmy jeszcze sporo wystrzelać.
13691:  Ale tu jest wystarczająca obrona.
13697:  My pity i inne na wosie żeśmy się uczyli, ale to dobrze, no.
13700:  U mnie na wosie była historia, wbrew pozorom.
13709:  Mówiłem, że są kiepskie te działa?
13712:  W wieżach?
13718:  Nie ma co.
13719:  Strzelamy do działa piekielnego.
13724:  Reszta to jest marnotrawstwo amunicji.
13740:  Akurat uczenie matematyki na jakichś skomplikowanych operacjach podatkowych i tak dalej jest naprawdę o tyle zasadne, że w Polsce system podatkowy jest tak zjebany, że nikt go nie rozumie.
13750:  I to byłoby mega przydatne.
13757:  Wycofujemy ten oddział.
13762:  Tu jak?
13764:  Naprawdę bardzo bym chciał, żeby to działo wreszcie zginęło.
13768:  Chybiają idealnie.
13778:  Czy wreszcie to działo zniszczone jest, czy jeszcze nie?
13782:  Nie, jeszcze nie.
13784:  Dobra, teraz jest.
13789:  To oznacza, że możemy się wycofać.
13794:  Będzie tym razem troszeczkę ciężej.
13811:  Tak samo, oprócz logiki, filozofia.
13814:  Zamiast religii lub etyki.
13817:  Zresztą etyka jest działem filozofii, więc... Tylko to jest o tyle śmieszne, że w ogóle to jest taki przedmiot, nie?
13828:  A kto tu się wybrał z użyciem magii na naszych biednych Dawii?
13831:  Wunderes!
13831:  Welder!
13831:  It is a reckoning!
13848:  Dobrze.
13849:  Wycofaliśmy jeden oddział długobrodych przynajmniej.
13852:  Jest dobrze.
13854:  Co tutaj jest?
13856:  Konigrasanci.
13860:  Jeśli strzelają, my w nich musimy strzelać pierwsi.
13864:  To jest ważna zasada.
13872:  No nie, nie, to dobrze wiemy, że ci nauczyciele etyki, którzy teraz zostaną wykształceni, będą katechetami, nie?
13879:  To jest straszne.
13884:  Absolutny dramat.
13887:  Nie będzie miało to absolutnie nic wspólnego z etyką.
13893:  Ale też pamiętajmy, że żaden polski rząd nigdy nie miał ambicji zrobienia sensownych lekcji etyki.
13905:  Bo każdy polski rząd niestety drżał przed reakcją kościoła.
13912:  Oj, tu się niedobre rzeczy dzieją.
13917:  Musimy wysłać tam posiłki.
13923:  Tak, zdecydowanie dzieją się rzeczy, które się wcześniej nie działy.
13958:  Dobrze, ten Rydvan musi zginąć.
13970:  Znaczy tak, sposób w jaki jest zarządzane polskie państwo jest tożsamy z teokracjami pod wieloma względami.
13983:  Mówię o tym ostrożnie dlatego, że to jest robione w sposób oddolny, to znaczy są takie organizacje, nie muszę mówić jakie, w Polsce, które zakorzeniają się bardzo głęboko i wpływają na zmiany.
13998:  Tego rodzaju.
14006:  Dobry film na ten temat zrobił Michał Kłosiński, możecie wpaść na jego YouTube'a.
14011:  Jest profesorem Uniwersytetu Śląskiego, ale niech was nie zrazi słowo profesor.
14015:  Zrobił bardzo dobry film o tym, o co chodzi w tym sformułowaniu cnoty niewieście i dlaczego to jest pułapka.
14023:  I dlaczego w ogóle to się u nas pojawiło.
14025:  I nawiązał też do Gender Studies po drodze, więc bardzo fajna rzecz.
14030:  Michał Kłosiński kanał i nazwisko.
14039:  Okej, myślę, że przekierujemy tutaj strzelców.
14047:  Oczywiście, że te organizacje, o których nie można wspominać, są współfinansowane przez krem... Nie, czy nie można wspominać, ale ja uważam, że nie ma co używać słów powszechnie uznawanych za obelżywe.
14060:  Zaczynających się na Ordo, a kończących się na Iuris.
14063:  Dla Wysokiego Krzyża!
14068:  Wycofamy tego Tana, bo... Zaczynam mieć problemy.
14083:  Okej, jeden oddział Longbeard przetrwał.
14088:  Chosen tam są, więc potrzebujemy tutaj wyciągnąć jeszcze raz strzelców.
14094:  Okej.
14100:  Nie było łatwo tym razem, czy nigdy nie jest, ale mam poczucie, że udało nam się zdławić częściowo tę rebelię.
14121:  No, no, no, niech dbają od syna tych polityków właśnie, którzy mają swoją drogą teraz
14127:  Podwyżkę, jak ktoś słusznie powiedział, o 100%.
14129:  Żadna firma, nawet najbogatsze firmy, które dają odprawy wielkim CEO i tak dalej, nie mają czegoś takiego, jak podwyżka o 100%.
14137:  Znaczy, nie grano czegoś takiego nigdy.
14140:  Pensji.
14141:  Zasadniczej.
14144:  Ja zawsze uważałem, że polityk powinien iść do polityki wtedy, kiedy ma... traktuje to jako funkcję.
14150:  Na przykład na uczelni, jak się ktoś zostaje rektorem czy kimś innym, dziekanem, whatever, to ma dodatek funkcyjny.
14157:  Bo to jest funkcja.
