🔴 RINGS OF POWER — odcinek 5 i 6 | Recenzja ze spojlerami #3
🔗 https://www.youtube.com/watch?v=YVcxr00_RQc

233:  A, jesteście!
4626:  To było po to właśnie, żeby każdemu pojawiły się ciarki na plecach, jak tego słucha, w każdym kraju świata naszego.
4634:  To było po to zrobione.
4635:  Więc Tolkien nie chciał, żeby ludzie mówili czarną mową, bo postrzegał ją autentycznie jako narzędzie złego, jako narzędzie sił ciemności.
4644:  I stąd była intencjonalna decyzja nierozwijania czarnej mowy.
4647:  I teraz to, co robi Amazon w Microsoft Power jest o tyle problematyczne, że chce pokazać model z perspektywy orku, w związku z powyższym często sięga do czarnej mowy, no i właśnie pojawiają się tego rodzaju pomysły.
4658:  Nie jestem fanem.
4659:  Witamy w Kormie w gronie trybutariuszy.
4663:  Super straszny, mroczny, połamany miecz przechodzi żółwiu Hubercie z rąk do rąk.
4667:  Ma go przez moment Fio, potem ma go Arondir, potem znowu ma go Fio, potem ma go znowu Arondir, a potem przechodzi do rąk naszego... Jak on się nazywał?
4677:  Władka.
4678:  Władka Kiepskiego.
4679:  Tak go nazwijmy.
4681:  Będzie święty spokój.
4683:  Ech.
4686:  No i elfowie wyruszają razem ze stołem, prank krasnoludów, ha ha ha ha, bo tak naprawdę ten stół nie ma żadnej wartości, to nie jest tak, że ten kamień był ważny, po prostu Durin chciał dla księżniczki Dizzy stół z Ikei.
4704:  No więc go zdobył.
4705:  A potem jest debata między Elrondem a Durinem odnośnie do Mithrilu.
4709:  No i Durin wiadomo jak reaguje, to znaczy, aha, okej, czyli chodziło od samego początku o Mithril, Elrond troszeczkę nieudolnie tłumaczy, że nie i Durin ma takie...
4720:  okej, dobra, dobra.
4722:  Więc cały ten konflikt, który był między Durinem a Elrondem na samym początku, od którego zaczęliśmy, że Durin był bardzo obrażony na Elronda i potem cały czas go podejrzewał, że tak naprawdę chodzi o Mithril.
4732:  Jak się okazało, że jego podejrzenia były słuszne, że tak naprawdę cały czas chodziło o Mithril, Durin się troszeczkę podąsał, pofukał, pociągnął się za brodę tak komicznie jak to krasnoludy, zaczął popierdywać śmiesznie jak Mierzwa Grzebaczek z Artemisa Fowla i stwierdził, a dobra, dobra, Elrond, to jak chcesz tego Mithrilu, to tylko wiesz,
4750:  będzie trzeba z tatem pogadać, bo tatę może mieć z tym problem, ale damy radę.
4756:  Okej.
4757:  Jakub Ofiel, dzięki serdecznie na wsparcie od dwóch miesięcy i mówienie jamnik.
4761:  I ruszają pieszo do Kazadumu, tak jest.
4763:  Tradycyjnie, jak wiemy, nie ma tutaj żadnych koni, nie ma powozów, niczego innego.
4767:  Wszyscy się albo teleportują, albo podróżują pieszo, ale swoją drogą wolę to już od...
4772:  podróży w puław i kraulem.
4774:  No i ostatnia scena, to jest triumfalny marsz, bardzo ładnie zrealizowany, muszę przyznać, jeśli wyłączyć oczywiście fanowskie, konwentowe zbroje Numer Norejczyków, z całym szacunkiem dla fanowskich, konwentowych zbroi, bo przypominam, że po pierwsze są niejednokrotnie ładniejsze, po drugie są robione własnym sumptem przez fanów, ponieważ kultura współuczestnictwa, ponieważ miłość do fantastycznych światów, ponieważ bycie, jak to przeczytaliśmy
4799:  w słowach wiceszefowej Warner Brothers, fani są najważniejszymi akcjonariuszami danej franczyzy, więc dobrze rozumiemy, że to dzięki nim się one rozwijają, dlatego też absolutnie w tym momencie nie krytykuje fanów, tylko raczej krytykuje jakość produkcyjną tych zbroi, które jeszcze w dodatku nie pasują do hełmów.
4816:  Jak to wygląda?
4818:  I dlaczego oni mają grzywy tak jak Rochańczycy?
4821:  A to się okaże za moment, dlaczego mają takie grzywy.
4824:  W każdym razie rzucają im kwiecie, a fabuła się plecie.
4829:  I na końcu oczywiście jest dumna scena.
4831:  Puszczę wam te parę sekund, żebyście zobaczyli, jak bardzo ona jest dumna.
4841:  Ja w tym momencie rozpłakałem się ze wzruszenia i poczułem taką siłę promieniującą z Galadrieli.
4847:  Wiecie dlaczego?
4847:  Dlatego, że zgodnie z pierwszym prawem Jeffa Pessosa, jeżeli chcesz osiągnąć patos, zrób teledysk i teledysk koniecznie musi być w slow-mo.
4859:  Więc mamy kolejną teledyskową scenę, jak Galadriela w slow motion wkracza,
4864:  Twoją drogą, całkiem sensownie zaprojektowanej zbroi, chciałbym, żeby wszystkie zbroje tak wyglądały.
4871:  Ja się nie znam oczywiście na uzbrojeniu, patrzę tylko na kwestie estetyczne.
4875:  Więc zbroja Halbranda okej, zbroja Galadrieli okej, zbroje Numenorejczyków...
4880:  Nie okej.
4881:  Żenujące.
4883:  BHP na łodzi.
4884:  Jak oni załadowali tylu ludzi?
4885:  Moi drodzy, to nie jest w ogóle jeszcze problem.
4889:  Problem jest tutaj w tym, że wedle scen z szóstego odcinka załadowano tutaj ponad 200 koni, ale do tego wątku jeszcze powrócimy.
4899:  Skąd ma zbroję z pierwszego odcinka?
4901:  Pyta NoOne.
4902:  A to jest dobre pytanie, skąd ma zbroję z pierwszego... To jest zbroja z pierwszego odcinka!
4907:  Pyh!
4912:  Dlaczego ja się teraz zaśmiem jak Waldek Kiepski?
4915:  Nie mam pojęcia skąd on ma te zbroje, przecież była wyrzucona na tratwę meduzy i przybyła w takiej tunice powłóczystej na Numenoru przecież.
4925:  Chyba... Nie, ja wiem, ja wiem, ja wiem, ja wiem.
4927:  On, ja nie, po pierwsze, ja nie widziałem tego, co ona widziała, bardzo słusznie Grimhawk, po drugie, została zrobiona kopia, moi drodzy.
4935:  I możecie o tym przeczytać w pismach Tolkiena, na podstawie których nie jest zrobione Rings of Power, ponieważ chę dożyć fanów.
4941:  Rozumiecie?
4942:  To jest w tych pismach, których nie cytujemy, ale w których to jest.
4946:  W sekretnych pismach to było zrobione.
4949:  I tak, i tam jest kopia.
4951:  I wiecie?
4952:  Balrog do spółki z Findarfinem, który nie istniał,
4958:  wykute zbroje z poliuretanu.
4961:  Na kowadle prawdy.
4963:  W walinoże.
4965:  Tuż po tym, jak wyruszył do Beleriandu.
4968:  To było dokładnie wtedy.
4969:  Wtedy to się stało.
4971:  Ta moja wypowiedź miała dokładnie tyle samą sensu, tak żeby przydać temu trochę kontekstu, jak założenie, że Silmaril powstał z nasienia balroga.
4979:  A, nawiasem mówiąc jeszcze, bo ja szydzę cały czas z nasienia balroga.
4983:  Tam jest inny problem w tej scenie.
4985:  Już nie będziemy wracać
4986:  do tego, okej, znaczy macie piękną, piękną sekwencję, która jest zżynką z powrotu króla, że ohoho, wypływamy sobie, tylko że to nie jest Szara Przystań, tylko to jest Numenor, jest słońce, jest ładnie, tylko nie ma Elijah'a Wooda i koniec odcinka, tak?
4998:  W związku z tym przechodząc do podsumowania, najważniejsza kwestia.
5001:  Dlaczego tak strasznie jada akurat po odcinku piątym, który jest odcinkiem najnudniejszym i najsłabszym z dwóch omawianych dzisiaj?
5008:  Dlatego, że tutaj po pierwsze mieliśmy do czynienia z
5012:  złamaniem tej tradycji, do której ja już się zostałem przyzwyczajony poniekąd, to znaczy mam ignorować lore i im bardziej ignoruję lore, tym lepiej się czuję jako widz.
5020:  To jest raz.
5021:  Dwa, została zmieniona tutaj kluczowa część filozofii Tolkienowskiej, to znaczy Tolkien nie uważał, że tak jak w tym rysunku przedstawiającym, czy wspomnieniu przedstawiającym walkę, zaraz to wam znajdę, Balroga z elfem, czyli walkę tej światłości z ciemnością, tak?
5042:  to u Tolkiena jest tak, że światłość zawsze zajmuje 3 czwarte ekranu.
5047:  To nie jest tak, że to jest balans.
5049:  A z tej origin story Mithrilu wynika, że pierwiastek światła i pierwiastek cienia były równie potrzebne do tego, żeby stworzyć potężny lek na Black Goo.
5059:  Widzicie?
5061:  Tutaj mówi nam wprost...
5066:  Tylko teraz muszę... O!
5068:  Moc tak czysta i jasna, jak światłość, jak dobro, do spółki, mówi Gilgalad, z siłami, muszę oczywiście śmiesznie pauzować co 5 sekund, z siłami mroku, tak?
5082:  Silnymi i niepoddającymi się.
5085:  To jest, moi drodzy, zaratusztranizm.
5087:  To jest, moi drodzy, yin-yang.
5089:  To jest przekonanie, że są dwa pierwiastki, dwie siły.
5092:  Siła dobra, siła zła, które tworzą harmonię świata.
5095:  Tak się składa, że mamy wizję harmonii świata w Ainu Lindale, czyli na początku Silmarillionu, gdzie muzyksa Ainurów przepełnia całość stworzenia i pojawia się jeden dysonans Morgotha.
5107:  I ten jeden dysonans jest zbywany przez Eru Iluvatara, jedynego, który jest stworzycielem, bo on wie, że zawsze w każdej harmonii pojawi się...
5116:  Taki mały dysonans.
5118:  I on jest przewidziany w porządku świata.
5121:  Ale to nie jest, moi drodzy, połowa.
5123:  Bo to by oznaczało, że mamy Morgotha jako Pana Ciemności, Eru Iluvatara jako Pana Światła i te dwie moce mają ze sobą, jak Yin-Yang, stworzyć jedną potężną siłę, która ma moc uzdrowienia.
5134:  Że tak naprawdę, i to mówi bardzo często fantazy postmodernistyczna, że tak naprawdę to jest...
5139:  paradoksalnie dobrze, że mamy tak samo zrównoważone siły dobra i siły zła, bo taka jest natura świata, taka jest natura wszechrzecz.
5147:  To jest zupełnie inna filozofia.
5148:  I nikt mi nie wmówi, że twórcy sobie z tego nie zdają sprawy.
5152:  Bardzo sobie dobrze zdają z tego sprawę i to jest właśnie przejaw tego unowocześnienia Tolkiena, które jest tutaj realizowane.
5159:  Nie chodzi o zmiany fabularne, tylko chodzi o podstawowe zmiany w odniesieniu do filozofii świata, która jest tutaj przedstawiona.
5166:  Sam Delir pyta, ciekawi mnie, czemu w zasadzie nie ma żadnego postępu technologicznego między światem w pierścieniach władzy, a władcą pierścieni.
5171:  Minęło parę tysięcy lat.
5172:  Myślę, że to jest głównie związane z gatunkiem, w jakim jest osadzony cały praktycznie śródziemie.
5178:  To znaczy założenie jest takie, że postęp technologiczny to jest jednak coś złego.
5182:  Zawsze Tolkien był miłośnikiem natury, a nie uprzemysłowienia.
5186:  Też element jego filozofii, dlatego Saruman, przecież Saruman nic złego nie robi w Szajerze, tak?
5190:  Teoretycznie wyniósł nację, która była rolnicza i w zasadzie niczego nie produkowała do rangi, no, takiej, która mogłaby zawojować nawet Gondor i Rohan i mogłaby z nim konkurować z tego względu, że pojawił się tam przemysł, a przemysł oznaczał automatycznie także możliwość wydatków zbrojeniowych i tak dalej, ekspansję militarną i tak dalej, i tak dalej.
5210:  To jest coś, czemu się Tolkien bardzo przeciwstawiał.
5212:  Tolkien raczej był po stronie tego drzewca, który sobie popija wodę głęboko w lesie, który nie chce za ten les specjalnie wychynąć, ale jak już wychynie, to chce zniszczyć wszystko, co przeciwstawia się siłom natury.
5230:  I tak, w wielu fantazy dlatego technologia stoi w miejscu, moim zdaniem, kadprze, że nawiązuje one do Tolkiena tym samym, do tego wzorca high fantasy, wysokiej fantasy, z której to jest skojarzone.
5240:  Natomiast w przypadku fantasy postmodernistycznej, czyli urban fantasy, fantasy miejskiej, Libar długo na przykład, Brian McClellan, bardzo często wam polecam te powieści, są świetnie, Cynda Williams-China, nawet w trylogii Czarnego Maga Trudy Canavan pojawia się taki element przełomu technologicznego.
5258:  Tam wszędzie mamy do czynienia ze światem postindustrialnym, ze światem, w którym prawdopodobnie były już podróże dalekomorskie, był koloniaizm.
5265:  Jest to świat, który uzasadnia multietniczność.
5268:  Nie jest to świat zamarznięty albo zamknięty jak w skorupie bursztynu w dobie wieków średnich i reprezentacji ich estetycznie przypominającej, tylko jest to świat...
5279:  bliższy naszemu dziewiętnastemu wiekowi, albo osiemnastemu wiekowi, albo nawet siedemnastemu, czy szesnastemu.
5284:  W każdym razie na pewno nie jest to wiek czternasty, trzynasty, dwunasty, piętnasty, czy jedenasty.
5292:  Ostatni marżentów był piękny.
5293:  Nie wspominajmy nawet, moi drodzy, o takich elementach, a może właśnie wspominajmy o nich, bo mam wrażenie, że przez to, że ja na przykład potrafię sobie odpalić i zróbcie to, jak obejrzycie Rings of Power, odpalcie sobie tę jedną scenę, albo wiecie co, nawet sobie teraz to zrobimy.
5311:  Bardzo prostego powodu, to znaczy później zobaczycie tę scenę w zupełnie, w zupełnie innym wydaniu i ta scena w zupełnie innym wydaniu, moi mili,
5322:  No, wypadnie przykro, jak sobie porównamy ją z tą konkretnie.
5326:  Czy ja jestem w stanie to odpalić bez reklamy, czy będę musiał to odpalić, by wam... Tak, jestem w stanie za 6 sekund odpalić to bez reklamy.
5333:  Tak jest, ostatnia szarza Rochańczyków.
5335:  To jest scena, którą jak widzicie, to słyszycie jej muzykę.
5339:  I to jest w tym wszystkim najpiękniejsze.
5342:  Chodzi oczywiście o tę kultową scenę.
5344:  Scenę przemowy króla Teodena, która kończy się pamiętnym DEATH
5351:  jest przepiękna.
5352:  To jest właśnie ta scena, w której siły dobra zwyciężają, w której nie ma tej równowagi między siłami zła i siłami dobra.
5358:  Tak nawiasem mówiąc, wyglądają dobre zbroje, tak?
5362:  Tak wygląda starannie przygotowane... Tak, oczywiście, że tu jest CGI, ale w dalszym ciągu ta szarża wygląda jak szarża.
5372:  Jest to scena przepiękna.
5374:  Żałuję, że nie mogę wam puścić razem z muzyką, ale tak, Death jest pamiętny absolutnie.
5380:  Air the sun rises.
5382:  Tam, gdzie jest światło, tam też przybywają stamtąd siły światłości i siły światłości zwyciężą.
5389:  To nie jest tak, że to są jakieś dwie potęgi, które się ze sobą ścierają, ale orkowie zostały rozpirzeni przez rohańczyków.
5396:  Nie zostaje kamień na kamieniu.
5397:  I o to właśnie chodzi w tej, może naiwnej ktoś by powiedział, opowieści Tolkiena.
5402:  Chodzi mianowicie o to, żebyśmy nie poddawali się, żebyśmy za każdym razem jednak mimo wszystko obstawali przy zwycięstwie potencjalnym przynajmniej sił dobra.
5413:  Tak mi się wydaje, że o to w tym wszystkim chodzi, że to jest najbardziej kluczowe.
5417:  Przepiękna scena, obejrzyjcie ją sobie.
5419:  Żałuję strasznie, że YouTube nie pozwala na wspólne przeżywanie takich rzeczy przez te durne algorytmy, ale co na to poradzimy?
5425:  Możemy tylko donagłaśniać i na to narzekać.
5427:  Nic więcej.
5428:  Drugi odcinek, moi drodzy, czyli ten, który jest oceniany jako najbardziej, nazwijmy to, interesujący i najbardziej dynamiczny z bardzo prostego powodu.
5436:  To znaczy przez ostatnie pięć albo sześć, znaczy pięć konkretnych odcinków nie było ani jednej sceny batalistycznej, wyjąwszy...
5445:  Galadriele wtrącającą czterech żołdaków, przepraszam, pięciu żołdaków do celi, pozakadrowo całkowicie, bo nie zostało nam to pokazane.
5452:  Galadriele klepiącą mieczem sprośne, jurne pośladki żołdaka w ostatnim odcinku.
5461:  Walki Bronwyn z Orkiem i późniejszej walki Fio z Orkiem.
5469:  Hmm...
5472:  Nie pamiętam innych scen walki, jakie tutaj by się pojawiły.
5477:  W każdym razie to nie zmienia faktu, że by było troszeczkę scen walki, tak, tak.
5482:  A, macie rację, na początku z trolem jeszcze była strona.
5484:  Mamy cztery sceny walki.
5486:  To jest piąta i ona jest najdłuższa, ponieważ trwa praktycznie cały odcinek i bardzo dobrze.
5490:  Wszystko zaczyna się od tego, że jest...
5493:  wielki wiec polityczny Adara, który przemawia do orków, co jest strasznie dziwne w sumie, ponieważ z jakiegoś względu nie używa tutaj akurat czarnej mowy.
5501:  Jest to robione mega nieintuicyjnie, to znaczy czasami jest tak, że czarna mowa jest używana właśnie pośród orków wyłącznie, a na zewnątrz już nie, jest używana mowa wspólna, a czasem po prostu jest mieszanka tego wszystkiego, więc już jesteśmy w stanie na to poradzić.
5520:  W każdym razie Adar mówi tutaj właśnie, że będzie chciał ojczyznę stworzyć dla orków i to jest sensowne, to znaczy jestem w stanie uwierzyć w taki scenariusz, że pojawił się jeden ze spaczonych przez Morgotha elfów, to zresztą będzie potwierdzone w późniejszej części odcinka i zjednoczył
5539:  skłócone ze sobą klany orków po to, żeby uczynić ich domem miejsce wcześniej zasiedlane przez ludzi?
5545:  Ma to sens?
5545:  Ma to sens.
5546:  Czy ma to sens większy czy mniejszy od tego, co robił Saruman z Uruk-hai, czyli tymi lepszymi urukami, bardziej wyrośniętymi, umięśnionymi i nakokszonymi?
