#229 Jak Nie Pozwolić Swojemu Wku*wowi Pójść Na Marne? Wiedźmin, Gra o Tron - dr Krzysztof M. Maj
🔗 https://www.youtube.com/watch?v=q4AycNpVEQg
PG (Przemysław Górczyk)
KMM (Krzysztof M. Maj)

0:  PG - Jak wybuchła wojna w Ukrainie, to ja nie mogłem oglądać filmów wojennych.
3660:  KMM - No tak, ale równocześnie ci, którzy grali wcześniej, starzeją się i nie przestają grać.
3666:  KMM - I ich jest zdecydowanie więcej.
3667:  KMM - Jest zdecydowanie więcej pokoleń grających starszych niż najmłodszych.
3671:  KMM - Zresztą, żeby było śmieszniej, wcale nie jest tak, że najmłodsze pokolenia są mega zapoznane z grami.
3678:  KMM - Ja co roku, jak zaczynam wykład od pytania kto w co gra, to są bardzo powtarzalne tytuły, one zwykle są mobilne właśnie.
3685:  KMM - Coraz rzadziej są to tytuły narracyjne, światotwórcze, jakieś bardziej złożone, a coraz częściej po prostu rozrywkowe czysto.
3692:  KMM - I zresztą zawsze powtarzam, że to jest dokładnie tak samo jak w każdym medium.
3696:  KMM - Masz film, na który idziesz, powiedziałeś, szybcy i wściekli.
3699:  KMM - Idziemy sobie z popcornem, będzie rozrywka, będzie fajnie.
3701:  KMM - No to jest co innego niż kino Wes Andersona, to jest co innego niż kino Tarantino.
3706:  KMM - Po prostu w miarę jak medium się starzeje, on naturalnie będzie się rozwarstwiać.
3710:  KMM - Będziemy mieli rzeczy takie, które są najprostsze, rzeczy, które są bardziej wyrafinowane.
3714:  KMM - eksperymenty awangardowe różnego rodzaju.
3717:  KMM - Pamiętam jak grałem w Hogwarts Legacy w tym roku, ze zdumieniem nagle trafiłem na etap gry, który był całkowicie czarno-biały.
3725:  KMM - I wiesz, nagle to była jakaś wizja świata, który miał być mroczny, trochę taka animowana.
3730:  KMM - Przerażająca absolutnie i kompletnie się tego nie spodziewałem.
3734:  KMM - Zabieg w 100% awangardowy w grze, która ma być hiperrealistyczna, magiczna, o czarodziejach itd.
3742:  KMM - Więc myślę, że to jest naturalna konsekwencja tego, że medium się starzeje, dojrzewają też jego użytkownicy, robią się wyspecjalizowane grupy odbiorcze.
3750:  KMM - Natomiast wszystkim, którzy mówią, że to nie jest sztuka, przypominam, że najstarsza sztuka, z jaką mamy do czynienia, to są malunki naskalne w Lascaux, czyli to jest komiks.
3760:  KMM - Więc literatura nie jest najstarszą ze sztuk.
3763:  KMM - Moglibyśmy jeszcze powiedzieć, że taka oralna opowieść przy ognisku to jest też taka stara sztuka, prawda?
3770:  KMM - Ale na pewno nie jest tak, że literatura tym medium dominującym zawsze była.
3774:  KMM - Ona jest teraz dominująca z uwagi na to, że dużo pokoleń, które odpowiadało za naszą edukację, traktowało literaturę jako centrum naszej egzystencji.
3782:  KMM - To z różnych względów, częściowo klasowych, częściowo takich, że po prostu to medium zostało najlepiej opracowane przez pokolenia naukowców.
3790:  KMM - Film dopiero w latach, no właśnie przełom dziewięćdziesiątych, dwutysięcznych zaczął być tak traktowany jak normalna ze sztuk, a wcześniej też miał problemy z przebiciem się.
3798:  KMM - Podejrzewam, że podobnie będzie z anime, tak?
3801:  KMM - Animacje zostały docenione Disneya, Pixara, tak samo anime w którymś momencie, właśnie przez to, że zestarzeje się grupa odbiorców anime z lat tam dziewięćdziesiątych, dwutysięcznych właśnie.
3812:  KMM - również zostanie uznana i bardzo słusznie zresztą jako sztuka, bo takie ergo proxi chociażby nie ustępuje niczym w właśnie kinu awangardowemu, jeżeli chodzi o eksperymenty narracyjne.
3821:  PG - Czyli starzenie się w wieku, średniego wieku gracza też jest tutaj bardzo istotne, no bo to jakby wyklucza ten argument, że to jest coś dla dzieci, bo jeśli ci starsi ludzie zaczynają w to grać, to już mówią, ja nie jestem dzieckiem, o co ci chodzi, to są poważne rzeczy, spędzam 12 godzin dziennie grając w tą grę.
3838:  KMM - Wiesz dlaczego przełomowe były nagrody polityki dla różnych tytułów, które się ukazywały, zresztą tytułów, w które był zaangażowany Artur Ganszyniec, poprzedni pracownik CD Projektu Red, on pracował nad Wiedźminem II i zawsze od tego czasu starał się angażować w projekty, które były, nazwijmy to właśnie takie bardziej awangardowe, ambitne narracyjnie.
3857:  KMM - Disco Elysium jest też przykładem takiej gry, która wrzuca cię w wir rozważań egzystencjalnych, filozoficznych i nie zostawia jeńców.
3864:  KMM - Praktycznie jest całkowicie tekstową grą.
3865:  KMM - Bardzo trudno w odbiorze dla kogoś, kto się przyzwyczaił wyłącznie do tego, żeby... Całkowicie tekstową grą?
3870:  KMM - Tak, znaczy czytasz głównie w tej grze.
3873:  KMM - Dokonujesz bardzo prostych interakcji na ekranie, klikasz na przedmioty i tak dalej, poznajesz świat, ale głównie czytasz, masz dialog za dialogiem.
3881:  KMM - To jest wręcz niesamowite, że... I popularne to jest?
3883:  KMM - Jak?
3884:  KMM - Ta gra była niesamowicie popularna z tego czasu.
3886:  KMM - Estońskie studio Zaum na niej zbudowało całą swoją karierę praktycznie.
3890:  PG - Nic nigdy o tym nie słyszałem.
3892:  KMM - Jest bardzo dobra dyskusja na kanale Rysław między Ryszardem Chojnowskim, który jest polskim lokalizatorem gier wideo, zresztą bardzo znanym, i Marcinem Giełzakiem.
3903:  KMM - I dyskutują dwie i pół godziny coś o tej grze.
3905:  KMM - Niesamowite absolutnie jest.
3908:  KMM - I wiesz, to właśnie jest kwestia tego, że są nowe fandomy i nowe grupy odbiorcze, które bardzo się angażują w tego rodzaju tytuły.
3916:  KMM - I one oczywiście nie przechodzą do jakiegoś niesamowitego mainstreamu jak Fortnite czy Minecraft, natomiast po prostu trzeba mieć świadomość tego, że Fortnite i Minecraft to jest jakby czubek góry lodowej i wiesz, rodzice, którzy patrzą, że ich dzieciaki na przykład grają tylko w to,
3929:  KMM - powinni zrobić dokładnie to samo, jak by zauważyli, że na przykład ktoś ogląda wyłącznie reality show.
3934:  KMM - Tak, żeby po prostu polecić coś innego.
3935:  KMM - Słuchaj, jest jeszcze to, jest jeszcze to.
3937:  KMM - Sprawdź, może ci się spodoba.
3939:  KMM - Mam wrażenie, że zawsze ten brak wiedzy na temat tego, co możesz jeszcze poznać w jakimś medium, to jest jedyna rzecz, która krępuje naszą erudycję.
3948:  KMM - Po prostu wystarczy, że się otworzymy na coś innego.
3950:  KMM - Absolutnie w tym nie pomagają kanony.
3951:  KMM - Od razu zaznaczę.
3953:  KMM - Lektur i inne takie projekty.
3954:  KMM - Włączania gier na listy lektur nie jest pomysł dobry, bo
3958:  KMM - Po pierwsze to się zmienia.
3960:  KMM - Modelowa lista lektur, taką jaką ja wspieram, to jest rozmowa z klasą lub z grupą ludzi na początku.
3968:  KMM - Dobra, czym się interesujecie, co czytacie?
3970:  KMM - Tak jest w Wielkiej Brytanii.
3971:  KMM - W Wielkiej Brytanii Szekspir jest jedną z nielicznych lektur, takich rzeczywiście narzucanych systemowo.
3975:  KMM - Całą resztę dogadujesz z nauczycielem.
3977:  KMM - To samo tutaj, ludzie grają w nowe rzeczy i ja też aktualizuję swój wykład z gier co roku praktycznie o nowe tytuły, bo jaki jest sens, żebym analizował trudny termin jakiś albo trudną koncepcję na przykładzie, którego ludzie nie znają.
3990:  KMM - To jest wyjaśnianie nieznanego nieznanym, tego się nie robi.
3993:  KMM - I to samo jest z lekturami, więc pozostawienie nauczycielom swobody, ale równocześnie uczenie ich tak, żeby byli świadomi tego, że język polski może się realizować nie tylko w książce, ale także w filmie, także w serialu, także w animacji, także w grze.
4007:  KMM - To jest najlepsza rzecz, jaką możemy zrobić, ale niestety tego nie robimy.
4010:  PG - Ale wtedy to by kosztowało ich dużo więcej pracy, jeśli mieliby zmieniać lektury, to wtedy musieliby je czytać.
4016:  PG - Nie dajcie Bogowie.
4019:  PG - Jak ten nauczyciel miałby czytać jakieś lektury?
4020:  PG - Przecież to nie o to chodzi w tej pracy.
4022:  KMM - Zabawniejszy argument, który się zawsze powtarza, to taki, że co będzie, jeżeli ktoś sobie wymyśli...
4027:  KMM - jakąś gierę albo jakiś film albo coś innego i moja odpowiedź jest zawsze taka sama.
4031:  KMM - Jeżeli zrobi to tak, że egzaminator usłyszy, że posługuje się władnie językiem polskim, używa wszystkich konstrukcji poprawnie, analizuje zjawiska dobrze i jeszcze do tego wymyślił przekonujący argument na totalnie fikcyjnym przykładzie,
4046:  KMM - tym lepiej.
4047:  KMM - No przecież my tego powinniśmy odczekiwać od przyszłych obywateli, których kształcimy, żeby się komunikowali właściwie.
4053:  PG - Ale to znowu dodatkowa praca dla nauczyciela.
4055:  PG - Ja wiem.
4056:  KMM - Co ty proponujesz?
4059:  KMM - To jest bardzo groźne.
4060:  PG - Ale to trochę... Powinniście skorzystać
4063:  KMM - Nie pisz do tego, co ja zawsze mówię, że najbardziej czczonym patronem świętym w naszym panteonie jest święty spokój i modły do świętego spokoja rozbrzmiewają we wszystkich świątyniach donośniej niż do jakichkolwiek innych bóstw.
4077:  PG - Święty spokój i brak zmiany.
4078:  PG - I brak zmiany, tak jest.
4080:  PG - A wspominałeś o tej grze tekstowej i ja od razu sobie to odnoszę do YouTube albo Instagrama.
4086:  PG - Jeśli ktoś potrafi stworzyć grę tekstową i ludzie są w to totalnie wkręceni, to w takim razie YouTube i Instagram też może być postrzegane jako taka swojego rodzaju gra.
4094:  KMM - Nie no pewnie, absolutnie.
4096:  KMM - Zresztą
4097:  KMM - Myślę, że twórcy, którzy starają się wymyślać nowe formaty, a nie tylko przeszczepiać stare formaty na YouTubie, czy na Instagramie, czy na TikToku itd., absolutnie tworzą taki nowy świat, który ma swoich odbiorców, rozgrywają ich przyzwyczajenia, wchodzą w różnego rodzaju konwencje.
4115:  KMM - Dlatego tak koso zawsze patrzę na takie nierodzime YouTubowe formaty, czyli nie podcasty, nie jakiegoś rodzaju reakcje, vlogi itd.,
4125:  KMM - Tylko na przykład bierzesz tylko telewizję 1 do 1, że są dwie gadające głowy według scenariusza, z promptera, z jakąś muzyką, z segmentami sponsorskimi, z reklamami i ja widzę tutaj telewizję, nie widzę nowego medium i
4141:  KMM - Zawsze myślę, że to jest straszna szkoda, jak twórcy idą w taką sztampę właśnie, a nie eksperymentują, bo tutaj oczywiście ja się mogę śmiać z mówienia o youtuberach, artystach, ale można tworzyć różne niesamowite rzeczy i moim ulubionym kanałem pod tym kątem jest Nerdforge.
4156:  KMM - Mianowicie babeczka, która to prowadzi, Martina, tworzy różne rzeczy, no i oczywiście nagrywa o tym filmy, ale robi to w niesamowicie atrakcyjny sposób.
4166:  KMM - Na przykład stworzyła całe swoje studio, modelując je jako wieżę arcymagini.
4171:  KMM - I tam są książki jakieś stare, Inkaus, gdzieś tam jakaś czaszunia.
4177:  KMM - i okno wielkie, za którym jest prerenderowane otoczenie, zresztą to jest połączone z kamerami, w taki sposób jak się kamera rusza, to Unreal Engine równocześnie renderuje otoczenie za tą wieżą, przeprofesjonalnie zrobione, ale równocześnie potrafi zrobić coś, co każdy jest w stanie, jeżeli ma chęć i siły i środki oczywiście, różnego rodzaju makiety albo oprawia książki, wiesz, i to jest coś, co może i było kiedyś w telewizji, bo były takie majsterkowiczowe
4206:  KMM - ale równocześnie jest powiew takiej świeżości zupełnie, połączone to z kulturą, która jest dla nas wszystkich współczesna.
4213:  KMM - To jest nieprawdopodobne absolutnie.
4215:  PG - Jestem ciekawy, kiedy dojdziemy do etapu, gdzie świat GR i świat social media będzie się jakby...
4222:  PG - Ta różnica pomiędzy nimi będzie się zacierać.
4224:  PG - Że te gry będą coraz bardziej przypominały social media i jednocześnie social media będą coraz bardziej przypominały gry.
4229:  KMM - Mark Zuckerberg chciał bardzo to zrobić, ale spektakularnie mu to nie wyszło, ponieważ nie wyciągnął żadnych wniosków z tego, co właśnie... Mówisz o Metaversie?
4237:  KMM - Tak.
4237:  PG - No to oni chyba cały czas pracują nad tym.
4239:  PG - Ostatnio widziałem.
4240:  PG - Widziałeś podcast Leksa z Markiem w...
4243:  PG - Nie widziałem, nie widziałem jeszcze.
4244:  PG - Są tylko ich twarze dotąd, mają takie popiersia i rozmawiają ze sobą i podobno można się przybliżać i odwzorowanie twarzy podobne jest niesamowite.
4252:  KMM - Czyli to już nie jest tak, że to są takie animowane kukiełki, które strasznie źle wyglądają.
4256:  PG - Nie, nie, nie, ja myślę, że oni będą nad tym pracowali.
4258:  KMM - No ciekawe, bo złośliwie mówili pracownicy studia Blizzard, że panie, myśmy takie rzeczy mieli 20 lat temu w World of Warcraft.
4265:  PG - Ja bardzo nie lubię, jak cisną po Marku Zuckerbergu albo Ilonie Masku, dajmy mi trochę czasu, ci ludzie nie są głupi, oni nie robią projektów i nagle to wszystko opada i oni są zdziwieni, boże, projekt mi się nie udał, to potrzebuję po prostu czasu, przecież to są kompletnie innowacyjne, zmieniające świat rzeczy, to nie jest tak, że oni to zrobią w dwa miesiące.
4281:  KMM - Wiesz co, jeżeli by to wyszło, to byłoby to potężne, zwłaszcza jeżeli by ludziom dać możliwości i narzędzia, żeby właśnie tworzyli własny content, bo to, co dałeś jako przykład, czyli YouTube, jest modelem dobrym dlatego, że dajesz platformę, dajesz narzędzia jakieś podstawowe, ale cała reszta jest po stronie użytkowników i to użytkownicy sprawili, że ta platforma jest wyjątkowa.
4300:  KMM - Tak samo zresztą jest z całą kulturą gamingową na Twitchu, więc jeżeli Metaverse będzie funkcjonować w ten sposób, że okej, dostajecie narzędzia i tworzycie sobie własne uniwersa, ale oczywiście pewne bazowe rzeczy zostają, no to to będzie absolutna rewolucja.
4312:  PG - Ale tego się nie robi w dwa miesiące.
4313:  KMM - Ale tego się nie robi w dwa miesiące, to jest prawda.
4315:  PG - I to już działa.
4316:  PG - Co jest najciekawsze odnośnie na przykład coli, możemy się umówić na cola, usiąść sobie w jednym pomieszczeniu i co jest najciekawsze, to jak będziesz siedział po mojej prawej stronie, to ja się do ciebie zwrócę, ty będziesz lepiej o mnie słyszał, a jak będę mówił w tą stronę, słyszysz mnie gorzej.
4328:  PG - I nie ma delayu, czego nie wiem, jak zrobili.
4332:  PG - Jakoś zatrzymali czas wewnątrz tego metaversa, że nie ma czegoś takiego, jak na Zoomie, że rozmawiasz z kimś, po chwili dochodzi, ta osoba ci odpowiada i słyszysz taki dyson z tej rozmowy.
4342:  PG - Więc cały czas nad tym pracują.
4343:  PG - Ja myślę, że im to będzie wychodziło, tylko trzeba dać im trochę czasu.
4346:  KMM - No i na pewno też będzie trzeba dychowania społeczeństwa, żeby ludzie nie traktowali tego jak, no dokładnie tak samo jak była traktowana choćby edukacja zdalna, że patrzono na te straszne kamerki, z których nauczyciele nadawali i robili lekcje jeden do jeden, taką jak ze szkoły, zamiast żeby zrobić zupełnie inną, z wykorzystaniem aplikacji, z wykorzystaniem tego wszystkiego, co daje sieć.
4369:  KMM - No i ludzie mówią, no tak, edukacja zdalna jest beznadziejna.
4371:  KMM - No oczywiście tak realizowana edukacja zdalna będzie zawsze beznadziejna i to samo tutaj.
4375:  PG - Wracamy do świętego spokoju.
4377:  KMM - Wracamy do świętego spokoju, tak.
4378:  KMM - Więc wiesz, można byłoby absolutnie przy świadomości, że nie tracisz czasu, jeżeli jesteś w metaversie.
4385:  KMM - to można byłoby rzeczywiście zrobić rewolucję także społeczną.
4388:  KMM - Rewolucję w zakresie pracy.
4389:  KMM - To jest też to, co Microsoft pokazywa na różnych swoich wczesnych renderach, że będziesz mógł pracować sobie z całym swoim zespołem na pakiecie Office, ale to wszystko będzie w VR-ze holograficznie albo w AR-ze, czyli w rozszerzonej rzeczywistości.
4402:  KMM - Zresztą Apple też jak wprowadził te swoje okulary, czy wprowadza dalej, podejrzewam, że w momencie, w którym one wyjdą na rynek już i tak się zadomowią, no to będzie to co zawsze.
4412:  KMM - To znaczy inni się zainspirują sprzętem Apple'a i zrobią tańsze
4416:  PG - Ale wyglądający prawie tak samo.
