Znęcamy się nad Harrym Potterem - czekając na Hogwart's Legacy, Krzysztof M. Maj, ZMIANA PERSPEKTYWY
🔗 https://www.youtube.com/watch?v=S1o0R985PvI
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)

0:  DS - No ale chciałbyś mieć koedukacyjną sypialnię?
6568:  DS - gdzie Ron jest sprowadzony do takiego głupka komediowego, który jest głupi, nic nie umie i potyka się o własne nogi, że tak powiem, a Hermiona wszystko wie o Ronaldzie, coś tam coś.
6578:  KMM - A to tak, no bo z Rona zrobiono sidekicka takiego typowego filmowego.
6580:  DS - A w książce to było dużo bardziej zrównoważone, każdy z nich miał swoją rolę, każdy coś tam wnosił też nawet do rozwiązania problemu, nie?
6588:  DS - A nie, że Hermiona po prostu wszystko wymyślała.
6590:  KMM - To w tym sensie tak.
6591:  KMM - Na pewno Ron książkowy jest lepszym Ronem niż Ron filmowy, co do tego całkowita zgoda.
6597:  DS - Ja zawsze robiłam Hermionę, bo była mimo wszystko pozytywnie pokazanym kujonym.
6603:  KMM - No właśnie tu mam pewne wątpliwości, czy to był pozytywny.
6606:  DS - Wszyscy się troszeczkę śmiali, ale z drugiej strony była bohaterką bardzo znanej książki i jednak ona wyciągała ich często zza uszy z kłopotów.
6616:  DS - To prawda.
6617:  DS - Zwłaszcza w pierwszej części, gdzie tam to...
6621:  DS - w tych diabelskich sidłach, to ona wymyśliła.
6624:  DS - Potem w szachach Ron, bo znowu Ron coś tam potrafi.
6627:  DS - Potem były te butelki, to znowu Hermiona.
6629:  KMM - Generalnie Potter by zginął 35 tysięcy razy, gdyby nie Hermiona.
6633:  KMM - To jest jasna sprawa.
6634:  KMM - Ale myślę, że mam tutaj ten sam problem, co z domami.
6636:  KMM - Że ludzie są selekcjonowani do domów na podstawie cech negatywnych, a nie na podstawie zdolności.
6641:  KMM - Segregacja klasowa tam.
6643:  KMM - I tutaj z kolei też mamy segregację klasową, tylko w innym znaczeniu tego słowa, bo chodzi o klasę szkolną.
6648:  KMM - To znaczy są kujoni i są inni, tak?
6650:  KMM - Są kujoni, są normalni, są zgrywusi tak jak Fred Weasley i tak dalej, nie?
6655:  DS - Tak jak ten Ernie McMillan też takim był trochę nudnym kujonem, nie?
6658:  KMM - No właśnie i to jest trochę dobrze przynajmniej, że ten wizerunek charakterologiczny Hermione został troszeczkę pogłębiony.
6664:  KMM - Ale na przykład cały czas ta dyskusja o jej rodzicach, dentystach, to był przedmiot ciągłego naigrywania się, prawda?
6670:  KMM - Nawet ze strony Slagona.
6672:  KMM - I to było przykre, bo to w którymś momencie cały czas eskalowało, a nigdy się nie dowiedzieliśmy w sumie, dlaczego Hermione była taka potężna, prawda?
6679:  KMM - Jak to się dzieje?
6679:  KMM - To było do pociągnięcia jeszcze i pokazania właśnie, że czarodziejka krwi mieszanej może być właśnie o wiele potężniejsza.
6685:  DS - Ona w ogóle była całkowicie z krwi niemagicznej.
6690:  KMM - Z mugolskiej rodziny.
6691:  DS - Ale została ministrem magii.
6693:  KMM - Tak?
6693:  KMM - Finalnie?
6694:  DS - Naprawdę?
6694:  DS - No w Przeklętym Dziecku chyba.
6700:  KMM - Ale to dobrze, to dobrze.
6701:  KMM - To jest akurat dobra rzecz.
6702:  DS - Chcesz coś jeszcze powiedzieć na zakończenie?
6705:  KMM - Tak, chciałbym, żeby nie robiono reekranizacji Pottera.
6708:  KMM - Chciałbym, żeby została chociaż jedna franczyza, która nie zostanie zamknięta w latach 2000.
6711:  DS - Ja bym chciała, żeby była reekranizacja, tylko jeszcze nie teraz, bo ja liczę, że to nasze kino.
6717:  DS - za 10, może 20 lat, że skończy się ten cykl i po prostu wrócimy do tego miejsca, gdzie się robi dobre filmy i dobre seriale i wtedy będzie moment na nowego Harry'ego Pottera, zwłaszcza, że jeszcze tak trochę w naszych myślach się zatrze też ten pierwowzór.
6733:  DS - Teraz jest jeszcze strasznie wcześnie.
6734:  DS - Też przez to, że oni tak pchają tą franczyzę nam cały czas do gardeł, to też przez to ten obraz jest strasznie mocny.
6741:  DS - Jak oni zrobią ten film, nawet jak on będzie dobry, to my będziemy cały czas porównywać to do oryginału i będzie nam się wydawało, że stare było lepsze.
6748:  KMM - Teraz to będzie dokładnie to samo, co było z Drinks of Power.
6750:  KMM - Powinni by ci kretyni zrobić sobie swoją historię w uniwersum.
6754:  KMM - Nie robić żadnego rebootu filmu Jacksona.
6755:  KMM - To było niemożliwe do zrealizacji.
6758:  KMM - Nie robić w życiu.
6759:  KMM - Tak samo będzie z filmami Potterowskimi.
6761:  KMM - Nie sądzę, żeby dało się przebić casting, który był.
6764:  KMM - Bo właśnie tego nie powiedzieliśmy, a to by warto było na koniec.
6767:  KMM - To jest wybitny casting.
6768:  KMM - Ja nigdy w życiu nie miałem takiej sytuacji, żeby zgadzać się z wizerunkiem każdej postaci, którą widziałem na ekranie i ze swoimi wyobrażeniami.
6776:  DS - I nawet jak są jakieś takie drobne pierdołki za przeproszeniem, że Harry Potter ma niebieskie oczy zamiast zielonych, to to nie ma znaczenia, ponieważ naprawdę czujemy, że to są te postacie i są bardzo podobni z wyglądu w całokształcie.
6788:  KMM - I to nie dotyczy tylko młodych aktorów, ale całej plejady.
6791:  KMM - Poza tym naprawdę wybitnych aktorów zatrudniono.
6794:  KMM - No nie tylko oczywiście wspaniały Alan Rickman, ale także Kenneth Branagh, który zrobił z postaci Lockhart'a postać cudowną i urokliwą, a w książce był nie do zniesienia.
6804:  KMM - I takich przykładów jest wiele.
6806:  KMM - Tak samo Shalona Trelawney została przepięknie sportretowana.
6809:  DS - Tak, chociaż ja sobie akurat Trelawney lepiej wyobrażałam w książce.
6814:  KMM - Albo Umbridge, która jest potraktowana w hat-shamingowo w książce.
6818:  KMM - Gruba i głupia i wstrętna.
6820:  DS - Lubi różowy.
6821:  KMM - A tutaj mamy cudowną Imelda Stoughton, która wygląda zupełnie inaczej.
6826:  KMM - Aż tak wredna.
6828:  KMM - Wspaniale wredna.
6830:  KMM - Cudownie wredna.
6831:  KMM - Aż tak wredna, że się ją lubi.
6833:  KMM - I to jest paradoksalne.
6835:  DS - Każdy krótko mówiąc... Dowiedziałam się, że zaskakująco dużo ludzi, fanów Harry'ego Pottera, zbiera talerze i filiżanki w kotki.
6841:  KMM - Nie chciałem tego powiedzieć.
6844:  KMM - Więc nawet postaci dalekoplanowe były dobrze dobrane i mam wrażenie, że to był właśnie ten koniec złotej ery castingu, która już nieprędko wróci.
6854:  KMM - W zasadzie każda postać, którą byśmy przywołali, świetnie wykastowana, aktorzy charakterystyczni, ale nie tylko i
6861:  KMM - Swoją drogą także pełen przekrój rasowy.
6863:  KMM - Proszę bardzo, Kingsley Shacklebolt.
6865:  KMM - Prześwietna postać, którą można momentalnie polubić.
6868:  KMM - Fantastyczna i nikt nam nie mówił, o pójdźcie na czwartego, nie to był czwarty Potter, czy piąty Potter, czy to mi się pojawiło, chyba piąty.
6875:  KMM - Pójdźcie na piątego Pottera, ponieważ będzie czarny.
6878:  DS - No skóry minister mały.
6879:  DS - No i tam też któryś z tych jego przyjaciek, czy Dean Thomas, czy któryś.
6882:  KMM - Tak, oczywiście, że to było, tylko że właśnie mieliśmy wtedy erę skupiania się na dobrym castingu, a nie na tematach, które są polityczne wyłącznie i dyktują nam decyzje castingowe.
6893:  DS - I miejmy nadzieję, że w końcu do tego wrócimy.
6896:  DS - Tym optymistycznym akcentem będziemy kończyć.
6899:  DS - Link do kanału Krzysztofa możecie oczywiście znaleźć w opisie tego filmu.
6902:  DS - Zachęcam was, żebyście tam powędrowali, chociaż pewnie większość z was stamtąd przyszła, ale jeśli stamtąd przyszliście, to teraz możecie tam wrócić i sobie zobaczyć coś jeszcze, czego nie widzieliście, a jeśli widzieliście, to zobaczycie dwa razy.
6912:  KMM - Albo tu zostać i nadrobić filmy Czerwia, żeby później mnie nie nudzić, żebym zrobił film na temat jakiś, na którym się Dominika zna lepiej.
6920:  DS - A to lepiej, to chyba przesadziłeś.
6922:  DS - Ale inaczej.
6923:  DS - Zawsze każda osoba kolejna, która o czymś robi, mimo wszystko pokazuje trochę inną perspektywę i to jest piękne.
6929:  DS - Tak.
6930:  DS - Można obejrzeć dowolną ilość filmów traszujących w pierścienie władzy i zawsze się znajdzie coś nowego.
6935:  KMM - Lub pierścienicy nie do władzy.
6937:  DS - Tak.
6937:  DS - Więc żegnamy się.
6940:  DS - Chcesz okulary na koniec?
6942:  KMM - Nie, mam moją różdżkę przykrótką.
6945:  DS - No to pa!
6946:  DS - Jeśli macie ochotę wspierać powstawanie nowych filmów i funkcjonowanie tego kanału, możecie to zrobić klikając w link do Patronite'a, który znajdziecie w opisie tego filmu.
6955:  DS - Jeśli nie możecie sobie na to z jakiegoś powodu pozwolić, to i tak bardzo Was lubię.
6959:  DS - Cześć, oglądajcie, cieszcie się ze wszystkich materiałów, ale i tak możecie pomóc, jeśli macie na to ochotę, klikając subskrypcję, albo dając lajka, albo udostępniając film w swoich mediach społecznościowych.
6971:  DS - Jeśli się na to zdecydujecie, to serdeczne dzięki.
6975:  DS - I pa, już mówiłam.
6978:  S00 - W tym tygodniu szczególne podziękowania wędrują do Wojciecha Bańcera, Kuby, Rałko Fenela, Joanny Bielińskiej, Darka Toperza-Szymańskiego z podcastu Kuchenne Rozmowy, Marka Olszewskiego i Ara Gonte.
6992:  S00 - Dziękuję Wam.
6993:  S00 - Jesteście naprawdę fantastyczni.
