Żegnamy SUKCESJĘ | Zakończenie na jakie czekaliśmy?
🔗 https://www.youtube.com/watch?v=L3wb8Qgr4Tc
MG (Marcin Giełzak, Dwie Lewe Ręce)
GW (Grzegorz Wątroba, Okiem Deva)
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

9:  BFP - To już jest koniec.
4231:  GW - kwalifikuje się na narcystyczny zespół osobowości.
4236:  GW - Ona nie może być zdewaluowana nawet w tak błahej rzeczy jak jakiejś grze słownej przez dziecko, bo to podważa jego własny obraz i w tym momencie był w stanie spoliczkować swojego wnuka w grze, która nie miała żadnej wartości, żadnego przełożenia na cokolwiek.
4255:  GW - Był w stanie wykazać się przemocą fizyczną
4260:  GW - Tylko dlatego, bo ktoś mu powiedział, że przegrał.
4263:  GW - To jest tak wzorcowy narcyzm.
4266:  KMM - To była jego przecież stała przemocowa taktyka, bo on bił nieustannie Romana, o czym wiemy z opowieści, co widzieliśmy też wielokrotnie.
4275:  KMM - Można domniemywać, że podobnie się zachowywał wobec Kendalla, ale to jest tylko domniemanie.
4280:  GW - Tak samo on był bity, bo widać to też.
4282:  GW - I był bity również.
4283:  BFP - To ja jedną rzecz bardzo ważną chcę powiedzieć, troszeczkę kontrując to, co powiedział Marcin.
4289:  BFP - Nie sądziłem, że przyjmę rolę adwokata Logana Roya, ale jeżeli tak ma być, to niech będzie.
4296:  BFP - My widzimy Logana u krawędzi, u progu jego życia.
4301:  BFP - I niezwykle ważne, dlatego uważam, że ten serial będzie analizowany dialog po dialogu, słowo po słowie przez lata.
4308:  BFP - Przypomnijcie sobie mowę na pogrzebie Logana w wykonaniu jego własnego brata.
4314:  BFP - Człowieka, który znał go lepiej niż jego własne dzieci.
4317:  BFP - On go znał lepiej.
4319:  BFP - I on mówi coś, co każe myśleć, że Logan był kiedyś inny.
4323:  BFP - On nie był taki przez cały czas.
4326:  BFP - I on mówił, że może musiał, bo miał o nim niebezpieczeństwo, a może o mnie też, nie wiem.
4330:  BFP - Próbowałem, próbowałem, nie wiem kiedy, ale czasem zdecydował się nie próbować już.
4335:  BFP - I to było straszne szaleństwo.
4343:  BFP - w pewnym momencie już tak bardzo uwierzył w swój mit, tak bardzo był przekonany, że jest nierozerwalny ze swoim imperium, że po prostu jechał tylko i wyłącznie na swojej famie, na swojej reputacji
4357:  BFP - Ponosił, być może pieniądze go zepsuły, dawał się ponosić swoim impulsom, ale jego własny brat mówi o nim, że kiedyś był inny i w pewnym momencie przestał próbować.
4368:  GW - Tak, no i jego charakter został złamany, co właśnie też było pokazywane przy tej przemowie jego brata na pogrzebie, kiedy mówił, że prawdopodobnie przywiózł chorobę, którą zaraził siostrę, prawdopodobnie nie, ale jego opiekunowie nigdy nie wyprowadzili go z tego błędu.
4390:  GW - To jest kolejne narzędzie kontroli, którym najłatwiej kontroluje się i dorosłego człowieka, a jeszcze łatwiej dziecko.
4395:  GW - Poczucie winy i oparte o krzywdę względem drugiej osoby.
4403:  GW - Na tym można tak naprawdę zdefiniować, rozbić kompletnie i zbudować kompletnie ułomnego człowieka emocjonalnie.
4411:  GW - I taki właśnie był Logan Roy.
4415:  KMM - Trzeba trochę odwrócić narrację w tym znaczeniu, że to nie usprawiedliwia absolutnie nigdy żadnych czynów Logana, to że miał trudne dzieciństwo.
4424:  GW - Cytując pewną bardzo popularną, panią psycholog,
4432:  GW - To, że miałeś kijowe dzieciństwo nie uprawnia Cię do tego, żeby srać żarem na innych, tak, jasne, ale w tym wypadku tutaj dobitnie były jakieś wydarzenia z przeszłości, co widać było, to było ukrywane i było tylko bardzo stopniowo odkrywane przez cały serial, ile różnych traumatycznych wydarzeń jego też spotkało.
4454:  GW - Plecy Logana.
4455:  GW - Tak.
4456:  GW - Ale w istocie nie usprawiedliwia to sposobu, w jaki on wychował swoje dzieci, jaki traktował swoje dzieci, tyle że prawdopodobnie nie umiał inaczej, a nikt go tego nie nauczył.
4469:  KMM - Znaczy przede wszystkim myślę, że właśnie można zrozumieć dzięki temu pewne motywacje, też jak Bartosz pisze, Strągowski na czacie, tak, ale z drugiej strony dla mnie to jest chyba najlepszy dowód, jaki możemy mieć w kulturze na prawdy, które są powtarzane przez psychiatrów, psychologów, lekarzy,
4487:  KMM - mądrych pedagogów, że wychowanie ciężką ręką nigdy nie działa.
4491:  KMM - Znaczy można sobie wmawiać, że takie właśnie działania, które są ostre, stereotypowo męskie, gwałtowne i które przedkładają cel nad jakiekolwiek środki do niego, że one są dobre, ponieważ dzięki temu właśnie osiągamy najwyższe echelony w drabinie społecznej.
4508:  KMM - No gówno prawda, to znaczy dzięki temu możemy na przykład doprowadzić do tego, że nasze dzieciaki będą miały traumy na całe życie i nawet jeżeli
4516:  KMM - Zauważcie, zostaną wyposażeni we wszystkie skille i wszystkie środki do przetrwania w tym świecie.
4522:  KMM - Kim jest finalnie Kendall?
4523:  KMM - To jest człowiek, który łamie się jak trzcina przy najlżejszym podmuchu wiatru w nieodpowiednią stronę, kiedy przestaje go osłaniać marynarka jego ojca.
4531:  KMM - To nie jest człowiek przygotowany do życia.
4533:  KMM - Shiv?
4534:  KMM - Shiv jest korągiewką na wietrze w zależności od tego, co musi zrobić, w zależności od tego, jak ma pointrygować.
4540:  KMM - Roman?
4541:  KMM - No chyba nie muszę mówić, co się dzieje z Romanem.
4543:  KMM - Roman porusza się w dziwnym spektrum od...
4547:  KMM - wannabe devianta seksualnego do słabego chłopczyka, który musi się wypłakać na kolanach starszej siostry.
4554:  KMM - To są ludzie, którzy pozornie odnieśli sukces, tak samo jak Logan Roy pozornie odniósł sukces, bo jego ostatecznym sukcesem życiowym jest to, że sukcesja się nie udała, a także to, że ma ładne mauzoleum, które kupił po taniości na wyprzedaży.
4570:  KMM - To jest koniec jego sukcesów i cały ten gabinet osobliwości, który po nim został na najwyższym piętrze biurowca,
4577:  KMM - Jest tylko gabinetem osobliwości.
4579:  KMM - Jedyne co widzimy wtedy jak Kendall siada już w tym upragnionym foteliku, to widzimy te parafernalia wszystkie śmieszne po ojcu, które zostały, włącznie oczywiście z wydrukowanym artykułem z Timesa, który sobie wisi na ścianie.
4591:  KMM - Żałosne.
4592:  BFP - Iga napisała na czacie, że matka w rozmowie z Shiv mówi, że powinna mieć psy, ale nie mogła ich mieć, bo Logan musi kopnąć wszystko co kocha i zobaczyć czy do niego wróci.
4602:  BFP - co dobrze też prezentuje filozofię.
4604:  MG - To też wskazuje na potrzebę władzy.
4607:  MG - Skąd ona się wzięła?
4608:  MG - Być może stąd, że cały początek jego życia jest naznaczony przez bezsilność.
4614:  MG - Musiał opuścić swój dom i rodzinny kraj wbrew własnej woli.
4619:  MG - Musiał siedzieć na jakimś okręcie, w którym w dowolnym momencie Niemcy mogli zatopić po kolana w wodzie wbrew własnej woli.
4626:  MG - Trafił na farmę do Kanady do swojego sadystycznego i prymitywnego wujka wbrew własnej woli.
4633:  MG - Wszystko co się działo w jego życiu wynikało z bezsilności.
4636:  MG - No więc uwierzył w to, że jeżeli będzie silny i będzie miał władzę, to będzie inaczej.
4642:  MG - I on zawsze potrzebuje kolejnego kopa, kolejnego strzału.
4647:  MG - Władza jest tym, czym się odurza.
4649:  MG - I to najlepiej widać na przykładzie jego relacji z dziećmi, ponieważ to, co robi swoim dzieciom, daje mu największe poczucie władzy.
4656:  MG - Nie ma sługusa, nie ma pracownika.
4659:  MG - który tak bardzo potrzebuje zobaczyć jego uznanie, jak jego własne dzieci.
4664:  MG - Dlatego zawsze dzieciom merda przed oczyma własnym uznaniem, żeby je zabrać w ostatniej chwili i widać, że on się tym rozkoszuje.
4673:  MG - On łamaniem ich charakterów, ich pełnym podporządkowaniem się rozkoszuje, więc tworzy sytuację paradoksalną.
4681:  MG - Chce, żeby byli twardzi.
4683:  MG - Jak mogą być twardzi, jeśli sam ich złamał?
4686:  MG - I to, co powiedział Krzysztof o męskim wychowaniu.
4690:  MG - Mój zarzut wobec Logana byłby taki, że jest wiele sytuacji, w których on nie potrafi być mężczyzną.
4696:  MG - Który mężczyzna pozwoliłby, żeby jego syn wyglądał tak, jak wygląda Roman albo Kendall?
4703:  MG - Który nie miałby z nim w pewnym momencie rozmowy?
4705:  MG - Jak wygląda ojcowska rozmowa?
4708:  MG - Szczególnie, kiedy wyśle się ojcowi Dick Peeka.
4710:  MG - Tak.
4710:  MG - Jak wygląda ojcowska rozmowa Logana z Romanem?
4716:  MG - Sort yourself out.
4718:  MG - Nie obchodzi mnie, jak to zrobisz, ale nie chcę o tym myśleć.
4723:  MG - Jak wygląda jego ojcowska rozmowa z Kendallem, kiedy zostawia na niego pułapki, kiedy mówi, masz tutaj papiery, podpisz, a Kendall mówi, ale wiesz co, wolałbym to pokazać prawnikowi najpierw.
4734:  MG - A on mówi, it's housekeeping, szczegóły, nie róbmy z tego afery, podpisz.
4739:  MG - A potem mówi, podpisałeś, bez prawnika.
4742:  MG - Jesteś słaby, złamałeś.
4743:  MG - Znaczy, najpierw zastawia na niego pułapkę, a następnie go z tej pułapki rozlicza.
4749:  MG - Analogicznie jest z tym, że były jego urodziny i on nie poszedł do pracy, nie poszedł negocjować umowy, tylko przyszedł na jego urodziny, kiedy sam mu wyraźnie zasugerował, że tego od niego oczekuje.
4761:  MG - I wiecie, na czym polega paradoks?
4763:  MG - Jaka byłaby prawidłowa odpowiedź na każdą z zagadek Logana?
4766:  MG - Ta druga odpowiedź.
4768:  MG - Gdyby powiedział, że chce to skonsultować z prawnikiem, to Rogan powiedziałby, no ale jak, nie ufasz mi, ja nie mogę pracować z kimś, kto mi nie ufa.
4776:  MG - Gdyby powiedział, nie przyjdę na twoje urodziny, tylko pójdę do roboty, to powiedziałby mi, ale po co mi taki syn, który gwizdza na to, że są moje urodziny.
4783:  BFP - Kurwa, pierwszy raz ktoś na mnie nakrzyczał na moim własnym vlogu.
4785:  KMM - Ale to jest absolutnie w punkt z tego względu, że zauważcie, że do samego końca, nawet po śmierci tego człowieka, jego intencje były cały czas zagadką.
4794:  KMM - On był tym właśnie szekspirowskim widmem, który się kładzie po całym serialu i wszyscy żyją w cieniu tego widma, nawet jak już tego człowieka fizycznie nie ma, to cały czas pojawia się ta narracja, ale co by chciał nasz ojciec?
4807:  KMM - Co by zrobił nasz ojciec?
4808:  KMM - Jak postąpiłby nasz ojciec?
4810:  KMM - Wybrałby tę drugą opcję.
4811:  BFP - Ale nie dało się wygrać w jego grę, bo on cały czas zmieniał reguły.
4814:  BFP - To była jedyna osoba, która znała je, bo je tworzyła w biegu.
4817:  BFP - I tylko już oddając głos tobie Grzegorzu, do całej tej litanii, którą wymieniłeś Marcin, najbardziej wymowne jest to, że szantażował swoją własną córkę tym, że nie pojedzie na jej ślub.
4831:  BFP - I nie pojechał.
4832:  BFP - Dopiero kiedy został przymuszony przez własną żonę, żeby się tam pojawić, żeby załatwić pewien deal, to wtedy się pojawił.
4838:  BFP - Ale nawet to wykorzystywał przeciwko swoim własnym dzieciom.
4841:  GW - To cały czas klasyczne mechanizmy kontroli.
4846:  GW - Tu mi cały czas świta w głowie, jak już weszliśmy na ten temat, że samo intro pokazuje, jak bardzo z jednej strony dzieci są w niego zapatrzone
4860:  GW - potrzebują jego uwagi.
4861:  GW - Tam są te ujęcia, gdzie one stają do zdjęć i widać, że on gdzieś tam odchodzi.
4865:  GW - A one nie wiedzą, co zrobić.
4867:  GW - I one patrzą za nim dosłownie, non stop za nim patrzą, a jego nie ma.
4871:  GW - Ojciec nieobecny, zdystansowany, zablokowany kompletnie emocjonalnie.
4877:  GW - Dodatkowo tak kontrolujący swoje dzieci, że one bez niego nie są w stanie nic zrobić.
4882:  GW - I nawiązując tutaj do rozmowy z Roya z...
4889:  GW - romanem, o którym mówisz, Marcinie, no
4893:  GW - Mężczyzna, co by zrobił w takim momencie?
4894:  GW - Wziąłby odpowiedzialność za swoje błędy wychowawcze i przeprowadziłby z nim szczerą rozmowę, może o emocjach, a przynajmniej o tym, żeby nie powiedziałby tylko ogarnij się, ale powiedział, co źle zrobił i co powinien zrobić dalej, żeby stać się lepszym człowiekiem.
4912:  GW - On nie jest w stanie wziąć odpowiedzialności za swoje błędy wychowawcze, nie jest w stanie wziąć odpowiedzialności
4920:  GW - bo nie musi za wiele rzeczy, stąd też nie nauczył tego swoich dzieci i przez ten brak brania odpowiedzialności za swoje błędy, one nie uczą się wielu rzeczy i one przez to są bardzo nieporadne.
4933:  GW - No zresztą widać jak bardzo nieporadne są do tego stopnia, że jak w pierwszym sezonie chyba, kiedy Frank przychodzi do
4942:  GW - Kendala i on jest we własnym domu, tylko bez służby.
4946:  GW - On nawet nie wie, jak zrobić kawę.
4948:  GW - To jest najbardziej chyba taki żałosny element tego pierwszego sezonu, pokazujący, jak bardzo oni są nieporadni w takich codziennych sprawach.
4955:  MG - Wyalienowani z rzeczywistości.
4957:  MG - I gdzie jest Logan, gdzie jest taka scena, w której Logan mówi, chcesz wiedzieć, jak się negocjuje?
4963:  MG - Zobacz.
4964:  MG - Albo nauczę cię jednej sztuczki.
4966:  MG - To jest coś, co miał nawet człowiek, który nie był ojcem roku, jeśli chodzi o produkcję HBO, Tywin Lannister.
4972:  MG - Ale tam są takie sceny, gdzie widać, że on naprawdę próbuje nieudolnie wychowywać swoje dzieci.
4979:  MG - Jest taki świetny moment, kiedy on mówi o tym, że Jamie miał problemy z pisaniem.
4984:  MG - Litery przestawiały mu się w głowie, miał dyslekcję.
4988:  MG - I powiedział, więc siedziałem z nim cztery godziny dziennie i uczyłem go pisać.
4995:  MG - Znienawidził mnie za to.
4997:  MG - Nienawidził mnie naprawdę długo.
4999:  MG - Po czym robi dramatyczną pauzę i mówi, ale się nauczył.
5004:  MG - To nie jest coś, co znajdziesz u Logana.
5006:  MG - Logan jest jak starotestamentowy Bóg.
5007:  MG - Patrzy na swoje dzieci i mówi, stworzony chorym z nakazem ozdrowienia.
5014:  BFP - Przeszliśmy płynnie w omawianie każdej z postaci, zaczynając od patriarchy, od Logana.
5020:  BFP - I to musi jednak wybrzeć w naszej dyskusji.
5025:  BFP - Jeden z najbardziej zaskakujących zwrotów akcji w historii seriali w ogóle.
5031:  BFP - Śmierć Logana, przypominam, rozmawiamy ze spoilerami, w trzecim odcinku ostatniego sezonu, która była tak skrzętnie ukrywana, że kiedy nagrywali sceny w kościele pogrzebu Logana, to sam Brian Cox pojawił się tam i zrobiono z nim ujęcia.
5048:  MG - Że kiedy Logan dostał wylewu, to Brian Cox jeszcze nie wiedział, że umrze.
5055:  BFP - Od tego zacząłem naszą dzisiejszą dyskusję.
5059:  BFP - Powiedziałem, że jeżeli jest jedna rzecz, którą wynoszę z tego ostatniego sezonu, to jak bardzo mylił on tropy, jak bardzo wypuszczał flary, które nas kompletnie dezorientowały, używał tak zwanych czerwonych śledzi, red herrings, które sprawiały, że byliśmy wytrąceni z głównego wątku, specjalnie, żeby nie domyślać się tego, co nastąpi dalej.
5081:  BFP - Ale to tym bardziej wzmagało
5085:  BFP - zrzucenie czegoś tak zaskakującego, jak na przykład śmierć, która przyszła zupełnie tak, jak przychodzi w prawdziwym życiu.
5091:  BFP - Nie ma wielkiej przemowy, nie ma ostatniego telefonu, nie ma nabudowującej się muzyki, która kończy się sceną wylewu, w której widzisz, jak bohater traci powietrze i zsuwa się z fotela i próbuje go ratać.
5103:  BFP - To było tak szokujące dla kogoś, kto doświadczył śmierci w rodzinie, która była nagła.
5109:  BFP - To było porażające, że oni doświadczają śmierci swojego ojca na zestawie głośnomówiącym.
5115:  KMM - Piękne też było to, że nieliczne ujęcia z kamery, które mieliśmy w prywatnym samolocie Logana Roya były zawsze ujęciami z oddali, zza pleców bohatera.
5126:  KMM - Jak na przykład się pochylał nad Loganem Tom, to kamera była za jego plecami, nie widać było Logana.
5134:  KMM - Nie mieliśmy pewności do samego końca, co mu się stało.
5137:  KMM - Dokładnie taką samą strategię, więc piękna klamra.
5140:  KMM - zastosowali w pierwszym sezonie, w drugim odcinku bodaj jak były te kręcone sceny ze szpitala.
5146:  KMM - Bardzo podobnie też portretowana wtedy Logana.
5148:  KMM - Wybitny przykład tego, jak ta praca kamery, która naprawdę jest bardzo przemyślana w sukcesji, to już było wiele materiałów na temat tego, że ten handheld
5157:  KMM - że kamera jest celowa, że chodzi właśnie o to, żeby pokazać ten wojerystyczny styl, to podglądanie, ten aspekt reality show, który się pojawia w tym serialu, mimo że pojawia się z gustem i nie przypomina reality show takimi, jakimi je znamy.
5171:  KMM - To było znakomicie zrobione i bardzo podobało mi się także to,
