🔴 Uruchamiamy wsparcie Bez/Schematu! || Q&A Bez/Schematu #2
🔗 https://www.youtube.com/watch?v=tdBwISPwGLU
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  KMM - Bikłeś, jestem już w telewizji.
3978:  KMM - Tak jak ja, ja patrzę na 400 osób na sali wykładowej i ja nie widzę kobiet, ja nie widzę mężczyzn, ja nie widzę osób niebignionych, ja widzę ludzi i studentów, czy osoby studencje, tak?
3989:  KMM - Wszystkich patrzę na zasadzie takiej, okej, spotykamy się tutaj, mamy się czego wspólnie dowiedzieć i się fajnie bawić, jeszcze bo u mnie jest ten komponent zabawowy zwykle.
3996:  S01 - Absolutnie.
3997:  KMM - Nie myślę, że to są faceci, to faceci w pierwszej kolejności będą, a kobiety to trzeba im dać jakieś specjalne... Nie, nie.
4004:  KMM - Po prostu nie.
4004:  KMM - W ogóle nie wmyślam się w to, bo to jest straszne.
4009:  KMM - Alleluja.
4009:  BFP - Preach, Indianinie.
4010:  BFP - Preach.
4012:  BFP - Jakub Momot dołączył do nas.
4015:  BFP - Dostaliśmy wsparcie od kolejnych protektorów.
4018:  BFP - Pydjen, bardzo dziękuję, że nas wspierasz.
4021:  BFP - I jeszcze Jakub Momot, serdeczne dzięki.
4027:  BFP - Tak, rozmawiamy z Jakubem, super osoba, bardzo nam miło, że dołączyłeś do Protektorów bez schematu.
4034:  KMM - Wiele osób pisze, że Colorful Me, jak się składa CV, to jest możliwość niepoddawania płci.
4039:  KMM - O, bardzo dobrze.
4040:  KMM - Bardzo dobrze.
4041:  KMM - Bardzo dobrze.
4043:  KMM - Martyna Łopuszczyńska pisze, mój prowadzący był zdziwiony, że wiemy, jak używać słów miarki.
4047:  KMM - No, właśnie.
4048:  KMM - O tym rozmawiamy teraz.
4049:  KMM - O tym rozmawiamy.
4050:  KMM - To jest właśnie ściśle to, co się nazywa płcią kulturową, czyli genderem i stereotypami genderowymi.
4055:  KMM - Nic wspólnego z tym, jakie mamy drugorzędne cechy płciowe i genotyp, ale ma dużo wspólnego z tym, jakie utrzymują się stereotypy związane z funkcjonowaniem jakiejś płci w społeczeństwie.
4067:  KMM - Janka pyta, jak zapatrujemy się na zbliżający się serial o Obi-Wanie Kenobi?
4071:  KMM - Ja jako fan, hello there, jestem zadowolony, ale jako człowiek, który starał się polewicować z Filipem i Grzegorzem w sumie również, jeżeli chodzi o Boba Fetta, to
4084:  KMM - to trochę jestem zmartwiony.
4085:  KMM - Szczegóły jeszcze przypełniona fanservice'em nieoryginalna historia, czy może coś nowatorskiego?
4088:  KMM - Czy jest jeszcze w ogóle miejsce na świeżać w marce, będącą wielką maszynką do robienia pieniędzy i posiadającą tak toksyczny fandom?
4094:  KMM - Ja myślę, że jest miejsce, ale nie wiem, czy w obecnym kanonie, który jest stworzony przez Disneya, ja nie ukrywam, że jestem bardzo sceptyczny i pesymistyczny, więc żeby się nie zrobiło minorowo, to Filip, może znajdziesz jakiś optymistyczny akcent?
4106:  KMM - Tak, tak.
4107:  BFP - To jest Ewan McGregor, jeden z moich ulubionych aktorów.
4110:  BFP - To raz.
4111:  BFP - Dwa...
4113:  BFP - O ile odbieram właśnie takie złe fluidy od Rings of Power, o którym mówiliśmy, odbieram negatywne fluidy od Fallouta, który powstaje dla Amazona.
4124:  BFP - Ja jestem, nie wiem czemu, ale absolutnie przekonany, że na podstawie wszystkiego, co wiem o Obi-Wan,
4131:  BFP - że to będzie znakomity serial.
4133:  BFP - Po pierwsze, ja już powiedziałem, ja jestem wielkim fanem Ewinga McGregora, nawet moja styluwa jest wzorowana na Ewinga.
4140:  BFP - Mamy podobne włosy, całkiem podobne, tylko tam brakuje mi jakichś tam powiedzmy plus 100 do charyzmy i przystojności.
4148:  BFP - Był najjaśniejszym punktem całej tej poprzedniej trylogii Star Wars, naprawdę znakomitą robotę odwalił jako Obi-Wan Kenobi i z tego co wiem o serialu, to on naprawdę kocha swoją postać, on naprawdę wkłada serce w to, żeby to było ciekawe.
4166:  BFP - Słuchałem kilku wywiadów z nim, w którym mówi, że przyjemnie jest wreszcie grać,
4170:  BFP - nie wyłącznie na green screenie, czego George Lucas był po prostu obsesjonatem.
4177:  BFP - Musiał być green screen, inaczej sobie nie wyobrażasz, że to może wyglądać.
4180:  BFP - Odkąd wprowadzono technologię powiązaną z silnikiem Unreal, właśnie w Mandalorian, tu może pewnie doprecyzować coś Grzegorz na czatach,
4190:  BFP - to de facto można odgrywać pewne sceny z CGI w tle albo nawet odgrywanym w trakcie.
4198:  BFP - Więc daje to poczucie pewnej takiej scenerii, która nie jest do końca naturalna, organiczna, ale nie ma się też wrażenia, że odgrywa się to dosłownie w green screenie w jakimś tam zamkniętym pudełku.
4209:  BFP - Więc jakby same jego doświadczenia z tego, co on opowiadał, co jest na planie, brzmią tak, że on jest zadowolony z tego znacznie bardziej niż wszystkiego, co zrobił z Georgem Lucasem.
4218:  BFP - Znacznie bardziej, więc atmosfera na planie jest super, powraca Haydn Christensen, który grał Anakina i są ploty, że będzie wielki rematch i świetny długi pojedynek między Vaderem a Obi-Wanem Kenobi, no dla mnie wszystko to brzmi znakomicie.
4233:  BFP - Ja jestem bardzo pozytywnie nastawiony.
4235:  KMM - Ja nie ukrywam, że pokładam nadzieję w Iłanie McGregorze, bo myślę, że tak samo jak Pedro Pascal zrobił niesamowitą robotę w Mandalorianinie, tak samo Iłan McGregor ma szansę zrobić niesamowitą robotę w Obi-Wanie Kenobi.
4249:  KMM - I tutaj bym rzeczywiście też pokładał nadzieję w tym, że ten potencjał aktorski może sprawić, że to będzie dobre.
4254:  KMM - No i też musimy się dowiedzieć, kto będzie stał za produkcją, za reżyserią i tak dalej, czy tej Filoni będzie miała coś do powiedzenia tutaj, czy nie.
4261:  KMM - Zobaczymy.
4262:  KMM - To jeszcze widziałem od Gry są sztuką.
4265:  KMM - Trzyczęściowy komentarz.
4267:  KMM - Dla mnie to jest abstrakcja z kobietami w pracy.
4269:  KMM - W firmie do zespołu zatrudniłem w sumie 4 kobiety, jednego mężczyznę, 200 kobiet awansowe na stanowiska kierownicze.
4274:  KMM - Przecież ostatnia kwestia to płeć, jaka powinna decydować o awansie, jeżeli na pierwszym miejscu takiej sytuacji nie stawia się wartości takie jak rozwój, zaangażowanie czy odpowiedzialność, a właśnie płeć.
4283:  KMM - Absolutnie się zgadzam z tym, że kompetencje na pierwszym miejscu.
4288:  BFP - Ja też jeszcze dorzucę, że u mnie w firmie, w studio Boxless,
4293:  BFP - jest Kasper, który jest designerem, ja, jest Marta, która jest ilustratorką, jest Ania, która jest graficzką i designerką, jest Ela, która jest designerką, jest przewaga kobiet.
4306:  BFP - I tak samo bez schematu pomaga nam Adam, który jest montażystą, ale jest Dominika, która jest ilustratorką, tak?
4313:  BFP - Więc totalnie w ogóle, nie wiem, no ja mam na przykład lepsze doświadczenia we współpracy z kobietami, w pracy biznesowej, tak?
4320:  BFP - Może ze względu na to, że działam w sektorach kreatywnych,
4324:  BFP - ale większość świetnych ilustratorek, podkreślam, ilustratorek, to nie byli ilustratorzy, to były ilustratorki, graficzki, także no.
4333:  KMM - Na pewno w momencie, w którym intencje są czyste, bo to jest ważne, i w momencie, w którym pracodawcy starają się na przykład zaradzić sytuacji, w której rzeczywiście mają przewagę jakieś grupy i nie chcą tego, kapitalizm, tak?
4348:  KMM - mogą sobie taki konkurs albo takie stypendium ogłosić, tak?
4353:  KMM - I mi się to żywnie podoba.
4354:  KMM - I to samo dotyczy niestety uczelni, chociaż akurat jeżeli chodzi o uczelnie, ja tutaj sobie zachowuję prawo do swojej opinii.
4363:  KMM - Nie do końca uważam, że to jest zawsze słuszne, bo są takie szczególne przypadki, w których nie jest to słuszne, więc to trzeba bardzo indywidualnie rozpatrywać.
4370:  KMM - Ale wiecie, ja jestem antysystemowcem, więc ja jeżeli chodzi o edukację, to zawsze będę mieć podejście przede wszystkim indywidualne i nie będę lubił rozwiązań systemowych.
4379:  KMM - Po obiłanie Kenobim czas w takim razie, moi mili, wreszcie na to, co tak odwlekało się już, ponieważ przez cały czas praktycznie, jak rozmawiamy ze sobą, już dołączają do nas kolejni wspierający, mamy sześć takich poziomów wsparcia, sprawdziliśmy dziesięć tysięcy razy, nie mamy żadnego wpływu na to, czy to jest sześć miesięcy, czy dwanaście, dwadzieścia cztery, YouTube tak narzuca, nie da się tego zmienić, sprawdziłem to też, bo ja myślałem na początku, że ja coś źle zrobiłem,
4405:  KMM - Nie, nie da się inaczej.
4406:  KMM - I te wszystkie ikony, które tutaj widzicie, są zaprojektowane przez Dominikę Klimczak, którą już pokazywaliśmy na Instagramie, ale nigdy za wiele.
4415:  KMM - Więc jeszcze raz przypominamy, tutaj jest jej profil i możecie zlecać jej i nie będziecie absolutnie zawiedzeni.
4422:  KMM - Najróżniejsze projekty graficzne i najbardziej poryte, dziwne, jakie przyjdą wam do głowy i będziecie zadowoleni.
4430:  KMM - No i to powiedziawszy...
4432:  BFP - Poczekaj, poczekaj, bo jeszcze pokaż te tires fajne, bo to są tires, czy to jest tylko jeden?
4437:  KMM - To są na razie odznaki, które są dla poszczególnych, za staż wsparcia nazwijmy.
4443:  BFP - Właśnie, Bartek Litowski dobrze zauważył, supermanowo, to jest tak naprawdę pisane w emblemat supermana i mało tego, kto się zna na lore supermana, ten wie, że większość z tych kolorów to są naprawdę te barwy, które superman miał na różnych iteracjach swoich emblematów.
4460:  KMM - Wyjąwszy ostatnią, która jest tak fajna, że Supermana nie było na nią stać, bo to jest tylko u nas, więc dla szaleńców, którzy przez dwa lata będą wspierać nasze działania, jest ta ostatnia odznaka, ona się wyświetla i na czatach, i w komentarzach waszych, ale najważniejsza rzecz to oczywiście to, co już widzieliście na czatach, to znaczy emoji i stwierdziliśmy, że
4483:  KMM - Gdzieżby była inna okazja i lepsza, żeby Wam pokazać je w pełnej rozdzielczości, to jest, no nie muszę przedstawiać, bo to jest Wall-E, więc zaprojektowany przez Dominikę.
4493:  KMM - Następnie mamy z tych wszystkich, które są dostępne na razie, Deadpoola, którego macie pod WTF, potem jest...
4502:  KMM - F, czyli Merida Waleczna, to na wypadek, gdyby Filip wreszcie zaczął streamować gry wideo, także w które grywa, żebyście mogli natrząsać się z niego jak z lami, tak?
4512:  KMM - Ze mnie się natrząsacie, jak wpisujecie sobie jamnika fioletowego, który ginie już i ma też F, to tutaj jest Merida Waleczna.
4521:  KMM - Ja ci dam niedoczekanie.
4522:  KMM - I na samym końcu jest oczywiście Joker z Haha, bo nie mogłoby być lepiej.
4526:  KMM - Więc kochani, jeszcze raz dziękujemy za dołączanie do naszego programu wsparcia i jeszcze raz dziękujemy Dominice za projekt.
4533:  BFP - Przepraszam, pytasz się czemu Merida to F, bo pojawia się to pytanie czasami, ja też nie wiedziałem skąd to F.
4540:  KMM - Czemu Merida to F?
4541:  KMM - Teraz pytanie, czy ja się jestem w stanie cofnąć do poprzedniego?
4543:  BFP - Nie, nie, powiedz w ogóle, co to jest F?
4546:  KMM - A, to przepraszam, bo takie gamerskie jest.
4551:  KMM - F pochodzi z tej słynnej sceny w Call of Duty, kiedy można było podejść do trumny i wcisnąć F i pojawił się napis Press F to pay respects.
4561:  KMM - Więc to z jednej strony chodzi o sytuację, w której...
4564:  KMM - gracz umiera, w tym sposób powyższym dajemy F, ale z drugiej strony oczywiście to jest też wewnętrzny inside joke, już miałem powiedzieć wewnętrzny dowcip, który uderza w pewnym sensie w branżę gamerską, która stara się prowadzać interakcje z przedmiotami, z zjawiskami w świecie, tam gdzie to naprawdę nie jest potrzebne.
4584:  KMM - Stanley Parable też się kiedyś z tego naśmiewał.
4587:  KMM - Jak w którymś momencie gry każe graczowi przestanąć, poczekaj, Stanley, ta paproć jest ważna, ona się pojawi w pewnym momencie rozgrywki.
4597:  KMM - No więc są takie memiczne sytuacje w gamedevie, które gracze w ten sposób punktują i to jedna z nich.
4603:  BFP - A czemu Merida?
4604:  BFP - Dla mnie to jest postać zawsze inspirująca i jeżeli będę miał kiedyś córkę, a mam nadzieję, że będę miał i że kanonem lektur obowiązkowych, które ja narzucę, będą wszystkie, wszystkie, wszystkie animacje Pixara, które absolutnie kocham, to Merida mam nadzieję będzie dla niej wzorem, bo będzie pokazywać, że może zostać kim chce.
4628:  BFP - To ona zdecyduje, kim chce zostać, a rodzina będzie od tego, żeby pomóc jej to osiągnąć.
4635:  BFP - I dlatego ten szacunek do Meridy ode mnie zawsze, która jest po prostu wzorem dla młodych kobiet.
4642:  KMM - Ja muszę powiedzieć teraz coś, co będzie zupełnie z innej strony spektrum, mianowicie pamiętam, jak wychodziła Merida Waleczna, Krzysztof Stary i poszedłem wtedy do toalety w kinie i zobaczyłem, że została zmarnowana szansa na najlepszy marketing w Polsce, jaki można było sobie wyobrazić, to znaczy we wszystkich toaletach w kinie są te dmuchawy, które się nazywały, znaczy są firmy Merida, więc ja bym automatycznie wszędzie tam dolepiał Waleczna,
4668:  KMM - i reklamę tego filmu.
4669:  KMM - Dlaczego to pominięto?
4671:  KMM - Real-time marketing najlepszy w świecie.
4674:  KMM - Moi kochani, to powiedziawszy, jeszcze raz dziękujemy wszystkim wspierającym i przechodzimy do pytań, które będą nam spędzać sens powiek.
4684:  BFP - Co z tematem protektora?
4685:  BFP - Czy to zostawiamy na razie?
4688:  BFP - A możemy to poruszyć, jak chcesz.
4690:  KMM - No ja jestem za tym, żeby to poruszyć.
4691:  BFP - Ty rządzisz, ty rządzisz.
4694:  BFP - To był twój pomysł.
4697:  BFP - No dobra, no to poruszę, słuchajcie, bo pomysł mamy generalnie taki, że skoro już tak dużo osób w ogóle nas wspiera i bardzo dziękujemy, u Krzysztofa są trybutariusze, a tutaj rzuciliśmy protektorzy bez schematu.
4712:  BFP - Ale my nie jesteśmy zachwyceni tą nazwą.
4714:  BFP - I stwierdziliśmy, że to z wami pomyślimy nad tym, jaka byłaby dobra nazwa dla osób wspierających bez schematu na YouTubie, czyli dla was.
4722:  BFP - Więc potraktujmy to jako wyzwanie do małego, nie, nie mogę użyć słowa konkurs, bo YouTube nas banuje, bo się okaże, że jakiś regulamin trzeba było przygotować, ale niezobowiązujących propozycji
4735:  BFP - Jak moglibyśmy nazwać, chciałem powiedzieć, trybutariuszy, ale wspierających na bez schematu, bo możemy to w każdej chwili edytować i planujemy i chcielibyśmy poznać wasze propozycje.
4744:  KMM - Wrzucimy na Discordzie może taką sondę mało, bo tam będzie można, myślę, łatwo głosować emojimi i tak dalej.
4752:  BFP - Ej, myślący inaczej, brzmi ciekawie, ale może stać źle odebrane.
4756:  KMM - Ale jak się będą pojawiać też na czatach jakieś, to postaramy się zapamiętać, co w tym miejscu oznacza Filip zapamięta.
4763:  BFP - Będziemy monitorować i będziemy... Filip, 69 minut już minęło.
4768:  KMM - Nice.
4768:  KMM - A my dalej czekamy na historię o oczach.
4771:  BFP - Będzie.
4772:  BFP - To się nazywa budowanie dramaturgii.
4773:  BFP - Na co ja mogę powiedzieć?
4774:  KMM - Nie, jeżeli 69 to jest budowanie napięcia.
4777:  KMM - Slanerz lubi to.
4779:  BFP - Schematołamiocy.
4781:  KMM - Proszę, proszę, proszę.
4783:  BFP - Schematołamacze.
4785:  BFP - Schematołamacze.
4787:  BFP - Not bad.
4790:  KMM - Ja też myślałem bez szablonowcy w którymś momencie.
4797:  BFP - Niech ktoś jeszcze notuje poza mną, bo ja jestem unreliable, ale będę notował.
4803:  KMM - Tak, Filip jest tym, co się nazywa w teorii narracji unreliable narrator, czyli narrator niewiarygodny.
4809:  KMM - Absolutnie tak, zgadzam się w 100%.
4814:  KMM - Dobrze.
4815:  KMM - To przechodzimy, kochani, w tak zwanym międzyczasie dalej do pytań od Macieja Chełstowskiego, czyli już pamiętam osoby, która jest jamnikofilem.
4823:  KMM - Pytanie, jaki sport lubicie i czemu nie windsurfing?
4828:  KMM - Z wszystkich sportów, które w minimalnym stopniu cenię,
4833:  KMM - Chyba to będzie najbardziej pływanie, tak mi się wydaje, ale i tak niewyczynowe.
4838:  KMM - I dziękujemy przy okazji Łukaszowi Stańcowi za dołączenie do naszych protektorów lub bez schematowców.
4845:  KMM - Zobaczymy, co z tego będzie.
4847:  KMM - Filipie, co z tym sportem jest u ciebie?
4851:  BFP - Ja regularnie uprawiam trzy sporty.
