Kulturalny roast RINGS OF POWER | Co nie wyszło i dlaczego?
🔗 https://www.youtube.com/watch?v=mik_Its55To
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)
WB (Wojciech Bryk, RuBryka Popkulturalna)
MK (Marcin Kończewski, Koń Movie)
ML (Michał Lipiński, Ponarzekajmy o Filmach)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  Dziękuję.
3945:  KMM - I co więcej, mam wiedzieć także bardzo skomplikowane rzeczy dotyczące tego uniwersum i ja podpytywałem ludzi, którzy byli u mnie na live'ach po komentarzach, tych, którzy nigdy nie widzieli, bo na szczęście taka jest demografia mojego kanału, że natrafiamy na takie osoby, nigdy nie widzieli jeszcze nic z Władcy Pierśni i mieli z tym nic do czynienia.
3963:  KMM - Ja pytam, czy rozumiecie?
3964:  KMM - Bardzo proste pytanie.
3967:  KMM - odpowiedź brzmi, a nie.
3968:  KMM - I to jest problem z ekspozycją narracyjną i to jest największy problem tego serialu.
3972:  KMM - Z jednej strony robi infodumping i to, co powiedział Filip, 70 grzybów w barszcz w jednym odcinku, ale z drugiej strony nie dopowiada nic, prawda?
3980:  KMM - My nie wiemy, dlaczego te relacje między postaciami są ważne.
3983:  KMM - Nie wiemy w zasadzie, kim jest w którymś momencie Eru i Luwatar.
3986:  KMM - Nawet nikt tego nie wspomina.
3988:  KMM - Kim jest Eru?
3989:  KMM - Jak można nie wspomnieć?
3990:  KMM - To jest mniej więcej tak, jakby przedstawiać naprawdę bardzo skomplikowane jakieś rzeczy związane, nie wiem, z szogunatem i nie wyjaśnić, jaka jest pozycja szoguna, zakładając, że kierujemy serial czy film do ludzi, którzy tego nigdy nie widzieli.
4002:  KMM - No przecież nawet w kinie sensacyjnym, kiedy pokazuje nam się przysłowiowego Jasona Borna, zauważcie, ile my wiemy nagle o tym filmie.
4011:  KMM - Co to znaczy być agentem specjalnym?
4012:  KMM - Jakie są jego, nie wiem, relacje z przełożonymi?
4015:  KMM - My tego wszystkiego się po kolei dowiadujemy.
4017:  KMM - Jest taka piękna scena, w której Jason Bourne tłumaczy, jak agent specjalny musi wszystko widzieć i wymienia rzeczy, które widzi w danym pomieszczeniu.
4025:  KMM - Ja z tej jednej sceny wiem więcej na temat tego, co to znaczy być agentem specjalnym, niż z całego infodumpingu, który jest w tym serialu uskuteczniany.
4033:  KMM - Więc to jest jego główny problem specjalny.
4035:  KMM - Z jednej strony jest kierowany do zagorzałego fana, a z drugiej strony tego fana nie szanuje, mówiąc, że cała ta wiedza, którą on ma, to on ma to w zasadzie odłożyć na półkę, a jeżeli będzie mieć jakieś pretensje, to znaczy, że jest psychofanem i że jest wariatem i że traktuje Tolkiena jako świętą księgę.
4051:  KMM - nie traktuję Tolkiena jako świętą księgę.
4053:  KMM - Pamiętam, że miałem syndrom impostora, jak pisałem artykuł kiedyś o Tolkienie i zdałem sobie sprawę z tego, że ja gówno wiem w ogóle na temat tego uniwersum.
4060:  KMM - I to było najzabawniejsze w tym wszystkim, że ja absolutnie się nie uważam za tolkienistę, ale coś tam wiem, coś pamiętam, coś usłyszałem, coś zobaczyłem i kompletnie mi się to nie sklejało, więc ja nie jestem targetem, to już wiem.
4072:  KMM - Ludzie, którzy nie oglądali nigdy Władcy Pierśnieniczy, oni nie są targetem.
4075:  KMM - To kto kuźwa jest targetem tego serialu, nie?
4079:  BFP - Ja byłem przekonany, że moja mama będzie, bo powiedziała, że Root Smoka mnie nudzi, chociaż moja mama ogląda dobre rzeczy.
4086:  BFP - Powiedziałem, dobra, obejrzyj Wings of Power, spodoba ci się.
4087:  BFP - Moja mama powiedziała, nie, bo słyszałam, że to gówno.
4090:  BFP - I to było dla mnie zaskakujące.
4095:  BFP - Mama musi przez coś oglądać Krzysztofem Maji bez schematu, naprawdę, bo ci zepsujemy gust.
4100:  BFP - Natomiast chciałbym, żebyśmy przeszli teraz do drugiej części naszej dyskusji, czyli już pokroiliśmy tę gustekę i teraz możemy grillować małe poszczególne kawałki, nie wiem czy to dobra technika, raczej nie, ale pozwólmy sobie na nią, więc chciałbym, żeby trochę zdynamizowała się dyskusja między nami, natomiast też chciałbym zaraz oddać ponownie jakby
4118:  BFP - Wykonując to kółeczko głos Dominice natomiast starajmy się też wchodzić w dyskusję a ja będę kontrolował żebyśmy się nie rozpędzili jak coś mi się nie będzie podobało to wpadnę w tantrum.
4127:  BFP - Natomiast przeczytałem komentarz który bardzo mi się spodobał i też ciekawie podsumowuje to co do tej pory powiedzieliśmy.
4134:  BFP - Martyna Niewój napisała, że Galadriela szuka Saurona, bo zabił jej brata.
4139:  BFP - Galadriela nie interesuje się, co stało się z jej mężem.
4143:  BFP - Nie wrócił, nie wiadomo, czy żyje, czy nie.
4145:  BFP - No trudno.
4146:  BFP - I takich tropów, takich wątków jest cała masa.
4149:  BFP - I kiedy to przeczytałem, ten komentarz Martyny, pomyślałem, ja pierdziele, przecież ten serial na nieskończonej ilości grafik promocyjnych, banerów, billboardów, reklam, które mi się wyświetlały na fejsie, zbejtował mnie balrogiem.
4165:  BFP - Ja przyszedłem tam, żeby dostać tego Balrog.
4167:  MK - Był.
4168:  BFP - To co się czepia?
4170:  ML - Siedź cicho.
4171:  ML - Ta scena była właśnie dla ciebie, Byku.
4173:  ML - Ta scena była dla ciebie.
4176:  BFP - Była oliwka na pizzy, była oliwka na pizzy.
4178:  KMM - Także czego się czepia, że nie mieliśmy.
4181:  KMM - Muszę wam coś powiedzieć.
4182:  KMM - To jest najlepszy dowcip, jaki usłyszałem w odniesieniu do tej sceny.
4185:  KMM - On padł u mnie na czatach na streamie.
4187:  KMM - Mianowicie ktoś powiedział, słuchajcie, pomyślcie sobie, jeżeli ten listek obudził Balroga, to pomyślcie, jak mu musiało nakurwiać w głowie, jak to wiadro pipin spuścił potem.
4199:  KMM - Jest to przepiękna, absolutnie.
4201:  KMM - Ale właśnie, tej continuity nie ma.
4204:  KMM - Najzabawniejsze, wiecie, jest co, ale to już... Ale biłem ramy, jak się pokazał, wiesz.
4207:  KMM - To jest jedna z rzeczy, o których moglibyśmy powiedzieć.
4209:  KMM - To znaczy Balrog niszczy Królestwo Durina dopiero w trzeciej erze, a nie w drugiej erze.
4213:  BFP - Balrog jest.
4213:  BFP - Balrog jest i to jest najważniejsze.
4215:  BFP - On śpi jak rycerze pod Giewontem.
4217:  BFP - Kurde, jak ja go zobaczę, on powie, że wreszcie coś się będzie działo w ostatnim odcinku.
4222:  BFP - Anyway.
4223:  BFP - Dominiko, teraz już mówmy konkretnie, bo powiedziałaś o trzech dużych rzeczach, ale sporo zresztą miejsca poświęciłaś na rozkładanie tego na czynniki pierwsze.
4232:  BFP - To jest szansa, żeby zrobić to ponownie.
4235:  BFP - A innych zachęcam do tego, żeby się włączać i uzupełniać to, co będzie mówiła Dominika.
4239:  DS - Już powiem, tylko chciałam jeszcze powiedzieć Krzysztofowi, że ja wiem dla kogo jest ten serial.
4247:  DS - Ten serial jest dla kogoś, kto ogląda telewizję jednym okiem między prasowaniem kotletem a odkurzaniem mieszkania.
4255:  DS - Oglądasz sobie na początku, no i nie wiem, załóżmy, masz tych harfutów, którzy ci mówią, że są spoko.
4260:  DS - No to sobie stwierdzasz, że są spoko.
4262:  DS - Potem idziesz, odkurzasz.
4263:  DS - Trochę ci szumi, więc nie słyszysz, co tam się dzieje.
4265:  DS - Coś tam sobie patrzysz, jednym okiem jest ładny obrazek, harfuty idą, a potem kończysz odkurzać, no i tam ojciec Nori ci mówi, że mamy serca większe niż stopy.
4274:  DS - No i wszystko wiesz, wszystko ci gra, popatrzyłeś na ładne rzeczy i jest fajnie.
4277:  DS - Długie to odkurzanie tam trwało, bo te wątki miały po 2-3 minuty, było cięcie i następna scena, przenosimy się do Menoru.
4284:  DS - Ale jak jest taka sieczka, to faktycznie jak cokolwiek robisz, coś tam ci umknie, ta spójność nie jest dla ciebie zupełnie istotna, więc nie frustrujesz się aż tak oglądając.
4293:  KMM - Pomyśl tylko o tym szoku człowieka, który słyszy w pierwszej scenie, że Harfuty mają serce większe niż stopy, a w drugiej Southlands mu się zmienia w Mordor i on ma takie, Boże, drogi, co mnie ominęło!
4305:  ML - Nie, nie, to jest tak, że wiesz, siedzisz, patrzysz na to Southlands i tak, kurwa, to się w coś zmienia.
4309:  KMM - Mordor...
4313:  ML - Helena, dobrze, że dali podpis!
4318:  MK - Ale właśnie, słuchajcie, to wyobrażacie sobie w ogóle ten efekt u osoby, która w ogóle nigdy nie oglądała Władcy, wrzuca sobie te pierścienie i się wyświetla ten mordor w tym lewym górnym rogu i ona...
4330:  MK - Tam skąd Rosjanie przyszli?
4332:  MK - To jest mordo.
4333:  MK - O co chodzi mordo?
4334:  MK - Tragedia po prostu.
4336:  MK - Zero jakiegokolwiek kontekstu.
4338:  MK - To powinno coś znaczyć.
4339:  MK - To powinno w jakikolwiek sposób... Zamknij się i bij brawo.
4344:  ML - Jest mordor na ekranie.
4346:  MK - To tylko do tego się zmierza.
4350:  BFP - Niestety, błyska.
4352:  BFP - Mam w pamięci żywą trylogię Jacksona, potem trylogię Hobbita i jasne, było tam trochę patosu i mam takie wrażenie, że ten patos, właśnie nie chcę użyć słowa na dęcie, ale patos przy śmierci Boromira, właśnie tam było zwolnione tempo, przerażająca muzyka, czy śmierć Gandalfa, to w ogóle z samego Fellowship of the Ring.
4373:  BFP - Takie dwa mocne momenty.
4376:  Jak to?
4376:  ML - Boromir umiera?
4378:  BFP - A tutaj widziałem Elfa, przepraszam, bo ja sobie zapisałem jak on miał na imię, Arondir, więc mamy tego Arondira, który szyje z łuku w zwolnionym tempie i to jest taka dramatyczna, mamy dokładnie taką muzykę jak ze śmierci Boromira, mamy dokładnie takie same zwolnione tempo.
4397:  BFP - A potem stosujemy dokładnie te same zabiegi na tym, jak Galadriela jedzie na koniu.
4401:  BFP - I jeżeli nadużywamy cały czas, cały czas tych samych środków, czyli slow motion plus przejmująca muzyka i bardzo przejęte twarze bohaterów, to jak mamy na serio potraktować sytuację, w której rzeczywiście coś powinniśmy poczuć?
4413:  BFP - A wait, problem polega na tym, że ani razu w tym serialu nie ma czegoś, co powinniśmy poczuć, bo kiedy okazuje się, że jakaś postać wreszcie zginęła,
4421:  BFP - to okazuje się, że nie zginęła.
4423:  BFP - I nawet przecież syn kapitana i Sildur, no przecież on chyba też na pewno żyje, tak?
4427:  ML - No przecież musi żyć.
4428:  ML - Nie, Sildur?
4430:  ML - Nie, na pewno nie żyje.
4431:  ML - Przecież powiedzieli, że nie żyje, więc... Więc każda szansa, żebyśmy coś poczuli... W drugim sezonie zaskoczony, jak nagle wyjdzie spod kamery, jak ten, jak John Boyega w zwiastunie do Gwiezdnych Województw.
4442:  BFP - Albo ta truperka, która się pojawiała, nie pamiętam, grała nią Gwyndoleth, która grała w nowej trylogii Gwiezdnych Wojen, która była postacią całkowicie pozbawioną jakiegokolwiek sensu.
4455:  BFP - Gwyndolin Christie.
4456:  BFP - Gwyndolin Christie ją grała, dokładnie.
4459:  BFP - No i jak mamy cokolwiek poczuć, jeżeli po pierwsze podminowujemy to wykorzystywaniem czy nadużywaniem tych środków do podkreślania patosu w każdej innej dowolnej scenie, bo wiemy, że to jest źle napisane, może.
4472:  BFP - I następnie, kiedy już dochodzi do tej patetycznej sceny, która rzeczywiście miałaby w nas wyzwolić jakieś głębsze emocje, to podminowujemy to 10 minut później.
4479:  BFP - Znaczy uczymy widza, że no ale to wiesz, to tak na niby.
4483:  BFP - To tak na niby, że w momencie, w którym już nawet Gandalf słyszy, że jest Sauronem, to wiem, że to jest tak na niby, bo okaże się, że jednak ten, który cały czas był przy niej.
4490:  BFP - Nie wiem, czy mnie potwornie raziło to zadęcie tego serialu, to takie wrażenie, że możemy grać jedną przyprawą i ona poprawi zawsze, zawsze każdy smak.
4502:  MK - Wiesz, problem też polega na tym, że są rzucane sceny, które mają właśnie wywoływać emocje, ale my nie zdążyliśmy w ogóle dostać jakiejkolwiek przystawki emocjonalnej wcześniej.
4515:  MK - Znaczy one nie są zbudowane, nie są skonstruowane postacie na tyle, żebyśmy mogli w ogóle się zaangażować w nie emocjonalnie.
4521:  MK - Bo popatrz, mamy pierwszą rzecz.
4524:  MK - Kiedy powinniśmy w pierwszym odcinku poczuć jakieś emocje?
4530:  MK - Pomyślcie sobie o takim w ogóle momencie, jakimkolwiek.
4532:  BFP - Kiedy Galadriela straciła brata.
4534:  BFP - Ale nie widzieliśmy tego chyba.
4536:  MK - Właśnie.
4537:  MK - No dobra.
4537:  MK - Czy my byliśmy w stanie w ogóle polubić Galadrielę do tego momentu?
4544:  MK - Nie, bo poznaliśmy ją tylko i wyłącznie z jednego bardzo czerstwego dialogu z tym okropnym tekstem brata Galadrieli, który po prostu, wiesz, od razu dostajesz facepalm na twarz i mówisz
4558:  MK - kto w tym kierunku zmierza, okej, nie jesteśmy w stanie się angażować, bo nie mamy na to żadnych podstaw.
4567:  MK - I to jest chyba gigantyczny w ogóle kłopot, bo na dobrą sprawę z większością postaci my się nie zaprzyjaźniamy aż do ostatniego
4576:  MK - momentu całego serialu.
4578:  MK - Jak tak można pisać bohaterów?
4582:  ML - Ja tam ich dalej nie lubię.
4588:  KMM - Marcin, ty nie zrozumiałeś wybitnej metafory.
4590:  KMM - Wstydź się.
4591:  KMM - Przecież to była piękna metafora, że łódź płynie a kamień tonie.
4595:  KMM - Jak możesz?
4597:  MK - Kto umarł, ten nie żyje przecież.
4599:  KMM - Tak.
4600:  KMM - I może ma zawsze rację.
4602:  KMM - A zatem strumień... Strumień płynie wartko.
4605:  BFP - Krzysztof zrobił taki zoom, że wyszedł z ekranu jak dziewczynka z ringa.
4609:  MK - Ale okej, kontynuujmy.
4610:  MK - Chcę zainstalować taką aplikację, żeby se zooma takiego robić.
4613:  BFP - Wojtek, jakbyś mógł rozwinąć trochę to, o czym mówiłeś, już tak rozrabiając na części pierwsze, czy podejmując któryś z naszych wątków.
4620:  WB - To ja może to, co Marcin wspomniał, że...
4625:  WB - Mamy sceny, w których coś się dzieje i my musimy się domyślać, że to jest emocjonująca scena, ale my nie mamy narzędzi, bo nie wiemy czegoś o bohaterach.
4633:  WB - Albo siada ekspozycja, o czym mówił Krzysztof.
4635:  WB - W przedostatnim odcinku, w ogóle siódmy odcinek, to jest dla mnie już po prostu apogeum.
4639:  WB - Tam się dzieje najwięcej najdziwniejszych rzeczy i to jest po prostu, co scena to głupsza.
4644:  WB - I tam mamy fragment, w którym Durin kłóci się z Durinem i w końcu ojciec zrywa mu jakąś taką złotą bransoletę z szyi, coś takiego mu zrywa, wyrzuca na ziemię
4654:  WB - I During chce to podnieść i on mówi, nie dotykaj tego, nie ruszaj tego.
4658:  WB - No i ja nie wiem, ja nie wiem.
4660:  WB - Ale dlaczego?
4661:  WB - Może gdybym przeczytał książki, to bym wiedział, co to jest dla Dynks.
4665:  WB - Słuchaj, ja czytałem, a też nie wiem.
4670:  ML - Lepiej, żebyś właśnie nie czytał, bo jeszcze byś się zmylił, wiesz.
4673:  WB - Jakby musimy łączyć wątki, więc okej, czyli on go najpewniej, no pierwsza myśl, wydziedziczył go.
4677:  WB - Nie będzie następcą.
4679:  WB - Okej, no szkoda chłopa, bo jest... Szkoda mitrilu.
4682:  WB - Ale zaraz potem mamy scenę, w której jego małżonka siedzi koło niego i mówi, no ale ty jesteś następcą tronu.
4688:  WB - Ojciec się jeszcze do Ciebie przekona i takie, no to on został wydziedziczony, nie został wydziedziczony, o co chodziło z tą bransoletką, o co w tym chodziło.
4696:  WB - Zbeształ go.
4697:  WB - I podobne też takie zabiegi, które też mnie strasznie irytowały, takie tworzenie sztucznych kliphangerów w czasie, nie na koniec odcinka, bo te jeszcze jako tako wychodziły, ale w czasie odcinka, po prostu urywanie sceny w połowie,
4713:  WB - I my mamy się domyślić, o co chodzi.
4715:  WB - I jedna z takich scen, to też od razu gładko przejdę do tego, co mnie najbardziej uwiera.
4719:  WB - Mamy scenę, w której drugi, trzeci, czwarty odcinek Galadriela jest już w Numenorze, już zaczyna wszystkich kurwiać i królowa regentka wzywa do siebie kapitana Elendila.
4731:  WB - I pada pytanie, co oznacza twoje imię?
4734:  WB - No to moje imię może tłumaczyć jako tańczący gwiazdy.
4738:  WB - No ale nie tylko, co jeszcze znaczy?
4740:  WB - No, że miłuje elfy.
4742:  WB - A, czyli jesteś zdrajcą, masz ten miecz.
4744:  WB - I wyręcza mu jakiś pozłacany miecz i potem mamy cięcie.
4747:  WB - I okej, czyli skoro sugeruje mu, że jest zdrajcą, bo sprzymierza się z elfami, co to ma znaczyć ten miecz?
4754:  WB - Zrób mi tę przysługę i się na niego rzuć.
4757:  ML - Mnie to śpieszyło, ja w ogóle tego nie pamiętam.
4759:  WB - Masz ten miecz, widzowie zdecydowali, musisz opuścić wyspę.
4763:  WB - Potem okazuje się, że on dostał awans.
4766:  WB - Naprawdę dużo, pamiętasz chłopie.
4768:  ML - Jeśli Wojtek teraz zmyśla cały wątek, to ja nawet nie wiem.
