Czy serialowy SANDMAN dorównał komiksowi? | Dyskusja
🔗 https://www.youtube.com/watch?v=wl8JYeE5JbY
KMM (Krzysztof M. Maj)
RC (Ryszard Chojnowski, Rysław)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  GW - Pożyłem kawałek jądra tego Maca, co ty mi pierdolisz tutaj?
7840:  RC - Jedna z najwybitniejszych powieści surrealistyczno-szpiegowsko-detektywistycznych.
7848:  KMM - Czytana przez Gejmana, bo on do niej nawiązuje nie bezpośrednio w amerykańskich bogach, ale to przez nazwanie Odyna Wednesdayem.
7856:  RC - A to nie.
7857:  RC - Odyn jest Wednesdayem nazwany, ponieważ Wednesday to jest po prostu dzień... To jest dzień kuczci Odyna.
7862:  KMM - Dzień Odyna.
7866:  RC - Tak jak czwartek to jest dzień Tora, piątek to jest dzień Frejli, a Tuesday to jest dzień, nie pamiętam.
7875:  KMM - Saturday jest od Saturnaliów, to też pamiętam.
7879:  RC - A niedziela to dzień słoneczny.
7883:  RC - Ale wracając do Chestertona, co ja chciałem... Ja nie mam pojęcia, ale wiem... A, bo chciałem powiedzieć... Bo o Fidles Green mówiłeś.
7893:  RC - Bo mówiłem o Fidles Green, że to jest postać wzorowana na Chestertonie.
7896:  RC - Chciałem nawiązać taka dygresja malutka, że Chesterton to był pisarz niezwykle hołubiony w Polsce międzywojennej.
7907:  RC - Kiedy on przyjechał na turné do Polski w ogóle w 1927 roku i był obwożony po całej Polsce, bo on wielokrotnie o Polsce w swoich artykułach i felietonach pisał, on kochał Polskę całym sercem.
7920:  RC - On pisał, że po czym można poznać, jak ktoś jest...
7925:  RC - człowiekiem złym i parszywym po tym, że jest wrogiem Polski, bo Polska dla niego zawsze stała na straży dobra ogólnie.
7936:  RC - Tak skracam mocno i parafrazuję oczywiście, ale jest dosyć słynny cytat, który popełnił chyba w 1990 roku,
7944:  RC - Nie, w 1919, kiedy Polska zaczęła walczyć z bolszewikami, to wtedy napisał taki felieton, aby dodać otuchy i m.in.
7953:  RC - dzięki temu był witany z wielkimi honorami w Polsce i obwożony po całym kraju.
7960:  RC - No i tutaj został i z wyglądu dopasowany do... Nasz zielony zakątek z wyglądu wygląda jak... Wyglądu prezentuje się jak czescy ton i mówi jego frazami, dosłownie.
7974:  BFP - Ale to było intencjonalne ze strony... To było intencjonalne, jak najbardziej.
7977:  BFP - Ale to jest niesamowite.
7978:  BFP - Wiesz, teraz Rysław, w ogóle dziękuję ci za tę dawkę wiedzy, ale to właśnie pokazuje, co mam na myśli, kiedy mówię, że Sandman...
7988:  BFP - Wymaga wysiłku od czytelnika i otwartości na poznanie kultury, mitologię, religia, bo silnie czerpie z religii, kosmologia, ale ponad wszystko właśnie kultura i literatura.
8001:  BFP - Już pomijając Szekspira, który będzie wracał, będzie miał ważną rolę do wygrania.
8007:  RC - Jeszcze dramatopisarz, który nigdy nie istniał.
8011:  BFP - to to co mówisz o Chestertonie to co Krzysztof wspomniał o Johnny D to nie jest John Locke w Lost nie to jednak ten John D jak słusznie sam Krzysztof zauważył nie znając materiału źródłowego no łączy się to z jego postacią i tym co ona robi Alexander Burgess to naprawdę jest praca erudyty który mówi jak chcesz w pełni docenić moje dzieło no to musisz popracować
8039:  KMM - I dodajmy, że to jest praca erudyty, który nie mówi, że idioci nie mają przystępu do jego wielkiego dzieła, ponieważ dobra sztuka różni się od złej tym, że w dobrej sztuce jest nie tylko we message i przesłanie, ale także są warstwy.
8057:  KMM - warstwy estetyczne, warstwy narracyjne, warstwy kulturowe, warstwa przyjemnościowa także dla ludzi, którzy po prostu chcą przyjść, pocieszyć się i wyjść.
8067:  KMM - Na tym polega dobra sztuka i tak od wieków była tak tworzona sztuka do pieprzonego XVIII wieku i racjonalizmu, kiedy stwierdzono, że dobra sztuka to jest ad usum delfini, dla pożytku księcia, tak żeby uczyło i bawiło i żeby było racjonalnie i żeby rozwijało.
8086:  KMM - Wtedy zaczęło się to wszystko pierniczyć w naszej kulturze i Neil Gaiman jest przypadkiem, zresztą tak samo jak Terry Pratchett i tak samo jak Margaret Atwood, jak Ursula Le Guin, jak J.R.R.
8097:  KMM - Tolkien i tak dalej, pisarzy, którzy tworzyli rzeczy nieprzemijające i apelujące do różnych wrażliwości, do różnych grup wiekowych, do różnych kultur.
8107:  KMM - ale nikogo nie wykluczające właśnie.
8109:  KMM - I to jest przepiękne w tym wszystkim.
8111:  KMM - I taka sztuka powinna być nagradzana i powinna być uniwersalna, a dobrze wiemy, że wynoszona jest na ołtarze sztuka lokalna, kontekstualna i agresywna.
8120:  BFP - I zaznaczmy, że Neil Gaiman ma naprawdę prerogatywę znacznie większą niż taka Olga Tokarczuk do tego, żeby powiedzieć, że Sandman nie jest dla idiotów.
8131:  BFP - Ale zamiast tego mówi, że Sandman jest dla chcących.
8136:  BFP - jest dla ciekawych, jest dla wymagających.
8140:  BFP - I tak myślę, że to jest ta zasadnicza różnica, że
8145:  BFP - Ma inkluzywne podejście w swoich ideach, a jednocześnie w tym, jak oczekuje, że będzie konsumowana jego sztuka.
8153:  KMM - Uważcie, że to na Twitterze widać.
8155:  KMM - Ja śledziłem odpowiedzi Neil Gaiman dla ludzi, którzy nie znając jego twórczości, usiłowali mu wyjaśniać, jak ona wygląda.
8162:  KMM - I on nie mówił, jesteś idiotą, debilem, nie znasz się, jesteś śmieszny, ośmieszasz się, tylko za każdym razem pieczołowicie tłumaczył,
8172:  KMM - Z ironią, jasne, na którą sobie mógł pozwolić, ale tłumaczył, prawda?
8176:  BFP - Bez pompatyczności, bez nadęcia mówi twój post będzie miał, czy twój tweet będzie miał 10 lajków, mój będzie miał 60 tysięcy.
8185:  BFP - Natomiast kochani, bo zostało nam mniej więcej tak jeszcze 10 minut, które chciałbym dobrze z wami spożytkować.
8192:  BFP - Szybka informacja dla wszystkich, którzy z nami tutaj teraz są.
8195:  BFP - Po pierwsze, impreza się nie kończy, ponieważ o 20.30 robię stream z Bioshocka 2, może 5 minut się to przesunie, na którym będziemy mieli temat przewodni naszej dyskusji, sny i koszmary.
8208:  BFP - Powiem wam trochę o największych koszmarach mojego życia, mam nadzieję, że wy opowiecie też trochę o swoich własnych, ale mam nadzieję, że będzie tam też miejsce na Fiddlers Green i takich ludzi jak Stephen Fry, którzy są tymi dobrymi snami.
8219:  BFP - A jutro, jutro jest stream Krzysztofa Irysława I. O której godzinie macie?
8227:  KMM - 18.00, tak, zawsze u mnie w środy w wakacyjną porą.
8231:  KMM - Będziemy grać Heroes of Might and Magic 3, ale nie, no przede wszystkim będzie rozmawiać.
8235:  KMM - Bo ja się boję trochę kompromitacji.
8239:  RC - Jak zobaczyłem, co Krzysztof, jakie on zna taktyki w tej grze i w ogóle ja w ten dzień grałem w Heroes of...
8245:  KMM - a taktyka jest prosta, to znaczy rush do kapitolu i potem tworzenie potężnego maga.
8250:  KMM - To jest tak w każdej grze.
8252:  BFP - Mam jeden dobry tip, to znaczy Rysław jak prowadzi ciekawą narrację, to łatwo go wtedy podejść.
8258:  BFP - Nic nie mówiłem.
8261:  RC - Nie mam multitaskingu, nie mam wielozadaniowości, nie potrafię niestety robić kilku razy.
8267:  BFP - Kochani, wykorzystując te 10 minut, które zostało przed streamem z Bioshocka, na który wszystkich serdecznie zapraszam oczywiście,
8275:  BFP - Panowie, chciałbym usłyszeć od Was, czy Wy uważacie, że jest jakaś przyszłość przed Sandmanem, która można by powiedzieć jest bardziej mainstreamowa, niż ta, która była do tej pory.
8288:  BFP - Sandman nie był elitystyczny, jak już ustaliliśmy, nie był dla idiotów, ale rzeczywiście nigdy nie stał się tak popularny, jak superbohaterowie ze stajni DC.
8297:  BFP - Był doceniany przez garstki ludzi.
8300:  BFP - A propos elityzmu, chciałem jeszcze tylko zaznaczyć, jakie było oburzenie
8305:  BFP - Jak Neil Gaiman był pierwszym autorem komiksowym, który otrzymał nagrodę Hugo.
8311:  BFP - Jezu, jakie było ból.
8312:  BFP - Tam były same Olgi Tokarczuk w kapitule.
8314:  BFP - Tam były same Olgi Tokarczuk.
8316:  BFP - Ale to już, żeby nie odpalać bardziej Krzysztofa.
8319:  BFP - Krzysztof, czy twoim zdaniem Sandman...
8324:  BFP - jest dziełem hermetycznym i pozostanie hermetycznym, bo są bardzo duże rozbieżności w komentarzach na bez schematu, a na twoim vlogu.
8333:  BFP - I na bez schematu bardzo wiele osób, zresztą dzisiaj licznie przyszliście, za co bardzo wam dziękujemy, zna Sandmana, widział Sandmana, dobrze ocenia serial, a w komentarzach twoich trochę było inaczej.
8344:  BFP - Powiedz o tym coś więcej, powiedz jak ty to widzisz, jak przeczuwasz.
8349:  KMM - Netflix sam sobie niestety strzelił w kolano, przed czym ostrzegali ludzie od naprawdę już bardzo długo.
8355:  KMM - Jeżeli ktokolwiek śledzi Critical Drinkera albo Netflixa,
8359:  KMM - czy Molera, to wie, że już od czasu The Last Jedi fandom przestrzegał, że będą przekinać kolejne korporacje i w końcu dojdzie do tego, że będą na czarnej liście.
8370:  KMM - I podejrzewam, że to bardzo rzutuje na ocenę Sandmana.
8373:  KMM - Nie to, że to jest na podstawie komiksu, który jest nieprzystępny.
8376:  KMM - Naprawdę ja mogę powiedzieć od siebie, a mam taką perspektywę i dysponuję nią, że w swoim życiu spotkałem erudytów częściej w fandomie niż na uniwersytecie.
8388:  KMM - Nie spotkałem na swoich dziesięcioletnich studiach polonistycznych ludzi, którzy po prostu chodzili do księgarni dla fanów.
8394:  KMM - Żadnego swojego profesora nigdy nie widziałem w księgarni, a w księgarni byłem codziennie, nawiasem mówiąc.
8399:  KMM - Przeglądałem różne książki, w trzech księgarniach w Krakowie byłem nieustannie, to samo targi książki.
8404:  KMM - Incydentalnie, równolegle z targami książki w Krakowie jest organizowany Festiwal Konrada.
8408:  KMM - Wiecie, jaki jest argument?
8409:  KMM - Festiwal Konrada jest dla ludzi, którzy cenią sztukę, a Festiwal Książek jest dla tych, którzy lubią komerchę.
8415:  KMM - Taka jest argumentacja.
8417:  KMM - Z twojej perspektywy powiem, że ja wierzę w fanów i nie uważam wcale, że nawet najtrudniejsze dzieło by się opierało.
8425:  KMM - To, co może zaszkodzić Sandmanowi, to wyłącznie korporacje, ich zakusy i to, w jaki sposób rzutuje to później na ludzi, którzy się po prostu zrażają i podchodzą do tego, a tak, tak, to jest kolejny, kolejny woke kapitalizm, kolejny Netflix, kolejny HBO, kolejny Checklist City, jakbyśmy to chrzcili...
8445:  KMM - Kolejne diversity i tak dalej, nie chcemy tego.
8448:  KMM - I to może zaszkodzić Geimanowi, a tymczasem ten utwór powstał zanim w ogóle doszło do takich ani innych przemian kulturowych, z którymi mamy dzisiaj do czynienia i warto sobie to po prostu uświadamiać i dać temu serialowi szansę i spojrzeć na to zupełnie abstrahując od tego wszystkiego, co się dzieje, zwłaszcza, że jeżeli wyślemy dobry sygnał,
8467:  KMM - Moi drodzy fani, że to się nam podoba, to będziemy dostawać więcej Sandmanów, a mniej Rings of Power, mniej Wiedźminów drugiego sezonu i mniej innych rzeczy, więc może zamiast hatewatchingu Rings of Power, że będziemy wszyscy cisnąć bekę z tego, może by się przydał mały bojkocik tego drugiego i piątego filmu i serialu, a w zamian
8487:  KMM - oglądanie właśnie takich rzeczy jak, nie wiem, Black Mirror, Love, Death and Robots, Arkane, Sandman, Castlevania.
8493:  KMM - Te rzeczy, o których też rozmawiamy i które, jak widać, wywołują dyskusję i jednoczą wszystkich bez względu na poglądy polityczne.
8500:  BFP - Jest info od Szymona Rogowskiego.
8502:  BFP - Pozdrawiam cię serdecznie.
8504:  BFP - Sandman jest numerem jeden na Netflixie w 80 krajach.
8507:  KMM - Good.
8508:  BFP - Co jest bardzo budujące, bo ja jednak nie postawiłbym Arkane ani Castlevanii na tym samym poziomie, co Sandmana.
8514:  BFP - Jest to znacznie bardziej wymagające intelektualnie dzieło, które znacznie mniej przyjaźnie traktuje widza czy czytelnika i wymaga od niego znacznie więcej.
8525:  BFP - Rysławie, jakie są twoje przemyślenia na temat przyszłości Sandmana i tego, na ile może stać się dziełem bardziej powszechnym niż jest obecnie w wersji komiksowej od 30 lat?
8538:  RC - I teraz wchodzimy na niebezpieczny grunt.
8543:  RC - Na ile trzeba bardzo znaleźć taką...
8549:  RC - taką przystań, na której będziemy mogli powiązać pewne, dodawać pewne wątki i usuwać pewne wątki i to ma być przystań dostępna dla wielu osób, zarówno dla fanów, jak i nie fanów.
8566:  RC - I to jest trudno zbudować takie miejsce.
8568:  RC - Udało, moim zdaniem się udało to w pierwszym sezonie.
8571:  RC - Pewne wątki zostały
8574:  RC - pogłębione, pewne uproszczone i serial, jak dla mnie, jest na bardzo, bardzo wysokim poziomie.
8579:  RC - I teraz pytanie, czy uda się to utrzymać w kolejnych sezonach, czy uda się ten bardzo trudny do utrzymania balans, tę równowagę zachować, bo sądzę, że mogą teraz nastąpić
8595:  RC - takie ciśnienie ze strony korporacji, że skoro coś takiego nam się sprzedało, to weźmy pewne wątki, a pogłębmy je, a więcej tych list do odhaczania zróbmy, to na pewno się ludziom podobało, a nie to, że to była w miarę wierna adaptacja komiksu.
8616:  RC - Boję się, z jednej strony mam nadzieję, że Neil Gaiman nad tym zapanuje i postawi na swoim,
8623:  RC - I mam nadzieję, że nie dojdzie do tego, co mieliśmy przy Wiedźminie, że powstało dzieło po prostu karykaturalne.
8632:  BFP - Zgodzę się z tobą, Rysław, że im dalej w las, tym większa może być pokusa, a jednocześnie tym większe ryzyko, że dokonując genderswapingu i trochę remiksując te postaci, można skrzywdzić Sandmana.
8644:  BFP - Tu jeszcze się nawet nie pojawiły elfy, tak Krzysztof?
8647:  BFP - W Sandmanie pojawią się elfy.
8648:  RC - To jest sen nocy letniej.
8649:  RC - Bardzo mnie interesuje właśnie, jak zostanie sen nocy letniej zagrany.
8652:  RC - Czy on zostanie zagrany w stylu wiedźmińskim?
8657:  RC - Czy on zostanie zagrany w stylu elżbietańskim?
8660:  RC - On jest przedstawiony w stylu elżbietańskim, takiego teatru elżbietańskiego.
8663:  RC - Tak.
8663:  RC - Tu właśnie chyba się pojawia sen nocy letniej w Krainie Snów.
8667:  KMM - W trzecim tomie.
8667:  KMM - A przedstawienia elfów są tolkienowskie czy przedtolkienowskie?
8671:  RC - Są przedstawienia elfów... Może mogę ci pokazać.
8675:  RC - Są...
8677:  RC - jest Oberon, wiesz, pamiętajmy, że ogólnie elfy były te, to nie są elfy latające z kwiatka na kwiatek, tak, to nie są te elfy obrzydliwe, których mówił zresztą, pisał Tolkien w tym, w drzewie i liściu, tak, w drzewie i liściu pisał, tak, sam się wyśmiewał, że on tych psikuśnych duszków nie znosi, że nie znosi, a tutaj, o, tutaj elfy są, no to są bardziej, to są fairies, to są fairies, tak, tak jak Wolfi zaznaczył przed chwilą, dokładnie tak,
8709:  BFP - To są naprawdę te magiczne... Krzysztof, ty zapytałeś tolkienowskie, czy nie tolkienowskie?
8715:  BFP - Szekspirowskie.
8717:  KMM - To są te szekspirowskie, które... Szekspirowskie konkretnie to właśnie są psikuśne wrózie.
8722:  RC - Natomiast tutaj masz to przedstawienie, które jest... sięga troszeczkę głębiej do... To tu mamy te... No właśnie na imię jak się po galicku wymienia?
8732:  RC - Sidhe, prawda?
8733:  RC - Czy Szaji?
8734:  KMM - Funny you mentioned that, bo właśnie w tym roku broniona była u mnie praca licencjacka, ona jest dostępna na ResearchGate'cie na temat sekretów morza, w której właśnie SEED występują.
8750:  RC - Więc to są bardziej te gaelickie, jasne i ciemne.
8753:  RC - Zresztą z ciemnych zostały wzięte później gnomy i krasnoludy, a z jasnych właśnie ten fairy folk.
8765:  BFP - Chciałem tylko powiedzieć, że wraz z postępem fabuły i rozrostem tego świata może rosnąć pokusa?
8771:  BFP - do zabawy tym i o ile dzisiaj argumentowałem z małymi gwiazdkami, gdzie bym się przychylał do Joanny, która faktycznie była trochę antypatyczna, że można przegiąć i to w kilku punktach, które mogą nie tylko zrazić fanów, ale także tych wszystkich nowych, którzy przyjdą.
8790:  BFP - A co gorsza, co wydaje mi się, że udało się doskonale jednak wciąż w pierwszym sezonie, to jednak udało się oddać ducha i przekaz Sandmana, to co jest najważniejsze.
8799:  BFP - Kiedy ukazuje się Morfeusza, kiedy ukazuje się dylemat, przed którym stoi, przed którym jeszcze wielokrotnie stanie, tak może być również tak, że sam Gejmen, który odzyskuje chyba miłość do tego dzieła, poświęca mu teraz więcej czasu od wielu, wielu lat, nie licząc przerwy na Uwerturę,
8821:  BFP - zejścia z emerytury Sandmanowej na potrzeby Uwertury, to może być tak, że on też za bardzo coś będzie chciał zremasterować, za bardzo będzie chciał zremiksować.
8830:  BFP - I niech to też wybrzmi na koniec ode mnie, bo zostawię Wam jeszcze jedno ostatnie zdanie, zanim pobiegnę do streama.
8837:  BFP - To jest...
8840:  BFP - najbardziej nadreprezentowany w zakresie LGBT plus serial, jaki widziałem na Netflixie.
8846:  BFP - Mimo, że jest serialem produkcji Warner Bros.
8849:  BFP - I uważam, że bardzo wiele amunicji mają ludzie, którzy będą chcieli uderzać w te tony i mówić, dlaczego wszyscy muszą sypiać ze wszystkimi, dlaczego nie ma tu ugruntowania, czemu taki Koryntczyk dla przyjemności sypia z mężczyznami, to tylko pokazuje, że na przykład homoseksualność jest fanaberią, tak?
8868:  BFP - A w komiksie on też był tylko, on tylko chłopców wykorzystywał.
8872:  BFP - Tak, tylko on właśnie wykorzystywał, nie było tam, nie było w tym przyjemności.
8876:  RC - No nie no, on ich podrywał i później ich szlachtował, znaczy robił to, co robią najlepiej.
8882:  BFP - Już uzostaliśmy, że był nieprawdopodobny, znacznie mniej czarujący, znacznie mniej uwodzący niż teraz, więc
8890:  BFP - Tak, uważam, że ten serial ma pod górkę biorąc pod uwagę, że całe te wątki progresywne, które były w komiksie są przemnożone w serialu i ja to kupuję.
8904:  BFP - Moim zdaniem tak, to znaczy wprowadzono sporo wątków, ale one nie odchodzą od ducha oryginału, więc mnie nie przeszkadzają, ale niestety dają amunicję wszystkim tym, ale tego się nie uniknie.
8919:  BFP - którzy chcieliby powiedzieć, no tak, ale Sandman to już jest po prostu jedna wielka lewacka promocja LGBT.
8924:  RC - Nie no, co ty, ja jestem przecież... To nie są moje słowa.
8927:  RC - To nie są moje słowa.
8928:  RC - Ja jestem totalnie antyprogresywny, jak przecież znasz mnie, więc i traktuję... Wiesz, jedyny wątek, który mi tak naprawdę nie pasował, to właśnie Johanny i jej koleżanki, bo gdyby zrobili Johanna i kolegę, to zresztą... A tak, to naprawdę idzie bardzo wręcz...
8948:  RC - podręcznikowo za komiksem.
8950:  RC - Tam nie ma pododawanych wątków, ewentualnie są wręcz odjęte.
8957:  RC - Więc ja nie widzę problemu.
8959:  RC - Są seriale, które chyba takie wątki podejmują znacznie chętniej.
8966:  KMM - I będą też takie.
8968:  RC - I podejrzewam właśnie będzie ten Sours of Power.
8972:  KMM - Właśnie myślę, że porównanie tych dwóch... Sour Power.
8975:  KMM - Tak, Rings of Sour, jak ja je ochrzciłem.
8978:  KMM - Myślę, że porównanie tych dwóch produkcji dużo nam powie.
8981:  KMM - Bo też na etapie powstawania Sandmana śledziłem pilnie materiały wszelkie, które były dostępne i nie miałem powodów do niepokoju.
8991:  BFP - Ale wspaniałe jest to, że twórca angażuje się naprawdę kreatywnie w cały proces i ponownie ja wielokrotnie słyszę Gamena, który mówi w wywiadach, to ja chciałem, żeby postacie wyglądały tak, a nie inaczej.
9005:  BFP - I pomimo, że pozostaje przy swojej najwyższej ocenie i w tym wypadku działa reguła pars pro toto, część za całość, te sześć odcinków tak wybitnych pozwala mi przymknąć oczy na taki sobie siódmy i generalnie przemieszanie, które zostało wzięte z całym dobrodziejstwem inwentarza z drugiego tomu, który i tak jest bardziej złożony w odcinku ósmym, dziewiątym i dziesiątym.
9028:  BFP - Tak chcę, żeby to wybrzmiało.
9031:  BFP - Mam obawę, że w przyszłości mogę mieć więcej zarzutów podzielanych razem z Rysławem na podstawie dokładnie tego, co powiedziałeś, ale mam nadzieję, że tak się nie stanie i że czeka nas jeszcze to, co najlepsze.
9043:  BFP - Słuchajcie, bardzo wam dziękuję i bardzo dziękuję wszystkim, którzy licznie przyszli na naszego live'a, na naszą dyskusję, bo to naprawdę oznacza, że są ludzie... Ponad 300 osób.
9056:  BFP - Bo to oznacza, że są ludzie, którym zależy.
9058:  BFP - którzy chcą posłuchać o Sandmanie i to jest wspaniałe.
9062:  BFP - Jeżeli są wśród was ludzie, którzy jeszcze nie oglądali Sandmana, proszę, potraktujcie, mimo że posłuchaliście spoilerów, potraktujcie to jako dobry przyczynek do sięgnięcia po serial,
9074:  BFP - Do sięgnięcia po komiks, bo to wciąż jest arcydzieło literatury i don't take my word for it, po prostu posłuchajcie ludzi, którzy z pasją o tym opowiadają od lat, nawet nie patrząc na nagrody, bo wiecie jakie jest z nagrodami.
9087:  BFP - Krzysztof się może już uśmiechnąć teraz pod nosem.
9090:  BFP - Jeżeli Krzysztof powiedział, że myślę o sięgnięciu po komiks po obejrzeniu Sandmana, no to coś jest na rzeczy.
9095:  BFP - Także dziękujemy wam serdecznie.
9098:  BFP - Postaram się przełożyć ten odcinek na podcast.
9101:  BFP - Tak jak pojawiły się prośby, nie było za dużo interakcji z czatami, więc to myślę można też przełożyć na taką formę.
9109:  BFP - Pamiętajcie, że jutro o 18 jest stream Rysława i Krzysztofa.
9113:  BFP - Ja będę i zapraszam Was teraz dokładnie za 7 minut na stream Bioshocka.
9119:  BFP - Link podaję tutaj w czatach, żebyście mogli sobie dołączyć i będziemy rozmawiali o znach i koszmarach.
9124:  BFP - Dziękuję Wam panowie serdecznie.
9126:  RC - Mam jeszcze ostatnie pytanie.
9127:  RC - Czy podajemy na koniec nasze oceny w skali od 1 do 10?
9129:  RC - Proszę.
9130:  BFP - Jeżeli masz ochotę, to proszę.
9132:  RC - to ja dałbym 8 na 10 jako fan komiksu.
9134:  RC - To jest dużo, dla mnie to jest dużo.
9135:  BFP - Ja bym dał pierwszej części 10 na 10, a czterem ostatnim odcinkom 8,5 na 10.
9142:  KMM - Ja daję jamnika.
9143:  KMM - Ja nie stałem mocnym w skali.
9145:  KMM - Ale jest mój jamnik.
9148:  KMM - 6 na 9, Krzysztof.
9149:  KMM - Ja zawsze mówię mocne 6 na 9 w takiej sytuacji.
9152:  BFP - I nikt nigdy nie wie, co masz na myśli poza jednym.
9155:  BFP - Ale tak, dziękujemy ślicznie za Waszą obecność.
9158:  BFP - Dziękuję Wam, Panowie, za wspaniałe towarzystwo i po prostu topową... Czasem wierzę w polskiego YouTube'a, najczęściej kiedy prowadzimy dyskusję.
