DARK SOULS 2 to...? 🤔
🔗 https://www.youtube.com/watch?v=ygoqdolsYao
KMM (Krzysztof M. Maj)
RN (Rafał Nawrocki, Demonidias)
MD (Mateusz Drozd, Kiszak)
AS (Adam Szymański, Balmora House)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

17:  BFP - Czym jest do prawdy Dark Souls 2?
3869:  KMM - Więc takie problemy z płynnością ruchu dla mnie były bardzo widoczne w ruchach szybszych, natomiast faktycznie dopiero jak się dowiedziałem, że jest to wieloosiowe sterowanie, to być może teraz jakbym wrócił do gry, to bym na to lepiej zwrócił uwagę, ale jedno nie stanowi absolutnie żadnej wątpliwości dla mnie.
3885:  KMM - Płynność ruchu w animacji, czytelność, przede wszystkim telegrafowanie ataków przez przeciwników w Dark Souls 1, a Dark Souls 2, no to w ogóle nie ma tutaj co ze sobą porównywać.
3894:  KMM - W Dark Souls 2 kapryśny Bóg decydował o tym, gdzie ja się zdecydowałem pójść czasami, albo gdzie lądowało uderzenie przeciwnika.
3901:  KMM - My musimy się dopiero uczyć tego, że tak już jest w tej walce, że to tak będzie w ten sposób wyglądało, albo już tak już jest, że moja postać nagle zaczyna być bardziej ociężała niż być powinna.
3912:  KMM - Więc to mnie bardzo złościło.
3914:  BFP - A to jest ciekawe, co napisał Szalony, bo to trochę rozwiązuje ten problem, który ja miałem i który z trudem opisuję w swoim eseju, a który Krzysztof też miał, ale nie umiał też opisać, dopiero jakoś tam udało nam się dojść do tego, że mówimy o tym samym problemie, że gra penalizuje cię,
3931:  BFP - za wyczerpanie paska staminy podczas biegu, no to jest oczywiste, że przestajesz biec, ale Szalony napisał, trzeba puścić przycisk biegu przed wyczerpaniem paska staminy, żeby płynnie powrócić z powrotem do biegu, kiedy się szybko podładuje.
3944:  MD - A to ja, chłopaki, powiem jedną rzecz, tak?
3945:  MD - W każdych solstwach.
3948:  AS - Ale ja... Nie, nie, nie, bo wszystko tam jest coś z tym nie tak, bo ja też z tym sprintem w dwójce mam okropny problem.
3956:  MD - To nie jest to samo, to znaczy... Znaczy nie, no to jest to samo, tylko po prostu tych recovery frame'ów, tych frame'ów zbierania się do biegu jest po prostu więcej, wydaje się dwa, bo DSy dwa są wolniejsze od pozostałych DSów, ale mechanika biegów, wykorzystanie staminy i momentu, w którym po pełnym wykorzystaniu staminy ta stamina potrzebuje, bo jak to działa ogólnie w Dark Soulsach?
3979:  MD - Jeden, dwa, trzy, bo to działa zawsze tak samo.
3982:  MD - Jeżeli twoja stamina znajduje się na poziomie większym niż zero, to ona zaraz po zakończeniu twojej akcji zacznie się regenerować.
3991:  MD - Jeżeli ją wyczerpiesz do poziomu zero, to ona posiada cooldown, po którym dopiero zaczyna się ponownie regenerować.
3998:  MD - I w DES-ie 2 działa to dokładnie tak samo, tylko w DES-ie 2
4002:  MD - Jest jeszcze dodany minimalny poziom staminy, który jest po tej regeneracji wymagany, żeby móc znowu zacząć biec.
4009:  MD - Więc w DS-ie 1 i w DS-ie 3 możesz wykorzystać w pełni staminę.
4015:  MD - Jak ona ci się zregeneruje na 10%, to możesz znowu zacząć biec i zużyć te 10%.
4020:  MD - ale w DS-ie 2 działa to w taki sposób, że po prostu, nie wiem, tam jest 25%, nie mam pojęcia jaka jest dokładnie ta ilość, ale to jest to, co trzeba zrobić.
4029:  MD - Tej staminy nigdy nie można zużywać w pełni i można tutaj dywagować, czy to jest system dobry, czy to jest system niedobry, no ja bym powiedział, że to jest skiliszył po prostu, jeżeli się zużywa staminę w pełni, prawda?
4042:  MD - Tą staminę w pełni powinno się zużywać tylko wtedy, gdy jest to ostatnia akcja, którą chcesz wykonać, więc musisz
4050:  MD - decydować się, kiedy użyjesz pełnej siły twojej postaci.
4054:  MD - Ja bardzo lubię ten system.
4055:  BFP - Ale dopiero teraz ty ludologicznie mi to wyjaśniłeś.
4059:  BFP - Teraz dla mnie to ma sens.
4061:  MD - Ale wiesz dlaczego to musi tak wyglądać?
4063:  MD - To ma czystą podstawę mechaniczną.
4065:  MD - Wyobraź sobie, że nie posiadasz cooldownu na regenerację staminy w trakcie jej pełnego wykorzystania.
4070:  MD - I teraz tak, twój masz staminę 120, a twój atak kosztuje stamina 80, prawda?
4076:  MD - Więc ty możesz wykonać dwa ataki, prawda?
4079:  MD - Więc wykonujesz jeden atak, wykonujesz drugi atak.
4082:  MD - Ale ten drugi atak wykorzystuje całą resztkę twojej staminy.
4085:  MD - Po pierwszym ataku zostaje 40, a teoretycznie twój atak kosztuje 80.
4090:  MD - Więc jeżeli nie miałbyś tego cooldownu, to ty za każdym razem po skończeniu ataku, gdy zregenerowałaby ci się stamina, byłbyś w stanie zaatakować ponownie, mając jeden staminę.
4100:  MD - Więc ten cooldown i ta kara za użycie nadliczbowej ilości staminy musi istnieć w tego typu tytule.
4106:  RN - I to jeszcze do przeciwdziałania spamowaniu rolek jest wprowadzone, żebyś nie unikał bez przerwy.
4112:  MD - Zawsze mógłbyś się wyrollować teoretycznie, to musisz mieć.
4115:  RN - To zawsze było w Soulsach, tylko tutaj właśnie jest ten cooldown na regenerację znacznie większy.
4120:  MD - Jest większy, bo ta stamina w ogóle się wolniej regeneruje.
4123:  MD - Ja zawsze grałem w Dark Soulsa z Green Crest Shieldem, że to są jedynka, dwójka czy trójka.
4128:  MD - W dwójce też tego używam i w dwójce nawet posiadałem z tego Green Crest Shielda, który jest w ogóle chyba tarczą róży, wydaje się dwa.
4134:  MD - to ta regeneracja stamina jest bardzo, ale to bardzo wolna.
4138:  RN - Co pewnie ma swoje podłoże w tym, że w tej grze najszybciej levelujesz, bo za każdego posta dostajesz, nie wiem, z 10 leveli, na początku zwłaszcza, więc możesz bardzo szybko i na wczesnym etapie gry rozwinąć sobie do ogromnego rozmiaru pasek stamina, nie?
4152:  RN - Więc ta regeneracja musi być naturalnie trochę wolniejsza, no bo tak chcieli to po prostu zbalansować w przypadku Dark Souls 2.
4158:  KMM - Ja się nigdy nie nauczyłem patrzeć na pasek Stamina, to jest mój problem i mój bajas, z tego względu, że w buildach magicznych on jest mniej... No nie jest niepotrzebny, bo jest też zużywany, ale jest...
4169:  KMM - Trzeba na niego zwracać mniej uwagi.
4171:  KMM - Ja też się przyzwyczaiłem, to jest znowu problem, do tego, że w Dark Souls 3 z kolei ja bardziej patrzyłem na pasek many niż pasek staminy, więc ja teraz słucham was robiąc notatki, ponieważ dla mnie patrzenie na pasek staminy nigdy nie było priorytetem aż takim, ale wciąż będę uważał, że lepiej mnie o tym poinformowało Dark Souls 1 niż Dark Souls 2, więc bardzo możliwe, że nawet pewne jest, że rzeczywiście jest to kwestia w tym timingu.
4195:  MD - Wiesz co, to moim zdaniem ty musisz całkowicie zmienić myślenie, bo w Dark Soulsie to stamina jest twoim życiem tak naprawdę.
4202:  MD - Życie jest bezużyteczne, jeżeli nie masz stamina.
4206:  MD - No chyba, że grasz magię, no to tak.
4209:  KMM - To jest moja stamina, tak?
4213:  KMM - To co powiedzieliście... Moja stamina jest niebieska!
4217:  BFP - Dla mnie jasno wyjaśniło to, jak to jest kwestia przyzwyczajenia, gdy cooldown jest mniejszy czy krótszy, że cooldown jest krótszy w jedynce i w trójce.
4228:  BFP - Ja tego nie odczuwałem w walce w Dark Souls 2, ale odczuwałem to właśnie wtedy, kiedy biegłem.
4234:  BFP - I teraz już rozumiem, dlaczego kiedy wciskałem znowu przycisk, żeby zacząć biec, musiałem odczekać więcej trochę czasu, żeby naładowało mi się więcej staminy niż w jedynce i w trójce.
4244:  BFP - Tak naprawdę to jest odpowiedź na ten problem, z którym ja się zmagałem i to szanuję.
4249:  BFP - Właśnie takiej odpowiedzi oczekiwałem i ona w zasadzie rozwiewa wszystkie moje wątpliwości.
4254:  BFP - A jaka jest rzecz, którą wy byście, i to najpierw skieruję do Rafała i do Mateusza, którą wy byście ze swojej perspektywy nazwali największym bullshitem w tej grze?
4266:  RN - No największym.
4268:  RN - Mogę podać dwa przykłady.
4270:  RN - Jeden to odniosę się do buildu magicznego Krzysztofa, który tutaj akurat ubóstwia magów.
4278:  RN - No to powiem, że akurat Dark Souls 2 moim zdaniem poczyniło niewłaściwe kroki w celu zbalansowania magii, bo oni tam odeszli od systemu
4289:  RN - który bardzo dobrze sprawdził się, no teraz w Eldenie, ale zapoczątkowany był w Demon's Souls, więc w tamtych czasach to Demon's Souls było punktem wyjściowym, czyli odeszli od paska Manny, który moim zdaniem był znacznie lepszym rozwiązaniem, dlatego że pozwalał korzystać w pełni z zaklęć, również podczas przechodzenia lokacji i jeżeli chciałeś wybijać sobie jakichś minibossów, no to nie miałeś tak naprawdę
4311:  RN - tego ograniczenia, żeby z tej magii swojej nie skorzystać, a Dark Souls 2 spowodowało to, że przez to ograniczenie ilościowe do użycia, do skorzystania z danego zaklęcia, czy cudu, heksów, whatever, no to spowodowało to, że musiałeś rezygnować tak naprawdę ze swojego największego atutu.
4329:  RN - I okej, można powiedzieć, że to jest spoko, bo jesteś zmuszony, żeby zagrać tam mieczem, maczugą, czy cokolwiek,
4333:  RN - Tylko z drugiej strony to wtedy znowu sprowadza się magia do tego, że to jest dodatek, nie?
4338:  RN - Gram magiem po to, żeby korzystać wyłącznie z magii i moim zdaniem akurat najlepiej zrobiona magia, no to jest magia w Eldenie, a tak jak wspomniałem, ona bazuje na systemie z Demon's Souls i to jest akurat duży mój zarzut do Dark Souls 2, podobnie jak też właśnie to, że magia została...
4355:  RN - a zwłaszcza cuda, zostały niezwykle mocno znerfione, co teraz odczuwam też właśnie przechodząc to Dark Souls 2 na tym premierowym patchu 1.0, gdzie włócznia błyskawic to po prostu była w stanie zjeść wszystkich i to oczywiście było przejęte, ale z drugiej strony ten nerf, który poleciał, no już niestety został wprowadzony nieodwracalnie, no i cuda akurat zostały do takiego poziomu sprowadzone, że to granie tym to jest czasami wyzwanie, nie?
4377:  RN - Bo nie dość, że to się bardzo długo rzuca na tych zwłaszcza początkowych poziomach, no to jeszcze te obrażenia są
4384:  RN - naprawdę mega niskie, w porównaniu do Magii, która już na samym początku jest dość mocna, akurat.
4390:  KMM - Muszę nawiązać do tego, bo niesamowicie podobało mi się w Dark Souls 1, mimo że właśnie tam nie było tego paska mana i się wydawało mi, co i gdzie, jak twoją drogą, ja z maną mam swoje przygody, bo uwielbiam te animacje, jak się kończą zaklęcia i postać ma coś takiego, chce many, nie?
4406:  KMM - Daj mi spokój, wiem, że nie masz many.
4408:  KMM - W każdym razie w Dark Souls 1 ja czułem strach.
4411:  KMM - Jak miałem to ostatnie zaklęcie, nie miałem ogniska, nie wiedziałem, co się będzie dalej działo.
4416:  KMM - Ja czułem strach i w ogóle takiego strachu nie czułem w Dark Souls'a.
4418:  KMM - Na początku może, natomiast potem zioło jedno, drugie, trzecie, 420 rodzajów ziół.
4425:  KMM - W związku z tym mogłem regenerować sobie zaklęcia, ile chciałem.
4428:  KMM - Miałem w którymś momencie dosłownie jakieś dwie setki bazowej strzały dusz.
4433:  KMM - Więc to już było trywializowanie wyzwania eksploracyjnego, które jest w większości, no chyba wszyscy się zgodzimy, że wyzwanie walki w skolarze z przeciwnikami jest większe niż wyzwanie walki z bossami.
4443:  KMM - W przypadku bossów, arsenał moich zaklęć był na poziomie, nie wiem, 95%, natomiast w przypadku walki eksploracyjnej, no, potrafił się właśnie kompletnie wyczerpać i musiałem się wtedy regenerować.
4455:  KMM - Więc zdecydowanie uważam, że jeżeli byśmy szli w systemy, które limitują użycie magiczne, to wzorcem Daxos 1,
4461:  KMM - Albo właśnie robimy refinement tych systemów, które były w Elden Ring, gdzie też mogliśmy sobie swoje własne mikstury ważyć.
4468:  KMM - To mi się podobało niesamowicie.
4469:  KMM - Natomiast osobna kwestia jest taka, że jeżeli miałbym wskazać jeden rodzaj magii, który jest interesujący i wprowadza ciekawą mechanikę w Dark Souls 2, to są heksy, ale te heksy, które zużywają dusze, jakich używamy.
4481:  KMM - Moglibyśmy sobie wyobrazić jeszcze lepszą mechanikę, to znaczy taką, która zużywa nasze zdrowie.
4486:  KMM - I wtedy ten build Maga jako Glass Cannon byłby o wiele bardziej interesujący i wiązałby się z wyzwaniami różnego alternamentu, no bo wtedy by trzeba było cały czas patrzeć z uwagą na to zdrowie i wyobrażam sobie również, że wtedy moglibyśmy mieć ten sam rodzaj buffa, który jest w Eldenie w przypadku...
4503:  KMM - gdy zbijemy swoje zdrowie, zresztą w Dark Souls jeden jest tak samo, do jakiegoś minimalnego poziomu i wtedy zadajemy większe obrażenia, więc dokładnie to samo mogłyby robić zaklęcia i nie widzę powodu, dla którego nie można byłoby tego zrobić na większą skalę na przykład, żeby wtedy rzeczywiście to wyzwanie grania magiem było wyższe.
4516:  KMM - Tylko zawsze problem z magią jest taki, że na początku człowiek lami jest wszystko beznadziejnie, dopiero ten feeling tego, że jest rzeczywiście jakaś moc i potęga, robi się w połowie gry, a potem już się zaczyna obszar trywializacji.
4528:  KMM - I z tym sobie bardzo wiele różnych gier nie radzi kompletnie.
4532:  KMM - Właśnie co zrobić z sytuacją, w której w końcowej fazie gry magia już zaczyna trywializować wyzwanie?
4538:  BFP - Na pełnej S się napisał Brendo odnośnie wyczerpywania się staminy, że bierzesz zioło i problemy znikają.
4546:  BFP - Ja tylko chcę powiedzieć, że to się sprawdza nie tylko w Soulsach.
4550:  BFP - Adamie, teraz do ciebie kieruje największy bullshit, który przychodzi ci na myśl, kiedy myślisz w Dark Souls 2.
4558:  AS - Spokoju mi nie daje to sterowanie.
4560:  AS - Ok, kupuję argumenty odnośnie i tą decyzję projektową stojącą za wyczerpywaniem staminy i jak to jest z biegiem, ale po prostu w ostatnim czasie to się akurat tak zbiegło, bo akurat u siebie na streamie przechodzę teraz dodatki do Dark Souls 2.
4577:  AS - W międzyczasie jak nie streamuję to nagrywam sobie jakieś nowe filmy z Elden Ringa i po prostu tak się prawie że w locie przełączam między jednym a drugim sterowaniem.
4588:  AS - I po prostu Jezus, jak siadam do Elden Ringa, to sobie myślę, Boże, jakie to jest wszystko responsywne, co się dzieje, czemu ta postać, czemu tą postacią tak dobrze się steruje, a potem odpalam streama, wracam do Dark Souls 2, wypuszczony po Elden Ringu i och...
4606:  AS - No trzeba się do tego przyzwyczaić.
4609:  KMM - A nie podobało ci się rzucanie zaklęć przez lornetkę?
4611:  KMM - Ja uwielbiam.
4615:  BFP - Ty właśnie mówisz, że przechodzisz DLC do Dark Souls 2 i naprawdę jedyny bullshit, który przychodzi ci teraz na myśl to jest dalej to sterowanie?
4623:  BFP - Nie masz nic więcej do powiedzenia?
4625:  BFP - Zawodzisz mnie, naprawdę zawodzisz mnie chłopie.
4628:  AS - układa mi się to jeszcze w głowie.
4632:  KMM - To ja mogę zrobić swój run na przedmioty zużywalne?
4635:  KMM - Dziękuję.
4636:  KMM - Mój run na przedmioty zużywalne, wszystkie przedmioty zużywalne, to znaczy w grach wiadomo jest pętla rozgrywki, prawda?
4643:  KMM - I dla mnie przedmiot zużywalny zawsze wprowadza niepotrzebny element stresu, który wiąże się niekoniecznie z wyzwaniem, a raczej z grindem.
4651:  KMM - Ten zarzut też miałem w Sekiro, to znaczy doprowadzał mnie do szału to, że nie może być na przykład skapowanej liczby tych
4657:  KMM - Nie wiem, pamiętam jak się nazywa to cholerstwo, które zużywamy do robienia różnego rodzaju powiedzmy zakleń, cudzysłów, zamnoń, cudzysłów.
4664:  KMM - Nazwijmy to jakimiś totemami czy figurkami, wszystko jedno.
4667:  KMM - I gdyby to było skapowane na poziomie, nie wiem, ośmiu, to ja bym na przykład nie mógł nafarmić sobie wcześniej tego cholerstwa i ułatwić to, jak sobie ułatwiłem, nawiasem mówiąc, walkę z jesienią maszyną.
4676:  KMM - Więc uważam, że wręcz przeciwnie wprowadzanie mechanik, które ograniczają zużywanie przedmiotów zużywalnych,
4682:  KMM - Sprzyja po pierwsze temu, że nie będziemy mieli Sigma Male Grind Setu w grach wideo, po drugie, że nie będziemy mieli również późniejszych mechanik, które przychodzą radośnie jak w Dragon's Dogma i mówią, a nie chcesz grindu?
4695:  KMM - Proszę zapłać, zapłać.
4697:  KMM - A nie widzimy problemu, że nie byłoby tego zapłacenia, gdyby jakiś debil wcześniej nie wprowadził przedmiotów zużywalnych w wielkiej liczbie.
4704:  KMM - Ja się nie zgodzę totalnie.
4706:  KMM - Dobrze, pokłócimy się.
4708:  KMM - Dobra, no to ja cię już tłumaczę.
