Dlaczego Uciekamy do Innych Światów? | ESKAPIZM
🔗 https://www.youtube.com/watch?v=4x794OViL7I
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
JM (Jaga Moder, Legendystka)
DS (Dominika Skoczeń, Czerw Fantastyczny)

20:  BFP - Fikcja i fantazja.
7592:  DS - Słuchacze, że jeśli podobała wam się nasza dzisiejsza rozmowa, to akurat na moim kanale jest zapis tej naszej pierwszej części, czyli z tego festiwalu Poświaty, na którym z Krzysztofem i Filipem rozmawialiśmy właśnie o eskapizmie.
7606:  BFP - A była to zgoła inna rozmowa, naprawdę.
7608:  DS - Tak, zupełnie o czymś innym rozmawialiśmy, powiem ci, jestem zaskoczona.
7612:  BFP - Zapytałaś mnie wtedy, ale czy my nie będziemy rozmawiać o tym samym?
7615:  BFP - Nam się to nie znudzi?
7616:  BFP - Powiedziałem, spokojnie, poczekaj.
7618:  KMM - To jest niemożliwe.
7619:  BFP - I ja z tego miejsca też chciałbym wyrazić swoją nadzieję i to oczywiście już będzie zależało od moich czcigodnych gości, to wcale nie jest żaden szantaż emocjonalny na oczach kilkuset osób.
7631:  BFP - Mam wielką nadzieję, że powrócimy dokładnie w tym gronie, w którym nas dzisiaj widzicie.
7636:  BFP - i podejmiemy temat, który bardzo chciałem z wami podjąć z perspektywy laika, amatora, a temat będzie zatytułowany Przekonajcie mnie do fantasy.
7646:  BFP - Przekonajcie mnie do światów fantasy i powieści, i historii, i gier, których nie doświadczyłem, bo uważałem, że fantasy jest gorsze, fantasy jest inne, fantasy nie jest dla mnie.
7660:  DS - Przeczytałbyś wreszcie jakieś ambitne science fiction, zamiast czytać to fantasy.
7665:  BFP - No właśnie to robię, słucham niezwyciężonego, chociaż ja będę zawsze upierał się, że to jest fantastyka naukowa i czasem jest mniej, a czasem bardziej naukowa.
7673:  BFP - Ale tak, mam nadzieję, że uda nam się jeszcze wrócić w tym gronie i dokładnie właśnie podjąć ten temat i ten wątek.
7679:  BFP - A jeżeli chcecie też zgarnąć karteczkę w pięknej, wydrukowanej, matowej, miłej w dotyku i pachnącej formie, to zapraszam was do wspierania bez schematu na Patronite i link znajdziecie przypięty na czacie, bądź też możecie wesprzeć przez Bycofitu i zaznaczę zawsze
7695:  BFP - Część prowizji idzie do autorki, czyli w tym wypadku Dominiki Mieszki-Klimczak.
7699:  BFP - Im więcej sprzedamy takich karteczek, tym więcej będzie również dla samej autorki.
7704:  BFP - Drodzy, dziękuję Wam pięknie i dziękuję wszystkim, którzy nas dołączyli za fantastyczne pytania, za fantastyczny wkład, za swoje spojrzenie na eskapizm, za dzielenie się swoimi historiami, jak na przykład ucieczka z domu handlowego tylko po to, żeby przydać dwa zeszyty Star Wars.
7721:  BFP - Dziękuję Wam za to wszystko i dziękuję Wam, moi drodzy.
7725:  DS - Dzięki.
7726:  DS - Dzięki, było fajnie.
7727:  JM - Jak zawsze.
