Jak wygląda dojenie znanych marek - gościnnie Krzysztof M. Maj i Bez/SchematuBez/Schematu
🔗 https://www.youtube.com/watch?v=z2luWI23esY
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
RP (Radosław Pisula, Full Frontal Pisula, Napisy Końcowe)
OR (Oskar Rogowski, Napisy Końcowe)

0:  OR - Hej, witajcie na Napisach Końcowych.
7034:  KMM - Nie masz szans, żebym dostał coś takiego z fantasy.
7038:  OR - Serialowo mieliśmy grę o Tron na przykład, tak jak mówię, wydaje mi się, że w serialu jest odrobinę łatwiej, czy nie wiem, w Ex Machina teraz idzie naprawdę spoko, ale w serialu jest jednak łatwiej, bo masz trochę więcej czasu, ale w film fantasy to jest kurde.
7051:  RP - W ogóle niesamowite właśnie, jak przez lata dostawaliśmy tych filmów z science fiction, naprawdę kupę fajnych, kreatywnych.
7058:  RP - Przecież Filip robił listę, masz na kanale listę tych najciekawszych z ostatniej, czekaj, z XXI wieku?
7065:  RP - Jakoś tak, czy z ostatniej dekady, nie?
7066:  RP - 21 seriali.
7067:  RP - Tak, tak, 21 seriali science fiction, które warto obejrzeć.
7071:  OR - Tam było 15 filmów science fiction.
7074:  OR - 15 filmów, tak, tak, tak.
7075:  OR - I pewnie miałeś jeszcze, musiałeś się zastanowić nad którymi, które nie zmieszczą się na tej liście.
7079:  OR - Tak, ja pamiętam, że tam był taki wybór, że... O, jest masa, która...
7083:  RP - Tak, tak, tak.
7083:  RP - I tam był super wybór.
7084:  RP - Wiesz, że jeszcze była kupa, którą mógłbyś tam dodać, nie?
7087:  RP - Jakbyś miał zrobić taką listę fantasy.
7092:  KMM - Wow.
7092:  KMM - Czy dałoby się to zrobić?
7093:  KMM - Znaczy, Władca Pierścieni, Drużyna Pierścienia, Władca Pierścieni, Dwie Wieże, Władca Pierścieni, Powrót Kula.
7098:  OR - Tak, ale już to pięć ciężko, nie?
7101:  OR - No.
7103:  OR - Trzy wyczerpałeś.
7104:  BFP - Dla mnie fantasy to jest właśnie Star Wars, ale no niestety ostatnia tekada nie była zbyt hojna w dobre Star Wars, jeżeli chodzi o filmy.
7110:  BFP - Tak.
7110:  OR - No, progłami, które ja lubię.
7112:  BFP - No i jeden film, który ja kocham.
7115:  BFP - Teraz nie zaczynajmy tej dyskusji.
7116:  S03 - Zaczynajmy tej dyskusji.
7119:  S03 - Bo ja jestem fanem jednego z tych filmów, wiecie którego?
7122:  RP - Last Jedi najlepszy.
7123:  RP - Dobra, lecimy dalej.
7126:  KMM - Będziemy kończyć.
7129:  KMM - Czy chodzi o tego reżysera szklanej cebuli?
7132:  OR - Ja zawsze mówiłem, Last Jedi jest najlepszą z tych trzech filmów i ma kupę dobrych wątków.
7142:  KMM - Kinematograficznie jest najlepsza, na pewno.
7144:  OR - Ale ja osobiście powiem, ja uwielbiam motyw Luka Skywalkera jako ten złamany Jedi, do którego muszą przyjść i tak dalej.
7152:  OR - Ja to kocham, ale spokojnie, nienawidzę wątku, tak.
7157:  OR - Ale spokojnie, w tym filmie ja nigdy nie będę go bronił do końca, bo wątek z kasynem, sidequestem i wszystkim, którymi... Następna dyskusja, spotkamy się jak broni wątku kasyna.
7166:  BFP - Jezu, tak.
7168:  BFP - Kto w życiu nie robił takiego sidequesta, niech pierwszy rzuci kamieniem.
7171:  BFP - Tak.
7171:  OR - W czasie, kiedy twoi ludzie... Wiesz co?
7174:  OR - To mas efekt.
7175:  KMM - Tam ci w tym statku siedzą cały czas, a ci robią sidequesta.
7178:  KMM - Chyba Filip niech pierwszy rzuci mieczem świetlnym za siebie, bo nie chce już być dżedajem.
7183:  KMM - Ja wiem.
7183:  OR - Kocham ten wątek.
7185:  OR - Ten wątek kocham.
7186:  OR - Go będę bronił.
7187:  RP - Ale nie dzisiaj.
7189:  RP - To jest ta misja w prawie każdej grze RPG, że teraz kończy się świat, ale zrobię wszystkie misje poboczne.
7196:  OR - Trzeci Mass Effect.
7198:  OR - Ja zawsze to pamiętam, jak żniwiarze przylatują, dewastują galaktykę, a ty lecisz na questy i siedzisz w karczmie.
7207:  OR - I akurat natrafiasz na swoich dawnych towarzyszy.
7211:  BFP - Którzy też czekają.
7212:  OR - I co słychać na ziemi?
7214:  OR - Ty, w wiadomościach mówią, że właśnie stany laserem dostały, a co?
7219:  OR - To może jeszcze sobie pijemy jednego.
7221:  BFP - Chodźmy do klubu.
7223:  RP - Ziemia umiera, jest zniszczona, a ja muszę zbierać kruszec jakiś z jakiejś planety wyciągać.
7230:  BFP - Skanowanie, tak.
7235:  BFP - Oj, tak.
7236:  BFP - Galaktyka umiera, stary, odpalaj Mako, musimy przejechać się po sylwetce.
7241:  BFP - A Mako Fikołek leży ten trzy godziny.
7243:  S03 - Muszę to odbić, nie?
7246:  OR - Czekaj, czekaj, czekaj, mam za mało punktów romansowych.
7248:  OR - Ja tutaj muszę polecieć.
7251:  RP - Nie mogę ugotować świata, będąc w związku nie z tą postacią, którą chcę, nie?
7256:  RP - Dokładnie, dokładnie.
7257:  RP - Ja chcę ziarą być.
7258:  RP - Proszę.
7259:  BFP - Ja rozumiem, że właśnie kilka gatunków umarło i tak dalej.
7263:  BFP - Musimy zrobić materię o Mass Effect'cie, czyli space opera Don Wright.
7266:  OR - Tym bardziej, że wiecie, cały czas wychodzi ten nowy.
7268:  OR - A propos dojenia Marek.
7270:  OR - Udało się to spleść.
7272:  OR - No, Andromeda, to było dojenie Marek.
7275:  OR - No, w każdym razie.
7276:  OR - Także będziemy kończyć.
7278:  OR - Tak, ruszyliśmy głównie filmy i seriale, staraliśmy się sięgać po te najbardziej perfidne motywy.
7282:  OR - Myślę, że gdybyśmy zrobili materiał o grach, które miały dojone marki, to byśmy mieli kolejne dwie.
7287:  RP - I znowu zrobiliśmy multum takich dygresji, których się nie spodziewałem.
7293:  OR - Mówili, że gdybyśmy gadali o grach, to byśmy kolejne dwie godziny, myślę, mogli.
7295:  KMM - Tak, ale wtedy trzeba zrobić challenge, to znaczy zrobić cały taki materiał, ale za żadnym razem nie powiedzieć Todd Howard.
7302:  KMM - To będzie wyzwanie takie małe.
7305:  KMM - It just works.
7308:  KMM - Trudny challenge.
7309:  OR - It just works po prostu.
7312:  OR - No, 16 times more details i w ogóle.
7313:  OR - No, w każdym razie, tak, więc bardzo dziękuję wam za rozmowę.
7318:  OR - Jak wspomniałem linki do kanału będą na dole, także zachęcam, bo też rozmawiacie nieraz o rzeczach, które są zażynane, dojone i
7329:  OR - I niszczone.
7330:  OR - Wiem, że Krzysztof w przypadku fantastyki Filip miał świetny cykl o The Walking Dead właśnie wspomniany całkiem niedawno, w którym mieliśmy przyjemność nawet się pojawić i powiedzieć dlaczego odpadliśmy i nie mogliśmy z tego skończyć.
7344:  OR - Więc jak najbardziej zachęcam.
7346:  OR - A pytanie naszych widzów właśnie też te same dwa pytania.
7349:  OR - Czy są jakieś materiały, które wy czekacie, na które liczycie, że zostaną uskrzeszone i na które wiecie, że coś powstaje i może macie jakąś nadzieję, że gdzieś tam
7358:  OR - faktycznie ze względu na twórców, może ze względu na tematykę, ze względu na cokolwiek innego, że tam jest coś się tli właśnie w tych markach, które lub gatunkach, które wiecie, że gdzieś tam zostały niestety zaorane.
7368:  BFP - I czy chcecie, żebyśmy w nowym Star Wars odwiedzili Corosan?
7376:  KMM - I pograli w Genshin Impact?
7382:  KMM - Myślisz, że ci to odpuszcza, tak?
7384:  KMM - O nie!
7386:  OR - Także, dziękujemy wszystkim, zachęcam do naszego oglądania Psów Końcowych.
7390:  OR - Trzymajcie się, hej.
7392:  S03 - Dzięki.
