Spieramy się o filmową DIUNĘ
🔗 https://www.youtube.com/watch?v=sq1zcDmAuFw
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)
MG (Marcin Giełzak, Dwie Lewe Ręce)

16:  BFP - Liza Nalgaib!
7598:  BFP - Tom Hardy na tronie siedzący przez trzy godziny i my słyszymy jego monolog i bardzo stopniowo close-up na jego twarz idzie i to trwa trzy i pół godziny, które ma odzwierciedlać 3500 lat.
7610:  BFP - Złotej ścieżki, czy Złotego Szlaku.
7612:  MG - Czy film Locke, który się dzieje w cholernym samochodzie.
7615:  BFP - No właśnie o tym mówię, no dokładnie.
7618:  BFP - A kto nakręcił?
7619:  BFP - Stephen Knight, który zrobił Peaky Blinders między innymi.
7622:  BFP - On umie dobre dialogi, także byłby w stanie też napisać dobry monolog.
7625:  KMM - BY WORD OF THE FUCKING GOD EMPEROR I Bene Gesserit, które chodzą między NO FIGHTIN', NO FUCKIN' FIGHTIN'
7652:  BFP - A, jeżeli podoba wam się humor Marcina, to nie zapraszam was na dwie lewe ręce, bo tylko tutaj sobie Marcin może na to pozwolić, ale tak szczerze, zapraszam was oczywiście do subskrybowania kanałów moich czcigodnych znajomych, znajomych chciałem powiedzieć przyjaciół, ale nie wiem dlaczego to zrobiłem, może dlatego, że nie do końca zgadzacie się ze mną co do celediony.
7669:  MG - W każdym razie chciałem powiedzieć... Poproś też o subskrypcję dla naszych kanałów, bo siedzimy tu od dwóch godzin, a nie tylko twoich przyjaciół.
7676:  BFP - Dziękuję Tomaszu Szwedu.
7677:  BFP - Kocham was panowie.
7678:  BFP - Long live the fighters and the fighters we are indeed.
7682:  BFP - Ale również wszystkie 1500 osób, które wytrzymało z nami te trzy godziny.
7685:  BFP - Dwie lewe ręce.
7687:  BFP - Krzysztof M. Maj.
7688:  BFP - Nie wierzę, że wśród tych 1500 osób są ludzie, którzy na pewno nie subskrybują jeszcze tych kanałów.
7695:  BFP - Zróbcie to proszę.
7697:  BFP - YouTube jest jak ruletka.
7698:  BFP - Jak pudełko czekoladek.
7699:  BFP - Nigdy nie wiecie, jaką wylosujecie.
7701:  BFP - Także wybierzcie, subskrybuj i łapkę w górę w przypadku dwóch lewych rąk.
7706:  BFP - Jeżeli wyznajecie ideę Shadama IV Corino, to będzie kanał dla was.
7710:  BFP - I Krzysztofa M. Maja, jeżeli chcielibyście, żeby Harkonnenowie byli trochę bardziej...
7717:  BFP - Żeby trochę bardziej byli zniuansowanym rodem.
7719:  KMM - Znaczy, mój kanał to wtedy, jeżeli trafia do was bardziej metafora z YouTube'em jako tym pudełkiem, gdzie się odbywa ten rytuał Gomja Bar mniej więcej.
7727:  KMM - Znaczy, czeka nas ból, więcej bólu, ale może go przetrwać.
7730:  MG - Ale może być to czekoladka.
7732:  MG - Znaczy, mój kanał, jeżeli chcecie zobaczyć, jak wygląda
7736:  MG - Czysty fanatyzm, to zapraszam na naszego Discorda.
7741:  BFP - Myślałem, że wykorzystasz to lepiej, bo każdy odcinek Dwóch Lewych Rąk jest czystym fanatyzmem.
7747:  BFP - Ale potrzebujemy zdrowej dozy radykalizmu w dzisiejszych czasach i co do tego Marcinie zgadzamy się od ponad 25 lat.
7754:  MG - Dlatego zostałem niewidzialnym im mamem prawdziwej lewicy.
7756:  BFP - Dlatego Lisa Nalgai lewicy jest z nami dzisiaj.
7759:  BFP - Dziękuję wam panowie, dziękuję wszystkim, którzy do nas dołączyli.
7762:  BFP - Na pewno nie ostatni raz widzimy się w tym składzie, ale mam nadzieję, że będziemy następnym razem w poszerzonym składzie.
7767:  BFP - Myślałem, że będzie z nami Grzegorz, czwarty Amigo, ale niestety dzisiaj jest na premierze pewnego filmu z Matsem Mikkelsenem, więc jutro będę rozmawiał także z Rysławem i także z Grzegorzem jeszcze od junie.
7778:  BFP - A ja wam panowie, moi fedajkini, dziękuję serdecznie.
7783:  KMM - Tak zapisano w gwiazdach.
