🔴 Odpalamy live'a i Krzysztofa jednocześnie || Q&A Bez/Schematu #1
🔗 https://www.youtube.com/watch?v=4VFsqqQ8tk4
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

1:  KMM - Chyba trzeba dwa razy dać też na YouTubie.
3825:  BFP - Przepraszam, przepraszam.
3826:  BFP - Ty mów pierwsza, nie chciałbym się wcinać.
3828:  BFP - Dobra, dobra.
3829:  BFP - Odpowiem Karolowi na pewno.
3830:  KMM - Tak jest.
3831:  KMM - Więc dajesz.
3833:  BFP - Aha, czy ja mam?
3834:  S00 - Tak, tak, tak.
3835:  BFP - Tak, to jest Christopher Hitchens, który jest jednym z najwybitniejszych
3839:  BFP - świętej pamięci, chociaż nie powinienem używać słowa świętej, bo był ateistą, do samego końca.
3846:  BFP - Jest to jeden z najwybitniejszych intelektualistów, dziennikarzy, autorów, jacy chodzili po ziemi.
3854:  BFP - Był niezwykłym, nie mogę się do tego przyzwyczaić, był niezwykłym człowiekiem.
3858:  BFP - Polecam jego książki, polecam wszystkie jego wykłady, polecam wszystkie, wszystkie jego starcia z ludźmi, którzy bronią religii, a on ją atakuje.
3869:  BFP - Bo jest to coś, to jest dla mnie wzór dyskutanta, to jest wzór także oratora, retora i dyskutanta.
3881:  BFP - W ogóle polecam, God is not great chyba nazywała się jego książka, Bóg nie jest wielki, to jest ta, która jest jego najgłośniejszą książką.
3889:  BFP - Bardzo polecam, ale on zrobił także bardzo wiele jako dziennikarz, bardzo wiele ciekawych książek napisał, artykułów, także tak jest to, Christopher Hitchens jest jednym ze świętych patronów bez schematu.
3899:  Dziękuję.
3900:  KMM - Nie wywiniesz się od odpowiedzi na pytanie o Wiedźminie, ale zrobię to dla ciebie, zrobię to dla ciebie, zacznę, zacznę.
3907:  KMM - I powiem, że z wszystkich tomów sagi o Wiedźminie, no najbardziej bym wolał taki tom, którego Andrzej Sapkowski nigdy nie napisał, a który byłby taką powieścią, w której Andrzej Sapkowski przestałby wreszcie próbować udowadniać, że wszystkie kwantazy pochodzi od króla Artura, tak jak to robi w czwartym i w piątym tomie, tylko po prostu napisał powieść fantazy, tak na serio, nie?
3927:  KMM - Zawsze mi brakowało u Sapkowskiego tego,
3930:  KMM - Bo ja wiem, że on jest do tego zdolny, ale on tego nie zrobi, ponieważ jemu się to wydaje zbyt banalne.
3934:  KMM - Ale chciałbym zobaczyć taką fantazję zrobioną na serio.
3937:  KMM - Żeby nie było, mega doceniam postmodernistyczny, cięty, ironiczny dowcip Sapkowskiego i z tego, co jest dostępne, dlatego zawsze lubiłem Chrzest Ognia i Wieżę Jaskółki.
3947:  KMM - ale chciałbym zobaczyć w jego rękach fantasy w takim trybie martinowskim, czy Joe'a Abercrombiego, do których Andrzej Sapkowski się odwołuje i nazywa ich swoimi mistrzami.
3958:  KMM - Chciałbym zobaczyć powieść fantasy napisaną w ten sposób, ale nie wiem, czy się doczekamy.
3963:  KMM - Jeszcze póki jestem przy głosie, M2 Podcast, dziękujemy serdecznie za trybut, życzę poprawy radio, jakość suby, dziękujemy serdecznie i co myślimy o Neil Stevensonie, ja mogę tak jak
3975:  KMM - Filip może pokazywać inspirujące postaci z kultury, ja mogę tylko wskazać za sobą, pokazać, że tam jest cały Neil Stevenson, którego wielbię i kocham.
3985:  KMM - Uważam, że Penathema jest z kolei jedną z najlepszych powieści o tym, co może się stać w świecie, jeżeli naukowcy przegną.
3993:  KMM - Jest bardzo dobrym metakomentarzem do nauki, a zarazem jedną z lepiej napisanych światotwórczo powieści science fiction, jakie w życiu czytałem.
4000:  KMM - Co powiedziawszy się zamykam i teraz Filip, czekamy na twoje refleksje dotyczące Wiedźmina.
4004:  BFP - Wszyscy na to czekamy.
4006:  BFP - Nie będę się rozwodził, bo nie jestem jakimś wielkim fanem prozy Sapkowskiego, od razu to zaznaczę.
4013:  BFP - Moja ulubiona część to jest Krew Elfów.
4017:  BFP - ale mnie na przykład bardziej od Wiedźmina podobało się Naryn Turm.
4024:  BFP - Bo to jest chyba trylogia husycka, nie?
4026:  KMM - Tak, literacko jest zresztą lepsze, tak szczerze, jeżeli miałbym powiedzieć.
4029:  KMM - Ale wiesz, to jest właśnie dlatego trochę, że Andrzej Sapkowski napisał to bardziej na serio, wbrew pozorom, tworząc gatunek, który, znaczy nie tworząc, tylko tworząc w gatunku, który jest w Polsce relatywnie mało popularny, a nie cały czas bazował na tym krytycznym komentarzu do zachodniej fantasy.
4045:  BFP - Tak, w Naren Turm tam przecinka bym nie zmienił.
4050:  BFP - To są długie książki, to jest cała trylogia, ale w ogóle żeby znaleźć ten punkt w czasie i przestrzeni, czyli no właśnie Husyci, Czechy, Polska, średniowiecze.
4064:  BFP - Kto inny się za to zabrał w ten sposób?
4066:  BFP - Każdy jak mówi właśnie o średniowieczu fantazy, no to szuka tego wzorca
4070:  BFP - anglosaskiego, tak?
4072:  BFP - A on, no jest to i do tego jakby research, który wykonał, znajomość faktów historycznych, to jest to, o czym się często zapomina, jak się mówi o fantastyce, że naprawdę świetni, wybitni pisarze, ci, którzy naprawdę wychodzą do mainstreamu ze swoją
4090:  BFP - twórczością fantazji, to są ci, którzy naprawdę odrobili swoje lekcje, którzy odrobili zadanie domowe i zrozumieli, jak funkcjonowały, o tym ostatnio też mówiliśmy, pamiętasz, jak mówiliśmy o świecie przedstawionym w Wiedźminie.
4105:  BFP - Odrobili swoje lekcje w zakresie świata, do którego odwołuje się ich fantazja, a niemalże zawsze fantazja odwołuje się do jakiegoś świata.
4115:  BFP - W sensie świata do jakiejś epoki na przykład, tak?
4117:  BFP - Mamy steampunk, tak jak mamy, no ty te wszystkie punki wymienisz, tak?
4122:  BFP - Ale że odrobili jakieś, nawet cyberpunk wymaga od ciebie zrozumienia technologii, które złożyły się na kanon cyberpunku.
4132:  BFP - Nie możesz mieć cyberpunku bez internetu.
4134:  KMM - Nie, absolutnie.
4135:  KMM - I netrunnerów.
4136:  KMM - Chyba, że jesteś CDP-em.
4139:  KMM - Natomiast co powiesz na to, co pisze Rysław na czatach, że Andrzej Sapkowski nie umie kończyć swoich książek?
4144:  KMM - Zgadzasz się też z tym w trylogii husyckiej?
4148:  BFP - Nie pamiętam, żebym miał takie wrażenie.
4150:  KMM - Okej.
4151:  KMM - Bo ja z Wiedźminem miałem na pewno takie wrażenie.
4154:  BFP - Ja nie wiem, czy Andrzej Sapkowski nie potrafi kończyć książek.
4156:  BFP - Ja wiem na pewno, że George R. R. Martin nie potrafi.
4161:  BFP - Ej, jakbym mógł, to bym sobie dał teraz do Neyta.
4165:  BFP - To George R. R. Martin, to na pewno, a o Sapkowskim nie wypowiem się.
4170:  KMM - Tak samo Patrick Rothfuss, to jest akurat coś, co musisz przeczytać z fantasy, to znaczy Imię wiatru i strach mędrca.
4178:  KMM - To są najwybitniejsze powieści fantasy, które ja znam w ogóle w życiu i czytałem.
4181:  KMM - George R. R. Martin razem z Andrzejem Sapkowskim może czyścić buty Rothfussowi, pod względem tego, jak on to zaprojektował.
4187:  KMM - To jest niesamowita po prostu proza, podzielona względami.
4191:  KMM - No moi drodzy, to lecimy dalej w takim razie, bo zbliżamy się coraz... Marek, wichry zimy pamiętamy.
4197:  KMM - Wichry zimy, tak.
4199:  KMM - The North remembers, tak.
4204:  KMM - Zresztą Matt Peterson widzę też mi słusznie, słusznie dociął na czatach, że Krzysztof z jednej strony... Ja już się zamykam.
4210:  KMM - Krzysztof parę minut później.
4212:  KMM - Bla, bla, bla, bla, bla, bla.
4214:  KMM - Tak, tak jest.
4216:  KMM - Właśnie byś tu był.
4218:  KMM - Nudziarz pyta, czy według Was Netflix zarobi więcej na Wiedźminie, tworząc własne uniwersum, czy jednak gdyby podjęli współpracę z CD Projektem w celu wykreowania jednego wspólnego świata?
4230:  KMM - Co jest moim marzeniem osobiście?
4232:  KMM - Sam uważam, że jakościowo do oglądania lepsza by była ta druga opcja, a tylko marzenia.
4237:  KMM - No ja uważam, że w Polsce brakuje kogoś, kto miałby takie jaja jak Kevin Feige i umiał to wszystko uciągnąć.
4244:  KMM - I nie ma też ludzi, którzy są wykwalifikowani w tym kierunku.
4247:  KMM - I też nie tylko w Polsce.
4249:  KMM - Mam w ogóle wrażenie, że to jest problem europejski.
4251:  KMM - Europejskiego kina, europejskich oddziałów Disneya i Netflixa i HBO i tak dalej.
4257:  KMM - Że po prostu nie ma takiego lormistrza, który by stał nad tym wszystkim i mówił dobra, dobra, hold your horses, wstrzymajcie rumaki, to
4266:  KMM - Tak, Taika Waititi ma chore pomysły, scenario pisarskie, reżyserskie i tak dalej, ale niech to ma sens w obrębie tego świata.
4275:  KMM - I MCU w wielu przypadkach, wyjąwszy Eternals, strzeliwuje się w taki idealny punkt, w którym z jednej strony zostawia swobodę reżyserską i kreatywną, i twórczą, i artystyczną, a z drugiej strony ucina takie suche pędy jak Loren Fistech.
4291:  KMM - Po prostu to jest pęd, który należy uciąć, żeby roślina się mogła dalej rozwijać.
4295:  KMM - I mówię absolutnie bez jakiejkolwiek nienawiści do tej kobiety.
4298:  KMM - Ona jest po prostu głupia i niekompetentna.
4300:  KMM - I tyle.
4301:  KMM - I niestety to jest... Chcieliśmy nie krytykować ludzi w sposób personalny.
4306:  KMM - Zostajemy na niekompetentnych.
4307:  KMM - To jest niewiele może... Ja zawsze mówię, że jeżeli ktoś jest głupi, to to jest diagnoza, ponieważ nad tym zawsze można pracować.
4313:  KMM - W odróżnieniu na przykład od swojego wyglądu.
4315:  KMM - Ale nie mniej, to będzie z pożytkiem, prawda, dla świata Wiedźmina.
4319:  KMM - I myślę, że po prostu potrzebujemy kogoś, kto miałby też na tyle dużo odwagi cywilnej, żeby podjąć taką decyzję.
4325:  KMM - No bo Loren jest niezwalnialna, tak?
4328:  KMM - Kto ma jej powiedzieć, żeby spadała, jak Andrzej Sapkowski dostał taki czek, że nie powiedzie nigdy do końca życia.
4335:  S03 - A Krzysztof... Można na live'ach pójść ciku?
4342:  S03 - Czy nie bardzo?
4343:  KMM - Co można na live'ach?
4345:  KMM - Co musisz powtórzyć?
4348:  BFP - Pamiętam, na Polsat Games jest taki program, zresztą bardzo fajny, jednego youtubera prowadzony, naprawdę fajny.
4355:  BFP - I pamiętam, że tam jest taki super humor Monty Pythonowski.
4358:  BFP - I pamiętam, że był taki moment, gdzie kamera gdzieś tam w ogóle odjechała w inne miejsce i dźwiękowiec trzymał tam dźwięk, no i tak podszedł tak maksymalnie blisko tego prowadzącego i powiedział, Misiku...
4371:  BFP - I ja jestem teraz tym gościem.
4372:  BFP - I czy trafimy na takie pytanie, gdzie ty będziesz zabawiał publika?
4376:  KMM - Trafimy na takie pytanie, ale wpierw musisz odpowiedzieć na to pytanie.
4381:  BFP - Czyli mogę.
4382:  KMM - Tak, możesz.
4383:  KMM - Aha, ale to najpierw na pytanie teraz.
4385:  KMM - Tak, musisz sobie zapracować na to.
4387:  KMM - Widać, że nie rozmawiasz często z uczniami.
4392:  KMM - Tysiące ludzi w Polsce musi wstrzymywać mocz, ponieważ nauczyciel ma coś do powiedzenia.
4397:  KMM - Z szacunku dla nich.
4398:  KMM - Wstrzymaj tę minutę.
4400:  BFP - Chciałbym wykorzystać twój głos i audio snippet tego twojego głosu i zrobić jakąś reklamę.
4405:  BFP - Nie wiem, czego będzie dotyczyła, ale chciałbym, żeby była reklamą, która będzie zaczynała się od słów
4410:  BFP - Miliard ludzi na całym świecie musi odbywać mocz.
4414:  BFP - Czy chcesz być jednym z nich?
4416:  BFP - Czy chcesz być taki jak Bartuś?
4418:  KMM - Tak, tak.
4421:  KMM - Już mi się nie chce.
4424:  KMM - Dajesz, dajesz.
4425:  KMM - Znaczy pytanie, nie mocz.
4428:  KMM - Dobra, jeżeli chodzi o pytanie.
4429:  BFP - Znaczy ja szczerze mówiąc nie do końca wiem, jak odpowiedzieć na to pytanie, dlatego że ta opcja druga nigdy się nie ziści.
4437:  BFP - Nie ma takiej możliwości, że współdzielony uniwersum będzie miał świat Wiedźmina wykreowany przez CD Projekt Red i będzie współdzielony przez Netflixa.
4448:  BFP - Tak się po prostu nie stanie.
4449:  BFP - Po to ma dostęp do IP, do tej własności intelektualnej taki Netflix, żeby robił swoje własne gry.
4459:  BFP - Oni mogą swoją własną grę zrobić w tym świecie.
4463:  BFP - I to jest dla nich opłacalne znacznie bardziej, niż gdyby mieli współpracować z CD Projektem.
4467:  BFP - A jeszcze lepiej, jak będzie to gra dostępna na Netflixie, bo prawdopodobnie będzie taka możliwość.
4471:  BFP - Już teraz powstały proste gry.
4473:  KMM - Netflix Gaming już się rozwija jakoś, wprawdzie...
4477:  KMM - Powolutku, ale się rozwija.
4479:  BFP - To jest fajny temat na okiem Deva, tak?
4482:  BFP - Na przemyślenia Grzegorza także i myślę, że gdzieś tam podejmiemy przy okazji ten temat.
4488:  KMM - Zwalniamy teraz Filipa.
4490:  BFP - Ale nie, poczekaj, no bo to nie może być, no chyba, że ty będziesz zabawiał.
4493:  KMM - Oczywiście, że tak.
4494:  KMM - Ja się zaopiekuję naszą społecznością.
4497:  KMM - Teraz pokażemy w praktyce, jak to powinno wyglądać, jak na przykład ktoś na lekcji... To ja idę.
4502:  KMM - Tak, wiemy, wiemy.
4504:  KMM - Wiemy, Filip, wiemy.
4505:  KMM - Jak ktoś na lekcjach chce oddać mocz na przykład, albo coś innego do depozytu, to właśnie tak to powinno wyglądać.
4512:  KMM - Ale niestety tak to nie wygląda.
4514:  KMM - Wszyscy o tym wiemy.
4515:  KMM - Dzięki Frederiku Ulio za trybut.
4517:  KMM - Co byśmy chcieli zobaczyć w wichrach zimy?
4519:  KMM - Ja mogę bardzo chętnie opowiedzieć, co chciałbym zobaczyć w wichrach zimy.
4522:  KMM - Inne rozwiązanie tego, co się działo w grze o tron przez wszystkie sezony.
4527:  KMM - Tak, to byłoby sensowne.
4528:  KMM - W Warhammer wjeżdżę na Q&A.
4530:  KMM - Nie, nie będzie tak.
4531:  KMM - Ale nie, naprawdę.
4532:  KMM - Jeżeli sobie od cokolwiek innego
4535:  KMM - Martin i George Arar i wszyscy fani, którzy będą ghostwritować mu tę książkę, ponieważ dobrze wiemy, że on tego nie napisze sam.
4544:  KMM - I będzie to inne od tego, co zrobiły Benioff i D.B.
4548:  KMM - Weiss.
4549:  KMM - Zauważyliście, że już nikt nie pamięta, jak się nazywali?
4551:  KMM - To będzie to dobre.
4552:  KMM - Absolutnie.
4553:  KMM - I w stu procentach.
4556:  KMM - Teraz czas dla komentarzy.
4557:  KMM - Absolutnie tak.
4559:  KMM - Trudno mówić o wizji artystycznej śmiałej i angażującej tam, gdzie decyduje oglądalność i zysk franczyzobiorców, pisze też Michał.
4565:  KMM - Trochę się zgadzam, ale mam wrażenie, że w przypadku HBO tam nawet nie było tak, że im się...
4573:  KMM - kończyły pieniądze na produkcję.
4575:  KMM - Wręcz przeciwnie, oni mieli jeszcze pieniądze na produkcję spokojnie dwóch sezonów i co więcej, z tego co mówił George R. R. Martin, mi to dogadane, ale problem polega na tym, że David Benioff i D.B.
4586:  KMM - Weiss mieli iść do innego projektu, to znaczy Star Warsowego.
4590:  KMM - Tylko, że się okazało, że D.Stay, jak zobaczył wyniki oglądalności ostatniego sezonu, który oni skrócili z uwagi na ten kontrakt, stwierdził, że jednak nie będą tego robić, więc to było przezabawne absolutnie.
4602:  KMM - Dobra, Krzysiek, odpalę jakąś gierkę, pisze Klukan Muchan.
4605:  KMM - No tak, tak, ja wiem, ja wiem.
4607:  KMM - Jeszcze mamy pytanie od Vivienne Bennett, które ja zaadresuję, a potem jakoś postaram się je przetransferować telepatycznie Filipowi.
4614:  KMM - Ile czasu i nerwów zajęło dotarcie do miejsca, w którym jesteście w stanie robić to, co kochacie?
4618:  KMM - O, to wiem, co zrobię.
4619:  KMM - Odpowiem na część akademicką.
4621:  KMM - Trzynaście pieprzonych, długich lat mi to zajęło i chwilami mam takie momenty, że nawet jestem tego w stu procentach pewien, że gdyby nie Agiech, to ho, ho, ho.
4632:  KMM - to naprawdę bardzo bym żałował poświęcenia tych 13 lat.
4635:  KMM - I tylko dzięki temu, że się znalazłem finalnie w odpowiednim środowisku i w odpowiednim miejscu i w odpowiedniej społeczności, tak nie myślę.
4641:  KMM - Ale tylko dlatego.
4642:  BFP - Pokajamnika, pokajamnika.
4644:  BFP - To jest z tytułu rzeczy, których nigdy nie usłyszysz w łóżku.
4648:  KMM - To prawda.
4650:  KMM - Może lepiej.
4651:  KMM - A jeżeli chodzi o dotarcie do miejsca, w którym jesteś Filip, co tobie, jak u ciebie to wyglądało?
4658:  KMM - Możesz albo zawodowo, albo youtubowo.
4660:  KMM - Ja wybrałem zawodowo.
4661:  KMM - Pokaż mi pytanie.
4663:  KMM - To było pytanie na czatach, wiesz, Vivienne Bennett, jeszcze raz ci przedstawiam, ile czasu i nerwów zajęło dotarcie do miejsca, w którym jesteś w stanie robić to, co kochasz?
4670:  KMM - Mam na myśli karierę i kanał.
4671:  S04 - Okej, okej.
4673:  BFP - Orany, to jest bardzo duże pytanie.
4674:  BFP - To jest duże pytanie.
4676:  BFP - I staram się też odpowiadać na to pytanie trochę przez swój podcast BFM, który jest o zarządzaniu organizacji, bo Krzysztof jest doktorem, ja też jestem doktorem, ale od nauk o zarządzaniu.
4688:  BFP - Nie ratujemy ludzi.
4690:  BFP - Nie ratujemy ludzi, nie umieracie.
4692:  BFP - Robimy im problemy.
4693:  BFP - Nie zróbimy resuscytacji.
4697:  BFP - To jest fascynujący temat, bardzo ważny i
4702:  BFP - Jest temat edukacji, który jest nam bliski i myślę, że w tym obszarze na pewno będziemy odpowiadali na to pytanie na bardzo wiele sposobów, w bardzo wielu wymiarach.
4713:  KMM - To jest zręczna i wymieniająca odpowiedź, ale ja jeszcze dodam tak gwoli otuchy, że jeśli chcecie robić doktoraty kiedykolwiek w życiu z czegoś, co was pasjonuje i tak dalej, ja mogę ze swoich doświadczeń powiedzieć, tak, to jest świetny, dobry pomysł, ale trzeba się liczyć z tym, że to jest trudna ścieżka po prostu i trzeba być mega odpornym psychicznie pod wieloma względami.
