POBITY, POŁAMANY, PONIŻONY. Roast 3. Sezonu Wiedźmina
🔗 https://www.youtube.com/watch?v=MxmMzmDBX6I
KMM (Krzysztof M. Maj)
DS (Dominika Skoczeń, Czerw Fantastyczny)
JM (Jaga Moder, Legendystka)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
GW (Grzegorz Wątroba, Okiem Deva)

14:  BFP - Wiecie, ja nie jestem fanem rantów ani roastów na YouTubie, to jest zmora YouTube'a.
7348:  BFP - Part one, bo będzie jeszcze part two.
7351:  JM - A drugi tom będzie się inaczej nazywał.
7353:  BFP - Poprzez Multiversum.
7356:  BFP - Grzegorzu, czego spodziewać się u Ciebie?
7359:  GW - Na bieżąco newsy oczywiście ze świata gier.
7362:  GW - Jutro z racji tego, że będzie 1 sierpnia, no to oczywiście do zagrania, czyli lista najciekawszych gier w sierpniu, a tych będzie sporo, bo 20 tytułów, które będą całkiem interesujące myślę w tym miesiącu.
7374:  GW - Poza tym, jak już mówiłeś, jest przypięty chociażby materiał
7379:  GW - o tym, ile kosztuje powstawanie gier, a przy okazji pojawią się gdzieś na moich mediach społecznościowych wywiad z serwisem Nowy Ład o aktualnym przejęciu Techlandu przez Tencenta i będziemy też komentować aktualny ranking Forbesa na Gamecastie z Mateuszem Szukajtem o tym, ile tak naprawdę są warte te wysoko wyceniane spółki gamingowe, a jest ich 50, także będzie trochę długi ten materiał.
7409:  BFP - A ile są faktycznie warte?
7411:  BFP - Tak.
7412:  BFP - Panie Krzysztofie?
7414:  KMM - U mnie, jak zawsze, nigdy nie wiadomo, co Krzysztofowi strzeli do głowy, więc wymyślimy, że za każdym razem, jak Filip będzie mnie o to pytał, będę zapowiadał odcinek o religii dla każdego coś przykrego, który zapowiadam na kanale od dwóch lat i który nigdy nie powstanie.
7425:  KMM - A niezależnie, jeżeli chodzi o gierkowanie, to teraz sobie ogrywamy Cyberpunka 2077, żeby zobaczyć, czy dalej postaci typu łzują.
7432:  KMM - Spoiler alert dalej.
7434:  KMM - I żeby przygotować się na Phantom Pain, przepraszam, Phantom Liberty, który będzie we wrześniu.
7440:  KMM - No i oczywiście będzie też ogrywane Baldur's Gate 3, bo nie może nie być.
7444:  KMM - magiem.
7445:  KMM - Porządnym magiem, nie takim jak Stregobor, który przypominam jest w Kowirze.
7449:  BFP - Ja też będę ogrywał Baldur's Gate'a trójkę w czwartek.
7453:  BFP - Zapraszam o godzinie 20.
7454:  BFP - A wcześniej wszystkich tych z was, którzy interesują się fantazja, chcą poszerzać perspektywy i nie grali nigdy w grę Bloodborne, a chcieliby wiedzieć o co to halo
7464:  BFP - z nieprawdopodobnie udanym, mrocznym fantasy, czy nawet urban fantasy z elementami Lovecraftańskiego kosmicznego horroru, to bardzo zapraszam do streszczenia Bloodborne w 30 minut, które powstało we współpracy z jednym z użytkowników, który często pojawia się na bez schematu i pomagał mi przejść całego Bloodborna na streamach, czyli Złym Czarownikiem oraz Adamem z kanału Balmora House, to jest pierwszy z czterech odcinków, które pojawią się w ramach serii o Bloodborne.
7491:  BFP - Więc bardzo gorąco Was zapraszam na czwartek na 18, jeżeli chcecie posłuchać o fantazy, które jest lepsze niż to, co próbował nam dać Netflix, mając jednak znacznie lepsze fantazy niż to, które było w stanie z siebie wypluć.
7506:  BFP - Drodzy, bardzo Wam dziękuję za tę fantastyczną dyskusję.
7510:  BFP - Było wyjątkowo kulturalnie i do tego rzeczowo, ale czego by się spodziewać po tak miłych gościach i gościniach.
7518:  BFP - Dziękuję także wszystkim na czatach, którzy mieli coś do dorzucenia od siebie.
7522:  BFP - Ja nie mogłem przeczytać wszystkich komentarzy, jako że było Was tutaj sporo, a jednocześnie zależało nam na tym, żeby zachować pewien flow tej dyskusji, co też mam nadzieję się udało.
7532:  BFP - Raz jeszcze sprawdźcie kanały moich gości i gości.
7537:  BFP - A ja mam nadzieję, że spotkamy się przy innej i być może bardziej pobudzającej do dyskusji okazji niż kolejny sezon Wiedźmina.
7546:  BFP - Mam nadzieję, że będzie coś pomiędzy wcześniej, o czym będziemy mogli powiedzieć raczej więcej dobrego.
7551:  BFP - Dziękuję wam pięknie.
7553:  JM - Dziękuję.
