Czy podział na literaturę wysoką i masową ma sens? - dyskusja z @KrzysztofMMaj
🔗 https://www.youtube.com/watch?v=9sO7jV7tUyA
KMM (Krzysztof M. Maj)
TLM (Tadeusz Lemiesz-Wrocławski)

0:  TLM - Jeszcze puszczam tutaj na Facebooka.
8095:  KMM - No trudno mi się wypowiedzieć na temat ludzi, którzy tylko oglądają telewizję.
8098:  KMM - Mam wrażenie, że biorą pierwszą rzecz, która jest dla nich najbardziej dostępna i opisująca ich sytuację i czują, że wielki świat, salony,
8108:  KMM - literatów, krytyków literackich, reżyserów filmowych i teatralnych, nawiasem mówiąc, bo pamiętajmy, że oni też tworzą bardzo toksyczny dyskurs w Polsce, nie odpowiadają im.
8118:  KMM - Przypomnę, że jak wybuchła pandemia COVID-u, to w momencie, w którym ludzie tracili pracę z dnia na dzień, chorowali i tak dalej, polscy aktorzy mówili, dajcie nam pieniądze, bo nie będziemy streamować dla plebsus teatrów, bo sztuka jest do doświadczania tu i teraz.
8134:  KMM - To są rzeczy, które się przedostały do prasy, były w nagłówkach, ludzie to krytykowali.
8139:  KMM - Nie chciałbym, żebyśmy o tym zapomnieli, bo dla mnie jest to wyrazicielem, znaczy ci ludzie są wyrazicielem właśnie tych pretensji klasowych, które bardzo dystansują od nich osoby, które
8151:  KMM - ciężko pracują, żeby związać koniec z końcem i być może ta telewizja, na którą popatruje się właśnie z takim wyższościowym klasistowskim oburzeniem, że to jest taka papka dla bezmózgów i paradokumentale, być może to jest jedyna rzecz, która opisuje jakość i rzeczywistość i może powinniśmy zastanowić się nad tym, dlaczego nie tworzona jest sztuka na tyle przystępna, żeby i do nich trafiła.
8175:  TLM - Już dużo czasu tutaj minęło, więc chyba nie będę tak na sam koniec jeszcze, żeby przedłużać, wytaczał jakiś tutaj bardziej hot take'ów moich może na ten temat.
8188:  TLM - Generalnie tak według mnie angażowanie się z kulturą w jak najmniejszym stopniu jest
8195:  TLM - Przynajmniej z kulturą współczesną jest wartością samą w sobie i w ogóle ukulturnienie, przekulturnienie jest wielką plagą współcześnie, więc byłbym kompletnie przeciwny twojej pozycji, że erudycja coś wartościowego, za czym warto podążać, to jest właśnie oczytanie, oglądanie się, wiedza na temat wszelakich mediów.
8217:  TLM - Natomiast to jest, myślę, że już temat wykraczający poza tutaj scope.
8223:  KMM - Erudycja to jest po prostu wiedza.
8225:  KMM - Tak etymologicznie.
8227:  KMM - Wykształcenie.
8228:  TLM - No, wiedza, patrzyłem definicję, to jest jedna z definicji jest oczytanie, inna wiedza książkowa.
8235:  TLM - jedno znaczenie jest bardziej ogólne.
8238:  TLM - Natomiast teraz chciałbym jeszcze do widowni się zwrócić, że będziemy pewnie niedługo kończyć, więc jeśli chcą państwo zadać nam jakieś pytania teraz na koniec, to proszę tagować osoby, do których chcą państwo zwrócić pytania i je zadawać i przez jeszcze tutaj parę, paręnaście minut postaramy się odpowiedzieć na jak najwięcej tutaj pytań z państwa strony.
8265:  TLM - więc teraz pewnie musimy poczekać z pół minuty, aż to przejdzie, aż się zaktualizuje livestream.
8271:  TLM - Natomiast myślę, że całkiem sporo tematów poruszyliśmy, trochę na temat, trochę nie na temat, ale ja jestem generalnie zadowolony z rozmowy.
8285:  KMM - No ba, no ba, trzy godziny prawie rozmawiać, nie wiem, dwie godziny, ale prawie trzy będzie na temat, który mnie żywo obchodzi, to jest coś wspaniałego absolutnie.
8294:  KMM - Chciałbym zwrócić uprzejmie uwagę, że gdyby w Polsce kogokolwiek kultura obchodziła, to takich rozmów nie trzeba byłoby robić na YouTubie kierowanym do popularnego widza, tylko byłyby one w TVP Kultura.
8308:  TLM - Ale też bardzo fajnie, że udało nam się to zorganizować.
8316:  TLM - Tutaj mimo, że spodziewałem się, że będziemy mieli radykalnie odmienne pozycje, odmienne głosy, to myślę, że znaleźliśmy sporo pola wspólnego mimo wszystko.
8328:  TLM - I zaczynają się... No i bardzo mi miło z tego powodu.
8333:  TLM - Natomiast tutaj zaczęły się pojawiać już pytania.
8337:  TLM - Czyli pytanie do ciebie teraz od Graf Zero.
8341:  TLM - Cytuję.
8341:  TLM - To jest starożytność, to jest mitologia.
8344:  TLM - Czasy Kronosa i Reji.
8346:  TLM - Film Radek Rak z nagrodą Nike.
8350:  TLM - Dla każdego coś przykrego jeden.
8353:  TLM - Już wtedy był Jakub Szela.
8356:  KMM - Graf Zero tutaj usiłuje odpowiedzieć, przy czym słowo usiłuje jest kluczowe na moje pytanie dotyczące tego, gdzie podałem definicję mitologii.
8363:  KMM - To niestety rzecz, którą cytuję w tym momencie, to było szyderstwo z laudacji Pawła Próchniaka, więc upominam, że jeżeli Graf Zero jest częścią polskiego BookTube'a,
8373:  KMM - Pożądana byłoby wykształcenie w sobie umiejętności czytania ze zrozumieniem, a zwłaszcza z wyczuciem ironii i satyry.
8380:  KMM - To tylko taka ode mnie uwaga mała, personalna, bo bardzo nie lubię wypowiedzi ze strony osób, które teraz pojadę troszeczkę moim wykształceniem.
8390:  KMM - które zajmują się hobbystycznie literaturą i usiłują egzaminować mnie z pojęć, ponieważ ja z pojęć nie egzaminuję, właśnie z szacunku dla rozmówcy.
8398:  KMM - Staram się zawsze je wyjaśniać.
8400:  KMM - Mam nadzieję, że ani razu w tej rozmowie nie dałem takiego poczucia, że kogoś chce egzaminować z pojęć i starałem się zawsze je wyjaśniać.
8407:  KMM - I to jest właśnie z tego powodu, to znaczy wydaje mi się, że w tym też się przejawia pewien klasizm.
8412:  KMM - w momencie, w którym szermujemy pewnymi pojęciami po to, żeby kogoś zagnać do muru, natomiast no mnie się trochę nie da zagnać do muru w momencie, w którym się używa pojęć, których znam.
8420:  KMM - Można mnie zagnać do muru, jeżeli na przykład zacznie się mówić o wielkim zderzaczu hadronów.
8424:  KMM - Nie mam zielonego pojęcia, jak to cholerstwo działa i z pewnością, jeżeli zaczniemy używać tego rodzaju pojęć,
8430:  KMM - To tak, to Krzysztof będzie zapędzony do muru, ale nie jeżeli używamy takich pojęć jak mitologia i na przykład nie zdajemy sobie sprawy z tego, że mitologia ma znaczenie po pierwsze ogólne teorii mitograficznej, a po drugie może być używana w takim znaczeniu, jakim to robi Roland Barthes w swoich mitologiach.
8443:  KMM - Trzeba się zdecydować o czym konkretnie mówimy, a na pewno umieć odczytać satyrę i ironię.
8449:  TLM - Tutaj się dowiaduję, że jeszcze jest na tyle opóźnienie, że dopiero zaraz będą wpływać pytania.
8458:  TLM - Natomiast tutaj chyba myślozbrodniarz zadał też skierowane do ciebie, tak z kontekstu.
8464:  TLM - Jakie są dowody na to, że tak nie uważa ogół?
8467:  TLM - 300 tysięcy polubień na fejsie to dalej mniej niż 1% społeczeństwa.
8471:  TLM - To chyba do tego konsensusu co do erudycji, do tej absolutnej wartości, jaką ludzie widzą w czytaniu.
8477:  KMM - To nie jest dowód.
8478:  KMM - Uważam, że 300 tysięcy osób, które się afiliują przy jakiejś idei, to jest więcej niż opinia jednostkowa.
8485:  KMM - Ale w ten sposób powstają badania w naukach społecznych, humanistycznych, że robi się próbę na 30 tysięcy, 40 tysięcy, tylko że zwykle ludzie, którzy później to cytują, osobliwie głównie dziennikarze,
8495:  KMM - i o polemici internetowi, zwykle salwują się tym, że naukowcy w swoich opracowaniach powiedzieli i to jest już świętość, natomiast nie patrzą, że próba takiej teorii naukowej jest znacznie mniejsza niż 300 polubień na fejsie.
8507:  KMM - Zwykle to jest 3000 albo 4000, bo na więcej nie ma pieniędzy.
8510:  KMM - Więc jeżeli traktujemy 3 albo 4 tysiące jako święte statystyki i amerykańskich naukowców, z którymi się trzeba zgadzać i one są ostatecznym argumentem w dyskusji, to myślę, że w momencie, w którym zaczynamy dyskutować na temat pewnych tendencji społecznych, zasięgi pewnych idei, czy to w mediach społecznościowych, czy gdziekolwiek indziej są na pewno lepszym argumentem niż jednostkowa opinia typu, bo ja tak myślę.
8532:  KMM - Na pewno nie oznacza to, że 90% Polaków tak uważa.
8535:  KMM - Jeżeli 90% Polaków cokolwiek robi, to na pewno chodzi do szkoły.
8539:  KMM - I to są akurat statystyki oficjalne.
8541:  KMM - Więc myślę, że w tym zakręcie rzeczywiście mógłbym powiedzieć, że są pewne tendencje o charakterze ogólnym, ale równocześnie nigdy nie było niestety ogólnopolskiego badania uczniów,
8552:  KMM - i ich oceny szkolnej.
8553:  KMM - Może to byłoby bardzo produktywne swoją drogą, bo wreszcie byśmy się dowiedzieli, ile osób tak naprawdę wychodzi ze szkoły z miłością dla literatury, a ile osób z nienawiścią do kanonu lektor.
8563:  KMM - Dla mnie, ja bym się zabił za takie statystyki, wszędzie bym je cytował.
8567:  TLM - No tutaj podobny kolejny komentarz, że mówi, że w Onecie i w gazecie piszą o tym, alarmują, że umiera czytelnictwo i o czym to świadczy i czy może przedstawić badania na temat opinii publicznej.
8582:  TLM - No to tutaj już właściwie powiedziałeś.
8584:  KMM - No to oczywiście to odpowiedziałem, można oczywiście to zrobić, natomiast tutaj jest proste, kapitalistyczne swoją drogą wyjaśnienie.
8590:  KMM - Prawo pobytu, prawo podaży, ludzie chcą o tym czytać, więc ewidentnie jest to temat nośny.
8593:  KMM - Myślę, że to nie jest trudne do wydedukowania.
8596:  TLM - No tak, na pewno temat nośny.
8599:  TLM - Jedyne, co mnie napawa sceptycyzmem, to to, że miliony Polaków w sondażach wychodzi na to, że nie czytają w ogóle.
8606:  TLM - Dlatego jeśli twierdzimy, że mimo tego, że sami nie czytają w ogóle, uznają oczytanie za wielką wartość albo coś imponującego, no to to jest coś na pewno, co by wymagało przebadania.
8618:  KMM - A czytałeś pytania sondażowe?
8621:  KMM - Nie.
8622:  KMM - Pytania sondażowe dotyczą literatury i rozróżniają czytanie literatury od tzw.
8628:  KMM - obecności w kulturze słowa.
8630:  KMM - Natomiast nie pytają o czytanie np.
8632:  KMM - komiksów.
8633:  KMM - I to jest pewien problem z nimi.
8634:  KMM - Nie pytają oczywiście o granie w gry wideo, a przypominam, że w grach wideonarracyjnych głównie czytamy.
8640:  KMM - Gra Beyond Two Souls, prosty interactive movie, czyli film interaktywny, w którym w zasadzie tylko wybieramy linie dialogowe, to jest 6 tysięcy stron.
8650:  KMM - scenariusza samego.
8652:  KMM - Więc ktoś kto zagrał w Beyond Two Souls efektywnie musiał przeczytać te wszystkie linie dialogowe, zwłaszcza ci gracze będą czytać, którzy nie cieszą się grami z pełnym udźwiękowieniem, jest takich dużo, więc zaręczam, że nikt w takiej ankiecie nie odpowie, że przeczytał coś, jeżeli zagrał w grę wideo, więc te pytania są po prostu nieprecyzyjne i uczestnictwo w kulturze słowa
8672:  KMM - ale jest bardzo abstrakcyjne.
8673:  KMM - To jest za trudne pytanie do zrozumienia dla ogółu, więc mam tutaj uwagi metodologiczne do tego badania.
8678:  KMM - Zresztą ono jest prowadzone przez Bibliotekę Narodową do spółki z Instytutem Książki, czyli osobliwie dwie agendy, którym żywotnie zależy na tym, żeby utrzymywać statystyki dotyczące braku czytelnictwa w Polsce, ponieważ to od nich zależne są granty na tego czytelnictwa rozpowszechnianie.
8695:  TLM - Tutaj na razie czekamy, aż jeszcze wpłyną pytania, damy parę minut widowni na ich zadanie.
8704:  TLM - Natomiast jeszcze tutaj na początku przed streamem żartowaliśmy, że będzie wstęp, krótka wymiana zdań, dojdziemy do konsensusu, a następne dwie godziny będzie szkałowanie Olgi Tokarczuk.
8715:  TLM - Więc ja powiem tylko, że no cóż, czytałem tylko jedną książkę, Przyprowadź swój pól przez kości umarłych i była to chyba najgorsza albo jedna z najgorszych książek, które czytałem w 2020 roku, więc na pewno bym się zgodził tutaj, w swojej niechęci do Olgi Tokarczyk byśmy się zgodzili.
8735:  TLM - Nie wiem, czy czytałeś może tą książkę?
8738:  KMM - Ja musiałem przeczytać wszystko z Olgi Tokarską, włącznie z opowieściami bizarnymi, najnowszymi i niestety włącznie z jej mową noblowską, więc mam raczej negatywne zdanie, ale nie dlatego, że jest to bezwartościowe pod względem literackim, ponieważ miejscami jest to warsztatowo dobre i pomysłowe.
8755:  KMM - Problem polega na tym, że powieściopisarstwo tego autoramentu jest oceniane przez wzgląd na idee, które porusza, polityczne także, a nie przez wzgląd na wartości literackie, które za sobą niesie, ponieważ taki dom dzienny, dom nocny mógłby zostać skrócony do formy prozy poetyckiej na 20 stron bez absolutnego uszczerbku na treści.
8776:  KMM - Dobry redaktor by sobie z tym poradził.
8778:  KMM - Albo eseju antropologiczno-kulturowego.
8780:  KMM - Proza Tokarczuk ma ten problem, że to jest taka typowa proza, którą się nazywa professoren roman, to znaczy powieść profesorska, akademicka, która jest właściwie erudycyjna dla sobie erudycyjności i która jest taką fabularyzowaną antropologią kultury, więc jeżeli dla kogoś antropologia kultury jest nowością, to umiem zrozumieć, że podoba mu się powieść o pisarstwie Olgi Tokarczuk, więc trochę też będę grał wbrew, jak zawsze, poza pudełkiem.
8805:  KMM - pewnym przypuszczeniu związanym z moją osobą.
8807:  KMM - Ja podkreślałem zawsze moje animozje względem jej osoby jako pewnego ideologa, eseisty i komentatora.
8815:  KMM - To znaczy tak długo, jak długo Olga Tokarczuk nie wypowiadała się pogardliwie na temat rzeczy, które ja kocham,
8822:  KMM - i na temat rzeczy, które kocha Rzesza Młodych Ludzi, z którą mam też do czynienia i z którą rozmawiam w sieci, której opinie czytam i tak dalej, i tak dalej, to mój sprzeciw byłby znacznie mniej kaustyczny.
8835:  KMM - Wyobrażam sobie, że potraktuję jej prozę bardzo podobnie jak prozę Michała Witkowskiego, czy Doroty Masłowskiej, czy Sławomira Schuttego, czy wielu innych pisarzy, nazwijmy tego średniego pokolenia.
8848:  KMM - I wspólną cechą tych wszystkich powieści jest to, że nie mówią mi absolutnie nic nowego o rzeczywistości, która mnie otacza.
8855:  KMM - A problem tych powieści polega na tym, że one są napisane po to, żeby mówić nam coś nowego na temat rzeczywistości, która nas otacza.
8862:  KMM - No więc siłą rzeczy dla mnie nie mogą mieć wartości, bo jeśli chodzi o takie wartości literackie, klasyczne właśnie, estetyczne,
8870:  KMM - Nie mogę upatrywać tego w prozie, która bawi się językiem dla samej zabawy, ale nic na tym nie stoi, albo tak jak w przypadku Doroty Masłowskiej epatuje taką obsceną i wulgarnością, która niczemu znowu nie służy.
8884:  TLM - Tutaj pytanie do mnie od Klary Kluczykowskiej.
8887:  TLM - Do czego jest ci potrzebny kanon?
8889:  TLM - To jest przeważnie służy mi za odniesienie, co powinienem sięgnąć, po jakie książki powinienem sięgnąć w następnej kolejności.
8899:  TLM - i być może w jakich rejonach moje oczytanie, moja wiedza o literaturze nie domaga.
8908:  TLM - Jeśli mam listę, prawda, stu najwybitniejszych autorów i widzę, że okej, coś tutaj, nie wiem, nie mam przeczytanych prawie żadnych japońskich autorów na przykład, no to robię coś jak na początku tego roku, że
8919:  TLM - Nadrabiam sobie japońską literaturę tak w tydzień, w tydzień.
8923:  TLM - Więc kanon jest przeważnie dla mnie taką listą top 100, czy jakkolwiek by tego nie nazwać, takim guideline'em do prowadzenia swojej autoedukacji, załóżmy.
8935:  TLM - Natomiast tutaj pytanie do ciebie.
8938:  TLM - Skąd pana zamiłowanie do jamników?
8941:  KMM - Kiedyś opowiadałem o tym na jakimś live, więc żeby nie robić strasznego oftopu, to przekieruję.
8946:  KMM - To jest chyba drugi Q&A, gdzie wyjaśnię całą tę zatrważającą i mrożącą krew żyła historię.
8952:  TLM - W porządku, w porządku.
8954:  TLM - Tutaj pytanie od Michała do nas obu.
8957:  TLM - Czy dostrzegacie, że w tej dyskusji nie zgadzacie się co do faktów?
8961:  TLM - Dyskutujecie nie o tym, czy rzeczywistość jest dobra czy zła, ale o tym, jaka ona jest.
8967:  TLM - Wydaje mi się, że na obu polach wchodziliśmy w polemikę, no bo ja mogę się, nawet tutaj w tej końcówce możemy się zgodzić co do faktu, że czytelnictwo upada, że młodzież jest coraz mniej chętna na przykład do sięgania po...
8984:  TLM - po literaturę, ale możemy mieć różne interpretacje, czy warto z tym walczyć, w jaki sposób warto z tym walczyć, więc niekoniecznie wszystkie nasze opozycje się sprowadzają do innych faktów, do innego rozumienia rzeczywistości, bym powiedział.
9004:  KMM - Ja tylko sprostuję, że nie uważam, żeby czytelnictwo umierało, po prostu uważam, że nie mierzymy tego właściwie i w oparciu o te dane, które są, które moim zdaniem są metodologicznie wadliwe, ale no niestety nie mam na to argumentów, które mają charakter naukowy, mam na to argumenty, które
9021:  KMM - są zebrane osobiście i zakulisowo, jak wszystkie tego rodzaju niestety dane, więc nie szermuję nimi.
9027:  KMM - Ale mam wątpliwości metodologiczne co do tego, w jaki sposób się to mierzy i powiem o rzeczy, która jest do udowodnienia, to znaczy nie mamy sposobu zmierzenia czytelnictwa w szarej strefie, czytelnictwa pirackich e-booków, czytelnictwa
9039:  KMM - torrentowego czytelnictwa na Wodpadzie i tak dalej.
9042:  KMM - Nie mamy tak jak zmierzyć.
9044:  KMM - Więc tu jest tylko ten mój problem i zastanawiam się właśnie też jak, właśnie w jakich mediach się to czytelnictwo rozwija, bo zauważmy, że gra wideo jest jednak medium, w którym możemy przeczytać książkę i takie rzeczy się dzieją w nich.
9057:  TLM - No i też udział w tych forach i wszelakich stronach internetowych, gdzie również są takie szczątkowe treści, które się przyswaja, nie liczą się, że tak powiem, do szeroko rozumianego czytelnictwa.
9069:  TLM - Tutaj pytanie od Kamila, ponownie do nas obu.
9073:  TLM - Czy powinno się dzielić swoimi zaingerowaniami?
9078:  TLM - Pewnie zainteresowaniami.
9080:  TLM - Być może autokorekta.
9082:  TLM - Nie myślisz, że odpowiedzenie komuś odpuść sobie, bo to nie jest dla ciebie, jest wyrazem braku szacunku?
9089:  TLM - Chyba to do mojej kwestii się odnosiło.
9092:  TLM - To znaczy, owszem, wierzę, że
9095:  TLM - Dużo osób przekonałoby się do literatury klasycznej czy do czytelnictwa klasycznie pojmowanego w ogóle.
9101:  TLM - Gdyby miało świetnego nauczyciela, świetne środowisko, które by promowało to czytelnictwo, wszyscy koledzy gdyby czytali i tak dalej, to wszystko odbywa się w fazie formacyjnej.
9113:  TLM - Jeśli ktoś jest z domu, w którym się nie czyta, to bardzo ciężko wymagać od niego, żeby wbrew swojemu otoczeniu, wbrew wpojonym sobie wzorcom zachowania zaczął czytać.
9122:  TLM - Dlatego jeśli te wszystkie aspekty by wyszły idealnie, to tak, myślę, że większość albo wszystkie osoby byłyby w stanie wykształcić w sobie tą miłość do literatury.
9133:  TLM - Natomiast kiedy już jest, że tak powiem, po ptokach, kiedy już skończyła się ta faza formacyjna i człowiek ma ustalony charakter i ustalone swoje preferencje i zainteresowania,
9142:  TLM - Jest nadzwyczaj trudno wpoić mu takie zamiłowanie do czegoś, jeśli nie ma żadnej zachęty, jeśli nie ma żadnej marchewki albo nie ma żadnego kija.
9153:  TLM - Więc kijem tutaj byłyby te wszystkie artykuły straszące, że czytelnictwo upada, jak nie czytasz, to jesteś głupi i w ogóle, o których ty wspominasz, zaś marchewką to by było...
9163:  TLM - No, właśnie obiecywanie jakiegoś statusu społecznego, czy no my mamy żart na naszym serwerze, że czyta się literaturę tylko po to, żeby wyrywać alternatywki.
9172:  TLM - To jest rodzaj takiej marchewki, która może zachęcać ludzi.
9177:  TLM - No, natomiast jeśli te środki, jakby...
9183:  KMM - Trochę seksistowskie jednak.
9185:  TLM - Albo dziewczyny, żeby tego chłopaka, alternatywka wyrwać.
9191:  TLM - Natomiast kobiet nie ma na naszym serwerze niestety, więc nie możemy im tego doradzać.
9197:  TLM - Ale nie korzystając z tych środków perswazji jest bardzo ciężko kogoś przekonać do literatury, jeśli nie ma nawet iskry jakiegoś zainteresowania.
9208:  TLM - Nie wiem, czy byś się ze mną zgodził.
9211:  KMM - Mam zupełnie inne doświadczenia, bo moja praca polega między innymi na tym i to jeszcze jest trudniejsza, bo czasem muszę przekonać do czytania na przykład, nie wiem, Derrida, Waldenfelsa czy Hegla, co jest jeszcze trudniejsze mam wrażenie i zaobserwowałem, że jedyny sposób na to, to jest droga ziszka, czyli przez popkulturę, ale oczywiście się można z tym nie zgodzić, ale chciałem odnieść się do czegoś, co też widziałem na czatach u
9234:  KMM - w argumentach Bartolino, to znaczy mówiącego, że rozmowa nie polega na przerzucaniu się argumentami.
9239:  KMM - Bartolino, rozmowa polega na przerzucaniu się argumentami.
9242:  KMM - W rozmowie nie chodzi o to, żeby doszło do konsensusu, żebyśmy, żebym ja powiedział tak, zgadzam się z 30% tej wypowiedzi, a oponent powiedział tak, ja się zgadzam z 30% i świetnie, spotykamy się po środku.
9255:  KMM - Nie, na tym nie polega rozmowa.
9256:  KMM - Rozmowa ma być starciem poglądów wyrazistych, uargumentowaniem swoich racji i
9261:  KMM - I właśnie piękno jej polega na tym, że część z was się może zgodzić ze mną, a część z was się może nie zgodzić z tym, co ja mówię.
9267:  KMM - I zajebiście.
9269:  KMM - Na tym cała ta rzecz polega.
9270:  KMM - Tak mi się wydaje.
9272:  KMM - Więc ja trochę inaczej podchodzę do dyskusji, dlatego jestem tak rozpalony tą rozmową, bo właśnie uważam, że tak to powinno wyglądać.
9278:  KMM - I to przeświadczenie, że powinien być jakiś moderator, który będzie szukał punktów wspólnych jest przeświadczeniem takim bardzo dialektycznym.
9284:  KMM - Ja dialektyki nie lubię.
9286:  TLM - No też mi się wydaje, że tutaj widownia jest w stanie, jest na tyle inteligentna, żeby wyciągnąć swoje wnioski, z którą stroną się zgadza, które argumenty przekonały i tak dalej, więc bym się zgodził.
9297:  TLM - Tutaj pojawiło się jeszcze kilka komentarzy, natomiast już po tych komentarzach będziemy powoli kończyć, więc z góry przepraszam, jeśli ktoś jeszcze chciał
9308:  TLM - ciągnąć te pytania, a się nie załapię, jeśli skończymy stream.
9312:  TLM - Natomiast tutaj mamy pytanie do ciebie od obywatela Światowyobraźni.
9319:  TLM - Poleć jakieś ciekawe gry z dobrą fabułą.
9321:  TLM - Dzięki.
9324:  KMM - To tak, zrobimy rozstrzał gatunkowy.
9327:  KMM - Brother's Tale of Two Sons.
9331:  KMM - Dishonored.
9333:  KMM - Bioshock Infinite wspomniany już przeze mnie wcześniej, więc troszeczkę zaspoilowałem.
9338:  KMM - I... Ha!
9340:  KMM - A zrobimy, zrobimy, znaczy sztampowo oczywiście, że się musi pojawić w Wiedźmin 3, ale myślę, że to jest akurat gra, której nie musimy polecać, więc jeszcze na sam koniec polecę coś, co jest jedną z moich ulubionych gier nieoczywistych fabularnie.
9354:  KMM - Gritful, gra o kolonizacji, ale właśnie z perspektywy takiego rozliczania społeczeństwa zachodu z tego, co robiło z ludami pierwotnymi, zarazem bardzo atrakcyjnie przedstawione.
9366:  KMM - To tak...
9366:  KMM - Tak z rękawa.
9367:  KMM - Ja zawsze mam problem z wymienieniem topki ulubionych.
9370:  KMM - Nie wiem, czy to są najlepsze, ale to są pierwsze, które mi przyszły do głowy.
9375:  TLM - W porządku, dzięki wielkie.
9377:  TLM - Tutaj również do Ciebie, ale nie wiem, czy ten znaczek na końcu wiadomości nie oznacza, że będzie kontynuowany w kolejnym pytaniu, więc poczekam jeszcze parę sekund i odpowiem.
9387:  TLM - Jeet, pytanie do mnie.
9390:  TLM - Czy kanon szkolny, który bardzo często zniechęca w swojej obecnej postaci do czytania, które nie jest wartością samą w sobie, ludzi, którzy takie zamiłowanie mieli, nie jest krzywdzący?
