Oto jak YouTube GNIJE i DOBIJA TWÓRCÓW
🔗 https://www.youtube.com/watch?v=9fyeOwIhQ8g
LC (Leszek Cibor, Przeciętny Człowiek)
KMM (Krzysztof M. Maj)
OR (Oskar Rogowski, Napisy Końcowe)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

18:  BFP - Kiedy ktoś czyta tytuł Oto jak YouTube gnije i dobija twórców...
4312:  LC - Zrobisz 12% lepszy film, wiadomo, że to ciężko te procenty wyczuć, a oczywiście mówię o jakichś
4317:  LC - hipotetycznym patrzeniu się na dzieło, jakie tworzysz.
4321:  LC - Więc taki złoty standard, o którym on mówi, on ma rację w tym kontekście, jak to działa na takim, powiedzmy, wolnym rynku YouTubowym.
4331:  LC - Natomiast po pierwsze, większości twórców po prostu nie stać na to, żeby śrubować bez końca jeden film.
4338:  LC - Dwa, nie mają zasobów do tego, żeby po prostu wgłębić się w ten research, jak polepszyć treść, jak zoptymalizować scenariusz, jak zrobić tysiąc różnych rzeczy.
4349:  LC - To wszystko to jest super ekspercka wiedza, bardzo skomplikowana, żeby to zrobić, więc robią tak jak Kiszak.
4355:  LC - Po prostu sadzą filmami, dup, dup, dup, dup, dup i ja czasem tak mam, mówisz o nakładach, no nie?
4361:  LC - Ja mam, na całym spektrum mam po prostu nakłady na filmy i najbardziej dołującą sytuacją jest, kiedy wiesz, totalnie znudzony, zmęczony, siadam, dwie godziny z palca coś napiszę,
4372:  LC - Pójdę szybko, przeczytam.
4374:  LC - Akurat od lat pracuje ze mną Dawid, który jest animatorem u mnie.
4378:  LC - Dawid to zanimuje w 4 godziny, czyli 6 godzin nakładu pracy i film ma pół miliona wyświetleń, no nie?
4385:  LC - A czasem jest tak, że siedzę tydzień, bo nad paroma materiałami w tym roku siedziałem ponad tydzień.
4390:  LC - Grubo nad researchem, nad sprawdzeniem tego, nad skonsultowaniem tego z kimś z zewnątrz, czasem dwoma osobami nawet.
4398:  LC - nad miniaturą, nad animowaniem, nad użyciem jakichś dodatkowych jeszcze elementów.
4403:  LC - Film ma 9 tysięcy wyświetleń, no i po prostu pogrzebany przez algorytmy, bo coś, no nie?
4410:  LC - Okej, zrobiłem to, co prawda, ten złoty standard, czyli tweakowałem, tu parę procent, tu coś, tu dodałem jakieś ciekawostki, no zrobiłem to po prostu soczyste, jak tylko się dało.
4423:  LC - ale w złą stronę.
4425:  LC - Co ja źle zrobiłem, wiesz?
4427:  LC - I tutaj się można zastanowić.
4429:  LC - Natomiast stworzenie u mnie jednego filmu, to zależy jakiego filmu, bo jeśli mówimy o moim głównym produkcie, bo jeśli miałbym tak bezczelnie nazwać moje filmy produktami,
4440:  LC - To tak, to mój film jest produktem, bo jest animacją i to był zamysł od samego początku, że będę tworzył animacje edukacyjne po to, żeby te animacje później sprzedawać firmom.
4452:  LC - I to był mój model biznesowy, bazowy, tak jakby nie chciałem opierać się na żadnych reklamach,
4457:  LC - zarabiani i tak dalej, bo w to nie wierzyłem, zaczynając YouTube'a, zupełnie w to nie wierzyłem, zupełnie nie ufałem, że uda się z tego jakiekolwiek środki sensowne wyciągnąć, tylko może jakieś drobne właśnie na sprzęt czy na coś, no a sprzedaż animacji mi szła.
4473:  LC - Dzięki temu od samego początku ja pracuję z Dawidem, czyli Dawid jest animatorem od tych już siedmiu lat.
4480:  LC - Animuje absolutnie wszystko, niemalże wszystko u mnie na kanale, więc tam się liczy jego praca za każdym razem, za każdą jedną animacją.
4488:  LC - I to jest produkt.
4488:  LC - To jest produkt, wiesz, i za każdym razem, jak oglądasz animację, tam nie ma... Teraz reklamuję swoją książkę w prawie że każdej animacji, a wcześniej reklamowałem po prostu animację.
4499:  LC - I pierwszym linkiem w opisie było...
4502:  LC - chcesz taką animację, no i miałem jakiś tam landing page, ludzie do mnie dzwonili po prostu, no i dogadywaliśmy się na jakieś tam kwoty, też zresztą nieduże kwoty, ale sumarycznie, prawda, dwa, trzy zlecenia w miesiącu, czasem pięć, pod koniec roku jakieś duże zlecenie, coś tam wpadło i nagle się okazało, że jest jakaś taka mała firemka, mała działalność się,
4520:  LC - z jedną osobą zatrudnioną, gdzieś tam się mogła z samych animacji kulać.
4526:  LC - Żeby widzom dać jakieś rozeznanie, 7 lat temu to było od najtańszej za 2 tys.
4533:  LC - zł animacji do 5 tys.
4534:  LC - jakichś takich dużych produkcji.
4537:  LC - To mniej więcej jest taki zakres cenowy.
4539:  LC - Oczywiście nie mieszkam w Warszawie.
4541:  LC - W Warszawie bym brał 10 tys.
4542:  LC - za coś takiego, bo takie są mniej więcej stawki.
4546:  LC - Natomiast teraz się te stawki powiedzmy odrobinę zwiększyły,
4550:  LC - Ale to nadal są gdzieś te zakresy i to firma sobie jakoś tam funkcjonowała, za każdym prawie, że miesiącem, w pierwszym roku działalności mojej na YouTube już wychodziło na plus, w tym sensie, że byłem w stanie przestać utrzymywać, żona przestała mnie utrzymywać.
4566:  LC - Zacząłem dokładać się do budżetu domowego już w pierwszym roku, a zyski z reklam były oczywiście marginalne i ta działalność animacyjna, ona przez lata po prostu była tą fajną drugą nogą tej działalności.
4580:  LC - Trzecią nogą stały się kursy i szkolenia.
4583:  LC - u mnie, które też zapewniają funkcjonowanie firmy.
4589:  LC - Natomiast ja chyba jestem w trochę innej sytuacji niż wy, bo ja się sprofesjonalizowałem w stu procentach żyjąc z YouTube'a.
4603:  LC - Mogę spokojnie żyć z YouTube'a.
4606:  LC - Przynajmniej tak było w zeszłym roku.
4607:  LC - W tym roku są bardzo poważne zmiany.
4611:  LC - No ale żeby Wam to gdzieś na uocznić, to za mniej więcej milion wyświetleń, bo to mówimy sumarycznie, bo to zawsze powinniśmy mówić sumarycznie.
4621:  LC - Mówienie perioden film, tak jak Ty, Filip, robisz, okej, masz rację, to film jeden się nie zwraca, ale skumulowana praca nad całym kanałem się gdzieś tam zwraca i pozwala pokryć te koszty.
4634:  LC - No ale u mnie milion wyświetleń to jest około 15 tysięcy złotych.
4638:  LC - Gdzieś w reklamach 17, 15, w zależności od okresu, w zależności od pory roku.
4642:  LC - W tym okresie.
4643:  LC - Jeszcze parę lat temu na samym początku to było w okolicy 10 tysięcy złotych.
4647:  LC - Mniej więcej ten CPM, czyli Cost Per Mile, czyli ta stawka YouTubowa tak się kształtuje.
4653:  LC - I różnie się to kształtuje u YouTuberów, bo YouTuberzy rozrywkowi mają dużo niższe stawki.
4657:  LC - YouTuberzy edukacyjni dużo wyżsi, YouTuberzy edukacyjni w dziale finansów mają jeszcze wyższe CPM-y, w okolicy 30 nawet złotych per mind zdarzają się tego typu stawki.
4667:  LC - I tu mówimy o Polsce.
4668:  LC - Ja będąc w tym mastermindzie zagranicznym widziałem, jakie stawki są na cały anglojęzyczny świat i cały hiszpańskojęzyczny świat.
4678:  LC - I powiem wam, że jesteśmy jeszcze daleko w tyle za powiedzmy poziomem zarobków dla niemieckojęzycznej populacji, czy francuskojęzycznej, czy dla anglojęzycznej, czy nawet dla hiszpańskojęzycznej, gdzie po prostu jutuberzy zarabiali, robiąc to samo co ja, robiąc animacje, czy robiąc podobny content, zarabiali takie pieniądze, które byście w życiu nie byli w stanie przejeść.
4701:  LC - W życiu, po prostu nie wyobrażam sobie
4705:  LC - człowieka wydającego, to lepiej.
4707:  LC - Może są tacy ludzie, oczywiście, że są tacy ludzie.
4710:  LC - Challenge accepted.
4710:  LC - Challenge accepted.
4711:  LC - Natomiast biorąc pod uwagę ten fakt, każdy, kto sobie sprawdzi mój kanał na Social Blade'zie, zobaczy, że przez ostatnie na przykład dwa czy trzy lata mój kanał wahał się między górkami do dwóch milionów wyświetleń.
4728:  LC - No prawie dwóch milionów.
4729:  LC - Chyba nigdy nie miałem dwóch milionów wyświetleń.
4732:  LC - w danym miesiącu, ale około półtora miliona wyświetleń w danym miesiącu, do pół miliona.
4736:  LC - Teraz, no nie?
4738:  LC - Gdzie przez prawie cały ten rok mam gdzieś pół miliona wyświetleń, siedemset tysięcy, coś takiego, wyświetleń per miesiąc.
4746:  LC - I ten CPN jest w miarę stały, akurat przy pandemii on się uregulował, podrósł, uregulował i YouTube... Pod tym kątem YouTube jest fajny, bo jest przewidywalny, jeśli generujesz dane wyświetlenia.
4757:  LC - Ale znowu wracamy do sytuacji, ja mam to trochę inaczej niż Wy.
4762:  LC - bo wy czasem skaczecie... Jeśli Krzysztof na przykład tworzy materiał Evergreen krytykujący szkołę, no to on będzie aktualny za dwa lata, też będzie aktualny, czy za trzy lata, ale recenzja Napolona... No, ale niestety, niestety, ale recenzja Napolona przeminie, tak, recenzja danego produktu, gdzieś te górki mijają, więc też jest troszeczkę inaczej.
4785:  LC - Ja bardzo dużo zawdzięczam temu, że udało mi się stworzyć
4791:  LC - z 700 filmów, 800 filmów, które są na moim kanale, około 100 filmów, które są takimi koniami pociągowymi przez lata, które oglądają się do tej pory, a są z 2019, z 2018, dalej generują wyświetlenia, dalej generują zysk z reklam i dzięki temu ten kanał dalej generuje wyświetlenia, więc biorąc pod uwagę kondycję tego, jeśli miałbym
4817:  LC - mówić o kondycji, co się dzieje z moimi filmami obecnie, jakie mam zniżki w wyświetleniach, to ja na nowych filmach generuję miesięcznie 100 tysięcy wyświetleń, czy 150, a cała reszta, te 400 tysięcy, to są starocie, które po prostu sobie tym walcem jadą, ale ten walec, ja widzę, że w algorytmach ten walec z miesiąca na miesiąc spowalnia, bo w YouTubie się mocno zmienia.
4846:  LC - No i to jest w jakiś tam sposób niepokojące.
4848:  LC - Więc możecie sobie to po prostu gdzieś tam policzyć, estymować, że w dobrych miesiącach, gdzie miałem milion wyświetleń, to po prostu YouTube płacił 15 tysięcy, a YouTube płaci 55% tego, co płacą reklamodawcy w danych reklamach.
4867:  LC - I biorąc też pod uwagę, że ja miałem w swojej kategorii 100% zapełnienie reklamami.
4872:  LC - Czyli każde pole reklamowe, które ja zaplanowałem w filmie, wpierdzielało reklamę.
4876:  LC - Nie każda kategoria tak ma.
4879:  LC - Co więcej, jeszcze był taki okres na YouTubie, jak go pamiętam, on trwał chyba dwa czy trzy miesiące, że widzowie widzieli, jako żółte ikoneczki na paseczku, widzieli reklamę, w których momentach się mają pojawić i nagle jak zobaczyli, prawda, twórców typu tam Frizz czy coś, że oni mają co minutę zaplanowaną, dosłownie mają taką, jakby ktoś nożem brał i ciachał ten paseczek tymi żółtymi kropeczkami, no to w tym momencie
4909:  LC - W tym momencie to rodziło dodatkowe wkurzenie u widzów i YouTube to ukrył, bo to było bardzo dużo negatywnych emocji, to wzbudzało u widzów, kiedy widzowie widzieli, gdzie twórca zasadził na nich po prostu pułapki tego typu.
4925:  LC - No ale to jest sam YouTube, jeszcze dodając do tego działalność, gdzie przy dużych wyświetleniach dużo więcej ludzi kupuje moje kursy, dużo ludzi kupuje moje książki, no to były miesiące, gdzie dało się z tego naprawdę komfortowo wyżyć.
4940:  LC - Mieliśmy 5 osób w zespole w zeszłym, jeszcze do końca zeszłego roku nie.
4945:  LC - do połowy zeszłego roku, nie powiem dokładnie, mieliśmy pięć osób w zespole, dwie osoby, jedna osoba hiszpańskojęzyczna, jedna osoba anglojęzyczna, każdy zarabiał, każdy dostawał jakieś pensje i tak dalej, dało się to zapłacić, teraz to nie jest możliwe,
4962:  LC - Dlatego sobie trochę barudzimy i ja się żywo zastanawiam od paru miesięcy, w którą stronę iść.
4969:  LC - Sami mówicie, że jestem model streamowania, że jest bardzo silna presja na przejście z filmów na streaming i na live streaming.
4979:  LC - Też jest bardzo duża presja.
4982:  LC - No, ale to chyba wyczerpuje temat, chyba, że chcesz dopytać.
4986:  KMM - Nie, nie, to ja już chcę oddać... Ja mam szybki follow-up do jednej rzeczy.
4989:  KMM - To znaczy, ja kiedyś powiedziałem ludziom dla żartów, że jeżeli by jakimś cudem jeden film był viralem i jakimś cudem kanał, załóżmy, zarobił 4 miliony dolarów w ciągu miesiąca,
5001:  KMM - Wydaje to w ciągu jednego dnia, pisze do Hansa Zimmera i proszę, żeby skomponował dla mnie jeden utwór, który będę wykorzystywał na live'ach zawsze i mówił, że to jest Hans Zimmer i będę mieć na miniaturce, że to jest composed by Hans Zimmer i będzie takiego do całej telewizji polskiej, która nigdy nie była w stanie czegoś takiego zrobić.
5016:  KMM - I to jest, myślę, klucz, to znaczy reinwestowanie wielu youtuberów i możemy ich obserwować, jest dużo też contentu na YouTubie, który jest na zasadzie
5026:  KMM - o upadek kolejnego youtubera.
5027:  KMM - Mamy polskie schadenfreude, że sąsiadowi się ręka złamała albo noga powinęła i możemy się z sąsiada pośmiać.
5035:  KMM - No więc dużo już było takich materiałów o upadkach i zauważcie, że wspólny Mianowik jest nudząco taki sam.
5042:  KMM - To znaczy znowu była kolejna osoba, która stwierdziła, że potrzebuje siedemnastego Lamborghini.
5047:  KMM - Lamborghini się powinno mówić, pardon.
5049:  KMM - Że potrzebuje koniecznie drugiej rezydencji.
5052:  KMM - I wiecie, to jest aż nudne.
5054:  KMM - Każdy, kto na to spojrzy, będzie zdenerwowany w którymś momencie, ale może to przeze mnie przemawia mój zdecydowany antykapitalizm, bo ja jednak uważam, że jest limit na wydatków osobistych, ponieważ istnieje coś takiego jak nasza wspólna planeta, ale wiem, że to są poglądy niepopularne, że wolelibyśmy wystrzelić wszystkich na Marsa i mieć święty spokój i niech nasza planeta gnije.
5073:  KMM - No więc ja uważam, że jednak reinwestycja i uczenie ludzi, że to jest sensowna opcja i teraz przepraszam, że to powiem, ale jeżeli ja wchodzę na kanał dla twórcy, który, załóżmy, ma 50 tysięcy, widzę, wsparcie w Social Blade'zie jest, że jego kanał estymowalny jest na 100 tysięcy, dalej kuźwa nagrywa na jakimś mikrofonie, który pierdzi, jakość kamery jest beznadziejna, no to ja będę ostatnią osobą, która kliknie przycisk wspieraj, będę ostatnią osobą, która wyłączy adblocka na tym kanale,
5101:  KMM - ponieważ ja jako widz się denerwuję po prostu, jak coś takiego widzę.
5104:  KMM - Natomiast przeciwnie, jeżeli jest jakiś kanał, który zaczyna dopiero, widzę, że jest tam 120 subskrypcji, początek dopiero, to przypominam sobie też, jak ja zaczynałem, jak był sam początek, wprawdzie dbałem o to, żeby mikrofon nie pierdział, ale still,
5117:  KMM - I wtedy odpuszczam.
5119:  KMM - Natomiast polski YouTube niestety, i tutaj będę bardzo krytyczny i ojkofobiczny, charakteryzuje się tym, że te największe kanały nie robią nawet w najmniejszym stopniu takich inwestycji jak MKBHD, jak Linus Tech Tips wywołany tutaj na czacie przed sekundą, jak...
5137:  KMM - Vox wspomniany, Johnny Harris i tak dalej, i tak dalej.
5140:  KMM - Ja mogę, na przykład śledzę sobie takiego, nie wiem, Toma Nicolasa, gość robi firmy na temat socjologii, Deride, Bordier i tak dalej, i tak dalej, tylko sprzedaje to w fajny sposób.
5149:  KMM - Ja wiem, że mikrofon, który kupił, to znaczy AirFox, Ifos, kosztuje 3,5 tysiąca.
5153:  KMM - Ja to po prostu wiem, ponieważ sam go kupiłem w którymś momencie.
5158:  KMM - No i cóż, jak ja widzę taką inwestycję, a wcześniej miał coś, co brzmiało beznadziejnie, to widzę, że jest ten rozwój i uważam, że na tej platformie, żeby rzeczywiście utrzymali się twórcy, którzy
5171:  KMM - zarabiają coraz więcej, no to fajnie byłoby, żeby dawali od siebie coraz więcej.
5175:  KMM - I przepraszam, znowu teraz się powołam na bardzo eksponowany przykład, ale to jest konkretnie strategia, którą ma MrBeast.
5182:  KMM - MrBeast wiele razy mówił, że potrafi wydać na film więcej niż z niego zarobił.
5187:  KMM - Ale dlatego to działa, że on cały czas reinwestuje i tutaj przypuszczalnie ktoś, kto się zna lepiej ode mnie na ekonomii, powie, że właśnie na tym polega też mądre inwestowanie, że nie tylko przepalamy wydatki na bzdury, tylko staramy się rzeczywiście, żeby to z czego mamy nasze główne źródło utrzymania się rozwijało.
5204:  KMM - Ja jednak będę cały czas wracał do tego, że mój YouTube wziął się z tego, że miałem poprowadzić zajęcia zdalne
5210:  KMM - I wywaliłem te półtora kafla na sprzęt, którego nie musiałem kupować wtedy, bo dobrze wiecie, jak wyglądały zdalne.
5216:  KMM - Nauczyciel sobie otwierał lapka i na czterech pikselach, które było widać przez jego żenujący internet, mówił przez mikrofon, który był z laptopa, mimo że w przypadku nauczycieli akademickich zarabiał stukrotność kosztu dobrego mikrofonu.
