🔴 Thrones of Delay — WARHAMMER 3 (frakcja Dawich i Imperium)
🔗 https://www.youtube.com/watch?v=httWILQnfRQ

73:  Czemu?
5971:  I jak będziemy kontynuować, bo w ogóle plan jest taki, że będziemy kontynuować wszystkie te kampanie następnym razem, czyli w czwartek i w kolejne dni, prawdopodobnie w niedzielę też.
5980:  I ja postaram się w swoim czasie dociągnąć do jakiegoś sensownego momentu, tak żebyśmy mieli mid game.
5987:  Dobra.
5990:  Cześć Alikaz, witamy serdecznie.
5992:  Powiedziałeś, że nie należy rozróżniać świata cyfrowego od rzeczywistego, dopóki są w nich ludzie.
5996:  To nie ja powiedziałem, to powiedział Gilles Deleuze, ale okej.
6001:  Generalnie, że to co wirtualne ma pełną wartość realnego.
6004:  Tam jak długo są ludzie, pod tym się podpisuje Michał Ostrowicki, z tym swoją drogą niedawno była też rozmowa na YouTubie.
6010:  No i ja się zgadzam z nimi, tak technicznie dopowiadając.
6013:  Jak to się ma do eskapizmu, jeżeli rzeczywistość się, rzeczywistość się tylko w tym wymiarze, w którym ją znasz, Rotmistrzu.
6021:  Krótko mówiąc, w takiej sytuacji zostaje nam wyłącznie świat cyfrowy, no ale właśnie przez to i dzięki temu, że tam są też ludzie, to nie uciekasz od problemów ludzkich, tylko zmieniasz setting, zmieniasz dekoracje.
6034:  Czemu tu jest tyle hałasu?
6036:  Ja po prostu wybieram frakcje.
6040:  Dobrze, co tu się dzieje?
6043:  Nuln.
6044:  Dostęp do imperialnej szkoły artyleryjskiej dostajemy.
6047:  Utrzymanie minus 15%, okej.
6049:  Odporność na wampiryczne wyczerpanie.
6051:  Ło!
6052:  To jest odpowiedź na potężnych wampirów w takim razie z Sylwanii.
6056:  Krocząca w mroku umiejętność.
6058:  Dobrze.
6059:  Lecimy.
6064:  Rób słabe frakcje, wzmacnia je płatem DLC.
6066:  Frakcje za silne nerfuje płatem DLC.
6067:  Powtórz oto doskonały model biznesowy.
6070:  Nerfy zawsze są za darmo.
6071:  No, no, to co Tarael pisze.
6072:  Nerfy są zawsze za darmo, to zabawka się spłaci.
6074:  Tak.
6079:  Czy mam jakieś rady, jak zabrać się do pracy?
6081:  Twórcze u mnie pisanie.
6082:  Problem jest głównie brak ochoty na cokolwiek i szkolne zmęczenie.
6085:  Póki nie masz ochoty, to ciężko się zmuszać.
6088:  Tak zawsze będę uważał.
6089:  Trzeba odpocząć w pierwszej kolejności, bo nie masz czystej głowy.
6094:  Ja nie pracuję, jak nie jestem wypoczęty, więc ciężka sprawa, ale poniekąd o tym będzie trochę film, który się jutro szykuje.
6102:  Moi drodzy, film, ale inny.
6106:  Uuu.
6122:  Jest i czaszunia.
6123:  Czy ona jest nekromantką?
6126:  Ooo!
6139:  Poza jej czarną torbą.
6143:  Świątynia rosła.
6145:  Elspeth von Drachen walczył, aby ubezpieczyć uroczystych.
6150:  Prześpiewając siły zła.
6152:  Świątynia perenialna Imperium.
6157:  Pod ziemią śmierci nasi przeciwnicy uciekli.
6169:  Arlequino, gdyby Mihojo miało jaja i umiało robić dobre postaci, haha, haha.
6177:  Ona jest czarodziejką śmierci, to nie to samo.
6180:  Dobra, ale powiedzcie mi, że ona nie rozsiewa spaczenia, bo tego strasznie nie lubię, bo spaczenie jest brzydkie.
6191:  Dobrze, co masz?
6194:  Wygląda jak macocha śnieżki.
6197:  Faktycznie, ale ten wierzchowiec karmi nowy smok, ale super.
6201:  Błogosławieństwo, koszt wiatru dla magii, dla domeny śmierci.
6205:  Limit leczenia podczas bitwy.
6207:  Okej.
6208:  Czyli ogranicza leczenie wampirzy.
6210:  Cmentarna róża.
6211:  Bierna umiejętność regeneracja.
6213:  Dobrze!
6216:  Mało jest takich postaci.
6218:  No, to jest chujowe zaklęcie, więc to mnie akurat nie cieszy.
6222:  Pierścień o... O!
6225:  Płonący czerep, to się akurat przyda.
6228:  Dobra.
6229:  Ale mało ma buffów, nie?
6231:  W porównaniu z resztą.
6233:  Koszt utrzymania dla artylerii to jest takie mech.
6237:  Ona w ogóle nie ma buffów dla artylerii.
6239:  Co jest?
6241:  Klej nadrożnego płomienia.
6242:  To mnie zmartwiło.
6244:  Chyba, że... Okej.
6247:  Imperialna szkoła artyleryjska.
6249:  Specjalne ulepszenie jednostek z bronią palną i artylerii w zamian za schematy zdobywane.
6253:  Okej.
6254:  Klikając w obrazek jednostek wiem co zrobię.
6256:  Okej, dobrze, dobrze.
6258:  Ulepszenia.
6259:  To jest dokładnie to samo co warsztat Ikita.
6265:  Skąd te schematy będziemy tylko zdobywać?
6267:  To pytanie.
6270:  To jest dokładnie warsztat Ikita.
6272:  Świetnie.
6273:  Schematy artyleryjskie.
6274:  Wojna jest motorem innowacji.
6275:  Z każdymi manewrami została amunicja.
6277:  Schematy imperialne szkoły artyleryjskie są aktualniane i wysłane do manufaktur.
6280:  Czyli im więcej bitew.
6282:  Klasycznie.
6286:  Inżynier.
6289:  Imperium ma inżyniera.
6290:  Doskonale.
6294:  Tego brakowało.
6297:  No.
6298:  Siła pocisków, armia bohatera, dziękuję.
6301:  Boże, to będzie potężne.
6302:  Atrybut straż przednia dla czołgów.
6308:  Okej, okej, okej, dobrze.
6311:  Cieszmy się, póki nie znerwią.
6314:  To druga zakładka była zablokowana?
6316:  Tak, tutaj trzeba levelować.
6319:  Tak samo było w szkole Ikita.
6321:  Okej, okej, okej.
6323:  Rozwój.
6327:  Widzę, że zmienili miejsce łowcy czarownic, to ciekawe.
6331:  Morr jest bogiem śmierci, pisze Cordy.
6333:  W Pantonie Bogów Imperium jego kopalnie zajmują się pogrzebami i same cmentarze nazywane są Ogrodami Morra.
6340:  Imperium ma inżyniera, a Akademia Górniczo-Klucza lubi to.
6342:  Tak.
6343:  Tak.
6346:  Wcześni muszkieterowie.
6347:  To brzmi jak Nuln.
6349:  Czy my naprawdę startujemy z Helmstorm Rock and Battery, czyli z wyrzutem piekielnych fajerwerków?
6354:  Tak, wielkie działa.
6356:  Co to jest?
6356:  Strzelcy pancerni z Nuln?
6361:  O!
6365:  Aaa!
6370:  i karabinierzy z Hochlandu.
6372:  Hochland to jest pyszne.
6374:  Ser.
6375:  Krasnoludy zatem mają serowiec, a my mamy Hochland.
6379:  Dobra.
6382:  I teraz znowu trzeba przejść przez krucjatę z ustawieniami kamery.
6385:  Dobrze.
6388:  Wyłącz.
6392:  Nie, to strategiczne, tu wyłącz.
6395:  Boże, dlaczego ja tego nie mogę zrobić globalnie?
6397:  To byłoby takie cudowne.
6399:  To byłoby takie wspaniałe i cudowne, ale nie.
6402:  I jeszcze tutaj irytujące rzeczy.
6403:  Nieuchronny bunt, won.
6406:  Lord w garnizonie się nie poruszył, won.
6408:  To won, bohater się nie poruszył, won.
6411:  Posterunki, won, bo z nich nie korzystam.
6413:  Okej.
6416:  No tutaj rozczarowanko, bo myślałem, że będzie też zmienione drzewko dla imperialnych, a jest nieznacznie... Hochland, mój jam, niech lubi to.
6428:  Pamiętacie, jak Hochlandus słynie ze swoim muszkieterów w Imperium?
6430:  Jest nawet rzecz, że hochlandczycy kochają swoje muszkiety bardziej niż żony, pisze Gen Greyman.
6435:  Czyli dodali chyba niektóre... Tak, widzę, na WikiTeklisa tego nie było w Kolegiach Magii.
6440:  Zostały poszerzone niektóre z tych umiejętności, tak.
6445:  Doradczyni Nuln.
6446:  Schematy pozyskiwane po bitwie wszystkie armie.
6448:  No to wiadomo, że to biorę pierwszej kolejności.
6451:  Czemu zmiana frakcji?
6452:  Taki był plan Cherries, a poza tym podbili nam prowincję pierwszą, więc ja zawsze wtedy wypróbuję drugą.
6460:  Drażni mnie niesamowicie to, jak następnym razem, jak będziemy grali, będziemy grali już z modem.
6466:  Lecimy.
6467:  Pokażę wam o jakim modu chodzi, nawiasem mówiąc.
6471:  Targarizons Warhammer mod.
6482:  To jest to, moi drodzy.
6485:  Better Garizons All Factions.
6487:  To nie.
6487:  Nie mam zaskrypcji subskrybowanej, czy to nie jest to, ale na pewno Better Garizons.
6491:  Zaraz sprawdzę, który.
6493:  To nie jest takie proste, niestety.
6497:  Bo to był Warhammer II, a nam chodzi Warhammera III.
6501:  Warhammer III.
6509:  Steamwalker.
6510:  Dobra, nie będę tego teraz sprawdzał.
6511:  W każdym razie Better Garrisons, tak się na pewno nazywa.
6515:  Albo Greater Garrisons by Zorbaz.
6517:  Tak, to!
6518:  To, to, to, to, to, to, to!
6519:  To, co pisze Tivmo.
6520:  Greater Garrisons by Zorbaz.
6522:  On jest najlepszy absolutnie.
6525:  To jest to, moi drodzy.
6527:  Steam Workshop.
6529:  Absolutna rewelacja.
6531:  Rozwiązało większość moich problemów, które miałem z grą.
6536:  To jest w zasadzie jedyna rzecz, na którą naprawdę bardzo narzekałem zawsze.
6539:  To znaczy, że te garnizony pozostawione same sobie praktycznie nie istnieją.
6544:  Okej.
6546:  Piechota imperialna jest w ogóle bezdyskusyjnie beznadziejna.
6554:  Słuchajcie, on też strzela, w porządku.
6559:  Jaka kosa!
6563:  Piękne!
6572:  Okej, tu się dzieje to co zawsze, to znaczy AI będzie próbował flankować.
6577:  Jaki on ma zasięg?
6578:  Ten sam co muszkieterzy?
6580:  Strzelcy pancerni znów mają ten sam zasięg?
6582:  Ale to smutne.
6584:  No ale znacząco większą siłę pocisków, tyle dobrze.
6597:  Nie sądzę, żeby ona była jakoś mega dobra w zwarciu, ale zobaczymy.
6611:  Okej, złowieszcze wilki wyeliminowane już prawie.
6621:  Koza jak u kosynierów, polski akcent.
6625:  Odpłonę świnca plus 40%, to się przyda teraz, bo ona musi tankować.
6636:  Dobrze, wal mi w lorda wampirów.
6642:  No ładnie, ładnie, dobrze, podoba mi się.
6650:  Strzelcy pancerni z nul, jak dotąd moi ulubieni.
6655:  Teraz ogrywamy disenchanted nową frakcję imperialnych.
6661:  Elsbeth.
6665:  Pan był taki, żeby cały czas dziś robić da'wik, ale...
6669:  Plany niestety polegają zawsze u mnie na tym, że się zmieniają.
6673:  Bardzo oberwał nasz inżynier.
6686:  Bardzo oberwał inżynier.
6690:  My pancerni zawsze celni!
6692:  Znawca roga tego sztuła pisze, że pracuje nad cosplayem!
6695:  Mak śmierci i lodu z Conworldu swojego.
6697:  Brzmi to super.
6703:  No ale możemy ją wycofać trochę.
6705:  Ona jeszcze nie ma regeneracji niestety.
6708:  Czy to boostuje moje garnizony tylko ten mod, ten?
6712:  Nie, garnizony wroga też i super.
6715:  Ja wolę, żeby garnizony wroga były zboostowane i że przynajmniej oblężenia to nie był żart, bo na razie oblężenia to są żart, absolutny żart, taki kiepski żart.
6729:  No nie!
6733:  Dobra.
6735:  Wy już postrzelaliście.
6737:  Panom już dziękujemy.
6743:  Dobra.
6745:  Strzelać mi w niego.
6750:  Dobra, oberwał.
6756:  Poszło.
6759:  Większe bitwy, więcej ekspo.
6760:  Absolutnie fatality.
6764:  Szymona Leweka pisze, że uległ, nie mógł wymyślić tak epickiego zastosowania magicznych latarni jak światło w Alchimiu Burzowego Świata, więc sprawił, że magia jest bardziej subtelna, jak Mistborn.
6772:  To nie brzmi jak ulegnięcie, to brzmi jak dobre rozwiązanie.
6776:  Po ulepszeniu tej wyrzutni rakiet zwiększa się liczba pocisków do maksymalnie trzech.
6779:  O!
6780:  O!
6781:  Kut!
6782:  Armia uzupełniona na 20%.
6784:  Ciekawe, bo to są nieumarli, ale okej.
6788:  Biorę to.
6790:  I teraz tak.
6791:  Eee...
6798:  Dobra.
6802:  Jeszcze jest jakiś mod na mniej zjebane layouty zamków?
6805:  Tak, byłoby perfekcyjnie wtedy Warhammer Red Pansy, bo CA się nie wycofa z tego, oni uważają, że te layouty są piękne, ponieważ checkpointy, checkpointy, mmm, więcej checkpointów, mmm.
6819:  Samiśmy winni.
6821:  Bo wszyscy gracze mówili, że, że, o nie, no, cheesowanie oblężeń bez sensu, że podsyłasz pod mury maga i on wszystkich wyrzyna, o nie!
6829:  Zróbmy tak, żeby to było mniej atrakcyjne!
6835:  Jesus Christ.
6843:  Tak chytrze zrobimy.
6848:  Tak chytrze zrobimy.
6853:  Wywalcie w tych Dobra Widzę jak zrobili to bronie prawne, miałem wielką ochotę na Total War'a z czasów wojny trzydziestoletniej Oooooooo O tak Tego chcemy, tego potrzebujemy
6883:  Epicko spudłowało.
6888:  Ty się nie masz poruszać, masz stać w miejscu!
6895:  Myślałem, że będzie dobrze, ale nie, oczywiście, że nie.
6898:  Dobra, opuśćcie, opuśćcie po prostu to.
6906:  Mi się bardziej przydadzą w walce wręcz, jak słowo daję.
6915:  Nie wiem czy to jest jakaś satyra to co tu się dzieje.
6921:  On mi wyrżnie całą załogę działa.
6938:  Możecie ich ostrzelać?
6939:  Czy możecie ich do cholery ostrzelać?!
6949:  Te działa są i tak do dupy, by... Tak, trzeba było dać autorozstrzygnięcie, to prawda.
6956:  Trzeba było dać autorozstrzygnięcie.
6960:  Cóż, jak ja nienawidzę tych działa po prostu.
6964:  To jest niewiarygodne, absolutnie niewiarygodne.
6967:  Jedna, jedyna rzecz, którą AI umie robić, to znaczy flankować.
6976:  Jesus Christ.
6977:  No dobra, wracajcie.
6984:  Aaa, nie będziemy restartować bez sensu.
6991:  Masaka absolutna.
6996:  Działa zresztą w ogóle powinny zostać zlikwidowane i wyeliminowane.
6999:  Do niczego się nie nadają w tej grze.
7001:  Pamiętam, że kiedyś usiłowałem za pośrednictwem tych cholernych dział bronić jednego fortu.
7007:  No to skończyło się tak, że strzelali w moich.
7015:  Dobra, ja nawet nie ufam, że oni strzelą odpowiednio.
7022:  Czy możecie wreszcie zacząć?
7026:  Atakować dziękuję.
7031:  No.
7031:  Spróbujmy tak.
7038:  Dobra.
7039:  Nie, nie, Negla nie zamierzam w ogóle ogrywać, bo... lech, jak?
7043:  Nie, nie, nie znoszę Negla.
7045:  Wiem, że podobno jest rework, wiem, ale ja, ja w to nie wierzę.
7050:  To jest, to jest frakcja, której chyba bardziej nie lubię niż Zielonoskórych na tym etapie.
7058:  moździerze i rakiety, to tak, tak.
7059:  Nie, bo tutaj kwestia z działami jest problematyczna o tyle, że one zawsze strzelają w linii prostej, a nie po paraboli.
7065:  W Warhammerze wszystkie... wszystkie jednostki strzelające po paraboli są złe.
7070:  Znaczy, nie po paraboli, przepraszam, tylko w linii prostej.
7079:  Dobry przykład tutaj jest, nie?
7081:  Z całego oddziału strzela może trzech.
7086:  To jest nienaprawione wciąż.
7090:  Muszą mieć idealnie prosty teren, żeby cokolwiek się udawało.
7097:  Może teraz poprawi się to troszeczkę.
7100:  No dziękuję.
7103:  Dobrze.
7111:  Dobra.
7115:  Jest.
7116:  W ogóle, w ogóle realizm w grach, bo widzę, że o tym rozmawiacie, moim zdaniem trzeba dzielić między realizm świata, a realizm rozgrywki.
7125:  Realizm rozgrywki polega na tym, że jeżeli ja zaznaczę jednostkę i kliknę atakować, to oni mają atakować, oni mają na przykład biec strzelcy i, nie wiem, nadziewać się na piki.
7135:  Bo to jest irytujące.
7139:  Jeżeli straciliśmy tam te działa, to się nie zmartwię.
7142:  Chociaż teoretycznie nie powinniśmy.
7145:  bo zostało tam paru, zawsze jest tak, że jeżeli poniżej czterech modeli jednostek jest, to wtedy tracimy.
7154:  Ale to jest zabawne.
7155:  Elitarni strzelcy z Nuln, 80 zabili, a muszkieterzy, którzy biegali po całej mapie i nic nie robili, 119.
7161:  No, wszystko jest.
7168:  Czy my potrzebujemy pieniędzy?
7170:  Tak.
7173:  Potrzebujemy.
7176:  I... Werbuj jednostki elitarne elektorów.
7179:  Okej, czyli to zostało.
7181:  Sławne regimenty zostały.
7182:  Werbuj jednostki ametystu?
7186:  Ametystowi strzelcy pancerni.
7188:  Ametystowa wyrzutnia piekielnych fajerwerków.
7191:  480-152.
7191:  Okej, ciężko powiedzieć.
7192:  Hmm.
7202:  No dobra, piekór... Trzymamy tutaj, tak, będziemy potrzebowali na pewno uzupełnień.
7215:  Kolegium śmierci jest nazywane również kolegium ametystów, rozumiem.
7221:  Teraz nawet to powiedziała.
7224:  Łuczników na początek sobie weźmiemy.
7228:  Dobra.
7230:  Mis przetrwania się przyda i teraz paktujemy.
7236:  Wszyscy będą... Bardzo dobrze.
7239:  Bardzo dobrze, chcemy z wszystkimi... O!
7241:  O!
7245:  Okej.
7249:  Okej, dobra wiadomość.
7251:  Dobrze.
7253:  Zresztą w sympatycznym sensie Sindrim nie lubi Negla.
7256:  Oj tak, absolutnie dwie marze ze Skalim.
7258:  Negl rozkłada się, brudny, brzydki.
7262:  Już wolę Korna, który wszystko przynajmniej wypala, nie?
7266:  Ametystowe jednostki odblokowują się ze szkoły inżynierów, jak się ulepszy.
7271:  Ametystowy arsenał.
7273:  Drugi poziom warsztaty inżyniery.
7274:  O!
7278:  Możemy już ulepszyć.
7281:  Dużo rzeczy możemy ulepszyć.
7283:  No ale moi drodzy, to oczywiście, że piekielne fireworki ulepszamy w pierwszej kolejności.
7289:  Wspaniale!
7290:  Jak szybko, w drugiej turze już można to zrobić.
7293:  Prototypowy polowy płaszcz model 24.
7298:  Amunicja plus 20%.
7301:  To się przyda dla naszego inżyniera?
7305:  Łooo!
7306:  Jaka broń!
7308:  Wspaniałe.
7311:  Adwokacie Diabła gramy dzisiaj imperialnymi.
7314:  Frakcja 0.
7314:  Ja może zmienię w tytule streamu, żeby była informacja.
7318:  Malakai, czyli frakcja Dawich i Imperium.
7326:  O, tak zmienimy.
7330:  Teraz będzie jaśniej.
7332:  Miko392, dzięki za wsparcie 21 miesięcy.
7334:  Lecimy dalej.
7336:  Jak można nie lubić PAPE NRG?
7337:  Ja PAPE NRG lubię lore'owo, ale gameplay'owo nie, bo to jest jakieś rozsiewanie plag, mordęga.
7343:  Jak grałem z cavernami nawet, to nie korzystałem z mechaniki plag nigdy.
7349:  Adrian pisze, że leci oglądać Shoguna.
7350:  Oj, dobrego seansu, bo naprawdę serial wybitny.
7355:  Krzysztof Dostowy pierdolca grając jednostajnie palnymi w Shogunie 2.
7358:  Jest to możliwe.
7360:  Nie pamiętam już Shoguna, było dawno temu bardzo.
7367:  Okej, ulepsz szkołę artyleryjską do poziomu drugiego.
7371:  Bardzo chętnie.
7372:  Jak mam to zrobić?
7376:  Yyy... Nie mam zielonego pojęcia.
7390:  Śmiechowe ulepszenia są dla piekielników, dają im opcję sprintu.
7393:  Naprawdę niesamowite.
7395:  Miko32, dzięki za pozdrowienia i mam nadzieję, że robota szybko będzie za tobą.
7411:  Wiecie co?
7416:  Na wszelki wypadek.
7418:  Bo nie mamy, nie mamy armii, do której ja jestem przyzwyczajony.
7427:  Jak zresztą widać.
7431:  Tak, dobrze i siła pocisków, dobrze.
7437:  Mamy to.
7440:  Szybka umowa.
7441:  Nikt nie chce z nami paktować, nikt.
7443:  Dobrze.
7444:  Pierwsze wrażenia z dodatku.
7445:  Eli jest bardzo dobry, bo przede wszystkim mam... Pierwszy raz od dawna ochotę grać Daouimi imperialnymi, a to dobra wiadomość.
7453:  Rozwój plus 20%, to eliminujemy, bo już nam do niczego nie potrzebne na tym etapie.
7458:  I teraz tak, jaki jest plan?
7459:  Plan jest taki, że... O!
7463:  A, bo Baltazar Geld jest teraz w Kitaju!
7466:  Świetnie, czyli musimy... Mamy tutaj dużo do roboty.
7471:  Pewnie dlatego została ta zmiana prowadzona.
7473:  Musimy podbić Stirland.
7475:  Steingard pobijamy, następnie Fort Sol.
7478:  Dobrze, jest dużo do roboty.
7480:  To cieszy.
7483:  Współpracuj z nami za pilarzami świata.
