🔴 Yuan-bo zwiedza terrarium z Mazdamundim — WARHAMMER 3 Yuan-bo #2
🔗 https://www.youtube.com/watch?v=Xd5wxHcz938

193:  Witam wszystkich najserdeczniej!
5250:  W żadnym razie nie myślcie, że to nam daje jakiekolwiek przewagę.
5253:  Nie, to nam nie daje przewagi.
5256:  To sprawia, że nie mamy szans.
5263:  Dobrze, musimy tutaj zablokować na pewno przejście.
5270:  Przynajmniej jest sześć oddziałów kuszników, no coś z tym zrobimy, ale...
5275:  Mamy też kawalerię do zajmowania z powrotem miejsc, to też jest dobra wiadomość.
5286:  Dobrze, tutaj też jest koatl, więc tu nie mamy szans... Aha, on sobie rozłożył trzy koatle na te... Jezus Maria po prostu.
5295:  No my tutaj trzy razy uderzymy i to będzie koniec.
5305:  Dobra.
5307:  1400.
5308:  No i 1300 oczywiście.
5310:  Trudno, musimy to wyeliminować.
5313:  Potrzebujemy tych dwóch wieży.
5319:  No a tutaj spróbujemy zrobić jakąś blokadę, nie?
5322:  Spektakularnie to nie wyjdzie.
5329:  Horror.
5331:  Ma być DLC do Warhammer Astrakta Negra, tak słyszałem też.
5335:  Dobrze, przygotujmy się na najgorsze.
5339:  Przygotujmy się na atak z wszystkich stron naraz.
5344:  Z taką formacją to ja powinienem tę bitwę wygrać, ale oczywiście wiecie jak będzie.
5348:  Niemniej, zrobimy wszystko, żeby wygrać.
5352:  Zastanawiam się, czy poświęcić jakąś jednostkę tutaj, żeby strzelała w nich, bo to zawsze coś jest, nie?
5359:  Jaka jest tu sytuacja?
5360:  Tu w ogóle nie mamy wież, ale tu mamy wieżę.
5363:  Spróbujemy.
5365:  Okej.
5366:  Co to są?
5366:  Kroksigory.
5368:  Tak, to w to walimy od razu.
5370:  Bo nie ma co nawet liczyć na to, że w koatla trafią te wieże.
5374:  To w ogóle jest bez szans.
5377:  I uważam w ogóle, że te wieże powinny strzelać.
5379:  Wszystkie nie powinny mieć tutaj żadnej armii.
5380:  No ale nie można mieć wszystkiego.
5384:  Tutaj w świątynną straż walimy, bo świątynna straż jest bardzo potężna.
5390:  No te wieże są bezużyteczne, jest to smutna prawda.
5394:  Wytroszczymy się o tę stronę, bo tamci chłopcy łucznicy mogą sobie ginąć.
5399:  No więc okazuje się, że wieże już zaczęły się kompromitować, a myśmy stracili... Mhm.
5409:  Czy jednak strzeł w koatla?
5411:  Mhm.
5412:  No to ja mogę stąd w zasadzie już uciekać.
5419:  A te wieże zostały zbuffowane, tak nawiasem mówiąc, w najnowszym patchu.
5423:  Więc hehehehe.
5427:  Czemu oni są niewidoczni?
5428:  Zaś to Krzysztof nie wie.
5433:  Więc chusteczki do nosa wystrzelone oficjalnie.
5435:  Świątynna Straż nawet nie została uszkodzona tym atakiem.
5440:  Ale mamy jeszcze przysłańców, wojowników przodków, otóż moi drodzy.
5444:  I to jest dobra wiadomość.
5451:  Dobrze, xp tutaj zachowamy.
5458:  Tak, no nie była to dobra decyzja.
5460:  Coatl wyeliminował nas, nawet myśmy nic nie zrobili.
5465:  Nic.
5467:  Strata jednostki, niepotrzebnie zupełnie.
5471:  Paprotka umiera, o nie Magdo, o nie!
5476:  Imperialna barteria rakietowa, piekielna burza, gdybyśmy ją mieli Marcinie Mazurku.
5481:  Została zainspirowana przez pokaz Fejwerku, to został przeprowadzony przez jednego z katajskich emisariuszy w Waldorfie, to jest ciekawe.
5489:  Tak, my zadajemy zerowy damage tymi jednostkami, to jest oczywiste.
5496:  Jedyna szansa nasza to są te wieże, dlatego intensywnie czekam na kolejną.
5500:  Konkretnie tę.
5502:  1400, dobra, przyspieszmy to.
5510:  Dobrze, 80 sekund do wieży.
5517:  Mhm.
5517:  Nie wiem, czy jest sens tutaj budować barykadę nawet.
5524:  Lubię grać Imperium jednoręki bandy, to lubię.
5529:  Budujesz wieżę, to uważaj za samoloty wroga.
5531:  Wróg ma trzy samoloty niestety, moi drodzy.
5534:  Okej, wieże zaczynają napierdzielać, to dobra wiadomość.
5538:  Dobra wiadomość jest też taka, że AI jest dość niezborne.
5541:  To mnie cieszy.
5546:  To jest punkt zwycięstwa?
5547:  Czy ktoś sobie ze mnie żartuje?
5551:  To powinien być punkt przegranej, a nie zwycięstwa.
5553:  Dobrze.
5554:  Czwarta wieża.
5557:  Jaka jest sytuacja?
5559:  Koatle dalej się panoszą wszędzie praktycznie.
5562:  Może na tym etapie możemy budować już barykady.
5567:  Tu jest niestety też punkt zwycięstwa, ale teraz już nie jest tak, że jak wróg przejmie jeden, to przegrywamy od razu.
5573:  Czy mamy jakieś mody do Warhammera?
5574:  Mam jeden na rekrutowanie lordów pokonanych i w zasadzie tyle.
5580:  Dobrze, ale plan jest taki, że jak tylko przejdzie ten oddział, to wyruszamy z konnicą.
5587:  Nie z łucznikami, z konnicą ruszamy i przejmujemy z powrotem ten punkt.
5594:  Nie było mnie na ułeku przez chorobę.
5596:  No niestety, tak, tak.
5597:  Ja nie wychodzę od dwóch tygodni z domu, wiecie.
5600:  Zresztą słyszycie, że mam cały czas jeszcze zajęte zatoki.
5604:  A ze mną jest tak, że jak ja wyjdę z zajętymi zatokami, to ja po prostu będę chory, potem będę mieć zapalenie płuc i jest koniec.
5612:  A jednak jak się pracuje głosem, to człowiek nie chce mieć zapalenia płuc, wiecie.
5616:  To jest taki fetysz.
5620:  Mam... Mam przeczucie...
5624:  Mam przeczucie, że nas zaatakują koatle tutaj, więc na wszelki wypadek będę mieć nefrytowych wojowników z halabardami.
5629:  Oni teoretycznie, teoretycznie powinni sobie poradzić.
5633:  Łopscy piknierzy!
5636:  Uciekają!
5638:  Jaka żenada, oni nawet nie umieją uciec.
5642:  Dobra, już zapomniałem, co my powinniśmy robić, to znaczy powinniśmy mieć ich wszystkich w formacji luźnej, bo oni teraz zaczną rzucać zaklęcia, to znaczy one, czyli koatle.
5654:  I to jest moment, w którym zrobimy jakąś odizolowaną jednostkę, bym przejął chętnie.
5666:  No tak, oczywiście, oczywiście.
5671:  Wyeliminować koatlę.
5673:  Najniebezpieczniejsza jednostka w tym momencie to koatlę.
5680:  Jak wyeliminujemy koatlę, to będzie dobrze.
5684:  Boże, to dosłownie są halabardnicy!
5690:  Co mam wysłać przeciwko koatlom, jak nie halabardników, do ciężkiej cholery!
5696:  No przecież to powinien być papier, nożyce, kamień, tak?
5701:  Sfokusuj się na jednym koatlu.
5703:  No przecież rozwariuję!
5704:  Atakuj go!
5711:  Walka...
5712:  Walka z takim przeciwnikiem przy użyciu garnizonu, który nie wie co robić, to jest tragedia.
5719:  Oni w połowie błąkają się i nie strzelają.
5723:  Ten w ogóle nie atakuje, zauważcie, w ogóle.
5726:  Ci się wybrali.
5727:  I walczą z nim.
5732:  No przecież to jest nieprawdopodobne absolutnie.
5736:  Ja mam wrażenie, że to dlatego, że ten koław ciągle wzlatuje.
5739:  Tak.
5745:  Mam wrażenie, że to dlatego.
5746:  Dobrze, atakujcie mi w to, bardzo proszę, uprzejmie.
5751:  Niszcz mi tego koatla.
5758:  Jezus Maria, no nie ma mi się gdzie ustawić tymi kurznikami, no przecież to jest jakaś parodia.
5770:  To jest głupie jajno, oczywiście, że tak!
5777:  To jest jakaś parodia!
5782:  Nie da się z tym cholerstwem walczyć.
5785:  Już nam jeden oddział kuszników ucieka, już.
5789:  Ponieważ mają zerową, zerową po prostu, zerową dyscyplinę.
5797:  Dlaczego, dlaczego nie gramy z cavernami?
5799:  Wytłumaczycie mi, dlaczego nie gramy z cavernami?
5801:  Przecież ja nawet nie zdołałem jednej trzeciej tej armii zabić, bo cały czas eliminuję koatlę.
5806:  Dobra, przyspieszam to, bo to szkoda czasu.
5809:  Jeśli na dobrą sprawę ja bym w ogóle przestał wydawać jakiekolwiek rozkazy, to by wyszło na lepiej.
5824:  No dosłownie, jest taki chaos, że ja nic nie widzę.
5830:  Sound very true.
5831:  Tak, no świetnie, jesteście w fortecy, bronicie fortecy i robicie... Aaaa, rejteradę!
5840:  Czemu ja się męczę frakcją, która jest słaba?
5845:  Boże, i teraz całe wznoszenie tego miasta na marne.
5850:  Nieprawdopodobne, nieprawdopodobne.
5852:  I wiecie, co jest najlepsze?
5853:  Gdyby był tutaj jeden lord, to byśmy mieli rozczynięcia automatyczne idealne, bo byłyby buffy dla armii.
5863:  Chyba najlepsza strategia, jak się gra Yuan Bo, to spieprzanie z krain Mazda Mandiego.
5869:  Ile sił w koślawych pęcinach.
5873:  Nie ma innej opcji.
5876:  Włączyć utrzymanie pozycji.
5877:  Jest wyłączone.
5880:  Wszystko jest wyłączone.
5881:  Jedną jednostkę zabiliśmy.
5884:  Moje podniecenie jest niewiarygodne.
5892:  Dobrze, dobrze, zemścimy się.
5894:  To są już dobrze uportyfikowane miejsca.
5898:  A on teraz ma dwa armie, a my jedną.
5903:  W związku z powyższym jedyna opcja, jaką widzę teraz, to zaatakować to miejsce.
5910:  Szlachetna porażka.
5911:  No przecież to jest po prostu... To jest dopiero porażka.
5920:  Masakra.
5923:  Mamy armię, która jest jednolewelowa, mimo że gramy od 52 tur.
5929:  Nieprawdopodobne.
5932:  Ale to musi być dobra bitwa, moi drodzy.
5935:  Nie ma innej opcji.
5936:  Skaveni mają serową taktykę.
5937:  Najlepsza taktyka, moi drodzy, to jest serowa taktyka.
5944:  Skup magię.
5951:  Czy my skupimy magię?
5952:  Nie lubię tej mapy.
5954:  A nie, lubię tę mapę.
5955:  O tak!
5957:  O tak!
5960:  Lubię tę mapę.
5963:  Ejaj, tu będzie flankowało.
5964:  Głupie, ejaj, flankuj.
5967:  Dobrze.
5969:  Wbrew pozorom, tutaj się da przejść.
5977:  Czy my możemy od razu ich ostrzelać?
5979:  Bo taki jest plan, żeby ich od razu ostrzelać.
5984:  A tutaj będziemy mieli działa.
5988:  Dobrze.
5990:  A tutaj mamy resztkę naszych kuszników dzielnych i mężnych.
5994:  No i ta armia już wygląda troszeczkę lepiej.
5996:  Co oznacza znaczek przyniku?
6001:  Maro, ten twój znaczek to jest magia powietrza.
6005:  Magia wody jest jaśniejsza.
6008:  Troszeczkę.
6013:  A better position.
6014:  Wracamy, moi drodzy, do mojej mantry.
6016:  Oczywiście, że są... Czy to są znowu koatle?
6019:  Boże, tu są znowu koatle.
6021:  Ja, ja, ja nie wytrzymam.
6024:  Czy on ma w każdej armii koatle?
6027:  Oj, oj, oj, oj, oj, oj, oj.
6030:  Jak mi przykro.
6036:  Kataj to dobra frakcja.
6037:  Na początku to jest straszna kupa, moi drodzy.
6040:  Dobre frakcje w Warhammerze wszystkie to są od momentu, w którym macie wszystkie dosłownie budynki.
6046:  Wtedy, wtedy okej, wtedy ta frakcja jest dobra, względnie.
6050:  Ale wcześniej to jest kupa.
6054:  Po prostu to jest tak, byście w ogóle nie używali jakichkolwiek sensownych umiejętności, tak to wygląda.
6064:  A tymczasem można nawet bardzo sensownie grać, ale no właśnie, będą problemy.
6070:  Że wycofiamy tę artylerię, ponieważ ja przewiduję inne problemy.
6075:  Teraz pieprznę w jednego z koadlów płonącym wejrzeniem Shema.
6081:  Licząc na to, że sprowokujemy go do ataku.
6087:  I tak się też stało.
6089:  Bardzo dobra wiadomość.
6090:  Jest bardzo dobrą wiadomością.
6092:  Doskonale.
6097:  Ruszasz.
6100:  Teraz próbujemy ich zbejtować w taki blob ładny jednostek.
6105:  I w ten sposób będziemy mogli zacząć strzelać wszystkim.
6109:  O tak, działa.
6110:  W koatle.
6111:  Doskonale!
6114:  Wiecie co zrobimy za moment?
6117:  Zawrócimy.
6120:  To jest najlepsze co można zrobić.
6121:  I zaatakujemy zdolnością cesarskiego egzekutora tę głupią żabę.
6129:  Dobrze.
6130:  Jest grzmiąca artyleria.
6132:  Grzmiące kije.
6133:  Chybiające kije.
6135:  Cesarski egzekutor ładnie zadziałał.
6137:  Podoba mi się.
6142:  Jak będziemy mieli zasięg z flary płonącego deszczu, ognistego deszczu, nie jestem w stanie się przyzwyczaić do tych polskich przykładów, to wtedy walniemy
6157:  Potężnym zaklęciem.
6159:  A przede wszystkim wylądujemy Yuan Bo.
6161:  Taki jest plan.
6163:  Jest flara.
6165:  Flaruj tutaj.
6167:  Masz pięknie flarować w nich.
6170:  Pisze cam 1 i nie działa.
6173:  Tu jest tylko jedna kamera, moi drodzy.
6176:  Gdybyż to było tak jak na Twitchu, Lore z Kaweni z klanu Eshin skopiowali od katajczyków sztukę wytwarzania bomb dymnych, czyli małych bomb wypełnionych duchowym proszkiem.
6184:  Dlatego też moi drodzy, jak gracie klanem Eshin, to startujecie w Kataju, to jest piękne.
6192:  Ojojoj, ktoś obrywa.
6194:  Już kotle niosą takie silne, jak wreszcie mam odpowiednią armię!
6203:  A co tu się stało?
6203:  Nawet nie wiem, co tu się stało.
6205:  Skąd oni zginęli?
6206:  A, już pewnie ta cholerna magia w nich uderzyła, jasne.
6212:  A strzelają czy nie strzelają?
6215:  Macie strzelać w coatle.
6218:  I wy też macie strzelać, wszyscy macie strzelać w coatle.
6221:  Nie, bo to jest flara płonącego deszczu.
6222:  Nie, to jest flara płonącego deszczu.
6224:  O Boże, strzelaj w coatla, strzelaj w coatla.
6232:  No dobrze, teraz jest znacznie lepiej.
6241:  Życzę sobie, żeby Koatl zginął.
6243:  Odczuję erotyczną satysfakcję, gdy Koatl zginie.
6252:  I to mi się podoba.
6254:  Tak ma to wyglądać.
6255:  Bardzo dobrze.
6256:  Znowu?
6257:  Czemu się uwziął na jednej jednostce?
6262:  Boże, jakie to jest złośliwe, wredne dziadostwo.
6270:  Dobra, cesarski egzekutor na nim.
6276:  Teraz tak, czy ktokolwiek tutaj strzela?
6279:  Tak.
6286:  Dobrze.
6300:  Okej, okej.
6303:  Strzelaj w rogatę!
6304:  Strzelaj we wszystko!
6311:  Dobrze, dobrze, wycofują się powoli.
6315:  Nikt nie powiedział, że będzie łatwo.
6321:  Jezus, jakiś dramat to, co tutaj się dzieje.
6328:  Potężna armia niby i co?
6333:  przestańcie strzelać.
6339:  Dobrze.
6343:  Może jeszcze raz pieprznę tutaj kometą i wycofam ich w międzyczasie.
6352:  Dobrze, dobrze.
6352:  Wycofujcie się.
6353:  Pięknie.
6355:  Świetnie.
6355:  O to chodziło.
6358:  Co tutaj atakuje nas?
6359:  Wszystko.
6361:  Dobra.
6362:  Wszystko wskazuje na to, że wygraliśmy.
6364:  Good.
6366:  Łatwo nie było.
6369:  Dobra, działa.
6369:  Na moment przestaniecie działać.
6374:  Siś!
6376:  O nie!
6378:  Zniszczyć Koatla!
6382:  Nie ma to tamto.
6384:  Coatl ma zginąć.
6388:  To jest mój osobisty wróg w tym momencie.
6390:  To będzie pyrrusowe zwycięstwo.
6392:  Stefan się cieszy, że RTS mają się dobrze.
6394:  Ja też, bardzo.
6396:  Czy Neil Gaiman się wypowiedział coś o trzecim sezonie The Good Omens?
6400:  Jeśli tak, to będzie.
6401:  Jeżeli mówisz o Sandmanie, to nie wiem. ...
6411:  Czy wy widzicie, ile jeden strzał zadaje obrażeń temu cholerstwu?
6415:  Świetnie, nie mamy już amunicji.
6422:  I teraz tak.
6424:  Czy opłaca się to miasto zająć?
6426:  To jest dobre pytanie.
6430:  Tak, Good Omens jest trzeci sezon, jest oficjalnie, moi drodzy.
6435:  Good Omens Third Season.
6439:  Proszę bardzo.
6440:  Variety o tym napisało, moi drodzy, więc to jest sprawdzone info.
6443:  Good omens renewed for third and final season.
6447:  Potwierdzone info.
6449:  Popatrzcie, jacy wszyscy zadowoleni.
6454:  Ptyć V od wczoraj, pisze Ptyć Różowy.
6456:  Proszę bardzo.
6457:  Lwy działają najlepiej, jak masz w armii tylko je i biegasz całym statkiem w kupie, charge'ując cały czas.
6462:  Nie jest to dla mojej cierpliwości.
6466:  Fit for a prick.
6497:  Świetnie.
6499:  I tu możemy kuszników dorekrutować w razie czego.
6502:  Dobra wiadomość.
6503:  Bardzo dobra wiadomość.
6505:  I wiecie co?
6507:  Zgorszę was.
6515:  Tak zrobimy.
6516:  Trzeba więcej kuszników.
6518:  Wielość kuszników jest ważna.
6522:  Jeszcze ten kretyn.
6523:  Trzeba go wyeliminować.
6524:  Karawana wreszcie może wyruszyć.
6526:  No to i to chcemy słyszeć.
6532:  Wyślijmy bardzo daleko naszą karawanę.
6536:  Więcej pieniędzy.
6537:  Wyślij.
6541:  Przyjemnie mi się grało, jak ukradłem maga życia długouchym.
6543:  No właśnie, no właśnie Bell, no właśnie.
6548:  RedPencil w temacie RTSów poleca Against the Storm.
6551:  Ekonomiczny RTS fantasy z piękną oprawą graficzno-wizualną.
6555:  Nie mów, nie znam.
6557:  Against the Storm?
6562:  Ojej, jakie to śliczne.
6566:  To jest naprawdę bardzo ładne, w takim stylu trochę banished przez Warcraft 3 i Age of Mythology.
6574:  Bardzo mi się podoba, ładnie wygląda.
6578:  Czy Koatl padł?
6579:  Tak.
6582:  Hatfu wyruszył w podróż, nie inaczej Danielu, nie inaczej.
6587:  Against Weston tworzyło włocławskie studio, żartujecie?
6590:  Czemu powiedziałem włocławskie?
6594:  Nie wiedziałem, rubar.
6596:  To dobra wiadomość.
6598:  To, to, to, już widzę, jak się ruszysz.
6602:  Distraction and confusion to on będzie mieć za moment.
6606:  I będzie mieć kolejnego maga.
6607:  No i widzicie, to jest problem standardowy.
6609:  To znaczy, co ja mam zrobić?
6611:  Jedyne, co ja mogę zrobić, to go zbejtować do ataku.
6614:  To jest wszystko, co mi tu zostaje.
6616:  I chyba to zrobimy.
6618:  Bo ja nie zamierzam go oblegać, nie mam takiej możliwości nawet.
6625:  Dobra, jest szansa, że to się uda.
6628:  Niewielka, ale jest.
6630:  My nigdy nie wyjdziemy poza te prowincje, ale wiecie, plus jest taki, że cały czas je umacniamy.
6635:  I teraz one już mają sensowne garnizony.
6644:  Nie chcę przydzielać punktów umiejętności.
6647:  Obraził się Krzysztof.
6651:  Wymyślisz Alanie Wake'u 2?
6653:  Nie planuję ogrywać Maczku, bo to horrorowe, więc nie w moim stylu, ale chętnie obejrzę na live'ach.
6662:  Bez schematu mieliście, znaczy na bez życia.
6663:  Nigdy się nie przyzwyczaję, że Filip teraz streamuje na bez życia były live'y z właśnie tegoż.
6669:  Dobry wieczór, Def Dolly, dobry wieczór.
6672:  Polecam serdecznie rozmowę z Anną Schulz, którą mieliśmy przed chwilą.
6677:  3,5 godziny rozmawialiśmy, nie spodziewałem się tego.
6679:  Pakt o nieagresji?
6680:  Nie.
6682:  We don't do Pact of Neagresy here.
6688:  Jest i przyjemny kapuśniaczek tutaj, popatrzcie, popatrzcie.
6695:  Nie będziemy go atakować oczywiście, ale tu postanowimy się kogoś zranić.
6700:  Mamy największe szanse na zranienie jego.
6702:  Oczywiście to się nie uda.
6704:  Sukces, udało się, świetnie.
6707:  I teraz bait.
6709:  Musi się udać.
6711:  Nie ma opcji.
6717:  Noo, no nareszcie!
6719:  Dobra, jak tam z północnymi prowincjami?
6722:  Dalej 39.
6723:  Ktoś mi mówił, że podobno teraz będzie lepiej, jeżeli chodzi o Konfederację.
6729:  Nie jest to prawda.
6732:  Nigdy nie jest lepiej, jeżeli chodzi o Konfederację.
6735:  Krzysztof się keczapu Włocławek na wpieprzą i mu się mierza we obie, nie inaczej.
6739:  O, to byłoby zabawne, gdybyśmy jeździli do Włocławia, a nie do Wrocławia.
