🔴 Bear with me, niedźwiedź ze mną — WARHAMMER 3 Kostaltyn #2
🔗 https://www.youtube.com/watch?v=yjpBzYQVOcw

34:  Szybko ruchnij.
6460:  I najgorsze jest to, że właśnie jeżeli nie macie tego startowego kapitału, to ja zrobicie, brzydko mówiąc, no.
6467:  Ja się dlatego tak wściekałem o to wszystko i dlatego jestem taki zły, jak wchodzi na uczelnię dyskus neoliberalny, który mówi, że ho, ho, ho, se ludzie poradzą, tak, se poradziłem.
6478:  To jest dokładnie, to jest piramida finansowa, to jest mechanizm piramidy finansowej.
6482:  Dziękuję, że to ktoś powiedział.
6486:  I pamiętajcie, że to nie są ludzie, którzy cokolwiek sprzedają, oni sprzedają przestrzeń serwerową na publikacje naukowe.
6496:  Uczelnia oddaje post factum?
6497:  Nie zawsze.
6500:  Czasem tak, czasem nie.
6501:  Różnie bywa.
6503:  Na szczęście moja obecna tak.
6505:  Ale z kolei na mojej obecnej konferencje się nie liczą.
6508:  W związku z powyższym liczą się tylko publikacje.
6511:  A to prowadzi z kolei do innych patologii, to znaczy jeżeli macie dotację dużą dla uczelni, to uczelnia wydaje to na kupowanie artykułów naukowych.
6521:  Stąd jest tyle chujowych doktorów i profesorów, którzy nic nie uczyły czytając kartki na wykładach.
6524:  Bingo!
6526:  I przypominam cały czas, to jest system punktowy.
6530:  Nie było tego, gdy nie było systemu punktowego, bo trzeba było się wykazać, żeby zostać skierowanym na konferencję i trzeba było coś wiedzieć i coś umieć już bazowo.
6541:  A dzisiaj wystarczy mieć kasę.
6543:  I kontakty oczywiście, pilnie strzeżone kontakty, nie zapominajmy.
6549:  Obr... Niestety przy tej, przy tej armii trzeba bardzo uważać.
6555:  Ale patrzcie, jak weźmiemy ich w... To się nazywa pincel movement ładnie.
6561:  W pęsetę.
6567:  No, no, no, trójeczka ma problemy.
6573:  Okej, jak z dwójką.
6576:  Dobra, dobra, uciekajcie cały czas, bardzo dobrze, bardzo dobrze, bardzo dobrze.
6582:  Wycelowali w siebie zaklęcie.
6584:  Tak, wpływowi rodzice też pomagają, a wiecie, co jest najzabawniejsze?
6588:  Że ja słyszałem wiele razy, że matury na studia wyeliminowały nepotyzm.
6593:  No to macie, jak wyeliminowały nepotyzm.
6595:  Fantastycznie jest nepotyzm wyeliminowany, w ogóle go nie ma.
6600:  Widzicie, co się dzieje przy tej taktyce?
6602:  AI głupieje i wysyła na nas małe jednostki.
6607:  Małe zgrupowania jednostek.
6609:  Skutek tego jest taki, że my jesteśmy w stanie oddzielać ich i manewrować lepiej.
6615:  Dobra, drużyno.
6619:  Użyj magii, bardzo cię proszę.
6626:  Trzeba tylko uważać, żeby się nie klinowały te nasze jednostki biedne.
6629:  Co tu się dzieje?
6632:  Oho, oni już... Oni już obrwali za bardzo, bo tu jest bohater.
6641:  A dobra, weźmy ich do jednej grupy jednak.
6648:  O Jezus, nasz bohater obrywa za bardzo.
6654:  Mogę sobie nie poradzić z tym.
6656:  Dobra, uciekaj, uciekaj, uciekaj, uciekaj.
6657:  On walczy z olbrzymem.
6661:  Za bardzo jest mobilna ta ich armia.
6665:  Dobrze, tu sobie poradziliśmy prawie.
6667:  Nie wiem jak.
6669:  Już wiem jak.
6670:  Oni się zainteresowali czym innym z naszej strony.
6673:  Co się tutaj dzieje?
6674:  Dobra, Tessanie muszą się wycofać.
6675:  Wycofujcie się.
6679:  A, ładnie sobie radzą z nami.
6681:  Nie spodziewałem się.
6685:  Dobrze.
6688:  Mam takie wrażenie, że zwłaszcza jako pokolenie milenialsów byliśmy jako edukowani przez szkoły rodziców do życia w świecie, którego nie ma.
6694:  To jest smutna i słuszna uwaga, zgadzam się z nią.
6697:  Dobra, wycofujcie się, wycofujcie się, błagam, wycofajcie się.
6701:  Nie chcę bardzo stracić tych sań.
6704:  Nie chcę stracić tych sań.
6706:  No nie chcę!
6707:  Z tego względu, że ja się bardzo długo rekrutuję.
6709:  Dobra.
6710:  Taka mała taktyka, jeżeli w ten sposób ich przekierujemy, to jest szansa, że będą lepiej strzelać.
6720:  Dobrze, dobrze, dobrze, gigant zaraz padnie.
6724:  Czy mam jakieś oczekiwania za tym God of War?
6729:  Chcę naprawdę dobrej historii, wiecie, bo gameplayowo ja nie będę przesadnie zadowolony.
6734:  Ło Boże, ło Boże, nie zauważyłem tego.
6737:  Patrzcie, już bohater pada, nie?
6738:  Bardzo dobrze, bardzo dobrze, bardzo dobrze.
6741:  Sanie?
6742:  A, swoją drogą, lekkie sanie bojowe dlatego, że są troszeczkę szybsze.
6747:  78 daje nam prędkości, możemy jeszcze potem mieć więcej ciutkę.
6749:  O, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o, o
6773:  Uwielbiam, moi drodzy, Doomstack Sign, tylko jest trochę gorzej śledzę teraz czat, ponieważ jest ambitna walka.
6779:  Code Geass i Lighthouse bardzo polecam, Paulus.
6782:  Znakomicie się bawiłem oglądając Code Geass.
6786:  Przepięknie zaprojektowany świat i naprawdę atrakcyjny system magii.
6792:  Dużo rozważań też politycznych interesujących.
6796:  Rzadko się tak zdarza, żebym tak zassała mnie animka.
6800:  Krzysztof na serio zagra w God of War?
6802:  To nie jest rzadko.
6802:  To jest moje, moje drodzy, moje zobowiązanie w zamian za to, że przerwałem na kanale serię, którą miałem kontynuować.
6811:  Przestali się interesować naszym lordem, dobrze.
6814:  O!
6815:  Idziemy w tę stronę, dobrze.
6819:  Więc atutem tej armii nie wątpię jest mobilność i to duża.
6825:  Człowie, to nie są polubowne dojście, to jest wypracowany networking, o tak.
6830:  Ech, smutne to jest strasznie, a akurat te problemy uczelniane to nie jest rzecz, która jest wyłącznie w Polsce.
6836:  To jest coś, co do nas przyszło i na przykład mój dziadek bardzo intensywnie oponował przeciwko tym zmianom, które wprowadzali w latach 90.
6849:  rządzący, mówiąc, że, ale wiecie, ja znam te zmiany z Zachodu, ze swoich podróży konferencyjnych i one nie są dobre, to do niczego dobrego nie doprowadziło.
6861:  Więc w sumie cieszę się, że już nie żyję, bo byłby troszeczkę zdenerwowany.
6867:  Mówiąc troszeczkę zdenerwowany, mam na myśli bardziej niż ja.
6872:  Myślałem, że odrzucą ciebie projekty postaci w Code Geass, bo ciała mają dziwne proporcje.
6875:  Nie, nie, jakoś była realistyczna kreska w miarę, więc dla mnie spoko.
6879:  Poza tym ja bardzo lubię wszystkie Gundamowo podobne narracje, więc Knights of Cydonia dlatego też lubiana przeze mnie.
6887:  Ale nas kastują za ten czar non-stop, a nie wiem, kto go kastuje w tym momencie.
6892:  Wydziaływało mi się, że wszyscy bohaterowie... A, nie.
6895:  Wujoczyrak.
6897:  Naprawdę?
6898:  Naprawdę on się nazywa Wujoczyrak?
6902:  Protip, zauważcie, że teraz są troszeczkę, odrobinkę przynajmniej zmęczone te sanie, więc jest taka mechanika, która tutaj się nazywa, jest troszeczkę ukryta w igoru i czasem jest tak, że trzeba dać odpocząć troszeczkę naszym jednostkom, żeby później zachowywały się bardziej zbornie.
6920:  To jest Archeon?
6922:  To jest Armia Archerona?
6923:  Nie żartuj.
6927:  O Jezus, ja tego nie zauważyłem.
6928:  To dlatego mamy tak przerąbane!
6933:  Dobra, ale mamy jeszcze amunicji troszeczkę na ogarnięcie Archeona.
6940:  Archeon Wszechwysraniec nie bez powodu jest przeze mnie tak nazywany, moi drodzy.
6944:  Dobrze, teraz sobie z tego zrobimy jedną grupę, a z tego sobie zrobimy drugą grupę.
6952:  Pięć.
6954:  Więc piątka idzie w tę stronę, jedzie w tę stronę, a my teraz kontrolujemy ich.
6961:  Dobrze, wy uważajcie.
6967:  Problem, czy chciał obejrzany?
6968:  Męczę się, Kiwik.
6970:  Nie słuchajcie mnie, bo serial może być dobry i może się podobać fanom science fiction, więc ja bym czekał na recenzję na bez schematu, ale ja się męczę.
6977:  Dla mnie serial jest niezbornie wyreżyserowany.
6980:  Zastanawiam się, czy zrobić recenzję, ale jeszcze chciałbym jednak dooglądać do końca.
6985:  Mam wrażenie, że tam są te same problemy, które są w Grze o Tron w późniejszych sezonach.
6989:  To znaczy, jest za dużo wątków wprowadzonych, za dużo bohaterów i jeżeli ktoś nie zna książki, mój kazus, nie doczytałem do końca,
6995:  poddałem się przy pierwszym tomie, wspomnieniu o przeszłości Ziemi, to obawiam się, że może nie ogarniać.
7000:  W każdym razie ja z trudem ogarniam, co się tam dzieje.
7003:  Ewangelion widziony, no oczywista sprawa, przepiękny jest Ewangelion.
7007:  I lubię wszelako chyba bardziej tę wersję filmową, bo ta serialowa ciupineczka się już zestarzała.
7018:  No, ale mamy jeszcze miejsce do manewrowania.
7022:  Ale ładnie giną.
7024:  Dobrze, to teraz możemy ich przechrzcić na grupę pierwszą, a piątką na grupę drugą.
7028:  Nie rozumiem nigdy, dlaczego Legend of Total War tak rzadko korzysta z grup.
7031:  Dla mnie korzystanie z grup w Total Warze to jest podstawa absolutnie.
7034:  Zawiesiło streama, nie przerażajcie.
7036:  Mam nadzieję, że nie wszystkim.
7039:  Lepiej obejrzeć do końca, pisze Anna Eł.
7040:  No właśnie dlatego powstrzymuję się, moi drodzy, od komentarzy na razie nad Problemem Czech Ciał.
7047:  Nie chciałbym ocenić nieuczciwie.
7049:  Aczkolwiek będę utrzymywał jednak to jedno zdanie, że wprowadzanie wielu wątków w tak trudnej narracji nie jest dobrym pomysłem.
7061:  Działa okej, okej.
7064:  Filip kocha problem trzech ciał książkowy, moi drodzy, więc ja... i Filip kocha science fiction, więc ja się spodziewałem, że będzie mu się podobało.
7074:  Dalvigo spisze, że kądując wątek zawsze mówili mi, że studia, wyższe kształcenie, praca sama się znajdzie.
7077:  Wcale tak nie było i żałuję wyboru kierunku użytecznego.
7080:  Mnie też tak mówili.
7084:  Ale ja wybrałem kierunek bezużyteczny.
7086:  I z perspektywy czasu się w sumie cieszę.
7089:  Ale Arkaon jest niebezpieczny, cholera jasna, no.
7093:  Jeszcze jest szybki.
7096:  No strzelajcie w niego.
7098:  Ma 8 tysięcy życia, rany bost.
7103:  Ale to jest sposób na Archeona, moi drodzy.
7106:  Sposób na Archeona jest jeden.
7107:  Wykończyć mu armię.
7109:  Nie ma innego.
7112:  Nie ma innego sposobu na tego cholernika.
7122:  Oskar Raus dopytuje, jak tam pogoda w Krakowie.
7123:  No, no, dziękuję chujowa.
7126:  Znaczy strasznie jest w tej chwili.
7127:  A było fajnie rano, bo wyszło nawet słońce, jak Krzysztof się pofatekował na zakupy.
7134:  Książka jest gorzej, pisze Anna, bo historia nie jest pokazana tak liniowo, tam jeszcze bardziej skacze.
7139:  Jeszcze bardziej?!
7140:  Ja mam wrażenie, że tutaj bardzo skacze historia, dajcie spokój.
7145:  Czy w God of War będzie polski czy angielski dubbing?
7147:  Jak zawsze czerwony list, uzależnimy to od wyboru ludzi na czatach.
7149:  Wy rządzicie.
7150:  To dla was ma być przyjemne doświadczenie.
7155:  Różnie bywało z tymi dubbingami.
7158:  Czasami były bardzo dobre.
7159:  Raz robiliśmy tak w cyberpunku, że zmienialiśmy z polskiego na angielski i vice versa.
7164:  No i generalnie rzecz biorąc, no ja się tylko naraziłem ludziom, którzy są fanami aktorów polskich.
7171:  Oskar pisze, że u niego 22 stopnie.
7173:  No i to jest temperatura, tak?
7175:  To jest temperatura.
7180:  Krzysztof i go dowołał tak grać barbarzyńcom.
7182:  No niestety, challenge to challenge, moi drodzy.
7188:  To była trudniejsza walka, niż sądziłem.
7190:  I teraz pytanie, czy zniszczyli nam jakieś Sanie.
7194:  NIE!
7198:  By the way, straty są 35, dlatego że z niewiadomych względów Sanie nie są traktowane jako pojedyncza jednostka, tylko są traktowane, no bo tam są cztery w każdej, nie?
7208:  No więc dlatego 35.
7212:  Ma być boj, a nie chłopcze, zdecydowanie.
7214:  Niech będzie podpalony jamnik Christos i najświętsza przyprawa.
7217:  Tuż za powitanie, Marku.
7218:  Dziękuję ci serdecznie.
7220:  Nowacka podpisała dzisiaj rozporządzenie ograniczające prace domowe.
7223:  Zaczęło się wycie środowiska.
7224:  Widziałem, widziałem.
7225:  Będę komentował prawdopodobnie w serii.
7227:  Basz się prosi.
7235:  Szamboblech?
7237:  Dlaczego on się nazywa... Drużyna!
7239:  Dlaczego on się nazywa Szambobry?
7241:  Ale wiecie, to jest smutne w sumie, jeżeli ten Zaklinacz Lasu już będzie tylko dawał regenerację dla wcielonych wiedźm.
7249:  To w sumie powinniśmy mieć z nim Doomstack dla wcielonych wiedźm.
7253:  Które, nawiasem mówiąc, też mają sanie.
7256:  Więc to się da zrobić.
7259:  No.
7259:  Dobra, i druga rzecz, on troszeczkę za bardzo ginął nam.
7264:  Chełmo szósta mu damy.
7268:  Talizman przetrwania, ooo...
7273:  Angielski dubbing wiąże się z wizytą Ordo Hereticus, lepiej to przemyśleć.
7277:  No właśnie, no właśnie.
7280:  Widzicie jakie to są trudne decyzje, o możemy to sobie połączyć.
7284:  Proszę, talizman przetrwania następny, dobra wiadomość.
7288:  Która rasa fantasy jest moją ulubioną?
7290:  Niezmiennie krasnoludowie.
7293:  Dzisiaj na spacerze krótki rękaw, 25 stopni, no właśnie.
7296:  No u mnie aż tak nie było, żebym ja założył t-shirt to trzeba wiele.
7302:  Głównie trzeba Włoch lub podobnych okolic.
7306:  I am Kostaltin.
7311:  You are Kostaltin.
7314:  He is Kostaltin.
7318:  No jaka pewność siebie, no.
7320:  Ej, a może mamy jakiegoś patriarcha do wczytania?
7322:  Nie mamy.
7322:  Szkaradna Wiedźma.
7326:  Nie ma żadnej dobrej dyscyplina.
7328:  Ooo, bieremy!
7334:  Trzy miesiące już zrobiła więcej niż... A to tak, to swoją drogą, ale to nie jest sukces zrobić więcej niż magister niełuki szkodnictwa wyższego.
7341:  Jakie zmiany w życiu pomogły ci z redukowaniem wagi?
7344:  Sam chce się za siebie zabrać, jest tyle porad co ziaren piasku, nie wiadomo, która jest właściwa.
7349:  W moim przypadku... To było dość skomplikowane, po kolei.
7353:  To znaczy, po pierwsze...
7355:  Lubię słodycze, w związku z powyższym musiałem sobie znaleźć rzeczy, które są słodkie.
7359:  Ludzie mogą pamiętać, ci którzy chodzili na streamy, przychodzili na streamy jakieś 2,5 roku temu, coś takiego, że jadłem batoniki, które się śmiesznie nazywały dobra kaloria, bo były słodkie i były z prasowanych owoców.
7373:  więc miałem coś słodkiego, tak?
7375:  I później dzięki temu redukowałem cukier.
7377:  Druga rzecz, bardzo dużo piłem herbaty zielonej, no i właśnie stąd się wzięła herbata New York, że ta herbata była z białą czekoladą.
7385:  A jej tam była mikroskopijna ilość, ale smakowała dobrze, nie?
7388:  Trzecia rzecz, no to były treningi, no tego się nie uniknie.
7391:  U mnie to był basen połączony z EMS-em, ale na EMS poszedłem później.
7396:  I ostatnia rzecz, to była dieta, więc to są te czynniki, które u mnie pomogły najbardziej.
7402:  I najważniejsze jest jedno, to jest coś, czego się nauczymy od dietetyków i od trenów profesjonalnych.
7407:  Absolutnie nie działa, jeżeli robimy to w ten sposób, że a, to teraz będę jeść liście sałaty wyłącznie.
7413:  Nie, znaczy będziesz na głodzie, na głodzie cukru, na głodzie tłuszczu, węglowodanów i wszystkiego, więc przejście radykalne na dietę nic nie daje, natomiast ograniczanie powoli różnych posiłków i dbanie o to, żeby one były regularnie i liczenie kalorii ich, to na pewno pomaga.
7430:  Daniel Ratajczak jest Jan Mikołajem, Krzysztof Ględzi, a tymczasem rzeczy się dzieją na czacie.
7435:  I właśnie Wendek otrzymał wsparcie na zachętę.
7439:  Kiwik i Marek Zajusz i Destiny dołączą na wspierających na powrót.
7443:  I ktoś jeszcze, nie dali.
7446:  I gorąca czekolada a propos słodkiego.
7448:  Rainman oraz Blitz i Emeriu i Wiktorius.
7453:  Macie znowu jamniki, moi drodzy.
7455:  Czy da się zastąpić czymś czekoladę?
7460:  U mnie właśnie to było zrobione na dwa sposoby.
7464:  Czyli raz była to herbata z czekoladą.
7466:  Jak macie czekolady, to takie maluteńkie wiórki są dodane do tego.
7472:  Nie wiem, w liczbie czterech na całą saszetkę stugramowej herbaty.
7476:  Natomiast ja jadłem czekoladę, która była stuprocentowa, gorzka i jadłem jedną tafelkę albo jeden kawałek czekolady, w zależności od tego, jak mówicie.
7487:  Dziennie.
7488:  To było dla mnie bardzo trudne i musiałem sobie wydzielać to.
7492:  Więc trzeba trenować słabą silną wolę, moi drodzy.
7496:  Bo wszyscy mamy słabą silną wolę.
7499:  Czy my zakończyliśmy tę turę?
7501:  Ja teraz mam turę jak Legend of Total War, dramat.
7503:  Po prostu ona się ciągnie w nieskończoność.
7505:  Ale możemy jeszcze zdobyć, moi drodzy, pozostałości po bitwie.
7508:  Kostkę się mówi.
7511:  No i znowu.
7514:  Rozpocznij ankietę.
7517:  Z czego składa się tabliczka czekolady?
7524:  Z kostek, z tafelek, z kawałków.
7531:  Rozpocznij ankietę.
7533:  Flizy, to są flizy.
7539:  Tak, to są flizy.
7542:  Sześciopak, kiedyś mi się coś na kształt tego udało zdobyć, natomiast i teraz jak mawia pięknie Andy Richter z już nieobecnego na antenie telewizji amerykańskiej Late Night Show Conan,
7557:  Mianowicie on mówił, że ma sześciopak, który jest izolowany warstwą tłuszczu, żeby lepiej trzymać chłód piwa.
7563:  Uwielbiam.
7569:  Okienka?
7570:  Znaczy, czekolada ma okienka wtedy, kiedy widzisz przez nie tafelki.
