69 000 SUBSKRYPCJI DLA SLAANESHA — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=rB9atL7RQ-4

688:  Chcieliście żądzy?
7376:  Wierni dwa nature.
7378:  Dwóch nature, ściślej mówiąc.
7384:  Dobrze, dobrze.
7385:  Jeszcze liżemy rany.
7386:  Jeszcze liżemy rany i później odlegamy Tor Korunai.
7392:  Możesz pisać z czapy, Graff, nie ma sprawy.
7395:  Witamy w WolferSniper44.pl, proszę, proszę.
7400:  Zasada jest taka, posługujesz imieniem i nazwiskiem, to jesteś pan.
7403:  Nie żartuj nawet.
7405:  Ale to jest w ogóle zabawne, bo w zachodniej sieci jest coraz więcej kanałów imiennych.
7410:  Czy my... Ooo, Belekor chce z nami protraktować, oczywiście, że to chcemy.
7416:  Dlaczego w lore bez schematu pojawiasz się jako czarny charakter, władający magią ognia i gnębiący Filipa?
7421:  Ponieważ Filip potrzebuje szwarc charakteru, po prostu.
7426:  Teleturniej o grach, czy chciałbym wziąć udział?
7427:  Gdzie jest to teleturniej, gdzie są pytania o grach?
7430:  Tak, jeżeli będę chciał mógł śmiać z punkcików.
7435:  Więc tak, spoko.
7436:  Od razu mogę gra zaspoilować ci?
7438:  Przerżnę.
7439:  I nie mówię tak tylko dlatego, że gramy teraz Slaneszem.
7444:  Ja przegrałem we wszystkich konkursach, więc z pewnością będę dobry jako Comic Relief.
7453:  Co to jest za potężna armia?
7458:  Dajmy im się wykrwawić, co?
7459:  My z tą armią nie mamy żadnych szans.
7465:  Z tą też.
7465:  Co tu się w ogóle dzieje?
7468:  Chociaż z drugiej strony...
7472:  Z Norscanami to byśmy wygrali, oni nie mają przecież żadnych łuczników.
7477:  Nie wiemy kto tu jest tylko.
7480:  Czy ktoś z nimi jest w stanie wojny?
7483:  Otóż Clothic jest z nimi w stanie wojny.
7486:  Ciekawe.
7487:  Więc gdybyśmy ich zaatakowali, to Clothic teoretycznie miałby z nami mniej problemów.
7493:  Uwierz mi, byli ludzie, którzy na pytanie czego bogiem jest Kratos z gry go dowołali po odpowiedzi kraterów.
7498:  Okej, okej.
7499:  Okej.
7501:  Więc przyjmuję zaproszenie, Graff.
7502:  Przyjmuję wyzwanie.
7503:  Rękawice.
7509:  Muszę się nauczyć grać w Guachame Total War.
7511:  Gdzie można stworzyć sojusz dwóch wierzb i szegniwus.
7513:  O. Dobra, atakujemy.
7516:  Ma być wesoło.
7519:  Jeszcze Legion.
7525:  Nie chciałem, żeby dołączył do nich Legion Cienia.
7529:  Popełniłem katastrofalny błąd.
7532:  Popełniłem katastrofalny błąd.
7542:  Łowcy grasantów, norskańskie ogary.
7546:  Tu jeszcze jest włócznicy grasantów.
7550:  churze.
7551:  Weźmiemy sobie tylko wiernych.
7556:  O!
7557:  Rydwanych chaosu dostaliśmy.
7559:  Nie, że bym tego potrzebował.
7561:  Podarunek Slaanesha.
7562:  Jak to działa?
7563:  Podarunek Slaanesha działa w ten sposób, że wywieramy wpływ na kogoś i teraz zobaczcie, co możemy zrobić.
7570:  Jak jest wypełniony ten cudowny wskaźnik.
7573:  Zdominuj koszt 300 wiernych.
7579:  O, zdominowana frakcja.
7583:  Jest już nasza, możemy jej rozkazywać.
7588:  Dobrze, głupi sługo, zaatakuj w takim razie.
7594:  Zaatakuj kogoś.
7595:  Aha, nie może jeszcze zaatakować.
7596:  Dobrze, na razie jest głupi sługa.
7602:  Julka, nasza moderatorka i wspierająca, prosi o jamniki, ponieważ imienniczka jest w katastrofalnym stanie.
7608:  Julko, serdeczne jamniki także i ode mnie dla ciebie.
7611:  Najserdeczniejsze wspierające jamniki.
7619:  Dobra.
7620:  Musimy się rozbudowywać, jeżeli tu się dzieją takie rzeczy, moi drodzy.
7624:  Bo ja już widzę, jak jesteśmy atakowani za moment i to nie będzie miłe.
7631:  I stosunki dyplomatyczne... jeszcze nie.
7646:  Ale Biczyk chcemy tańszy.
7649:  Biczyk tańszy, słuszny.
7651:  Maka111, dziękuję za trybut.
7652:  Jak Mando?
7653:  Czy czekasz na Ahsokę?
7654:  Na Ahsokę średnio.
7656:  Na pewno bardziej niż na ten film czekam na Ahsokę.
7659:  Natomiast Mando jest bardzo w porządku.
7661:  Niektórzy krytykują Mando, ja nie wiem dlaczego.
7664:  Jest naprawdę nieźle.
7666:  Czy Vanilla to dla Warhammer 3 jest pewnego rodzaju frameworkiem na wszelkie modyfikacje dla tej gry, czy może uważasz, że ta gra bez modów nie potrzebuje?
7671:  Na razie nie potrzebuje, Aliad.
7673:  Jest naprawdę spoko, przynajmniej w wersji Immortal Empire, która jest teraz dostępna dla wszystkich.
7680:  Jestem na scenie już 69 sekund i nie widzę żadnej jurności.
7684:  Co to ma być?
7684:  Krzysztofie, przepraszam, kotlet, a ten rozwarty jamnik to co?
7690:  Rozwarty jamnik, to co?
7692:  W ogóle jest, jest, moi drodzy, za jasno.
7695:  Zróbmy tak, żeby było ciemniej.
7697:  Ooo.
7698:  Ooo!
7700:  Nic nie mówiliście, że jest za jasno.
7703:  Możemy obdzielić konkubiny.
7707:  Na razie nie.
7707:  Na razie nie jesteśmy, nie jesteśmy aż tak dobrzy.
7710:  Aaa!
7711:  Wiedziałem, wiedziałem, wiedziałem, wiedziałem, wiedziałem!
7713:  Uda się?
7714:  Dobrze, jest osłabiony.
7716:  Świetnie.
7717:  Ale my też.
7720:  Dobrze, to szybko tylko.
7724:  Przyzywamy armię wyznawców.
7732:  I... Syczącą kawalerię, bo nas stać.
7742:  Good, biorę to.
7745:  Podporządkowanie!
7747:  500 wiernych.
7749:  I o to nam chodzi, moi drodzy.
7751:  Tak działa Slaanesh.
7752:  I wiecie, co jeszcze zrobimy?
7754:  Nie zgadniecie.
7755:  Teraz... Po co mamy bronić Mistnaru?
7758:  To jest tak problematyczne.
7760:  Mmm... Slaanesh ma lepszy pomysł.
7763:  Skoro przecież możemy... przekazać Mistnarklotyk z powrotem i jeszcze poprosić za to dużo pieniążków.
7775:  Popatrzcie, jak nam dali od razu bez żadnego problemu.
7781:  Tak, właśnie tak to działa.
7783:  A to jest niepotrzebne.
7785:  I to jest, moi drodzy, mistrzostwo slaneszowej dyplomacji.
7789:  Wracamy tutaj natychmiast i później na północ, na północ, moi drodzy.
7793:  Szybko, szybko.
7796:  Wspaniale się gra slaneszem.
7798:  I co więcej, jeszcze pięć, jeszcze dwieście pięćdziesiąt i będziemy mogli rozprzestrzeniać kulty.
7804:  Wspaniale.
7808:  Elfy Wysokiego Rozrodu, tak, Bigomeza?
7812:  Absolutnie.
7814:  Przepiękne.
7816:  Hmm, Kaplica Kurnosa.
7818:  Nie!
7822:  Nie!
7822:  Hehe.
7830:  Jeśli szukasz ciekawego świata fantasy, polecam Cień Władcy Demonów.
7834:  Mmm, dobre.
7835:  Jak wygląda twój rachunek za prąd?
7836:  Nie jest źle.
7838:  Nie jest źle, moi drodzy.
7840:  Czemu wszyscy piszą tak?
7842:  Yyy...
7845:  Zadałem jakieś pytanie i zapomniałem.
7848:  Jeźdźcy Ruhanu zostali oto zaatakowani przez Tyriona.
7851:  Niedobrze.
7853:  Wezwijmy wszystkich na pomoc.
7857:  Alariel, wezwijmy na pomoc wszystkich, zaraz ich zdominujemy.
7863:  Kaplice jurnych jamników.
7865:  Czy tylko ja mam wrażenie, czy w Warhammerze 3 bardzo się podniósł poziom trudności bite wszystkimi interakcjami?
7869:  Podniósł się Szymonie.
7870:  Ale to akurat dobra wiadomość.
7872:  Podpalony Majłosz dziękuję ze wsparcia do 18 miesięcy.
7876:  Ku chwale rozpusty.
7877:  Jako i ty, szlachetny panie.
7880:  Lubrycja flageralczuk.
7884:  Dobrze nam służyła, teraz jednak pragnie stać się kimś więcej niż zwyczajną konkubiną.
7893:  Choć nigdy nie będzie ci równa, jej żądza by dominować nad innymi jest godna podziwu.
7904:  Jednak... Musi wybrać, czemu się poświęci.
7910:  Lubrycja zyskuje cechy Upajająca Aura, która podniesie dyscyplinę wroga.
7915:  Nie, naszą.
7916:  Albo obniży dyscyplinami wroga.
7919:  Ucieleśnienie Agoni, obniżajmy dyscyplinę.
7923:  Dobrze.
7925:  Im więcej cech, tym lepiej.
7929:  Dobrze.
7931:  Hunger.
7934:  Oddani Grasanci Slaanesha.
7936:  Weźmy ich.
7937:  Przydali się.
7938:  Trzymali dobrze
7942:  Front.
7945:  Z włóczniami jacyś są jeszcze.
7947:  Ej, wiecie co?
7948:  Musimy mieć przynajmniej dwóch z włóczniami, no umówmy się.
7952:  Trzeba polerować włócznie uczcisla nesza.
7957:  Kim są oni?
7958:  Oddani grasanci z korbaczami piekieł.
7961:  Dobrzy są, ale na razie ich nie potrzebujemy.
7965:  Okej.
7965:  Demonetki są tylko stąd do rekrutowania?
7968:  Tak.
7969:  Czyli nie możemy się tego na razie pozbyć.
7971:  Dobrze.
7975:  Czy po debacie organizowanej przez Stowarzyszenie Umarłych Statutów od razu lecisz do domu, czy będzie chwila, żeby pogadać?
7979:  Będzie chwila, żeby pogadać.
7980:  14 kwietnia, moi drodzy, w Krakowie jest debata i spotykam się tam z między innymi Małopolską Kurator Oćmiaty.
7988:  Informacja jest na ten temat na Discordzie.
7995:  Jaka muzyka wjechała, oooo.
7998:  Filip pisze, że od dawna uczy się, nie uczy się quest designu, ani od niedawna uczy się quest designu.
8003:  Polszczyzna jest skomplikowana.
8005:  Jestem samoukiem, więc przydałaby się jakaś porada.
8007:  Obecnie piszę zadania w stylu Jamesa Bonda, ale w sieciach steampunka.
8009:  To fajne zadanie kreatywne, podoba mi się.
8015:  Najlepsza rzecz, o jakiej możesz pomyśleć, to integracja celu gry z celem fabularnym.
8020:  A zatem, żeby Objective nie musiał być tylko komunikowany na ekranie, na interfejsie, tylko żeby wynikał z tego, co dzieje się w dialogach, co dzieje się w fabule, i żeby gracz wiedział, co robi bez zaglądania do dziennika.
8033:  To jest trudne, ale to się da zrobić.
8035:  Dałbym sobie taki challenge.
8039:  Yurniversitat jest do rozbudowy, moi drodzy.
8042:  Hmm...
8045:  Nie, nie, nie, nie, moi drodzy, nie żadne Thor a Harae.
8053:  O, absolutnie, Thor druk Harae dla Nakariego w sam raz.
8058:  Świetnie.
8058:  Sierra.
8060:  O, Sierra będzie oblegana zaraz, wiecie, co zrobimy wtedy z nimi.
8065:  Niekończący się strumień wyznawców do batorzenia.
8069:  Ostatnio grałem Ikitem, pisze Szymon.
8071:  To dostałem straszny oklep od przeciwnika, nie miałem stanie go pokonać, mimo że armia była mierna.
8075:  Oto Resolve, zdecydowanie zwycięstwo.
8077:  To się zdarza, ale Ikitem leć w Doomstack z Kaweni.
8082:  Czterech Plague Priestów, co najmniej.
8086:  Dużo... o, zerwali pak ognie agresji, pożałują tego.
8089:  Dużo katapult, szponów zarazy, minimum 4-5, dwie spatchrusznice, no i szczuromioty.
8099:  Dobrze.
8099:  Z Rohameremtymi40 pisze Vedex, mam ten problem, że z tego co wiem, nie są to uniwersy zapoczątkowane przez zwartą fabułę.
8104:  No nie.
8105:  Nie są jak najbardziej.
8107:  Były zapoczątkowane jeno przez figurki.
8112:  Proszę, proszę, atakuje nas ktoś tutaj.
8115:  Czy jesteśmy w stanie z nim paktować?
8118:  Nie bardzo.
8119:  Legion cienia.
8121:  O Jezus Maria.
8123:  Nie jesteśmy w stanie z nim paktować.
8125:  No nic.
8126:  Damy radę, damy radę.
8130:  Czy on tutaj... Kurczę, on może dotrzeć w tej turze tutaj.
8137:  Niedobrze.
8139:  Mam nadzieję, że do tego nie dojdzie.
8141:  Koszt budowy, koszt lubieżnego czynu.
8144:  Wieczne rozkosze.
8146:  Czas odnowienia minus 10% dla czarów Slaanesha.
8148:  Bierzemy to.
8149:  Więc tak, to jest prawda, że jeżeli jest zapoczątkowany przez figurki, to ten lore się rozwija o wiele wolniej.
8163:  I nie ma przystępnych mediów, za pośrednictwem których można się z tym zapoznać.
8167:  Wszyscy nas nienawidzą.
8169:  To przez to, że Belekor nam wydał wojnę.
8174:  Zła decyzja to była.
8176:  Boże, drogi, ile tego jest!
8183:  Hmm.
8187:  To jest cholernie silne.
8188:  Nie mamy szansy z tym wygrać żadnej.
8194:  No nic.
8197:  To co nam zostaje?
8201:  Garnizon.
8202:  Czy jest sens garnizon robić?
8203:  Wzniosłe demonetki?
8204:  Nie, nie ma sensu.
8205:  Jest sens zainwestować za to w Rydvany albo w Maginie jakąś.
8211:  Magini to jest za mało w tej chwili, na tym etapie.
8214:  Co tutaj jest?
8215:  Pomiot Slaanesha.
8216:  Wzniosłe demonetki?
8219:  Nie bardzo.
8221:  Myślę, że tak, boskie igrzyska.
8227:  Strasz... strasznie ciężko jest.
8230:  Słoneczka niekochała, tu pokazane, że pokocha jej obiekty w kampanii, zawsze taki sam.
8233:  Wszystkich zdominować, wszystkich zgładzić, wszystkich zniszczyć.
8237:  Najprostsza sprawa.
8238:  Witamy Noeli, witamy.
8241:  O proszę.
8241:  Za to inni chcą z nami paktować, świetnie.
8245:  Więc belekor moi drodzy.
8248:  Belekor.
8249:  Belekor zaczyna atakować kogoś, kogo nie spodziewałem się, że zaatakuje.
8254:  I to jest ciekawe.
8258:  Sumołask.
8262:  Nie.
8268:  Spróbujemy ich zwabić, moi drodzy.
8271:  Slanesz potrafi być sprytny i chytry.
8275:  Czy Kaplica Kurnosa... Tak, ona powinna mieć mury.
8279:  Czy my możemy wznosić mury?
8283:  Dodaję obronę do osady.
8286:  Walki, które będą tutaj otoczone, będą walkami w osadzie bez murów.
8295:  A to jest ciekawe.
8298:  Zaraz, tego nie rozumiem zupełnie.
8302:  Bez sensu.
8308:  Hmm.
8310:  Ale no ewidentnie.
8312:  Czyli rzeczywiście jest tak, jak mówiliście, że w pomniejszych osadach Slaanesha nie ma murów.
8318:  To jest i dobrze, i źle.
8323:  To jest i dobrze, i źle.
8325:  Źle dlatego, że musimy zrekrutować
8335:  Depravator.
8342:  Jest!
8344:  Mówiłem, że będzie pan twardeusz!
8347:  Dobrze!
8349:  Jest!
8350:  Jest!
8356:  To jest dobra rzecz, mamy wahadło płcienia dzięki temu.
8361:  Teraz tak, jaka to jest obrona?
8365:  No średnia właśnie.
8368:  Czyli będziemy robili drugą armię tutaj, powolutku.
8373:  Powolutku.
8377:  Orgian Twardowski już jest?
8379:  Już jest?
8384:  Punkt wejścia do Warhammera Fandory 40?
8386:  Lore Videos na YouTubie, nie ma lepszego moim zdaniem.
8389:  Jeżeli chodzi o Warhammera, Phantas jest z tym gorzej.
8391:  Wiedziałem!
8392:  Lamus!
8394:  Natomiast jeżeli chodzi o czterdziestkę, Lutin.
8397:  Bez murów, tak bez zabezpieczenia.
8398:  Właśnie, Aniu, właśnie.
8400:  Najgorzej.
8405:  Ja giiiiń!
8409:  Jakie prusowe zwycięstwo!
8413:  O Boże.
8417:  Ja mam pieniążków.
8418:  Okej.
8422:  Armia uzupełniona, suma łask... Wierni.
8426:  Objawiłyśmy sumę łask tym razem.
8431:  Pięćdziesiąt... Jakie pięćdziesiąt?!
8434:  Twarzy Slanesza!
8435:  Sześćdziesiąt dziewięć!
8441:  Ola Nowicka pisze, że jest pewien polski kanał, gdzie prowadzący wraz z Czytem czytają i tłumaczą artykuły z Warhammera fantasy.
8446:  Wojtek czyta Warhammera.
8448:  Bardzo przystępne słuchowisko.
8449:  Właśnie!
8451:  I tam jest i fantazja i czterdziestka.
8454:  Jak zacząć myśleć, o czym będzie historia, o czym będzie książka, zamiast o czym będzie historia, mam z tym problem.
8461:  Co myślisz Szymonie, rozwij.
8463:  Co masz na myśli?
8466:  Refurnarrator?
8467:  Tego w ogóle nie znam, Igniwus.
8470:  Choć mutacje zwyczajowo stanowią specyzycy cincia, Slaanesh też niekiedy z nich korzysta.
8474:  Spoza granic światów dobiega jęk, a z ciał twoich słuch wyrastają cieniutkie, fioletowe macki.
8480:  Gdziekolwiek twoi poddani się udadzą, tam ich nienaturalne kończyny instynktownie wyszukują nowe ciała, pieszcząc je i smagając, oplatając i nęcąc wszystkie swe ofiary, przepełniając dreszczami rozkoszy.
8494:  Dobrze.
8495:  Belekor tymczasem jest tutaj i podbija.
8499:  Mówiłem wam, że Mistnar się nie utrzyma.
8503:  Istnieje ryzyko, że oni też się nie utrzymają.
8506:  Więc ja na wszelki chodek żył dam tutaj i rekrutuję.
8513:  Okej.
8515:  Zrekrutujmy jeszcze jeden oddział.
8519:  Tak, będzie okej.
8521:  Będzie okej.
8523:  I więcej pieniędzy.
8527:  I uzupełniania.
8528:  Dobrze.
8528:  Wszystkiego więcej.
8531:  Nakari.
8532:  Nakari będziesz szybszy.
8534:  Och, tak.
8535:  Niebiański zachwyt.
8536:  Świetnie.
8538:  Co tutaj?
8539:  Blizny weterana.
8540:  Będzie więcej odporności.
8542:  Refurnara rokanu lorowy opowiadający o uniwersach używanych w systemach RPG.
8549:  Czy znasz anime opowieści z Ziemi Marzoc?
8552:  Tak, tak, bardzo sympatyczna ekranizacja.
8555:  Najdalszy brzeg, jeszcze moja ulubiona powieść z cyklu.
8557:  Witamy Agatę Farsińską.
8561:  Dawid Wojacki doradza Szymonowi, że trzeba pomyśleć, czy chce się przekazać czytelnikowi czasowi siebie, coś mu pokazać, czegoś nauczyć, czy ma być to jedynie historia i rozrywka.
8571:  Rozumiem, że Szymon miał follow-up do swojego pytania, ale ja go już nie zauważyłem niestety i nie mogę go znaleźć teraz.
8581:  Frakcja zniszczona Safari.
8583:  A wiecie co tutaj się dzieje?
8586:  Oblegają naszego sojusznika.
8588:  Nie możemy na to pozwolić.
8594:  Zwłaszcza, że to jest głównie konnica.
8597:  Świetnie.
8599:  My jesteśmy na swoim terytorium.
8602:  Bądźmy na swoim terytorium.
8604:  Dobrze.
8607:  Kaplica.
8607:  Świetnie.
8609:  O!
8610:  Przychody z wszystkich budynków.
8611:  Chcemy to.
8613:  Oczywiście.
8613:  Oczywiście.
8615:  Zobaczymy, co Belekor zrobi.
8623:  Okej.
8623:  Szymon pisze, że follow-upu nie było.
8625:  Dobra.
8628:  No i widzicie, jaka sytuacja.
8630:  Belekhor tutaj atakuje.
8632:  Co my mamy z tym fantem zrobić?
8636:  No niestety, musimy poczekać, aż ten nasz sojusznik jest kiepski.
8640:  Lepiej będzie zdominować tego.
8645:  Oj, oj, oj, co?
8646:  Dwie armie, nie wygramy z nimi.
8650:  Lepiej będzie naszego sojusznika oswobodzić, podejrzewam.
8655:  Ale możemy być sprytni.
8662:  Otóż, jeżeli zrobimy tak... Jeżeli zrobimy tak... O, nie.
8673:  Dobra, bronimy prowincji.
8675:  Nie możemy stracić prowincji.
8681:  Nasz sojusznik jest i tak kiepski i żenujący.
8687:  Jeżeli mamy do czynienia z grą free-to-play, jak oceniałbyś moralnie inspirację jej, jeżeli nie chce się mieć jej bibliotece i chce się mieć DLC, za które firma woła tysiące?
8696:  Gra free-to-play?
8697:  W ogóle to nie jest piractwo, jeżeli to jest gra free-to-play.
8701:  Czy ten wspaniały sejf, w którym Krzysztof zbudował Poznań, miasto doznań?
8704:  Nie, Monday, ale dziękuję ci za tę podpowiedź!
8709:  Przecież oczywiście, że tak!
8711:  Zdobyte Tor Korunai będzie tak nazwane.
8715:  Patrzcie, tchórzliwy wróg uciekł.
8718:  Czy kogoś to dziwi?
8721:  Tutaj się biją, dobrze.
8723:  Dobrze, bardzo dobrze nawet.
8727:  Okej.
8730:  Spróbujemy zatem.
8732:  Zrobić to, na co się bardzo często łakomią wszyscy.
8737:  Dobrze.
8737:  Uda się.
8738:  Uda, uda.
8740:  Uda, uda, dami, dami, gene, orde dzwoni rami.
8742:  Tak było w balu z awoperze, nie żartuję.
8745:  Umiejętność armii Narcyzm.
8746:  Coś dla mnie.
8748:  Surowa reprymenda.
8750:  Koszt budowy dla wszystkich budynków.
8752:  To się nam przyda, moi drodzy.
8756:  Wylif Rose, witamy w gronie Trybutariuszy.
8762:  Aaa!
8763:  Odeszli od oblężenia.
8765:  Bardzo dobrze.
8767:  Bardzo dobrze.
8768:  Tor Korunai.
8770:  Czy Koruali?
8773:  Belekor się nas boi.
8775:  Nie może zostać zdobyte.
8776:  Świetnie.
8779:  Świetnie.
8780:  Zatem idziemy na południe, myślę.
8785:  To znaczy spróbujemy zachęcić do ataku.
8800:  Może się uda.
8804:  Czy jeśli od bardzo dawna uwielbiam barwy czerni, fioletu, jestem naznaczony przez Slaanesha, dopytowuję Ignivus.
