Największa z uraz do pomszczenia — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=1-_JZpCZ0kk

251:  Wyjątkowy stream środowy.
5564:  Spróbujemy... O Jezus, tego się też nie da oblegać.
5569:  To jest niedobrze, moi drodzy, mamy plajtę na horyzoncie.
5577:  Trudno, coś stracimy.
5580:  Coś stracimy.
5587:  Co?
5588:  O Boże, jakie to wielkie!
5591:  Czy jesteśmy w stanie wejść do... O Boże drogi, nie jesteśmy w stanie.
5596:  My nie jesteśmy w obszarze kontroli miasta chyba.
5603:  Tak, to jest coś, czego nie przewidziałem totalnie.
5607:  No nie przewidziałem tego.
5609:  Oj, niedobrze.
5611:  Niedobrze!
5614:  Bardzo niedobrze, jak stracimy tę armię.
5616:  Chociaż jest szansa, że to zbejtuje jego atak.
5619:  No nic, zobaczymy.
5622:  Przecież to durne, pisze Adrian, bo to wymyśliliśmy elektronikę, żeby sobie pomóc.
5625:  Gdybyśmy nauczyli dzieci, jak skorzystać z tych telefonów, to może nie byłoby tak dużo uzależniających mechanik.
5629:  No to jest precyzyjnie to, co napisał Michał Marcela na swoim fejsie, komentując właśnie tego rodzaju durne edykty.
5637:  Chwała Bogu, że ktoś przynajmniej to mówi.
5642:  Salwa pocisków, dobrze, przyda się.
5647:  System rankingu w grach kompetytywnych jest potrzebny, żeby grać z graczami na swoim poziomie?
5651:  Tak, ale jest ujawniany graczom nie po to, żeby grali z innymi graczami na swoim poziomie, tylko po to, żeby się ścigali między sobą.
5662:  Okej, wiecie co?
5666:  Dlaczego dałem automatyczne rozstrzygnięcie?
5669:  Tylko to nam gwarantowało, że obydwie te armie zostaną wyeliminowane naraz.
5675:  To jest bardzo dobra sytuacja teraz, bardzo dobra.
5683:  Szkoły w Europie w tej chwili masowo zakazują albo przynoszenia telefonu, albo używania go na lekcji.
5688:  Niektóre mają też te koszyczki wprowadzone, więc wiecie, debilna rzecz, którą krytykowałem w odniesieniu do Polski, proszę bardzo, przyszła do nas nagle.
5701:  Tego się w ogóle nie spodziewałem.
5703:  Mścimy urazę za urazą i ileż mamy złota przysięgi.
5706:  Dobrze, czas moi kochani na kucie.
5710:  Kujmy żelazo póki gorące.
5712:  Szkoda, że nie mamy w ogóle surowców do tego.
5715:  Ten pancerz nie jest dobry.
5718:  Czy mamy jakiś kill of poszukiwacz?
5720:  A, średnio.
5721:  Radosław Gajda, dzięki za wsparcie od 5 miesięcy.
5723:  Radosław wita nie tylko mnie, ale także czaty i zapomina o sesji.
5727:  Dobrze.
5728:  Tylko pamiętajcie, że najskuteczniej zapomina się o sesji, jak się o niej nie mówi.
5734:  Buty zabójcy smoków, pojąć na ogień, prędkość.
5740:  Widzicie co, na razie z tym jest troszeczkę kiepsko.
5741:  Możemy nałożyć parę wielkich run za to.
5744:  To myślę, że jest dobry pomysł.
5753:  Siła broni.
5756:  Jeszcze jakieś artyleryjskie.
5757:  Wielka runa z popielenia, o tak.
5759:  To się przyda naszej artylerii.
5763:  Obecnie ludzie nie potrafią nic więcej zrobić na swoim telefonie niż przeglądać TikToka, pisze Devolay.
5767:  Dlatego też trzeba poznawać inne możliwości korzystania z telefonów.
5771:  Proste.
5773:  Mnie przeraża, kochani, jak ja mam zajęcia z ludźmi i np.
5778:  nie mają takiego instynktu, żeby sprawdzić to, co ja mówię.
5781:  Mnie to przeraża.
5783:  Dlaczego nikt nie sprawdza tego, co ja mówię?
5785:  Przecież każdy powinien non-stop sprawdzać to, co ja mówię w telefonie albo w laptopie.
5789:  Na tym polega przewaga, jaką mamy cywilizacyjna obecnie.
5793:  Dobra, potrzebujemy zdławić skragę wilkopasa.
5799:  Co?
5803:  Przecież my ich rozniesiemy.
5805:  Dobra, walczymy.
5808:  Wojciech pisze, że jutro udaje się do brodziekana, żeby zmienić kierunek.
5811:  Trzymamy kciuki.
5813:  U nas na uczelni, pisze Palitko, już jest jedna taka, co twierdzi, że do notatek na iPadzie na pewno nie zaglądamy i powinniśmy je sobie drukować tak tradycyjnie.
5818:  Ja kiedyś miałem taką sytuację, nie wiem, czy wam o tym opowiadałem, to było na metodyce nauczania języka polskiego, to z uśmiechami dla wszystkich, którzy twierdzą, że się tego nigdy nie uczyłem.
5826:  Ciekawe jestem, skąd czepią te informacje, jakie mają źródła.
5831:  Z piskliwym głosem zadała mi pytanie, a co pan tam, tam, na tym, tam, tam komputerze, tam, co tam na tym komputerze, tam... Pornografia, powiedziałem ze śmiertelną powagą.
5846:  Dorosłego człowieka, co obchodzi, co dorosły człowiek robi na swoim sprzęcie prywatnym, który przyniósł na uczelnię?
5853:  To jest jakaś kompletna paranoja.
5856:  Szymon Pawlik dołączy do trybutariuszy z kolei, co nie jest kompletną paranoją, ale radosnym momentem, ponieważ to oznacza, że możemy się wszyscy zajamniczyć, moi drodzy.
5865:  Zajamniczenie jest ważne.
5874:  No okej.
5876:  I zrobimy tak.
5879:  O tak.
5879:  O tak, moi drodzy.
5881:  O tak.
5883:  Wypalaczy chowamy, bo są ważni.
5889:  Dobra.
5891:  Lecimy!
5893:  Let's go!
5895:  Jak śmiałem mieć komputer?
5896:  Wiecie, że byłem jedyną osobą... Nie, jeszcze mój przyjaciel miał komputer ze sobą, ale grał głównie w WoWa, więc... Tu patrz, pisze, że musi sprawdzić poradnik światotworzenia.
5906:  Polecam!
5907:  Mam nadzieję, że się spodoba.
5908:  I właśnie, właśnie, bardzo będę wdzięczny za recenzję.
5911:  To swajpowanie na TikToku i YouTubie to zaraza.
5913:  To jest wszędzie, zauważcie.
5914:  Infinite Scrolling jest w każdym social medium w tej chwili.
5917:  Zostało to wprowadzone przez... Ooo, ciekawe, ciekawe.
5922:  Zostało to wprowadzone w fejsie przecież po raz pierwszy.
5924:  W starożytnym fejsie, moi drodzy.
5929:  Ruszają?
5931:  Czy nie?
5933:  Nie!
5934:  Widzicie, AI wciąż czasem stoi w ten sposób, śmieszny.
5940:  Czy Warhammerowie Krasnoludy też upływają w bogactwa jak Erebor i Kazadumu Tolkiena?
5943:  Tak.
5945:  Przede wszystkim są jedno z najbardziej rozwiniętych ras, jeżeli chodzi o technologię.
5949:  Czy jest spór, czy Skaveni, czy Krasnoludowie?
5955:  Taka prawda.
5958:  W moim przekonaniu jednak Krasnoludowie, no bo Skaveni nie opanowali jeszcze przez tworzy.
5964:  Po całym dniu zajęć nie dziwię się, że ludzie pokłaniają content w social mediach, piszą na UAN, bo sam niestety tak padam często i myślisz, że ja nie oglądam TikToku, tylko że nie na TikToku, bo już wam mówiłem wiele razy, że aplikacja niet, ale format tak.
5981:  Oczywiście, że to robię.
5982:  Oczywiście, że to jest wygodne, natomiast cała rzecz polega na tym, że no nie jest to jedyna rzecz, jaką możemy robić.
5989:  Jakim cudem to ma większy zasięg i dlaczego strzela do naszych katapult?
5999:  No przecież to jest jakaś kpina!
6009:  Dobra, dobra, no tak to ma wyglądać.
6013:  Oho, i oczywiście teraz, teraz atakują nas, świetnie, świetnie, fantastycznie.
6019:  Co, co robią te katapulty, Chryste Jezu!
6025:  No przecież ja zwariuję, ja zwariuję.
6032:  Dobrze, dobrze, dobrze, dobrze.
6034:  Każdy strzela w co innego.
6040:  Siła złego nadał jego, znowu!
6043:  To nie był dobry pomysł, to nie był dobry pomysł, oj, to nie był dobry pomysł!
6048:  Dobra, opuścić, opuścić stanowiska.
6055:  Opuścić, opuścić statek!
6059:  W ten sposób można uratować katapulty, nawiasem mówiąc, dlatego to robię.
6066:  Katapulty w Warhammerze mają dwa statusy, że tak powiem.
6069:  To znaczy jeden to jest obsada maszyny oblężniczej.
6074:  Wiecie.
6075:  Mój panie, do obsługi tego urządzenia potrzeba kilku wyszkolonych inżynierów.
6079:  A druga to jest no i sama ta jednostka alterelejska, która strzela.
6090:  Kto przypuszcza, że to będzie takie silne cholerstwo?
6098:  Strzelać!
6100:  Cholera jasna!
6108:  Dobrze Walić z dział!
6121:  Oho Tego się boję trochę
6127:  No nie jest dobrze, moi mili.
6132:  Tak, to był błąd taktyczny, ale co miałem zrobić, jak ostrzeliwali nas?!
6138:  To jest właśnie problem, jak AI się okopie i nie atakuje.
6148:  Ale damy radę, damy radę.
6151:  Dobrze.
6154:  Mamy wypalaczy też, świetnie.
6157:  Strzelać!
6159:  Strzelać w niego!
6161:  W skragę wilkopasa odrażającego!
6175:  Oj, oj, oj, oj, oj, oj, oj, oj, oberwaliśmy od własnych, jak zawsze!
6181:  Dobrze, dobrze, dobrze, bardzo dobrze!
6186:  Ostrzeliwać wszystkich!
6188:  Odrażające jednostki, obrzydliwe.
6193:  Dobrze, udało się.
6206:  Dobra.
6211:  Pyrrusowe zwycięstwo.
6215:  Lorda nie zabiliśmy, krasnoludy są zbyt powolne.
6219:  Ach, bo były dwa... dwie katapulty tutaj.
6222:  To byli buntownicy? !
6225:  Połowa twojej załogi artyleryjskiej to zapotarzyści lub ślepcy.
6228:  Obstawiam sabotażystów.
6230:  Belwerter pisze, że skawani są bardziej zawastani, przecież wysadzili morsli, bo chcieli więcej spaczenia.
6235:  Znaczy, to był i Kid Claw, umówmy się.
6237:  No i Kid Claw jest nienormalny.
6239:  Czy kurs światotworzenia może się przydać podczas pisania scenariuszy serialu?
6243:  Pisze teraz trochę do szklany Thriller Fantasy.
6244:  Myślę, że tak.
6246:  On dlatego ma różne moduły.
6247:  Tam jest moduł przestrzeń, czas, encyklopedia, język.
6250:  W takich sytuacjach najbardziej encyklopedia o przestrzeni jest pod gry.
6253:  Chociaż nie tylko.
6255:  Sprawdź.
6256:  Myślę, że można.
6256:  Myślę, że się przyda.
6262:  Okej.
6265:  Dobrze.
6266:  Troszeczkę replenishment.
6267:  Najważniejsze jest to, że nie przerżnęliśmy.
6269:  To mnie już cieszy.
6270:  O, nie, nie, nie, nie.
6271:  Inspirujący przywódca da nam więcej uzupełnienia.
6274:  O, o, o, o, o, o!
6279:  Tego potrzebujemy.
6280:  Pięć tur i mamy endgame'ową armię.
6284:  O to chodzi.
6286:  Skalpoza tymczasem atakuje Czarną Grań.
6289:  Pyrrusowe zwycięstwo.
6291:  Pyrrusowe zwycięstwo.
6296:  Siekanie skawenów w Vermintide z kolei u Bartka planowane.
6299:  Piękna, piękna gra.
6300:  Szkoda tylko, że magowie w Vermintide wybuchają, jak kastują zaklęcia.
6304:  To jest skandal.
6307:  Nie no, litości... Nie chce mi się tego oblegać, trudno!
6315:  Wiem co zrobię.
6317:  Zamiast tej jednostki zrekrutujemy sobie i tak coś, co będziemy potrzebowali.
6322:  1650, okej, to sobie na to troszeczkę poczekamy.
6326:  Okej.
6327:  Eee...
6331:  Można zrobić też, swoją drogą, dumstak z gwardzistami samymi.
6335:  To nie jest zły pomysł dla Thorgrima, ale oni niestety często giną w autorostrzygnięciu, a będziemy często autorostrzygać.
6345:  Gdzie jest bunt?
6345:  W Karaku Osiem Szczytów jest bunt, oto.
6349:  Dalej jest szlachetna porażka.
6353:  O, nie lepszy, nie lepszy.
6356:  Karak 8 szczytów, może upaść.
6358:  Tak czy siak Thorgrim na dół jedzie.
6361:  Cały czas musi być w walce.
6366:  Rozwój 25.
6370:  Do książek i opowiadań, czy kurs się przyda?
6372:  Myślę, że tak.
6373:  Myślę, że tak.
6375:  Czy jest już sesja na uczelniach?
6376:  Wisztu Aldona zależy, których, bo różnie bywa, ale na AGH zaczyna się sesja pod koniec stycznia dopiero.
6384:  Przy czym u mnie jest już zerowa.
6388:  Magia w Warhammerze jest często bardziej szkodliwa dla użytkowników niż wrogów.
6391:  I dlatego mnie to tak bardzo martwi.
6392:  No chyba, że jest się Balta z Remigeltem.
6398:  Sesja to skandal.
6400:  Znaczy, generalny pomysł jest taki, żeby maksymalnie zestresować ludzi tym, że jest kulminacja egzaminów, prawda?
6406:  Wszystko byłoby w porządku, gdyby to się jakoś rozłożyło, że jest część egzaminów z przedmiotów tutaj, później jest część kiedy indziej, ale oczywiście wszyscy muszą wszystko wszędzie na raz robić, tak?
6416:  Że zrobię product placement świetnego filmu.
6425:  Bund prowincja osiem szczytów.
6426:  Gdzie jest prowincja?
6427:  Aha, Karak osiem szczytów to jest bund, dobrze.
6430:  Okej.
6430:  Teraz tak, możemy, moi kochani, teraz powołać kowala run.
6435:  Wreszcie.
6438:  Świetnie, magiczna ochrona 5%, chcemy to.
6442:  Karaze Karak!
6445:  The might of Karaze Karak!
6451:  Grimnir's Axe.
6454:  First.
6455:  Spragniony krwi topór Grimnira.
6459:  System eliminacji studentów jest aktywny.
6461:  Sesja.
6464:  No cóż.
6465:  No cóż, kochani.
6466:  Niestety.
6467:  Wolałbym, żeby to wyglądało inaczej, ale ja już się przyzwyczaiłem, że ja sobie mogę wolać.
6473:  Runa spalenia.
6475:  Obrażenia od wybuchu.
6477:  Weźmy.
6479:  Przyda się do naszych kataplut, bo one są na razie dość słabe.
6485:  Runa przerażenia.
6486:  Jest jeszcze taka runa... Nie pamiętam gdzie, ale pozwala... Uuuu...
6494:  10%.
6495:  Ale to jest dla jednostki nie będącej postacią.
6498:  O, o, o!
6498:  Która umożliwia pieprznięcie czymś na kształt kuli ognia.
6502:  Dobrze.
6502:  Czy Skaveni naprawdę zrzucili księżyc z orbity?
6504:  Tak!
6505:  Morsleep.
6508:  Skaveni są absolutnie nienormalni.
6510:  Dla wszystkich zainteresowanych, gdzie się gnieżdżą Skaveni?
6513:  O, tutaj.
6515:  Skavenblight.
6519:  Nieprawdopodobnie szanuję niepraktycznego kartografa, czyli autora tej mapy na ścianie, że nie zaznaczył na niej Skavenblight, ponieważ mapa jest przygotowana przez kartografów imperialnych, a Imperium uważa, że Skaveni nie istnieją.
6531:  Wiecie, co możemy natomiast zrobić tutaj, żeby się ta armia nie marnowała?
6534:  Ja coś czuję, że ten kretyn będzie chciał nas zaatakować, więc... Zastańmy się na niego w zasadzce.
6543:  Kiedyś jeden z moich graczy w Warhammerze, pisze Lockstar Van Valhallen, w Warhammerze wymyślił, że zagra elfią czarodziejką.
6549:  Kiedy wyrzucił pech na ognistym pocisku, upuścił ją, poparzył dłonie, przez co był wyłączony z walki.
6555:  To brzmi jak coś, co mogło się przydarzyć mnie.
6557:  Askaveni, tak, tak, Sot Nobiski pisze, oni są faktycznie wszędzie.
6562:  Dobra, walczymy.
6564:  Pod całym... Na pewno pod całym Starym Światem.
6567:  Na pewno nie ma ich natomiast pod Ulfuanem, tyle wiemy.
6573:  Orzechy, nerkowca i daktyle.
6574:  Boże, jakie to dobre, pisze Ady Waszko.
6576:  Tak, absolutnie.
6578:  Przepyszne rzeczy.
6580:  Trzeba zarobić na stypendia, pisze Śniadrwy.
6582:  Oj, pamiętam to, pamiętam jak.
6585:  Stresowałem się sesją podwójnie, bo wiedziałem, że jeżeli się nie przygotuję do egzaminów, to wtedy na przykład nie będę sobie mógł kupić jedzenia.
6592:  Taki, wiecie, dyskomfort.
6593:  Minor discomfort.
6597:  Najlepsza część mapy mojej to okno.
6599:  Dla ludzi niewiedzących, o co chodzi, Julka Łopaczewska, która jest moderatorką, a ponadto jest złośliwa, nawiązuje do tego kawałka, skrawka okna, który tutaj faktycznie jest.
6611:  I przez to okno ja mam perium napisane zamiast imperium na mapie i bardzo nad tym boleję.
6619:  Uuu, wiecie co?
6621:  Nie.
6623:  To jest najgorsza mapa, krasnoludzie, jaka istnieje.
6627:  Boże, gdzie tu jest przód, gdzie jest tył?
6629:  Dobrze, tutaj... To znaczy, wiecie co?
6632:  Teoretycznie... Teoretycznie... Teoretycznie... Teoretycznie... Coś będziemy w stanie z tym wskurać.
6647:  Tylko to mnie martwi.
6650:  Na ramieżnik w to miejsce.
6652:  Tutaj... Śwarne krasnoludy.
6656:  Macie być śwarne.
6658:  Żądam tego.
6661:  Tutaj jeden oddział, na wszelki wypadek.
6665:  Górnicy ze sklątkami tylnowybuchowymi.
6668:  Proszę bardzo, w to miejsce.
6672:  I strzelcy.
6674:  Strzelcy niech będą tu.
6678:  No ostrzeliwać, jak to strzelcy.
6680:  Tu robimy wieżyczkę.
6683:  Zaraz, zaraz, zaraz, zaraz.
6683:  Ta wieżyczka jest przez co?
6685:  Strzeżona?
6685:  Dobrze, przez to miejsce.
6688:  A górnicy, ponieważ się do niczego nie nadają, niech spróbują chociaż jedną z tych wież.
6696:  Chociaż jedną z tych wież zniszczyć.
6697:  To już mi wystarczy bardzo.
6701:  Możemy teoretycznie jeszcze górników dać tutaj, bo zbliża się katapluta.
6706:  Katapluta jest bardzo niebezpieczna, ponieważ będzie pluć pociskami.
6710:  Stąd też będą swoją drogą... Tak, no zostawmy tutaj.
6714:  A, o Jezus Maria, stąd też są.
6718:  Kulomioty, mmm.
6722:  I katapulty są też tutaj.
6724:  Oj, to musimy z tej wieży napieprzać w katapulty.
6730:  Ciężka.
6731:  Ciekawe, kiedy DLC z lepszymi krasnodami.
6733:  Krasnodami chaosu to znaczy.
6735:  Aha.
6736:  Wiktor Nowaiński dołącza do Granatrybutariuszy.
6739:  Moi drodzy!
6742:  Potrzebujemy bardzo jamników na czacie.
6745:  Katapulty źle ustawione.
6746:  Dlaczego?
6748:  W dobrą stronę.
6749:  Jeżeli ustawimy je w tę stronę, wierzcie mi lub nie, one nie wystrzelą ani jednego pocisku, ponieważ została spieprzona trajektoria lotu dla tych jednostek, więc tylko w tę możemy.
6761:  O zgrozo.
6762:  Plan jest taki, żeby zrobić im tutaj termopilę.
6764:  Dwa żołnierze!
6771:  Dobra, damy radę, damy radę W drugim kwartale ma być DLC, też coś takiego słyszałem Wiecie co, moglibyśmy zrobić chytsze, to znaczy... O, w ten sposób te katapulty nas nie trafią Dobra i teraz tak, w katapulty, w katapulty, strzelasz w katapulty Napieprzasz w wieżę, tę wieżę, tę jedną, dobrze
6799:  Fajnie, że te nasze wieże są ekstremalnie niecelne.
6803:  Cieszę się, dzięki temu mam pewność, że przegramy.
6809:  No przecież to jest jakaś komedia.
6811:  Czy oni strzelają wykałaczkami?
6813:  Witamy Lothrana na chatach.
6815:  Fakustempura.
6817:  Lothrana myślę, że jest modnie spóźniona.
