🔴 Precz z Dragon's Dogma — HORIZON: FORBIDDEN WEST #2
🔗 https://www.youtube.com/watch?v=ey8tVacIRp8

202:  Wszystkie prawa zastrzeżone.
7573:  Tak, ale to jest cholerne menu kontekstowe, więc to się u... Linkę się odpala wtedy, kiedy gra chce, żeby odpalić linkę.
7579:  A normalnie nie możesz odpalić linki.
7583:  Tak, ot.
7585:  Jest ta różnica między właśnie parkurem, który jest w grach Ubisoftu i on jest fajny, a tym, co jest wszędzie indziej praktycznie.
7593:  Dobrze, tu jest jeszcze jakaś drabinka sznurowa do spuszczenia, może tu jestem w stanie wyjść.
7602:  W jedynce się te elementy interaktywne nie podświetlały, tak.
7607:  Dobrze, a może ja jestem w stanie stąd strzelić tam?
7615:  Chyba nie.
7617:  A szkoda.
7620:  To jest ta nasza linka, nie?
7633:  No, to jest drewniany udźwig.
7634:  Ja powinienem móc tam strzelić, a nie mogę.
7648:  W parku w rogu Ubisoftu było fajne do momentu, gdy Assassin's Creed Origins go zmienili.
7652:  Zgadzam się.
7654:  Absolutnie tak.
7655:  Szczytowy był na poziomie... Drabina sznurowa.
7660:  Wiem, że to jest drabina sznurowa.
7661:  Jak tam dotrzeć?
7662:  Szczytowy był na poziomie Assassin's Creed Unity?
7665:  Chyba tak.
7669:  Tu jest jakaś drabinka, ale czy ja mogę... Mogę!
7673:  Mogę, mogę, mogę!
7674:  O, psz, dobrze, dobrze.
7678:  Myślałem, że nie mogę tu wleźć.
7680:  Ale mogę.
7680:  No to to już nam upraszcza sprawy.
7688:  Dobra.
7689:  Jest.
7693:  Co tu się dzieje?
7697:  Okej, można ją przyciągnąć, ale ja nie mogę teraz wyciągnąć łuku.
7702:  Uuu, no oczywiście.
7705:  Co się stało?
7707:  Czy coś się zbugowało teraz, czy nie?
7719:  Tak, zbugowało się.
7722:  Jezus Maria!
7743:  Dobra.
7748:  Ale gra uzna, że jestem cały czas w tunelu.
7750:  Czy ja muszę tutaj spaść?
7753:  Tak, muszę tutaj spaść niestety.
7754:  Dobra.
7760:  Na pewno jest jakiś upgrade, który przyspiesza nam możliwość pływania.
7768:  Ty się nie duś, masz połówkę tlenu jeszcze.
7774:  Ale i ma małe płuca, moi drodzy.
7778:  Niedobrze.
7780:  Czy tu mogę wyjść?
7781:  Mogę.
7787:  Dobra.
7789:  Może będziemy w stanie podejść do niego, zakraść się i go... Dobrze.
7800:  Udało się.
7803:  Czy gdzie jeszcze jest nornik?
7805:  Tam, oznacz cel.
7815:  On tu podejdzie.
7831:  I...
7835:  Nakańcz, widzi nas.
7838:  No to przestaje nas widzieć.
7848:  Rzecz, rzecz!
7849:  Przestań się dusić, głupia!
7858:  Gdzie się dusić?
7859:  Skandal.
7862:  Dobrze.
7865:  O, ja tu mogę wskoczyć!
7871:  Mogę tu wskoczyć w 100% czy tylko trochę?
7875:  Okej, gdzie są te nornice?
7888:  Tam jest nornica.
7892:  To są do ostatnich problemów między Wyborczo a Stanowskim.
7896:  Cripple fight.
7899:  Ale wiem, że czasem trzeba sobie wybrać łatwy cel, żeby zrobić zasięgi.
7903:  Po prostu ja tego nie robię.
7907:  To nie jest jakieś szczególnie trudne do ogarnięcia, że polskie dziennikarstwo jest żałosne i fakt, że
7918:  centroprawicowy kanał uchodzi na tle polskich mediów jako zbalansowany, centrowy i bezstronny, nie jest świadectwem jakości tego kanału, tylko jest świadectwem tego, jak bardzo beznadziejne jest polskie dziennikarstwo, jak dalece upadło.
7940:  I jak niskie są standardy debaty.
7943:  że, Boże, ludzie mówią jako cnotę, ojej, tam nie krzyczą i nie obrażają się.
7948:  Wow.
7949:  Wow.
7950:  Wow.
7954:  Niesamowite.
7971:  Więc mnie oczywiście niepokoi w tym wszystkim to, że mówimy tutaj Stanowski vs. Wyborcza.
7979:  Nie zauważyliście, że jest to troszeczkę paradoksalne?
7981:  Nie powinniśmy mówić Stanowski vs. ten dziennikarz, dziennikarka, którzy zjebali tak tekst na jego temat?
7989:  Nie uważacie, że to powinno być sensowne?
7993:  Ale nie, polski trybalizm dalej ma się dobrze i będziemy mówili, że będzie teraz...
7999:  Cały tytuł, cała wyborcza razem z jej działem reporterskim, którego nie ma kanału Zero i mieć nie będzie, ponieważ dział reporterski to jest coś, co jest nieopłacalne.
8008:  I wiesz, co to mówi?
8010:  Zresztą bardzo dobrze widać to po robocie, którą sekielscy usiłowali robić.
8013:  Ani TVN mi tego nie pozwolił zrobić, ani w zasadzie żadna inna stacja.
8018:  Dopiero crowdfunding ludzi na to pozwolił.
8021:  Dział reporterski jest nieopłacalny.
8024:  Jeżeli ludzie z kanału Zero zainteresują się takimi tematami, jakimi na przykład bardzo często ja interesuję się w prasie i je wyczytuję, ponieważ ktoś zrobił śledztwo dziennikarskie, to spoko, ale na razie najwybitniejsze śledztwa dziennikarskie, jakie są, dotyczą patocelebryctwa.
8039:  A ja poczekam na jakieś śledztwo dziennikarskie, które będzie na poziomie tego, co robili, no na przykład właśnie... Jezus, teraz zapomniałem ich nazwisko, to jest straszne.
8050:  Chodzi o te śledztwa, które mieliśmy odnośnie np.
8052:  do nadużyć w kościele, nie?
8055:  Ja się pojawiałem.
8056:  To są śledztwa dziennikarskie, które się nie opłacają, kosztują dużo, wizerunkowo są fatalne.
8065:  I zobaczymy, czy rzeczywiście ludzie, którym się przypisuje taką niezależność... Sekielsy, dziękuję.
8070:  I zobaczymy, czy rzeczywiście ludzie, którym się przypisuje taką niezależność niesamowitą, są niezależni.
8074:  Bo po tym się poznaje niezależność, że mówicie to, z czym się nie zgadza 80% ludzi.
8084:  Nie znam ani jednego filmu na kanale Zero, z którym się nie zgadza 80% ludzi.
8087:  Po prostu nie znam.
8094:  To byłoby nielogiczne, ponieważ ideą tego kanału jest to, żeby zarabiać pieniądze, co widać po tym, kto jest tam zapraszany.
8100:  Tam są zapraszani ludzie według jednego klucza.
8103:  Czy są znani i z wygenerują zasięgi.
8105:  Proste.
8114:  Czy ja mogę tu podskoczyć, czy nie?
8116:  Dobrze.
8119:  W przypadku gazety, dziennikarze nie publikują sami siebie z nagrań, tylko ta dziennikarka, co się jej śmiali, ktoś to zlecił, zaakceptował do emisji.
8125:  Mi odpowiada redakcja.
8127:  Tak, odpowiada redakcja, ale wciąż jest to dziennikarz versus dziennikarz.
8134:  I w ogóle, szczerze powiedziawszy, nie obchodzą takie właśnie cripple fights między poszczególnymi codziennikarzami, ponieważ szanuję ich w równym stopniu.
8141:  Czy ja mogę tutaj przejść, czy nie?
8144:  Nie jestem w stanie.
8145:  Po prostu strasznie nie szanuję polskiego codziennika.
8148:  Ja nic na to nie poradzę.
8149:  Może się to zmieni, jak wreszcie się oni zmienią.
8153:  Ale na razie ja widzę tylko to, że jest taka dążność do takiego taniego celebryctwa.
8167:  Wszystkie skrzynki, które mają niebieskie X można przeciągnąć.
8169:  Właśnie ja wciąż nie widzę takiej skrzynki.
8174:  Są takie kanały, które są często banowane i kasowane, zakładane od nowa i znowu kasowane.
8177:  W Polsce nie ma od wolności słuchać wszystko, co wolne.
8180:  Wszystko, co wolne jest szurstem i agenturą Putina.
8183:  To też prawda, że jest ciężko z tym, jeżeli ktoś się chce przepchać z przekazem, który się nie będzie podobał wielu ludziom.
8190:  To jest prawda.
8196:  Film Rożka na kanale PiS-a.
8199:  To jest to.
8199:  O, w rankingu PiS-a.
8203:  Ja chyba tu mogę przeskoczyć, nie?
8208:  Ale nie widzę innej opcji, szczerze powiedziawszy, by się stąd wydostać.
8218:  Jest!
8225:  No nie!
8228:  Okej.
8232:  Zobaczmy, dokąd prowadzi.
8235:  Dobra, jak będziemy przy najbliższym ognisku, to robimy reset gry do menu.
8240:  I zmieniamy moje menu na dubbing oryginalny.
8250:  Okej.
8251:  Tutaj?
8260:  Jest!
8263:  Opuść drabinę.
8264:  Dobrze, mamy skróci.
8268:  Stanowski się śmieje z tego, że nadali mu łatkę i jest lekcisty.
8287:  Niestety nie możemy obejrzeć na YouTubie, ponieważ zostało to zbanowane, więc tyle w temacie.
8299:  Tak, Mazurek i Stanowski zaczęli żartować, że są molestowani przez widzów.
8303:  Krzysztof, ile ty masz na sumieniu?
8305:  Chodzi o to, że dużo to działa w dwie strony, jestem molestowany i molestuję.
8308:  Wiesz jak to jest, idzie ładna dziewczyna, ty się spojrzysz, mówisz, kurde, zmolestowałbym, już miałem się powstrzymać.
8314:  Och, i nie można pokazać na kanale zero dwóch zer, które go prowadzą.
8319:  Ojej, bo jest usunięty, o nie.
8324:  Krzysztof ma może złą pamięć, ale nie aż tak złą.
8326:  Ojej, o przepraszam, to nie jest seksizm, macie rację, absolutnie.
8334:  Wciąż nie było przeprosin.
8342:  Dlatego mówię, że dziennikarze wyborcze są kiepscy, bo nawet nie potrafili dobrego przykładu przywołać.
8347:  Ile mi to zajęło?
8350:  15 sekund?
8360:  Dramat po prostu.
8361:  Kultura dziennikarska w Polsce nie istnieje.
8369:  Całotwórczość stańskiego oceniam przez jeden materiał?
8372:  Tak, nie gorzej, oceniam człowieka przez jeden materiał.
8375:  Ja uważam, że są takie rzeczy, które skreślają człowieka pod kątem jego formatu, kultury osobistej, tego czy jest cywilizowany.
8383:  Tak, oczywiście, zgadzam się.
8387:  Można przeprosić, jeżeli ktoś się... Wtedy nie skreślamy, prawda?
8390:  Ale nie było przeprosin.
8393:  Było brmięcie w zaparte, bardzo polskie.
8405:  Przeprosi?
8406:  Spoko.
8407:  Też czekam, dwa lata czekam, aż Olga Arystokarczuk przeprosi za nazwanie ludzi kretynami czy debilami czy idiotami, już nie pamiętam, o co to chodziło.
8414:  W kontekście żadnym, niesprowokowana, tak?
8418:  To jest najlepsze.
8419:  To są uwagi, to są niesprowokowane.
8424:  Jesus Christ.
8431:  Mnie się czasem obrywa za to, że ja powiem ostrzej o kimś, jak kogoś bronię, a są ludzie, którym uchodzą najgorsze rzeczy powiedziane, jak nie zostali sprowokowani w żaden sposób.
8443:  Jak bardzo to jest żałosne.
8449:  Nie lubię, jak mnie atakuje wróg i ja nie jestem w stanie zareagować na to taktycznie.
8459:  To jest silne nagle.
8463:  PRZESTAŃ SIĘ RUSZAĆ!
8466:  Chyba nigdy nie przeprosił, duma nie poprawia przy telewizji.
8468:  Dzięki za wsparcie o czternastu miesięcy.
8470:  Tak, znaczy duma i nie duma.
8473:  To chodzi o to, że nie widzą w tym żadnego problemu.
8475:  Powiedzą, że to jest żart, że to nie jest żaden kłopot i tak dalej.
8479:  A zresztą, a fakt, że materiał został zdjęty z YouTubka?
8482:  Ooo, cenzurują nas.
8486:  Raz jeden YouTube zadziałał właściwie, być może dlatego został zdjęty ten materiał, że było dużo zgłoszeń jego i ja byłem jedną z osób, która zgłosiła.
8498:  Nie znoszę celebryctwa dziennikarskiego.
8501:  Dziennikarz jest sługą, ma siedzieć cicho,
8505:  pytać ludzi, dociekać prawdy.
8507:  A w Polsce mamy Tomaszów Polisów, cholernych Piotrów Pokraśki i tak dalej, którzy będą muskać się przed kamerami i robić z siebie nie wiadomo kogo.
8517:  A tymczasem, jak przychodzi co do czego, nie potrafią złożyć jednego zdania całkiem.
8523:  Stanowski godzinę poświęcił, godzinę, na to, żeby polemizować z tym artykułem w wyborczej.
8529:  Godzinę mu to zajęło.
8530:  Gdyby jąkał się troszeczkę mniej, byłoby 30 minut.
8543:  Mazurek jest po prostu boomerem.
8545:  Przecież to jest człowiek, który właśnie pięknie pokazuje, jak skończyło się polskie dziennikarstwo.
8551:  On nie chce dociekać prawdy, on chce orać.
8554:  To jest kultura orania, co jest zabawne niesamowicie, bo dzisiaj widziałem właśnie tweet Stanowskiego, z którym się absolutnie zgodzimy.
8559:  Nie, to nie był TikTok, to był TikTok, kiedy mówił właśnie do jakiegoś widza, że jest w Polsce kultura orańska.
8565:  Dokładnie tak.
8567:  Dokładnie tak.
8568:  To już wszystkie.
8568:  Zobaczmy, co z górnikami.
8569:  I to jest problem.
8571:  Rolą dziennikarza nie jest to, żeby zaorać polityka.
8573:  Polityk się sam ma zaorać.
8574:  Rolą dziennikarza jest to, żeby dociekać prawdy w imieniu ludzi, bo to jest ta trzecia władza, która ma kontrolować władzę wykonawczą, sądowniczą,
8583:  Ja nie widzę tej trzeciej władzy, ja widzę trzecie celebryctwa, nie trzecią władzę.
8591:  No masakra absolutna, więc... Ale chłopaki zarabiają pieniądze, niech zarabiają, tylko nie ućmy się, że w tym jest cokolwiek ponad chęć zarabiania pieniędzy.
8600:  Znaczy, czwarta władza, macie rację, bo jest trójpodział władzy.
8603:  Przepraszam, zapominam, ponieważ po prostu trójpodziału władzy już dawno nie ma.
8611:  No nie, no ja nie mogę tutaj wskoczyć znowu, dlaczego?
8615:  Się rozindyczyłem.
8617:  Nie jest tak, że każdy ma wolność słowa.
8618:  Oczywiście, że tak, ale absolutnie tak.
8623:  Oczywiście.
8627:  I?
8627:  Bo nie wiem, gdzie jest pytanie.
8630:  To znaczy, jeżeli masz wolność słowa i w ramach swojej wolności słowa mówisz, że ktoś może popełniać przestępstwa i zaczynasz się z tego śmiać, mówię o molestowaniu, to w tym momencie nie korzystasz ze swojej wolności słowa, tylko sankcjonujesz społeczne przyzwolenie dla sytuacji, które są naganne.
8649:  I to już przestaje być to samo.
8653:  Aaa, to mam zrobić, okej.
8657:  Good.
8659:  Lecimy.
8661:  W Polsce mamy wodzowski kult jednostki, bardzo się z tym zgadzam.
8666:  Swoją drogą, bardzo często sam też oponuję, jak na przykład ktoś usiłuje ze mnie robić jakiegoś guru, który ma zawsze rację.
8673:  To jest przerażające, nie o to chodzi i nie na tym to polega.
8679:  Ale kult jednostki jest bardzo silny.
8682:  Możemy zadać sobie tylko pytanie, skąd to się wzięło u nas.
8686:  Moja robocza hipoteza jest taka, że dlatego, że czytamy głównie polski romantyzm, który się na tym bardzo koncentrował.
8692:  Jest!
8693:  Zrobione.
8693:  O tak, wolne słowa oznacza też odpowiedzialność za to, co się mówi, absolutnie.
8710:  Oczywiście, że ja się często mylę.
8712:  Wprawdzie nie wtedy, kiedy mi jest to wytykane, ale często.
8720:  Dobrze.
8722:  Zrobione.
8726:  I świetnie.
8726:  Pogadaliśmy przy okazji nudnej eksploracji.
8729:  Bardzo dobrze.
8730:  Teraz musimy tylko wrócić do Korwenda, który jest tak naprawdę Kurwendem, jak ustaliliśmy.
8739:  No.
8744:  Polacy wolą silnych liderów w wodzu, ale powinno się to wreszcie już zmienić, wiecie, bo mamy... To jest zabawne, bo przypominam sobie, jaka była... To jest akurat coś, za co szanowałem bardzo mocno Zandberga, to znaczy powiedział, że on nie chce być kreowany na lidera, ponieważ jest cała partia, ale potem niestety zaczął być kreowany na lidera i tak.
8765:  Coś w tym jest, że rzeczywiście u nas ten kult jednostki jest bardzo silny.
8768:  Znalazłam tych dwóch górników.
8770:  Są bezpieczni, ale pewnie potrzebują pomocy.
8773:  Czy to wszyscy?
8777:  Tak.
8779:  Aż strach pomyśleć, co by się stało, gdyby nie ty.
8783:  Czułem, że za dużo wysadzamy, ale ten, co robi ze właściciela... Tak, zmieniamy teraz napisy, moi drodzy, zmieniamy.
8789:  Zobaczymy, czy będzie lepiej.
8791:  50% z was chciało.
8791:  Cztery kalajwy mamy, Jack of Bus, nie gierki.
8793:  Na razie gierki 2K.
8806:  Masz jakieś rady przed pójściem na ulot?
8812:  A jaki wydział poszukiwaczu Niku?
8814:  Kurwent jest naszym dłużnikiem.
8818:  Bardzo dobrze, bardzo dobrze.
8820:  Kłopoty pod szyję ogarnięte.
8821:  Powiem wam, że podobało mi się.
8824:  Podobała mi się ta misja.
8827:  I mamy dwa punkciki umiejętności, doskonale.
8833:  I teraz tak, mówiliście... Zwiększa skuteczność widzenia pułapek, odblokowuje nowego milicja i walki wręcz.
8845:  To!
8847:  Lecznicze jagody regenerują więcej zdrowia.
8850:  Czy to jest ta sekcja przetrwania?
8853:  Mina rozrywająca.
8855:  Super tarcza.
8857:  Zbieraczka roślin, chyba tak.
8859:  Jezus, ile jest tych umiejętności tutaj, dajcie spokój, super sprawa.
8864:  To zaczniemy to rozwijać.
8868:  No, a co mam wydawać skill pointy, jak jest ich tak niewiele, no?
8872:  Dwa tylko mamy, więc drugi pójdzie w łowczynię, żeby lepiej strielać.
8877:  Stromy strzał, proszę bardzo.
8879:  Wystrzeliwuje serię strzał po wysokiej trajektorii, nie, to nam nic nie da.
8884:  Szybsza regeneracja skupienia, to nam bardzo dużo da.
8890:  A nie, ja mam więcej punktów umiejętności, 7 mam.
8893:  Co jest?
8894:  Zmniejsza limit kondycji z bronią.
8898:  Dobrze.
8899:  Mistrzowskie strzelectwo, tak, to mi się podoba.
8902:  Mistrzowski przypływ odwagi?
8905:  Aby wyzwolić aktywny przypływ odwagi, otwórz koło broni i stuknij spację, żeby uzyskać udolność specjalną.
8916:  Okej.
8918:  Obrażenia od broni strzeleckiej są większe, no to dobrze.
8921:  I tego już nie muszę aktywować, czy muszę?
8924:  R, aktywuj.
8930:  Czyli co, mogę aktywować i deaktywować?
8932:  Nie.
8933:  Jest już aktywowany.
8936:  Ulepsz umiejętność.
8937:  Kosztuje 3 punkty.
8940:  Ale dużo.
8942:  Szybciej odzyskujesz kondycję z bronią.
8943:  Też to bierzemy.
8945:  Dobra.
8945:  I teraz... Teraz trochę więcej tutaj.
8950:  Odpierasz więcej obrażeń przy bardzo niskim zdrowiu.
8952:  Przyda się.
8955:  Pojemność torby na leki.
8956:  Możesz nosić więcej leczniczych jagód.
8958:  Przyda się.
8959:  Dobra.
8960:  Od razu chcę powiedzieć jedną rzecz.
8962:  Uwielbiam to, jak tu jest dużo umiejętności.
8964:  To jest przepiękne.
8967:  Przypływy odwagi trzeba zmieniać, stąd ta aktywacja.
8969:  Aaa.
8971:  Zyskujesz odwagę, gdy trafiają cię wrogowie.
8974:  Automatycznie odzyskujesz więcej zdrowia!
8977:  Premia pasywki.
8978:  Ja kocham pasywki.
8979:  Wywary regenerujące przywracają więcej zdrowia.
8982:  Dobra, i bierzemy też to.
8985:  I tu jest inny przypływ odwagi, wzmocnienie.
8986:  Wypij specjalny odwar, żeby odzyskać zdrowie i zdobyć odporność na efekty stanu.
8990:  Okej, okej, okej.
8992:  Tu też są takie ulty, czaje.
8994:  Strasznie mi się to podoba.
8997:  Przypływ odwagi to potężne umiejętności.
8999:  Odwagę zyskujesz za sprytną walkę.
9002:  Dobra.
9004:  Podoba mi się.
9006:  Trzeba ulepszyć torbę na amunicję, ale to zakładam, że w jakiejś wioseczce, prawda?
9011:  Tutaj mamy jakiś pytajniczek i ten pytajniczek to jest chyba jakiś budynek, moi drodzy, nieznane schronienie.
9016:  Nieznane schronienie, może w schronieniu jesteśmy w stanie coś takiego zrobić, to jest blisko.
9024:  Podoba mi się.
9028:  Bardzo mi się podoba.
9035:  Jest ognisko.
9039:  Szybki zapis.
9040:  Dobrze.
9041:  Obiecałem.
9045:  I będzie.
9050:  Ustawienia.
9054:  Dźwięk.
9063:  Ogólne.
9064:  Język tekstów, język dialogów i filmów.
9067:  Angielski.
9071:  Kontynuuj.
9075:  Bardzo logiczne, że to było w ogólnych, a nie w dźwięku.
9078:  Torbę na amunicję ulepszasz w walkbenchu, w miastach i w stronach.
