🔴 Ser w Koloseum | HOLLOW KNIGHT Livestream #13
🔗 https://www.youtube.com/watch?v=ZsDHsb9ogrg

38:  Bapa nada.
6774:  No i mam znowu tę samą sytuację, co ostatnio.
6779:  Tak, spam spellami w dół, mhm.
6781:  Ostatnio to się zdarzyło i widzicie, jak się skończyło.
6785:  Wylądowałem w kałuży kwasu, otóż.
6788:  Tak się skończył spam z pelami w dół.
6801:  Po to mam te nieszczęsne pajączki, żeby próbowały to zniszczyć.
6810:  Aaaa...
6814:  Gdybym ja miał, gdybym ja miał tak, że... Jezus, ja tutaj zostaję.
6839:  Czy one go atakują, czy nie?
6843:  No co ja mam zrobić?
6844:  Ja nic nie mogę zrobić w tym momencie.
6846:  Ja nawet nie mogę sprawdzić, jak ona atakuje.
6852:  Przyklejenie się Crystal Dashem nic nie zmieni.
6858:  No dobrze, przetrzymam.
6861:  I co?
6861:  Czy te pająki go niszczą, czy nie?
6865:  Mhm.
6866:  Tak, mogę zrobić spell w dół.
6867:  Ostatnio to zrobiłem i to mnie zabiło.
6869:  Bo to jest kwas, który ma atak rezydualny.
6876:  No horror absolutny.
6878:  Witamy szejka truskawkowego, dziękuję.
6882:  Dziękuję za życzenia powodzenia.
6883:  Ciekawe.
6884:  Aha, i to ma być dobre?
6885:  To jest raczej głupie.
6886:  Dlatego teraz właśnie gram Mechabellum sporo.
6911:  Czy moje pajączki go atakują, czy nie?
6923:  Mam wrażenie, że... że tak średnio.
6930:  Poza tym on ma parę takich ataków, nie?
6932:  Może spróbujemy także po tym ataku.
6933:  Dobra.
6944:  Co to jest?
6944:  Co to jest?
6945:  Fuck.
6957:  Fuck!
6978:  O ty.
6985:  Co mnie rozwaliło?
6987:  Co mnie rozwaliło?
6988:  Co mnie rozwaliło jak zawsze?
6990:  Ten sam atak tego samego nisko-levelowego przeciwnika napotykanego na samym początku gry, który ma atak samonaprowadzający.
7007:  Zawsze.
7014:  To nie byłoby trudne, gdyby nie on.
7018:  Mi się przydały nail arty.
7019:  A, nail arty, jeżeli coś, to muszę przytrzymywać przez cały czas, żeby działało.
7023:  Jasne.
7025:  Jeżeli byłoby tak, że ja sobie ładuję nail art i on po prostu jest przytrzymywany, to super, ale nie jeżeli mam go... Nie.
7033:  przytrzymać przez całą czas, nie ma takiej możliwości.
7036:  Nie jest nisko levelowy, jest bardzo nisko levelowy.
7040:  On się pojawia w Kingdom, to jest dopiero co wy mówicie?
7043:  Kingdom Sledge?
7044:  A, bo ja tam byłem, bo ja Hollow Knighta robiłem dziwnie.
7049:  Czyli ja trafiłem tam relatywnie wcześnie.
7054:  Ależ on ma hitbox powalony, ależ on ma powalony hitbox, to jest po prostu coś nieprawdopodobnego.
7073:  Przez całą grę ani raz nie wiem takiej sytuacji, żeby on mnie chociaż raz nie trafił.
7092:  Znowu nie pamiętałem.
7120:  Grałem w Hadesa Kuna, grałem.
7121:  Raz.
7125:  Ja mam problem z grami, których nie można zapisywać, no bo to też z praktycznego względu.
7132:  W jaki sposób mam robić progres na streamie, skoro za każdym razem muszę zaczynać od samego początku?
7136:  Znaczy, dla mnie streamowanie Hadesa ma średni sens dla tego.
7143:  To jest dokładnie to samo, co w przypadku Path of Pain.
7146:  No jaki sens ma robić ten Path of Pain, skoro nie mogę zapisać progresu?
7159:  Już nie.
7160:  Mówiąc o tym, jakie problematyczne jest to, jak ci nie ma zapisów wtedy, kiedy chcesz jakiś footage zrobić.
7165:  O Boże.
7168:  Wiedziałem.
7170:  Jezus.
7177:  Więc ja bardzo współczuję recenzentom gier, nie?
7179:  Co oni mają biedni zrobić w takiej sytuacji?
7181:  Muszę mieć po prostu nagrywanie włączone permanentnie.
7184:  Na wszelki wypadek.
7198:  Dobra.
7199:  Co mi nie przeszkadza doceniać Hadesa, absolutnie.
7202:  Tylko znowu, mam wrażenie, że to jest po prostu gra dla osób, które są zainwestowane w jeden tytuł naraz.
7214:  Ale Rafale, to nie jest problem z tym, że ja muszę przytrzymywać klawisz.
7217:  Problem polega na tym, że Nail Art jest ten sam klawisz, co klawisz ataku.
7221:  To jest idiotyzmem kompletnym.
7224:  Czyli mam zablokowany atak dlatego, że używam zdolności specjalnej.
7227:  No to jest w ogóle idiotyzm kompletny.
7252:  Zawsze zapominam, co tutaj zrobić.
7264:  O, w-wiedziałem.
7265:  Wiedziałem, że on będzie wiedział, gdzie ja wskakuję.
7269:  Prawda jest taka, że jeżeli byśmy chcieli rzeczywiście zrobić Advanced General Intelligence, wystarczyłoby korzystać z instrukcji inteligencji zaprojektowanej w Hollow Knight'cie.
7282:  Która przewiduje, przewiduje przyszłość.
7292:  Twórcy... Twórcy myśleli, że tworzą grę komputerową.
7295:  Nie.
7295:  Nie!
7297:  Oni stworzyli Skynetta.
7298:  Taka prawda.
7320:  Teraz ten cholernik, który spada z góry, czy nie?
7325:  Jeszcze nie.
7329:  Dobra, teraz cholernik, który spada z góry.
7336:  Nawet nie wiem, co mnie zaatakowało.
7347:  Dobrze.
7349:  Co teraz jest?
7353:  Cholerstwo jest otóż teraz.
7377:  Dobra.
7386:  Dobra, ale już jest, już jest okej.
7388:  Jezu.
7406:  Straciłem całe... ...życie od tego.
7440:  Dobra, co teraz jest?
7442:  2T, tak?
7452:  Nie, nie jak robię zaklęcie.
7464:  Absolutnie shiba będziemy grać we Frostpunka jak wyjdzie, absolutnie.
7472:  Na Twitchu jest funkcja, że ludzie mogą podejmować decyzje, no tylko jest jeden problem, nie streamuje na Twitchu.
7476:  Chciałbym, żeby YouTube może zastanowił się nad tym, żeby wprowadzić takie funkcje, to byłoby cudowne, absolutnie.
7489:  No jest takie supply na następne gry, Rose.
7491:  Dzięki ci za spacer od trzej miesięcy, to znaczy Elden Ring wchodzi, prawdopodobnie zejdzie nam na czerwiec, lipiec.
7499:  Warhammer.
7501:  Może trochę Genshin'a.
7503:  A tak to Wrzesień, Space Marine 2 i... God of War Ragnarok.
7511:  Co będzie w międzyczasie?
7512:  Diabli wiedzą.
7514:  Może sobie jakieś gry, które są bardzo nietypowe, poogrywamy, a które ja bym chciał wam pokazać.
7519:  Na przykład jest taka gra, która się nazywa... Inculinati.
7525:  I właśnie strategia połączona z manuskryptami średniowiecznymi.
7528:  Przeciekawa sprawa.
7530:  Połączenie Hollow Knighta z Sekiro.
7531:  Nie podoba mi się to, co mówisz, kapłankoćm.
7534:  Nine souls.
7535:  Nie podoba mi się to, co mówisz, ponieważ Sekiro jest niesamowicie precyzyjny, a Hollow Knight nie.
7540:  Więc połączenie jednego z drugim wydaje mi się niepokojące.
7552:  Kiedyś widziałem specjalnie hitboxy, jakie są w Hollow Knightzie.
7555:  No są zabawne.
7557:  Nie są to hitboxy zabawne levelu Dark Souls 2, ale są wciąż zabawne bardzo.
7566:  Nie wiedziałem, że Aspit może być też po prostu na ziemi, nie?
7569:  Otóż może być po prostu na ziemi.
7572:  I będzie strzelał do was w taki sposób, żebyście nie widzieli gdzie jest.
7576:  No można i tak.
7596:  Fuck.
7597:  Boże, jak ja tego nienawidzę, no!
7601:  Cały czas jeden przeciwnik, który mi psuje krew.
7607:  Szlag mnie jasny trafi na to.
7608:  Fuck.
7618:  Wystarczy jeden moment, że znajdzie się ten pierdzielony Azpit.
7623:  Jeden moment i jest cały run zepsuty przez jednego przeciwnika.
7639:  Gra strategiczna, którą ogrywam, jak się nazywa?
7642:  Mechabellum.
7644:  Jak dotrwacie, to może sobie wieczorem zrobimy małą pokazówkę.
7649:  Steamy z gier krótkich jak na przykład Journey, no to są za krótkie gry.
7654:  To są za krótkie gry na stream moim zdaniem.
7660:  Nie, Hollow Knight nie jest precyzyjny, Damien.
7662:  To nie jest precyzja.
7663:  Zawsze będę to samo powtarzał, tak samo jak Daxos nie jest precyzyjny.
7666:  To jest kwestia nauczenia się absurdalnej rzeczy, to znaczy, hmm, ten miecz tak naprawdę nie kończy się tam, gdzie się kończy.
7672:  On się kończy tak naprawdę, to on się kończy tam, gdzie się nie kończy.
7676:  Ten miecz to się kończy tam, gdzie wy myślicie, że tam nie ma miecza już, a tam jest miecz.
7680:  Wow.
7681:  Ale wyczucie.
7682:  No nie, to nie jest wyczucie, to jest nauczenie się absurdalnych rzeczy, które nic nie dają absolutnie.
7687:  Zresztą widać bardzo dobrze, daleko co to jest absurdalne, jak się nie pogra w jakąś grę chwilę.
7693:  Nie pogracie w Elden Ringa lub nie pogracie w Sekiro, wrócicie bez żadnego problemu, tak?
7698:  Nie pogracie w Hollow Knighta przez chwilę, nie będziecie wiedzieli, co się dzieje na ekranie.
7728:  Mecha Bellum to taki Supreme Commander?
7730:  Ściśle to.
7731:  Tylko, że Mecha Bellum polega na tym, że wy dajecie rozkazy w takiej fazie taktycznej jednostkom, a potem one idą automatycznie w jakimś miejscu.
7742:  Nie mam już innej części na bio poza tą.
7745:  Nie mam gdzie ćwiczyć.
7750:  Jakoś się rzekło, trudność nie polega na tym, że dajesz animacje, które są trudne do odczytania albo nieintuicyjne, tylko trudność powinna polegać na wyzwaniu taktycznym.
7764:  Nie, to jest niesamowite po prostu.
7767:  Myślę, to mówię o braku precyzji.
7775:  Tylko, że Miokun, bądź uważny z Mechabellum, bo to jest gra jeszcze w altie i w tym momencie możesz tam grać wyłącznie z graczami, ewentualnie możesz mieć tryb przetrwania, który jest przejebany kompletnie.
7788:  Ponieważ jest zrandomizowany i dlatego niestety ciężko jest przygotować się taktycznie na to, co tam będzie.
7795:  Ale poza tym, bardzo sympatyczna gra.
7800:  A naprawdę niewiele strategii wychodzi ostatnio.
7814:  No nie ma gry z AI za bardzo.
7816:  Znaczy jest, znaczy nawet jeżeli się gra z innymi grami... To jest to, co mówię.
7822:  Jest albo atak do góry, nie ma ataku diagonalnego, tak?
7824:  To jest debilizm, to jest kompletny debilizm.
7826:  Dlaczego nie ma ataku diagonalnego?
7828:  To jest atak do góry albo atak w bok.
7830:  I regularnie, jak chcę zrobić atak diagonalny, to nie mogę i dostaję wtedy obrażenia od contact damage.
7836:  To mam na myśli, mówiąc o braku precyzji.
7838:  Doprowadza mnie to do szału.
7843:  Nie jestem w stanie znaleźć wytłumaczenia, dla którego atak jest tak swoją drogą.
7846:  Przecież to jest logiczne, że powinien być atak diagonalny.
7849:  Jak można diagonalnie się przeskakiwać, to czemu nie można diagonalnie atakować?
7856:  Tego nie rozumiem.
7857:  Zwłaszcza, że przeciwnik, zauważcie, głównie atakuje diagonalnie.
7864:  Nie ma czwartego koloseum.
7866:  A, nie przeszedłeś czasem koloseum.
7868:  No dwa pierwsze, tak.
7872:  Ja się przesunąłem i pocisk dokonał korekty.
7876:  To jest po prostu nieprawdopodobne.
7878:  To jest nieprawdopodobne.
7900:  No i one atakują w sposób przewidywalny, tak?
7903:  W to miejsce, w którym jestem, a nie w to miejsce, w którym będę.
7913:  W ten sposób jesteście w stanie odpowiadać na to jakoś taktycznie.
7916:  Dziś?
7916:  Jesus Christ.
7931:  Ale pamiętam jak ci przeciwnicy mi napsuli krwi.
7935:  Ongiś.
7947:  Au.
7950:  Nie wiem co teraz jest.
7953:  O nie.
7956:  Dlaczego nie było ataku do góry?
7959:  Dlaczego nie było ataku do góry? !
7972:  nie wiem co teraz będzie znowu a jeszcze to
7995:  Trzeba trzech uderzeń, żeby go pokonać?
7997:  Chyba tak, trzech uderzeń.
8006:  Okej.
8027:  Chodź!
8027:  Chodź!
8059:  Dobra niech on tu przejdzie Dobra teraz jest to cholerstwo
8103:  Dobra.
8112:  Fuck!
8115:  Ale głupio ginę, no!
8120:  Chcę sobie ułatwić... O Boże!
8145:  O Boże!
8155:  Pierwszy raz, pierwszy raz mi się udał, pierwszy raz mi się udał ten atak, który próbowałem cztery razy!
8161:  Cztery razy próbowałem ten atak wykonać i za każdym razem priorytet bierze cholera jasna atak w lewo lub w prawo.
8171:  To jest nieprawdopodobne po prostu.
8174:  Gdybym tylko miał jeden przycisk, jeden przycisk na wykonanie ataku w górę, to nie.
8183:  Uważam łajtki, że najwyższy poziom trudności to zawsze powinny być nowe taktyki przeciwników.
8188:  Jeżeli wyższy poziom trudności to jest wyłącznie zmiana cyferek w tabelce, że o, będzie miał więcej HP, o, będzie zadawał więcej obrażeń, to jest poziom trudności zrobiony leniwie.
8200:  To nie jest tak, że ten atak się robi tak samo jak w dół?
8202:  Nie.
8204:  Chodzi o to, że jeżeli jesteś w górze i robisz to, co ja w tej chwili, czyli skaczesz w prawo i wykonasz równocześnie z tym skokiem atak przez wciśnięcie klawisza w górę i klawisza magii, to zawsze priorytet bierze atak
8225:  magią w prawo, a nie atak magią w górę lub atak magią w dół.
8229:  Atak magią w górę lub w dół zawsze musisz wykonywać wtedy, kiedy nie wciskasz klawiszy kierunkowych w lewo, w prawo.
8237:  Inaczej z jakiegoś względu zawsze się odpali to zaklęcie podstawowe.
8247:  Więc to jest kwestia na meczach taka, że ja wciskam klawisz w prawo i później wciskam równocześnie klawisz w górę i klawisz ataku maną, magią i nie działa wtedy.
8260:  Jest to przerażająco denerwujące.
8264:  Całą grę mi się to dzieje.
8271:  Inside Journal MTG nie widziałem, ale polecam wam bardzo Dark Matter.
8274:  Nie wiem, czy zdążę zrobić recenzję.
8278:  Usiłuję zrobić recenzję, ale wszyscy mi w tym usiłują przeszkodzić.
8284:  To jest zupełnie tak, jakby świat chciał, żebym ja nie zrobił tej recenzji.
8294:  Być może to byłaby po prostu zła recenzja i dlatego świat nie chce, żebym jej zrobił.
8298:  Być może.
8306:  Naprawdę nie widzę, co tu się dzieje.
8308:  Ja nie widzę, co mnie atakuje.
8315:  Znowu nie pamiętałem.
8319:  Nieprawda.
8321:  Spierdalaj!
8337:  No dobra.
8346:  Nie, nie mogę też, że ten atak mnie spycha z platformy.
8351:  Z jakiegoś powodu.
8360:  I czy się ostatnim ćwiczeniem dotknęliśmy?
8361:  Wiem!
8363:  Wiem!
8364:  Na tym polega problem, dlatego mówię cały czas, że ten atak magiczny połączony z klawiszami ruchu jest idiotyczny.
8372:  To jest dosłownie jedyna gra, którą znam, a dużo się grało w gry z magią.
8380:  Jest jedyna gra, gdzie klawisz kierunkowy służy do czegoś innego niż do poruszania się.
8386:  Tylko służy do castowania.
8388:  Jest to niezrozumiałe.
8394:  I wiecie, gdybym jeszcze mógł to rebindować, ale nie mogę.
8401:  Tak bym miał sobie, nie wiem, R, F i V na przykład, cokolwiek.
8404:  Albo 1, 2, 3.
8405:  Ale R, F i V byłoby akurat pod palcami, więc dobrze wtedy.
8426:  What now?
8436:  Dobra.
8438:  I teraz moja nemesis.
8439:  Sude.
8447:  Won.
8447:  On.
8453:  To jest to.
8454:  To jest to.
8455:  Nie chciałem tego zrobić.
8456:  Nie chciałem tego zrobić.
8459:  Nie chciałem zrobić tego ataku.
8467:  Przecież to nie powinno tak wyglądać, no.
8488:  Jasne.
8501:  Czemu on się rozwalił?
8506:  Jezu, co się tu dzieje?
8507:  Nic nie widzę.
8515:  Brak rebindu, klawiszy do raf w każdej grze.
8517:  No, no, no tak.
8521:  Jak się zapowiada datym do Cat-Eye'u?
8527:  Te przecieki, które są w Warhammerze III niespecjalnie mnie cieszą, jeżeli mam być szczery.
8536:  Ale Konradzie, to kwestia nawet nie jest sterowania na klawiaturze.
8539:  Kwestia jest taka, że nie możesz w opcjach, nie możesz zmienić rodzaju ataku, tak?
8547:  Masz quick cast wyłącznie i cast.
8552:  I tyle.
8553:  Nie ma tutaj opcji, że o, atak jeden, drugi, trzeci.
8556:  Nie, po prostu nie.
8557:  Jest powiązane z klawiszami kierunkowymi castowanie zaklęć, co jest idiotyczne.
8564:  Bo karawisze kierunkowe służą do tego, żebym ja, no nie wiem, poruszał się.
8572:  Szybkość transmisji strumienia jest większa od zalecanej.
8575:  To jest piękne.
8576:  Jak miałem zły internet, jak miałem zły internet, to się wykrzaczał, tak?
8580:  I nie było live.
8581:  A teraz YouTube oznajmia mi za każdym razem...
8585:  Szybkość transmisji strumienia jest większa od zaleconej.
8590:  Sugerujemy ustawienie wartości 13 tysięcy grubiców na sekundę.
8597:  Czyli wartości, która nie pozwala na strumieniowanie w 2K i w 4K, tak dla kontekstu.
8604:  To jest jakby dyskusja na temat interfejsów i sterowania jest dyskusją bardzo uniwersalną.
8612:  Bardzo uniwersalno, znaczy wszystkie interfejsy traktują nas jak debili.
8626:  O boże.
8630:  Więc będzie wszystkie czarmy?
8631:  Mam wszystkie czarmy!
8633:  Mam wszystkie zdobyte czarmy.
8635:  Pokazałbym wam, ale nie mogę, ponieważ tu nie spauzuje się gra chyba.
8638:  Tak.
8640:  Oczywiście.
8642:  Oczywiście, że się gra nie spauzuje.
8649:  Chcesz zrobić obiad?
8651:  Masz problem.
8653:  Musisz jeść siku?
8654:  Masz problem.
8658:  To starożytna technologia.
8661:  Nie możemy sobie pozwolić na tak zaawansowane operacje jak oś.
8673:  Jak pauza, pauza jest skomplikowana.
8686:  Dobra.
8693:  Escape działa, pauza pod escape'em działa, naprawdę.
8696:  A dlaczego nie może działać jak wciskam inventory, to jest jakieś inne menu?
8705:  Chodzi o to, że chciałem sobie podejrzeć inventory, tak?
8708:  Nie ma uzasadnienia.
8714:  Mamo, tego się nie da zapauzować!
8715:  No właśnie!
8723:  Zapomniałem, zapomniałem, że tu tutaj było.
8725:  Zapomniałem.
8730:  O Boże, ze...
8732:  Etap pajęczy mnie strasznie irytuje, on trwa nieproporcjonalnie długo.
8743:  Jest gra rosyjska?
8744:  Nie, jeżeli jest jakaś gra rosyjska, to ja nawet nie interesuję się tym, ponieważ ja bojkotuję całkowicie rosyjską kulturę.
8755:  Mam bardzo dużo powodów ku temu.
8757:  Powód za wschodnią ścianą jest jeden z wielu.
8761:  Drugi jest taki, że PRL-owska edukacja to jest największy syf, który został w polskiej edukacji.
8769:  Więc są przynajmniej dwa powody, dla których mogę absolutnie nie znosić tego kraju i jego nędznej kultury.
8781:  Mój patriotyzm po prostu to jest antypatriotyzm rosyjski.
8785:  Tak się wyraża mój patriotyzm polski.
8792:  To jest chyba jedyny kraj, co do którego, jak ktoś mnie na przykład pomylił, że, nie wiem, myślał, że jestem z Rosji, tak, na początku, jak jeszcze miałem akcent wschodnioangielski, to mnie było gorzej wstyd, niż jakby ktoś, nie wiem... Może teraz się uda.
8815:  Byłoby mi bardziej wstyd, niż aby ktoś z mojej rodziny był na przykład mordercą.
