🔴 Ścieżka bólu bez nadziei | HOLLOW KNIGHT Livestream #12
🔗 https://www.youtube.com/watch?v=Ti3O49kJYAY

28:  O nie...
6723:  Trzymaj S non-stop.
6726:  w tamtym momencie, tak?
6728:  No może.
6733:  Czemu?
6733:  Czemu?
6734:  Czemu?
6734:  Czemu?
6734:  Czemu?
6736:  Omijam Eurowizję, Friedax.
6738:  Opisać mój sposób na zapamiętywanie czegokolwiek, pisze Zuzek?
6741:  No to widzicie.
6742:  To naprawdę działa.
6744:  Mantry działają.
6746:  Głośni muzyka, będź.
6750:  No nie!
6761:  Ja cały czas wciskam S, tak na marginesie.
6767:  Słyszałem, że Teto wraca na agi... Słyszałem, słyszałem jak najbardziej.
6769:  Ja w tym roku nie mogę wystąpić.
6772:  Za dużo wziąłem na siebie już.
6777:  No przecież... I z bardzo dużej liczby projektów zrezygnowałem.
6782:  Musiałem się wziąć za siebie, wiecie, stąd treningi.
6790:  Dobra, teraz cały czas wciskam S. No nie!
6800:  Za daleko byłem o dwa piksele!
6806:  Fajna przykładowa książka.
6807:  Pawle, ja Ci polecam bardzo Kroniki Czarnej Kompanii Glenna Cooka.
6814:  W kwestii pracy naukowej pisze, że ma nowego licencja napisanej z webwritingu, a teraz uznałem, że fajnie zrobić coś innego.
6817:  Mam nadzieję, że wrzuciłeś na ResearchGate ta licencja.
6822:  Bez przypadku przeczytany Przedajemnikowego Piechura nie spodziewał się tak dobrej książki, to polecam Ci pozostałe książki Rafała Kosika, zwłaszcza Vertical.
6831:  No i było za daleko.
6845:  Czemu to jest tak trudne tutaj dla mnie?
6851:  Bo tutaj się dzieją losowe rzeczy, nie?
6853:  I dlatego to jest dla mnie trudne.
6854:  To znaczy, chyba jeszcze nie było takiego etapu poza pierwszym oczywiście, bo pierwszy jest najgorszy absolutnie i bezkonkurencyjnie, gdzie by było tak dużo losowych rzeczy, które ja muszę wziąć pod uwagę.
6867:  Dobrze, teraz lepiej jest.
6874:  Dobra, dobra, dobra, dobra, o, o Boże, o Boże, o, co?
6881:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, co jest dalej?
6886:  Co jest dalej?
6888:  Czy ja mogę wcisnąć escape?
6888:  O!
6889:  No, nie, nie, nie, nie, ja, ja, ja, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie
6906:  Ja muszę to zobaczyć wpierw.
6911:  Dobrze.
6912:  Hollow Knight Walkthrough.
6918:  Path of Pain.
6921:  Co się tutaj dzieje?
6926:  O, o, o, to jest to, to jest to, to jest to, to jest to.
6932:  Nie, ja muszę zobaczyć, co tam się dzieje.
6935:  Dlaczego to jest w 720p?
6937:  Dlaczego to jest w 720p?
6946:  Skąd ja wiedziałem, skąd ja wiedziałem, że to się stanie tutaj?
6949:  No dobrze, dobrze.
6950:  Aha, czyli tutaj trzeba... Krystal Dash.
6957:  O mój Boże.
6964:  Okej.
6966:  Czyli Crystal Dash trzeba cancelować przed tym.
6974:  Jezus Maria.
6984:  Dobrze, jak dotrze do tego miejsca,
6994:  Z powrotem ta dolna piła, dobra.
6996:  Okej, okej, okej, okej.
7000:  Ooo, Kroniki Czarnej Kompanie, Pawle.
7003:  Jaki polecam mikrofon na początek nagrywania filmów na YouTubie?
7007:  Bardzo proste, bardzo proste pytanie.
7013:  Są dwie opcje.
7019:  Jedna opcja
7021:  Jest budżetowa.
7022:  Dobra.
7023:  Opcja budżetowa.
7024:  Ten mikrofon od razu masz ze statywem i pod filtrem.
7027:  SPC Gear.
7028:  Ja od niego zaczynałem, ale szczerze powiedziawszy uważam, że bardziej uniwersalny jest ten mikrofon, to znaczy Shure MV7, z tego względu, że on jest i na...
7038:  USB i na kabel XLR, w związku z powyższym masz możliwość potem elastycznego upgrade'u mikrofonu, jeżeli zdecydujesz, że chcesz już mieć porządny mikser audio, to wtedy musisz mieć do niego inny kabel, kabel XLR analogowy, ale równocześnie wtedy dalej masz opcję używania wyjścia USB.
7057:  Mikrofony na USB zawsze w którymś momencie rozwoju nie będą Ci dawały takiej jakości, jaką daje mikrofon analogowy.
7068:  Dzięki, masta kaczka, serdeczne.
7072:  Patrzę, jak Koteł pisze, że kupił bilet w Jampyrką w lutym specjalnie z tokenami, żeby trafić na prekret i wyskakuje z jakimiś fantami w jamniki na miesiąc przed.
7079:  Bo ja dopiero wtedy mogłem o tym poinformować, moi drodzy.
7082:  Dobra, teraz tak.
7086:  Teraz tak.
7088:  Crystal Dash był tutaj chyba, w tym miejscu.
7098:  Chyba tak.
7099:  I teraz czekamy, aż to cholerstwo przyjedzie pod ten pierwszy dynks.
7104:  Drugi raz.
7106:  Czyli teraz... No oczywiście.
7113:  Wyżej trzeba było, no wyżej.
7116:  O mój Boże, o mój Boże!
7122:  O mój Boże, jak ja tego nienawidzę.
7124:  No dobrze, to jest okropna sekwencja dla mnie.
7127:  Zwłaszcza, że ja wiem, że tam jest ta dźwignia.
7136:  Nie no, ja tego nie zrobię drugi raz.
7138:  Nie ma szans.
7152:  Mówiłem?
7153:  Nie, nie zrobię tego, nie ma szans.
7154:  To jest za dużo dla mnie, za dużo zmiennych.
7162:  Za dużo zmiennych, których nie jestem w stanie przewidzieć.
7169:  No właśnie, za...
7186:  No Jezus, udało się, nie wiem jak.
7188:  Czyli wyżej mówicie, tak?
7191:  Na wysokości tej... Może zrobimy na wysokości tej górnej szprychy.
7203:  To jest to, co ja zawsze... Jak on to zrobił?!
7206:  Czemu ludziom wychodzą rzeczy, a mnie nie?!
7210:  Czemu tak zawsze jest?!
7212:  Boże, czuję się jak na WF-ie, naprawdę.
7224:  A nie, nie, nie.
7224:  Właśnie to samo.
7225:  Dobrze.
7226:  Czy jest dokładnie na wysokości tej belki górnej?
7231:  A, i tutaj zatrzymuje.
7232:  Jezus, smar.
7234:  Jezus, smar.
7236:  Jezus, smar.
7238:  Dobrze, ja sobie dam jako stop klatkę może.
7243:  Nie, no, no, no.
7244:  Dramat, powiem wam.
7249:  Aaaa...
7257:  Lepiej próbuj dołem bez krystaldarza?
7259:  Nie zwariowałem, nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie nie
7280:  Jamniki dla Eternitas.
7282:  Co sądzę o książce Bezobotny Lucyfer?
7285:  Jest okej, ale to jest Aleksander Watt, trzeba pamiętać.
7286:  Łukasz Mozgowoj jeszcze jest Jamnikołajem do tego wszystkiego.
7289:  Niuch, dziękuję za wsparcie społeczności ogromnie i kanału.
7293:  Ale nie wiem, kto dostał wsparcie, już widzę.
7295:  Łukasz Mozgowoj otrzymuje wsparcie od Łukasz Mozgowoj.
7298:  Szymon Zajdel, Ovidiusz Pryk i Robert Rocker oraz Wedeks.
7305:  Łukasz jest Jamnikołajem samego siebie.
7310:  Jak to się stało?
7314:  Chyba któryś raz mamy taką sytuację na kanale.
7316:  To nie jest częste.
7318:  Czy będę miał prelkę na Pyrkonie?
7319:  Oj, nie jedną.
7324:  Ze cztery punkty.
7325:  Info jest na Discordzie, w Holistycznej Agencji Eskapistycznej, w kanale Spotkania i Konwenty.
7330:  No tak.
7333:  No tak.
7348:  Łukasz Mozgowy podarował wsparcie WUGO w wychodce.
7352:  Jak rozumiem dla równowagi.
7353:  Dziękuję serdecznie i niuk serdeczny dla Ciebie.
7359:  Nie, utknąłem, utknąłem.
7367:  Utknąłem całkowicie.
7377:  dać się opcję namiotowa.pl?
7378:  No co masz na myśli, joblol?
7393:  Aaaa, nie podskoczył!
7396:  Kretyn, kretyn, bezużyteczny kretyn, a nie żaden Hollow Knight.
7402:  Krzysztof, wysyłam moc krystalomancji do Daszy.
7404:  Oj, przydałaby się, przydałaby się, dziękuję Janku, ale...
7411:  Teraz mam inne Nemezis już.
7416:  No właśnie.
7427:  No nie!
7428:  Wystarczy, że spadnie frekwencja i częstotliwość uderzeń mieczem i od razu, momentalnie człowiek ginie.
7442:  Patryk27, dziękuję za bycie.
7444:  Ja, Mikołaj Mifiel, otrzymuję wsparcie od Patryka.
7446:  Niuch!
7447:  Dzięki najserdeczniejsze.
7449:  Opcja donate'u gracjanie już jest.
7450:  Właśnie to ludzie robią.
7456:  Na dole to jest, ja nigdy nie wiem, gdzie to jest, ale jest gdzieś ten symbol dolara, gdzie można podarować trybut.
7464:  Tudzież donate'.
7472:  No przecież ja się rozindyczę, po cholerę był mi ten Marko Pra of Pride.
7477:  Że czasem działa, a czasem nie działa.
7478:  Boże, jakbym miał robił recenzję Hollow Knighta, to nosiłaby tytuł czasem działa, a czasem nie działa.
7483:  To byłaby moja recenzja.
7485:  I miałaby jedną linijkę.
7496:  Rozindyczam się, bo mnie wkurwia strasznie to, że muszę robić od nowa coś, co już mam za sobą.
7501:  Bardzo tego nie lubię, nie znoszę.
7503:  To było w grach, które już słusznie odeszły do lamusa.
7507:  Nie lubię, jak twórcy się onanizują tym powrotem do przeszłości.
7510:  Kompletnie to jest niepotrzebne.
7512:  Drażni mnie.
7523:  Zode jest możliwy do zrobienia jak najbardziej, on jest jako boss.
7526:  Akurat z Zodem walczyłem off-stream po raz pierwszy i udało mi się go pokonać.
7530:  Off-stream też ulepszyłem talizman, który się nazywał coś tam Mark of Strength, nie wiem, coś z siłą.
7539:  Bo stwierdziłem, że to będzie ekstremalnie nudne.
7544:  No oczywiście.
7545:  Za pikselek za blisko, jak będziemy to robić na streamie.
7549:  Unbreakable Strength, właśnie.
7555:  Co się teraz stało?
7556:  Czemu on odbijał się od boku piły?
7559:  Tak się da?
7571:  No i co?
7571:  I tutaj się odbija bez problemu, a tam na tym nie?
7574:  Małym?
7575:  Bez sensu.
7591:  Za którą próbę?
7592:  O, po amulecie za drugą.
7605:  Nie no, przecież ja zwariuję po prostu, ja zwariuję!
7610:  Ach.
7615:  Właśnie nie ma żadnego progresu, Serenok.
7616:  Znowu gra nam cofnęła progres, no.
7619:  Nie ma żadnego progresu.
7621:  Nie znoszę tego cofania progresu.
7622:  A najgorsze jest to, że ja teraz nie jestem w stanie sprawdzić, co jest w następnej komnacie.
7630:  Dramat!
7634:  Nie pogłęb na tym tyle razy.
7635:  Max 2 i masz skok do góry.
7638:  Nie zauważyłem.
7644:  A tam Zold jest cudowny, prosty boss.
7649:  Poza tym na streamie go mieliśmy i po prostu nie chciało już się do niego podchodzić.
7663:  Proszę, proszę, niech, niech, niech działa, niech, niech działa to tak.
7668:  żeby to było przewidywalne.
7670:  Proszę tylko o to, żeby gra była przewidywalna, żeby jak wcisnę Ctrl, działała się akcja, która dzieje się pod kontrolem.
7678:  Jak wciskam Shift, żeby się działała akcja, która się dzieje pod Shiftem.
7682:  Ja o nic więcej nie proszę!
7685:  Aaaa!
7687:  Dromen tymczasem, Tomira, Simon, Grim, LRGBT Enthusiast i Tomex91, stali bywalcy w tym streamu, otrzymują wsparcie od Roberta Rockera, dziękuję Ci serdecznie, Robercie Niuch, za wsparcie społeczności i kanału.
7700:  Złot ma kolejne wersje, które są procesalnie coraz trudniejsze.
7703:  Niech zgadnę.
7703:  Robisz wszystko szybciej i więcej.
7707:  A może ma nowe strategie?
7715:  Nie, nie, to jest niemożliwe.
7716:  Na pewno jest wszystkiego szybciej i więcej.
7718:  Tak.
7721:  Google pisze, że konwent zapewnia zwykle jakiś rodzaj noclegów i to są szkoły.
7725:  To mówisz o latach 90-tych, już dawno tak nie ma na konwentach.
7728:  Konwenty się teraz zmieniły w festiwale.
7732:  To jest coś za coś, tak?
7734:  To znaczy dzięki temu, że konwenty się zmieniły w festiwale, mogło sobie pozwolić na zaproszenie Nila Stevensona, albo Petera Bretta, albo w ogóle jakieś mnóstwo różnych twórców z zagranicy, o których by się nie śniło na normalnym konwencie.
7747:  Normalny konwent sobie mógł, taki namiotowy nazwijmy to, czy szkolny, pozwolić na zaproszenie dwóch...
7765:  Mam to czasowo wymierzyć.
7774:  No i on nie podskoczył, cholera jasna!
7780:  Nie znoszę tego!
7783:  Nie znoszę, nie znoszę!
7790:  No ścianę się nie mogę odbić, ponieważ ściana jest z kolcami.
7810:  No świetnie, świetnie.
7814:  Duży postęp jest od soboty, tylko cały postęp Piotraszkiewicz stracimy niestety.
7820:  Więc ja chyba do dźwigni robię Pawła w pełni, dalej nie.
7831:  Jaki mam mikrofon?
7832:  Dwa mikrofony, to znaczy do streamów jest Shure SM7B, natomiast do nagrywania Sennheiser MKH50.
7846:  Ja nie wierzę po prostu.
7849:  Nie, nie dam rady dzisiaj całego, Paweł, bo ja się... Nie sądziłem, że na tej sekcji mnie tak przytrzyma.
7860:  Przykro mi się, że Kato siedzi w jakimś... Dni fantastyki są czasem, katowickie dni fantastyki, o ile wiem.
7865:  Dlaczego dwa mikrofony?
7867:  Ponieważ ten mikrofon nie ma takiej barwy, jaką chciałem mieć do nagrań.
7869:  Mikrofony pojemnościowe mają, to się nazywa ładnie, bogatszy zakres dynamiczny.
7877:  Ten mikrofon ma taki trochę radiowy głos.
7879:  Ja nie za bardzo lubię taki głos.
7882:  I ma też drugi problem.
7885:  Pewien przechodzień przeodziany purpurowym płaszczem przeszedł przez park.
7889:  Tak?
7889:  A teraz się przełączę na górny.
7893:  Pewien przechodzień przeodziany purpurowym płaszczem przeszedł przez park.
7901:  To pierwsze, co słyszeliście, to były spółgłoski zwartowybuchowe, czyli py, by i tak dalej, z którymi ten mikrofon ma problem.
7908:  A ja... Mi zbyt bardzo to strzało, jak ja to słyszę.
7918:  No i tak, jeszcze druga kwestia, to Altijon słusznie pisze.
7922:  że jak ja wrzasnę przy tym mikrofonie, to wtedy będzie mieć przester.
7928:  Duża gąbka nic nie pomaga na ten mikrofon.
7930:  Poza tym duża gąbka jest o tyle problematyczna, że jest większa od mojej głowy autentycznie.
7935:  I w niej i tak, w momencie jak wrzaśniesz, to i tak będzie ta spółkostka zwartowybuchowa.
7941:  Popfilter działa wtedy wprost, kiedy nie masz wizji.
7946:  Popfilter na wizji wygląda okropnie.
7952:  Ale masz rację absolutną, że w wokalu, w radiu używa się pofiltrów i to metalowych bardzo często.
7965:  No nie mogę, no ja po prostu zyskałem tam tylko jeden skok po tym odbiciu.
7970:  Dlaczego teraz to się nie udaje, a wcześniej się udawało?
7972:  Ja tego nie rozumiem.
7977:  Muszę się tego nauczyć, no nie ma opcji.
7982:  No, jest, jest, jest, jest.
7984:  Dobrze, dobrze, dobrze, dobrze.
7985:  O Jezus, tak.
7986:  I teraz... Dobra, to było w tym miejscu, tak?
7992:  To sobie jedzie.
7993:  Ja tu trochę poczekam.
7994:  To sobie jedzie, tak?
7996:  To ma jeszcze raz wrócić.
7998:  Ja wtedy muszę zrobić... Zaraz, ile razy to ma wrócić?
8005:  Raz... Dwa, okej.
8008:  Czyli musi raz wrócić.
8011:  Raz...
8018:  Boże, czemu, czemu, czemu ten cholerny podskok jest tylko raz, no?
8039:  Za mało jest czasu na reakcję tam.
8045:  Ale to co z tego, no ja już zapomnę co tam było.
8054:  Muszę szybko przechodzić ten etap, nie ma wyboru.
8061:  No właśnie, i znowu w pętli syzyfa jestem.
8076:  No, to jest straszne.
8079:  Ale tak naprawdę się ucieszyłem, że to dzisiaj skończymy.
8086:  Właśnie na dole nie jest coraz lepiej, nie, bo to nie zależy ode mnie, to jest problem.
8091:  Nie zależy ode mnie, to zależy od tego, czy gra stwierdzi, że będzie rzeczywiście anulowywać moje akcje, albo że mnie randomowo nie wypchnie tutaj na górę na kolce.
8105:  No, Jezus Maria, za wcześnie, teraz mój błąd i to duży.
8115:  O, właśnie to jest to, co powiedziałem.
8117:  To jest to, co powiedziałem.
8118:  Randomowe wypchnięcie, wybicie mnie na kolce.
8121:  Dlaczego?
8121:  Nie wiem.
8126:  Hmm.
8140:  Come on!
8143:  Ja już nie pamiętam, co jest dalej.
8146:  Ja już nie pamiętam, co jest dalej przez to, no, Boże drogi!
8152:  A już było tak dobrze, zauważcie, to są takie fragmenty czasem, że jest totalnie zjebany checkpoint, a czasem jest checkpoint w miejscu, w którym go kompletnie nie trzeba.
8161:  To jest nieprawdopodobne!
8170:  Nie wiesz, no po prostu nie wiesz.
8178:  To jest to, co powiedziałem, randomowe wybicie w górę.
8183:  Randomowe wybicie w górę.
8184:  Ja nawet nic nie zrobiłem, po prostu gra stwierdziła, że tym razem wypchnie mnie w górę.
8199:  Jezus Maria.
8204:  Zaczynam żałować rzeczywiście, że założyłem ten Mark of Pride.
8207:  Mam wrażenie, że to jest z tego powodu.
8208:  Ach.
8232:  Nie mogę przerwać Jamnikowej Piechurze, bo jak wyłączę grę, to już stracę cały progres.
8238:  Cały.
8239:  Bo debil jakiś, który to projektował, wymyślił, że ten progres się nie zachowuje.
8244:  Ja tutaj nie będę, jak odpalę znowu grę.
8246:  Tylko będę na ławce w Białym Pałacu.
8256:  Gdyby nie to, mój stres byłby żaden.
8271:  Czemu on się zaczyna wybijać coraz krócej, jak poguje na tym małym cholernym kole, a jak poguje na dużym kole, to się wybija wyżej?
8282:  Przecież to nie ma żadnego sensu, to jest nielogiczne!
8288:  Przecież to jest nielogiczne!
8294:  Ale piła się nie podnosi tak szybko!
8299:  Wiesz, w tym momencie mnie wypija na pół kilometra, a tam mnie wypija na dwa centymetry.
8311:  Dramat!
8317:  Jezus Maria, czemu to się w ogóle musi podnosić tak swoją drogą tam, to ja nie wiem.
