Za Aiur! | STARCRAFT 2 Livestream #6
🔗 https://www.youtube.com/watch?v=37NWlyITPD8

51:  Wielkie dziękuję.
5966:  Eliminacja po kolei nie jest głupim pomysłem.
5971:  Tak, bo zwracają na nas uwagę.
5973:  Aaa!
5989:  Wiedźmin od Lethista czy Rings of Power to jest cripple fight trochę, bardzo podobne.
5993:  Ale wiecie co?
5994:  Zaskoczę was.
5996:  W Wiedźminie jest jedna wielka przewaga nad Rings of Power, jest Henry Cavill.
6000:  Henry Cavill robi roleplay Geralta taki, że ratuje cały ten serial.
6005:  W Rings of Power nie ma postaci, która was tak zakotwiczy, jak Henry Cavill potrafi to zrobić.
6011:  Więc lepszy.
6023:  O, dobrze.
6026:  A House of the Dragon jest na poziomie pierwszych sezonów Gry o Tron.
6029:  Jeżeli komuś się podobały pierwsze sezony Gry o Tron, to tym bardziej się będzie podobało teraz.
6034:  Spokojne dyskusje polityczne.
6038:  Bardzo dobre.
6042:  Powrócenie do starego, dobrego Westeros to było dla mnie.
6046:  Cholera.
6055:  No!
6055:  Okej, udało się.
6061:  Good!
6061:  Mamy to!
6063:  Henry Cavill, Król Nerów, King of the Nerds!
6066:  Absolutnie!
6067:  O rany!
6069:  Hip-popo-monstro-sekwipedalofobia.
6073:  To jest strach przed długimi słowami.
6076:  Witamy w gronie, trybutariuszy.
6083:  Heh, heh, heh.
6084:  Nailed it.
6087:  Good, good, but was it git-gut?
6089:  Heh, heh, heh, heh.
6095:  Jest wadliwe to uderzenie cienia.
6099:  O Boże, znowu to samo.
6112:  Okej, nie wiem czy to było dobre, ale tutaj podobno nas kierują jeszcze.
6117:  Z Ratul.
6124:  Walczysz.
6137:  Nie no, oczywiście, że docieniemy do włóczni Aduna, absolutnie.
6140:  Młoda godzina, moi drodzy, 19.30.
6142:  Tego, czego brakuje w House of the Dragon faktycznie, to aktorów, ale zauważcie, że ten sam problem mamy w Rings of Power, tak?
6153:  Znaczy, nie ma tam aktorów, którzy by byli w stanie to uciągnąć jakoś.
6160:  Mam wrażenie, że to jest kwestia w dużej mierze już budżetowa.
6164:  Nic z tym nie zrobimy.
6178:  Ok.
6178:  Odchłanić ją niechłodem.
6180:  Tak było, tak ją zapamiętałem.
6186:  Matt Smith jest tak, jest absolutnym... Nie no, Matt Smith jest badassem.
6190:  Matt Smith mi się strasznie podoba.
6192:  Widzę, że zniszczyłeś kolejne działo.
6194:  Doskonale.
6196:  Wsparcie jest w drodze.
6197:  Mhm.
6197:  Ile dostaniemy teraz?
6199:  Jednego... Ooo!
6201:  Ooo!
6206:  Magowie!
6208:  Dzień dobry!
6209:  Krzysztof, jaką rasę lubisz najbardziej?
6212:  No nie wiem, protosi mają magów!
6218:  I mogą się połączyć Warhonta.
6220:  Scalanie zakończone.
6228:  O, tu jest szansa, że dostaniemy... Nie, czekajcie.
6236:  Czy nie jest tak, że ja jednak tutaj miałem wrócić?
6244:  Tu jest jakieś przejście, kurczę!
6248:  Teraz nie wiem.
6253:  Nie, chyba nie, chyba nie, chyba nie.
6259:  Krasnoludy w Lynxa lepsze niż Wiedźminy?
6261:  No tak, w Wiedźminie jest to katastrofa, jeżeli chodzi o Krasnoludów.
6263:  Zresztą mówiłem o tym w recenzji.
6267:  Nauczycielka, że klasie kupować papier do syrówki?
6270:  Załatwienie wszelkich tego typu rzeczy przecież spada na pracodawcy, nie na konsumenta.
6273:  Co mam zrobić?
6275:  Co nauczyciele mają zrobić?
6276:  Szkoła nie zapewnia cały czas tych surowców i pomocy i tak dalej, więc jest problem.
6282:  To jest problem, który trzeba nagłaśniać, ale obawiam się, że nie da się z tym nic zrobić.
6288:  Może warto byłoby jedynie wspominać, że jest coś takiego jak technologia.
6292:  Technologia umożliwia nieużywania papieru.
6294:  Ja papieru nie używam
6298:  Od ilu lat?
6300:  8?
6302:  Regularnie zresztą wywołuję kontrowersje, ponieważ mówię, że nie będę podpisywał umowy na papierko.
6307:  Słyszę, a nie możesz.
6307:  A ja mówię, dobrze, to nie zapłacicie mi.
6309:  Wy będziecie mieć problem ze skarbówką.
6311:  A, a, a, a, nie, nie, nie, to jednak, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to, to,
6326:  Więc trzeba walczyć z tym, bardzo, ale walka z papierem i z używaniem papieru w kraju, który jest postsowiecki, uwiebia biurokrację, uważa, że dokument jest tym ważniejszy, im więcej jest czerwonych piecząteczek w rogu, jest ekstremalnie trudna.
6342:  Więc drukowanie samemu, to samo spada na studentów przez cały czas, to jest plaga, która się nie kończy absolutnie.
6350:  I po cutscenie można tam dojść.
6351:  Dobrze.
6351:  Ucieszyliście mnie.
6353:  Czy zostaliśmy uleczeni?
6355:  Tylko Zeratul został uleczony.
6356:  Skandal!
6374:  Nie lubię pieczątek, ale to skaza po Reksiu.
6376:  No tak.
6389:  Prawdomówcom, Terranie zawiedli i dopuścili intruzów aż tutaj.
6395:  Nasze wielkie dzieło jest zagrożone.
6417:  Nie wiem czy... Amon wysyła Taldarimów na wojnę.
6428:  Wspóźniliśmy się.
6431:  Nadal jest nadzieja, Zeratulu.
6433:  To urządzenie... Taldarimowie wykorzystują je, by komunikować się z Amonem.
6440:  Jeśli je zniszczymy, opóźnimy siły Amora na tyle, by ostrzec Artanisa.
6446:  Zajmę się tym.
6455:  Pilnuj swoich pleców, Rycherzu, pilnuj pleców!
6459:  Mówicie, że książeczki z papieru są, tak?
6468:  You sweet summer child, gdybym miał wszystkie książki, które mam z papieru, to ja bym musiał mieć siedem bibliotek, więc ja wciąż oszczędzam.
6478:  Dobrze.
6482:  Jak śmiesz.
6492:  Teraz oberwiesz za to, oberwiesz za to, co śmiałeś zrobić.
6497:  Nie wolno w nas uderzać magią.
6504:  Krzysztof nie wie, gdzie iść.
6513:  Wszechchujnia jest blisko Zeratolu.
6530:  M-magia!
6532:  M-magia to potęga!
6534:  Good!
6536:  Good!
6542:  Let the hate flow through you!
6549:  Bardzo dobrze.
6552:  Bardzo dobrze.
6559:  Hmm... Okej.
6564:  Bardzo dobrze.
6572:  Miałem wybrać, porozumieć Polskę do jakiejś krainy w Warhammerze, to co bym wybrał?
6575:  Oryginalnie to powinien być, to powinien być Kistew, ale myślę, że u nas to raczej są... Złe Ziemie!
6586:  Ewentualnie Moczary Szaleństwa trochę poniżej, coś, coś pomiędzy.
6594:  Czekam aż czy to będzie miał tyle tekstów z Gwiezdnych Wojn na Soundboardzie, że będzie można odtworzyć prequele.
6598:  Tak, prequele są najbardziej memiczne.
6604:  Ulicy ślicznej.
6628:  Potrzebujemy więcej pilonów.
6629:  Zawsze potrzebujemy więcej pilonów.
6660:  Nurgla.
6661:  Nurgl jest bogiem cyklicznego wzrostu, nie tylko śmierci.
6667:  A to nie jest coś, co by nam dobrze wychodziło.
6674:  Ojojojoj, jak to?
6676:  Dlaczego jesteśmy widoczni?
6678:  Nie widzę zasięgu tej wieżyczki.
6697:  Nie śledzę za bardzo lore Starcrafta, pisze Juliusz, czy ktoś może mi wytłumaczyć, jak doszło do utworzenia Taldarimów?
6708:  Jak i dlaczego poszli za Mrocznym Zelnaga?
6711:  Mam wrażenie, Juliuszu, że sporo się dowiesz właśnie z tej kampanii.
6716:  Pustkowia chaosu to Łódź-Bałuty?
6719:  Nie znam lore'u Łodzi.
6720:  Jeszcze za mało Filip mi opowiedział, żebym znał.
6730:  Ta wieżyczka mnie drażni.
6731:  El Aluldin la Shagal.
6736:  Mi się wydaje, że Polska najbardziej przytomiona Daoizy i Wielką Księgą Uraz.
6739:  Przecież to jest perfect match.
6742:  Niektóre stronnictwa polskie faktycznie.
6748:  Ale ja mam wrażenie raczej, że Polacy nie są aż tak pamiętliwi, bo gdybyśmy byli tak pamiętliwi, to wtedy byśmy unikali różnych paskudnych rzeczy, w które się pakujemy historycznie.
6759:  Mądry Polak po szkodzie jest ostatecznie.
6762:  Przysłowie.
6768:  Działa cząsteczkowe zostały zniszczone.
6771:  Oczywiście, że tak.
6772:  Uwielbiam jak, uwielbiam jak jakieś proto jest nie dojdą.
6779:  Dobrze.
6780:  Mamy wszystkich.
6781:  Pięknie.
6784:  Filip, nie mogę rozmawiać, grałam w The Last of Us, ale to ty dzwonisz.
6788:  No, Filip teraz ogrywa od dwóch dni już The Last of Us, jeżeli nie znacie, to mega polecam.
6796:  O nie, o nie.
6801:  Mam wrażenie, że... Strasznie mnie bawi to, że templariusze wysocy atakują takimi workami z wodą.
6812:  Ojej!
6813:  Mamy i więcej!
6817:  Sytuacja jest przepiękna.
6819:  Urazo... istotą urazy udaje jest rozpamiętywać, rozkoszować się niesionym przez nieogniwe poczucie niesprawiedliwości, z lubością mścić się po kawalątku.
6827:  O tak.
6835:  Wiecie co?
6836:  Połączymy sobie templariuszy.
6844:  O tak.
6845:  Potrzebujemy archontów.
6847:  Sczalanie!
6849:  ZAKOŃCZONE!
6865:  Nie pamiętam, co znaczyło to El Aludin Lashagal.
6868:  Chaty ostatnio tłumaczyły.
6870:  Oczywiście Krzysztof nie pamięta.
6875:  Zniszczyć, zabić, zgładzić!
6878:  Dal Dalimowie zostali pozbawieni łączności z Amonem.
6905:  Coś się dzieje.
6906:  Wykrywam potężne fluktuacje energii odchłani.
6917:  Zeratul, ogniwo przyniesie wam nadzieję.
6922:  Dasadar...
6930:  Talis, doświadczyłem wizji zaświatów.
6933:  Wiem, co przyniesie nam zbawienie.
6936:  Tylko ja mogę was zbawić.
6959:  Muszę uciekać.
6962:  Gałązki oliwne płaczą nad stratą Sultana.
6967:  Zostawiam muzykę bez piękna.
6971:  Udało mi się dostać do środka razem z moimi wojownikami i otwieramy atak Tardarimów.
6977:  Chodź do nas!
6978:  Szybko!
6979:  Jestem w drodze.
6986:  Boże, drogi!
6995:  Biedny Zeratul!
6996:  Jezus Maria, źle!
7030:  Udało mi się dostać do środka razem z moimi wojownikami i otwieramy atak Tardarimów.
7043:  Szybko!
7044:  Jestem w drodze.
7059:  No słowo daję, blokują nas tak, że nie trzeba używać blinka.
7067:  No przecież szlak mnie trafi.
7068:  Łup się zawalił.
7073:  Muszę znaleźć inne przejście i to prędko.
7076:  Ależ ja kocham takie sytuacje.
7078:  Piątynia się zawali za trzy minuty, przed trzy minuty.
7081:  Trzy minuty, trzy minuty, trzy minuty, trzy minuty.
7083:  Na egzystencji.
7091:  Ty minuty, ty minuty, ty minuty, ty minuty.
7094:  Szybko, szybko, szybciej.
7097:  Ty minuty, ty minuty.
7100:  O Boże.
7106:  Jeszcze nie działa.
7107:  Dzięki Bogom przejście jest otwarte.
7109:  Talis, zbliżam się do was.
7114:  Zeratul może używać plika.
7115:  Spiesz się, Zeratulu.
7120:  O!
7121:  Przepraszam!
7122:  Myślałem, że dotychczasowa presja psychiczna to było za mało!
7129:  Co ja teraz zrobię?
7131:  Jezu.
7132:  Czy ja słowo wie... No nie wiem gdzie mam iść!
7139:  Gdzie mam iść? !
7157:  Udało mi się dostać do środka razem z moimi wojownikami.
7160:  I otwieramy atak Tardarimów.
7162:  Chodź do nas.
7163:  Szybko.
7163:  Zapis.
7163:  Jestem w drodze.
7164:  O tak mokry.
7164:  Arudim na szagal.
7187:  No jest absurdalne.
7199:  Najgorsze jest to, że autentycznie nie wiem co później.
7209:  No i teraz tu jest ten problem, że użyłem blinka, trzęsi mi się ekran jeszcze do jasnej cholery.
7229:  No.
7229:  I gdzie jest to przejście?
7230:  Czyli jednak tutaj.
7239:  Tu?
7239:  Nie.
7240:  Tu!
7244:  Czyż tu jest już na dole... Co jest?
7252:  Już widzę znacznik, ale nie widzę absolutnie nic, bo jest strasznie ciemno tutaj.
7258:  No na dół tak, ale tutaj... Dobra.
7277:  Boże, w ogóle tego nie widziałem.
7282:  Za Iorr!
7310:  Autentycznie, gdyby dać mi... Pytanie, Krzysztof, jak się nazywasz?
7317:  3, 2, 1, 0!
7319:  To ja bym tego nie odpowiedział, tak?
7323:  Krzysztof, jaki jest twój numer PESEL?
7325:  10, 9, 8, 7, szybciej, szybciej!
7330:  6, 5, 4, 3, 2, źle!
7333:  Po co to jest?
7337:  Nienawidzę tropu zapadających się starożytnych świątyń.
7341:  Takie ładne zabytki, czemu zawsze narracja je burzy?
7343:  Coś w tym jest.
7345:  Dobra, przechodzimy wreszcie do właściwej części fabuły.
7355:  A dzięki wielkiemu poświęceniu zyskaliśmy nadzieję.
7362:  Wizję Xelnaga, która może nam pomóc zapobiec nieodwracalnej katastrofy.
7369:  Teraz muszę powrócić do mego ludu.
7373:  Nie zrozumieją tego.
7384:  Bartamis, młody hierarcha Protossów, może zjednoczyć nasze rozproszone frakcje.
7390:  Nim gniew Amona pochłonie całą galaktykę.
7395:  Czy język Protossów jest usystematyzowany?
7398:  Tak średnio powiedziałbym, że tak.
7401:  Moi drodzy... Moi drodzy... Główna opowieść!
7408:  Legacy of the Void!
7426:  Ruj sprowadził zniszczenie na nasz świat.
7440:  Zaś nasz dumny lud
7449:  A mimo to, ruinie zachwiał naszą jednością.
7461:  Ponieważ łączy nas Hala.
7465:  Święta więź wszystkich naszych myśli i emocji.
7578:  Dzisiaj odzyskamy naszą ojczyznę.
7584:  A wraz z nią nasze dziedzictwo.
7608:  Piękne, piękne.
7610:  Przy okazji, fun fact.
7613:  Jak próbnik przyzwał pylon, ten, który na samym końcu spowodował masową teleportację wojowników, to jest dokładnie tyle czasu, ile faktycznie wynosi konstruowanie pylonu.
7624:  To jest przepiękne.
7625:  To jest absolutnie przepiękne.
7628:  Tak, to jest jedna z piękniejszych cutscen.
7630:  Znaczy, u mnie wciąż Heart of the Swarm jest na pierwszym miejscu, ale ta ma solidne drugie.
7637:  Wielkie zło zagraża całej galaktyce.
7639:  Amon!
7641:  Amol, mroczny bóg farmaceutów, powrócił.
7645:  Kierując się proroctwami Zeratula, Kerrigan wyrusza ze swoim rojem, aby zniszczyć armię hybryd Amola i powstrzymać nadchodzącą zagładę.
7654:  Pod nieobecność królowej Zergów, hierarcha protosów Artani zgromadzi potężną flotę inwazyjną.
7659:  Potężna flota inwazyjna!
7662:  I wyrusza z Shakuras, świata mrocznych templariuszy, aby przywrócić dawną chwałę swemu ludowi i odzyskać utraceną ojczyznę.
7699:  Templariusze, nareszcie stajemy na progu przeznaczenia, albowiem dzisiaj przywrócimy chwałę naszemu dziedzictwu.
7714:  Dzisiaj odbierzemy to, co utraciliśmy, i odzyskamy ojczyznę.
7722:  Za Arius!
7725:  I niech wiedzie nas światło Kali.
7729:  Flota inwazyjna w gotowości.
7732:  Czekamy jedynie na wasz rozkaz, hierarcho.
7734:  Musicie natychmiast przerwać tę intuację.
7739:  Seratul!
7740:  Templariusze!
7741:  Aresować tego zdrajcę!
7745:  Stójcie!
7748:  Wysłuchajmy go.
7751:  Nadeszła ostateczna wojna.
7754:  Mroczny Amon powrócił.
7757:  Można ufać temu heretykowi.
7759:  Inwazja ma odwrócić uwagę od prawdziwej bitwy.
7762:  Wniew Amona ogarnie całą galaktykę.
7767:  Nie zapominaj, że to on sprowadził zniszczenie na Ajur.
7772:  To wielkie brzemię ciąży na mnie.
7777:  Katanisie, znam sposób.
7788:  Dużo razem przeszliśmy Zeratulu.
7792:  Lecz zbyt wielu oświęciło zbyt wiele.
7795:  W nadziei, że ta chwila wreszcie nadejdzie.
7800:  Egzekutorko!
7802:  Rozpocząć inwazję!
7845:  Odzyskanie I.U.U.
7846:  jest w toku.
7847:  Przygotowujemy się do oblężenia sieci przesyłowej w Kelysan.
7851:  Doskonale, Selendis.
7853:  Kiedy tunele przesyłowe będą wolne od skażenia, nasze siły uderzą jednocześnie na całej powierzchni I.U.U.
7861:  Templariusze czekają na wasz rozkaz, hierarcho.
7866:  O tak, absolutnie się zgadzam, Bear.
7868:  Zabawne, że gra sprzed kilku lat, sprzed dekady ma prawie tak dobre CGI jak tegoroczny serial, a cinematyki wywołują większe emocje niż pierwsze dwa odcinki.
7876:  Ruszajcie odzyskać ojczyznę!
7878:  Dokładnie tak.
7880:  Czemu nie mogę sterować statkiem matką?!
7883:  Dajcie mi kontrolę nad Boom Boomem!
7886:  Hycy Boom Boom!
7890:  Moje bum-bum!
7894:  O nie... Julka pisze, że nie widzi na czatach swojej ulubionej emotki.
7904:  Pamiętam premierę, pisze Juliusz, Legacy of the Void.
7906:  Nie dlatego, że kupowałem, nie pomogłem sobie wtedy postawić na kupno, ale tylko przyjaciel kupił, zaprosił mnie wtedy do siebie.
7911:  O tak!
7911:  Pamiętam te czasy, kiedy się grało kumpla.
7916:  O tak.
7916:  Dobra!
7918:  Lecimy z tematem!
7922:  Wypalić zerg i wypalić plugastwa!
7926:  Zniszczyć!
7931:  Tak!
7932:  Plugastwa!
7933:  Obrzydliwe plugastwa!
7935:  Zniszczyć!
7940:  Oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj
7960:  O Boże, jaka to jest piękna misja.
7968:  Dobra, regenerujemy tarczę.
7971:  Hmm... Zresztą by się identyfikował z Rico, z Pigino, z Madagaskaru.
7976:  Coś w tym jest.
7977:  Smutna sytuacja jest tylko taka, że tutaj nie możemy za bardzo tracić jednostek.
7983:  Więc no właśnie.
7985:  Trzeba będzie kreatywnie gospodarować tarczą.
7990:  Ale pozytywna informacja jest taka, że tutaj przynajmniej nikt nam nie mierzy czasu.
7994:  Misja pod tytułem Aimów, coś w tym jest.
8006:  Ale to jest misja, która jest satysfakcjonująca.
8016:  Bardzo mi się podoba, że polski głos nieśmiertelnego... O właśnie, to mi przypomina.
8026:  Możemy teraz posłuchać głosów, jak będziemy czekać na regenerację osłon.
8030:  Będziemy służyć wierzbie.
8030:  Nasza służba nie ma pomysłów.
8038:  Dobra magia.
8044:  Czuję Twoją obecność.
8046:  Moja pamięć już nie jest tak dobra jak kiedyś.
8048:  Zdrowe policzynie niesamowite.
8049:  Zamyknął wieczność wojny.
8051:  Chora do terminacji jest nieskończona.
8052:  Może zostać tylko niebo.
8077:  Okej, trzeba na tę okoliczność przyciszyć muzykę z olbrzymim smutkiem.
8083:  Ale to jest dziwne, ponieważ głosy mamy na 100% ustawione.
8094:  Kolosy nam nic nie powiedzą.
8099:  Sprawiedliwości stanie się zadość.
8103:  Moja medytacja jest zakończona.
8106:  Prowadź mnie.
8108:  Jestem templariuszem.
8110:  Jestem mieczem prawdy.
8113:  Walka jest kowadłem woli.
8116:  Naszych wrogów należy zlikwidować.
8119:  Tak.
8119:  Zwycięstwo jest jedyną prawdą mającą znaczenie.
