🔴 Kiedy posłuszeństwo jest złe? (ft. Mikołaj Marcela) | ROZMOWA #3
🔗 https://www.youtube.com/watch?v=jnF68qvleqw
MM (Mikołaj Marcela)
KMM (Krzysztof M. Maj)

5:  S01 - muzyka
4827:  KMM - Ludzie w różnym stopniu rozwoju, ale w jednym metrykalnym wiekiem są pakowani do jednego pomieszczenia i później się ludzie dziwią, że wynikają z tego problemy.
4836:  MM - Oczywiście, a tym bardziej, że cały czas zakładamy i ja mam wrażenie, że niestety bardzo wielu nauczycieli czy rodziców cały czas ma takie wyobrażenie, że rzeczywiście dzieci rozwijają się jakoś liniowo, że mamy właściwie dzieci w pierwszej klasie podstawówki, to one wszystkie są na tym samym poziomie rozwoju emocjonalnego, jeśli chodzi o właśnie jakieś kompetencje i tak dalej.
4857:  MM - I że oni po prostu jak ktoś zachowuje się w jakiś inny sposób, to znaczy, że ma jakieś problemy, jest dysfunkcyjny.
4867:  KMM - Ale co zrobić w sytuacji, gdy masz taki syndrom sztokomski?
4870:  KMM - Ja nawiasem mówiąc też to usłyszałem.
4872:  KMM - jakkolwiek na szczęście to nie było w moim środowisku akademickim, ale w szerszym środowisku akademickim, że jak śmiem się wypowiadać tak na temat Uniwersytetu Jagiellońskiego, chodziło o film o mobbingu, a potem napisała na ten temat Gazeta Wyborcza Reportaż, potem była reinterwencja Rzecznika Praw Obywatelskich, ale już wiesz, ale to jest kontekst, który tracimy, ale pierwsza reakcja to był gaslighting, czyli właśnie dokładnie to, co zrobił kolega Bidiskos, czyli że ktoś reaguje słusznie, słusznie zagniewany i...
4901:  KMM - jest udupiany przez grupę.
4902:  KMM - Skąd ten syndrom Stockholm?
4904:  KMM - Jak byś to sobie z nim poradził?
4906:  MM - Przede wszystkim skąd?
4908:  MM - Dlatego, że my się boimy konsekwencji.
4910:  MM - Przede wszystkim i też czujemy pewnie dyskomfort, bo rzadko kiedy przecież w szkole mamy takie doświadczenie, że ktoś potrafi powiedzieć nauczycielowi, że robi coś źle.
4924:  MM - To jest właściwie temat tabu.
4925:  MM - Nie możesz powiedzieć nauczycielowi, że ma coś zmienić, albo że według ciebie popełnia błąd, albo że powinien inaczej się zachować.
4935:  KMM - No chyba, że w szkole demokratycznej oczywiście.
4937:  MM - Trzeba, że w szkole demokratycznej bywają oczywiście szkoły, myślę, że też są szkoły publiczne, w których są nauczyciele, którzy na to pozwalają i którzy nawet to cenią, bo wydaje mi się, że każdy nauczyciel, który rozumie czym jest relacja z drugim człowiekiem i że ich edukacja ma mieć sens,
4957:  MM - to my przede wszystkim powinniśmy zbudować relacje, w ramach której możemy się czuć swobodnie.
4963:  MM - Zaczynając od piramidy Maslowa, kończąc właściwie na wszystkich badaniach z zakresu psychologii, pedagogiki z ostatnich lat.
4971:  MM - My wiemy, że nie da się uczyć w stresującym środowisku, w którym wiemy, że coś jest nie tak i w którym czujemy się skrępowani, w którym nie wiemy, kiedy nadejdzie cios.
4985:  MM - Wiadomo, że tutaj nie ma nauki.
4987:  MM - Tutaj możemy ewentualnie posłusznie wykonywać pewne polecenia i uznawać to za naukę, co bardzo często dzieje się w szkołach.
4996:  MM - Natomiast tutaj cały problem znów wynika z tego, że
5002:  MM - Według mnie powinniśmy mieć możliwość zmiany nauczyciela.
5006:  MM - Jeśli mamy nauczyciela, który według nas stosuje niewłaściwe metody i który nam szkodzi, to powinniśmy mieć możliwość zmiany nauczyciela i zażądać albo pójść do innej klasy, która jest uczyna przez inną nauczycielkę czy innego nauczyciela.
5026:  MM - I tutaj znów zawsze ktoś, jak mówię na przykład o wstawaniu na ósmą rano, wczoraj ukazało się fragment mojej książki przedruk w noise.pl, dzisiaj był dostępnie i pojawił się standardowo argument a propos tego, że
5043:  MM - Przemoc systemowa to lekcje na ósmą, że przecież ludzie dorośli muszą wstawać czasami na siódmą, ósmą do pracy i się budzą o piątej, czwartej i nikt nie narzeka.
5053:  MM - Po pierwsze narzekają, a po drugie też zawsze mogą zmienić tą pracę.
5058:  KMM - Narzekają, jest kult kawusi porannej, o której się mówi przez cztery godziny w pracy, oczywiście.
5064:  MM - Natomiast pamiętajmy, że zawsze możemy zmienić tą pracę, przynajmniej spróbować zmienić tą pracę, natomiast w przypadku obowiązku edukacyjnego, jeśli jesteśmy przypisani do szkoły, to po pierwsze musimy to realizować w danej szkole, a po drugie jeśli nasi rodzice nie mają kapitału społecznego, ekonomicznego, kulturowego na przykład do tego, żeby spróbować nas przenieść do innej szkoły albo w
5088:  MM - zapewnić nam edukację domową, to jesteśmy ofiarami systemu, który zmusza nas do funkcjonowania w szkodliwym środowisku i my nie możemy nic zrobić, bo nie mamy żadnych praw, żeby się temu przeciwstawić.
5100:  MM - Więc tutaj myślę, że ta historia po prostu pokazuje na bardzo wielu poziomach właśnie przemoc symboliczną, bo znów nauczycielka może więcej i może stosować rozmaite metody, które powinny być zakwestionowane,
5117:  MM - Ale może to robić dlatego, że ma pozycję symboliczną, władzę symboliczną, która jej na to pozwala z perspektywy dużej części społeczeństwa, zarówno jeśli chodzi o grono pedagogiczne, czy radę rodziców.
5130:  MM - Przypuszczam, że wiele osób uzna, no trudno, ona musi tak działać, ponieważ inaczej ta klasa niczego się nie nauczy, nie zda matury.
5138:  MM - Za tych młodych to się trzeba wziąć, przycisnąć śrubę, bo oni to o niczym nie myślą.
5143:  MM - tylko o zabawie i generalnie tym się nie chce chodzić do tej szkoły, a ktoś maturę musi zdać, potem trzeba iść na studia, to jak to będzie.
5150:  MM - No więc jakby przypuszczam, że z jednej strony to stało za taką reakcją, a z drugiej strony myślę, że bardzo duży dyskomfort.
5158:  MM - Także jeśli ktoś w ogóle
5161:  MM - postanawia się zbuntować, to reszta odbiera to jako zagrożenie dla ich pozycji, która jest zła, ale przewidywalna w obecnym układzie.
5171:  MM - Natomiast po takim buncie bardzo możliwe, że ta sytuacja czy ta pozycja będzie niepewna i będziemy musieli w jakiś sposób się dostosować do czegoś nowego.
5182:  MM - Być może zawsze zakładamy, że do czegoś może gorszego.
5185:  KMM - Zresztą sekunduje ci Dawid Izitor, który pisze, że zawsze to musiało tak wyglądać, jak ktoś się podniesie z ławki, to jakaś część lasu musi zabuczyć, poachać, pojęczeć, co my wtedy zrobimy, będziemy mieć problemy.
5195:  KMM - Santana Murawska pisze, jeżeli uczniowie widzą, że nauczyciel jest wobec konkretnego ucznia okrutny, to nie wstawiaj się za nim, nie chcę być na jego miejscu.
5202:  KMM - I ja jeszcze dopowiem, też trochę ze swojego doświadczenia, że niektórzy nauczyciele, niestety, którzy nie powinni być pedagogami, zdają sobie z tego sprawę.
5210:  KMM - Ta kobieta jeszcze, pamiętajcie, wybiegła z klasy z płaczem, prawda?
5213:  KMM - Znaczy,
5214:  KMM - Po pierwsze, jeżeli ktoś przeżywa załamanie nerwowe w miejscu pracy, to znaczy, że to nie jest właściwa praca dla niego, przy całej empatii i szacunku.
5222:  KMM - Ale z drugiej strony, ja nie mogę na to patrzeć inaczej, niż właśnie w takiej optyce, o jakiej mówi Mikołaj, podmiotowego traktowania ucznia.
5230:  KMM - Wyobraźcie sobie, że uczeń wybiega z płaczem z klasy.
5233:  KMM - Czy wstawiliby się za nim uczniowie i powiedzieli mu, zobacz, doprowadziłeś do płaczu kolegę, tak?
5237:  KMM - Powiedzieli, zobacz, doprowadziłeś do płaczu nauczycielkę.
5240:  KMM - Nie!
5241:  KMM - Został wyśmiany, prawda?
5243:  KMM - Ja pamiętam moją nauczycielkę matematyki w gimnazjum, nie pozdrawiam, a mnie się śni do dzisiaj, która potrafiła nam robić wygawor przez 45 minut na godzinie wychowawczej, użalać się nad sobą, równocześnie nas dręczyła psychicznie i potrafiła wrzasnąć, że nienawidzi uczyć dzieci.
5259:  KMM - Ja zastanawiałem się, kobieto, co ty tu robisz?
5263:  KMM - I równocześnie właśnie wybuchała krokodylimi łzami, bez przerwy.
5267:  KMM - i płakała.
5268:  KMM - Pamiętam, jak wróciłem na pratyki pedagogiczne do gimnazjum szesnastego w Krakowie, bo tam ona pracowała i jak ją zobaczyłem, to pewnie myślałem sobie, a jej teraz wygarnę.
5277:  KMM - jako 24-letni byk nie zdobyłem się na odwagę, nie wygarnąłem jej.
5283:  KMM - Tak to jest silne, niestety.
5286:  MM - To tak, ale też pamiętajmy, że takie zachowania bardzo często wynikają po prostu z jakichś własnych problemów, prawda?
5294:  MM - I to myślę, że to jest w ogóle duży problem edukacji i też osób, które właśnie...
5305:  MM - chcą być nauczycielami, że to są osoby, które same najpierw powinny przejść porządną terapię i uporządkować wiele problemów, z którymi się mierzą.
5315:  MM - I to tutaj jakby to nie jest jakoś ironiczne czy jakoś takie zaczepne, tylko naprawdę myślę, że my w ogóle jako społeczeństwo myślę, że powinniśmy, tutaj się zgadzam z Marią Peszek, przejść bardzo
5329:  MM - i głęboką terapię, jeśli chodzi o to, jak my w ogóle postrzegamy relacje międzyludzkie, jak ze sobą dyskutujemy, jak się do siebie odnosimy i też jak reagujemy na rozmaite rzeczy.
5339:  MM - Natomiast myślę, że dużym problemem w ogóle edukacji jest to, że pracuje w edukacji wiele osób, które borykają się z różnymi problemami, takimi zaburzeniami
5353:  MM - czy jakimiś traumami nieprzepracowanymi i jakby na tym cierpią potem młodzi ludzie, bo to są też łatwe cele, prawda, czy jakieś też takie osoby, na których można spróbować jakoś odreagować, te problemy, w których też nikt nam nie pomaga, bo to też jest, myślę, problem systemowy, prawda, dostęp do terapii, dostęp do pomocy psychologicznej, psychiatrycznej w obecnym świecie.
5382:  MM - A źródła tego, i to znów myślę, jest bardzo ważne i o tym też staram się pisać w patoposłuszeństwie.
5389:  MM - Pamiętajmy, że ta epidemia zaburzeń psychicznych, która jednak gdzieś narasta, no ona nie jest przypadkowa, tak?
5398:  MM - I myślę, że Mark Fisher, którego przywołuję, który gdzieś sugeruje, że jednak
5405:  MM - liberalny kapitalizm w tej swojej ostatniej formie bardzo mocno się do tego przyczynia, także pod kątem z jednej strony odbierania nam sprawczości i mocnej algorytmizacji życia, a z drugiej strony
5421:  MM - Pamiętajmy też tego właśnie burzenia myślenia o tym, że czeka nas jakaś lepsza przyszłość, bo tutaj też tylko jedno dopowiedzenie.
5432:  MM - Dużo mówiliśmy o przemocy i o posłuszeństwie, ale to, co też dla mnie bardzo było ważne, wpadło w posłuszeństwie i myślę, że to też powinno wybrzmieć.
5441:  MM - jest to, że nie powinniśmy dzisiaj ulegać takiemu przekonaniu, że wszystko co dobre jest już za nami, że właściwie nie czeka nas żadna lepsza przyszłość i że może być tylko gorzej.
5453:  KMM - Kołaj, wiesz, jeżeli jest lepsza przyszłość, to znaczy, że to jest utopia i że to jest złe.
5457:  KMM - Pamiętaj.
5457:  KMM - Zresztą cieszę się, że przywołujesz kategorię utopii w bardzo pozytywnym kontekście.
5462:  MM - Tak, a poza tym przywołuję ją cytując kolegę Krzysztofa M. Maja.
5468:  MM - To nawet nie zarejestrowano, to mi miło.
5470:  MM - To proszę.
5471:  MM - Jest przepis, więc będziesz miał cytowanie.
5474:  MM - Dziękuję, bo na AG-ku się bardzo liczą cytowania.
5478:  MM - Więc tak właśnie pomyślałem.
5481:  MM - Natomiast Krzysztof jako świetny badacz utopii i dystopii
5486:  MM - No tutaj jakby trochę oczywiście ironicznie, ale wie o co chodzi.
5492:  MM - My funkcjonujemy w takim świecie, w którym rzeczywiście, zwłaszcza w Polsce, jeśli chodzi o wschodnią Europę, bardzo często utopię, utożsamiamy z jakimiś takimi wyobrażeniami, rodem z zamierzchłej przeszłości i postrzegamy to jako coś niebezpiecznego i totalitarnego, utopię jako coś, widmo totalitaryzmu.
5514:  MM - podczas gdy jednak w studiach anglosaskich i na Zachodzie utopia jest pewnym myśleniem ku lepszemu rozwiązywaniu problemów.
5524:  MM - Generalnie nasza historia to jest historia rozwiązywania problemów w coraz lepszy sposób.
5528:  MM - I kiedy przestajemy myśleć, że czeka nas coś lepszego, że wszystko, co już było do osiągnięcia, osiągnęliśmy i żyjemy w tym końcu historii Fukuyamy od kilkudziesięciu lat,
5541:  MM - no to właściwie coraz bardziej też popadamy w jakąś taką depresję, coraz częściej zaczynamy myśleć, że nie ma po co się starać i że nie ma po co właściwie zmieniać świata.
5556:  MM - I to jest bardzo złudne, bardzo niebezpieczne i też, jeśli chcecie się przekonać, dlaczego to jest nieprawdziwe, to polecam lekturę piątego rozdziału, bo to jest rozdział o utopiach,
5570:  MM - a właściwie o projektach utopijnych, które wchodzą w życie, które weszły w życie w przeszłości, z których możemy się bardzo wiele nauczyć, że świat może wyglądać zupełnie inaczej, może być ufundowany na zupełnie innych podstawach i być może gdybyśmy wprowadzali takie inne podstawy, to wtedy nie mielibyśmy do czynienia z takimi sytuacjami jak ta, którą przywołałeś na początku,
5593:  MM - tego czytania historii, czyli mielibyśmy jednak społeczeństwo i ludzi, którzy mają mniej problemów, mniej zaburzeń, mniej jakichś traum, a są bardziej świadomi swojej własnej wartości, są bardziej pewni siebie i po prostu dzielą się tym, co mają z innymi, a nie traktują ich jako, można powiedzieć, okazję do przepracowania swoich problemów.
5622:  KMM - Tak, ten rozdział teraz widzicie, to jest rozdział pod znamiennym tytułem, co możemy zrobić.
5626:  KMM - Pamiętajcie jeszcze o jednej rzeczy, że właśnie jak mówimy o utopiach, czy o tego rodzaju eksperymentach, to charakterystyczna cecha takiego myślenia jest taka, że
5637:  KMM - Są ludzie, którzy inspirują i są ludzie, którzy wdrażają.
5640:  KMM - My z Mikołajem stoimy też na podobnym stanowisku w tym zakresie, że właśnie czasem to zainspirowanie może być ważniejsze od zadziałania, bo ktoś może po prostu lepiej się znać na tym, jak w obrębie obecnego systemu.
5653:  KMM - to zmieniać, dlatego się cieszę strasznie, że są z nami nauczyciele, bo Mariusz napisał, że jest nauczycielem, w dużej mierze się zgadza z czatującymi rozmówcami, bo właśnie wy to możecie zrobić na bieżąco, prawda, reformatorzy, ludzie, którzy zakładają licea i tak dalej, i tak dalej, a tymczasem mam wątek, który jest, jeszcze będziemy wracali wiele razy do wątku szkolnego, ale wątek, który być może jest nieoczekiwany dla wszystkich, którzy oczekiwali, że nasza rozmowa będzie zdominowana przez kwestie szkolne,
5678:  KMM - Bartek, Bartłek, przepraszam, Bartkomiej napisał.
5681:  KMM - Nauczyciel, pracodawca, menadżer, to może to połączymy.
5684:  KMM - Korpo, ostatnimi czasy starałem się na stanowisko seniora Java de la Veropera.
5689:  KMM - Musiałem przejść przez mentoring w pracy, przydzielił mi kogoś z firmy, kogo już znasz i lubisz, head manager całego projektu, w którym pracuję, w tym jest i mój pracodawca.
5696:  KMM - Nie powiem, dawał mi ciekawe zadania, szybko się uczyłem, ale uznał, że my nie mamy czasu tak się bawić, jak w mailu napisali, czyli pięć miesięcy.
5703:  KMM - Po co to komu?
