🔴 Co zrobić, gdy szkolny statut łamie prawo (ft. Dopamina Lab) | ROZMOWA #5
🔗 https://www.youtube.com/watch?v=PClVgzFe-b0
KMM (Krzysztof M. Maj)
AD (Anna Dęboń, Do!Pamina Lab)
RS (Robert Strzała, Do!Pamina Lab)

11:  S07 - Muzyka Muzyka
8202:  KMM - W każdym razie mam taką ogromną nadzieję.
8204:  AD - Z różną skutecznością, co też można obserwować na tym, jak to bywa w przypadku spraw, czy też skarg, których podejmują się umarłe statuty, bo oni chyba tego robią najwięcej.
8220:  AD - No ale trzeba to robić.
8222:  KMM - Powiedzcie mi, bo to jest też ciekawe pytanie, które teraz jest na żywo.
8226:  KMM - Jak jest z takimi planami lekcji, które są przeciążone?
8228:  KMM - Bo to też jest coś, co poruszałem kiedyś na kanale, że dniówki są dłuższe niż dniówki człowieka pracującego bardzo często.
8236:  KMM - No i jak to dochodzi właśnie do, nie wiem, 12-14 godzin dziennie, no to to zaczyna być absurdalne.
8243:  KMM - Jest to regulowane gdzieś w prawie oświatowym, czy nie bardzo?
8245:  KMM - Nie jest.
8246:  RS - Nie jest.
8247:  RS - Nie podejmę się odpowiedzi na pytanie tak lub nie.
8251:  RS - Natomiast to jest błąd systemowy i to już niezależne jest od, moim zdaniem niezależne to jest od szkoły, tylko po prostu od tego, co się na przykład wydarzyło aktualnie z tym słynnym podwójnym rocznikiem i z tym ile, i z wyżem demograficznym i tak dalej i że po prostu dzieci jest tyle, uczniów jest tyle, a tyle w szkole i zwyczajnie tego się
8272:  RS - Ja tu czytam, to są straszne rzeczy, które tutaj piszecie.
8277:  RS - Ja nie rozumiem inaczej.
8282:  RS - Nie da się tego zrobić inaczej, podejrzewam, w wielu miejscach.
8286:  RS - Fizycznie to jest niemożliwe.
8288:  AD - Ta siatka godzin to jest zawsze jednak w taki sposób kontrolowana i monitorowana, nie?
8293:  RS - Ale siatka godzin to jest co innego, a ilość tam, o której ktoś zaczyna.
8298:  RS - Ja pamiętam też, jak ja chodziłem do szkoły podstawowej, jestem z wyżu i na przykład chodziłem do szkoły na 13.30 i miałem do 17.00 przez pierwsze pół roku, a potem się szkoły, a potem zamieniałem się z drugą klasą czy którąś.
8312:  RS - Myśmy chodzili rano, a oni na popołudnie.
8315:  RS - Ale to wynikało po prostu z uwarunkowań lokalowo-fizycznych.
8321:  KMM - Tak.
8322:  KMM - Też to pamiętam, że były zmiany, ale nie przypominam sobie nigdy, żeby były w takim trybie, żeby to sięgało więcej niż 12 godzin.
8331:  KMM - To nie jest normalne.
8332:  KMM - Ja jestem w stanie dzisiaj, teraz pracować 5-6 godzin tak efektywnie w ramach zorganizowanej sobie samemu pracy.
8342:  KMM - Natomiast nie wyobrażam sobie, gdyby to musiało być więcej.
8347:  KMM - Oczywiście mówię
8348:  KMM - O pracy tej efektywnej, bo wiadomo, że niestety nie da się bardzo często tego ograniczyć tylko do 6 godzin.
8356:  KMM - Czy nauczyciel pyta Tobie, jak on może kazać uczniowi robić notatki w konkretny, określony przez siebie sposób, na przykład w poziomem układzie strony, natomiast nowy ma takie widzimisię i karać go, jeżeli zrobi inaczej.
8366:  KMM - czy w ogóle może zabierać zeszyt do sprawdzania i oceniać, poprawić notatek, to jest coś, co ja miałem robione regularnie akurat.
8372:  KMM - I jeżeli chodzi, ja dlatego parsknąłem, jeżeli chodzi o estetykę, jeżeli chodzi o sprawdzanie zeszytów, chyba wszystkie przedmioty moje w szkole podstawowej i w gimnazjum tak wyglądały.
8387:  RS - Wracamy do tego, Ania, zaraz się powiesz pewnie, ale wracamy do tego pytania podstawowego.
8389:  RS - Ja bym zadawał to pytanie nauczycielom.
8391:  RS - Co jest celem?
8392:  RS - Po co?
8394:  RS - Po co to robić?
8395:  RS - Dlaczego?
8396:  RS - Jaki jest tego cel?
8398:  RS - Co z tego wynika?
8398:  RS - Czego się nauczę dzięki temu?
8401:  AD - Co ja rozwijam?
8402:  AD - Jakie kompetencje?
8403:  AD - Robiąc notatkę właśnie dokładnie w ten jeden sposób, który być może ta notatka w ten sposób jest czytelna i jasna dla tej osoby, która chce akurat takiej notatki, ale być może ja potrzebuję zupełnie inaczej coś zapisać.
8417:  AD - Być może ja to potrzebuję sobie narysować, rozrysować, popodkreślać.
8423:  AD - Jakby każdy robi notatkę w sposób indywidualny, tak?
8429:  S05 - Albo jej nie robi, bo ma pamięć fotograficzną.
8432:  KMM - Znowu można zrobić tak, żeby na przykład, no nie wiem, rewolucyjny pomysł, nauczyć ludzi robić notatki różnymi sposobami.
8440:  KMM - Boże, wiem, wiem.
8442:  KMM - Straszne rzeczy proponuję, zamiast żeby oceniać, no nie wiem, kogoś, kto zgadł, że jak postawi siedem kwiatków i jedno słoneczko na każdej stronie, to będzie plusik do oceny.
8452:  KMM - A inna osoba tego nie zgadła i ma problem, bo nie będzie mieć plusika do oceny.
8456:  KMM - Jeszcze taki charakter pisma, który nie za bardzo ten... Słuchajcie, ja na studiach dostałem od Babencji, która swoją drogą później dostała jakimś cudem kierowniczką katedry.
8466:  KMM - Zabawna sprawa swoją drogą.
8468:  KMM - Babencja Rzeczona uwalała prace, które porównywały muzykę dyplomowe i literaturę, po czym została szefową katedry
8477:  KMM - komparatystyki, która zajmuje się porównywaniem różnych mediów ze sobą.
8481:  KMM - Oczywiście z wyjątkiem gier wideo i z wyjątkiem komiksów i z wyjątkiem anime, no bo wiadomo, że porównujemy ze sobą wyłącznie malarstwo, operę, muzykę poważną i literaturę.
8492:  KMM - Więc to wszystko powiedziawszy, rzeczona babencja wystawiła mi cztery z egzaminu.
8498:  KMM - Nastroja powiedziała, że mam brzydki charakter pisma.
8501:  KMM - A ja byłem szczęśliwy, że mi się udało na pytanie o romantyzm we wszystkich krajach Europy w półtorej godziny odpowiedzieć na 20 stron odręcznego egzaminu.
8512:  KMM - Byłem z siebie bardzo dumny, ale nie dość, najwyraźniej się postarałem, bo trzeba było jeszcze to napisać starannie.
8521:  KMM - Więc zamykając tę anegdotę, otworzę inną i ona będzie bardziej pozytywna.
8526:  KMM - Byłem kiedyś na konferencji Frontage branżowej, gdzie była jedna osoba wyznaczona do robienia notatek z każdego wystąpienia.
8533:  KMM - I to było piękne, bo dziewczyna robiła mapy myśli z każdego wystąpienia każdej osoby i potem rozdała ludziom, którzy mieli te wystąpienia, notatki z ich własnych referatów.
8543:  KMM - To było piękne.
8544:  KMM - Ja się z tego nauczyłem, jak robić mapy myśli.
8547:  KMM - Więc zakładam, że to samo można byłoby zrobić bez problemu w szkole.
8553:  AD - Pamiętajmy, ocenie podlegają osiągnięcia edukacyjne w odniesieniu do wymagań edukacyjnych wynikających z podstawy programowej, więc ocenianie charakteru pisma, estetyki zeszytu oraz ilości szlaczków, no nie.
8568:  AD - Już nie mówiąc o tym.
8570:  AD - No chyba, że to jest jakaś kompetencja plastyczna.
8576:  KMM - Oczywiście, jeżeli byłyby zajęcia z kaligrafii, no to wiadomo, że się ocenia kaligrafię wtedy, ale muszą być to zajęcia z kaligrafii.
8582:  KMM - Musi mieć to jakiś sens, biorąc pod uwagę to, że chcąc, nie chcąc, większość z nas już nie pisze odręcznie i to będzie ewolucyjnie prawdopodobnie jakoś dostosowywane.
8593:  KMM - Nie wiem, nie znam się, nie badam akurat takich rzeczy, ale wydaje mi się, że to nie jest, że niestety pilniejszą kompetencją jest to, żeby nauczyć ludzi szybko pisać na klawiaturze, żebym ja nie przychodził do urzędu i prosił o dowód i później pani w urzędzie mi mówi,
8606:  KMM - Jak ten suseł w Zootopii, tak?
8610:  KMM - I ona mi, ja widzę, że ja mam, Boże drogi, ile cyfr jeszcze przede mną, a ja muszę zdążyć do sklepu, ale ona jest dopiero przy trzeciej, a powinna być przy czternastej.
8621:  KMM - Pytanie od MonsterMonster.
8625:  KMM - Czy legalne jest dopuszczenie ucznia do poprawy wyłącznie oceny negatywnej?
8629:  KMM - Jedynie z wagą 5, 4, 3.
8631:  KMM - Oceny ważone to już mówiliśmy i jest w raporcie, że nie.
8635:  KMM - A wszystkich pozytywnych ocen jak 2 i 3 już nie.
8638:  KMM - I drugie pytanie.
8639:  KMM - Mam nauczyciela, który ustalił sobie godzinę konsultacji na siódmą rano i jedynie o tej godzinie pozwala uczniom cokolwiek poprawiać i nie obchodzi go to, że uczeń w ogóle nie ma na tę godzinę dojazdu.
8652:  RS - Odpowiedź na pierwsze pytanie jest prosta, już mówiliśmy zresztą o tym, ale jest bardzo prosta.
8660:  RS - Każdą ocenę można poprawić.
8663:  AD - Ocen się nie uśrednia ani nie można ich ważyć.
8667:  AD - To jest też bardzo istotne i bardzo ważne.
8669:  AD - Dziękuję.
8672:  AD - I na to jest tam uzasadnienie w raporcie, więc po prostu nie będę go powtarzać po raz kolejny.
8679:  AD - A to jest nauczyciel... Ja jestem nauczycielem.
8681:  AD - ...który ustawił sobie na siódmą konsultację.
8684:  RS - Na siódmą piętnaście sobie ustawiłem konsultacje dotyczące tego, ale z prostej bardzo przyczyny, tłumaczę się z tego.
8692:  RS - Nie miałem innej możliwości czasowej, bo mam wziąć pod uwagę właśnie rzeczony plan, o którym była tutaj mowa wcześniej.
8700:  RS - i wybrałem jedyną możliwą godzinę, która pasowała wszystkim klasom.
8705:  RS - To też była jasność, u mnie w szkole zajęcia są o 7.25, więc to nie jest jakaś taka fantastyczna godzina, więc jak ja przychodzę godzinę wcześniej o tą 7.25, to jest w porządku.
8716:  RS - No tak, tak, tak, bo tu widzę to, co chyba Miłosz pisze.
8719:  RS - Tak, 7.15 to jeszcze noc, ale u mnie w szkole są po prostu zerówki, więc ja po prostu przychodzę na tą zerówkę i to nie jest jakaś tam... Ja teraz się tłumaczę w ogóle przez ciebie.
8729:  RS - W każdym razie, to była jedyna możliwa, to jest, słuchajcie, ta godzina ma być dostępna zarówno dla ucznia, jak i dla nauczyciela.
8738:  RS - Pomijam, że to jest w ogóle absolutalne trochę, mocno.
8742:  RS - Jeszcze dla rodziców.
8743:  RS - Tak, dostępna dla ucznia i dla rodzica.
8748:  KMM - A jeżeli mogę coś wtrącić, to może by się dało wtedy po prostu takie konsultacje, które już są o siódmej robić zdalnie, nie?
8756:  KMM - Tak myślę, nie?
8757:  RS - Ale... O czym rozmawiam?
8762:  KMM - To jest straszne, ale wiecie, ja muszę to powiedzieć oczywiście, bo ja się z tym zetknąłem podczas obrony.
8767:  AD - Słyszałeś, co ostatnio pan minister mówił o zdalności?
8770:  KMM - Słyszałem.
8771:  KMM - Znaczy, pan minister przede wszystkim pomyślał, zrozumiał, że szkoła w chmurze to jest szkoła zdalna, więc to była pierwsza rzecz, która mnie bardzo rozbawiła.
8779:  KMM - Że ten człowiek nawet nie wie, o czym mówi, ale to dla nikogo nie jest zaskoczeniem, kto śledzi jego wypowiedzi od lat.
8786:  KMM - Musimy pamiętać, że przy wszystkich rzeczach, które udało mu się zepsuć, to jest człowiek, który nie osiągnął absolutnie nic.
8793:  KMM - I to, co ciekawe, zarówno naukowo, jak i jako minister.
8795:  KMM - On nic nie zrobił.
8796:  KMM - Nawet jedna, jedyna ustawa, którą chciał przepchnąć, raz, mu nie wyszła.
8800:  KMM - Więc teraz mam nadzieję, że będzie trzymał kurs i w dalszym ciągu będzie tak dobrym, złym ministrem, że nawet tego mu się nie uda zrobić.
8808:  KMM - Mam ogromną nadzieję, że tak będzie.
8810:  KMM - Nie, ale jeżeli chodzi o te godziny, to ja zrozumiałem, że bardzo często kierownictwo, które naciska na organizowanie zajęć o takiej porze, po prostu ma obsesję tego, żeby jak najszybciej skończyć pracę i iść już do domu, bo jak były obrony zdalne, to ludzie też je robili o 7, obrony dyplomowe.
8827:  KMM - I ja zapytałem, o, to może teraz zrobimy o 23 na odmianę.
8831:  KMM - No i nie muszę mówić, że oczywiście się nikt na to nie zgodził, chociaż studenci by się zgodzili chętnie.
8837:  RS - Nie, no bo wiecie, tak naprawdę, bo możemy powiedzieć oczywiście, że to jest niedostępne dla rodziców, ale popatrzmy z drugiej perspektywy, że ludzie pracują na przykład na zmiany i gdybym zrobił konsultację o godzinie 16, to też by ktoś powiedział, że nie, bo on pracuje na popołudnia i tak dalej.
8853:  RS - Nie ma na to dobrego rozwiązania, znaczy w ogóle ten pomysł jest absurdalny, tak naprawdę.
8858:  RS - Więc nie ma na to, moim zdaniem nie ma na to dobrego rozwiązania.
8861:  AD - Rozwiązanie pod tytułem uczestniczenie zdalne.
8865:  AD - Zdalne jak tak.
8868:  AD - Proste.
8869:  AD - Bardzo proste.
8871:  KMM - Coś mi wpadło do oka, przepraszam.
8873:  KMM - Zły Czarownik pyta, czy statuty mogą zezwalać nauczycielem na odbieranie uczniom przerwy?
8878:  KMM - I w sumie follow-up do tego pytania, czy nauczyciel może karać ucznia naganną oceną za zachowanie, za opuszczenie klasy, kiedy rozpocznie się przerwa?
8885:  KMM - Teoretycznie byłaby to ocena zachowania ucznia, bo nie wywiązał się z polecenia nauczyciela.
8892:  KMM - Więc jeżeli chodzi o pierwsze, to jest w ogóle coś, co mnie przeraziło, znaczy co to znaczy odebrać przerwę?
8898:  KMM - Nie wiem.
8899:  RS - Bo to jest znowu wchodzenie w takie, bo teraz słuchajcie, to już o tym mówiliśmy, statuty nie mogą mieć takie mega, mega, mega szczegółowe, bo by naprawdę były, chodzi nam o to, żeby one... One i tak już mają po 150 stron.
8909:  RS - Tak, chodzi nam o to, żeby one były czytelne, żeby one były dla każdego zrozumiałe, żeby były dostępne.
8914:  RS - Jak po prostu piszemy każdą jedną rzecz, no to po prostu to będą jakieś opasłe, to niszcza.
8920:  AD - No chyba, że ktoś mówi o tym, że taka regulacja w jego statucie jest, bo...
8925:  KMM - Tak, to o to chodzi właśnie, tak, tak.
8927:  KMM - A że jest taki zapis.
8928:  S03 - Tak, tak.
8937:  KMM - Zatkało was, ale widzicie, jeszcze są takie rzeczy, których nie usłyszeliście.
8942:  RS - Myślę, że jest mnóstwo, ale to Łukasz Korzeniowski, który mi się tu przydał, bo on podejrzewam, że ma dużo jeszcze takich różnych wątków.
8950:  RS - Jest tym lepszy w ogóle, mądrzejszy od nas dużo.
8955:  RS - No nie wiem, co powiedzieć trochę.
8957:  KMM - Ja jeszcze dodam od siebie, że ten statut nieumarły ma, bo to są komentarze oczywiście do tego statutu, więc niech nie zwiedzie was 118 stron, ale ten statut zaczyna się po obszernych uzasadnieniach, wzór statutu szkoły, zaczyna się na stronie 20,
8972:  KMM - I wzorzec kończy się na stronie, proszę bardzo, 42.
8979:  KMM - Z wszystkimi możliwymi rzeczami, które tutaj można wpisać, statut ma 20 stron, a nie 120, nie 1200 i nie 12 tysięcy stron, bo nie jest Encyklopedią Britannicą.
8992:  RS - Do tych dzwonków i do tych przerw, no bo to też jest to, co widzieliśmy na przykład, co rozmawialiśmy już parę razy, właśnie, że te dzwonki, te dzwonki, które tam dudnią w tej szkole i tak dalej.
9003:  KMM - Dla nauczyciela, nie dla ucznia ludzie piszą na czatach.
9005:  RS - Tak, i tak, że dzwonek jest dla nauczyciela, nie dla ucznia.
9008:  RS - Przecież to są pewne kwestie znowu umowne,
9011:  RS - Bo przecież nie bądźmy peweksami, przecież to jest ta sytuacja, że dajmy na to, skończę jakiś problem, jakiś wątek dwie minuty przed tymi 45 minutami, no to czemu ta przerwa nie może zacząć się dwie minuty wcześniej?
9028:  RS - I z drugą strony chcę dokończyć zdanie, czy ja chcę dokończyć zdanie, czy uczeń chce dokończyć zdanie, to kurczę, no poczekajmy chwilę z jednej i z drugiej strony.
9037:  RS - Poczekajcie, poczekajmy tą minutę.
9038:  RS - Ja poczekam minutę, aż coś skończy, albo uczniowie poczekają minutę, aż skończy.
9042:  RS - Nikt od tego nie umrze.
9044:  RS - I to jest znowu tak naprawdę szarpanie się o...
9048:  RS - Oczywiście, oczywiście.
9050:  AD - Bo my się tak przyzwyczailiśmy, tak zawsze było.
9053:  AD - 45 minut i wiecie, to jest klasyka.
9055:  AD - Ale prawo sprzyja.
9057:  AD - Lekcje nie muszą trwać 45 minut.
9059:  AD - Mogą być organizowane blokowo.
9061:  AD - Różnie.
9062:  AD - Można sobie to różnie ustalić.
9064:  AD - Nie tak, jak jest w tym tradycyjny sposób.
9068:  AD - Co więcej, można tworzyć klasy kompetencyjne.
9070:  AD - Kto o tym słyszał?
9071:  AD - Czyli, że są tam
9073:  AD - Ludzie z różnych roczników, ale o podobnych kompetencjach.
9076:  AD - I to jest możliwe w przepisach w naszym prawie oświatowym.
9080:  AD - Można coś takiego zrobić.
9081:  AD - Kto z tego korzysta?
9082:  RS - Szkoły prywatne albo demokratyczne chyba tylko, nie?
9087:  AD - No właśnie, więc nasze prawo ma naprawdę bardzo szerokie ramy, które sobie zawężamy tak i jeszcze
9096:  AD - Dorzucamy do tego te właśnie zakazy i nakazy.
9099:  AD - Dla mnie taka informacja, że nauczyciel może nakaz przedłużać, czy też zabierać uczniom przerwę, to jest znowu o tym, że stawiamy go w pozycji pana nad wszystkimi innymi, który ma władzę i który tutaj rządzi i rozporządza i o wszystkim decyduje.
9125:  AD - No odejdźmy od tego, od tego pruskiego tradycyjnego modelu edukacji, bo on po prostu się nie sprawdza.
9131:  KMM - Agnieszka Brzozowska pisze, że szkoły Montessori nie mają dzwonków.
9134:  KMM - No jeszcze dodam, że jakimś cudem, nie wiem, znaczy ja myślę, że to po prostu, ja mam taką teorię, wiecie, to jest working theory, muszę jeszcze ją sprawdzić, ale ja mam wrażenie, że
9146:  KMM - W ciągu dwóch miesięcy od matury zmienia się struktura atomowa ludzi i w związku z powyższym, jak trafiają na uczelnię, nagle zatracają zdolność i nie wiedzą, że się zajęcia kończą, bo nie ma dzwonka i są bardzo zagubieni.
9157:  KMM - Dlatego właśnie studenci pierwszego roku się tak błąkają po korytarzach, bo oni po prostu nie wiedzą, że się zajęcia skończyły albo nie wiedzą, kiedy się będą zaczynać.
9165:  KMM - To jest wszystko dlatego i wszystko przez zmianę struktury atomowej w wakacje.
9168:  KMM - To jest zupełnie inny człowiek niż licealista.
9171:  KMM - Strasznie mnie to drażni, bo ludzie, którzy są w spektrum autyzmu albo którzy mają, nie wiem, nadwrażliwość nawet na dźwięki.
9179:  KMM - No ja akurat mam nadwrażliwość na dźwięki, to bardzo dużą.
9183:  KMM - Potrafiłem przestać chodzić do biblioteki, dlatego że mi lampa robiła pyk co jakiś czas i to prowadziło.
9187:  KMM - prowadzało mnie do irracjonalnego szału i nie byłem w stanie autentycznie się uczyć wtedy, więc dla mnie dźwięk dzwonka to było straszne, to było coś absolutnie przerażającego, nie znosiłem tego, ale w ogóle wtedy nikt o tym nie mówił, nie podnosił, że mogłoby tego nie być.
9204:  RS - A może tego nie być, ja pracuję w szkole i to nie jest szkoła prywatna, to nie jest szkoła profesorii, to jest szkoła plastyczna co prawda, ale powiedzmy też to jest szkoła średnia zwyczajnie i to można zrobić.
9217:  RS - Wyłączyliśmy dzwonki, już nie pamiętam, 3 lata temu, może nawet 3 chyba lata temu,
9222:  RS - Naprawdę się zmienia, dużo się zmienia.
9224:  RS - Myślałem, że to jest taka pierdoła tak naprawdę, ale dużo się zmienia, bo tak naprawdę jest to, o czym ty mówisz.
9230:  RS - Jest spokój.
9232:  RS - I to jest właśnie takie myślenie, że będą się spóźniać, o coś tam, nie będą się... Jak kto się spóźniał, to się spóźniał będzie.
9242:  RS - Ale naprawdę jest dużo, jest naprawdę... No poprawia się jakość pracy.
9246:  RS - Naprawdę się poprawia jakość pracy.
9248:  AD - No nie no, to ja pamiętam... Ale to znowu jest wyjście z założenia, że właśnie...
9253:  AD - No nie będą ogarniać.
9254:  AD - Musimy to ustalić.
9257:  AD - Musi ten dzwonek zwolnić, bo inaczej to nic nam się tutaj nie uda i się nie sprawdzi.
9261:  KMM - Pamiętam, jak w domu, w którym mieszkali moi rodzice, była obok tuż ochotnicza straż pożarna.
9267:  KMM - Doprowadzało mnie do szału to, bo tam była ta syrena, nie?
9271:  KMM - Ja w którymś momencie rozeźlony, pamiętam, otworzyłem okno, a musiałem być bardzo rozeźlony, zacząłem wrzeszczeć, że światło biegnie szybciej od dźwięku, więc żeby zaczęli używać światłowodu zamiast tej cholernej syreny.
9282:  KMM - Koszmar był absolutny, ja byłem chory na dźwięk tego.
9286:  KMM - na dźwięk tej syreny, straszna rzecz absolutnie, ale w tym przypadku jeszcze byłem w stanie to zrozumieć, bo jest faktycznie zagrożenie, tak, pali się w związku z powyższym, jest powód zakłócania tego, tej ciszy.
9298:  KMM - I zauważcie, jakie to jest zabawne, że z jednej strony mówi się, że ludzie nie mają ze sobą prawa rozmawiać, ponieważ mają do tego te 5 minut przerwy, podczas której mają równocześnie załatwić swoje potrzeby fizjologiczne, zjeść, wyjść, pobiegać i przede wszystkim socjalizować się, bo to przez te 5 minut się robi właśnie,
9314:  KMM - Natomiast nie można na lekcji szepnąć nawet, ale oczywiście syrena może być.
9323:  KMM - Pytanie ważne wydaje mi się, to znaczy dotyczące, już powoli zbliżamy się do tych, które były na samym początku, ograniczanie wolności przebywania ucznia poprzez nakaz zostania po lekcjach w ramach kary.
9336:  KMM - To mnie ciekawi, bo to było często wykorzystywane także w moich zamierzchłych czasach.
9341:  KMM - Ozień.
9345:  AD - Nie, jakby są pewne określenia.
9350:  AD - Nie, nie można.
9352:  KMM - To jest prosty temat i prosta sprawa, ale to jest częsta kara niestety.
9358:  AD - Tak samo jak bardzo wątpliwe i dyskusyjne są prace społeczne naszej szkoły, mimo zmian wprowadzonych.
9366:  KMM - A właśnie o co chodzi w tych zmianach?
9368:  KMM - Bo ja czytałem tylko o nich pobieżnie, że faktycznie dyrektor ma plenipotencję do tego, żeby zalecić pracę na rzecz szkoły w ramach kary.
9379:  AD - Jest bardzo obszerna też oczywiście, my się tym posiłkujemy, ponieważ statuty, o których tutaj mówimy, umarły, robią bardzo dobrą robotę i jest to bardzo fajna i obszerna interpretacja do tego, prawda?
9392:  AD - Więc nawet po tym, jak zakończymy, to po prostu ją tu wrzucę, bo jej tak szczegółowo nie przytoczę, ale pomimo tych zmian w prawie nadal karanie pracą jest niemożliwe i niedostępne.
9407:  AD - I pomimo tych zmian.
9410:  AD - Także oni też takie zostawianie, no co jest celem cały czas, tak?
9415:  AD - I czy jakby, gdzie tu jest rodzic?
9421:  AD - W tym wszystkim.
9426:  KMM - Już mam tę interpretację, o której mówisz, Stowarzyszenie Umarłych Statutów.
9431:  KMM - Dobry jesteś w tych wyszukiwaniach rzeczywiście.
9438:  KMM - Obowiązek pracy może być nałożony tylko przez ustawę.
9442:  KMM - Więc kochani, jeżeli macie taką sytuację,
9457:  KMM - to tutaj macie interpretację prawną Stowarzyszenia Umarłych Statutów.
9460:  KMM - I po raz fąfnasty przypominam, żeby śledzić działania Stowarzyszenia Umarłych Statutów, jak was interesują tego typu kwestie, bo my nie zawsze mamy możliwość zrobienia na ten temat live'a, a stowarzyszenie działa w sposób permanentny.
9473:  KMM - Więc mega zachęcam i dziękuję ci, Aniu, żeś wskazała w ogóle na istnienie tej interpelacji, bo o tym nie wiedziałem.
9480:  KMM - Jestem już po szkole, pisze Ramen, ale tu jest jakiś błąd i nie widzę, dlaczego ja nie widzę całości komentarza, zaraz odświeżę i zobaczymy, bo widzę, że jest problem, okej, już mam.
9493:  KMM - Ramen pyta, że jest po szkole, ale może by innym się to przydało.
9497:  KMM - Gdzie i w którym momencie...
9500:  KMM - można zgłaszać naruszania naszych praw.
9502:  KMM - Dobrze, że ten temat idzie nam na sam koniec, bo jest istotny.
9506:  KMM - Załóżmy, że na przykład dostajemy negatywną ocenę za coś, za co nie powinniśmy dostać.
9509:  KMM - Część machnie ręką, ale czy to jest przyzwolenie na takie zachowanie?
9513:  KMM - Czy świadectwo kolegów, koleżanek wystarczy, żeby podjąć takie działania?
9517:  KMM - Czy może trzeba zbierać twarde dowody na tego typu zachowania?
9520:  KMM - Jak podejść do łamania praw ucznia?
9524:  AD - No to jest też coś, od czego zaczynaliśmy, czyli że najpierw rozmowa, że wykorzystać źródła i narzędzia, czy raport, czy to wszystko, co jest dostępne w poradnikach i w różnych pismach, gotowcach na stronie statutów, które mamy jako źródło i potwierdzenie tego, że coś jest niezgodne z prawem, jakaś praktyka szkolna, dydaktyczno-wychowawcza nauczyciela, nauczycielki jest po prostu niedozwolona i
9552:  AD - mamy na to uzasadnienie, nie interweniować najpierw u samej osoby zainteresowanej, potem u dyrekcji, kolejno u kuratora.
9566:  AD - I pisma.
9568:  AD - Pisma i najważniejsze właśnie, żeby to pisać.
9571:  AD - Jeżeli nawet wykorzystujemy, korespondujemy przez dziennik elektroniczny czy też pismami,
9579:  AD - niech tam będzie więcej osób, czyli nie tylko ten nauczyciel, do którego piszemy, ale też dyrektor, psycholog i pedagog do wiadomości.
9587:  AD - Wtedy odpowiedź też tego nauczyciela idzie nie tylko do nas, tylko też do innych osób i jakby cała ta korespondencja i ta sprawa jest widziana i obserwowana też z różnych stron.
9600:  AD - Tak, no i trzeba myślę zacząć o tym mówić głośno, tak?
9604:  AD - I też się nie zgadzać i podnosić te kwestie również na lekcjach, bo to wtedy się też szybciej zmieni, bo wtedy też budujemy świadomość.
9612:  AD - Czasami ktoś coś robi, bo nie ma świadomości, że to jest niezgodne z prawem wciąż.
9618:  KMM - Wiecie, bardzo się cieszę, że też to mówicie, bo tylko dosłownie ad vocem, na studiach jest dokładnie ta sama zasada, to znaczy nigdy nie pisze się do jednej osoby.
9629:  KMM - Zawsze najskuteczniejsze podanie, a naprawdę napisałem w życiu takie podanie kiedyś raz, przez które nie zostałem zatrudniony na UJ-cie, ale nie żałuję, że nikomu nie życzę takiego, ale zadziałało, bo wysłałem je do wszystkich.
9645:  KMM - w kopii jawnej.
9646:  KMM - Wszyscy przeczytali to podanie i mieli przeczytać.
9649:  KMM - To spowoduje, że nie zignorują czegoś takiego.
9652:  KMM - Nie będą w stanie, ponieważ będzie za dużo kopii, za dużo ludzi zobaczy, za dużo sekretariatów tych ludzi zobaczy ten dokument, za dużo osób przeprocesuje to.
9661:  AD - Do Rady Rodziców, do samorządu uczniowskiego, czyli jeżeli to jest jakaś sprawa, która dotyczy naruszeń praw uczniowskich, jak najszersze grono po prostu o tym informujemy i też...
9670:  AD - Jeżeli mamy sojuszników, czyli że mamy jakichś rówieśników, którzy mogą nas w tym wesprzeć, że to będzie jakby taka interwencja grupy niepojedynczej osoby, no to wtedy też wiadomo, że jest łatwiej.
9682:  KMM - I też zwiększamy naszą szansę na to, że natrafimy na jakąś dobrą duszę w oświecie, która nas wesprze, bo nie należy nigdy tracić nadziei akurat w tej kwestii.
9693:  KMM - Nawet jeżeli oberwaliśmy strasznie po dupie,
9696:  KMM - to zawsze jest szansa, że natrafi się na kogoś, kogo ogarnie refleksja chociażby.
9701:  KMM - Ślemy do tak zwanych wszystkich świętych.
9703:  KMM - Tak, Karol, Karol, tak.
9704:  AD - Czasem dosyć dobrym pytaniem jest odwrócenie sytuacji, czyli zapytanie drugiej strony o podstawę prawną i uzasadnienie pewnej praktyki, oceny czegoś, co się zadziało.
9716:  AD - To też czasami powoduje, jest jakimś wyjściem, otworzeniem pewnej ścieżki i jakiejś rozmowy.
9725:  AD - Czasami nie.
9728:  KMM - No i sam koniec, to znaczy o opuszczaniu szkoły mówiliśmy, Banuj napisał, masz tyle praw ile ich znasz.
9738:  KMM - I to jest bardzo dobre przesłanie.
9741:  KMM - Widzę, że też się podobało paru osobom.
9746:  KMM - Myślę, że ta wasza działalność, która jest uświadamiająca, jest pod tym względem bezcenna.
9751:  KMM - Natomiast nie mam złudzeń, że trzeba cały czas promować ją, więc ja dołożę wszelkich starań, żeby ten zapis live'a jeszcze z nami długo nie został.
9759:  AD - To jak jeszcze można autopromocję?
9761:  KMM - Oczywiście.
9761:  RS - Bo to są te dwa hasła.
9765:  RS - Szkoła jest nasza i drugie masz tyle praw, ile ich znasz.
