🔴 Największy koszmar Niedomaga Iamnixa — ELDEN RING: SHADOW OF THE ERDTREE Livestream #6
🔗 https://www.youtube.com/watch?v=X80bC_wf5vI

34:  Iście.
14843:  WERTYKALNY!
14844:  WERTYKALNY!
14854:  WERTYKALNY!
14854:  WERTYKALNY!
14855:  WERTYKALNY!
14855:  WERTYKALNY!
14855:  WERTYKALNY!
14855:  WERTYKALNY!
14856:  WERTYKALNY!
14857:  WERTYKALNY!
14857:  WERTYKALNY!
14857:  WERTYKALNY!
14858:  WERTYKALNY
14870:  No i gdzie są te, kur... rune?
14872:  No, tutaj.
14875:  Dobrze, zrobię, zrobię jeszcze raz, zrobię jeszcze raz to samo, trzeci raz zrobię to samo, potem ja się tam przeteleportuję i znikną podpowiedzi z czatu wszystkie nagle, gdzie iść.
14889:  Po co jest podskocz w trakcie spadania skrośnika?
14890:  Nie wiem.
14891:  Nie wiem, nie wiem dlaczego Rossowo jest, wyłącza się i włącza fall damage, nie, nie rozumiem tego.
14897:  Trzeci raz tam jadę w tej chwili, trzeci raz.
14903:  No i jestem na razie na nie lancel od kruk, no co ci mogę powiedzieć.
14907:  To znaczy dodatek, który nie wprowadza nowości, tylko jest przedłużeniem nudnym podstawki z pustymi lokacjami, gdzie są bossowie, którzy zadają obrażenia AOE.
14919:  No tak mogę ci podsumować to wszystko.
14921:  Więc teraz szukamy jaskini, której nie ma, moi drodzy.
14924:  To będzie ekscytujące.
14935:  Więc tak, nie ma jaskini.
14939:  Można tu spaść natomiast.
14944:  Może tu jest gdzieś jaskinia?
14948:  Jesus Christ, naprawdę.
14952:  W sensie lewego klifu?
14953:  Nie ma tu lewego klifu, jest tylko prawy klif.
14962:  Cypel i zejście pod ziemię, gdzie jest rycerz z Gnieizny.
14965:  Jaki rycerz z Gnieizny?
14966:  O czym ty mówisz do mnie?
14978:  Może zjadę tutaj, może tu.
14988:  Tak, tu mnie nie było.
14991:  Słuchajcie!
14995:  Dobra, jest jakaś jaskinia.
14999:  No okej, czyli wycofałem się niepotrzebnie stan potem.
15002:  Okej, fajnie.
15005:  Jezus Chryst.
15008:  Nie no, ta mapa jest tragiczna.
15010:  Po prostu jest tragiczna.
15012:  Wy widzicie, dla kontekstu nie ma mapy, nie?
15015:  Poruszamy się w tym momencie pod... pod lokacją.
15021:  Między innymi dlatego tak trudno ją znaleźć.
15025:  Nie no, spoko o gry też, po prostu człowiek usiłuje znaleźć w panice tutaj coś, pozbawiony mapy, no proste to to nie jest.
15036:  O co chodzi z kolorem miniatury?
15038:  Już Ci wyjaśniam, aga13, YouTube testuje taki feature.
15042:  I moje pytanie brzmi, czy miniatura najnowszego filmu jest czerwona czy zielona.
15048:  Tylko tyle.
15052:  W zależności od tego, krótko mówiąc, jak YouTube zadecyduje, to potem wyświetla wyłącznie daną miniaturę.
15063:  Nie tak będziesz jeździł bez celu, może jakaś walka w końcu przed Elman.
15066:  No to liścik do FromSoftu.
15069:  FromSoft, FromSoft, drogi pamiętniczku, dlaczego zrobiłeś tak, że teraz nie ma nic w lokacjach?
15075:  Nudy.
15084:  Ooo, 1244.
15087:  Reskinowany boss.
15091:  Ale przynajmniej nie macie nudy, nie?
15117:  To jest bot z podstawki, dlatego nie ma ataków AOE, których by ciężko unikać.
15134:  Szczerze, wolę te puste lokacje niż kopiuj, klej, bossy z podstawki?
15137:  No to ja nie.
15138:  Ja wolałem.
15139:  Widzisz, dlaczego bossy kopiuj, klej w podstawce były dobre?
15142:  Już ci wyjaśniam.
15143:  Uczyłeś się movesetu.
15146:  I to jest jakoś rzecz, która umykała dużej liczbie ludzi.
15149:  A mnie to się bardzo podobało, bo dzięki temu byłem w stanie nauczyć się movesetu bossów, którzy byli dla mnie istotniejsi.
15162:  Tak, miniatura nowego filmu była intencjonalnie czerwona, ale jest też wariant zielony.
15168:  Fajnie, że mogę skancelować animację.
15170:  A nie, nie mogę, przepraszam.
15172:  To mogę w gęsinie.
15177:  Czyli dosłownie w gęszcinie Bild nach Utau, w którym kancelujecie animację.
15181:  Tak.
15182:  Jednego hita mi zadał.
15185:  No potężny boss.
15186:  Rogate dziecko dostaliśmy.
15187:  Boże drogi.
15188:  Najgorzej.
15192:  Podskręcane rogi są symbolem duchowego potencjału, ale większość z ich młodych posiadaczy spotyka zatrważająca wczesna śmierć.
15198:  To był wątek tego złotego porządku.
15201:  Figurki zostały stworzone, by ich upamiętnić.
15203:  Nie pamięć, nie myli.
15207:  No dobra.
15210:  Są tutaj rzeczy, niewątpliwie.
15214:  O Boże, to są znowu muchy.
15218:  Czy ja znowu idę do wioski much?
15222:  Bo tę wioskę much tutaj gdzieś pamiętam.
15223:  W ogóle patatajam, patatajam.
15225:  Gigantyczna lokacja.
15227:  Nie ma obiecanej mapy nigdzie.
15231:  Miniaturka na powiadomieniu była czerwona, teraz jak wchodzę na kanał jest zielona.
15233:  Ale ciekawe.
15235:  Więc eksperymenta, moi drodzy, są.
15238:  Dobrze, tutaj było po prostu ślepy zaułek.
15242:  Zaułek wściekłego komara, tak go możemy nazwać z uwagi na obecność much.
15245:  Okej, tutaj mogę wejść.
15254:  To w zasadzie służy tylko temu, żeby nas tam można było łatwo zabić.
15260:  No jak na razie, Marku, to Cię ominęło.
15262:  O kurczę, no dobra, że Cię ominęła.
15264:  Była naprawdę walka fajna z bossem.
15269:  Teraz błądzimy w lokacji, gdzie nie ma mapy i nie ma jej intencjonalnie.
15274:  Co pozwoliłem sobie uznać za absolutny kretynizm.
15277:  Kochanek?
15277:  Jednak nie.
15282:  I wiecie, i to jest problem, bo to są takie rzeczy, których nie spaczujecie, nie?
15286:  Nie spaczujecie level designu.
15289:  Może tędy?
15294:  Czy?
15294:  No nie wiem.
15298:  Na pewno nas tutaj nie było.
15303:  Wydawać się na północ?
15304:  No tak robiłem!
15306:  Ej, może tutaj coś rzeczywiście?
15311:  Ależ to byłby fuks.
15314:  Heh, nie.
15320:  No, no na północ też tutaj.
15332:  Czyli jednak.
15338:  Dużo much.
15340:  Jezus, ile tu tych przeciwników jest.
15348:  Czy na mapie coś widać?
15349:  No nie może być widać, bo my jesteśmy pod mapą.
15351:  Poza tym i tak nie mogę jej odpalić.
15358:  Geez.
15362:  Nie na pewno już chciałeś ten dungeon.
15366:  Crab, wi... Pamiętacie Craba w Dark Souls 3?
15372:  Jaki on był przerażający?
15376:  No jest!
15378:  Wreszcie!
15395:  Ale ja chciałem dotrzeć tutaj!
15400:  Do dungeonu!
15402:  Ja wciąż nie dotarłem do dungeonu!
15413:  Wróciły penisy.
15427:  Plemniki ze stanem zapalnym tudzież.
15430:  Talizman dwugłowego żółwia.
15432:  Ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło, ło,
15446:  symbolizujący niewyczerpaną siłę.
15448:  Dwugłowe żółwie są niezwykle lubiane na ziemiach wieży, a to jest ze względu na spiralny kształt.
15453:  Okej.
15454:  Proszę nie naczekać, tylko wchodzić do dungeonu.
15456:  Jak go kuźwa znajdę?
15465:  Nie no, przepraszam.
15467:  Co?
15478:  Gdyby to był otwarty świat, Prexus, no my byśmy tutaj się nie mogli opędzić od contentu.
15486:  Więc dla mnie to jest jakiś półotwarty świat.
15490:  Znaczy, serio, tutaj nic nie ma, moi drodzy.
15499:  No naprawdę, to nawet nie jest to, że ja jestem inwalidą szukania, bo jestem, ale tu nic nie ma.
15509:  Ten dungeon to była pieczara przy ujściu rzeki.
15518:  Drugi.
15522:  Tutaj?
15523:  Jest!
15524:  Jest!
15524:  Coś jest!
15536:  Nie, to jest jakiś żart w tym momencie.
15538:  Dobrze.
15548:  Czapka zawadzała, tak.
15554:  Boże, może tam na górę trzeba... Nie, ja już nie wiem naprawdę.
15558:  Chcecie mi powiedzieć, że to jest ten dungeon?
15560:  Przecież to jest niemożliwe.
15565:  Nie no, to jest niemożliwe!
15575:  Czy w grach jest specjalny dział ludzi, którzy obserwują to, jak gra została przyjęta i przekazują dane, co trzeba spatchować?
15580:  Nie.
15581:  Najczęściej.
15581:  Dlatego się robi coś takiego, jak gra w wersji alfa i gracze sami przekazują.
15586:  Teoretycznie powinien to robić dział KeyWake, dział odpowiedzialny za kontakt ze społecznością.
15592:  Teoretycznie.
15601:  Dungeon jest w skale i ciężko go ujrzeć.
15605:  No shit.
15606:  Może trzeba do niego podskoczyć?
15609:  Po tym.
15612:  Jezus, tylko nie to.
15617:  No tu była ta jaskinia, w której byliśmy, tak.
15626:  Jest na moim poziomie.
15635:  Nie no, bez jaj.
15637:  No on jest oznaczony na mapie TU.
15639:  W tym miejscu.
15644:  Może trzeba popatajać wyżej.
15652:  Jezu, jest.
15654:  O mój Boże, jest.
15659:  Panie boskie.
15667:  Mój brat zobaczył na czyimś streamie Dizel Mesmery i teraz jest zafascynowany tą postacią, pisze Lajmos.
15671:  Nie no, ale można, no nie oszukujmy się, ta postać jest przepięknie zaprojektowana, w odróżnieniu od tego levelu.
15678:  Ja bym chciał kiedyś zobaczyć taki raport z testu, pisze Sandra.
15681:  O, ja też, wiesz, dużo bym za to dał.
15687:  Wiecie co, ja muszę jedną rzecz zrobić.
15690:  Jeżeli mamy w tym dungeonie przetrwać, potrzebujemy butelek.
15698:  Tak, właśnie w tę stronę.
15708:  Mmm... Nowia skinning Senaphanez, będzie boss.
15714:  Potrzebujemy też perfum.
15715:  W sumie... w sumie racja.
15728:  Dobra.
15746:  Good.
15750:  Good good good good good.
15756:  Ja tutaj słyszę bardzo dużo niepokojących rzeczy.
15761:  Zobaczmy jak są perfumy na nich.
15764:  Okej, one-shotują je, dobrze.
15768:  I są dość szybkie, świetnie.
15774:  A tak, może spróbuj tego.
15779:  Ej, ale tutaj coś słychać za tą ścianą.
15783:  Sam ominąłem tę jaskinię przy Nixios, no proszę.
15786:  Znaczy ja się nie dziwię, gdyby nie rady... ...Grycerza i Stachu na czatach, to byśmy jej nie znaleźli.
15792:  No nie ma szans, moi drodzy.
15795:  Może ciemno tu jak w jaskini Szeloby.
15801:  Ej, dobre te perfumy na wilki są, naprawdę.
15804:  Patrz, kłamca, marne.
15808:  No ale na razie mało imponująco.
15816:  Okej.
15819:  No i zaczyna się imponująco.
15822:  Run Królestwa Cieni, good.
15825:  Eja tutaj.
15830:  Szkoda.
15833:  Dizajn tego dodatku jest strasznie nierówny, pisze HiddenMate.
15835:  Z jednej strony masa świetnie zaprojektowanych bossów, zgodzę się, ładnych lokacji, tak, donjon cienia, nie?
15840:  Z drugiej strony puste lokacje i bossowie z bullshitowym movesetem.
15843:  Wystarczyłoby zredukować wielkość mapy o jedną trzecią.
15845:  I mówię to ja, człowiek, który uwielbia, jak mapy są duże.
15854:  Okej, to mi wygląda na okazję do przetestowania pocisku grawitacyjnego i proszę, niech to raz zadziała, tak?
15871:  Okej.
15907:  Może trzeci raz spróbuję.
15924:  Czyli tak, czyli widzicie?
15926:  To nie jest, to nie jest zaklęcie obszarowe.
15930:  Nie jest zaklęcie obszarowe.
15932:  To jest dokładnie takie samo zaklęcie, jak to, którego ja teraz używam.
15946:  Małe trolle i duża powódź.
15956:  Tak, to zaklęć ma dokładnie taką samą... ...moc.
15963:  A wygląda tak, jakby cały świat miał zostać zniszczony, nie?
15968:  No niesamowite i niezwykłe.
15982:  Mhm.
15986:  I jeszcze tą.
15992:  Czemu to zaklęcie nie działa?
15995:  Ja nie mam pojęcia!
15996:  Pytajcie mi Azakiego, dlaczego zaklęcia obszarowe nie są obszarowe.
16025:  Trochę się martwię o manę.
16032:  Dobra, gdybyśmy zbejtowali ich atak... Jezus!
16048:  Nie lubię się straszyć.
16052:  Więc jak baituję atak, to przychodzi jeden, tak?
16061:  Dobra, nie będę nawet próbował.
16063:  Nie znam jego movesetu.
16066:  Nie wiem, co on będzie robił.
16069:  Może perfumy?
16078:  Nie.
16089:  Ale... Okej.
16098:  Co to jest?
16107:  Głupi i słaby przeciwnik.
16111:  Okej.
16112:  Tu jest ten szaman chyba.
16114:  Tak.
16116:  Dobra.
16119:  Fuh.
16121:  Magia krwi mówicie?
16123:  Dobra jest?
16127:  Nie sądzę.
16129:  Znaczy na pewno w rękach przeciwników jest dobra.
16135:  W rękach naszych nie bardzo.
16145:  Czy dobrym pomysłem gra byłoby ustawienie w opcjach oprócz poziomu potulności, gęstości do zmieszczenia potrójnych szybkości gry spawna?
16150:  Czy to już brzmi jak modowanie gry, nie?
16152:  Raczej rozwiązanie prostsze Balrogu, myślę, jest takie, żeby grę właściwie zaprojektować.
16158:  Zdecydowanie prostsze rozwiązanie.
16162:  Tymczasowo zwiększa siłę ataku fizycznego i mistycyzmu.
16164:  Następny consumable, o który nikt nie prosił.
16168:  A!
16170:  No jasna sprawa.
16194:  A, jestem w modelu postaci, no oczywiście.
16197:  I nie mogę się ruszyć.
16200:  Genialny projekt, genialny projekt, nie?
16204:  Fantastyczny projekt.
16209:  Cudowny.
16211:  Perfekcyjny, wybitny.
16214:  Znakomity, doskonały, wspaniały, bezdyskusyjnie wybitny, najlepszy, nieskalany.
16224:  Super.
16230:  Dobra, czyli tak.
16251:  Jezu, to jest silne znowu.
16289:  Czyli największa trudność tego bossa polega na tym, że może was zaklinować przy ścianie.
16295:  Rozumiem.
16295:  Czyli na tym polega challenge.
16297:  Okej.
16298:  No fajny boss.
16301:  No fajny.
16304:  To tyle, tak?
16310:  To tyle.
16315:  Okej.
16321:  Ktoś to jakoś skomentował.
16322:  Patrz, łajno.
16323:  Dziękuję.
16326:  Dziękuję.
16350:  Tak, dostaliśmy kolejnego Samona.
16353:  Samon to jest chyba najczęstsza nagroda za pokonanie bossa, zauważyłem.
16360:  To jest niewiarygodne.
16365:  Mówiliście, żeby dalej iść na północ tą rzeką.
16367:  No domyślam się, że to jest po prostu nowa lokacja już na tym etapie, nie?
16373:  Ja może po prostu Obelix sobie odkryję, wiecie?
16376:  Tak, chyba Obelix sobie odkryję.
16383:  Jestem zasmucony.
16384:  Chyba jest już na level.
16386:  Ej, mądrzy jesteście.
16389:  Wiecie co będzie zabawne?
16390:  Ja nie odnajdę tej jaskini, dobra, odnalazłem.
16393:  Patrzcie, widzicie?
16394:  To jest to, co nazywam złym level designem.
16396:  Teraz będzie mały rant, okej?
16398:  No zobaczcie.
16399:  Nic to nie wskazuje, nie.
16401:  Nawet układ skał, drzew, nic.
16403:  Wystarczyłoby, żeby skosić tu trawę, dosłownie.
16407:  Żeby nie była ona tak... ...wysoka.
16414:  I żeby nie zasłaniała tego, co nie ma być zasłonięte.
16418:  Rozwój postaci.
16419:  Wiara 9, Jezus Maria.
16424:  Się nie da dalej iść?
16426:  Można dać pochodnie?
16427:  A miałem pochodnie, nie?
16428:  A, nie w tę stronę.
16438:  Najbardziej zjebany fragment mapy do podniesienia, okej.
16441:  Nie wiem, no dostałem informację, że mam jechać dalej na północ rzeki.
16446:  To jest tutaj.
16450:  Psyquel Two Worlds.
16451:  Ej, w Two Worlds, Ciemnik, był zajebisty system kastowania zaklęć, okej?
16458:  Mogłeś tworzyć własne.
16459:  Żadna inna gra tego nie powtórzyła nigdy.
16468:  No tak, tu jest ta jaskinia, w której byliśmy.
16471:  I nic ponadto.
16474:  Czy jeżeli teraz zaczęlibyśmy grać w jakąś lepszą grę, rzuciłbyś to DLC w pizdu?
16477:  Nie, no dokończyłbym.
16478:  Ja jednak lubię Światel Dendlinga.
16482:  Dobra, czyli tu, czyli tu było tylko tyle.
16484:  Nawet do tego jeziorka nie można trafić.
16489:  Dobra, to zrobimy w takim razie ostatnią rzecz dzisiaj.
16495:  Czy w Oblivionie nie było motywu utrudnienia własnych zagręć?
16498:  Ale nie wydaje mi się, żeby on był tak... fajny, wiesz?
16501:  To znaczy w Two Wars po prostu używało się kart?
16505:  Tak, nie wiem, w Hearthstone'ie.
16507:  Miałeś kartę, potem kula ognia, ale miałeś kartę modyfikatora leczenia i kartę modyfikatora homing missile, więc mogłeś stworzyć autentycznie samonaprowadzającą kulę ognia, która cię leczyła.
16517:  Wiecie, czyli takiej swobody ja nie widziałem nigdzie, w żadnej grze.
16522:  Nigdy.
16524:  Jeżeli znacie taką grę, ja w nią zagram i zagram w nią na live'ie.
16527:  Kolejne miejsce, w którym nie ma mapy.
16535:  Ja nawet nie wiem, czy... A tu była ta pieczęć!
16542:  I ta pieczęć zniknęła.
16546:  W Path of Exile coś takiego macie?
16547:  Co wy mówicie?
16550:  No, my w Death Beagles będziemy tak za pół godzinki kończyć mniej więcej.
16555:  No i to jest ładna lokacja.
16561:  No i to jest ładna lokacja.
16563:  No i tam ma taki system robienia czarów?
16567:  Co to jest za gra?
16568:  Czemu ja o niej nie słyszałem?
16569:  Czy to jest pixel art?
16574:  Tak.
16576:  No.
16578:  Czy tutaj będzie lokacja ładna i pusta?
16579:  Ej, dajcie mi się pocieszyć.
16582:  To nie będzie pusta lokacja.
16587:  No i nie będzie w ogóle pusta.
16591:  Będzie tłusta lokacja.
16594:  O, to tak.
16596:  A nie będzie pusta.
16600:  Absolutnie nie będzie pusta.
16603:  Będzie tutaj bardzo dużo przeciwników.
16605:  Mnóstwo bossów, minibossów.
16607:  Każdy ciekawy.
16608:  Żaden nie będzie reskinem.
16613:  Dobrze, następny napotkany przeciwnik nie będzie reskinem.
16660:  Popatrzcie, jak tu jest dużo przeciwników.
16663:  Każdy jest oryginalny i ciekawy.
16667:  Czy można pacnąć perfumką, jak myślicie?
16676:  W sumie można.
16679:  Ale oni też mogą nas pacnąć.
16681:  Smutna sprawa.
16690:  Zakrzepła zgnilizna.
16693:  Tak nazywałem swoją matematyczkę w gimnazjum.
16696:  Zasługiwała.
16703:  I teraz tak.
16704:  Co to jest?
16706:  Aha, materiał do tworzenia przedmiotów.
16708:  No nie, to nie, nie, nie.
16709:  To moja matematyczka nie była tak przydatna.
16714:  Tędy.
16714:  Hmm.
16723:  Okej.
16724:  Chciałbym coś widzieć.
16727:  Aha, ja już tutaj nie wyjdę.
16729:  Czyli musimy wrócić się do Łasuni.
16734:  Czasami mam wrażenie, że tutejszy czat zrobiłby lepszą i bardziej przemyślaną grę niż niejedno profesjonalne studio.
16739:  Biorąc pod uwagę, że mamy też game designerów na czacie, to na pewno.
16744:  Co robiła matematyczka z Bestmaster?
16746:  Ja chyba nie opowiadałem o matematyce z gimnazjum numer 16, ale wiecie, gimnazjum to był wspaniały eksperyment dydaktyczny.
16753:  Jak powiedziała pewna słynna kurator.
16755:  Mianowicie moja matematyczka potrafiła na przykład zrobić godzinę wychowawczą, podczas której randomowo powiedziała, to jest cytat in extenso w tym momencie, kobieta miała wtedy, nie wiem, jakieś 47 lat dla kontekstu, tak lekko licząc, ja was nienawidzę!
16770:  i wyskoczyć z sali płacząc.
16773:  Więc jak ja widzę nagłówki w czasopismach różnego autoramentu, że powinny być testy psychologiczne na nauczycieli, to przypominam sobie tamtą sytuację.
16782:  A, to była najlepiej oceniana nauczycielka w szkole, być może dlatego, że miała bogatego męża, który suto dofinansowywał skarbiec szkolny i wcale nie miało to absolutnie nic wspólnego z jej kwalifikacjami i oceną, no i oczywiście miała genialne wyniki z wszystkich egzaminów, te były egzaminki gimnazjalne, więc...
16798:  Genialna osoba.
16800:  Ludzie jej tak nienawidzili, że dewastowali jej samochód, sprejowali jej, nie wiem, mur przy kamienicy.
16807:  Wiem o tym dlatego, że sama o tym nam mówiła, płacząc w ramach lekcji wychowawczej.
16813:  Druga rzecz, którą lubiła, to tak zwane sądy klasowe, mianowicie wyciągała jedną osobę, która na przykład, nie wiem, przyszła i poskarżyła się jej, że nie wiem, ma problem jakiś psychologiczny albo nie radzi sobie z czymś.
16824:  Ona stawiała tę osobę na środku i wyśmiewała.
16826:  O, albo jeżeli ktoś zrobił coś złego, to wtedy robiła autentyczny sąd, to znaczy wszyscy, cała 30 osób na przykład się pastwiło nad jedną osobą.
16835:  Jakie ona jeszcze wybitne rzeczy robiła?
16837:  A no oczywiście brała swoją córkę na zieloną szkołę, wiadomo, to jest standard absolutny.
16840:  No generalnie rzecz biorąc, dorany przyłóż kobieta.
16847:  To było przerażające absolutnie.
16849:  Myśmy się z niej wszyscy bali.
16850:  Już pomijam takie rzeczy, że wiecie, odpytywanie za każdym razem z zadanek wszystkich i można było powiedzieć, że na przykład czegoś się nie rozumie.
16858:  No i wtedy się szło do tablicy i jak szliście do tablicy i mówiliście, że czegoś nie rozumiecie, no to wtedy mogliście nie dostać niedostatecznej oceny z tego, że nie macie zadania zrobionego, ale dostawaliście ocenę niedostateczną z tego, że nie rozumiecie przy tablicy.
16873:  Więc profit, nie?
16880:  Fajnie.
16882:  Ja mam piękną historię o tym, jak moja wychowawczyni upokorzyła mnie na tle całej szko... całej szkoły jeszcze posłana.
16886:  Świe... świetnie.
16887:  Świe... świetnie.
16890:  jako matematyka i przykro mi, że tak Ciebie odrzuciła babka od tej dziedziny.
16892:  Wiesz co, to nie jest to absolutnie anodaraj.
16896:  Ja na szczęście zostałem wyuczony podstaw przez moją mamę, więc do dzisiaj wszystkie obliczenia, które wykonuję, to dzięki niej.
16904:  Nie wiem, trójkąt Pascala i proporcja, to są dwie rzeczy, które mi się przydawały giga.
16908:  Obydwu mnie nauczyła moja mama i ja na tym przeleciałem przez całą edukację szkolną.
16912:  Ale tak, znaczy... Miałem złe skojarzenia bardzo długo.
16917:  Pfff.
16918:  Bardzo.
16919:  No to wiecie, o wiele częstsze są polonistki w takiej roli.
16926:  Czyli my będziemy tutaj walczyć wyłącznie z nimi, tak?
16930:  Dlatego ja się strasznie oburzam, jak ludzie mówią, że gimnazjum było dobre, bo to jest nieprawda.
16935:  Do gimnazjum trafiali dziwni ludzie bardzo często.
16939:  To są przeciwnicy, którym będziesz w zazdrościu zaklęcia?
16942:  Jezu, jak tu jest pięknie.
16944:  Ja każdemu przeciwniku...
16949:  Wiza Zdroszcze Zaklęcia.
16951:  Ale patrzcie, to jest kolejna lokacja, gdzie nie mamy... ... niestety i odzgrozo... ... konika.
16961:  Bo niestety szkoła podczas wycieczki szkolnej przesłana ponad 100 osób, było upchnięte na mały statek.
16966:  Strasznie się współczuję.
16971:  Wiecie co, dobrze, że ja nie zmieniałem przydziału butelek,
16975:  Bo tutaj byłoby ciężko inaczej.
16978:  Takie wybuchy na zajęcia brzmiała moja wychowawczyni z technikum, która uczyła jednocześnie podstaw przedsiębiorczości i mechatroniki, pisze Zbyszard, gdzie z tego drugiego nie miała żadnej wiedzy.
16986:  A to jest częsty przypadek ludzi, którzy mają duże kompleksy.
16989:  To jest takie wyżywanie się na studentach czy uczniach.
16994:  Ja na przykład niecierpliwię się, jak ktoś czegoś nie umie.
16999:  Po prostu.
17000:  Zakładam?
17001:  Okej, jeżeli on będzie potrzebował dwóch miesięcy zamiast dwóch dni, okej.
17006:  Jeżeli ktoś będzie potrzebował dwóch godzin zamiast dwóch minut, okej.
17009:  Ja coś robię w minutę?
17010:  Nieważne.
17014:  Nie umiem sobie przypomnieć, czy którykolwiek z moich nauczycieli tak miał.
17018:  Bo jednak sporo nauczycieli się niecierpliwi.
17022:  I mam wrażenie, że na to się dużo nakłada czynników.
17024:  To może być stres, to może być kwestia właśnie przygotowania pedagogicznego.
17029:  No a nauczycie to tego, żeby nauczyć, tak?
17032:  Jeżeli ktoś uczy się wolno, to trudno, no.
17034:  Ja na przykład uczę się wolno roli w Source Like'a, no i co?
17038:  No ale w którymś momencie się uczy, nie?
17041:  W moim techniku polonijskim to wysyłała uczniów do sklepu po sałatkę.
17045:  Uwielbiam ten moment na czacie, jak zaczynamy się wymieniać kombatanckimi historiami ze szkoły.
17050:  Zawsze wtedy się o ciekawych rzeczach dowiem.
17056:  O, ja bym bardzo chciał paru rogów wyolbrzymiać.
17058:  Ja ci nie powiedziałem o paru rzeczach.
17059:  Czy wam nie powiedziałem o paru rzeczach?
17061:  Takich bardziej hardkorowych.
17066:  Generalnie dużo ludzi zawsze myśli, że ja wyolbrzymiam.
17069:  Bo to mi się konfrontują z danym zjawiskiem,
17072:  I nagle rozumieją, że ja nie przesadzałem.
17074:  Ja mówiłem najczęściej coś, co jest czubkiem góry lodowej.
17080:  Nie była prewencja, która darła się o przerywanie lekcji, jak się choćby szepnęło, która strona poszła długopisem.
17085:  No to wam opowiadałem kiedyś, jak moja mama taką babkę rozjechała w którymś momencie.
17090:  To była wicedyrektorka, która w kopalni soli, na jakiejś zielonej szkole.
17095:  Jak już wszyscy szli spać, nie?
17099:  to ona, dosłownie wszyscy zaspiały, ktoś tam, ktoś tam siedzi cicho i ona tak obcasami.
17106:  Cisza!
17109:  Cisza!
17112:  Cisza!
17113:  I to leciało przez całą kopalnię soli, nie?
17116:  I moja mama w którymś momencie wrzasnęła, że jeżeli ktoś tutaj kogokolwiek budzi, to pani swoim durnym stukotem!
17124:  No więc zamknęła się babka, ale dużo osób się zaśmiało wtedy.
17131:  Oj, dużo.
17133:  To było fajne, to było fajne.
17135:  A tak, bo czasem było tak, nie wiem czy dalej tak jest, że rodzic jechał jako współopiekun.
17140:  Moja mama pojechała raz.
17142:  Raz.
17143:  I powiedziała, że to jest ostatni raz.
17148:  Nie, ja już nie mogę.
17150:  Nie każ mi tego robić więcej.
17155:  Historyczka widzomka zaklęczeć w ławce po udzieleniu błędnej odpowiedzi.
17158:  No to to jest Matt Peterson, historyak mojej mamy właśnie, która mi opowiadała o klęczeniu na grochu słynnym.
17170:  Moja nauczycielka od polskiego zamiast uczyć polskiego uczyła nas piosenek patriotycznych.
17174:  Było to spoko, bo wtedy wiadomo, brak zajęć.
17175:  Do dzisiaj sobie przypominam śpiewanie roty na sali gimnastycznej.
17184:  No Holsum, Holsum.
17186:  Odłamek Ostrodrzewa!
17193:  Eeeem... Aha, przepraszam, teraz potrzebujemy trzech.
17197:  O co chodzi z klęczeniem na grochu?
17198:  To jakiś twardy wysuszony?
17199:  Tak, tak.
17200:  Tak na tym polegało klęczenie na grochu, że był wysypany w rogu sali groch twardy i trzeba było na tym klęczeć.
17206:  Znaczy no genialne, genialne.
17209:  Krok od tego jeszcze są kary cielesne.
17211:  Moja mama miała kary cielesne w szkole.
17213:  Pozdrowienia dla szkoły 34-tej on dziś.
17217:  Imienia obrońców Poczty Polskiej w Gdańsku.
17220:  i ja też się w niej uczyłem, ale wtedy już nie było takiego hardkoru, no i tam rzeczywiście było lanie linijką po ręce, no to było.
17229:  Więc wiecie, to były lata wtedy, kiedy mniej więcej, swoją drogą, dawano czerwone paski na świadectwa, czyli to były lata 60., 70.
17243:  Ja też uważam, że klęczenie na grochu jest formą kory cielesnej, nazywam tego inaczej.
17250:  No masakra absolutna w ogóle.
17252:  Pranie ludzi.
17253:  Co to w ogóle jest?
17254:  Więc uważam, że trzeba być niestabilnym psychicznie, żeby coś takiego zrobić.
17257:  To znaczy, musicie być tak wściekli na człowieka, któremu coś nie wychodzi, bo staramy się to tak psychologicznie ogarnąć, nie?
17265:  Musicie być tak wściekli na człowieka, któremu coś nie wychodzi, że tracicie totalnie panowanie nad sobą.
17272:  Ja zaraz stracę panowanie nad sobą przez tego gargulca.
17277:  Oho!
17279:  Wracają penisoidalne mycelia z jedynki.
17282:  Czyli jednak reskin.
17286:  Czyli jednak reskin.
17293:  Rzucanie w uczniów podręcznikiem.
17294:  Rok 2012.
17295:  Git.
17295:  Fajnie.
17300:  Ja jeszcze oberwałem liniko po rękach nauczycieli w latach 90-tych, pisze Anna Eł.
17305:  No czyli moje lata szkolne.
17306:  Zajebi.
