🔴 Niedomag Iamnix w Królestwie Cienia(sów) — ELDEN RING: SHADOW OF THE ERDTREE Livestream #2
🔗 https://www.youtube.com/watch?v=cyUdPUnJe74

1:  Taki jest sens banana.
7189:  Krzysztof, pomyśl, że przy insulino-odporności jedna guma do życia może sprawić, że człowiek... Jezus Maria.
7195:  Co, na łobiod?
7197:  A ja sam nie wiem, przecież to powiedziała, bo jakieś tam dostałem pulpety.
7201:  Ale przynajmniej będzie trzymać.
7204:  Przynajmniej będzie trzymać, moi drodzy, długo.
7207:  Nie domagam, nikt skłonił.
7210:  Bananomantyczny kapelusz.
7212:  Na łaskę, jeśli użyję jeszcze jedną skałę, znajdę to.
7216:  Nie mam żadnych wątpliwości.
7220:  Ołtarz kuźni nie może być daleko.
7223:  Długo tutaj są... Łooo... Łooo... Łooo... Okej, podoba mi się to miejsce.
7240:  Wiecie, co jest ciekawe?
7244:  Chyba odpocząłem przy łasce, ale nie wypocząłem.
7252:  Oho.
7255:  Oho.
7264:  A miałem użyć Sterdy Magica, miałem użyć.
7275:  Ej, jest stagger!
7282:  Ile tych zaklęć trzeba, żeby był stagger?!
7287:  Jakie zwaliste dziadostwo.
7295:  Dajcie spokój.
7303:  Koń nie stoi na drodze.
7305:  O co tu chodzi?
7307:  40 minut mnie nie było, bo się pluskałem w basenie, jakiś boss mnie ominął.
7310:  Smok!
7314:  Znam to.
7316:  Znam to diabelstwo.
7317:  To było w DS-ach jedynce, moi drodzy.
7320:  Ale to jest cudowne.
7321:  FromSoft ma taką bibliotekę bossów i przeciwników, że możesz z nich czerpać już w nieskończoność.
7328:  To jest ten golem, o którym wcześniej rozmawialiśmy.
7330:  Wiesz, że tego nie pamiętam, Victor Winde, kompletnie?
7333:  Jeżeli to było wczoraj, to tego nie pamiętam.
7338:  A tak, to jest... Tak, i to gówna spada z sufitu.
7344:  Lava Slime, no nie inaczej.
7349:  Jeez...
7354:  Dostajemy mnóstwo kamieni kowalskich, dzięki temu można było naszą różdżkę ulepszyć szybko.
7359:  Vilgefortz Happy Noises.
7362:  Ależ genialny design.
7364:  To mi przypomina tę miejscówkę w Plague Tale, pamiętacie?
7368:  Rekwiem.
7369:  Boże, jakie to było dobre.
7373:  Okej, okej, okej, okej.
7375:  Terra Magica, my ass.
7379:  Weźmiemy go.
7387:  Łukiem Lorety.
7389:  Zobaczymy, jak mu przywalimy.
7395:  Bardzo słabo.
7402:  No bardzo słabo.
7413:  Nie no, dramat powiem wam.
7421:  To by była jakaś regeneracja many tutaj, bo jest źle.
7429:  Jesus Christ.
7431:  Nie było za to regeneracji many!
7435:  Łobogofie... Łobogofie...
7441:  No to z jakimiś lava slime'ami innymi będzie trzeba... pozyskaj materiały.
7445:  Jakiś gazowy kamień.
7448:  Gazowy kamień to jest coś co mnie stwierdził... proktolog, a może nie powinienem tego mówić.
7453:  No oczywiście, że jest jakiś lava slime.
7459:  Tak, ale trzeba go w ten sposób eliminować.
7465:  Śmierć, śmierć, wszędzie śmierć.
7468:  Jest DLC przedmiot do regeneracji many?
7470:  Permanentnej Ronin?
7473:  Czy tylko regeneracji przyciopa krytycznych albo podobne bzdury?
7478:  No dobra, teraz powinienem dostać manę.
7481:  Nie dostaję.
7483:  O Jezu.
7487:  Czekajcie, a może na niego jest sposób?
7490:  By się zakraść?
7500:  Tak, na niego jest sposób, wiecie jaki?
7502:  Trzeba walczyć mieczem.
7506:  Permanetna relacja many.
7508:  Dobra, drugie pytanie.
7510:  000000001% na sekundę, czy takie rzeczy rzeczywiście zauważasz?
7517:  Mam nadzieję, że taki rzeczywiście się zauważa.
7521:  Liczę na to, że on się nie zorientuje.
7522:  Ale to jest słabe, że nie można było mu zafundować stagera.
7530:  No niedobrze jest, powiem wam.
7532:  Mamy trzy butelki many.
7535:  Oczywiście, że się nie można wspiąć, jak się jest w kuckach.
7539:  Krzysztof, tragedia.
7539:  Dukaj zniósł znikty lektur.
7541:  Jak żyć?
7541:  Jak ktoś zauważył, że on był na liście lektur?
7544:  Poza tym na liście lektur była najsłabsza rzecz, jaką napisał Dukaj kiedykolwiek, więc wiecie.
7550:  W ogóle Dukaj był dlatego, że wcześniej Lem... Zobaczysz, co będzie po czterdziesty.
7556:  Nie strasz mnie na nul.
7558:  Na nul, przepraszam.
7559:  Nie strasz mnie.
7559:  Bardzo cię proszę.
7561:  Okej, typiarz odchodzi powoli.
7563:  Ale Krzysztof mógł być użyć łuku.
7566:  Tak Mógłbym Czemu tutaj nie było fall damage?
7574:  Nie, że bym chciał Ale nie było
7587:  Znaczy, teoretycznie można byłoby z nim spróbować się pofektować, ale trochę mnie martwi to, jakie mogą być tego konsekwencje.
7596:  Czemu w ogóle nie można za nim zrobić... ...zataku?
7600:  Nie macie rozumienia, że ten... No tak sądziłem właśnie, że to tak wygląda.
7605:  Znaczy, my mamy więcej...
7622:  Ale Krzysztof, walka magiem jest prostsza.
7625:  Nie!
7644:  Zużywam dosłownie mniej flaszek życia, niż flaszek many zużywam w analogicznych okolicznościach.
7661:  To jest paranoja.
7687:  Okej, okej.
7688:  Zawczas na rolę.
7693:  No, zgwiazdujemy go teraz już.
7698:  Trudno.
7706:  Chciałem zginąć.
7709:  I nie dostałem regeneracji oczywiście.
7713:  Strona techniczna Koyoboyo jest niedobra.
7717:  To znaczy pierwszy raz w grę z Chrome'u wczoraj zdarzyło mi się, że podczas walki z Bossem, i to wymagającej bardzo szybkiej, ścinało.
7724:  To jest niedopuszczalne przy mojej konfiguracji.
7727:  Więc jeżeli macie niższą, to... Poczekajcie do patcha.
7731:  I jak się wahacie.
7733:  Zwłaszcza jeżeli macie jakiś słabszy komputer.
7735:  Nie no, nie mówcie mi, że jest jeszcze następny.
7740:  Dokładnie tak jest.
7746:  No dokładnie tak jest.
7750:  Grzymczmią go mam pokonać.
7754:  Nie chce mi się go siekać mieczem przez półtorej godziny.
7757:  Zróbmy tak.
7760:  Cześć, masz na myśli Steam po północy?
7761:  Tak.
7764:  No co się tutaj dzieje?
7765:  Tu się przyda dźwignia?
7768:  A, do opuszczenia... Mmm... Lawy.
7775:  W Dandula nie ma regeneracji butelek, jest to największa głupota, jaką można sobie wyobrazić.
7781:  Nie lubię tego.
7785:  Widzicie, czego ja bardziej nie lubię?
7786:  Tego, że nie ma stagera, jak go zachodzę od tyłu.
7792:  No właśnie, mi się odwinął!
7796:  Dobra.
7797:  Idziemy po to.
7800:  Już tutaj nie wracamy.
7807:  Kocham jak mi zasłania interfejs rzeczy tutaj.
7811:  Nie wschodząca mama promieni śmierci, zużyte.
7814:  Te butelki się nie regenerują moi drodzy.
7816:  To jest ta buteleczka, niesamowitego eliksiru.
7819:  Dobra, tu jeszcze jest jedna rzecz.
7822:  Ponury kamień kowalski, dobra.
7824:  To jest wszystko w tym dungeonie?
7826:  Niemożliwe, musi coś jeszcze być.
7827:  Tam mowa była o obniżeniu... ...dźwigni.
7834:  Dobra, więc zakładam...
7839:  Świeci się.
7841:  Książka z przepisami nadsłójtysa.
7843:  Zakładam, że czegoś jeszcze nie wiem tutaj.
7844:  Czy ja się wracam do łaski w tej chwili?
7850:  Chyba tak.
7852:  Tak, wracam się do łaski.
7853:  To dobrze.
7861:  Wiecie co, ja pójdę drabiną.
7863:  Bardzo polecam Jumbo Żyłego Świata.
7865:  Nie wiem, czy na początek jak ubię.
7868:  Ja rozumiem RTX 2060, grałem w Eldenie od premiery na najwyższych, dopiero po którymś patchu musiałem dać niższe detale.
7873:  Bo to jest wredne, nie?
7876:  Blankly Extra, to jest wredne, że patchują grę i ona działa słabiej nagle.
7885:  Dobra, więc tak.
7887:  Gdzie jest łaska?
7892:  Tu już nie będziemy musieli wrócić.
7895:  tego pomieszczenia, bo tutaj zdobyliśmy wszystko, co mieliśmy zdobyć chyba.
7899:  Mówicie, żeby jeszcze ponaparzać ukryte ściany.
7902:  Nie no, zakładam, że jak będą jakieś... radosne miejsca ukryte, to ktoś tam nam napisze, nie?
7913:  Ciężki ten dungeon.
7915:  Trzeba bardzo oszczędzać manę.
7919:  I myślę, że nie ma sensu w tych bić olbrzymów, no bo to jest po prostu gąbka na pociski nasze.
7932:  Tak, mają rubiny w dupie te golemy i nie wiem, na czym to polega.
7936:  Może jest jakaś mechanika, która pozwala ich łatwo wyeliminować.
7940:  Niemożliwe, żeby to był przypadek.
7943:  Wedle wszystkich moich obrachunków, ludzie nie mają olbrzymy także przez przypadek rubinów w życi.
7950:  Gdzie tutaj może być ta dźwignia?
7954:  Może tam na wprost, nie?
7956:  Czy tam na wprost trzeba iść?
7958:  Na wyprost.
7963:  Strasznie mało jest tych runów tutaj, naprawdę.
7967:  Bardzo niewiele.
7977:  Nadzieja, kwiat.
7982:  Ta, myśmy tam byli już moi drodzy.
7986:  Nic tam nie było.
7989:  Gdzie jest dźwignia?
7993:  Musi być jakaś dźwignia.
7995:  Tutaj nie było nas na samej górze.
8001:  W ogóle.
8003:  To jest ważne.
8009:  Co?
8010:  Tu się technicznie da wyjść.
8015:  Spróbujemy to zrobić.
8019:  Hop.
8020:  Hop.
8021:  Hop.
8022:  Hop, hop!
8024:  Jesteśmy swój chłop, moi drodzy.
8025:  Robimy hop, hop.
8027:  Udało się.
8028:  Oczywiście.
8029:  Random slime.
8032:  Porównajcie te slajmy teraz z tym, co jest w Genshin Simpact.
8036:  Czy to jest skrót łup?
8038:  To nie jest skrót łup.
8042:  Fuuu, ale fajne, fajne, fajne miejsce.
8044:  Podoba mi się bardzo.
8047:  Jezus, jak ja już się wściągnąłem w tę grę, to jest koniec, moi drodzy.
8050:  Absolutny koniec.
8054:  Teraz już mam syndrom, że chcę grać w to jak najdłużej.
8057:  Okej, tutaj się da przejść, nie wiem czy się opłaca wszelako, to nie jarzy się na jakoś bardzo kluczowy kolor, więc suponuję, że nie.
8071:  Chciałeś zrobić backstab, to wciskać mocny czy słaby atak?
8075:  Słaby.
8077:  Może to jest ta kwestia, bo ja mocnych ataków... czekajcie, jak się robią mocne ataki?
8081:  Z shiftem?
8085:  Ooo...
8090:  No nie!
8091:  Tu jest ta dźwignia, naprawdę?
8094:  Już ja nie wierzę, no ja nie wierzę.
8102:  Takie buty do Kalkuty.
8111:  Modularny projekt lokacji.
8117:  Krzysztof lubi.
8121:  Czy nie macie wrażenia, że tutaj była drabina?
8123:  Była, tylko nie umiem jej znaleźć.
8125:  A tutaj typiarz już do mnie przychodzi.
8127:  Nie chcę walczyć z typiarzem.
8129:  Pa, pa.
8130:  Przepraszam.
8131:  On no naprawdę reskinowany, a... Za, za, za, za, za, za, za, za, za, za.
8137:  Co?
8139:  Ej, ja tutaj nie przejdę.
8144:  Na tę rurę trzeba... Uuu!
8145:  Uuu!
8158:  Ta gra mnie zawsze zaskoczy.
8165:  Jaki skoczny.
8169:  Przed tobą dźwignia.
8170:  Kłamstwo!
8172:  Dźwignia była wyżej.
8174:  No dobrze, moi drodzy.
8178:  Geronimo!
8193:  Jakim cudem?
8197:  Takie rzeczy się nie dzieją.
8207:  Wiecie, co teraz będzie?
8210:  Miałem powiedzieć, że spadnie na nas wielka kula.
8223:  Ale mamy next best thing.
8238:  Czemu to się, czemu to, czemu to się kręci?
8240:  To się kręci jak jakiś rollmops.
8244:  Hop.
8252:  On za nami idzie!
8255:  On nas fufa!
8260:  Fufa golem!
8264:  Joj joj joj!
8269:  Prawdziwa miłość!
8273:  Stara miłość nie rdzewieje, chyba że jesteś golemem.
8282:  Wiecie co?
8286:  To jest dobry moment, żeby się troszeczkę posilić.
8293:  On akurat w tak zwanym międzyczasie zginie.
8303:  Tak.
8303:  To zrobimy sobie, moi drodzy, jakieś, nie wiem, 20 minut, 15 minut może się wyrobię.
8309:  On sobie tutaj będzie ginął, a ja wam zapuszczę jakąś dobrą muzę, co w tym miejscu oznacza Joe Vandrini, jak zawsze, z znanej wam playlisty, tylko niech się znajdę w moich rzeczach.
8320:  Proszę bardzo.
8322:  Idealnie.
8324:  Chcecie patrzeć?
8325:  Proszę bardzo.
8326:  Proszę bardzo.
8331:  A Joe Vandy nie zostaje.
8462:  Zdjęcia i montaż
8566:  Dopiero tyle?
8569:  O Boże.
8570:  Ja sobie sobie dorobię herbatki i do Was wracam.
8573:  To jest najbardziej zasmucająca, najbardziej zasmucająca walka, jaka nigdy się nie odbyła na tym kanale.
8738:  © PTA & TVP
8808:  Dobra moi mili, żebyście nie byli tacy stratni, Krzysztof przyszedł z darami.
8815:  Na grzecznych chłopców czekają dary, było takie opowiadanie Nina Geimana.
8820:  Możemy to przeformułować na... Na cierpliwe czaty czekają dary.
8826:  Dwie mecze ze Skyrim masz ciekawe fetysze, powiem ci.
8830:  Zwymer ze skaniem pisze, że chciałby pójść na śniadanie z ogóry, starczuk.
8834:  Wiesz co, to wtedy byś musiał na przykład słuchać tego, co ostatnio nasza wspaniała snoblistka powiedziała, to znaczy nasza wspaniała snoblistka stwierdziła, że to jest troszeczkę, troszeczkę za mało się ostatnio wypowiedziała, tak?
8847:  W jakichkolwiek sprawach, które byłyby interesujące i porywające dla społeczeństwa,
8854:  W związku z powyższym, ktoś mi dał znać, że fundacja znowu działa, że nasza snoblistka wypowiada się na tematy ogólnokulturalne.
8870:  No więc jak przystało na snoblistkę krzewiącą kulturę w Polsce, Olga Arystokarczuk pisze, że my to możemy zrobić lepiej.
8881:  My to możemy zrobić lepiej.
8886:  Janek Strojny był influencerem, zabawnym gościem w różnokolorowych czapeczkach.
8893:  Wie jak zarabiać w tym świecie, ale wie też jakie niesie on niebezpieczeństwa, bo sam im uległ.
8904:  Dlatego w swojej, bo nie w cudzej książce przestrzega, dlaczego nie warto w ten świat, patoświat, wchodzić.
8916:  Z kolei dziennikarz Jakub Wontor podjął w influenzie próbę opisu zjawiska, które zalewa naszą współczesność.
8923:  Wiemy, że influencerzy często wpływają na społeczeństwo.
8927:  Zdajemy sobie też sprawę, że wizja kolorowej rzeczywistości jest kusząca.
8934:  My wolimy szachą rzeczywistość, w której docenia się barwy, monochromatyczną, jak...
8944:  Lighthouse Eggersa.
8947:  Szczególnie może być ta kolochowa rzeczywistość dla młodych odbiorców kusząca.
8952:  Tego nie zmienimy.
8954:  Ale zaprosiliśmy obydwu autorów do rozmowy, bo warto rozmawiać i debatować.
8961:  Zwłaszcza jak się ma to samo zdanie.
8964:  I by przyjrzeć się tej rzeczywistości uważniej, porozmawiamy i spróbujemy pokazać, co kryje się pod tą barwną...
8974:  Fasadą.
8983:  Więc jeżeli chcecie słyszeć takie rzeczy przy śniadaniu, to ja mam kontakt do mojego bardzo dobrego zresztą proktologa i gastrologa.
8993:  Myślę, że przypiszę wam odpowiednie leki na trawienie i na strawność, żeby tego rodzaju niestrawne kwestie można było przełknąć.
9003:  A, a to o czym mówiliśmy...
9006:  Mag bez reputacji.
9007:  Widzicie, to jest najlepsze określenie nie do Maga Jamnixa.
9010:  Mag bez reputacji.
9013:  Więc polecam Kel'Kadę.
9014:  To jest, jak widzicie, tom 4,5.
9015:  Bardzo mnie to bawi.
9017:  Kronik Mroku.
9018:  I ostatni tom, Smoki i Demony.
9022:  Jezu, jak ja polecam Kel'Kadę.
9024:  Będziecie... A Mag bez reputacji super, naprawdę.
9026:  I o, a przeczytajcie Magę bez reputacji wcześniej przed Smokami i Demonami.
9031:  Podziękujecie mi.
9034:  Czy oglądamy, gdyby był trailer do Space Marine 2?
9035:  Ej, zróbmy to teraz, skoro już mieliśmy przerwę, powiedział Krzysztof, który wcale nie czeka, aż zginie golem, to zróbmy to faktycznie i obejrzyjmy sobie, czy ja mogę się przenieść, ja zaraz stąd spadnę, zobaczycie.
9048:  Więc gdzie jest ten trailer?
9051:  Ja się cieszę, że mogę wam przeczytać ten fragment instagramowy, ponieważ nie zrobię z tego filmu, tak, no bo bez przesady.
9060:  Przejmie sobie tego Warhammera.
9068:  Dzień dobry.
9073:  To nie jest ostateczny obraz gry.
9077:  Niestety.
9081:  Tyranidzi, pięknie.
9082:  O, to już wiemy.
9087:  Dobra, dobra, dobra.
9090:  To widzieliśmy.
9092:  Jest kampania.
9095:  Zaraz, zaraz, zaraz, co?
9097:  Okej.
9098:  Either solo or with three players.
9105:  Ej, czat.
9107:  Szanowni, szanowne.
9110:  Słuchajcie, a może zrobimy tak, że ja zaproszę Filipa z bez schematu.
9116:  Irysława.
9118:  I w ten sposób wjedziemy na biało, jak najlepszy zakon marynatów, do tego świata.
9125:  Co wy na to?
9126:  Może to będzie dobry pomysł?
9128:  Kurczę!
9134:  To byłoby legendarne.
9136:  Muszę do nich napisać.
9138:  Spacemarine 2 zaczyna się od wieku po wydarzeniach pierwszego meczu.
9145:  Oj tak.
9146:  Okej.
9156:  Widzę bardzo duże różnice graficzne.
9158:  To mnie trochę martwi.
9159:  Czekajcie, dam wam napisy.
9163:  Nie, kapitanie.
9171:  ... i zmuszał się pokazać swoją lojalność w ciepłej batalii.
9173:  Na dalekim świecie musiał się spotkać z jedną z największych strachów ludzkości.
9177:  ... i zmuszał się pokazać swoją lojalność w ciepłej batalie.
9180:  Na dalekim świecie musiał się spotkać z jedną z największych strachów ludzkości.
9188:  Znaczy, ja w czterdziestkę bym grał nawet wtedy, kiedy to by było... No dobra, pixel art to nie.
9195:  Filip nie ogarnia czterdziestki, ja go wkręcę, muszę.
9202:  Ale myśleliśmy już o piekłonurkach, żeby zagrać w E3, ale myślę, że to może być lepsze.
9211:  Mhm, już to widzę.
9216:  To nie wierzę, moi drodzy.
9217:  Nie wierzę w to, że będą w stanie seamlessly renderować tylu przeciwników.
9223:  Pamiętacie, co się... No dobra, chyba, że wykorzystają te same rozwiązania, które były w Plague Tale odnośnie do szczurów, aczkolwiek w dwójce już mieliśmy krztuszenie na ekranie, a nie powinno być na mojej konfiguracji.
9237:  FIBA będzie łatwo wkręcić audybokami herezji Horrusa?
9239:  O, mądre.
9242:  O!
9242:  Ogień!
9245:  Czekajcie, co to jest za tryb?
9248:  Co to jest za tryb?
9249:  Myślicie, że tutaj będzie coś w rodzaju tower defensa albo jakiegoś trybu taktycznego?
9253:  Czy to jest po prostu fragment, może to jest prerenderowany fragment i my to widzimy?
9259:  Dlaczego w gameplayu
9261:  W trailer gameplayu są fragmenty, które są prerenderowane.
9265:  Nie lubię czegoś takiego.
9275:  Kodaku, nie Kaku.
9280:  Stop!
9284:  Moi drodzy, czyli będą elementy, no ja widziałem, że będzie, to jest chyba inkwizycja, dobrze mówię?
9292:  Znaczy to wygląda jak inkwizycja, to wygląda jak jakiś rytuał.
9295:  Wow, to jest super, absolutnie.
9298:  Karol powstał, że to jest render z jakiejś cutscenki, no właśnie też mi się tak wydaje.
9302:  Czy byłeś w roku Bellura, gdy właśnie tam wszedłem, to jest w kierunku zamku pokonaniu w rejonach Smoka?
9307:  Jeżeli to jest to, to jesteśmy w nim.
9311:  I zaraz wracamy.
9328:  Jezu, patrzcie, jak w StarCraft'cie.
9331:  To znaczy, jeżeli to jest to, co myślę, to będziemy mogli zwiększać nasz arsenał, jak w StarCraft'cie drugim w ramach kampanii.
9339:  Rewelacja, widzę, że... no jej, nie.
9344:  Okej, to jest standardowe.
9350:  For the Emperor!
9351:  Tak jest!
9352:  Za Imperatora!
9357:  Opowiadaj i powij lore z głowy przez 20 godzin bez przerwy.
9360:  Nie ma opcji, żebyś się nie wkręcił.
9361:  Nie ma opcji, żebym się nie pomylił wtedy też.
9367:  Wiecie co mi się podoba?
9368:  Podoba mi się to, że razem z nami żołdacy imperialni atakują.
9372:  To jest super.
9376:  Wtedy też widać różnicę w skali między marynatą a nimi.
9380:  Rewelacja.
9383:  To jest dobry pomysł.
9386:  Tak!
9389:  Purge the Xenos!
9392:  Nie podobają mi się efekty cząsteczkowe, są mało realistyczne.
9397:  Jedyną osobą, której się to nie będzie podobało.
9403:  Okej, tu jest ten co-op.
