Ordo Iamnicorum | WARHAMMER CHAOS GATE: DAEMONHUNTERS Livestream #4
🔗 https://www.youtube.com/watch?v=SAfx6T20tlU

219:  Fitam!
12695:  który stworzył Astronomikon i ten Astronomikon jest właśnie takim rodzajem latarni, która oświeca drogę.
12700:  Psjonicznej latarni, czyli wykorzystującej energię psychiczną.
12706:  Imperator jest w ogóle jednym z najlepszych psjoników w galaktyce.
12710:  Ile nie najlepszy.
12715:  Dobrze, zrobimy sprytnie.
12719:  To było właśnie to sprytne i teraz ciachamy.
12733:  Zawsze zapominam, że to jest astronomika, a nie astronomika.
12743:  Ależ mnie denerwuje to, że oni cały czas tak odbiegają.
12747:  Najlepszy jest Imperator, nie jeden z najlepszych.
12750:  Chciałem być ostrożny.
12754:  No autentycznie, będziemy się z nimi gonić po całej planszy.
12761:  Masakra.
12764:  Nooo!
12769:  I znowu strefa ostrzał.
12771:  No nieprawdopodobne.
12778:  Najbardziej im zapamiętają, że pamięć pojedynki z Darksaus, czyli z Elden Ringa,
12784:  Z Elden Ringa to na pewno... Smok dla starych.
12789:  To było wspaniałe, absolutnie.
12790:  No malenia, to trudno jej nie zapamiętać.
12792:  W przypadku... Ale tu mówię o pozytywnych przypadkach.
12798:  Musimy użyć teleportacji, nie ma wyboru.
12803:  Co to było?
12805:  Ilu jest tych przeciwników?
12812:  Okej.
12815:  Dobra.
12815:  I teraz tak.
12816:  Musimy go troszeczkę nadwyrężyć.
12820:  Tylko już nie wiem, kim.
12821:  Autentycznie nie wiem, kim strzelać.
12830:  Generał Radan?
12831:  Wbrew pozorom nie.
12832:  Ta walka nie była dla mnie jakaś niesamowita.
12833:  Ona była spektakularna, ale... okej.
12839:  Tutaj?
12839:  Co jest twoją wolą?
12840:  Jestem tu, by służyć.
12869:  Dobra.
12872:  Beyond Two Souls, czy bym zagrał?
12875:  O, tak, chętnie bym zagrał.
12877:  Bardzo chętnie bym zagrał Beyond Two Souls.
12880:  Imperator przed tronem jeszcze był zwany Anatema, bo jako jedyny biedny na świecie miał moc zabijania demonów, a właściwie unicestniania, bo nie były w stanie się wskrzesić, prawda?
12888:  Prawda, Six of Spades?
12889:  Przypominam to sobie też.
12896:  Czy będzie rip?
12897:  Będzie... O, jest, dobrze!
12899:  Muszę zaskoczyć swoje rzędy.
12902:  Łącznice są obronne.
12905:  Co jest Twoim wolą?
12909:  Na poszukiwanie!
12932:  Twoje urządzenia dziękują Imperium.
12934:  Moje brzmienie jest oczywistym.
12949:  Przestań!
12962:  Oślepienie, niestety, tylko osłabia strzał.
12964:  O Boże, nie!
12995:  Słusznie, że przypomina ci o nawodnieniu.
12999:  Ten moment, kiedy walka, która jest określona jako poziom wysoki jest trudniejsza od walki, która jest określona jako ekstremalna.
13016:  Tak, to jest strasznie irytujące, że oni uciekają cały czas.
13024:  Dobrze, krwawienie, świetnie.
13026:  No i co?
13027:  Czemu nie zginął?
13030:  Czemu nie zginął?
13032:  A, i strefa ostrzału, oczywiście, że tak.
13038:  Czyli materium nie było w zasadzie tak, że ono nie było piekłem, a światem dusz, który został zniszczony przez antyczną wojnę Necron Tears The Old Ones?
13044:  Oj, tu poza moją pokrywką strzelasz, Mateusz.
13057:  To jest jakaś katastrofa to, co tu się dzieje.
13064:  To jest jakaś absolutna katastrofa.
13069:  Co to znaczy ten... Co to znaczy ta liczba... To jest jakaś chora liczba armorów.
13076:  Co to jest w ogóle?
13077:  To jest jakaś kompletna paranoja.
13087:  Dobrze, wiem co zrobimy.
13092:  Dobrze.
13098:  Egzekucja!
13100:  Tak!
13106:  Dobrze.
13110:  Po prostu poczekamy na nich.
13112:  W ten sposób to ogarniemy.
13117:  Jesteście bracia.
13127:  Jaka jest wasza wina?
13130:  Jak wierzycie.
13130:  Jestem świętym moich zespołów.
13131:  Jesteście bracia?
13147:  Czy ja dobrze pamiętam, że... Okej, źle pamiętam.
13157:  Aha, nie możemy go trafić.
13159:  Ciekawe.
13161:  Czy tu już możemy go trafić?
13163:  Tak.
13163:  Dobrze.
13177:  Kolejny zniknie w nocy Tytana.
13178:  Przechodzę.
13178:  Na moją drogę.
13198:  Ja jestem jego wybranym bramą.
13199:  Wybranym bramą.
13203:  I co oni tutaj zrobią?
13205:  Tak, oni zamiast zaatakować, będą uciekać.
13209:  Zobaczcie.
13213:  Nikt nie wejdzie tutaj.
13215:  O, jeden przeszedł.
13216:  No nieźle.
13217:  Mam siłę.
13217:  Tu jest dobry miejsce.
13219:  Overwatch.
13225:  Nie rozumiem pytania, Nemo.
13253:  Początkowo zniszczenie.
13254:  Zrozumiałem, co powiedziałeś.
13255:  Aegis nas broni!
13291:  Lecimy do Imperium!
13296:  My jesteśmy granatami!
13299:  Co masz na myśli?
13300:  Chodź!
13300:  Lecimy!
13319:  Świetnie, świetnie, świetnie.
13328:  Teraz tak.
13329:  Co możemy zrobić?
13332:  Wiem, co możemy zrobić.
13333:  Po prostu wyeliminujemy tego.
13341:  Przeładujemy.
13343:  I stracimy wszystkie akcje, które możemy mieć już na tę turę.
13346:  Dobra.
13347:  Jakoś to przeżyję.
13351:  Brata papi... Brata papiusz, niech sobie tutaj ustawi lampę.
13361:  Granatem mogłem zniszczyć posąg.
13365:  Ten posąg.
13366:  Myślałem, że go da się zniszczyć tylko wręcz.
13368:  Mmm... To nie dobra wiada.
13376:  Ale on upada tylko w...
13379:  Tak, bo jak wręcz walczymy z nim, chyba, to wtedy możemy kontrolować to, gdzie upadnie.
13392:  Dobrze.
13395:  Hmm.
13396:  Okej.
13417:  Dzięki za radę.
13418:  Krzysztof, ale nie usuwaj tego, ponieważ wtedy będą się działy złe rzeczy.
13428:  A więc w tej misji trzeba było to robić.
13431:  Oznajmiam niniejszym.
13432:  Nie wiem, po prostu czy ja niepotrzebnie posłuchałem akurat ten jeden przypadek rady na czatach, żeby nie oczyszczać tych miejsc wykwitu.
13442:  Akurat tutaj trzeba.
13446:  Spokojnie, po prostu zrobimy sobie load.
13454:  Niestety, moi drodzy.
13455:  Do zobaczenia, proroku kaczk.
13457:  To nie był timer, trzeba było oczyszczać poszczególne elementy.
13465:  Nie było tego w celach misji.
13468:  To było to bardzo niewyraźnie napisane.
13473:  Wydaje mi się, że to było to.
13475:  21.07.
13475:  Tak.
13475:  Wczytaj.
13488:  Dobrze.
13492:  Więc informacje są następujące.
13494:  Zniszcz rozsiewacz bytu.
13497:  Tyle.
13499:  I zabij pięciu wrogów bronią białą.
13505:  Nic więcej.
13509:  Dobra.
13520:  Teraz tak, musimy jeszcze szybciej iść naprzód, żeby nie ściągnąć z uwagi tych naszych radosnych przeciwników.
13535:  Więc tak, te byty wykwitu, czy jakkolwiek to się nazywa, mają też takie punkty na mapie, zaraz je zobaczycie.
13543:  I musimy w tej misji je oczyszczać.
13549:  Wtedy po trzy tury się opóźnia wystrzelenie.
13552:  Prawdopodobnie jest tak, że w późniejszej fazie gry jest to fakultatywne już.
13555:  No UI jest w tej grze w zasadzie największa wada.
13558:  Ale to jest łatwa rada do spatchowania.
13562:  Więc tak.
13572:  Tu jest ten wylot bytu wykwitu.
13574:  Opóźnia uwolnienie zarodnika przez rozsiewacz wykwitu na jedną turę.
13582:  I am with you.
13583:  Więc trzeba do tego iść.
13587:  Za każdym razem.
13589:  O. Jeśli natomiast nie zniszczymy rozsiewacza bytu, będzie roznosić zarodniki po bliskich systemach.
13594:  Oczyszczenie ujść wykwitu może opóźnić ten proces o jedną turę.
13598:  Tyle wiemy, tak?
13600:  Ale nie wiadomo na przykład, czy...
13603:  Czy jeżeli teraz to zrobię, to ja opóźnię mu dwie tury?
13608:  Nie.
13609:  Nie mam zielonego pojęcia.
13615:  Mam taką nadzieję.
13618:  Ale nie ma żadnego... O, tak, jest 10, 10 tur.
13621:  Dobrze, czyli teraz to widzę.
13623:  Okej.
13625:  Okej.
13626:  Więc to jest misja z timerem, a tak naprawdę to bez.
13630:  To oznacza, że musimy bardzo szybko iść naprzód.
13634:  Tutaj.
13634:  Zdecydowanie.
13635:  Chwila chaosu jest we mroczach.
13663:  Tak czy siak, ich... Wiecie co, to ja widzę jedno rozwiązanie.
13672:  Nie zwracamy na nich uwagi.
13674:  Tak, biegnąć na pałę i nie zwracać na nich uwagi, bo oni nas tylko odciąga... A, zaraz, zaraz, zaraz, tu jest jakiś obiektyw.
13680:  Okej, moment.
13692:  Mamy też... nie mamy, mamy... A, rozsiewacz jest tutaj.
13702:  Rozsiewacz jest tutaj, a byt wykwitu jest tutaj.
13707:  No i pytanie co?
13711:  To nas zgubiło jak poszliśmy w tym kierunku.
13714:  I tutaj jest tylko jedna szczelina do zamknięcia, czyli jedna tura, ewentualnie dwie do nadrobienia.
13719:  To jest za mało.
13723:  Więc wpierw musimy zniszczyć ten rozsiewacz.
13726:  Zapiszę na wszelki wypadek.
13734:  Ciężka sprawa, naprawdę.
13741:  Okej, to nie jest to.
13745:  Tutaj równocześnie jest przeciwnik.
13750:  Ciężka sprawa, naprawdę.
13751:  Nie lubię misji na czas.
13756:  On the hunt!
13756:  Twoje urządzenia?
13757:  On the hunt!
13757:  Moje urządzenia.
13757:  Przejdźcie stąd.
13784:  Świetnie, niech przyjdą w naszą stronę.
13798:  A my powinniśmy dostać teraz buzg do ruchu.
13803:  Ok.
13805:  Druga rzecz.
13807:  Mówicie, że można granatem zniszczyć ten mur.
13814:  Się przekonamy.
13815:  Aha, na razie w ogóle jest tak, że nie dostaliśmy żadnego boostu do ruchu.
13820:  To fascynujące.
13824:  Bo teoretycznie powinniśmy być.
13846:  To jest dziwne, bo zwykle było tak, że jak odkrywaliśmy wrogów, to dostawaliśmy regenerację wszystkich punktów ruchu.
13854:  A teraz tak nie ma.
13862:  Tak, najgorsze możliwe zadania i misje to te, które są na czas.
13865:  Pitcher Dawid, ja absolutnie się z nim zgadzam.
13867:  Tak samo w życiu egzaminy, tak.
13870:  Ale wiecie co?
13870:  Oni są idiotami, jeżeli się tak ustawiają.
13873:  Pomijam, że zaraz zginie nam nasz... Dobra, dobra, dobra, dobra, dobra.
13887:  Wystarczą mi ci wrogowie, którzy tutaj są.
13889:  Okej.
13894:  Wiem, co możemy zrobić.
13895:  Mianowicie...
13900:  Nie, elektrycznie.
13901:  Tak, chodźmy.
13902:  Obroniony przeciwnik zniszczony.
13933:  I strike true.
13933:  Here.
13936:  At your service.
13937:  These wounds will heal.
13938:  Pure, unknown purity.
13939:  Here.
13939:  Herodas.
13945:  Mmm...
13962:  Terminowany.
13986:  Dobrze, poszedł.
13989:  No tak, teraz jak już wiemy, jakie są możliwości, walczy się o wiele lepiej.
14002:  Hm, nie.
14011:  Dobra.
14011:  Czy zrzucanie kolumny się zaliczają do zabijania wręcz?
14013:  Niestety nie.
14016:  Ale jest tak dużo przeciwników, że spokojnie zdążymy pięciu ogarnąć.
14021:  Mam nadzieję, że teraz... Okej, a on się już wycofuje, a tam już jest ten byt wykwitu cały, który mamy zniszczyć.
14029:  Zdaje się.
14031:  Jesteśmy blisko.
14036:  Dobrze, dobrze, dobrze, bardzo dobrze.
14044:  Nie, proszę nie.
14047:  Zapomniałem o nich.
14049:  Ale oni będą ustanawiać tylko strefę ostrzału.
14052:  Nic innego.
14053:  Potem się za nich tepniemy i ich wszystkich zniszczymy.
14059:  Wykwit rośnie, niespodzianka.
14061:  Wszyscy mają minus jeden do punktu życia.
14067:  Okej, nie.
14069:  Nie jest tak źle.
14078:  Tu!
14079:  Zabez!
14079:  Przejdźcie!
14079:  Przejdźcie!
14105:  Będzie to zrobione.
14106:  Stoję gotowy.
14107:  Stoję gotowy.
14112:  Jaki jest twój wol?
14116:  Jaki jest twój wol?
14117:  Będzie to zrobione.
14121:  Jaki jest twój wol?
14129:  Będzie to zrobione.
14135:  Jakie to wielkie!
14140:  Gra wróciła do starego poziomu bullshitu, widzę.
14166:  Dobra.
14169:  Bierzemy... Tak musimy strzelić tym granatem, żeby jak najwięcej z nich poszło.
14175:  Szkoda tylko, że nie widzę ilu trafiam.
14177:  Co to się stało?
14180:  Czemu, czemu nagle nie widać?
14185:  Nie, nie wiem czemu.
14187:  Ale spróbujemy ryzykownie podziałać.
14204:  Okej.
14206:  I teraz tak.
14210:  Gdzie ich... gdzie walnąć tak, żeby było jak najwięcej tego wszystkiego?
14215:  O, o, o, o, o, o, o, o, o, o, o. Może, może...
14230:  Zatrzymaj granatę, komanderze!
14260:  Okej.
14263:  Hmm... Wypalanie.
14266:  Czas rozpocząć.
14278:  Posąg upada w stronę przeciwną do granatu, ale pytanie czy zawsze.
14288:  O Jezu.
14293:  Muszę powiedzieć, że przegięli z tą... Zawsze, okej.
14296:  Przegięli z tą liczbą wrogów tutaj.
14308:  Cztery?
14323:  Trzeba będzie przetestować.
14324:  To, że tak się dzieje w świecie rzeczywistym, nie oznacza, że tak będzie wewnątrzgrowej fizyce.
14342:  W sumie... No nie, dobrze, nie dobrze.
14345:  Mamy bardzo dużo obrażeń.
14349:  Trzeba będzie czas uniewykorzystać.
14351:  Ale przynajmniej trzech tylko może nas naraz atakować.
14357:  Ta przerośnięta pokroć z zębami to nasz cel, tak Bartku?
14361:  Chociaż szczerze powiedziawszy nie wiem czy to się uda.
14365:  Bo... Liczba wrogów jest absurdalna.
14368:  Hmm...
14381:  Większość szmaragdów oczekiwa milionów.
14382:  Zobaczcie, jak znalazłem przeciwnika.
14384:  Moja szmaragd jest twoją.
14385:  Wyłóż mnie.
14385:  Jaki jest twój szmaragd?
14410:  Chyba myślę, że się musimy poświęcić troszeczkę.
14414:  Ktoś tutaj musi wpaść.
14419:  Mamy jeszcze jeden granat.
14423:  Okej, użyjmy go dobrze.
14429:  Jest ten cały posąg, ale... W sensie, no, no... Granat za posągiem, tak?
14434:  Ale skąd?
14435:  Ja nie wiem, czy on pojedzie tutaj, czy tutaj upadnie, czy w tę stronę upadnie, czy w tę stronę upadnie.
14439:  Strasznie, strasznie to jest ciężkie do stwierdzenia w momencie, w którym granat o tym nie informuje, bo nic się nie podświetla.
14449:  Ciężko, ciężko.
14450:  Ciężko to stwierdzić.
14454:  Dobrze, tak czy siak...
14459:  Potrzebujemy, żeby te dwie strefy zniknęły.
14464:  Dobrze, druga rzecz, którą możemy zrobić w zasadzie... Okej.
14478:  Tego się nie spodziewałem.
14482:  Teraz tak, mój plan jest następujący.
14485:  Udamy się tutaj.
14493:  Gdzie jest Apapiusz?
14495:  Tu jest Apapiusz.
14495:  Apapiusz ma jaki zasięg?
14497:  Dotąd.
14502:  Więc tak.
14504:  Zabijemy tego.
14511:  Teraz teleportujemy się w to miejsce.
14523:  Ustawimy wartę tutaj, na wypadek gdyby on próbował wyjść.
14534:  Wyleczymy go praktycznie w całości.
14541:  Następnie ustawimy drugą wartę w tę stronę.
14546:  Nie, w tę stronę to nic nie da.
14547:  Też w tę stronę.
14554:  7 tur mamy na zniszczenie bytu wykwitu.
14556:  Dobrze.
14558:  Brad Sheets tam co może zrobić?
14560:  Wpierw tutaj wypalamy.
14568:  Płomieniami czystości.
14576:  Mhm.
14582:  Nie mamy zasięgu tu.
14583:  To niedobrze.
14586:  Ale może teraz?
14590:  Okej.
14593:  Dobra, zróbmy to.
14596:  Okej.
14606:  Bałem się, że może niestety ucierpieć na tym,
14613:  Brat Jeremiasz.
14614:  Tego się obawiam.
14623:  Dobra.
14623:  Najważniejsze, żeby wyeliminować jak najwięcej z nich.
14635:  Dobra.
14638:  Teraz, oby przetrwać tę rundę.
14648:  Jeśli granat układa w punkcie X, centrum tej kopułki, jak celujesz potąg, jest w punkcie Y, to płacisz na przemierzeniu prostej, przeciwnającej punkt X i Y. Teoretycznie tak, tylko że jak to się przeszczepi na level design, w którym wszystko zależy od kapryśnego bóstwa, to wtedy jest troszeczkę ciężej.
14668:  O Boże, naprawdę.
14677:  A nic prostszego.
14678:  Tylko Objective robić.
14691:  Dwieczne bóstwo chaosu RNG.
14694:  Cinch za to odpowiada, moi drodzy, cinch.
14697:  Strefa ostrzału?
14698:  Strefa... Nie, rozgryz za złożeniem.
14700:  Okej.
14700:  Hmm.
14707:  No, powiedziałbym, że to było pewne ryzyko pozostawienie ich przy życiu, ale z drugiej strony nie mieliśmy innego wyboru.
14718:  Uuu, niedobrze.
14726:  Ja lubię, Jurkiki, że streamerów jeszcze bardzo lubię Lowko.
14730:  LOWKO się pisze.
14730:  To jest wielki mistrz czy grandmaster StarCrafta.
14735:  Więc grał kompetytywnie, ale głównie jest znany z komentowania meczy.
14739:  I ma swoje dwa kanały, na których streamuje.
14747:  O Boże.
14750:  Najgorzej, jeżeli rogowie zyskują mutacje wtedy, kiedy jest ich tak dużo.
14755:  Loko jest śmieszny, ale ja lubię Loko.
14756:  Lubię go.
14759:  Dobrze, co możemy zrobić?
14762:  Po pierwsze, myślę, że brat Jeremiasz ma okazję do wykazania się.
14767:  Naprawdę?
14770:  Dlaczego akurat w takim momencie?
14775:  Okej, niech wszyscy zginą.
14778:  Ale czemu...
14784:  Tutaj?
14785:  Tak, komendant.
14789:  Chwila?
14789:  Elakryty!
14795:  Łódź wstrzymał moją chęć.
14800:  Przestań!
14812:  Dobrze.
14814:  Teraz.
14822:  Aaaah, dobrze!
14826:  I dlaczego akurat w takim momencie... I must rearm.
14829:  No dlaczego akurat w takim momencie?
14832:  Cześć Pawle!
14834:  I dzięki za wsparcie od 9 miesięcy przy okazji.
14837:  Chyba 6 tur.
14838:  Hmm.
14846:  Dobrze, gdzie mamy w zasięgu kwiatek?
14849:  Okej, tu mamy w zasięgu kwiatek, lecimy.
14853:  I priorytetyzujemy ostrzał.
14861:  Nie zapomniałem o głównym oczekiwaniu, po prostu jest tak dużo wrogów, że trzeba ich wpierw zniszczyć.
14866:  Nie ma wyboru innego.
14878:  To jest to, do czego chciałem doprowadzić.
14880:  Teraz tak.
14904:  Dobra.
14907:  Jak to nie kwiatek jest głównym celem?
14912:  Kwiatek jest cały czas głównym celem.
14919:  O boże!
14924:  Niedobrze, bardzo.
14930:  Harstem zaszło streamować?
14932:  Serio?
14940:  Zasiewy się niszczy po to, żeby było więcej tur.
14949:  Nie mogę przeczytać celów misji, bo nigdy nie zostały wyjaśnione.
14952:  To są krótkie zdania, w których trzeba się domyślać tego, co się dzieje, na podstawie dopiero doświadczeń.
14972:  Nie do pokonania, złote siły, obawiam się.
14973:  No to co?
14973:  Zniczy Rozsiewacz Bytów Wykwitu.
14983:  To jest Rozsiewacz Bytów Wykwitu.
14984:  To!
15003:  Rozsiewacz Bytu Wykwitu.
15004:  Jest jeden, jedyny cel, który mamy zrobić.
15008:  Żaden inny.
15024:  Dobra.
15029:  No musimy, musimy leczyć go.
15032:  Misja jest przerażająca.
15038:  Misja jest absolutnie przerażająca.
15043:  Zawsze jest tak, że w momencie, w którym gra rzuca takie potworne ilości wrogów, że jest bardzo ciężko ogarnąć się z czterema bratami tylko.
15055:  No właśnie, pół Legionu przeciwko nam.
15057:  Jest tragedia absolutna.
15061:  W zasadzie nie wiem co robić, czy używać tarczy, czy nie tarczy.
15068:  Dobra, jest support.
15076:  No, podejrzewam, że teraz nas teleportują po prostu.
15078:  Hmm.
15088:  Zwiększenie drużyny do sześciu byłoby rewelacyjnym rozwiązaniem.
15093:  Absolutnie macie rację, no.
15106:  Mamy to.
15114:  No niestety nie udało się... Co?
15117:  Jak to wymieni rycerza?
15121:  Musisz odesłać rycerza na Tytania, Purgatora.
15134:  Nie jest nazwany w żaden sposób, ale trochę bez sensu.
15153:  Absolutnie to wybieramy.
15158:  Krytyczne rany Purgator ma.
15160:  Biedny brat Jeremiasz zawsze ma krytyczne rany.
15163:  Koncyliarz za to ma awans, co mnie bardzo cieszy.
15168:  Ten dar uzyskuje... Jak?
15170:  Jak?
15171:  Okropność.
15173:  Nie używamy tego praktycznie w ogóle.
15175:  Bichowanie.
15178:  Zbroja terminatorska.
15179:  Teraz będziemy mogli mieć zbroję terminatorską.
15181:  To jest dobra wiadomość.
15189:  Biomancja.
15191:  Buffy generalnie nie wyglądają mi na zbyt dobre.
15196:  Spoko.
15222:  I tutaj z kolei co możemy zrobić?
15224:  Augmentyka.
15227:  Uświęcona strefa śmierci.
15229:  Wiem, co to jest.
15231:  Ale zdecydowanie to będzie lepsze.
15233:  Szturm psjoniczny, tak.
15238:  Dobrze.
15240:  Mamy to, moi drodzy.
15246:  Łatwo nie było, ale nikt nie mówił, że będzie.
15250:  Mamy aż dwóch serwitorów.
15251:  Tragedia.
15254:  To, co możemy teraz zrobić, to udać się mniej więcej na środek galaktyki.
15262:  O tak.
15267:  Jak zbroja terminatora działa podobnie jak w fabule, to OP... Mieliśmy jednego z zbroi terminatorskich, są dość mocni.
15273:  Są dość mocni, moi drodzy.
15281:  Dobrze.
15290:  Ogarnijmy sobie jeszcze nowe badania, które możemy.
15295:  Wszyscy rycerze zyskują plus 100% odporności.
15298:  Precyzyjne bombardowanie.
15301:  Siła ducha.
15305:  Fala cieni.
15306:  Nie specjalnie mnie rajcują te
15311:  badania, które mamy, ale... Na to nas stać.
15317:  Tłumienie wykwitu... Weźmy to.
15326:  Dobra.
15327:  Za tamtą misję zdobyliśmy sześć ziaren, więc nie tak źle powiem wam.
15332:  Czy jest późniejszy dostęp do Nemesis Dreadknighta?
15334:  Nie wiem, Bobby Bobiński.
15335:  Nie mam źlego pojęcia.
15337:  Co wiem natomiast o to,
15339:  Dzisiejszy stream dobiegł końca, moi mili.
15342:  Czas na uprawienie prac licencjackich.
15344:  Trzymajcie się serdecznie.
15345:  Dzięki Wam serdeczne za przybycie.
15347:  Dziękuję za trybuty, za rozmowy, za bycie z nami, z naszymi braćmi, z szarych, może zapominam, szarych rycerzy.
15359:  i trwanie w bojach w świecie Grimdark, where there is only war.
15363:  Dziękuję Wam serdecznie, trzymajcie się, cudownego tygodnia życzę, mam nadzieję, że znajdziecie w nim czas na odpoczynek, widzimy się w przyszłym tygodniu tradycyjnie, a tymczasem jamniczych snów i do następnego.
15376:  Za Imperatora!
15378:  Aha, już jeszcze przyjdzie pora.
