Na ratunek Ciri wszyscy się rzucili — WITCHER 3 Livestream #25
🔗 https://www.youtube.com/watch?v=agVyy0IDZ2I

3:  Ostatni raz.
6293:  Czyli w grach wideo dialogi to jest jeden do jeden scenariusz filmu, ale oprócz tego trzeba rozpisać questy, opisy w dzienniku zadań, do tego trzeba zrobić narrative design, czyli coś, co się kompletnie pomija, opisać sytuacje fabularne różne.
6307:  To nie są tylko dialogi.
6308:  Dlatego ludzie, którzy są po filmówkach, bardzo często nie są dobrymi narrative designerami.
6317:  Twitch ma mocną cenzurę na czacie.
6318:  No to kolejna rzecz.
6319:  Jeszcze jedna rzecz na Twitchu durna to to, że tam nie można apelować.
6324:  To znaczy na YouTubie się bardzo często dzieje tak, że... Zaraz go obudzę, tylko chcę dokończyć odpowiedź na pytanie.
6330:  Bardzo się często dzieje tak, że jest copyright strike, prawda?
6333:  I trzeba wtedy apelować to albo od tej decyzji, albo jest tak, że pojawi się gdzieś...
6339:  Anonimowany, cyc.
6340:  I trzeba też wtedy, oczywiście automatycznie jest zakładany ban, no więc ja wtedy mówię, żeby się ugarnęli i YouTube za każdym razem mnie słucha.
6348:  Na Twitchu nie miałbym czegoś takiego, po trzech strajkach jest konto kasowane.
6351:  No litości, trzeba być masochistą, żeby lubić ten portal.
6354:  Zresztą bardzo dużo streamerów stamtąd odchodzi teraz na YouTube'a.
6358:  Nie dziwię się.
6359:  Wstawaj.
6361:  Nie chcę do szkoły.
6366:  Wiesz cokolwiek o tej wyspie?
6375:  Prawie nic.
6376:  Nie ma jej na żadnej mapie.
6378:  Tak bywa z zaczarowanymi wyspami.
6381:  Myślisz, że jest zaczarowana?
6384:  To jedyne, co wiem na pewno o tym miejscu.
6389:  No i jeszcze jest jeden element.
6390:  Twitch jest Amazonu, a Amazon jest Jeffa Bezosa.
6393:  Jak mogę sprawić, że Jeff Bezos nie zobaczy jednej złotówki, chociaż więcej, to zrobię wszystko, żeby tak się stało.
6406:  Jasne, Google też miał kiedyś motto don't be evil i zrezygnował zeń, ale Google to wciąż nie jest Jeff Bezos.
6413:  Jeff Bezos to jest zło zeł.
6421:  Gaspar idzie tam, idzie.
6425:  Serial w piękny sposób pokazał rozwój Ahsoki, która zaczęła od kurwięcej małoloty do nastolatki, która dotyczyła się na podążanie własną drogą, co kulminuje przepięknie w Andalorianinie.
6434:  Bez spoilerów dla kogoś kto nie widział, ale jest znakomicie to napisana postać.
6438:  Na początku faktycznie denerwująca, ale potem ma taki ładny, to się nazywa po angielsku redemption arc.
6446:  Nie wiem jak to powiedzieć.
6449:  Odkupiający łuk fabularny.
6453:  Fun fact, kiedy wygłaszałeś ten statement, Bezos zarobił więcej niż ja przez parę lat.
6457:  Myślę, że więcej niż ja przez całe życie.
6465:  Dlatego moja filozofia życiowa jest następująca, to znaczy przede wszystkim spędzić życie radośnie i szczęśliwie.
6475:  Nie przejmować się takimi płochymi rzeczami jak pomnażanie kapitału.
6481:  Pięknie to seria niefortunnych zdarzeń zrobiła.
6484:  Bank się nazywa mecenat mnożenia mamony.
6490:  Jestem w stanie się podpisać pod tym szyderstwem.
6493:  Michael Sandel, nieznany mi.
6495:  Need for Speed?
6496:  Absolutnie nie.
6497:  Wszystko, co jest związane z samochodami i ze ściganiem się u mnie automatycznie odpada.
6505:  Nie znoszę samochodów i nie znoszę się ścigać.
6511:  Nic nie mówicie, jak dzielnie nawiguję.
6514:  Nic nie mówicie!
6515:  Ja wiem!
6518:  Czaty są jak ta, jak pierwsza moja nauczycielka od WF-u z gimnastyki korekcyjnej.
6524:  Za każdym razem miała do mnie pretensje.
6526:  Ta robi źle, ta robi źle, ta jest źle.
6528:  Ja się nie odzywała i się zastanawiałem, co się dzieje.
6530:  Pytam ją, przepraszam, czy robię dobrze?
6533:  Jak milczę, to znaczy, że jest dobrze.
6536:  Wybitna nauczycielka.
6537:  Gdzie jest śpioch?
6541:  Gdzie jest śpioch?
6545:  Ej, gdzie, gdzie, gdzie jest śpioch?
6548:  Czaty czekają, aż się zgubię i właśnie to się stało.
6552:  Śpiochu?
6555:  Śpiochu?
6559:  Śpiochu?
6561:  Krzysztof, zgubiłeś dziecko.
6563:  To jest powód, dla którego mam problem z kaszojadami.
6569:  Ja po prostu nie jestem materiałem na zajmowanie się kaszojadem.
6574:  Gdzie jest...
6578:  Gdzie jest śpioch?
6583:  Redemption Arc nie dotyczy odkupienia złej postaci?
6585:  Też tak, ale, ale... No Ahsoka nie była lubiana, więc w tym sensie trochę to do niej pasuje.
6590:  To taki był Redemption Arc w oczach fanów, nie?
6597:  Bo fabularnie to... Nie, no ja nie wiem, co się dzieje.
6600:  Gdzie jest Gaspard?
6605:  Gdzie jest Gaspard?
6613:  W chwili, gdy powiedziałem, że już się nie zgubiłem.
6617:  Jaka mapa?
6618:  Gdzie mapa?
6621:  To jest w ogóle na jakimś wypizdowie kompletnym.
6623:  Przecież byliśmy tam przed sekundą.
6627:  Głupi!
6630:  Głupi!
6632:  Gdzie on jest?
6637:  Mogę zaatakować tę postać, bo chcę!
6640:  Zobaczymy, jak się obudzisz, jak w ciebie rzucę petardą.
6644:  Proszę uprzejmie.
6646:  Pobudka!
6652:  Co?
6653:  Jaki strychulec w życi?
6657:  Strychulec w życi?
6659:  Jak?
6659:  Gdzie?
6660:  Co?
6669:  Dlaczego akurat po rzuceniu petardy?
6677:  No i teraz tu już dali Bóg nie wiem, w którą stronę mamy iść.
6682:  Kaszojat za nami idzie?
6684:  Idzie.
6691:  Przydałaby się lornetka trzyma się za nami tak blisko.
6695:  przespać pożar własnego ciała.
6697:  No trzeba powiedzieć, trzeba powiedzieć, że ma.
6706:  Okej.
6706:  Gaspar?
6708:  Gaspar?
6711:  Gaspar!
6716:  Nie!
6717:  Nie umie skakać!
6719:  Głupi, głupi krasnal!
6733:  Znaczył mu drogę płomieniami.
6737:  He!
6737:  Wróć tą samą drogą, co przyszedłeś.
6739:  Dzięki!
6743:  Taki mały... Tyci, tyci!
6746:  Tyci, tyci!
6748:  Problemik.
6749:  Nie pamiętam, którą drogą przyszedłem.
6752:  Trzeba było podstawić mu skrzynkę.
6753:  Prawda, Nadio, prawda.
6756:  Krasnale to żwirojady.
6757:  To im przypomina, ale to chyba opowiadałem wam już kiedyś, ale to jest tak pyszna anegdotka, że czemuż by jej nie opowiedzieć jeszcze raz.
6763:  Cudowną postać z serii Artemis V to znaczy Mierzwe Grzebaczka.
6768:  Mierzwa Grzebaczek był wybitnym podkopywaczem i świetnie by wzbogacił ekipę La Casa de Papel z tego względu, że potrafił się włamywać do każdego miejsca.
6778:  A to dlatego, że umiał robić idealne podkopy.
6781:  Zdejmował sobie żuchwę z zawiasów, zaczynał się wgryzać w ziemię,
6786:  I to wszystko, co przejadł, natychmiast wydalał.
6790:  I wypierdywał z drugiej strony, co dawało mu jeszcze odrzut.
6794:  Nie wymyśliłem tego.
6797:  Mierzwa był wspaniały.
6799:  O, Marta zna na czatach.
6801:  Wspaniale.
6802:  Mateuszu, jeżeli cię coś ominęło, to tak czy siak przyszedłeś w dobrym momencie, bo akurat opowiadaliśmy o napędzie Mierzwy Grzebaczka na własne pierdy.
6811:  Gdzie jest nasz własny Mierzwa Grzebaczek?
6818:  Tutaj, tu.
6820:  Płonąca kosodrzewina, zapraszam.
6822:  Więcej płonącej kosodrzewiny.
6824:  Odpływam, zaraz się wykofnę.
6831:  Mitologia nordycka Gaimana, polecane absolutnie tak, wszystko przez Gaimana napisane przeze mnie.
6835:  Jeszcze chwilka.
6837:  Wstawaj!
6845:  Sądzę o Top Gear i postaci Jeremy Clarksona.
6848:  Jeremy Clarkson jest tak wyrazisty i wspaniały, że oglądałbym Top Gear dla niego samego, nawet mimo, że to jest o samochodach.
6857:  Nie bardzo.
6859:  Geralt jest ponury i zły, ponieważ musiał niańczyć kaszojada.
6869:  Przyprowadziłem waszego przyjaciela.
6870:  Doprawny?
6870:  A niech się odezwie.
6876:  Nie śpij.
6878:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
6901:  Drugi na moich oczach spadł ze sprały.
6902:  Tęskniłem za pozą konwersacyjną krasnoludów.
6904:  Cholera.
6906:  Rabenik kazał mi pilnować tę pierdołę.
6908:  To był jego siostrzeniec.
6912:  Dziękuję za pomoc.
6913:  I przepraszam, że ci nie ufałem.
6917:  Ech, wszystko nie tak.
6919:  Co my teraz poczniemy?
6921:  Możecie wrócić ze mną.
6922:  Mam tu łódź, ale najpierw muszę kogoś znaleźć.
6926:  Szarowłosą dziewuszkę?
6927:  Tak.
6931:  Przykro mi.
6938:  O co chodzi?
6940:  Jest zimna i leży bez ducha.
6945:  Musiała umrzeć krótko przed naszym przybyciem.
6949:  Zaczekajmy przy łodzi.
6971:  Ładne nawiązanie do śnieżki, no przyjemnie.
7011:  O Boże.
7069:  Muzyka Muzyka
7114:  Piękny ten temat muzyczny.
7116:  Przepiękny.
7120:  Widzę, że nauki Wesemira nie poszły w las.
7124:  Wiedźmin może zapomnieć o jedzeniu, o piciu, nawet o oddychaniu.
7128:  Ale nigdy, przenigdy nie może zapomnieć o swoim mieczu.
7132:  Tak, powtarzał to bez przerwy.
7135:  I nigdy mu się nie mrdziło.
7139:  Co to było za stworzenie?
7141:  Co?
7141:  Jakie stworzenie?
7142:  To, które zostawiło ci tę bliznę nad lewym okiem.
7145:  Jest nowa, nie pamiętam jej.
7148:  A, to pamiątka po kuroliszku zespali.
7150:  A blizna?
7151:  Cóż, kolejna do kolekcji, nie ma o czym mówić.
7156:  Za to ta twoja to całkiem ładnie się zagoiła.
7160:  A Walach zrobił dla mnie specjalne maści.
7163:  Ale to było zanim spadła na niego klątwa.
7166:  Ciekawe, gdzie teraz jest.
7170:  Wolf napisał, że powiedzcie mi, jak po czymś takim nie mieć doredów wymagań.
7176:  No właśnie, jedna scena z Cyberpunka.
7179:  Są takie trzy sceny, kiedy ja za nie mówiłem zupełnie.
7183:  Są udokumentowane na streamach.
7185:  Chciałbym odpowiednik jednej z tych scen w Cyberpunk.
7188:  Jednej.
7190:  Jeden przykład.
7191:  Nie mam ani razu takiego momentu.
7193:  Były fajne momenty, dobre, poruszające, dobrze napisane.
7196:  Jasne, oczywiście.
7197:  Ale to było tak wyreżyserowane, że
7201:  Meh.
7202:  Nie byłem... Znaczy takie... Takie sceny działają w jednej sytuacji.
7206:  To znaczy w momencie, w którym jesteśmy zainwestowani tak poznawczo i emocjonalnie w postać, że przeżywamy to.
7212:  Nie można zainwestować się poznawczo w postać, która jest bez właściwości tak jak V, a równocześnie i tak wiemy, że umrze.
7223:  Co?
7226:  No nie da się czegoś takiego tam zbudować.
7230:  Zdjęliśmy z niego klątwę.
7232:  Jest w Kermoryn i czeka na ciebie.
7235:  Żartujesz?
7237:  Nie, nie żartowałbyś z czegoś takiego.
7242:  Miły prezent po przebudzeniu.
7245:  Ufasz mu?
7247:  Walachowi?
7249:  Jeszcze nigdy mnie nie zawiódł.
7254:  Czy czytałem coś się kończy, co się zaczyna z biura Sapkowskiego, gdzie jest alternatywne zakończenie Wiedźmina, ale ono nie jest kanoniczne.
7259:  To był żart Sapkowskiego napisany na konwent specjalnie.
7262:  On wiele razy mówił, że to nie jest opowiadanie, które w ogóle należy traktować jako część sagi, uniwersum, czegokolwiek.
7269:  To jest...
7271:  To jest dowcip.
7272:  Ale tak, tak, oczywiście czytałem, że to bardzo, bardzo tam jest piękne opowiadanie muzykanci.
7277:  Coś się kończy, coś się zaczyna.
7279:  W ogóle tam jest bardzo, Tandaradei też jest przepiękne.
7281:  Tam jest dużo pięknych opowiadań spoza świata wiedźmińskiego.
7286:  Czemu właściwie Awalach ci pomaga?
7288:  Wiedzący raczej nie przepadają za ludźmi.
7291:  Tu nie chodzi o mnie, tylko o moją moc.
7295:  Zresztą o co innego mogłaby chodzić?
7300:  Avalach uczył mnie ją kontrolować i pilnował, żeby nie wpadła w ręce Eradina.
7309:  Zgadzam się, że Cyberpunka zabiła decyzja o wprowadzeniu kamery pierwszoosobowej i kustomizacji postaci.
7314:  V byłaby spoko postacią, gdyby była new animą.
7316:  Tak, bo jeżeli wprowadzamy customową postać, to pozwólmy na pełen roleplay.
7322:  A pełen roleplay oznacza to, że tworzymy kogokolwiek.
7324:  A jeżeli robimy taką hollywoodzką, epicką fabułą pierwszoosobową i tak dalej, to dajmy obserwować postać z takiej perspektywy, z jakiej obserwujemy Geralta.
7336:  O co chodzi Eredinowi?
7337:  Czego on od ciebie chce?
7338:  Tego, co wszyscy.
7339:  Mojej mocy.
7362:  Jego świat ugrozi zagłada i Aredin wpadł na genialny pomysł, że najedzie nasz.
7369:  Ale sam oczywiście nic nie wskura, potrzebuje armii.
7373:  Tyle, że przedostanie się tu razem z tysiącami innych Enel przerasta możliwości jego nawigatorów.
7380:  Za to nie przerasta twoich.
7383:  Właśnie.
7385:  A jeśli przy tym zginę, cóż, liczy to w koszty.
7391:  Ja grałem postacią cyberpunka z przeszłości jako Korbwara Sace.
7396:  Tak, i uważam, że to jest najbardziej imersywne pod tym względem.
7399:  Paulina się wita.
7400:  Witamy, Paulinę.
7401:  Witam serdecznie, ser kapitalizowany, szanuję.
7404:  Wpadam tylko na chwilę, bo przez pandemię zgadaliśmy się z znajomymi z Poznania na granie w Left 4 Dead.
7408:  Dobrego grania, cieszę się, że wpadłaś.
7412:  Monka musi z kolei czytać książkę, do której zmuszania, do tej czytania zmusza ją szkoła.
7417:  Uuu, niedobrze.
7419:  Współczuję.
7423:  Teraz, teraz, teraz się zaczną ciekawe rzeczy.
7426:  To jest ten moment, kiedy Redzi mi chwycili tę najlepszą część uniwersum Wiedźmina, którą jest multiwersum.
7433:  I można było zrobić wtedy tak dużo dobrego.
7436:  Jak to się w ogóle stało, że zaczęłaś podróżować za Wallachem?
7442:  Odkąd zostawiłam ciebie i Yen na wyspie Jabłoni, a Redzin i jego czerwoni jeźdźcy cały czas deptali mi po piętach.
7450:  Uciekałam przez różne światy, aż raz prawie mnie dopadli.
7454:  Nie, nie, spoilerów z Red Dead Redemption nie walcie, bo to jest gra taka bardzo fabularnie
7472:  istotna i spójna, więc to już pomijam mnie, bo ja zapomnę.
7476:  Ale inni na czatach mogą nie zapomnieć.
7479:  A raczej na pewno nie zapomną.
7481:  Elvas, nie czytałem tego, co pisałeś, ale do okazji stacjonarnej, a jeżeli to było podczas tej sceny, a pewnie tak, to ja byłem z nią zbyt zanurzony.
7491:  I teraz... Co to był za świat, ten, w którym Eredin nie mógł was znaleźć?
7497:  Nie uwierzyłbyś, gdybym ci powiedziała.
7500:  Spróbuj.
7501:  Lecimy.
7502:  Ludzie stamtąd mieli w głowach metal, a wojny prowadzili na odległość przy pomocy czegoś w rodzaju megaskopów.
7509:  No i nikt nie jeździł konno, za to każdy miał mały statek powietrzny.
7513:  Ciri, nie zgrywaj się.
7517:  Mówiłam, że nie uwierzysz.
7521:  Trzeba było tam zostać.
7526:  No właśnie.
7527:  To jest ten moment.
7529:  Ja wiem, tak, jest jakaś książka, w której możemy przeczytać o Ciri.
7534:  Tak, znalazłem ją, super.
7538:  Przegapić taką możliwość zrobienia crossovera, który jest stworzony już.
7542:  Trzeba go tylko zwizualizować w formie jednego questu.
7546:  Cokolwiek.
7547:  Przegapić taką szansę.
7549:  Ma się prawa do dwóch marek.
7550:  Niepojęte dla mnie.
7553:  W takim razie po co wracałaś?
7554:  Myślałam, że dziki gąb zgubił mój trop na dobre.
7557:  Że jest już bezpiecznie.
7560:  Poza tym chciałam was odnaleźć.
7563:  Ciebie i Yennefer.
7567:  Ty szukałaś nas, a my ciebie.
7570:  Czasem wydawało mi się, że jestem o krok, a innym razem, że kręcę się w kółko.
7576:  Nie dziwię się.
7578:  Często po prostu gnałam na ośle.
7582:  Tak, są nawiązania w cyberpunku do Wiedźmina.
7584:  Jedna jedyna książeczka, w której się pojawia Ciri.
7587:  Nie pamiętam już w jakiej roli, ale pamiętam, że się pojawia.
7592:  Okej, Elwas, już teraz widzę, co piszesz.
7595:  No tak, szkoła przez bullying i inne tego rodzaju rzeczy może wpędzać w uzależnienia, w depresję, w różne rzeczy, dlatego też zawsze podkreślam, chociaż oberwało mi się za to w paru komentarzach, że to nie jest tak, że gry wideo, internet czy social media mają coś takiego inherentnie w sobie, że uzależniają.
7612:  My się uzależniamy od najczęściej wyrzutów różnych substancji chemicznych w organizmie.
7617:  Ja mam każdy chemik albo neurobiolog.
7620:  I teraz mogą być różne bodźce, które to indukują.
7623:  Nie ma tak, że coś
7625:  coś inherentnie w sobie samo uzależnia, są ludzie, którzy są w stanie nie uzależnić się nawet od tego, od czego inni się uzależniają, ale są takie substancje chemiczne, które w sobie same mają też takie właściwości chemiczne, że uzależniają, ale gra wideo, biurko, obrazy olejne, książka nie mają w sobie substancji chemicznych, które nas są w stanie uzależnić.
7650:  To jest aż tak proste, tak?
7657:  No to mi opowiedz, jak to było.
7659:  Po kolei.
7660:  Jak tylko pojawiliśmy się na Ard Skellig, Eredin od razu nas namierzył.
7665:  Jego jeźdźcy nas osaczyli.
7667:  Myślałam, że to koniec.
7670:  Ale okazało się, że Eredin ma inny plan.
7674:  Wyciągnął filakterium i odkorkował je.
7677:  Nagle wszystko spowiła mgła, a Avalach zaczął się dusić.
7681:  To wtedy Eredin rzucił klątwę, która zamieniła Avalacha w umę?
7686:  Mhm.
7686:  Wtedy.
7688:  Nie chciał go zabijać, tylko upokorzyć.
7691:  Ale Avalach nie poddał się bez walki.
7694:  Wrzucił zaklęcie, które spustoszyło szeregi żołnierzy Gonu.
7699:  I przy okazji połowę lasu na Artskelik.
7702:  Ale też dało nam czas na ucieczkę.
7705:  Avalach otworzył portal, skoczyłam.
7708:  Miał być tuż za mną, ale chyba przez tę klątwę coś poszło nie tak i... nie zdążył.
7716:  Tak czy siak umówiliśmy się, że gdyby coś poszło nie tak, spotkamy się w jego kryjówce, w Velen.
7724:  Jaki batonik?
7724:  Tym razem Belwitka z żurawiną suszoną.
7728:  Czy zalecam ograć sequel do Shadow of Tactics Blades of Shadowgun?
7732:  A jest sequel?
7733:  Już?
7734:  Czy będzie?
7734:  Jak będzie, to na pewno ogrywamy.
7737:  O, na pewno!
7738:  I to nie wiem, czy nie na streamie.
7740:  Ja uwielbiam tę grę.
7745:  Oj, uwielbiam, absolutnie.
7749:  Tak, znaczy nie, gra wideo nie będzie bodźcem do wyrzutu takich substancji.
7754:  Mechanika w grze wideo będzie, tak samo jak samo wejście do kasyna nie sprawia, że się uzależniacie od hazardu.
7763:  Pewne mechaniki, które nawiasem mówiąc były opracowane z pomocą nieuczciwych naukowców, psychologów behawioralnych konkretnie, wykorzystywane w grach hazardowych, mogą uzależniać, ale to są mechaniki.
7775:  Jeżeli gracie sobie w pokera inaczej.
7778:  Poker, tak?
7780:  Gracie w pokera z kumplami i gracie w pokera w kasynie na pieniądze.
7784:  Co uzależnia?
7785:  Poker sam?
7787:  No nie.
7789:  Uzależnia mechanika, która została wprowadzana, wiążąca wygraną pokera z pieniędzmi.
7795:  To uzależnia.
7797:  I odpowiednie tasowanie kart i tak dalej, i tak dalej, i doprowadzanie do sytuacji, tworzenie takiej aury psychologicznej wokół tego, następną wygrasz.
