Tańczący z wilkami — WITCHER 3 Livestream #8
🔗 https://www.youtube.com/watch?v=9gKMBfSbQ4s

4:  Witam Was wszystkich serdecznie.
6178:  Chytrzy i szczwani.
6191:  Jakub pisze, że w szkole nie przeczytał żadnej lektury, a w ramach przygotowań do matury pisał własne strasznienia na podstawie stron.
6196:  Uuu, ale to jest, to jest swe drogą zajebista metoda.
6199:  Moja mama zawsze powtarza studentom,
6203:  że jak się pisze ściągę, to się najlepiej człowiek uczy.
6206:  Zgadzam się.
6209:  Wypróbujemy zdolność jaskra.
6216:  Bardzo dobrze.
6217:  Na to liczyłem cicho.
6222:  Okej. 30.
6240:  No dobra.
6242:  Nie no, żal mi pasów teraz, szczerze mówiąc.
6246:  Szpiega i Temerczyków?
6250:  Pożoga nas zabije, więc wiecie, pożoga nie działa niestety na Thirille.
6256:  Więc dupa.
6259:  Ale zaraz, jeżeli rzucimy artylerię, to będziemy mieli sprawę rozwiązaną, a ja za artylerią nie będę płakał jakoś przesadnie.
6268:  27, Boże, teraz wyższa matematyka.
6270:  Dobrze, rzucimy Keirę.
6279:  O tak, szpiega, to tego teraz użyjemy.
6281:  Tam musowo.
6305:  Fajną zabawą w ruletkę, pisze Basia, było pisanie wypracowania na polskim, z czegoś czegoś nie przeczytało.
6312:  To musi być niesamowita przygoda.
6317:  Okej, czyli szóstki teraz są bezpieczne.
6324:  Dla mnie czymś niesamowitym przy nich jest to, że w tym roku nie zdał 25% maturzystów.
6329:  Ja dawno też miałem okazy, które nie były skłonne do nauki, ale żeby 25%, ja się w ogóle nie przejmuję tymi wszystkimi procentami, niech sobie wsadzą je w żyć wszyscy.
6338:  Pamiętajcie, że nie da się zamienić wszystkiego na statystyki, zwłaszcza jeżeli coś dotyczy ludzi.
6347:  Bo ja na przykład byłem w tym procencie, który nie zdał, tak?
6350:  Bo nie podchodziłem.
6351:  A przypominam, że z próbnej była tragedia.
6355:  Wiecie, co teraz zrobimy?
6377:  To nie było miłe.
6383:  To nie było miłe.
6391:  Tak się nie robi.
6393:  Vernon!
6395:  Mówiłem, że to jest wuj Vernon, a nie żaden Vernon Roche.
6403:  Od kiedy w Wiedźminie są karty?
6405:  O, od samego początku.
6411:  Wiecie co?
6417:  No dobra, ryzykuję.
6418:  Nie powinien mieć drugiej pożogi.
6421:  Słynne ostatnie słowa.
6427:  O, no panie, ten ruch wszystko zmienia!
6432:  Koniec tego dobrego.
6435:  Takiego, Vernon.
6438:  Dawaj, wyskakuj ze swoich kart.
6442:  Wuj czy uj, haha.
6444:  Swoją drogą, wydawnictwo Uniwersytetu Jagiellońskiego też niezbyt dobre.
6448:  Znasz kogoś, z kim warto byłoby zagrać?
6453:  Słyszałem o jednym karciarzu, który nie tak dawno zahaczył o Nowigrad.
6457:  Co ciekawe, też wiedźmin.
6459:  Lambert na niego wołają.
6460:  Stary Lambert karciarzem.
6463:  Ha, ciekawe.
6465:  Czekam jeszcze na przyjaciela, który ma tu dotrzeć z południa.
6468:  Lubi i potrafi bawić się kartami.
6471:  Ale jak widać, najlepiej wychodzi mu spóźnianie, więc nie masz co czekać.
6477:  Witamy Jakuba Markila w gronie Trybutariuszy.
6479:  Możesz używać emoji jamniczych.
6481:  Agatation pyta, po co jest maska.
6483:  To jest profesjonalny odstraszacz czarodziejek 2.0.
6487:  On jest po to, żeby żadna czarodziejka nie chciała iść do łóżka z Geraltem, ponieważ Geralt oddał swoje serce Triss Merigold.
6493:  Wiedźmin to się nie może ospą zarazić, nie?
6496:  Nie.
6498:  Ooo, antyszczep!
6501:  Dzień dobry, antyszczepie!
6504:  Wiesz, że jest postęp technologiczny i medyczny, zdajesz się z tego sprawę, nie?
6509:  I ospa już nie jest problemem, bo mamy szczepionki.
6514:  Gdzie jest Vernon Roche?
6518:  Lambert, Lambert, ty bardzo zły człowieku, tak, tak!
6523:  Wydział Chemii UJ ma jeszcze lepszy skrót.
6525:  Popieram, absolutnie.
6528:  Moc pirojamnika, Jakubie.
6530:  Tak, wiedziałem, że się Wam spodoba.
6532:  Jest jeszcze, ale muszę powiedzieć, że jamnik F mnie urzekł absolutnie.
6538:  Dominika ma niesamowite pomysły.
6540:  Jakieś polecajki w związku z dostaniem pierwszych zajęć do prowadzenia na uczelni, tak żeby studenci najbardziej z nich skorzystali.
6546:  Zupełnie Ci serio powiem.
6547:  Spytaj studentów o to.
6549:  Ja, jedne z najfajniejszych zajęć, jakie wspominam,
6553:  zrobiłem w ten sposób, że otwarłem Padleta, taka apka prosta, możesz tam zamieszczać różne rzeczy, linki, obrazki i mówiłem, co wam się podoba, wrzucajcie tam, może z tego się zrobią jakieś fajne zajęcia.
6566:  I w którymś momencie zgromadziło się nam bardzo dużo tam różnych takich references, linków, inspiracji, obrazków, tekstów i tak dalej i zajęcia się same robiły i wszyscy by byli zadowoleni z nich, no bo kontrybuowali, nie?
6581:  No i druga kwestia, pamiętaj, że nikt nikomu nie mówi niczego praktycznego, więc jak masz coś praktycznego do pokazania, jakąś umiejętność, to podziel się nią.
6597:  Popytajmy, proszę, o rzeczy.
6600:  Najważniejsza jest sprawa temerska.
6609:  Sprawa temerska zawsze jest najważniejsza.
6611:  Jak tu trafiłeś?
6613:  Z wojskiem oczywiście.
6615:  Jak Nilgard przekroczył Jarugę, rzuciłem wszystko w cholerę i pojechałem na front walczyć z najeźdźcą.
6622:  Przyłączyłem się do drugiej armii temerskiej pod dowództwem Jana Natalisa.
6627:  Mieliśmy zatrzymać pochód czarnych na linii Dol Blatana-Carbon.
6632:  I zatrzymaliśmy.
6634:  Na trzy dni.
6635:  Potem rozbili nas w puch.
6639:  Wtedy usłyszałem, że Radovid zbiera siły pod Nowigradem, że będzie walczył o wolną północ.
6646:  Przebiłem się tu z resztką armii Nathalisa, ale... Ale?
6652:  Ale okazało się, że Radovid nie jest wcale lepszy niż Enhyr, więc uznałem, że lepiej będzie się bić na własną rękę.
6661:  Nadrabiam czat.
6664:  Zajęcie z angielskiego, jakie polecam.
6667:  A zrób może coś takiego, serial dowolny z Netflixa i tłumaczenia napisów.
6673:  Znaczy, robienie napisów do tego, więc masz od razu w pakiecie słuchanie, tłumaczenie, dużo fajnych słów.
6682:  Jeżeli jeszcze serial będzie dowcipny jakiś, najlepiej wybrać coś, co jest powszechnie oglądane, nie?
6688:  Weź na przykład Lucifera.
6690:  To jest fajne.
6692:  Mnie zawsze denerwowało na listeningach z angielskiego, że zawsze były jakieś dziwne rzeczy typu
6703:  Jak ja czegoś takiego słuchałem, to miałem ochotę uciec.
6706:  No bo to jest nienaturalne, głupie, sztuczne, widać było, że aktorzy się męczyli, wszystkim żenadometr wyskakiwał poza skalę, a tak to przynajmniej się coś obejrzy fajnego, nie?
6718:  I jeszcze drugi off-top.
6721:  Dlaczego Kisielin z Krakowskiej ASP?
6723:  Z tego względu, że jak się dowiedziałem, jak wygląda rekrutacja tam, to znaczy jak profesorowie skaczą po rysunkach, które donosili przyszli studenci, bo im się nie podobali.
6731:  To, co usłyszeliście, jest autentyczne.
6732:  To znaczy skakali faktycznie podczas komisji rekrutacyjnej po rysunkach, które przynieśli, wydrukowali albo zrobili własnoręcznie studenci.
6740:  A na po drugie, to jest trochę słabe, że na Akademii Sztuk Pięknych nie ma połowy tejżeż Akademii poświęconej digital artowi.
6749:  Połowy.
6749:  Nie jednej trzeciej, nie jednej ósmej.
6752:  Połowy.
6752:  Bo to jest połowa dzisiaj segmentu artystycznego w ogóle.
6756:  Tyle off-topic na razie.
6757:  Szukałem Smurwiela Juniora.
6758:  Słyszałem o nim.
6759:  Nie wiem, dlaczego szukasz go w moim obozie.
6762:  Ptaszki ćwierkają, że macie wspólnych znajomych.
6765:  Obaj obracacie się blisko króla Radovida.
6769:  Ptaszki są stanowczo zbyt rozmowne.
6772:  Trzeba będzie coś z tym zrobić.
6774:  To ja.
6774:  Potrafisz mi pomóc, czy mam szukać dalej?
6779:  Jak zwykle masz więcej szczęścia niż rozumu.
6782:  Wybieram się na spotkanie z redańskim Spitzlem.
6785:  Spotykamy się po pustym furtel w klubie szachowym.
6787:  Dzięki, wiedziałem, że mogę na ciebie liczyć.
6789:  Ptaszki są stanowczo zbyt rozmowne.
6790:  Trzeba będzie coś z tym zrobić.
6798:  No nie wątpię, że można już zrobić fajny i fascynujący serial o czymś tak nieatrakcyjnym z zewnętrznej perspektywy jak szachy.
6810:  Roż, przesuń się.
6813:  Moja koleżanka zniechęciła się do SP Krakowskiego, więc rzuciła w cholerę.
6816:  Roman Zastępca poszła na polonistykę na UJ.
6818:  Pisze Jakub, serdeczne F poproszę.
6821:  O tak!
6822:  Jezu, współczuję dziewczynie bardzo.
6825:  Pozdrowił ode mnie serdecznie.
6827:  Powiedz, że łączy się w bólu i nadziei przez uzwykłe J. Podróżujemy do Pytajniczków.
6834:  Nie będziecie mieć mi tego za złe.
6836:  Krakowska ASP pisze, Martyna jest żałosna, wyśpiewali mi jak powiedziałam, że jestem z Bytomia, co?
6841:  Uznali, że to dziura, hy hy hy, i powinnam rekrutować się w Katowice, bo Śląsk to nie dla nich.
6845:  No właśnie, tam są tego rodzaju ludzie, ale cieszę się, że mam potwierdzenie z pierwszej ręki.
6854:  Geralt vs Brzozy przegrywa tak samo jak samoloty polskiego lotnictwa.
6859:  Mmm.
6863:  Och, tak nie ma jak woda.
6866:  Burza jest, moi drodzy.
6868:  Mi się przypomina trailer, który widziałem 724 razy piątego Pottera.
6874:  The storm is coming.
6875:  Chodzi oczywiście o... O nie!
6879:  Alarm!
6880:  Alarm!
6882:  Wszystkie eliksiry!
6889:  Północny wiatr!
6903:  Dekok Trafarda Białego, pierwszy raz w historii Wiedźminów wypity w walce z wilkami.
6918:  Zawsze większe emocje niż przy walce z Kikimorą, Wiverną, a nawet Krabopająkiem, który wygląda jak przerośnięta langusta.
6927:  Zaraz będzie F. Haha, tak, nie było!
6932:  Bo Krzysztof się skupił.
6935:  Naprzód.
6937:  Tak jest.
6943:  Krzysztof na początku streamu nie śmieje się z tragedii oraz wypadków.
6946:  Krzysztof Geralt jest w lesie, Brzoza jest niebezpieczna dla samolotów.
6949:  No dobrze, macie mnie.
6951:  Macie mnie.
6952:  Ale ja się śmieję bardziej z mitu narodowego.
6954:  O, tak się usprawiedliwię, chytrze.
6957:  Bo sama tragedia wiadomo.
6959:  Natomiast to w jaki sposób została cynicznie wykorzystana...
6964:  Pamiętam swoją reakcję, wiecie, ale byli moi rodzice na mnie oburzeni, jeszcze wtedy zmieszkałem z rodzicami.
6971:  I pamiętam, że powiedziałem, zobaczycie, że politycy partii rządzącej się wespną po tych wszystkich 90 trupach do władzy.
6983:  I wtedy pamiętam, mówię, Krzysztof, no jak możesz tak mówić?
6986:  Ty zawsze, ty zawsze tak nie wierzysz w ludzi.
6988:  Jak możesz?
6989:  Na pewno się tak nie stanie.
6990:  Śmierć jednak to jest doświadczenie graniczne, liminalne.
6994:  Nie, nie będzie tak.
6995:  Jak możesz?
7000:  Jak się zdenerwowałem, że nie zauważyłem kolejnej watachy wilków.
7019:  Jakbym miał taką kieszeń jak Napoleon, to teraz bym wsadził do niej rękę.
7026:  To zabrzmiało nieoczekiwanie dwuznacznie.
7031:  Gdzie jest miejsce, do którego zmierzamy tutaj?
7034:  Już pieszo.
7037:  Słyszałem sporo złego o kadrach, teatrach śpiewu w Polsce.
7040:  Ogólnie tego w Polsce nie warto studiować.
7042:  To samo jest ze szkołami artystycznymi.
7044:  Polecam reportaże Igii Dzieciuchowicz na temat tego, co się odpierdzielało w różnych prawidłowych wyższych szkołach teatralnych.
7052:  Na temat jednej z nich zrobiłem film, ten o... Nie pamiętam nawet, jak się nazywał ten człowiek, o którym zrobiłem ten film, bo to jakaś reżyserzyna.
7061:  Uuuu... Uuuu... Czaty?
7067:  Przetrwaliśmy dwie wahatachy, ale... To jest leszy.
7072:  To oznacza... Olej przeciw reliktom.
7084:  Uuu... Z... Dekok Terafarda Białego!
7093:  Wyczerpany!
7094:  Hyyyy!
7097:  Bierzemy jaskółkę natychmiast.
7103:  Głupi leszy!
7104:  Czemu nie płoniesz?!
7111:  O nie, nie jest dobrze.
7113:  A-ha-ha!
7114:  Ale jesteś paskudny.
7118:  Co?!
7118:  Nie!
7119:  Tylko nie wilki!
7119:  Nie!
7120:  Nie!
7120:  Quen!
7120:  Quen!
7121:  Quen!
7121:  Quen!
7122:  Quen!
7122:  Quen!
7127:  Tu nie jest Leszy, tylko Wardęga.
7133:  Czaty dowożą dzisiaj.
7137:  Faktycznie, look Sylwestra Wardęgi teraz jest bardzo Leszy.
7145:  Spieprzamy, spieprzamy.
7146:  Nie, nie!
7147:  Geralt, Geralt!
7148:  Uciekaj!
7148:  Alt, alt!
7149:  Uciekaj!
7151:  Q!
7151:  Cokolwiek!
7161:  Dobrze, dobrze.
7162:  Chcemy się wyleczyć.
7164:  Dziękuję.
7165:  Uciekamy, uciekamy, uciekamy, uciekamy.
7167:  Q, Quen.
7169:  Igni.
7176:  Tak, Leszy.
7178:  Leszy to co tam, ale te wilki, które on przyzywa.
7184:  Co się stało?
7188:  NIE!
7188:  Dlaczego, dlaczego, dlaczego Leszy ucieka przed nami?
7192:  Myśmy go prawie zabili!
7196:  O!
7196:  Huu!
7208:  Czy słyszałem o grze o Leszym, która ma wyjść w przyszłym roku?
7210:  Nie!
7210:  Ona będzie w uniwersum wiedźmińskim?
7214:  Yyy...
7218:  Widzicie, jesteście ludźmi małej wiary.
7222:  Nie wierzyliście, że się uda.
7225:  Ale przyznam czaty, że nie dawałem wielu sygnałów, że to się uda.
7232:  Więc jesteście usprawiedliwieni.
7234:  Mamy strasznie dużo śmiecia.
7235:  Trzeba coś z tym fantem zrobić.
7240:  Trzeba się udać na sprzedaż.
7248:  Leszy, poczekaj proszę godzinkę, ja tylko się kimnę, żeby zrezygnować Eliksiry z wykorzystaniem, których zamierzam się zabić.
7254:  Tak, właśnie taki miałem plan.
7257:  Poziom 72, moi drodzy, ale to oznacza jedną rzecz.
7261:  Możemy już używać ulepszonej zbroi Gryfa, więc przypomnijcie mi, jak będziemy w mieście, musimy się tym zająć.
7267:  Jeszcze ogarniemy te dwa pytajniczki.
7271:  Po co glify Yrden?
7273:  Nie mamy glifów Erden chyba założonych.
7276:  Mamy znak Quen założony.
7278:  Te glify zdobyliśmy.
7279:  Aksi.
7281:  Yrden też mamy ze dwa.
7283:  Ale chowam wszystkie queny i igni na lepszą zbroję, bo okazuje się z tego, co pamiętam, że te zbroje, no, mają... Znaczy, nie da się tych glifów odzyskiwać, niestety.
7293:  To jest bardzo zasmucające.
7295:  Ale piękne to uroczysko.
7297:  Swoją drogą, jak bardzo mi się podobało u i Wegnera, i Grzędowicza, wykorzystanie tego słowiańskiego lore związanego, legendarium związanego z uroczyskami do...
7312:  zbudowania systemu magitycznego.
7315:  Mówiłem coś o Storm z Harry Pottera.
7318:  Tak, ja wiem, po co spytaliście o to, żebym zignorował w atache wilków, która tu się pojawiła.
7323:  Wiem, jaki był plan, wiem.
7326:  Tak, bardzo mi się podobał ten zwiastun, zaczynający się od słów The storm is coming.
7335:  F!
7338:  I...
7340:  To był ten moment, kiedy byłem tak napalony na te filmy, że oglądałem zwiastun za zwiastunem.
7346:  I tak sobie myślę w kontekście chociażby tego zwiastunu, który wyszedł do Matrixa, że dużo się zmieniło.
7373:  Dużo się zmieniło w tym sensie, że zauważcie, że każdy z wiosną praktycznie teraz wygląda tak samo.
7378:  To znaczy, są jakieś trąby, ja nazywam je surmami Cimera, od Hansa Cimera, potem jest to jakieś bębny i... In this world of... Nie, przepraszam, wpierw jest THIS SUMMER!
7392:  You will experience the greatest movie ever made.
7397:  In the world of potatoes, one carrot will arise.
7402:  I tak dalej, i tak dalej, i tak dalej.
7404:  Wszystko tak samo, zawsze, non-stop.
7406:  I jeszcze, łup!
7408:  Montaż oczywiście za każdym razem, szybciusieńki, jak to teraz się robi.
7412:  Aaa!
7413:  Każdy wygląda tak samo.
7419:  A, i the world has changed, tak, oczywiście.
7421:  Oczywiście.
7423:  A wtedy jakoś tak... To nie jest tak, żeby mnie ograniła jakaś nostalgia potworna, ale faktycznie te zwiastuny miały w sobie taką nutkę tajemniczości.
7430:  Teraz tego nie ma, teraz pokazuję po prostu najbardziej cool sceny z całego filmu.
7435:  The Vegetable Warrior.
7436:  Tak, tak, bardzo dobry tytuł.
7440:  Te jamniki są piękne.
7441:  Mechaczow to jest zasługa Dominiki.
7445:  Jak to pancerz, to do Velen, bo tam jest najlepszy płatnerz w całej grze.
7448:  Ma to wpływ na statystyki.
7449:  Naprawdę?
7452:  Zaraz, stop, ja znowu czegoś nie wiem.
7454:  To u jakiego jesteśmy płatnerza ma znaczenie?
7459:  Dla pancerza?
7462:  Uuu, a gdzie jest ten płatnerz w Velen?
7465:  Jak napiszesz mi Skaweński, alchemiku, to będę wdzięczny, albo ktokolwiek.
7469:  Ehm, to...
7472:  U Barona?
7474:  A to ciekawe.
7476:  Aaa!
7477:  Ale... Czy to nie jest tak, że musimy odblokować wpierw ten quest u tego Płatnerza?
7483:  Bo to wtedy oznacza, że musimy jechać na Skeligę.
7487:  No właśnie, ta babka, która pracuje z krasnoludem... Przy czym myśmy jeszcze nie zrobili quest'a, w którym się dowiadujemy, że to jest ta babka, a nie krasnolud.
7495:  No właśnie, dobra, dobra, to już wszystko wiem.
7498:  Do zrobienia tego quest'a musimy jechać na skaligę.
7500:  Ooo, nekery!
7501:  Nekery, nekery!
7505:  Tak, tak, tłoń!
7509:  O, jak wspaniale!
7511:  Stęskniłem się za małymi nekerami.
7521:  Ale fajnie jest, jak je nacierają chmarą, bo w ten sposób można je palić.
7531:  O... Jestem rozczarowany.
7534:  Sądzę o trailerze do nowego Spidermana.
7535:  Nie widziałem stachu.
7539:  Nie obrażę się za linka na Discordzie.
7541:  Czemu mi to umknęło?
7543:  Nie wiem, czemu mi to umknęło.
7549:  Zajrzeć do tej lokacji niedaleko której?
7554:  Tej?
7555:  Tu warto iść?
7556:  Pójdziemy w drodze powrotnej.
7562:  Kowal to elf w Nowigradzie.
7564:  On jest lepszy jeszcze?
7566:  Czemu nie jadę na płotce?
7568:  A to proste, bo strasznie nie lubię schodzić z koń w momencie, w którym dużo walczymy.
7589:  Złoto Dezerterów, tak?
7592:  O, jak mi przykro.
7593:  O Boże, musimy znaleźć klucz, jak ja tego nie lubię.
7598:  Okej, odkopa.
7600:  Vatgern to jest Wiedźmin chyba, nie?
7611:  schodzenie z konia jest chujowe.
7613:  Jeśli to nie zabrzmiało dwuznacznie, to nie wiem, co zabrzmiało dwuznacznie, Martyno.
7618:  Eee...
7621:  Tak, tamtego wybuchło od Igni, to tak się da.
7624:  Tak, w momencie, w którym jest Igni na wyższym poziomie, to się tak da.
7628:  Bardzo mi się to podoba, że to jest tak dopracowane.
7630:  Nie ukrywam.
7631:  To się rzadko zdarza, bo zwykle te wszystkie finishery i efekty są wtedy, kiedy jest odmachania mieczem coś.
7636:  A dokąd prowadzi ta droga?
7638:  Wiecie, że ja to będę chciał sprawdzić, prawda?
7640:  Teraz wsiadamy na płotkę.
7642:  Vatger to biały wilk.
7643:  O, widzicie.
7645:  Vatkern.
7646:  Chyba.
7646:  Vatger.
7647:  Vatger, masz rację.
