Noc Długich Pazurów — WITCHER 3 Livestream #22
🔗 https://www.youtube.com/watch?v=J4cSjj_WcAQ

1:  Witajcie w Królestwach Północy.
8990:  Dobrze.
8991:  Dobrze.
8993:  Czy to jest moment, kiedy wciskamy F5?
8994:  Tak.
8995:  Wiedźminek!
8997:  Wiedźminek?!
8997:  Wiedźminek?!
8998:  Razem, bo kurwa!
9007:  Co?!
9008:  Co?!
9009:  Dobrze, że było F5!
9011:  Dobrze, dobrze!
9013:  Coś mnie tknęło!
9014:  Coś mnie tknęło, że... że człowiek z młotem versus mak to się musi źle skończyć!
9022:  Ja wiedziałem!
9024:  Ja wiedziałem, że... Tak!
9027:  Bardzo, bardzo dobra strategia, człowieku z młotem.
9036:  Nie ma już żadnego razem!
9043:  Wiedźminek czaruje?
9045:  A, może to jest ten szefu ich.
9049:  To może, to może był szefu.
9052:  To nie był szefu.
9055:  Ja to się dziwię, że Wiedźmin w ogóle nie zabił tych wamiurów na początku.
9058:  Wadzi mu ptak, co zabił pięć ludzi, a człowiek komar to spokołk.
9062:  Coś w tym jest.
9064:  Karol Młot pokonuje Saracenów pod Poitiers.
9066:  Koloryzowane.
9068:  Wspomniałem, że uwielbiam serię gier Desperados.
9069:  Czy znam inną grę tych twórców?
9071:  Znaczy Robin Hood, Legenda, Sherwood.
9072:  Nie znam, ale znam Commandos oczywiście, nie?
9074:  Bo to też ci sami.
9076:  A, chyba, że mówisz o trzecich Desperadosach.
9079:  Tak czy siak, Robin Hooda, Legendy, Sherwood.
9082:  Nie widziałem.
9084:  Nie widziałem w wersji growej oczywiście.
9087:  W innych wersjach widziałem.
9088:  Myślicie, że tutaj jest jakaś drabinka?
9090:  Musi być jakaś drabinka.
9091:  Na pewno tu się da jakoś wyjść.
9092:  Tak!
9098:  Zapiski Herszta Handzy.
9100:  Nie potrzebujemy ich czytać.
9101:  Antoine Spackstraden.
9104:  Myślę, że ktoś, kto się tak nazywa, zasługuje na naszą uwagę.
9109:  Przepraszam, jak?
9116:  Boże wielki!
9118:  Co to było?
9125:  Mmm...
9127:  Jak to było z tym nakarmieniem własnym fiutem?
9130:  Szpaku?
9138:  Spróbuję go znaleźć, ale może to być trudne.
9144:  Co możemy podnieść?
9145:  Calcium Equum.
9146:  Wspaniale.
9148:  Calcium jest dobre na kości.
9149:  Uuu, turkusowy barnik do zbroi.
9154:  Zapiski szpaka.
9156:  Miecz stalowy, którego nigdy nie użyjemy.
9161:  Aaa, to byli hanzeatycy, zbójcy, którzy zagarnęli karczmę.
9169:  Co, myślał o botanice?
9171:  Jako dyscyplinie naukowej czy kawiarni w Krakowie?
9176:  To, że znalazłeś w nim pieczoną wieprzowinę brzmi ironicznie.
9179:  Coś w tym jest, coś w tym jest.
9185:  Który ze światu jest ciekawszy?
9187:  Świat z Star Wars czy ten z Wiedźmina?
9192:  Myślę, że... Znaczy inaczej, rozleglejszy jest świat Star Warsów, więc będę mu dawał fory, natomiast świat Wiedźmina jest oryginalniejszy.
9210:  Niewłaściwie dobrana muzyka.
9217:  Będziemy mieli Koronację Geralta znowu.
9238:  Nawodnienie.
9239:  Racja, Żabciu.
9240:  Racja.
9241:  Czy mag ognia, pyta Drafal Games, może go zrzucać z broni?
9245:  Miecza, obucha, berdysza, halabardy i nie może się skupić.
9248:  Myślę, że najbardziej do maga ognia pasuje buława.
9253:  Albo Morgenstern.
9255:  Taki na łańcuchu koniecznie.
9257:  Och, tak!
9258:  To czym wywijał Nazgul w walce z Euiną.
9264:  No, ta muzyka powinna grać po pokonaniu Herszta Bandy, wtedy miałoby to większy sens.
9267:  Aaa, dobrze.
9273:  Wiedźmin Pogromca Szpaka.
9278:  Wiedźmin Pogromca Szpaka nie brzmi dobrze.
9281:  Czy pamiętam świat z filmu King's Eyes?
9282:  Pamiętam, no to jest polski film, nie, więc... mmm...
9287:  Jest tak... bardzo podobny jak Szeksmisia, przynajmniej nie jest tak szowinistyczny.
9291:  Aż tak szowinistyczny, bo pamiętajmy, że każdy film z tamtego okresu jest mega szowinistyczny.
9296:  Więc eee... spoko, no.
9299:  Bo oczywiście w każdym z tych filmów musiała być Katarzyna Figura, która każde słowo musi mówić tak, jakby przeżywała orgazm.
9308:  Każde!
9309:  Podaj mi masło!
9312:  Aaa!
9313:  Jezus, jak ja tego nie znoszę, no bo tak pretensjonalna aktorka!
9317:  Aaa!
9320:  Tu jest... Dlaczego tu jest pytajniczek?
9323:  I... Tu jest pytajniczek i my go nie mamy.
9327:  Musimy mieć pytajniczek.
9330:  Tak, Vinci z polskich filmów jest, jest, jest okej.
9333:  Jest okej, tak.
9335:  Ze wszystkich tych filmów Machulskiego rzeczywiście Vinci najbardziej.
9342:  Jest kryjówka z psami?
9343:  Dobrze.
9345:  Im mniej, im mniej dzikich psów, tym lepiej.
9351:  Żuraw pokazał szpaka, tak.
9355:  A potem dał drapaka.
9358:  Czy płot...
9362:  Czemu nie możemy przyjechać tędy, jak ja chcę?
9367:  Bardzo chciałem tam tędy przyjechać i się nie da.
9370:  Wabank Killer, no spoko.
9372:  Znaczy wiecie, ja mam jeden problem z polskim kinem tamtego okresu, to znaczy doceniam walor komediowy, ale strasznie mi przeszkadza świat, który ten film przedstawia.
9380:  Znaczy on jest bardzo realistyczny, a ja nie tęsknię za Polską tamtego czasu, wiecie?
9384:  To znaczy uważam, że nie ma za czym tęsknić.
9387:  Nie wzbudza to we mnie żadnej nostalgii, wręcz przeciwnie, same negatywne uczucia.
9392:  Nie lubię tej redowskiej maniery w umieszczaniu końca mapy w taki sposób, że teleportuje się gracza na inną stronę.
9400:  Wolę zdecydowanie, jeżeli to jest zrobione bardziej naturalnie.
9405:  Foton nie widziałem polskiego filmu.
9406:  Generalnie mogę Wam powiedzieć tak, że jeżeli chodzi o polskie kino, widziałem tak mało rzeczy, że raczej pytanie do mnie jest zasadne,
9418:  co widziałem, niż czego nie widziałem.
9421:  To znaczy, czy w ogóle widziałem jakieś polskie filmy.
9423:  Wymienię wam może cztery.
9425:  To jest max.
9426:  Jest bardzo niskie prawdopodobieństwo, że znam coś, co znacie z polskiego kina, ponieważ go po prostu unikam całe życie.
9437:  Jestem pewien, że tędy się da przyjechać.
9442:  Niestety nasz konik ma w tej materii inne zdanie.
9452:  Och, jak mi się podoba to powitanie, wspaniałość.
9461:  Imagine obejrzeć?
9465:  Dobrze, zostanie to rozważone.
9469:  Podstawowa kwestia, zanim im polecicie polski film, musi spełnić trzy kategorie.
9474:  Po pierwsze, nie może być to pokaz slajdów.
9477:  Znaczy film, ta gra wideo jest dziełem audiowizualnym.
9484:  jest dziełem audiowizualnym, w związku z powyższym musi mieć muzykę.
9487:  Jeżeli nie ma muzyki, won.
9489:  Film jest utworem audiowizualnym stworzonym w czasach, w których da się kręcić w kolorach.
9496:  Jeżeli film jest czarno-biały, odpada.
9498:  Film jest, będąc utworem audiowizualnym, musi być grany przez aktorów, którzy umieją mówić.
9503:  Jeżeli w tym filmie kwestia pod tytułem podaj mi nóż do sera jest wypowiedziana podaj mi nóż do sera, możecie mi jego polecać.
9510:  Jeżeli w tym filmie kwestia podaj mi nóż do sera jest...
9513:  przywołana w następujący sposób.
9516:  Podaj mi... nóż do sera.
9520:  To nie polecajcie mi tego filmu.
9522:  Więc jak widzicie, jest dużo różnych takich wytycznych, które polski film musi spełnić, żeby zyskać moją minimalną uwagę.
9531:  Gdzie był pytajniczek?
9532:  Tu był pytajniczek.
9540:  Płotka i mosty to jest ewidentnie...
9544:  A o botanice jako dziedzinie nauki.
9549:  Wiem na ten temat bardzo niewiele, ale myślę, że jest to coś, co powinno być w większym stopniu nauczane w szkole, jeśli w ogóle mamy mieć coś takiego jak biologia.
9559:  To znaczy, botanika i zoologia, to są dwie rzeczy, które się przydadzą.
9562:  Po pierwsze, jak jest człowiek zgubiony w lesie, fajnie jest wiedzieć, która rzecz jest trująca, a którą nie.
9566:  Po drugie, jak się człowiek zgubi w lesie, fajnie jest wiedzieć, co na ciebie akurat szarżuje, jakie zwierzę i jak się przed tym obronić.
9573:  Natomiast wiedza na temat budowy pierwotniaka w obydwu przypadkach się średnio przyda.
9584:  Krzysztof, twoje żądania względem polskich filmów są horrendalne.
9586:  Ogarnij się, mówi, że Jakub.
9587:  No właśnie!
9588:  No właśnie!
9590:  Czy to są wilki?
9591:  To wygląda jak wilki, nie?
9593:  Tak, to są wilki.
9593:  Spieprzamy stąd.
9598:  Skoro Płotka nie lubi mostów, to nie polubiłaby się z Wrocławiem, coś w tym jest.
9601:  W Wrocławiu jest sporo mostów.
9603:  Ale oczywiście, wiemy, wszyscy wiemy, że w Warszawie jest więcej mostów, ponieważ Warszawa jest lepsza.
9608:  Jest taka wspaniała i centralna.
9611:  Nawet dworzec się u niej nazywa nie główny, a centralny.
9614:  Dla podkreślenia tego faktu.
9616:  No proszę!
9617:  No proszę!
9621:  Mordo i me!
9626:  Dlaczego on nie ginie?
9628:  Dlaczego on nie ginie?
9630:  Problematyczna sprawa.
9635:  Aaa!
9635:  On ma tarczę!
9636:  Dlatego nie ginie.
9640:  Wybuchajcie!
9641:  Wybuchajcie!
9646:  Taaaaak!
9648:  Pięknie!
9651:  Będziemy musieli tego z tarczą wykończyć standardowym strumieniem płomienia.
9657:  Warszawa Główna jest już zajęta na Muzeum Kolei.
9660:  Okej, dobra, dobra, dobra.
9664:  Wybroniliście Warszawę.
9670:  Co sądzę, o dziełach Wałaszka, czyli Kapitan Bomba, nieznany mi.
9678:  Krasant ma tarczę.
9680:  Not anymore!
9687:  Tarcza chroni przed podpaleniem.
9688:  To poszerza wiedzę w temacie tarczownictwa.
9691:  Coś w tym jest.
9693:  Wrocławianie mają Księgę Uraz?
9694:  Czemu o tym nic nie wiem?
9699:  Wspaniałe, wspaniałe.
9702:  Czy to nie jest ten moment, kiedy powinno się zasiedlić to miejsce?
9708:  To nie jest ten moment?
9709:  To nie jest ten moment, że powinna być taka ładna muzyka i że tutaj się schodzą ludzie i jest wspaniale?
9715:  Nie, nie, to nie jest ten moment?
9717:  Coś mi się pomyliło?
9718:  Czy to jest ten moment po prostu, gdzie się zbójcy spawnują w nieskończoność?
9727:  Wrocław najlepszy, bo ma mnie, mówi Baba Jaga.
9729:  Szanuję, to jest poziom egocentryzmu, który bardzo szanuję.
9739:  Okej, tutaj absolutnie nie ma już żadnych zbójców, które moglibyśmy podpalić.
9755:  Aaa!
9758:  Tu został Grasand!
9764:  Grasand!
9766:  Śliczny Grasand!
9767:  Przepiękny Grasand!
9771:  Ciach, ciach, ciach, rat!
9775:  Dobrze!
9778:  Teraz!
9780:  Teraz jest ten moment... Nie!
9781:  Jeszcze jeden!
9782:  Jeszcze jeden Grasand!
9786:  A, Wrocław, Krasnale i Wielka Księga Ura.
9788:  Czaję.
9789:  Faktycznie jest ich sporo tam.
9799:  Tak, to jest oswobodzona wioska.
9802:  Geralt klęka, żeby zmówić zdrowaśkę.
9805:  Tak.
9829:  I cyk, cyk różaniec.
9830:  Czy wy widzicie to, co ja widzę?
9835:  Oberża Rudakita!
9838:  Rudakita!
9840:  Czy to jest Triss Merigold?
9842:  Nie.
9842:  Lebiodzie niech będą dzięki.
9844:  To on nam cię zesłał.
9846:  Tak.
9847:  Nie przesadzaj.
9849:  Po prostu przejeżdżałem.
9850:  Tak.
9851:  Geralt wymodlił chłopów.
9853:  To on skierował tu twe kroki.
9856:  Świętego Gerwazego.
9857:  Skoro tak woisz.
9859:  Jak się zwiesz, bohaterze?
9862:  Jestem Geralt.
9864:  Geralt z Riviń.
9866:  Powtórzył Geralt bardzo powoli.
9868:  Piękne imię, takie świątobliwe.
9872:  Jesteś spragniony?
9873:  Może głodny?
9875:  Obydwie.
9878:  Dobrego piwa, babo Jago, do zobaczenia.
9880:  Perdiuk pisze, moja mama nauczycielka klas 1-3 uczęszcza na zaoczne studia z psychologii spektrum autyzmu.
9885:  Wykładowcy jej wykłady bardzo interesujące, jednakże naszły mamy przykre wnioski.
9890:  Mianowicie, że biedni nauczyciele są uwięzieni w bardzo szkodliwym, nienaturalnym, niesprzyjającym dzieciom z autyzmem systemie, w którym nauczyciele nie mają środków, warunków ani czasu na empatyczne podejście do każdego dziecka z osobna.
9898:  To jest absolutnie niezbędne w procesie edukacji takich dzieci.
9902:  Edukacja indywidualna w takich sytuacjach jest jedyną moim zdaniem opcją.
9906:  A jeżeli chodzi o czas i tak dalej, to jest coś, czego nie jesteśmy w stanie zapewnić zmianami systemowymi, ponieważ właśnie system narzuca ograniczenia czasowe.
9914:  45 minut.
9914:  Dlaczego 45 minut?
9916:  Dlaczego nie godzina?
9916:  Dlaczego nie pół godziny?
9917:  Sprawdźmy, co masz dobrego.
9922:  Czy ja widzę karteluszkę do gwinta?
9924:  Oczywiście.
9925:  I to jeszcze z Cesarstwa Nilfgaardu.
9927:  Świetnie.
9928:  Czy jesteśmy w stanie coś sprzedać?
9929:  Absolutnie nie.
9931:  Ale za to możemy zagrać w gwinta.
9932:  Dlaczego nie możemy zagrać w gwinta?
9934:  Skandal.
9935:  Do zobaczenia.
9937:  Już tęsknimy.
9940:  Bardzo interesująca uwaga.
9942:  Dobrze.
9944:  Dobrze, moi drodzy.
9946:  Czy to oznacza, że... Tak, przecież my cały czas jedziemy podpalić rośliny.
9951:  Dobrze, zobaczmy, czy przyspieszy te nasze poszukiwania jakiś radosny znacznik, czy też to jest bardzo niedaleko.
9958:  To nie jest bardzo niedaleko.
9961:  To równocześnie nie jest w okolicy żadnego znacznika.
9965:  Więc przenieśmy się do jaskini szept.
9971:  Jestem Geralt, Geralt Zdrywi, I'm James Bond, mówicie.
9974:  Fakt.
9976:  Jest podobieństwo.
9978:  Swoją drogą, co myślicie o tym, czy Bond będzie kontynuowany w jakiejkolwiek postaci, czy zrobią totalny restart serii?
9983:  Bo ja nie widzę, szczerze powiedziawszy, w tym momencie... Staram się nie zrobić spoilera do ostatniego Bonda, gdybyś właśnie widział, ale nie widzę, szczerze powiedziawszy, szansy w tym momencie na rozwój.
10000:  W Genshinie nie ma znowu Staff of Homao na grusie?
10003:  No, I feel you.
10005:  To jest jeden z powodów, dla których przestałem grać w Gęślina.
10010:  Nieotrzymanie zarówno Staff of Home'a, jak i Hu Tao mnie rozsierdziło.
10015:  Do imętu.
10024:  A, komentują nasz quest z winem.
10035:  Jest też to dobry film na YouTubie o tym, że James Bond jako taki się zestarzał jako formuła, że to już nie działa w dzisiejszych czasach i bardziej trzeba zrobić z niego coś w rodzaju Jasona Borna.
10048:  To jest już niedaleko.
10051:  Tak, kojarzę po piśmie Dukaj jak najbardziej, bardzo dobry zbiór esejów.
10056:  Bliski mi też, jeżeli chodzi o przemyślenia, które ma Dukaj.
10060:  Czy nas cały czas ściga dzik?
10064:  Właśnie tak jest, dzik się rzucił na płotkę.
10074:  Dlaczego dzik jest tak silny?
10083:  Dzik niebezpieczny.
10084:  No bo on ma serię, znaczy tak, no franczyza powiedzmy, tak bym to nazwał, o okej.
10090:  Na pewno w serię się układają bondy podłóg aktorów, nie?
10093:  Seria z Rogerem Moore'em, seria z Seanem Connerem, seria z Danielem Craigiem.
10100:  Niestety nie ma serii z tym jednym aktorem, który zagrał tylko jednym filmie o bondzie, bardzo psiklo.
10125:  Natalie Minimalism przyszła w pięknym momencie na czaty.
10130:  Tak.
10131:  W ogóle ostatnio na studiach, na dyktandzie parę razy padało określenie Herod Baba jako obraźliwy przyimek wobec kobiet.
10137:  Co to jest o strasznie obraźliwe pytanie?
10139:  Czy mogę to zgłosić gdzieś?
10141:  No jest to obrzydliwe pytanie, faktycznie, tak też uważam.
10146:  Można się obyć bez tego rodzaju rzeczy.
10149:  Ja bym zgłaszał.
10151:  Uświadamiał może ludzi, że jest to kiepski pomysł, tak?
10156:  Dobra, coś jest mocno... Something is no yes.
10160:  Angielski z tuskiem.
10163:  Something is no yes.
10164:  Aaa, okej.
10166:  Tu jest właściwe wejście do jaskini.
10169:  To była zemsta fizyków.
10171:  Ma absolutna racja.
10172:  Czy ja widzę, że nie mamy wyposażonej pochodni?
10175:  Bardzo niedobra sytuacja.
10179:  Czy doczekamy się kiedyś serialu animowanego w uniwersum Genshin Impact?
10182:  Pyta Zdzichu.
10183:  Mam nadzieję.
10184:  To zależy od tego.
10186:  François!
10187:  O Boże, musimy z kimś... Musimy kogoś chronić, to niedobrze.
10191:  Zobaczymy.
10194:  To byłoby całkiem sensowne rozwiązanie, biorąc pod uwagę sukces...
10202:  Riot Games.
10205:  A, te rośliny.
10207:  Musieliśmy przerwać jakiś quest ewidentnie.
10210:  Czegoś nie rozumiem.
10213:  Dobra, raz.
10223:  Okej.
10225:  Mam wrażenie, że podpaliśmy wszystkie rośliny.
10229:  Czy są jeszcze jakieś rośliny do podpalenia?
10231:  Tak!
10241:  Aaa, leśny dziadek!
10247:  Jedna z nicznych misji, które wykorzystują kanonicznie znak igni, absolutnie tak jest.
10254:  Dobrze, przyda się quen, bo to jest jednak borowy.
10262:  WIĘK!
10263:  O nie, o nie, o nie, o nie!
10265:  Wilga, wilga, wilga, wilga, wilga, wilga, wilga, wilga!
10270:  F!
10273:  When?
10278:  Co tu się dzieje się?
10283:  Dobrze, potrzebujemy wielkiej liczby znaków Yrden.
10287:  Znak Yrden!
10291:  Co tu się dzieje?
10294:  Dobrze, niech Archespor w nas... Przestań go atakować mieczem!
10302:  Głupi François!
10305:  François Villon!
10306:  Wracaj do pisania!
10307:  Aaaah!
10314:  Dobrze, potrzebujemy Quena.
10316:  Absolutnie potrzebujemy Quena.
10317:  Archespor, pluj kwasem!
10319:  Poproszę kwas!
10336:  Ja nic nie mówię już.
10347:  Oczywiście, że określenie Herod Baba jest obrzydliwe, ponieważ to jest określenie na kobietę, która ma męską sylwetkę, więc dośpiewajcie sobie, dlaczego to jest obrażliwe.
10358:  Zawsze powtarzam, że istnieje milion... Jeżeli potrzebujemy rzeczywiście się z kogoś naśmiewać albo z kimś walczyć, istnieje milion sposobów na to, żeby to zrobić, wykorzystując różne sytuacje, w których się komplementują nasi rozmówcy.
10372:  Intelektualnie.
10376:  Dobra, teraz mamy wilgę.
10378:  Tak!
10379:  Dobrze.
10380:  Dobrze, dobrze, dobrze, dobrze.
10381:  Okej.
10382:  Teraz potrzebujemy resztę naszych wspaniał... Geralt, gdzie ty?
10386:  Gdzie ty?
10387:  Gdzie ty celujesz?
10391:  Nowy horror, zemsta Archespora.
10393:  Absolutnie tak jest.
10395:  Tak właśnie jest.
10396:  Dziękuję, Archesporze.
10397:  Lecz nas.
10399:  Aaaa!
10400:  Nie!
10402:  Kwen...
10414:  Okej, trudne.
10418:  Cudowne dniu, tyle śmierci, to jest tak.
10420:  Zdenerwiłeś.
10439:  Znaczy tak, despotyczność też się zawiera w określeniu Herod Baba, ale zastanówmy się, kim był Herod przez moment.
10443:  Przypomniałem, że to był człowiek odpowiedzialny za... Czemu ja to muszę wyjaśniać?
10455:  Dobra.
10460:  Okej.
10463:  Aaa, już wiem, co nas niszczy.
10467:  Te pieprzone, wybuchające bulwy!
10472:  Boże, ja ich nie zauważyłem!
10479:  Grabka precyzuje, że to określenie padło w dyktandzie, na ortografii Interputi nie zostało powiedziane do kogoś na sali, a z drugiej strony to wykładowca biera dyktandę i też się z tym zgadza.
10488:  Naprawdę jest miliard słów, które można wykorzystać na dyktandach i naprawdę pisownia łacińskiego imienia męskiego nie ma najmniejszego sensu w polszczyźnie.
10499:  Ale to najmniejszego.
10503:  Jeszcze raz Wilga.
10506:  Dobra.
10508:  Teraz tak.
10511:  Na Grotniku ciężko się skupić, ponieważ Grotnik się teleportuje, niestety.
10517:  Jest dość silny.
10519:  I ma bulwy, które go wspierają.
10524:  Co się stało?!
10525:  Gdzie?!
10529:  Gdzie?!
10544:  Chciałbym, żeby to się pojawiało wcześniej.
10550:  Dobra, jeszcze raz, jeszcze raz, jeszcze raz.
10552:  Dlaczego quen nie działa?
10553:  To jest coś, co mnie bardzo niepokoi.
10560:  Okej.
10560:  Nie wiem, szczerze powiedziawszy, czy ta wilga... A, dlatego quen nie działa, że jednym uderzeniem jest on zmiatany z nas.
10567:  Dobrze wiedzieć.
10568:  Pieprzone bulwy.
