Pół wieku eksploracji później — WITCHER 3 Livestream #12
🔗 https://www.youtube.com/watch?v=2a46pkxu55E

2:  Witajcie serdecznie
7591:  Jeżeli wiecie cokolwiek na temat Kathleen Kennedy, wiecie również, że to jest najbardziej niepochledna opinia, jaką mogę mieć.
7597:  Jest to gniot, jakich mało.
7600:  Zła kreska, durne fabuły, idiotyczne rozwiązania lore'owe.
7604:  Jak zobaczyłem w którymś momencie, że miecz samoistnie świetny zmienił swoją barwę, bo przeszedł z rąk Jedi'a do Sitha, to był moment, w którym wyłączyłem.
7616:  To po prostu zrobiłem rage quit z serialu.
7621:  Nie sądziłem, że może być gorzej, niż było w najnowszych Gwiezdnych Wojnach netflixowskich.
7626:  Tak, może być gorzej.
7627:  Więc jeżeli myślicie, że to jest Love, Death & Robots, tylko że w uniwersum Gwiezdnych Wojen, nie jest.
7638:  Tu mamy jakiś quest niedokończony.
7640:  Słuchajcie, skończmy, skończmy questy, co?
7643:  Bo... Musimy pokończyć questy, to jest oburzające.
7650:  Jorunt, będzie Jorunt!
7654:  Książka Piotra Kumińskiego pomogła mi napisać licencję, to jest świetna, prawda?
7660:  Boże drogi, to jest strasznie daleko.
7664:  Ach, myśmy tego nie dokończyli wtedy.
7667:  Bad Batch jeszcze nie widziałem.
7669:  Troszeczkę się zirytowałem, wiecie?
7675:  I dlatego stwierdziłem, że daję sobie spokój od Star Warsów w moment.
7679:  A to jest ciężkie dla mnie, bo ja kocham Star Warsy miłością niezmierzoną.
7688:  Jorunt siedzi obok?
7690:  Poważnie?
7694:  Wiecie co, to ja rzeczywiście to zrobię, bo zaraz zapomnę.
7701:  Dobrze, że mnie pilnujecie, bo uwaga Krzysztofa, jak zawsze, jest niesamowicie rozproszona.
7707:  Widzicie już, jak ja bym bardzo, jak ja bym bardzo przegrywał w szkole, prawda?
7712:  Gdybym teraz poszedł do szkoły, bym wszystko oblewał.
7715:  Z góry na dół.
7722:  Bad badge warto?
7724:  No dobra.
7725:  Gdzie macie Jorunda?
7730:  On nie był czasem w tej karczemce?
7737:  Dobra, czy jest jakiś quest, który się wiąże z Jorundem?
7742:  Nie.
7758:  Koło karczmarza?
7763:  Tak, Geralt?
7774:  Ci dwaj, którzy mnie zaczepili.
7776:  Co to za jedni?
7778:  Kory i Kraki.
7780:  Same z nimi kłopoty.
7781:  Tak jak z Leifem, ich ojcem.
7783:  Jakaś ciekawa postać?
7786:  Zależy.
7788:  Jeśli interesują cię kłamcy i tchórze, to bardzo.
7792:  W The Flupa nie grałem.
7797:  Coś cicho na temat naszej kochanej Olgi Tokarczuk, mówi Agnieszka.
7805:  Faktycznie.
7811:  Nie zauważyliście, że...
7814:  Jest w ogóle o niej cicho?
7816:  Jak o wybitnej noblistce, która napisała podobno tak wiele istotnych książek, a od czasu Nobla nie napisała żadnej kolejnej, bo nie jest pisarką tak naprawdę?
7826:  To już sobie tak myślę, że dziwne, że jest o niej tak cichutko.
7833:  A może właśnie to nie jest takie dziwne?
7837:  Rzadko wzbudzam aż taką sensację.
7839:  Chyba nieczęsto macie tu gości z kontynentu.
7842:  A no je, jak już ktoś z Temerii czy Redanii odważy się przypłynąć na Skellige, to zawija do Kertrolde.
7850:  Bo tam port dobry kupców sporo i Jarl, który patrzy na obcych łaskawszym okiem.
7857:  Jakieś rady dla Melepety, która nie ma absolutnie żadnego pomysłu na temat magisterki?
7862:  Okej.
7866:  Znaczy wiesz, u mnie to jest proces dwutygodniowego tutoringu, który robimy, żeby wyłonić temat magisterki, ale generalnie rzecz biorąc zawsze zaczynam od tego, że zadaję sobie takie pytanie, to jest też pytanie, które sam sobie zadałem.
7878:  Wyobraź sobie najgorszy dzień w swoim życiu.
7880:  O, taki jak ja mam dzisiaj z Kacen Yamerem na tysiąclecia, nic mi się nie chce, chciałbym wyłącznie grać w Wiedźmina, ewentualnie leżeć, spać, oglądać Netflixa, ale nie, to jest ten dzień, kiedy muszę napisać 50 stron.
7893:  I teraz wyobraź sobie jeden jedyny temat, dla którego byłabyś w stanie poświęcić taki dzień i napisać 50 stron, i to jest twój temat.
7902:  Nieważne, jaki to będzie obszar, nad tym już można popracować, żeby taki obszar, który cię interesuje, powiązać jakoś z tematem studiów.
7909:  To się da zrobić, zawsze.
7910:  Jest czasem to bardzo trudne, ale czasem się da.
7914:  Tylko, tak jak mówię, to jest długi proces, ale zacząłbym zawsze za każdym razem od tego, co nas interesuje.
7920:  Nie ma sensu pisać nigdy pracy na temat tego, co interesuje promotora.
7925:  Jeżeli macie takiego promotora, który każe wam pisać na temat swoich własnych zainteresowań, to zamknijcie drzwi za sobą i to najlepiej tak, żeby jeszcze mu przytrzasnąć stopę.
7935:  Widziałem twoje ogłoszenie.
7937:  Dość lakoniczne.
7938:  Możesz rozwinąć?
7939:  Co to za potwór?
7941:  Jakiś duch, zdaje się.
7943:  Albo inna zmora straszy na Eldbergu, koło latarni morskiej.
7947:  Zaczęło się niewinnie.
7949:  Którejś nocy latarnia przestała się palić.
7952:  A że bez jej światła statki nie mogą bezpiecznie zawinąć do Arimbiorn, to dwóch naszych poszło sprawdzić, co się stało.
7959:  Niech zgadnę.
7961:  Nie wrócili.
7962:  Nie.
7963:  I o Mikialu Latarniku też słuch zaginął.
7967:  Skrzyknąłem więc paru chłopów, popłynęliśmy na ratunek.
7970:  Ale jak już byliśmy przy wyspie, zawróciłem.
7973:  Bo na brzegu zobaczyłem upiora.
7977:  Pewnie myślisz, że jestem tchórz, ale czułem, że sam muszę raz najmocniej wstąpnie w skóra.
7984:  Jedyne, co mogłem zrobić, to zebrać we wsi złota na nagrodę.
7988:  Jak pomożesz, będzie twoja.
7996:  Jorund, lubię cię, ale interesy to interesy.
7999:  Musisz coś dorzucić.
8010:  Krzysztof, który się targuje, chce wytarkować jak największą kwotę.
8016:  Także Krzysztof, stara się, żeby była śmieszna liczba.
8023:  Dobra, niech będzie.
8026:  Przybijmy targu.
8028:  Czy zdarza się u mnie na uczelni sytuacja, gdzie niektórzy profesorowie nie doceniają, nie tolerują jakiejś katedry zakładu?
8037:  Nie, tak mi się zdarzało na UJ-cie HS Nieme.
8040:  Na Wydziale Polonistyki.
8041:  O, tak!
8042:  Nam się zdarza to do dzisiaj, nawiasem mówiąc.
8046:  Dlatego ich tak tępię.
8050:  Każdy student, który nie pójdzie z mojego powodu na Wydział Polonistyki, to jest zwycięstwo tego studenta i moje osobiste.
8058:  Właśnie z uwagi na to, co tam się od Janie Pawla.
8062:  Nie, no tu jest ta latarnia.
8063:  A nie, nie, tutaj jest ta latarnia.
8066:  Gdzie jest ta latarnia?
8069:  To będzie w zleceniach.
8080:  Upiór z Eldbergu.
8086:  Nie!
8087:  Nie!
8088:  Nie!
8089:  Nie byliśmy tutaj!
8090:  A zobaczcie, tu jest pytajniczek!
8094:  Nurze!
8094:  Nurze na koń!
8098:  Nadrabiam.
8099:  Były pytania, skąd zdjęcia, które były memowane, moje skądinąd, na Discordzie, ze streamu na kanale AGH.
8107:  Stream był z Genshin Impact.
8109:  I potem robili ze mnie fizycy Maga Ognia.
8113:  To był najpiękniejszy dzień w moim życiu.
8118:  Można używać strzałek przy targowaniu?
8120:  Super wiedzieć.
8122:  W dwunastym odcinku tego streamu.
8127:  Dobra, ale nie będę... Co się dzieje?
8130:  Wiecie co, ja sobie jednak dam mój znacznik, bo ja wiem jak to się kończy.
8139:  No pewnie tak, na tym streamie grałem w Gęsina i co więcej, po tym jak została prowadzona Inazuma, zyskałem znowu wiatr w żagle, bo ja mam tak z Gęsinem, że to jest gra, którą kocham, a równocześnie jej nienawidzę.
8153:  I jak przychodzi moment, kiedy jej nienawidzę, przerywam granie w nią,
8157:  Bo doprowadza mnie do jasnej palpitacji to, za każdym razem, że ja muszę się gdzieś codziennie logować.
8163:  No przepraszam najmocniej.
8165:  Gry wideo są od tego, żebym grał nie wtedy, kiedy mam ochotę, a nie wtedy, kiedy ktoś mi każe.
8170:  Bo muszę być systematyczny.
8172:  Nie!
8172:  Nie będę systematyczny.
8174:  Nie pracuję w ten sposób i nie będę też tak wypoczywał.
8177:  Mowy nie ma!
8180:  Edytorstwo na UJ, a po co ci edytorstwo na UJ?
8183:  Skoro na UJ nie ma wykupionego, najnowszego Adobe'a InDesigna, to po cholerę iść na edytorstwo.
8192:  Do edytorstwa potrzebne jest... Prawda jest taka, że do edytorstwa jest potrzebne wyłącznie doświadczenie, które się zyskuje... Nawet możesz je zyskać robiąc, nie wiem, darmowe zlecenia dla kogoś, tak?
8206:  To jest jedna rzecz.
8207:  Dwa,
8209:  Bierzesz YouTube'a i odpalasz po kolei tutorial za tutorialem z InDesigna.
8213:  Naprawdę nic więcej nie jest potrzebne.
8214:  A, i pobierasz sobie książkę albo prosisz mnie na Discordzie, to ci wyślę książkę o edytorstwie najlepszą na świecie i to jest wszystko, czego potrzebujesz.
8222:  Trzy miesiące i możesz brać cokolwiek.
8225:  Jakiekolwiek zlecenia, bo to jest kwestia doświadczenia tylko.
8229:  Trzeba mieć parę projektów na... Dlaczego nie mogę tutaj płynąć?!
8235:  Tu jest dziura!
8240:  Więc to jest kwestia wyłącznie doświadczenia, które należy... O, i to jest właśnie to, o czym wszyscy mówią na Skellige.
8246:  Koszmar.
8248:  Z gudeńką.
8248:  To jest kwestia wrzucenia sobie na behansa fajnych projektów i łapania w ten sposób zleceń.
8254:  No naprawdę.
8255:  Edytorstwo moim zdaniem w niczym nie pomoże.
8262:  Zresztą też zależy od polonistyki.
8264:  Na przykład na wielu polonistykach jest tak, że uczą jakichś kompletnie przestarzałych zasad i można dostać szału.
8279:  To nie jest dziura, tylko przerwa w ciągłości mostu, coś w tym jest.
8286:  A, no i żeby nie było, ja mówiłem o edytorstwie na UJ, bo tam wiem, jak to funkcjonowało, znam ludzi po edytorstwie na UJ, wiem, że nie dostali nigdzie wymarzonej pracy.
8296:  Dostali niewymarzoną.
8298:  A później i tak to wszystko, co się... co jest dla nich najcenniejsze w pracy zawodowej, dowiedzieli się pracując z doświadczonymi redaktorami.
8309:  Albo...
8311:  realizując swoje własne zlecenia.
8315:  Czy podpalimy echidnę, która jest w wodzie?
8317:  Tak.
8317:  Tak się właśnie stanie.
8323:  Muszę powiedzieć, że walka z tymi potworami tutaj, gdzie nie możemy skakać, nie możemy pływać i bez przerwy spadamy, jest koszmarem.
8334:  Assassin's Creed Origins Odyssey Valhalla na streamie Hot or Not.
8338:  Zbyt nudna gra, moim zdaniem, na stream.
8342:  I repetytywna.
8344:  Co nie oznacza, że nie lubię w swoim czasie sobie grać, ale z Ubisoftem mam ten problem, że ja mam na nich swoje własne embargo, które jest dwuletnie.
8354:  To znaczy nie gram w gry Ubisoftu, póki nie miną dwa lata przynajmniej.
8358:  I nie zostaną wszystkie bugi załatane.
8362:  Czym jakieś materiały dla informatyków odnośnie do programowania?
8365:  Nie, tutaj wam nie pomogę niestety.
8369:  To jest dziura w moim własnym wykształceniu.
8375:  Tamara, potrzebuję takie książki edytorstwie.
8377:  To wypingaj mnie na Discordzie, okej?
8379:  Możesz być na kanale o edukacji.
8382:  Podrzucę ją tam.
8383:  W ogóle muszę coś wymyślić, żebyśmy mieli takie miejsce na Discordzie, żebym mógł wam linkować stale różne moje biblioteki PDF-ów, to by się przydało.
8394:  ArcyArt, ja ci dam serio życie, witaj.
8404:  O, Udemy, jeżeli chodzi o programowanie, tak, potwierdzam, mój przyjaciel uczył się tam właśnie i z Khan Academy również.
8412:  Ale, moi drodzy, jest postęp, zbliżamy się do tej latarni.
8420:  Czy Krzysztof przeskoczy przez most?
8423:  Krzysztof przeskoczył przez most.
8425:  No, jestem.
8433:  Dobrze, że jesteś.
8435:  No to jak?
8435:  Pomożesz staremu Nidasowi zdobyć czarną perłę dla żony?
8440:  Wolałbym to już mieć za sobą.
8442:  Strzyka mnie w kościach od tej wilgoci.
8445:  Okej.
8447:  Chodźmy.
8448:  Chodźmy, tylko przygotuj się, że jeszcze ci w kościach postrzyka.
8452:  W suchym miejscu perły raczej nie znajdziemy.
8455:  Wzięliśmy od niego zlecenie w Nowigradzie?
8457:  Naprawdę?
8457:  Naprawdę?
8458:  W ogóle tego nie pamiętałem.
8481:  Powiem wam, że to... to krzesło jest ciekawe, to znaczy z jednej strony jest wygodne, ale z drugiej strony trzeba się do niego mocno przyzwyczaić.
8490:  Ten proces jeszcze u mnie trwa.
8493:  Bardzo trzeba być wyprostowanym, bo ja normalnie już na tym etapie Steamu gdzieś się zaczynałem garbić.
8498:  To tu mówią, że jak zejść pod wodę, to zaraz widać małże.
8501:  Problem w tym, że tylko niektóre skrywają perły, a czarne są już prawdziwą rzadkością.
8506:  No, ale jak dość długo poszukasz, to w końcu jakąś znajdziesz.
8510:  Aha, czyli to ja mam drukować.
8515:  No, bo widzisz, całe życie w piechocie służyłem, więc za morzem nie przepadam, a i płuca już nie te, co kiedyś.
8523:  Także, no tak...
8526:  Cóż, klient nasz pan.
8530:  Pojawiają się na czacie nowe propozycje obok Udemy, Stack Overflow oczywiście i jeszcze coś widziałem przed momentem, a chciałem, żeby to wsiąkło.
8544:  Pluralsight jest jeszcze polecany i Free Code Camp.
8547:  Serio Życie pisze o książce o edycji, że tam jest ściana tekstu i wyedytuj go sobie.
8553:  To rzeczywiście tak by mogło wyglądać, gdyby to było w polskiej szkole, ale taki eksperyment kiedyś zrobił... Jakżeż on się nazywał?
8565:  Autor życia i myśli jaśnie wielmożnego Tristrama Shandy, Laurence Stern, przypomniałem sobie.
8571:  Mianowicie autentycznie, zamiast pisać opis jakiejś bardzo rozbudowanej matrony, czy innej bohaterki, w swojej osiemnastowiecznej powieści, nic innego nie zrobił, tylko walnął wielki prostokąt i napisał, narysujcie ją sobie!
8586:  Elo!
8587:  Znaczy, Elo już nie powiedział.
8590:  A więc syreny są też pod wodą.
8593:  Wolę je w tej postaci.
8598:  Ile za krzesło dałem?
8599:  Nie zadawajcie mi takich pytań.
8602:  O!
8603:  W sumie dostałem je w prezencie, więc dzięki temu mogę się wykaraskać jakoś z tego, bo ono było robione na zamówienie, pod wagę i pod wzrost, więc cena bardzo indywidualna.
8615:  Ale normalnie Emboadii chodzą za jakieś wysokie parę tysięcy, niestety.
8621:  Czemu nie widzę tych pereł?
8624:  Dobra, musimy zażyć eliksir, bo to... To potrwa.
8631:  To jest orka?
8632:  Dobrze pamiętam.
8633:  Tak.
8634:  Orka na Ugorze w tym przypadku.
8643:  Aaa!
8644:  Jest!
8647:  Jest!
8652:  Perły przed wieprze.
8657:  Jeszcze tu jakaś była, widziałem.
8660:  A!
8660:  Za nami.
8663:  Jeszcze tam.
8664:  O kurwa, musimy natychmiast się wynurzać.
8668:  Geralt, nie giń!
8669:  Nie giń!
8670:  Boże, Drogi!
8671:  Panikuję!
8672:  Dekok Trafarda Białego!
8677:  Jak ja nie znoszę takiej sytuacji, ona jest tak traumatyczna!
8686:  Zawsze wtedy mi się przypomina, jak mnie straszyli ludzie w Kryspinowie, to jest zbiornik wodny, zbiornik pod Krakowem, kąpielisko, nazwijmy to w ten sposób, i tam są prądy zimne.
8704:  Zawsze mnie wszyscy ludzie straszyli, że jest taka sytuacja i podobno rzeczywiście tak się zdarzało nawet wytrawnym nurkom,
8711:  że jak taki prąd zimny złapie człowieka, no to właśnie można bardzo dobrze pływać, ale wciąga on akurat tam pod wodę, bo to są takie kominy, z uwagi na to, że Kryspinów był robiony w kopalni odkrywkowej i zostały te kominy, w których się robią dziwne prądy, zimne bardzo, i one zasysają w dół.
8734:  Właśnie mi się to teraz przypomniało.
8735:  Nieprzyjemna rzecz.
8740:  Nieprzyjemna.
8744:  Krzysztof zapomina o oddychaniu.
8746:  Trochę tak.
8751:  Czy będziemy mogli wysko... Nie, nie, nie, nie.
8754:  Nie można wyskoczyć.
8756:  Geralt może walczyć z widługonami, oślizgami, wivernami, ale... Żeby tak wyskoczyć, to ciężka sprawa.
8769:  Kretyn!
8770:  Co walczysz z utopcami?
8771:  Zostaw to Wiedźminowi!
8785:  Dlaczego Krzysztof siedzi w habicie dominikańskim?
8788:  Ponieważ Dominikanie to są Dominikanes!
8791:  Psy!
8792:  Pańskie!
8794:  Więc to jest, wiecie, closest thing to duck's hand.
8797:  A dlaczego te miecze nie przy pasie dędają?
8802:  Miecze me przy pasie nie dędają po to, żebym mógł ich dobyć chwacko i uratować cię z opresji, idioto.
8810:  Wszystko w porządku?
8812:  Drasnęły mnie tu i tam, ale jak pod sodeń się wylizałem, to i to wytrzymam.
8817:  Jak tam?
8818:  Udało się?
8819:  Czarna perła, tak jak chciałeś.
8823:  Piękna i wyjątkowa, niczym moja letta.
8826:  Widzę, że oślizgi zostały docenione.
8830:  Cieszę się.
8830:  Albo nawet tydzień przepustki w zamtuzie.
8833:  Zadowolę się pieniędzmi.
8835:  A tak, właśnie, słuchaj, głupia sprawa.
8840:  Nie wziąłem ze sobą złota.
8842:  Przepustka w zamtuzie?
8844:  Na czym polega przepustka w zamtuzie?
8846:  Znaczy, chodzi o balon na... i balon?
8850:  Znaczy, talon na...
8853:  Cokolwiek tam chcecie i balon?
8854:  Czy to jest jakaś inna przypustka?
8856:  Ja zastanawiam się.
8859:  Karnet, nie?
8864:  Karta stałego klienta.
8868:  Na baton i balon, tak jest.
8871:  Jak się czuję po opanowaniu magii ognia?
8874:  Fantastycznie.
8875:  Multisport w zamtuzie.
8882:  Spotkajmy się w Nowigradzie.
8884:  Wtedy ci zapłacę co do grosza.
8886:  Słowo piechura.
8889:  Słowo piechura.
8891:  Mhm, ta.
8891:  Już to widzę.
8896:  Ale dostaliśmy punktów doświadczenia!
8899:  O!
8900:  O!
8906:  Kozy!
8910:  O, mleko.
8912:  To jest coś, co mnie by się przydało.
8914:  F5.
8918:  To znaczy, sprecyzujcie.
8923:  Dominikanie to wyznawcy Dominika Bossa.
8931:  Zdecydowanie wolę ich w takiej inkarnacji, niż w ich obecnej.
8935:  Zwłaszcza po tych rzeczach, które się podziały we... To było we Wrocławiu?
8939:  Pamiętam.
8941:  Dominikanie zawsze uchodzili za tych fajnych do momentu, w którym się nie okazało, że sobie robili fajną sektę.
