Każdy. Pytajnik. Na. Skellige — WITCHER 3 Livestream #16
🔗 https://www.youtube.com/watch?v=4pCo34gbPZU

3:  Moi drodzy, witajcie.
7863:  Mogłem się domyślić, że mówimy o Wiedźminie.
7866:  Tak, pamiętam, ja miałem build na Maga Ognia.
7868:  Wszyscy mówili w Wiedźminie Pierwszym, Krzysztof, jest taka trudna walka tam na końcu, że jest... Przepraszam za spoilery, ale zawsze jest walka z bossem na końcu.
7878:  Mistrz Zakonu Płonącej Róży, ojoj, Krzysztof, w ogóle jak to i co?
7883:  Moje doświadczenie w walce z mistrzem Zakonu Płonącej Róży wyglądało... Igni, Igni, koniec!
7889:  Tam można było bardzo zboostować sobie znak Igni, o tak.
7897:  Z burgerowni jest polecany corner burger i gruba buła.
7900:  Uuu!
7902:  Mniamuśnie!
7905:  Mniamuśnie!
7910:  Czy ja... Popatrzcie, wieloryb znowu.
7916:  Geralt już się nauczył, że jest nie tylko sternikiem, Geralt jest sobie sterem, żeglarzem i okrętem, ale również operatorem balisty.
7933:  Incydentalnie to jest też sposób, w jaki gram we wszystkie FPSy i to jest też powód, dla którego nigdy ich nie będę streamował.
7939:  To znaczy Krzysztof w FPSy gra w ten sposób, że biegnie i maniakalnie strzela absolutnie do wszystkiego, co się rusza.
7947:  Dlatego też FPS-y mnie nie lubią, ponieważ wszystkie systemy ograniczania szybkostrzelności i wielostrzelności w postaci amunicji to jest bardzo nieprzyjemna rzecz.
7960:  Oho, znowu mamy... Dobrze, że możemy pływać z dużym obciążeniem.
7965:  Czy jutro będzie Warhammer?
7967:  Myślę, że tak.
7969:  Chociaż zastanawiam się, możemy zrobić sondę małą, bo jak raz nie mam pomysłu.
7977:  Albo myślałem sobie nad tym, żeby coś zrobić z Imperium lub Krasnalami, albo żeby robić dalej questy w Wiedźminie.
7989:  Tylko tym razem questy questy, to znaczy pójść w stronę... Potrzebujemy bezwzględnie pójść w stronę pierwszego dodatku.
8001:  Zwłaszcza, że w przyszłym tygodniu, w sobotę, nie będzie streamu, bo jestem u przyjaciół i będzie trzeba coś wykombinować.
8012:  Nie wiem, może się uda zrobić wyjątkowy stream środowy, ale krótki i wtedy na wyjątkowy stream środowy się nadaje akurat idealnie Warhammer, przy czym on będzie wtedy później niż zwykle, bo w środę mam wykłady.
8025:  A ponieważ ja nie mam wykładów rano, to one są relatywnie późno.
8029:  Geralt się dusi.
8030:  Ginie.
8033:  Jesteś serem z czużym żołnierzem.
8041:  No nie będzie w przyszłym tygodniu w sobotę streama.
8043:  Właśnie, właśnie.
8044:  Też zasmucająca sprawa.
8048:  Ile tego krapu tutaj jest.
8051:  Wielkie nieba.
8054:  Wszystkie te miecze mają gorsze parametry od tego, które my i tak będziemy ulepszać.
8060:  Moglibyśmy zarobić na tym majątek absolutny.
8062:  A, jeszcze dostaliśmy siodła, świetnie.
8065:  Dobra.
8069:  To jest exploration for the sake of exploration.
8074:  Okej, ale będę narzekał potem na brak pieniędzy.
8078:  Będzie trzeba wygrać i to dobrze, we wszystkich tych rozgrywkach w windach, gdzie można podać, postawić dużo pieniążków.
8086:  Proszę, jaka piękna i czysta mapa.
8089:  Teraz wybieramy się w tę stronę, to znaczy na północ.
8095:  Ja myślę, że God of War będzie godny ogrania na streamach, jak wyjdzie, ale zobaczymy, jak to będzie z tym naszym kalendarzem, bo przez to, że na kanale dzieją się różne rzeczy i nie tylko gamingowe, to mamy mało slotów, które... O Jezus, użyłem słowa sloty.
8110:  O, zasługuje na wybatorzenie.
8115:  Dobra.
8117:  Dla niezorientowanych sloty to jest coś, co teraz prowadzono w rozliczeniach naukowców, że nie ma publikacji, tylko są sloty na publikacje, które muszą być wypełniane.
8130:  Więc w sobotę nie ma stimu, dlatego jestem w Katowicach i nie da rady.
8135:  Czasami jest tak, że są takie zaproszenia, których nawet Krzysztof nie odmawia.
8139:  Dobra, gdzie jest ten pytajniczek?
8141:  Czy on jest?
8141:  On jest chyba przy tych skałach, tak.
8146:  Tak, chcę wszystko to wyczyścić, bo to jest rzecz, której nie zrobiłem przy pierwszym swym przejściu Wiedźmina.
8152:  I nie, nie może tak być.
8158:  Ulepszymy kuszę, askaweński alchemiku.
8160:  Wiem, że jest żałosna, ale tak samo żałosna jest nasza zbroja.
8163:  Też wymaga ulepszenia.
8167:  ale wbrew pozorom obrażenia, jakie zadajemy tym przeciwnikom, nie są jakoś przesadnie zależne od tego, jaki jest poziom naszej kuszy.
8175:  Chodzi mi o to obrażenia na auto-aimie.
8184:  Litości, litości.
8188:  Ja chcę zejść!
8191:  Żebyśmy tylko nie zatonęli.
8195:  To będzie pewien problem.
8197:  Kontrabanda numer 77.
8199:  Szczerze?
8201:  Uważam, że Redzi bardzo duży błąd zrobili z tym, że jest głównie kontrabanda na tych znacznikach.
8207:  Wolałbym, żeby było więcej takich sytuacji jak ta, której doświadczyliśmy.
8218:  Dobra.
8223:  Jaki jest mój wzrost?
8224:  Nie jest dziwne pytanie, nie ma dziwnych pytań.
8226:  Metr osiemdziesiąt dwa.
8227:  Ale to jest dziwne, że pamiętam te liczby, bo ja nie mam pamięci do liczb.
8232:  Zawsze mam problem, bo jak mnie pytają o numer kołnierzyka w jakimś sklepie, to podaję numer buta i odwrotnie.
8239:  Wiecie co?
8239:  Nasza łódka nie wygląda na... Nie wygląda na zdrowo.
8247:  Znaczy mam... O nie!
8254:  Utknęliśmy.
8261:  Co jest?
8264:  Co jest?
8267:  Co jest z naszą łódeńką?
8274:  Co jest z naszą łódeńką?
8275:  Dlaczego toniemy?
8277:  To nie jest łódź podwodna!
8280:  Wielkie nieba!
8283:  Co za przygody!
8290:  Dobra, nurze płynąć i strzelać do Echidn.
8305:  Gier kooperacyjnych nie lubię Oria specjalnie.
8308:  Dla mnie doświadczenie gry jest bardzo indywidualne, wbrew pozorom.
8312:  Ta sytuacja, którą teraz mamy, dla mnie jest idealna, to znaczy mogę sobie z wami gawędzić i równocześnie pogrywać, jaki piękny miesiąc się srebrzy na niebie, a gra kooperacyjna prędzej czy później zmienia się w rywalizację.
8325:  O czym wiem, bo czasami pogram albo ze studentami, albo ze znajomymi i zawsze jest to samo.
8331:  Krzysztof, źle grasz tą postacią.
8335:  Krzysztof, zmień broń na inną.
8338:  Krzysztof, dlaczego grasz magiem?
8340:  Krzysztof, Krzysztof, Krzysztof, Krzysztof!
8343:  Ja nie mogę.
8344:  Ja wiem, że to jest zawsze albo właśnie po to, że drużyna będzie teraz efektywniejsza i przez ciebie nie jesteśmy tak efektywni.
8354:  O, okropność.
8356:  Nie znoszę, nie znoszę.
8364:  Ale rozumiem, że są ludzie, którzy uwielbiają to doświadczenie.
8368:  Ja to jestem w stanie w 100% zrozumieć.
8370:  Tylko to nie jestem ja.
8371:  I nigdy nie byłem, co więcej.
8373:  Zawsze miałem z tym problem.
8374:  Dla mnie, wiecie jaka sytuacja była najlepsza zawsze i to jest jedyna rzecz, którą bym rozważył?
8378:  To znaczy jakaś turówka typu Heroes 3 albo... Warhammer nie mam pewności, ponieważ z Warhammerem jest tak, że te tury się tak wydłużają, że po całym streamie bylibyśmy na siódmej turze czy ósmej.
8391:  Ale taki Heroes?
8393:  To jest okej.
8395:  Natomiast każda inna gra, że idziemy drużyną i wyrzynamy potwory zmienia się w którymś momencie w festiwal porównywania długości penisów i to nie jest coś, co jestem w stanie zdzierżyć.
8406:  I to nawet nie jest to, że to jest złościwe czy coś, tylko bardzo dużo ludzi robi to bezwiednie, a ja się wtedy też triggeruję, ponieważ wiem, jakie są tego przyczyny najczęściej i to mnie jeszcze bardziej denerwuje i zamiast, żeby wypoczywać, denerwuję się.
8423:  Czy będę wkładał na jakiś specjalny event?
8425:  Nie, nie, to całkowicie prywatna wizyta jest.
8429:  Ja, jeżeli chodzi o eventy, to chyba najbliżej będę na Nordconie, jeśli ktoś... Tak?
8435:  Tak, na Nordconie, jeżeli ktoś się z Was wybiera, bo zostałem zaproszony.
8441:  Nie wiem, jak będzie z innymi konwentami.
8448:  To tak, w niedzielę przyszło będzie na 1000% Wiedźmin.
8451:  Możemy sobie jeszcze raz zrobić dziady, jak chcecie.
8457:  I wieśniaki, tak, tak.
8462:  Wiecie co, prędzej czy później mam takie doświadczenie, że ktoś zaczyna tryhardować, nawet jeżeli nie ogarnia jakiejś gry, bo to jest trochę naturalne.
8469:  Przyzwyczailiśmy się, że gry wideo
8473:  o tym są.
8474:  Bardzo dużo analiz groznawczych też mówi, że taki ważny komponent gier wideo to jest komponent sportowy.
8479:  Ja uważam, że to jest nieprawda, bo inaczej by się nie wykształcił e-sport jako subdyscyplina.
8487:  No na Pyrkon to mógłbym się wybrać, tylko nigdy nie wiem, kiedy jest.
8491:  Wiem, że jakiś konwent został odwołany i nie pamiętam, który.
8499:  Więc tam mógłbym się wybrać.
8502:  Mój pek oczywiście polega na tym, że zwykle jak chcę się wybrać na jakiś konwent, to jest jakaś konferencja lub coś innego, na którym muszę być.
8508:  Ale udało się z Dniami Fantastyki, więc nie jest już źle, moi mili.
8513:  O, teraz topielce nas atakują, to dobrze.
8524:  Dobra.
8529:  Co tutaj jest na dole?
8538:  Jest bardzo mało, wbrew pozorom, tym razem tutaj nie ma skrzyneczki, jest bardzo, chyba że czegoś nie widzę, to jest możliwe, weźmiemy orkę, jest bardzo niewiele gier tego typu, jak Wiedźmin Fantasy.
8551:  Ja mam ten problem, że kocham absolutnie Setting Fantasy i niewiele gier jest w stanie mnie zatrzymać przy sobie na tak długo.
8559:  Chyba utknęliśmy.
8562:  Więc moje słowa stały się coraz... stały się jeszcze bardziej prorocze.
8567:  Geralt, spieprzaj stąd szybko.
8569:  Widzę skrzyneczkę.
8570:  G-Geralt.
8572:  Uciekaj.
8573:  Geralt, uciekasz, u-utoniesz.
8582:  Tęsknię za nekkerami, właśnie, prawda?
8584:  Właśnie.
8593:  Zawiniemy zaraz do jakiegoś portu i zrobimy sobie... Mmm.
8602:  Moi drodzy, zaraz zawiniemy do jakiegoś portu tutaj.
8605:  Tak mi się wydaje, bo to jest chyba najbliżej.
8608:  Teoretycznie jeszcze moglibyśmy do stóp giganta popłynąć.
8611:  Może to jest jeszcze rozwiązanie.
8614:  Tak.
8615:  Zrobimy wpierw ten obszar.
8624:  Ulepszenie zbroi, mówicie?
8626:  Dobra, ulepszmy zbroję.
8628:  Gdzie jest jakiś najbliższy kowal?
8631:  Tu jest... nie chcę tutaj.
8633:  Gdzie jest jakiś dobry kowal na Skellige?
8636:  Pamiętacie, gdzie jest jakiś dobry kowal na Skellige?
8638:  O, tutaj widzę, że jest kowal, w Kaer Myr.
8644:  Mówiliście, że można mieć szybką podróże.
8647:  Tak jest, Stachu, to jest czas czyszczenia pytajniczków, ale nie można mieć szybkiej podróży z łódki.
8653:  Mówiłem wam, że jest coś nie tak, chyba że musimy wstać.
8655:  Jeszcze taka opcja.
8663:  Okej.
8668:  A, do portu tylko.
8673:  Nie.
8677:  Tam, gdzie jest kotwica?
8680:  Wielkie nieba.
8680:  Gdzie jest kotwica?
8682:  Wydawałoby się, że w Kartrolde powinna być.
8684:  Port.
8686:  Nie ma.
8689:  Ikona kotwicy.
8692:  Wielkie nieba.
8693:  Gdzie jest najbliższa ikona kotwicy?
8696:  To ja się obawiam, że na Skellige takiej nie widziałem.
8704:  Dobra, złapmy za ster łódki.
8707:  Wiecie ewidentnie coś, czego ja nie wiem.
8712:  Okej.
8719:  Nie jest to mechanika, której kiedykolwiek bym używał, więc dla mnie to jest absolutna nowość.
8724:  I ja tutaj, moi drodzy, żadnej kotwicy nie widzę.
8728:  Może jestem ślepy, to jest możliwe, ale nie widzę kotwicy.
8736:  Jak to nie usiadłem?
8737:  Jesteśmy.
8738:  Siedzimy sobie radośnie, radośnie na udelnice.
8748:  Okej, oddaję wam, oddaję wam hołd.
8752:  Jest, jest kotwica.
8756:  Przyznaję, pierwszy raz w życiu to widzę.
8763:  Aaa, czyli to jest fizycznie szybka podróż łódką, okej.
8766:  No ma to sens.
8768:  Jest to nawet... Jest to nawet imersywne.
8773:  Dobrze i mamy następną łódeńkę.
8775:  Świetnie.
8778:  Dobra.
8779:  Geralt, wysiadaj stąd.
8783:  Okej.
8787:  Nurze do kowala.
8793:  Jak to stwierdzą na streamie?
8794:  Zobaczymy.
8795:  Kiedyś będzie.
8796:  Kiedyś wszystko będzie.
8799:  Nigdy nie jest za późno na to, żeby mieć atak nagły nostalgii.
8805:  Jeszcze raz sprawdźmy, gdzie to jest, bo ja już się zdążyłem pogubić.
8808:  Okej, to jest długa droga.
8810:  Dzień dobry, wieczór Krzysztofie, witajcie wszyscy nowo przybywający, mamy najnudniejszym stream świata dzisiaj, to znaczy odhaczamy kolejne pytajniczki na Skellige i okazjonalnie robimy sobie przerwę, żeby czaty nie umarły z nudów i sprawdzamy na przykład czy da się ulepszyć naszą zbroję, to jest to co robimy w tej chwili.
8828:  Och, to byłoby świetne, gdyby dało się ukraść Drakkar.
8831:  Właśnie.
8832:  Tego mi tutaj brakuje, żeby jeździć takim wielkim statkiem jak w Assassin's Creed Odyssey i napieprzać do innych statków.
8838:  Boże, jakie to byłoby wspaniałe.
8840:  Genshin Stahu bardzo jest wątpliwy, ponieważ im dłużej gram w Genshin'a, tym bardziej nienawidzę mi Hoyo, co jest pewnym przeciwwskazaniem.
8849:  Po drugie, średnio się czuję z promowaniem gry, która bardzo mocno promuje hazard.
8855:  bo jednak statystyki kanału nie kłamią i sporo jest młodych widzów, więc źle się z tym czuję.
8861:  I trzecia kwestia, żeby zrobić sensowny stream z Genshin, a dla mnie sensowne streamy to jest 4 godziny minimum.
8869:  Mój najdłuższy czas przy Genshinie, włącznie z contentem fabularnym, to były jakieś 2 godziny.
8874:  Max 3.
8875:  Nie jestem w stanie grać w tę grę dłużej, więc...
8879:  Są różne mechaniki, które tam blokują grę, jak na przykład ten idiotyczny system rodzynek, które się odnawiają co jakiś czas i strasznie to dużo rzeczy utrudnia.
8890:  Kiedy kolejna część Dune'y, Red Angel powróciła z kina i jak wrażenia, jak wrażenia, Warner tylko zapowiedział, że będzie, nie dali jeszcze daty żadnej.
8902:  Oj, zagramy sobie w gwinty, absolutnie.
8905:  Jak ja nienawidzę Skellige, pisze Magnus.
8907:  Jak na premierę robiłem pytajniczki na 100%, a potem nie mogłem zasnąć, bo je przed oczami widziałem.
8911:  O tak, o tak.
8915:  O, cieszy się Enigma, że nadrabiasz stare streamy z Warhammera 2.
8920:  Świeży jak najbardziej.
8922:  Dobrze.
8923:  Moi drodzy, oczywiście, że zagramy zaraz Gwinta, bo nie ma innej opcji, ale na początek kusza.
8928:  Proszę.
8928:  Pierwszy dialog od... Nie wiem kiedy.
8937:  Ogłoszono tydzień matematyki stosowanej.
8939:  Populacja wściekłych dziekanów zwiększa się.
8941:  Tak jest.
8944:  Dobrze.
8949:  Popatrzcie.
8950:  Legendarny srebrny miecz gryfa jest gorszy od tego, co mamy.
8957:  Smutne.
8958:  Ale to się nam przyda na pewno w wielkiej liczbie.
8961:  Ech.
8969:  Dobrze.
8975:  Okej.
8979:  To się nam przyda, dobra.
8982:  Następnie, gdzie jest kusza?
8985:  Kusza, broń, bełt.
8990:  Pewnie będzie u kogo innego, to znaczy nie u kowala, chyba, tak mi się wydaje.
8996:  Ulepszony legendarny będzie lepszy.
8998:  A jak jest właśnie z naszym mieczem?
8999:  Bo ja nie pamiętam, jak jest z naszym mieczem.
9006:  Ekwipunek.
9008:  Dobra.
9010:  Nie no, tu mamy ulepszony legendarny stalowy miecz Gryfa, to miecze są akurat odpowiednie absolutnie.
9017:  Nie możemy chyba jeszcze bardziej ulepszyć, tak mi się wydaje.
9022:  Tak, otwórz menu.
9024:  Nie chciałem zrobić bełtów przebijających.
9027:  Chyba nie mamy, nie mamy legendarnego.
9032:  Bo ulepszony legendarny my już mamy.
9033:  Nie mamy jeszcze następnego poziomu.
9035:  To jest smutna informacja.
9036:  Czyli one są w Toussaint.
9039:  Sprawdźmy jeszcze u płatnerza, czy u niego nie da się czegoś zrobić, bo wydaje mi się, że są osobne rzeczy do płatnerza.
9044:  Płatnerz.
9047:  Sądzę od Matlandii.
9048:  Nie wiem, o czym mówisz.
9050:  Ale nie obrażę się za wyjaśnienie.
9053:  Sermovento pyta, czy warto przesłuchać Dune przed pójściem do kina.
9055:  Moim zdaniem nie.
9056:  To znaczy, będziesz się cieszył tym filmem tak samo.
9060:  Bez znajomości Duny.
9061:  Pokaż mi swoje towary.
9067:  Okej.
9069:  Przy okazji możemy posprzedawać trochę.
9076:  Nie no, nie jest tak źle z naszymi pieniędzmi.
9081:  Rzekłbym.
9084:  Nie jest tak źle.
9085:  Możemy nawet kupić sobie glif quen, ponieważ nas stać.
9090:  A glifów nigdy za wiele.
9092:  Możemy też sprzedać jakieś... O, szansa na zatrucie.
9095:  Nigdy tego nie użyłem i nigdy tego nie użyję.
9100:  A słusznie mówiliście, że one zapychają nam.
9102:  Szansa na zamrożenie.
9105:  Nie mam wystarczającej ilości pieniędzy.
9107:  No proszę.
9107:  No proszę.
9109:  Okej.
9110:  Zobaczmy rzemiosło raz jeszcze.
9117:  Tutaj nie ma... Nie ma kuszy.
9121:  Ooo!
9123:  Wyśmienite, legendarne spodnie cechu gryfa.
9126:  Robimy.
9130:  Dobrze.
9132:  Rękawi...
9135:  Wyśmienite legendarne rękawice.
9141:  Czas na wyśmienity legendarny pancerz.
9146:  Co to znaczy, że brakuje?
9148:  Co to znaczy, że brakuje?
9150:  Dwimeretowa blacha.
9151:  W jaki sposób możemy zdobyć dwimeretową blachę?
9155:  Ja się pytam.
9159:  Dobra, dwimeretowa blacha.
9164:  Czy ona jest do kupienia?
9165:  Może to będzie prostsze.
9171:  Z ciemnej stali, nie widzę.
9173:  Ale mamy mnóstwo kraft ze sztab dwimerytu, czyli da się.
9177:  Dobrze, to robimy.
9181:  To powinno być w jakiś składnikach, nie?
9182:  Składnik rzemieślniczy, tak.
9185:  Dwimerytowa blacha.
9188:  Raz.
9189:  Dwa.
9191:  Świetnie.
9192:  Teraz czas.
9193:  Wyśmienita legend... Wyśmienita legendarna zbroja.
9197:  Dobrze.
9200:  Jestem zachwycony.
9201:  Ale nie ma kuszy.
9203:  Gdzie się robi kusze?
9210:  Kiedy Minecraft na Steamie?
9211:  Natalio, nigdy.
9212:  Sorry, ale jest dla mnie nieimersywny kompletnie.
9215:  Lubię to oglądać, jak czasem ludzie się bawią, ale nie umiem w to grać.
9221:  Nie na mój mózg.
9225:  Tylko zbroja kota ma kuszę?
9228:  A, to wiele wyjaśnia, bo chyba nie mamy schematu.
9231:  Dobrze.
9234:  Czas na to, na co wszyscy czekamy.
9236:  Włączcie ze mną.
9239:  Zaraz będzie trzeba te barwy na zbroi przywrócić.
9257:  Na siedząco ja mogę tańczyć w nieskończoność.
9264:  Jest szpieg.
