Kraina tysiąca waśni — WITCHER 3 Livestream #24
🔗 https://www.youtube.com/watch?v=DnHkIKiOKjE

1:  Wiedźmin i sobota.
6673:  Krzysztof od wczesnych lat źle reagował na coś, czy na kogoś, jeżeli wiązało się to ze zmuszaniem jego do robienia czegokolwiek.
6683:  W związku z powyższym, za pierwszą łyżką wmuszonej fasolki po brytońsku, która została mi wypchnięta siłą do gardła, wyrzygałem całość fasolki, smacznego dla wszystkich, którzy czasem jedzą teraz, na panią przedszkolankę.
6697:  No i oczywiście dostałem za to nagane, prawda, i byli wzywani rodzice, ale jakby przypominam sobie tę anegdotę, jak się zastanawiam nad tymi wszystkimi historiami o tym, jaka to szkoła i przedszkole są bardzo potrzebne i zdrowe jedzonko.
6709:  Do dzisiaj.
6710:  Nie wiem, nawiasem mówiąc, fasolki po brytońsku dzięki temu.
6716:  Jesus, Jesus, dokładnie.
6724:  Jak może dziecko dostać nagrane za to, że się w przedszkolu zrzygało?
6727:  Nie mam pojęcia.
6728:  Tam w ogóle były tam metody.
6730:  Wysłali też nas na leżakowanie, pamiętam, i przywiązywali rękę do leżaka, żeby nie można było wstać.
6736:  Ja mam dużo takich historii, tylko mi się nie przypominają szybko.
6740:  Co właściwie dzieje się w mieście?
6743:  Leje się krew, więc musimy się śpieszyć.
6747:  Fajnie, w krainie bajek czas płynie inaczej.
6749:  Możemy tu siedzieć i tydzień, a na zewnątrz minie tylko kilka minut.
6755:  No, leżakowanie to była zbrodnia, wojna, dajcie spokój, chociaż dzisiaj to bym chętnie sobie poleżał, ale to tylko pokazuje, jak można rzecz, która jest całkowicie neutralna, znaczy leżenie, jak można zrobić z niej karę, jeżeli jest się psychopatą.
6771:  Nie umiem tędy przejść.
6774:  Mam wrażenie, mam wrażenie, że nie umiem tędy przejść.
6783:  Uważaj, skrzaty!
6785:  O, i co, co ja słyszałem przed chwilą?
6787:  Krzysztof, popełniasz zbrodnie wojenne!
6790:  Ksenocyt!
6791:  Zabijasz obcych!
6792:  Niewinne istoty!
6793:  Niewinne istoty?
6795:  Niewinne istoty?
6796:  To są niewinne istoty, waszym zdaniem?
6798:  Powiem wam, co to są niewinne istoty.
6801:  Takie, które nie płoną!
6805:  Jeżeli coś płonie, oznacza, że jest winne.
6810:  Dominikanie o tym wiedzieli, jak spisywali Maleus Maleficarum.
6815:  Jest zabawne, że Dominikanie dzisiaj uchodzą za najłagodniejszy zakon, a tymczasem to byli Dominikane, psy pańskie.
6832:  A, projekcje skrzatów, okej, okej.
6837:  Odin is with me pisze, ja kiedyś do przedszkola przyniosłem zabawkę, którą dostałem w prezencie i pani mi zabrała na leżakowanie.
6841:  Nigdy więcej jej nie zobaczyłem.
6843:  A, czyli kradzież, tak?
6845:  Kradzież jest dobra.
6847:  Dzieci, pamiętajcie!
6849:  Kradzież jest dobra, jeżeli kra... Ooo, jeżeli kradnie właściwa osoba.
6854:  Jak tu jest przepięknie!
6861:  Jak tu jest przepięknie!
6866:  Muszę powiedzieć, że w porównaniu z tym kaprysowo z Diablo 3 to jest śmieszna satyra.
6873:  Proszę bardzo, są jednorożce.
6876:  Ja chcę różowego!
6878:  Ja chcę różowego!
6887:  Akcji rzadkie użycie.
6889:  Coś w tym jest.
6896:  Wolałbym nie.
6898:  Cholera, zaraz go zagryzą!
6931:  O nie!
6931:  O nie!
6932:  Ratunku!
6933:  Ratunku!
6934:  Ratunku!
6935:  Pomocy!
6936:  Wilki!
6938:  Tylko nie to!
6939:  Tylko nie to!
6941:  Aaaa!
6943:  Dobrze, że... Te są jakieś mniej groźne.
6946:  Ha, ha, ha!
6948:  Tymczasem Sjana rącz odswałuje na jednorożcu.
6953:  Profilaktyczny wil... Tak, to jest Nemezis tego streamu.
6956:  Dajcie spokój.
6958:  Ha, ha, ha!
6961:  Spokojnie.
6963:  Już po wszystkim.
6963:  Wcale nie!
6969:  Tam jest jeszcze jeden wilk!
6969:  Za tobą!
6970:  Nie przejmuj się.
6970:  On zawsze kłamie.
6973:  To ten chłopiec, który ciągle krzyczał, że idą wilki, aż ludzie przestali mu wierzyć.
6979:  Ten sam.
6980:  Słuchaj, mały.
6981:  Jaś mówił, że wiesz, co się stało z jego trzema facolkami.
6984:  Wcale, że nie wiem!
6984:  A w ogóle to uwaga na wilki!
6994:  Kinga pyta, czy urlop dziekański to lepszy pomysł niż rzucenie studiów.
6997:  Na pewno jest to dobry pomysł w tym sensie, że zrobisz sobie przynajmniej gap year i odpoczniesz.
7001:  Myślę, że to jest dobry pomysł.
7004:  Dominika pisze, że wbiła w dziwnym momencie wilki, grzybki, jednorożce, wbuchanie ogniem i rude dziecko.
7010:  Tak.
7014:  O, fun fact, gdybyś nie robił tego na New Game+, tylko grał pierwszy raz, zrobiłbyś teraz save?
7020:  I dopiero potem New Game Plus, to miałeś płotkę jako jednorożca od początku.
7023:  Ojej, wspaniałe.
7025:  Żółwik dopytuje, korzystam z pauzy dialogowej, jak widzicie, że na jednym strumyku mówiłem o pustyni i puszczy jako o świecie, którego już nie ma przeciwieństwa do fantasy, który jest jakby naszym.
7036:  To nie jest tak, że ten świat z pustyni w puszczy dalej istnieje, tylko wygląda inaczej, aby się przeistoczył, ewoluował.
7041:  To jest przeszłość obecnego świata.
7043:  No tak, ale wciąż nie mamy do niej dostępu.
7045:  To znaczy te realia historyczne, społeczne, które wtedy były, które na przykład normalizowały mówienie z taką pogardliwą wyższością cywilizacyjną o ludziach czarnoskórych,
7055:  już nie istnieją, już tego świata nie ma, więc dlatego śmieję się z ludzi, którzy mówią, czytajcie Sienkiewicza, bo się dowiecie dużo o rzeczywistościach, z takiej Narni się nie dowiecie.
7064:  No nie, no Narnia jest bardziej uniwersalna, tak, czy jakakolwiek inna powieść fantasy, bo nie starzeje się, a tymczasem im dalej będziemy ewoluować jako społeczeństwo i im bardziej będzie się rozwijał nasz świat, tym bardziej powieści historyczne będą archaiczne dla nas i w ogóle kanon.
7081:  Lecimy po kolei.
7082:  To będzie ciekawa rozmowa.
7085:  No dobra, do rzeczy.
7087:  Denerwujący kaszojad.
7089:  Załóżmy przez chwilę, że jednak wiesz, co się stało z czerwoną fasolką.
7092:  To gdzie mogłaby być?
7092:  O, na pewno nikt jej nie połknął.
7094:  O, nie, nie, nie.
7102:  Na pewno nie.
7103:  Oczywiście, ale gdyby.
7104:  To kim byłby ten nikt, co jej nie połknął?
7105:  Człowiekiem.
7106:  Najbardziej ludzkim człowiekiem w całej bajkowej krainie.
7122:  Ludzie!
7123:  Wilki!
7123:  Chodźcie!
7123:  Żabcia wyobraziła sobie Geralta jeżdżącego na Wielkim Jamniku.
7126:  Och, to byłoby wspaniałe.
7127:  Mmm, przedszkole, pisze Julia.
7129:  I ta jedna wychowawczyni, która powiedziała mi, że w szkole... ty to w szkole zginiesz.
7134:  Nie, radziłem sobie z jakimś bzdurnym zadaniem.
7136:  Super.
7138:  Su... super.
7145:  Na pewno nie słyszałeś, co się stało z niebieską fasolką?
7148:  Może jednak sobie przypomnisz?
7149:  Podobno leży gdzieś tam, w szczerym polu.
7150:  Tak po prostu?
7151:  I nikt jej nie pilnuje?
7157:  Nikt.
7157:  Trzy razy nikt.
7159:  Na pomoc!
7159:  Wilki!
7168:  Żółta fasolka, Teddy.
7170:  Jesteś pewien, że zupełnie nic nie wiesz o żółtej fasolce?
7175:  Jest gdzieś bardzo, ale to naprawdę bardzo głęboko.
7179:  Właściwie to całkiem pod ziemią.
7181:  I kto ją ma?
7182:  Łysy parobek, który wcale, ale to wcale na nikogo nie czeka.
7192:  W ogóle.
7192:  Ludzie!
7193:  Wilki!
7193:  Wi!
7193:  Chłopczyku, nie denerwuj mnie.
7194:  Pokroję cię na kawałki i skarmię nimi ryby, rozumiesz?
7201:  Nie, no to, to, Jakubie, to ten tekst do dzieciaków w szkole absolutnie się zgadza, no to nie do pomyślenia.
7206:  Ja się zastanawiam dlaczego, znaczy inaczej, to ktoś naprawdę musi być po prostu, nie wiem, nieprzygotowany do jakiejkolwiek interakcji z ludźmi, co dopiero do nauczania, żeby coś takiego mówić.
7217:  Świat czasem, pisze Snowman Frost, dewoluuje i wówczas stare powieści stają się aktualne.
7222:  Coś w tym jest.
7224:  Bywa tak, oczywiście.
7227:  Ale nie we wszystkich przypadkach.
7228:  Mam nadzieję, że nigdy nie zdewoluujemy do sytuacji, w której znowu będziemy pogardzać ludźmi tylko dlatego, że mają inny kolor skóry.
7234:  Oby nie.
7239:  No dobra.
7240:  Pora na nas.
7240:  Uważajcie na wilki!
7250:  Skąd się wzięło określenie kaszojad?
7251:  Chyba od jedzenia kaszy.
7253:  Bo ja wiem.
7254:  Wystarczy wziąć poprawkę na to, że zawsze kłamie.
7257:  A właściwie mówi przeciwieństwo prawdy.
7260:  Mhm.
7261:  To gdzie teraz?
7262:  Nie jestem pewna.
7264:  Więc po prostu odwiedźmy pozostałe bajki.
7267:  Przynajmniej te najważniejsze.
7269:  Może wtedy wskazówki Józia nabiorą sensu.
7272:  Nie ma tego znowu tak dużo.
7274:  Czerwony kapturek, trzy świnki, złoto włosa i trzy niedźwiadki, długo włosa i dziewczynka z krzesiwami.
7282:  Z krzesiwami, okej.
7284:  No dobra, to do roboty.
7288:  O, podoba mi się to, co Mikołaj napisał.
7290:  Całe życie słyszałem, ty to na poziomie X zginiesz.
7292:  Czwarta klasa, gimnazjum technikum, a z każdym etapem czuję się lepiej, rozwijam skrzydła.
7296:  Musiałaś uwielbiać to miejsce, co?
7298:  Z początku, ale dzieci szybko się nudzą.
7302:  Nawet herbatka z księżniczkami w końcu staje się rutyną.
7305:  I co wtedy?
7307:  Wymyślałam nowe zabawy.
7308:  Na przykład, co się stanie, kiedy każę złotej rybce wyjść na rzekę.
7317:  Trzy świnki na początek.
7319:  Żabcia pisze, pamiętam jak w przedszkolu dzieciak nie zdążył do łazienki i stało się nieszczęście.
7323:  Przedszkolanka usadziła go z gołym tyłkiem na krzesie na środku pełnej sali, aż ona nie znajdzie czegoś na zmianę.
7328:  O tak, tak.
7329:  To u mnie specjalizowała się w tego rodzaju upokarzaniu ludzi, nauczycielka w gimnazjum, matematyki skądinąd.
7337:  Uwielbiał upokarzać.
7339:  Chora psychicznie kobieta kompletnie.
7348:  Więcej skrzatów.
7350:  Świetna wiadomość.
7355:  Zostaw ten miecz!
7357:  Zost... Dziewczynka z Krzysiwami porozmawia z nią na końcu przed rozmową zrób zręczny zapis.
7374:  Dobrze, przypomnijcie mi o tym.
7377:  Będzie bekon?
7378:  Oczywiście, że będzie bekon z trzech świnek.
7381:  Tylko jest jedna naczelna kwestia, musimy wpierw się tam dostać, to nie będzie proste.
7390:  Więcej neke, znaczy skrzatów, tak, tak.
7393:  Tak jest.
7395:  Zacny reskin.
7396:  O, widzę już ten domek.
7399:  Zawsze mi się kojarzyła swoją drogą ta przypowieść o tym, że tak, że należy budować nie na piasku, tylko na skale z tym domkiem świnek. ...
7426:  Absolutnie.
7435:  Muszę powiedzieć, że ja coraz bardziej zaczynam lubić tę postać, to znaczy wrzeszczeć do skrzatów, ty sukiń synu, to jest tak, to jest coś, co mógłbym zrobić.
7447:  Zobacz, co jest na końcu tęczy.
7455:  Wygląda na to, że wilk zdmuchnął już im domek ze słomy i drewna.
7460:  Został murowany.
7461:  Powinniśmy tam zajrzeć.
7463:  Pamiętasz, co mówił Józef?
7466:  Jedna z fasolek leży w szczerym polu i pilnuje jej trzy razy nikt.
7469:  Ej, uważaj, waść!
7470:  To może być to.
7470:  Ej, uważaj, waść!
7478:  O Jezu!
7483:  Nie chciałem!
7485:  Nie, to było przez przypadek!
7490:  Jak rozmarowuje bucik wielkie nieba!
7498:  F dla calineczki!
7506:  Naprawdę nie chciałem!
7508:  Wszystkie przecież postaci tutaj są odporne!
7512:  Dlaczego?
7514:  Ja tylko chciałem z nią porozmawiać!
7520:  I tak to jest, jak się idzie na koniec tęczy, widzicie?
7524:  Czy tu jest znowu ktoś, kogo mogę zdeptać?
7528:  Białe kozaczki krwią powszechnie zeskalane.
7531:  Tak będzie.
7532:  Jest garniec ze złotem!
7537:  To jest pantera.
7540:  Gdzie jest moje złoto? !
7556:  Stop, idź na koniec tęcz, tu będzie coś ciekawego.
7559:  Tymczasem... Uuu, złota nić!
7567:  Odwar ze starożytnego Leszego, macie rację, ale myślicie, że będzie zagrożenie jakieś?
7575:  Wiecie co?
7580:  Tak sobie myślę, że Geralt powinien teraz iść do Pucybuta.
7585:  Przestań, nie mów takich rzeczy.
7591:  Przepiękna sytuacja, nie przydarzyła mi się na początku.
7595:  Idziemy do Trzech Świnek.
7598:  Jaką zbroję?
7599:  Gdzie zbroję?
7600:  Gdzie macie zbroję?
7602:  Jaka zbroja?
7603:  Gdzie tu jest niby zbroja?
7605:  Mieliśmy tylko jakąś nić złotą tam.
7608:  Nie było żadnej zbroi.
7610:  Przyśniło się wam, nie ma żadnej zbroi tutaj.
7613:  Not what I know of.
7616:  To jest barć.
7620:  Otrawę wytrzeć będą jak nowe.
7623:  Młode, weź to wypastuj mi, kozaczki, bo rozsmarowałem jakąś panienkę przy bruku.
7628:  Tak właśnie.
7629:  Zbroja przysadzawca jest, tak?
7631:  Dobra.
7634:  Większego zagrożenia niż Krzysztof to tutaj nie ma.
7638:  Coś w tym jest.
7643:  Skrzaty się spóźniły, bo calineczka już nie żyje.
7649:  Przynajmniej ja bym to celowo zrobił, ale to nie było celowe.
7667:  Szkoda, że skrzaty nie zostawiają żadnego lootu.
7669:  Dobrze.
7672:  Jest oto i jezioro.
7674:  Jest oto i wieża.
7676:  To wieża długowłosej?
7676:  Zgadza się.
7676:  Jeszcze wyższa niż ją zapamiętałam.
7680:  A to wiecie, to od razu ogarniemy wieżę.
7683:  Pamiętasz, co Juzio mówił o trzeciej fasolce?
7684:  Jest u łysego parobka głęboko pod ziemią.
7684:  Tak, to musi być to.
7685:  Zawsze wchodziłyśmy na górę po warkoczu, ale nigdzie go nie widzieliśmy.
7696:  Zobaczymy, gdzie jest ta wasza zbroja.
7698:  Znajdziemy inne wejście.
7703:  Jak znam życie, nie tutaj.
7705:  Jak znam życie i swoje szczęście.
7714:  Ja wzmacniałem zbroję u zaklinacza poza streamem, bo stwierdziłem, że to jest dość nudne.
7722:  Przy trupie, przy brzegu jest... Naprawdę, ja podziwiam, niezmiennie podziwiam waszą pamięć.
7729:  Waszą kolektywną, czatową pamięć podziwiam.
7732:  Może znajdziemy jakiegoś trupa przy brzegu.
7739:  Oczywiście, że Geralt umie gadać pod wodą, to dlatego, że jest arcymagą.
7742:  To z tej bajki o smoku wyzimskim, co go cwany szewczyk pod stępem pokonał.
7751:  A pewnie.
7751:  Co chwilę jakiś wioskowy przygłup próbuje go naśladować, a potem ja sprzątam.
7755:  Ładne nawiązanie do datewki.
7757:  W środku w połowie strawiona owca.
7761:  Wypchana siarką i smołą.
7764:  No tak, wiadomo.
7766:  Ale fasolki nie ma.
7768:  Nie brzydzisz się tak grzebać w gnijącym truchle?
7771:  W porównaniu z tym, jak walczyłem z Zeuglem, to... A, nieważne.
7776:  Zawsze wymawiałem Zeugla Zoigl.
7780:  Tak, na końcu tęczyliśmy przed sekundą.
7784:  Natomiast nie widzę tego waszego trupa.
7785:  To jest zaskakujące, bo zwykle...
7788:  Trupy to moja specjalność, zwłaszcza takie płonące.
7794:  Ooo!
7796:  Dziabowscy się chwalą, że ich biały pies ekranyzacyjny multiple nazywa się Ciri.
7800:  I co ciekawe, patrzę właśnie w ekran i oglądam stream.
7802:  Proszę pogłaskać pieska, bezwzględnie.
7810:  Co się właśnie stało?!
7815:  To był bardzo dziwny efekt.
7818:  Dobrze, szukam dalej tego trupa.
7823:  Zeugla Zojgl się wymawiał w pierwszym wieśku.
7825:  Aaa!
7832:  Ja wiem, że jakiś rycerz mógł spaść z wieży, wiecie, prawnie.
7835:  Tylko ja jeszcze go muszę znaleźć.
7839:  A wiedźmińskie zmysły nie pomagają w tej krainie.
7842:  To było na brzegu od strony Domu Świnek.
7845:  Dobra, to tam zeskoczymy.
7847:  Pierw do Długowłosej.
7854:  Piękne.
7854:  Piękne, absolutnie piękne.
7878:  kiedyś Lem powiedział bardzo fajnie, że jest różnica między baśnią a fantasy, bardzo krótka, że baśń to jest gra o sumie zerowej, to znaczy dajemy księżniczce potwora, znaczy głowę potwora, a król, ojciec rzeszonej księżniczki daje nam pół królestwa.
7894:  Jest transakcja, zeruje się wszystko do stanu początkowego, a fantasy to jest gra o sumie niezerowej, to znaczy dostarczamy potwora królowi, a król stwierdzi, stwierdza, że nam nie zapłaci i wtrąca nas do więzienia.
7908:  Gdzie poznajemy Tyriona Lannistera?
7915:  Okej.
7922:  Skąd Wiedźmin ma takie cudowne uszy?
7925:  One są sprzężone z okularami, można to wykuć.
7927:  Chaty to wymyśliły.
7929:  Ja w życiu bym na to nie wpadł.
7937:  Dobrze, dobrze.
7938:  Jeszcze nie zginęliśmy.
7939:  Świetnie.
7939:  Geralt 1, grawitacja 0.
7947:  Pozdrowienia od nowego subskrybenta.
7949:  Pozdrowienia, nowy subskrybentzie.
7950:  Oto.
7951:  Cieszę się, że się przyjemnie ogląda.
7959:  Gdzie my jesteśmy?
7960:  Dobrze, idziemy tutaj.
7963:  Moje przerażenie sięga zenitu w momencie, w którym sobie uświadamiam, że tylko jedno potknięcie dzieli mnie od śmierci.
7977:  Nie pamiętałem tego.
7987:  Nie pamiętałem tego.
8005:  Czy to są szkielety?!
8008:  Walczymy ze szkieletami, wreszcie!
8011:  Szkielety ją regenerują.
8016:  Ja...
8016:  Co?!
8018:  Nie!
8019:  Nie mówcie mi nawet, że jest znowu to samo!
8024:  Nawet mi nie mówcie, że jest znowu to samo!
8069:  Uff.
8072:  Ale mamy złotych nici.
8079:  Żółta fasolka.
8081:  Zaczarowane jedzenie.
8084:  Drogie zabawki.
8087:  Świetnie.
8091:  Okej.
8096:  Mam bardzo złe przeczucia.
8100:  Mam... Mam bardzo... Okej, to był skok wiary.
8117:  To był skok wiary.
8119:  Fasolkę mam, ale długo włosa... Znudziło mi się czekanie na księcia na białym koniu.
8126:  Dziwisz jej się?
8128:  Dzisiejsi faceci.
8129:  Mięczaki i modnisie.
8131:  I dlatego właśnie wybrałaś sobie wampira?
8134:  Dyfla.
8135:  On był narzędziem.
8138:  Tylko i wyłącznie.
8140:  Szkoda, że o tym nie wiedział.
8142:  Nikomu nie można ufać.
8144:  Ja się tego nauczyłam już dawno temu.
8147:  Teraz jego kolej.
8150:  Mmm, Ezio's Family, jaki to jest piękny soundtrack.
8152:  W ogóle Jesper Kyd to jest mistrzostwo.
8155:  Uwielbiam jego muzykę.
8158:  Od początku chciałaś go użyć?
8160:  Assassin's Creed Witcher Hood, tak Mateusz, tak.
8163:  Nie, na początku po prostu mnie zaintrygował.
8166:  Wiesz jak to było?
8168:  Kilka lat temu w Metinie, miałam tam obchnąć łupy u znajomego passera.
8175:  Kiedy się targowaliśmy, do środka wszedł Detlef.
8178:  Chciał sprzedać srebrny świecznik.
8181:  Trzymał go przez sukno.
8182:  To mnie zaciekawiło.
8186:  Wyszłam za nim, śledziłam go, ale szybko połapał się co i jak.
8192:  No tak, nadludzkie zmysły.
8194:  Skręcił w ślepą uliczkę.
8195:  Kiedy weszłam tam za nim, wyskoczył zza węgła, pokazał zęby.
8199:  Chciał mnie wystraszyć.
8201:  Ale to nie zrobiło na mnie wrażenia.
8203:  W końcu sama jestem potworem, co nie?
8211:  A macie rację, jest bardzo częste to, że w Ziedźminie są seksistowskie uwagi, albo że względem kobiet na razie były bez przerwy, teraz względem Geralda poszło, poleciała.
8219:  Jaka była moja ulubiona zabawka w dzieciństwie?
8221:  pyta Oku.
8222:  Klocki Lego.
8222:  Bez dwóch zdań, uwielbiałem.
