Ostatnie życzenie — WITCHER 3 Livestream #14
🔗 https://www.youtube.com/watch?v=noK_qMwf7TI

2:  Sobota.
7293:  Zostaliśmy fabularnie wplątani w wyścig!
7296:  Tylko nie to!
7300:  Czy ja mogę do niego strzelić z kuszy?
7304:  Nie, nie mogę.
7312:  Zatrzymaj się, muszę cię zabić!
7321:  Ja nie umiem walczyć z konia!
7324:  Aaa!
7327:  Jaki poziom paniki wierzchowca?
7329:  Powinien być poziom paniki Krzysztofa.
7331:  Geralt, wyceluj!
7334:  To potrwa.
7340:  Mów, czemu zdradziłeś, albo dokończę to, co zacząłem.
7345:  Uncrave nie powinni nigdy zasiadać na tronie Skellige.
7349:  Znam was lepiej niż inni.
7350:  Porywczy, nieodpowiedzialni.
7353:  Skellige potrzebuje stabilizacji, silnego króla.
7357:  A nie takiego, czego wybierze gromada pijanych Jarlów.
7361:  Ciekawe, nigdy nie słyszałam, żebyś tak mówił, ale wiem, kto w kółko opowiada takie rzeczy.
7367:  To Birna Bran, prawda?
7369:  Nigdy nie potrafiłeś kłamać, Arnwald.
7373:  Jaki miała motyw?
7375:  To przecież jasne.
7376:  Uknęła całą intrygę, żeby się pozbyć innych pretendentów do tronu i oczarnić nasz ród.
7381:  Gdyby jej się udało, Svanrige byłby jedynym kandydatem do Korny Skellige.
7389:  A wiecie, co jest najlepsze z tym... co jest najlepsze z tym całym UJ-tem?
7394:  Wiecie, co jest najlepsze?
7398:  Dają taką, taką tubę doktorską, to powinno być jutro na live'ie, ale co tam, dają taką wielką tubę, myślcie sobie, o kurwa, tuba, jak to być, jakiś pergamin, wow, jest jakieś niesamowite, zakleszczyło się, ja sobie pomyślałem, no wreszcie, mam takie poczucie, że doktorat na prestiżowym uniwersytecie, a tutaj taki wydrukowany, tak, o!
7423:  O, o, jakie normalne, arialem wszystko!
7426:  Gdzie tam, gdzie... Nawet kuźwa podpisu nie ma, tylko jest facsimile!
7431:  To jest właśnie taki prestiż u Jotu, to znaczy... To znaczy to jest takie wszystko piękne, takie och, takie złocenia!
7439:  A jak poskrowiecie troszeczkę, to pod tymi złoceniami jest taka świńska skóra, taka... Taka... No, no, ach!
7446:  Ach, wspaniałość!
7448:  Mmm!
7449:  Taki prestiż czuć, to jest taki prestiż jak Lorda Kruszwila, dokładnie ten rodzaj prestiżu.
7458:  A musiałem swoją drogą za ten dyplom, nie myślcie sobie, zapłacić jakieś ciężkie pieniądze.
7462:  Nie chce mi się tego wpadać z powrotem, później będzie... That's what she said.
7467:  Potrzebujemy dowodu.
7469:  Twoje domysły to za mało.
7471:  Arnwald, pomóż nam, a poproszę ojca, żebyś zginął honorową śmiercią.
7477:  Mam listy od niej.
7479:  Instrukcje, jak zatruć miód.
7482:  Ale bez podpisu.
7484:  Bez pieczęci.
7489:  Myślisz, że to wystarczy?
7491:  Będzie musiało.
7492:  Nie możemy dłużej zwlekać.
7493:  Pora zwołać Rodę Jarlów.
7494:  Przynajmniej nie Comic Sans, tak.
7496:  Ale powiem wam... Nie, Martyna wygrywa dzisiaj czaty, ale powiem wam, że tak, że jakby było Comic Sansem, byłoby... Zwołałem Rodę Jarlów na twoje żądanie, Cerys Uncrayed.
7508:  Twierdzisz, że wiesz, kto stoi za rzezią na Kertrolde.
7512:  Mów zatem, kto splamił ręce krwią synów i córek z Kelige?
7519:  Birna Branne.
7523:  Ta dziewka oszalała.
7524:  Myślisz, że ktokolwiek ci uwierzy?
7526:  To ty kazałaś podać zatruty miód Berserkom.
7529:  Słucham?
7531:  Służba na Kertrolde nigdy nie przyjęłaby ode mnie poleceń.
7535:  To twój ojciec przygotował ucztę.
7537:  To on sprosił gości.
7539:  Dobrze mówi!
7542:  Masz dowody na potwierdzenie swoich słów?
7546:  Lepiej.
7546:  Mam świadka, Arnywald.
7558:  Ona mówi prawdę.
7560:  To Birna kazała zatruć miód.
7562:  Kiedy Cerys i Wiedźmin zeszli do piwnicy... Zdradziłeś nas?
7568:  Klan, który cię żywił?
7571:  Ludzie, to przecież sługa Ankrejt!
7573:  Powiedz, co mu każą.
7575:  Choćby miał za kłamstwo zapłacić własną głową.
7579:  Dobrze mówi.
7580:  Arnwald służył na Kertrolde, odkąd pamiętam.
7584:  Wiernie niczym pies.
7589:  Tymczasem na czacie jeszcze dopowiedziane jest dużo do mojej historii o Tubie.
7596:  Bardzo mi się spodobało, co Kamil napisał, że w Finlandii doktorzy dostały szable i kapelusz.
7601:  W Polsce tubę.
7603:  Tak, tak.
7604:  I jeszcze macie rację, swego drogu, że to jest kwestia tego, że to jest manufaktura, bo miałem promocję doktorską, tu pamiętam, że po promocji, czyli po momencie, kiedy dostałem tę tubę i powiedziałem, co miałem w języku smoczym, to powiedzieli mi, no, no, no, to teraz 5 minut, 5 minut na zdjęcia, bo już za moment będziemy mieli 20 następnych z historii, nie?
7625:  Więc to jest tak, to jest taka manufaktura, taśmówka.
7628:  Taśmowo się wypuszcza doktorów, a potem jest dziwko, że jest za dużo humanistów w Polsce i nie ma komu dać pracy.
7635:  Na uczelniach oczywiście.
7637:  Ja mogę poświadczyć słowa Cerys.
7640:  Ty?
7641:  Kolejny sługa Uncrate?
7644:  Domyślam się, jak Cerys skłoniła cię do współpracy.
7647:  A może to Krach ci zapłacił, żebyś mnie oczerniał?
7650:  Coś ty powiedziała?
7652:  Spokój!
7655:  Po tym, co widziałem na Spikerok, ja wierzę Wiedźminowi bardziej niż tobie.
7660:  Twoje prawo, ale to nie przesądza o mojej winie.
7670:  Jest jeszcze jeden dowód.
7677:  Oto list, w którym Birna podała Arnewaldowi wskazówki, jak zatruć miód.
7686:  Nie ma tu mojego podpisu ani pieczęci.
7690:  Ale pergamin przesiąkł twoimi perfumami.
7693:  Są bardzo mocne, wiesz?
7695:  Ciągle można je wyczuć.
7699:  To najgorszy sztuczny śmiech ever.
7702:  To ma świadczyć o mojej rzekomej zdradzie?
7705:  Nie rozśmierzaj mnie.
7707:  Hmm.
7740:  Opełnia cię wielki błąd.
7743:  Milcz, przybłędo!
7746:  Czekajcie!
7749:  Matko, kazałaś mi wyjść tuż przed ucztą.
7754:  Dlaczego?
7756:  Synu, nie teraz.
7758:  Czemu to zrobiłaś?
7759:  Skąd wiedziałaś?
7761:  Skąd?
7763:  Milczysz.
7767:  Nie uwierzyliście Cerys.
7769:  Nie uwierzyliście Wiedźminowi.
7771:  Ale synowi, który oskarża własną matkę, dać wiary musicie.
7776:  To ona stoi za rzezią.
7779:  Okryła hańbą siebie, mnie, cały ród.
7785:  Svanrige!
7787:  Ja to przecież zrobiłam dla ciebie!
7789:  A więc przyznajesz się do winy.
7796:  Jako najstarszy z Jarlów oczyszczam imię rodu Ancrein.
7801:  A ciebie, Birnabran, wskazuję na śmierć.
7807:  Zostaniesz przykuta do skał.
7809:  Umrzesz z głodu i pragnienia.
7812:  A twoje szczątki rozdziobią ptaki.
7820:  Nadia przypomniała mi, faktycznie ona będzie przykuta do skały.
7825:  Tak.
7825:  Tak.
7833:  Wiedziałem, że Birna jest żądna władzy.
7836:  Ale żeby dopuścić się takiej zbrodni... Co teraz będzie ze Svanriga?
7841:  Straci dom, imię, godność.
7845:  Pójdzie na wygnanie.
7846:  Albo się zabije.
7849:  Ach... Dobra, dość już o tym.
7853:  Dziękuję, Geralt.
7854:  Po raz kolejny.
7855:  Nie ma za co.
7856:  Po raz kolejny.
7858:  Daj skupić się na kromnością.
7860:  W końcu to kraj bohaterów.
7862:  I niechaj to ci o tym przypomina.
7864:  A teraz jadę pod Geddyneid na Radę Jarlów.
7870:  Pora wskazać króla.
7871:  Jak myślisz, na kogo padnie?
7874:  Zabierz się ze mną, to sam zobaczysz.
7875:  Każdy może przysłuchiwać się naszym obradom.
7881:  Dostaliśmy kuszę.
7889:  Poważna sprawa.
7893:  A wszystko dlatego, że chciałem zagrać z krachem w gwinta.
7897:  Niesamowite.
7902:  Ale jest klimatyczne zadanie.
7922:  Wiecie, że ostatnio interesuję się muzyką.
7926:  Ostatnio na kanale MKV widziałem nowy teledysk mojego ulubionego Nightwisha.
7937:  Bardzo jestem ciekaw, kto za to odpowiada.
7943:  Jak znacie to, to... Wiem, że niektórzy woleliby widzieć na tym miejscu kogoś innego.
7959:  Dziękuję tym, którzy stanęli po mojej stronie.
7963:  Tu, pod Świętym Dębem, przysięgam, że będę dobrą królową dla jednych i drugich.
7971:  Chcę, żeby na Skellige zapanowały pokój i dobrobyt.
7975:  I liczę na to, że wy pomożecie mi spełnić to marzenie.
7980:  Cerys!
7981:  Cerys!
7982:  Cerys!
7984:  Cerys!
7990:  To nie był dobry okrzyk!
7992:  Nie był naturalny ani wiarygodny.
8001:  Nie, śmieję się, a to ciężko jest strasznie nagrać, prawda?
8004:  Jest taka zwłaszcza, że zwykle one są po prostu miksowane w postprodukcji.
8008:  No i jest tutaj pięknie.
8010:  Na tyle pięknie, że robię zapis tradycyjnie w takich sytuacjach.
8013:  Ale cię lubię.
8013:  Jeśli kto, gratuluję.
8018:  Będziesz dobrą królą.
8021:  Dziękuję.
8022:  Nie byłoby mnie tu, gdyby nie ty.
8027:  Co zamierzasz?
8028:  Rządzić?
8031:  Słuchać, uczyć się i jeszcze raz słuchać.
8034:  A potem zobaczymy.
8035:  Dobry plan.
8036:  Muszę zjednoczyć klany.
8038:  Wolę uniknąć wojny, ale jeśli faktycznie szykuje się na nas Nilfgaard, wspólnie damy mu odpór.
8044:  Może być problem z ludźmi z Drummond.
8046:  Widziałem Lugosla podczas koronacji.
8048:  Był co najmniej wściekły.
8050:  Nasze rody od zawsze się spierały, ale muszę spróbować z nim ponegocjować.
8054:  Może coś wskuram.
8058:  Bywaj!
8060:  Trzymam za ciebie kciuki.
8061:  Bywaj.
8064:  No i pięknie.
8064:  Teraz... teraz sprawdźmy, gdzie jest krach.
8068:  Ale może jeszcze się pocieszymy przegraną Hjalmara.
8071:  Jak nastrój?
8073:  Taki sobie.
8074:  W końcu baba mnie pokonała.
8077:  Ale nie byle jaka.
8079:  Ano racja.
8080:  Jak już jakaś musiała mnie pokonać, to rzeczywiście wolę, żeby to była celsja.
8085:  Feminizm po polsku.
8087:  Przyznaj, nie jesteś z niej ani trochę dumny?
8092:  Tak trochę to jestem.
8094:  W końcu to krew z mojej krwi.
8097:  Ale nie mów jej tego, bo jeszcze zacznie zadzierać nosem.
8102:  Najważniejsze, że pokazaliśmy Lugosowi.
8105:  Widziałeś, jak się wściekł?
8107:  Widziałem.
8108:  To dla niego aż taka zniewaga?
8111:  Nasze klany kłócą się od zawsze.
8113:  Tak, a już kolej rzeczy.
8117:  Byj, byj, bywaj.
8118:  Musimy jeszcze Kracha zrobić, bo ja cały czas chcę z nim zagrać w winda.
8125:  Krach.
8127:  Ktoś by pomyślał, że powinien być gdzieś blisko, nie?
8130:  Koronacja, te sprawy.
8134:  Ale oczywiście, jak znam swoje życie i szczęście, to naturalnie nie.
8143:  Ale jest za to widzę mięsiwo.
8145:  Proszę, proszę.
8146:  Krach na scenie stoi?
8147:  Żartujecie, ja go nie widzę?
8153:  Naprawdę powinienem sobie sam wręczyć order.
8156:  Widzę, że aż rozpiera cię duma.
8157:  Ha!
8160:  Żebyś wiedział.
8162:  Powiedz mi, który Jarl może się poszczycić takimi dziećmi jak moje?
8169:  Szkoda, że ich matka nie może tego zobaczyć.
8173:  Cerys będzie dobrą królową.
8174:  Może wreszcie pogodzi tę... Oby!
8176:  A jak nie, to zawsze ma mniej ich jarmata.
8184:  Ja będę szepot podniesieł za nią oręż.
8190:  Dobrze, krachu, ale... Świetnie.
8193:  Czy grasz z Gwinta?
8194:  Nie?
8194:  Tak!
8194:  Tak!
8205:  Tak, udało się.
8206:  Tymczasem nadrabiam czaty.
8208:  Cima pisze, Krzysztof, ja miałem Ci podziękować za ten film, w którym mówiłeś o zarobkach z poprawka podręczników.
8212:  Dzięki temu wiem, dlaczego koniecznie muszę mieć czternaste wydanie wstępu do praznawstwa.
8216:  Aaa, tak, to zwłaszcza.
8220:  Zresztą wiecie, są takie inicjatywy robienia e-podręczników różnych nawet i akademickich, ale oczywiście one są bardzo głęboko pogrzebane w pomrokach niepamięci.
8230:  Czy zaczynam dzisiaj wglądać w Kermoren?
8232:  No bardzo możliwe, coś musimy robić, ale między tym wątkiem, a wątkiem w Kaer Morhen, to znaczy wątkiem głównym, bo wypadałoby już od czterech streamów was dręcze wątkami pobocznymi, chciałbym zrobić jakieś zlecenia wiedźmińskie.
8247:  To uczucie, kiedy doprowadziłeś do objęcia władzy przez pierwszą kobietę w historii, Skellige, bo chciałeś zagrać w karty z jej ojcem.
8253:  To trochę tak jest, tak?
8254:  No właśnie, czyli jesteśmy w Polsce, tak?
8257:  Jeżeli kobieta zdobywa jakąś władzę i zaszczyty, to zwykle dzieje się to przez przypadek, prawda?
8262:  Niestety.
8264:  Szkoda.
8264:  Mam nadzieję, że dożyjemy czasów, w których to się będzie działo, dlatego że... że tak należy.
8271:  Boże drogi, to zabrzmiało zbyt utopijnie.
8273:  Grywasz czasem w gwintach?
8277:  Smutna historia braci Grossband, tak.
8281:  Czy oglądam dziś mecz?
8282:  Tak, w tej chwili.
8283:  Żartuję.
8284:  Znaczy, generalnie e-sport u mnie, nie sport.
8289:  Ja, ja... Nie będzie żadnego ostrego wpierdzielu w gwincie.
8294:  Nie.
8295:  Nie.
8298:  Nie.
8299:  W ogóle trzeba będzie talię zacząć kompletować jakąś nową.
8307:  Jedna rzecz, że też rzeczywiście nikt nie zbiera zaszczytów, bo tak należy i władzy.
8311:  To jest prawda.
8311:  Zawsze uważam, to jest moje zdanie dla samego siebie, że im więcej człowiekowi dają władzy, tym więcej może, tym mniej może zrobić.
8321:  To jest ponury paradoks.
8323:  Dlatego ja się nigdzie nie pcham.
8328:  Na chwilkę wychodzi, że ten znów gra w winda.
8330:  Przepraszam Marty, no zaraz znów zacznę ginąć w starciu z potworami.
8336:  Ale Erin, jeżeli na Legalu można kupić kserowane podręczniki ładnie zblindowane i w ogóle, to to jest jeszcze gorsze w sumie niż podręczniki innego autoramentu.
8346:  W dalszym ciągu jest problem, nie?
8348:  Bo dlaczego miałbym to kupować?
8359:  U mnie e-sport to był zawsze StarCraft, uwielbiałem oglądać Lołko i Wintera.
8367:  Głównie StarCraft.
8371:  Pozbądźmy się tej karty.
8375:  Muzyka trochę za głośno?
8379:  Już temu zaradzimy.
8381:  Zmienię na dwa.
8384:  Dobra.
8385:  Ale rzeczywiście teraz, generalnie rzecz biorąc, coś jest nie tak, bo przy rozgrywkach w Gwinta mieliśmy inną muzykę zawsze.
8394:  Dziwne.
8396:  Bug.
8404:  W bardzo okrutny sposób potraktowaliśmy tego przeciwnika.
8415:  Jak u mnie z karcianym gwintem?
8416:  Szczerze powiedziawszy, poza gwintem tutaj, wewnątrzgrowym, chyba nie grałem w tego gwinta osobnego więcej niż kilka razy.
8426:  Spróbowałem sobie, żeby sprawdzić.
8429:  Trochę za skomplikowane, jak dla mnie.
8432:  Z karciankami chyba się zatrzymałem na Halfstonie, takie mam wrażenie.
8436:  W Halfstona dużo grałem swego czasu, nawet bardzo dużo.
8441:  Smutna muzyka leci w gwincie, pisze Tarael, bo zostało złamane serce Yennefer.
8446:  Będziemy wskrzeszać tego naszego smoczka, nie martwcie się, ale którą jest z lekarek?
8456:  Rewalnijmy Geralta.
8457:  Ulubiona kobieca postać w Genshin Impact?
8460:  Sebastian pyta.
8462:  Baal zdecydowanie.
8463:  Wiem, że popularny wybór, ale jest znakomicie napisana.
8471:  I pierwsza, która się wyłamuje trochę z tego cukierkowego schematu.
8481:  Ale świat baśni Sebastian jest dopiero w Toussaint.
8485:  Nim my do Toussaint dotrzemy, to ho ho!
8500:  Widzę, że ten przeciwnik bardzo nas nienawidzi, ale my sobie z tego nic nie robimy.
8511:  Bra, kończmy to, bo zaraz ta muzyka mnie dobije.
8517:  Might and Magic Duel of Champions też kojarzę swoją drogą.
8521:  Guczy jak Włotowca wymaga posiadania podręcznika, którego nikt nie wydaje w Europie, jedyną opcją jaką akceptuje jest fizyczna kopia.
8526:  Kingu, nie mam prawa cię zmusić nigdy do kupienia książki tego rodzaju.
8529:  Jeżeli dzieje się coś takiego, ja bym to zgłosił dziekanowi.
8539:  Okej, my to bez żadnego problemu wygramy.
8543:  ale ponieważ jestem człowiekiem okrutnym i bezwzględnym, to jeszcze zemszczę się na tym przeciwniku, waląc w niego smokiem.
8552:  O, właśnie w taki sposób.
8559:  Czy widziałem teorię figur Szczachowej Ignozji z Genshin Impact?
8562:  Nie i nie obrażę się za Linka na naszym Discordzie w wątku genshinowym.
8573:  Czar Księżar Korony, kocham tę grę.
8581:  Oczywiście, że zrobimy.
8592:  Dobrze, moi drodzy, idziemy byle gdzie, byleby tylko dalej od tego miejsca, ponieważ ta żałobna muzyka doprowadziła mnie już do absolutnego szaleństwa.
8606:  I ja wiem, że miała być smutna historia braci Grossbart, ale terapia szochowa jest bliżej.
8613:  I jest akurat na nasz poziom.
8619:  Dobra.
8622:  Zrobimy inaczej.
8624:  Bo to jest ewidentnie bug.
8629:  ...do znalezienia dziewczyny jest Uma.
8632:  Najbrzydszy człowiek na świecie, na którym ciążyła tajemnicza klątwa.
8639:  Jaka nacja w Tsar?
8640:  Oj, nie pamiętam już nacji.
8642:  Ale uwielbiałem taką taktykę z chowaniem maga do fortu i wychodzeniem z tym magiem na stronie z fortu i plunięciem zaklęciami.
8652:  To było wspaniałe.
8653:  Jeszcze mi mignęło jedno pytanie, to znaczy o częstość oblewania prac licencjackich i inżynierskich.
8661:  Mam wrażenie, że nie jest to tak często, aby się można było tego spodziewać.
8666:  To nie jest coś, czego się należy bać.
8669:  Gniazdo Oz.
8670:  Może dałoby się je wykorzystać do jakiejś kuracji.
8673:  Szokowej na przykład.
8674:  Rozumiem, że generalne założenie jest takie, że mamy zdenerwować druida.
8678:  To jest coś, co mi bardzo odpowiada.
8686:  To ty jesteś tym milczącym druidem?
8689:  No tak, głupie pytanie.
8695:  Chińczycy mieli smoki, uwielbiałem Chińczyków.
8697:  To było wspaniałe absolutnie w tsarze.
8699:  Co są za nacjonalizmie?
8700:  Jakimi metodami próbowano cię leczyć?
8705:  Podawano ci jakieś eliksiry, zioła?
8709:  Nie dość, że niemowa, to chyba jeszcze głuchy.
8715:  Kiedyś straciłeś głos.
8716:  Możesz mi pokazać na palcach?
8719:  Przyjemniaczek z ciebie.
8724:  Dlaczego nacjonalizm B?
8725:  Widzę, że się nie dogad... Rozmowa chyba nic tu nie da.
8728:  Moi drodzy.
8730:  Jest coś takiego jak internet, tak?
8735:  To po co coś takiego jak granice i państwa?
8739:  Zatem cała... jeżeli mnie czegokolwiek nauczyła literatura fantastyczno-naukowa, to tego, że w momencie, w którym jest inwazja obcych, to natychmiast granice państw nie mają żadnego znaczenia.
8748:  Więc nie lubię nacjonalizmu.
8749:  Nie uważam, żeby jakaś nacja była lepsza od drugiej i nie uważam, żeby konieczne było celebrowanie własnej pamięci tożsamości narodowej, ale ja bym... można się ze mną nie zgadzać w tej kwestii, ja po prostu tego nie lubię.
