Mass Effect 2 LEGENDARY EDITION Livestream #6
🔗 https://www.youtube.com/watch?v=6JDIAX6eEPk

2:  Mass Effect 2.
5973:  Gdzie zmierzamy niezwłocznie.
5977:  Za jakim typem gier wideo nie przepadasz?
5979:  Wszystkie kompetytywne.
5980:  Nie znoszę gier, w których się lutuje, w których się strzela do przeciwniku i takie konfetti wypadają, pu, pu, pu i są numerki, cyferki, tak jak w cyberpunku.
5990:  Niestety.
5991:  Więc dla mnie... Chyba, że ktoś sobie robi z tego jaja, tak?
5993:  Jak to jest w Borderlandsach albo w Saints Row, to okej.
5996:  Ale generalnie looter-shootery...
5998:  Jak?!
6000:  I w ogóle, generalnie, gry kompetytywne.
6003:  Ja strasznie... Dla mnie sens gry polega na tym, że ja się zanurzam w jakimś świecie, a nie, że się ścigam, kto będzie lepszy!
6010:  Nie.
6011:  Nie.
6014:  Tak, jestem najlepszą maginią we wszechświecie.
6019:  Kupiłem Game Passa za cztery złote na trzy miesiące, a dostanę tyle gier, które chciałbym zagrać, a minął tydzień, a nic nie wybrałem.
6024:  Tak, to właśnie tak to wygląda, niestety.
6029:  O, Ken Donnelly has a nice Cockney accent.
6033:  What can we do for you, Commander?
6039:  Nie, to jest szkocki w sumie, co ja mówię, yyy... We can't complain.
6044:  I just wish it didn't take so long to calibrate the FBA arrays that... Kenneth, you're complaining.
6050:  What kind of problems are you having?
6052:  When they upgraded the Normandy design, they got a bit sloppy with the FBA couplings.
6056:  Oh, super, że być totali.
6057:  But there's an array of attenuators in the primary power transfer system that channels... Kenneth, you're boring the commander with tech.
6064:  In short, if we had T6 FBA couplings installed, it'd save us a lot of maintenance time each day.
6072:  Eee... Każdy grał w Gothica, tylko to już było tak dawno, że nikt nie pamięta, w tym ja.
6078:  Chcę zagrać w ten remaster, który jest przygotowywany, ale nie wiem już kiedy i ile.
6086:  Gothic był jeszcze wcześniej niż Mass Effect, dajcie spokój.
6089:  Ja nic nie pamiętam z Mass Effect.
6091:  Głównie Gabi i ja zaczęliśmy pracę w aliancie, służącym na SSV Perugia.
6094:  Ona uciekła w pierwszej linii podczas batalii na Cytadeli.
6096:  Widzieliśmy ojczyznę pierwszą ręką.
6103:  Czy wszystko musi być zagadką?
6104:  Teraz będę myślał jaka to jest gra.
6105:  Mam nadzieję, że jest to FIFA 2021.
6129:  Zostaliśmy zresztą zaszczepieni.
6130:  Właśnie, Gothic musi być zdemasterowany, tam to sterowanie było koszmarne.
6134:  Właśnie, zaszczepieni.
6135:  Właśnie, zaszczepieni.
6136:  O, dziękuję za donatę, jak miło.
6139:  Kacper Dorszewski, na lepszy wieczór nawet pozdrawiam, bardzo dziękuję.
6145:  Chyba dostaliśmy już ten, tak mi się wydaje, ten quest od nich, więc feelings on Cerberus.
6151:  Właśnie, nie wiemy o organizacji oprócz zespołu Normandy.
6153:  Wiemy naszą misję i kto jest za sobą.
6158:  Aaa, misklik, misklik.
6167:  Goodbye, świetnie.
6169:  Grałem w demo nowego Gothika, wyglądało ciekawie, to muszę zagrać absolutnie.
6175:  Za trzy minuty wyjdzie data końca wojny.
6177:  Uuu, uuu.
6178:  I z Ingenieur Daniels rozmawiamy niezależnie?
6182:  Nie, nie rozmawiamy niezależnie.
6185:  Coś tu się dzieje takiego, co byłoby interesujące?
6189:  O, to co tu się stało, ja uważam, że powinno być w każdej absolutnej grze.
6193:  Uwielbiam tego rodzaju rzeczy.
6195:  Odchodzę, przestaję rozmawiać z bohaterami, ale oni zamieniają parę słów ze sobą.
6199:  To są właśnie rzeczy, które sprawiają, że świat jest żywy.
6203:  Nie to, że ma zajebistą grafikę, tylko takie maleńkie szczególiki.
6208:  Kiedyś Redzi byli mistrzami czegoś takiego.
6211:  Przed cyberpunkiem.
6213:  Dobra, idziemy w podróż.
6218:  By długo się opierdalaliśmy na Monomandii.
6221:  Jeśli Wiedźmin pierwszy jest prawie, jeżeli nie grywamy, to to dopiero gościu pierwszy.
6224:  Dzisiaj bym nikomu nie polecał, chyba że pasjonatom gamingu ja się przyzwyczaiłem, wszelka toporność mi nie przeszkadza aż w tych grach.
6229:  No mnie już przeszkadza, powiem wam.
6231:  Jeżeli ja nie byłem w stanie mojego ukochanego Neverwintera Nights zagrać, właśnie z uwagi na to, jak to jest wszystko zaprojektowane... Come on.
6241:  A naprawdę, Neverwintera Nights kocham.
6243:  Jedynkę.
6247:  Muszę zagrać w... Wiem, że muszę zagrać w Red Dead'a.
6249:  O Boże, ile my mamy do roboty!
6255:  Eee... Explore Normandy, Recruit the Professor.
6267:  Dog.
6274:  Muszę zagrać.
6275:  Ostatnio się właśnie ze mnie Bartek w Bez Schematu natrząsał razem z Radkiem Pisulą z Napisów Końcowych, że nie grałem w Red Deada.
6283:  To jest straszne, no.
6285:  Ale on jest chyba na PC już dostępny, więc trzeba będzie.
6292:  No niestety mamy na razie bardzo bidnie.
6296:  Add.
6297:  Add.
6301:  A, stąd wiesz, że nie grałem, aha!
6308:  Co, co, co?
6309:  Mamy dwa punkty.
6310:  Do czego byłyby dobre?
6315:  Power recharge.
6318:  Tak, to wybieram.
6324:  Ach, Squad Points.
6325:  Cóż, nie, naprawdę czasem jestem... Cerberus Officer.
6329:  Oczywiście, że Cerberus Officer dajemy.
6334:  I Overload.
6337:  Dobra.
6338:  Jacob.
6340:  Cerberus Operative.
6345:  Dobra.
6349:  Shepard.
6353:  Witam w Omega.
6355:  Jesteś nowy tu, czy nie?
6357:  Zawsze mogę się dowiedzieć.
6358:  Pozwól mi... O, cześć Moklin.
6359:  Ja byłem tylko... Uciekaj, Fargit.
6360:  Teraz.
6362:  Oczywiście, Moklin.
6368:  Cokolwiek ona chce.
6378:  O, stacja Omega.
6380:  Ileż ja tu spędziłem czasu?
6381:  I jak wiele z tego pamiętam?
6383:  Absolutnie nic.
6384:  Got it.
6384:  Spokojnie.
6385:  Yennefer wypali mu zaraz oczy.
6407:  Wreszcie normalna mapa.
6412:  Z której i tak nic nie widzę.
6414:  Omega Market.
6415:  Apartments.
6416:  Dobrze.
6417:  Transport.
6418:  Afterlife.
6422:  Zapisujemy niezwłocznie.
6425:  Journal updated.
6428:  Czy tutaj nam się pokazują questy nawiasem?
6430:  Mówiąc tak.
6430:  Talk to Aria.
6435:  Czemu... czemu journal nie działa pod J?
6440:  Cóż to za skandal?
6441:  Keybindings.
6442:  Życzę sobie, żeby journal działało pod J. Nie ma takiej opcji?
6454:  A to jestem zaskoczony dopiero.
6457:  Boże drogi, będę musiał za każdym razem ESC wciskać, koszmar.
6468:  Właśnie za dużo oczu, zdecydowanie.
6470:  Musisz mi pomóc.
6472:  Nikt nie powiedział, że możesz mówić, kurwa.
6475:  Ty jesteś Zaid Masani?
6480:  Tak, to ja.
6481:  Musisz być komandantem Shepardem.
6483:  Mamy galakcję, którą musimy uratować.
6485:  Moje kontakty powiedzieli mi, że znalazłyśmy jednego człowieka, a nie drugiego.
6488:  Baterian, delinquent.
6489:  Przysadził kogoś, który był wystarczająco bogaty, żeby mnie poświęcić.
6492:  Proszę.
6492:  Powiedziałem mu, że nie.
6496:  Próbowałeś wytrzymać wszystkie systemy.
6497:  Powinieneś się znaleźć lepiej.
6499:  Te ludzie zawsze ruszają na Omega.
6501:  Wydaje mi się, że jesteś... Zrobiłem wszystko, co mogłem.
6505:  Cerberus wysłał mi wszystko, co musiałem wiedzieć.
6510:  No Borderlands'y absolutnie, jeżeli chodzi o looter-shootery, to Borderlands'y i Warframe to są takie gry, które absolutnie toleruję.
6517:  Natomiast Destiny... nie, Overwatch chyba, tak?
6521:  Nie, nie... PUBG i tak dalej.
6528:  Zresztą zauważcie, to są takie typowe gry pod... jakiś streaming kompetytywny, którego ja nie uprawiam.
6533:  Most mercs don't get an offer.
6533:  This mission doesn't sound like good business.
6539:  Twój niemożliwy człowiek może wyrzucić wiele kredytów.
6543:  Dobra, wysyłamy go.
6545:  Dokładnie, pójdę sam.
6547:  I zostaw naszego biednego batarianina.
6549:  Wydaje mi się, że niemożliwy człowiek powiedział ci o naszym porozumieniu.
6557:  Nie.
6557:  Myślę, że zdecydował się wyrzucić tą informację z dossieru.
6558:  Dobre, że zapytałam.
6576:  Jest ten piękny moment w każdym RPG-u, kiedy nasz dziennik jest zalewany przez zadania.
6590:  Mam nadzieję, że będę mógł mu odstrzelić głowę.
6592:  Eee... Strasznie denerwujący człowiek.
6596:  Dobrze, tutaj jest Normandia, tak?
6597:  Bo ja już zostałem pogubiony totalnie.
6600:  Nie, tu nie jest Normandia.
6604:  Afterlife.
6606:  Co tu się dzieje?
6610:  Dobrze, co my musimy zrobić?
6612:  Afterlife Entrance.
6615:  Journal.
6618:  The Professor.
6619:  To nas interesuje.
6622:  He's currently operating a medical clinic in the slums of Omega.
6629:  Slumsy Omega.
6630:  To nas interesuje.
6631:  Gdzie są slumsy Omega?
6632:  Omega Market, Lower Afterlife, Apartments, Shuttle to Quarantine Zone, Upper Afterlife.
6639:  Sądzę, że będzie to gdzieś tutaj, w Lower Afterlife.
6645:  Tak czy inaczej, musimy się dostać do klubu.
6649:  Transport.
6653:  Rozmawiamy ze wszystkimi.
6656:  Z tym się nie da porozmawiać, oczywiście.
6658:  Ale piękny widok.
6663:  Talk to Miranda.
6666:  Piękny widok, Miranda, what a pisshole.
6675:  To prawda, to zalewanie dziennika jest, jest trochę deprymujące, ale idzie się przyzwyczaić.
6683:  Czy ja idę w dobrym kierunku?
6684:  Harrods Emporium, Omega Markat, oczywiście, że idę w złym em... A może nie?
6693:  Oho, szalony profet.
6708:  Jaki mam stosunek do przekleństw i ubóstwa językowe?
6711:  Ja uważam, że należy używać wszystkich słów i to robię.
6718:  Nie ma sensu krzyczeć, człowieku.
6720:  Powiedziałem, żebyś się stracił, kobieta.
6722:  Plaga ma całą zonę w kwarantynie.
6724:  Nikt się nie wpadnie.
6725:  Jestem człowiekiem, ty kurwa!
6726:  Ludzie nie mogą się do niej przyjąć.
6727:  To wpływa na każdą inną rynkę na świecie.
6729:  Nie mamy szans.
6730:  Nikt się nie wpadnie, aż ta plaga odbędzie się.
6732:  Jest tu Celerian, Immortals, Solas i Slums.
6737:  Muszę wejść do ich szpitala.
6740:  Arthur?
6740:  Tak, szalony kurwa otworzył klinikę w dystrykcie kilka miesięcy temu.
6744:  Czerwone słońce byli zbyt szczęśliwi, kiedy on się zmienił.
6747:  Słyszę, że Morden próbuje poradzić się z płaganią.
6750:  Życzę mu szczęścia, ale teren jest wciąż zamknięty.
6753:  Nasze urządzenia czekają na to, aż czy płaganie, czy czerwone słońce zabiją wszystkich.
6757:  A potem wejdźcie i oczyśćcie się.
6760:  Aaa, już możemy.
6761:  Świetnie.
6762:  Potrzebujecie Maga.
6764:  Podoba mi się.
6765:  Dobrze.
6767:  Jak wygodnie.
6789:  Więc oczywiście, że to nie świadczy o w sensie używanie słów powszechnie uznanych za obelżywe.
6795:  Oczywiście nie świadczy o jakimś prymitywizmie, pod warunkiem, że nie robi się tego wyłącznie, nie?
6800:  No bo jeżeli człowiek nie jest w stanie się wysłowić w inny sposób, no to ma pewien problem.
6808:  Bardzo chcę to!
6810:  Dobrze, zainwestujemy sobie we throw, żeby był potężniejszy.
6816:  Okej.
6821:  Biegniemy.
6824:  Yennefer już jest na straży, już chce strzelać.
6836:  Proszę bardzo, element Zero.
6839:  Tak zwany element Zero zaskoczenia.
6844:  Można to przyjść z innymi rasami niż ludzka, ale dodatkowe teksty są wtedy, jeżeli się przymusi do przy... Uuu... Uuu, dziękuję za smaczek.
6852:  Nie wiedziałem... Ale jakim cudem można z innymi rasami niż ludzka?
6855:  Aha, w tym sensie, jeżeli nie weźmie się tej misji jako pierwszej, tak, racja.
6865:  Tak, tak, tak, my, my, my możemy, my możemy.
6870:  Wszyscy kaszlą.
6871:  Czuję się od razu jak w slumsach w Neverwinterze właśnie.
6873:  Tam też była taka jedna dzielnica, która była ogarnięta plagą.
6877:  Tu gdzieś widziałem, że było coś do zlutowania i czemu nie mogę tego zrobić?
6883:  Medical station open.
6885:  Ach, tu!
6887:  Czasem ten interfejs jeszcze mi płata figlę.
6892:  Nie można w nich strzelić.
6893:  Jaka olbrzymia szkoda.
6898:  Tak, przekleństwo jako przecinek zdecydowanie nie i zmienia kontekst wypowiedzi.
6903:  Chociaż tak jak mówię, no są takie konteksty, w których jest to uzasadnione.
6912:  Stop, stop, stop, stop, stop, stop, stop, stop!
6915:  Czemu?
6919:  Czemu zostaliśmy zaatakowani?
6922:  Cóż za skandal.
6927:  Wtedy się, no, na zakończeniu odbije, jeżeli lekarza odbije... nie, nie... Aha, nie jest rekrutem jako pierwszego.
6932:  Nie, nie, nie, absolutnie.
6934:  Żadne zmiany na zakończeniu.
6936:  Batarian victim.
6937:  Tok.
6967:  Ej, nie zdążyłem!
6970:  Cóż za świństwo!
6974:  Ale przynajmniej dostaliśmy dwa tysiące kredytów.
6979:  Yenefer Shepard być może jest Zbawczynią Galaktyki, ale jest również niesłychanie pragmatyczna.
6984:  Cóż to jest?
6985:  Znowu jakiś... Ojej, to... O Boże, to jest no... Czemu ja tego nie pamiętam?
6991:  Ja nie wiem w ogóle, co zrobić.
6995:  Yyy...
7000:  Nie pamiętam, nie mam zielonego pojęcia jak to się robiło.
7004:  Ok, czyli musimy szukać podobnego.
7006:  Ok, spatio, dobrze, że mi powiedzieli, że należy spatio użyć.
7025:  No i... Przepraszam, czy to nie jest bardziej emocjonujące, niż to, co było w cyberpunku?
7030:  To jest cyberpunk, na miły Bóg.
7032:  Przecież, literalnie, hakowanie w cyberpunku w pewnym momencie, jak się ma najwyższy poziom cyberware'u, polega na tym, że ściska się jeden przycisk.
7039:  I shit you not.
7042:  Ale naprawdę, ja jestem w stanie tę minigrę polubić, w zestawieniu z tym, co widziałem w cyberze.
7048:  Co tutaj jest?
7049:  Co, co, co?
7050:  What is this, precious?
7052:  What is this?
7054:  Power cells, wiedziałem, że tutaj coś jest Pięknie Do bypass Bypassujemy Pięknie
7081:  Wygląda na to, że próbował wyrzucić jego drogę.
7082:  Nikt nie chce umrzeć w trakcie jak w zwierzętach.
7083:  Nikt nie chce umrzeć w trakcie jak w zwierzętach.
7084:  Nikt nie chce umrzeć w trakcie jak w zwierzętach.
7085:  Nikt nie chce umrzeć w trakcie jak w zwierzętach.
7086:  Nikt nie chce umrzeć w trakcie jak w zwierzętach.
7087:  Nikt nie chce umrzeć w trakcie jak w zwierzętach.
7099:  Tutaj krótkie moje narzekanie na level design.
7103:  W momencie, w którym się puszcza coś takiego, powinno się dać graczowi możliwość, żeby właśnie tutaj się zajął jakimś lutowaniem, hakowaniem i innymi rzeczami, a nie żeby chodził bez sensu, strzelał podenerwowany i czekał, aż się nagrody nie skończy.
7124:  A ja jestem z tych, którzy muszą wysłuchać wszystkich opcji.
7140:  Okej Idziemy dalej Idziemy z odwagą i stanowczością
7157:  No, w Deus Exie też było hakowanie, które miało jakiś element wyzwania, czyli czuło się emocje, prawda?
7163:  Bo o to chodzi przede wszystkim w hakowaniu.
7166:  Trzeba czuć te emocje, przecież na przykład, jak weźmiemy taki absolutnie genialny, doskonały serial... Boże, teraz nie pamiętam.
7175:  Mr... Znaczy, nie pamiętam tego, gdzie co było.
7177:  Mr. Robot?
7178:  No to ja tam czułem niesamowite... Co się stało?
7182:  To ja tam czułem niesamowite emocje za każdym razem, jak był jakiś hacking.
7189:  Mówiłem, że moja pamięć w którymś momencie zacznie mnie zawodzić i to jest ten moment.
7198:  Znakomicie zrobiony serial swoją drogą.
7201:  No w cyberpunku jest po prostu tak generycznie, no to jest takie klikadło.
7206:  Dobra, gdzie mamy iść?
7207:  Czy mamy iść... Aha, mamy iść dokładnie w przeciwnym kierunku, czyli dobrze, bo się da zrobić eksplorację.
7221:  Tak, Mr. Robot był bardzo autentyczny w tych scenach, znakomity absolutnie jest.
7232:  No właśnie, dzięki kanałowi bez schematu trafiłem na Mr. Robota, tam był taki materiał na temat tego, dlaczego warto obejrzeć ten serial i 100% zgody.
7242:  Wydaje mi się, że tutaj byliśmy, ale to może mi się tylko wydawać.
7246:  O, nie, nie, stanowczo tutaj nie byliśmy.
7249:  Ratunku!
7252:  Dobra, dobra.
7253:  Proszę uprzejmie jakiś lift zrobić.
7266:  Proszę tam przejść.
7267:  Ściągnijcie na siebie ogień!
7273:  Ale spudłowałem.
7276:  Get over here!
7281:  Miranda dzielnie walczy, ale tylko Miranda.
7297:  Dobrze.
7318:  O, jest fajna muzyka do walki nawet.
7322:  Dobrze.
7325:  Can we move out?
7326:  Intrygujące jest to, że autorzy najlepszej gry w grze, czyli Gwinta w Wiedźminie, zrobili potem mini...
7330:  PRAWDA?!
7331:  ...nudną minigierkę do hakowania.
7332:  Też mnie to fascynowało.
7334:  Pamiętam, jak mówiliśmy z kolegami... O!
7336:  Zobaczymy, co po Gwincie zrobią Redzi w Cyberpunku!
7341:  To zrobili!
7341:  Eee...
7350:  Ale hakujemy?
7354:  Dobrze.
7361:  Jak na razie mniej lamie przy tej minigrze z hakowaniem niż było w 1.co i zdecydowanie mniej.
7368:  Więc mam poczucie takie, że coś omijam, ponieważ niestety nie mam mapy tutaj pełnej.
7373:  Wystarczyłoby, żeby się odpalała taka mapa, jak było w Diablo.
7381:  Odkąd zaczęła się ta pogoda, Czerwone Słońce wychodzą do nas.
7385:  Zabijają tak wielu ludzi jak choroba.
7411:  Dlaczego małe słońce cię szukają?
7412:  Nic nie robiliśmy.
7412:  Prawie każdy nieumyślny w dystrykcie chce nas zabić.
7415:  Myślą, że my spowodowaliśmy zniszczenie.
7416:  Niemcy nie szukają i to jest wszystko, czego potrzebują.
7418:  Bóg wie, jak wielu z nas już zabili.
7439:  Powinni byli patrzeć na Warchę, a nie na nas.
7441:  Od czasu, kiedy zniszczyła się pogoda, zajmowali się terytorium Blu Sons.
7445:  Powiedziałeś, że Warcha zniknęła po zniszczeniu pogody?
7451:  Właśnie po zniszczeniu dystrykcji.
7452:  Warcha jest immunowa do choroby, więc nie jest zaskoczona.
7455:  Nie jestem pewien, z jakiego powodu przybyli.
7457:  Nigdy nie widziałem wielu Warchów.
7459:  Tylko nikt nie myśli, że Warcha jest wystarczająco mądra do stworzenia takiego wirusa.
7463:  Blu Sons potrzebuje kogoś innego, jak nas.
7467:  Powiedziałeś, że Warcha zajmowała się terytorium Blu Sons?
7469:  Próbuję.
7470:  Czerwone... Turiany się odpoczywają.
7472:  Im dłużej wchodzisz w dzierżawę, tym więcej widzisz Wojtcha.
7475:  Bez tego, że zobaczą cię najpierw.
7479:  Co jeszcze możesz mi powiedzieć o Plague'ie?
7482:  Kiedy się zaczęło?
7503:  Pierwsze przypadki pojawiły się około 2 tygodni temu.
7505:  Nikt nie zwracał na to dużo uwagi, aż zaczęło się rozprzestrzenianie.
