Mass Effect EDYCJA LEGENDARNA — Livestream
🔗 https://www.youtube.com/watch?v=fxSlrdEm6LY

3:  Witaj się na streamie.
6758:  Idziemy straight to business.
6763:  A fakt!
6764:  To jest kwestia oświetlenia, masz rację.
6767:  Nie zapomniałem o swoim wielkim sekretu.
6772:  Czy jest coś, o czym muszę wiedzieć o Capitanie?
6774:  Był to spektr.
6774:  Nie wiedziałeś o tym, czy nie?
6776:  Był skończony z jego misją tak źle, że odpoczął go.
6780:  Oczywiście, to jest jego sygnał.
6781:  Mówi, że Turian odpoczął go.
6783:  Dlaczego odpoczął go?
6785:  Muszę go zapytać.
6787:  Nigdy nie usłyszałem żadnych detali, ale to jest dobre.
6789:  Mówił, że odpoczął go.
6791:  Spędziłem 20 lat pracując tutaj w Cytadeli.
6793:  Ludzie na tej stacji lubią rozmawiać.
6800:  Ora.
6804:  Level up!
6805:  Pauza!
6808:  Levelujemy Maginie.
6811:  Basic Armor, to brzmi jak coś, co się może przydać.
6816:  Lift Singularity.
6819:  O, wiecie co, potrzebujemy bariery.
6823:  Tak, to jest zaklęcie, które nam się przyda.
6826:  Mam 11 punktów?
6830:  W ogóle czemu ja nie levelowałem?
6834:  New Dialog Options.
6838:  Chcę więcej opcji dialogowych.
6840:  Chcę być potężniejszą maginią.
6844:  Warp.
6845:  Co dawał warp?
6847:  Inflicts damage.
6853:  Dobrze.
6854:  Jeśli chodzi o tekstury, to jednak modderzy zrobili lepszą robotę.
6858:  Still better than Andromeda.
6860:  A tu nawet nie patrzyłem, jak sobie modderzy poradzili.
6864:  No dobrze, powiedzmy, że ten armor... Dlaczego mamy zablokowaną singularity?
6871:  Chcę osobliwość.
6875:  No dobrze.
6877:  Barrier.
6883:  Kaiden Alenko.
6885:  Kaiden Alenko, przyda mi się decryption.
6888:  O, first aid.
6889:  Świetnie, tak.
6891:  Świetnie, Kaidenie Alenko.
6895:  Będziesz medykiem też.
6897:  Ashley Williams, no póki jesteś jeszcze i muszę cię znosić.
6902:  To miej ten Assault Training.
6905:  Boże, myśmy w ogóle nie levelowali.
6908:  Soldier, Health, tak, przydaje się.
6915:  Wop to nie jest przyciąganie przeciwników?
6917:  Tak, tak mi się wydaje.
6919:  Ale, nie, nie, Damage.
6921:  Projects a powerful mass effect field that wrecks havoc on subatomic level.
6928:  Throw to jest po prostu jakieś przerzucenie.
6931:  Lift to jest unoszenie przeciwników.
6934:  Też sobie to zrobimy w którymś momencie, ale na razie... Ojojoj, ile tutaj mamy rzeczy do zrobienia cudownych.
6945:  Tak, to mamy Yennefer Shepard, tak jest.
6950:  Mamy same cudowne crossovery.
6952:  Dobrze, gdzie idziemy teraz?
6955:  Shadowbroker, go to Barlavon i Medclinic.
6960:  O, Medclinic to jest dobra informacja in the upper worlds.
6966:  Tędy.
6971:  Tak, tędy.
6971:  Tak.
6978:  Z barmanką trzeba było zagadać?
6980:  Dobrze mi mówicie.
6981:  Boże, co się ze mną dzieje?
6983:  Zatraciłem umiejętność grania w staroszkolnej RPGi.
6987:  Gdzie jest barmanka?
6989:  Tu jest barmanka.
6990:  Jenna!
6990:  Sorry, I'll get to you when I can.
6995:  Jenna nie chce z nami rozmawiać, Jenna jest opryskliwa.
7002:  The back rooms are private, reserved for Fist and his friends.
7005:  Who's Fist?
7015:  Nie możemy się tu przedostać?
7017:  Niedobrze.
7020:  W medklinik będzie Tali.
7022:  Uuuuuuuuuuuuuuuu.
7027:  Moja ulkochana postać.
7030:  Z której zrobili straszliwą wprost krzywdę w trójce.
7035:  pokazując jej twarz.
7036:  Boże, jak można było to zrobić?
7038:  Mam nadzieję, że to poprawili tutaj.
7039:  Jak nie poprawili, to będę rage'ował.
7045:  Dobrze, idziemy teraz Lower Market, nie?
7052:  Chcę jakiś system szybkiej podróży, bo mamy pójść w wiele miejsc naraz.
7059:  W systemie szybkiej podróży, gdzie jesteś?
7066:  mówisz, że masz pamięć dziurową, jak ser szwajcarski, to Trade with Vat.
7071:  Kiedyś kupiłem koledze książkę, było w Gwiezdnych Wojnach, tak się składało, tam rodzinę czy coś, tak się składało, że później na drugi dzień dosłownie widziałem się z nim i powiedziałem, o, jaką masz super książkę!
7084:  Wow!
7085:  Wow!
7086:  Nikt jej nie ma nigdy!
7088:  To jest Chris Taylor!
7089:  Jak w ogóle?
7090:  Od kogo?
7091:  Idiot, od ciebie mam to.
7094:  To mi się zdarzyło.
7095:  What happened?
7101:  View of Nebula.
7105:  Proszę, dostaliśmy... Gdzie u góry?
7108:  Czego ja nie widzę?
7109:  MedClinic, tak.
7112:  That was smart dog.
7113:  Now if Garrus comes around, you stay smart.
7114:  Keep your mouth shutterable.
7115:  Who are you?
7115:  Let her go.
7124:  W życiu bym nie zaliczył takiego headshota.
7129:  Garrosh Piekłorycz, dzień dobry.
7134:  Masz.
7136:  Czemu ja pudłuję?
7142:  Dobrze, teraz nie spudłowałem.
7146:  U góry miał być fast travel point?
7150:  Okej.
7155:  Osłaniaj mnie tutaj.
7159:  Naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj-naj
7183:  Możemy chronić.
7185:  Majdżi chronią.
7186:  Majdżi atakują.
7188:  Majdżi walczą z powrotem.
7190:  Wiem, że ci ci mężczyźni zaskoczyli, ale jeśli powiesz nam, dla kogo pracują, to możemy cię chronić.
7195:  Pracują dla Feastu.
7196:  Chcieli mnie zatrzymać, żebym nie mówiła Garethowi o Aquarium.
7199:  Kilka dni temu akwarian przyjechał do mojego oficera.
7205:  Pytali mnie o Shadow Broker.
7207:  Chciała stworzyć informacje w zamian za bezpieczne miejsce.
7211:  Gdzie jest teraz?
7212:  Zabrałam ją w kontakt z Fist.
7215:  Jest agentem Shadow Broker.
7217:  Już nie.
7218:  Tali i Garrus to i tak najlepsze postacie, nie ma co się palić ze wstydu na czacie.
7222:  Ta Gwarian musi mieć coś, czego Saren chce.
7224:  Coś wartościowe.
7225:  Co jeszcze możesz mi powiedzieć o Gwarianie?
7228:  Nie jestem pewna.
7228:  Jak mówiłam... Musi być w stanie włączyć Saren do Geth.
7233:  Nie ma sposobu, aby Księżyc mógł to odzyskać.
7235:  Musimy ją znaleźć!
7237:  To jest twoja sprawa, Shepard.
7239:  Ale chcę przyciągnąć Saren tak, jak ty.
7240:  Jesteś Turianem.
7241:  Co chcesz?
7241:  Nie mogłem znaleźć dowodów, których potrzebowałem w mojej badaniu, ale wiedziałem, co naprawdę się dzieje.
7247:  Saren jest kradzieżą do Księdza i szkodą dla moich ludzi.
7250:  Witam na połowie, Garrus.
7252:  Wiesz, że my nie jesteśmy jedynymi, którzy idą po Fistu.
7256:  Shadow Broker zapłacił go w barze w imieniu Rexa Krogana.
7260:  Tak, widzieliśmy go w barze.
7262:  Krogan może przyjechać.
7264:  Wczoraj słyszałem, że był na szpitalu.
7265:  Co on tam robi?
7266:  Fist zakłócił go na zagrożenie.
7267:  Wychodźcie.
7272:  Czyżbym... Czyżbym pozbywał się tej obrzydliwej... Tak.
7278:  Kaidan zostaje.
7279:  Accept squad.
7280:  Potrzebujemy... Nasz dream team to będzie Garrus, Tali, Wrex.
7288:  Wrex.
7290:  Nie lubię, nie lubię tej... Boże, nie Asshai, tylko Asari.
7295:  Asshai są u Martina.
7300:  Zaraz, to może mieć trzech nieniebnych, okej, accept.
7309:  Dobrze, dobrze.
7310:  Co tutaj się dzieje?
7311:  Replenish Medi-gel!
7313:  Tak!
7313:  Mamy Medi-gel!
7315:  Świetnie.
7317:  Świetnie.
7318:  Dobrze, co możemy zrobić?
7320:  Przypuszczam, że możemy troszeczkę levelować naszego Garusa.
7324:  Dokładnie tak.
7326:  First Aid Tactical Ammo.
7329:  Increased Damage Reduction.
7332:  Potrzebujemy go jako heavy hitera.
7337:  Dobrze.
7337:  Sniper Rifles.
7339:  Dokładnie.
7340:  Świetnie.
7344:  Dobrze.
7346:  Arterion Agent.
7348:  Też byłoby dobre.
7352:  Te przyspieszone dialogi brzmią cudownie.
7353:  Przepraszam, czasami się przez nie przeklikuje.
7356:  Przyzwyczajenie RPGowe.
7359:  Yennefer Shepard nie ma żadnych punktów.
7362:  Fatalnie!
7367:  Co tu jeszcze możemy zlutować, w sensie ukraść?
7370:  W sensie zlutować, nic.
7375:  I need supplies!
7379:  Ammo upgrade.
7381:  Medical interface.
7383:  Jezus Maria, czterysta dwadzieścia tysięcy?!
7389:  To tu czeka nas grind.
7397:  Jesteś doktorem?
7398:  Jak skończyłeś w polskiej nauce?
7400:  Eee... Dobra.
7403:  Pa pa.
7406:  Zawsze mi się wtedy przypomina ten fragment przyjaciół, to znaczy jak, Boże, jak to było, jak przychodzi Ross do szpitala i zaczyna spamować wszędzie, że jest doktorem archeologii i wtedy mówi do niego, Boże, ta jego love interest, którą gra
7427:  Nie, ja mam po prostu jakieś dziury w mózgu.
7429:  Jennifer Aniston i mówi do niego wtedy, Ross, uspokój się ze spamieniem tytułem doktoratem, ten tytuł tutaj ma znaczenie, to jest szpital.
7437:  Piękne.
7443:  Tutaj coś się dzieje i świeci, widzę, więc tutaj sobie pójdziemy.
7448:  Yennefer jest oczywiście podobna do Jane naturalnie, a to dlatego, że ona jest maginią i zmienia wygląd.
7454:  To jest proste.
7472:  Dobra.
7474:  Dostaliśmy Expa, to najważniejsze.
7475:  Expose Saren, ale do tego potrzebujemy jeszcze Rexa.
7480:  Tak jest.
7480:  I tutaj będziemy sobie... Known as Shadow Broker, he has arranged meeting with Quarian who has evidence... Quarian!
7487:  Tak!
7488:  To nam jest potrzebne.
7492:  Rex.
7495:  Dobrze, dobrze, dobrze, dobrze, dobrze.
7497:  System szybkiej podróży.
7504:  Mam wrażenie, że czegoś nie odblokowaliśmy.
7510:  Ok.
7511:  To było w Financial District?
7512:  Tak mi się wydaje, że to było w Financial District.
7516:  Zaraz sprawdzimy.
7520:  Oczywiście, że nie.
7525:  Mógłby pomóc.
7526:  Czemu ja nie dostaję tej informacji?
7528:  Aaa, CISEC Academy, okej.
7531:  Gdzie jest CISEC Academy?
7532:  Wiesz, gdzie jest CISEC Academy?
7533:  Może ty wiesz, gdzie jest CISEC Academy?
7537:  Barla... Z Barlavonem też mieliśmy porozmawiać.
7541:  Potrzebuję twojej pomocy.
7542:  Słyszałam, że pracujesz za Shadow Brokerem.
7543:  Jesteś bardzo błędny, Shepard.
7546:  Ale masz rację.
7547:  Jestem agentem Shadow Brokera.
7550:  Słyszałam, że twoja informacja jest bardzo ważna.
7555:  Zazwyczaj ta informacja kosztuje małą kwotę.
7557:  Co to oznacza?
7558:  Nie ma oznaczenia.
7560:  Shadow Broker jest bardzo zaskoczony z Saren.
7562:  Zawsze robili dużo biznesu.
7566:  Bez względu na to, co myślisz o Saren, on nie jest głupi.
7569:  Wiem, że Shadow Broker jest... Przejrzenie się na niego nie ma sensu.
7574:  Mimo, że coś wielkiego było w stanie.
7577:  Nie znam detali, ale Shadow Broker zapłacił freelancera, by z nim poradzić.
7583:  Tak, Rex.
7584:  Myślę, że go znam.
7585:  Tak, wierzę, że to on.
7588:  Słyszałem, że zapłacił wizytę do Sisek Akademii.
7590:  Czy to dziwne, że Krogan chciałby porozmawiać z Sisek?
7595:  Bardzo.
7595:  Jednak wątpię, że wizyt był całkowicie jego wyborem.
7597:  Powiedz mi więcej o Shadow Broker.
7599:  Większość ludzi myśli, że ja zajmuję się finansami.
7603:  Ale Shadow Broker jest prawdziwym mafią.
7605:  Każda wiedza i finanse nie miały ze sobą nic wspólnego, mhm.
7608:  Jednak w jakiś sposób on nigdy nie wydaje się zaskoczyć naturalnej balansu mocy.
7613:  Wszystkie te sekrety, które zostały przekazane do niego, się wywołały.
7617:  Czy on wiedział, jaka może być jego identyfikacja?
7619:  Nie wiem.
7620:  Nikt nie wie.
7621:  Shadow Broker może być jakiejkolwiek rzymskości, jakiejkolwiek gendry.
7625:  Jak jeszcze oni mogliby porozmawiać o tak wielu kontaktach w jednym czasie?
7630:  Każdy rząd jest zmuszony grać w ich grę, więc oni nie... Myślałam, że wiesz więcej o tym człowieku, dla którego pracujesz.
7634:  Od czasu do czasu.
7636:  Im więcej wiesz, tym bardziej niebezpieczny jest ten kubczyk.
7640:  Nie lubię niebezpieczeństwa.
7641:  Do widzenia, komendant.
7643:  Dobrze, czy dowiedzieliśmy się... Pokaż swoje towary, tak.
7647:  Czy dowiedzieliśmy się czegokolwiek więcej?
7649:  Absolutnie nie.
7651:  Ooo, Emporium, Boże, to jest dopiero piękny design ksenopostaci.
7658:  To chyba będą wszystkie dodatki.
7660:  Mmm...
7667:  Ta twarz nazywa się Della Ninder, mimo że w tym miejscu wiele po prostu nazywa się... Proszę, weźcie czas, żeby zainteresować się dobrymi produktami, które ma na kupie.
7676:  Wszystkie z wielkiego znaczenia.
7678:  Dlaczego nazywasz się tą osobą, jeśli... Dla tego samego powodu, że ludzie są tak zainteresowani.
7686:  Specyficznie, Hanna tylko nazywa się osobą pierwszą osobą, którą znalazła, czy... I rzadko to robimy z innymi specjami.
7695:  To tylko nasz sposób.
7699:  Ojej, to było.
7699:  Dobrze, dobrze.
7700:  This one receives new shipments, świetnie.
7704:  Ja bym teraz się chciał bardzo dowiedzieć,
7723:  Gdzie jest Sisek Academy?
7725:  Ooo.
7727:  Coś tutaj jest?
7728:  Absolutnie nie.
7730:  Jest tutaj tylko pajęczak, który naprawiał cetadelę.
7737:  Nie mogę z tobą porozmawiać, nie mogę.
7738:  Gdzie jest Sisek?
7740:  O, tutaj jest coś zaznaczone.
7742:  Świetnie, świetnie.
7745:  Ooo, Kroganin.
7748:  W Power Armorze.
7752:  Dzień dobry, terminalu.
7758:  Chcę wiedzieć, gdzie jest CISEC Academy.
7762:  Świetnie.
7763:  Też się cieszę, że mogłem użyć Aviny.
7766:  W ogóle, czy tu jest jakaś mapa?
7768:  O Jezus, jest mapa.
7770:  CISEC, tu i tędy, czyli w dobrą stronę idziemy.
7776:  Świetnie.
7790:  Piękne czasy, kiedy mapa była pod M, a nie pod V. Czy ja muszę odblokowywać te terminale, czy nie?
7797:  Chyba nie.
7804:  Tak, tak, tak, bardzo dobrze.
7806:  Sisek Academy przed nami.
7816:  Boże, jak tu jest pięknie.
7823:  Sisek Academy, świetnie, tędy.
7831:  Nasza Maginie ewidentnie... Coś się dzieje znowu, czy nie?
7838:  Dobra, Sisek.
7841:  To robimy tylko i wyłącznie dla EXPA. ...
7854:  Dobra.
7856:  Nie dostaliśmy expa.
7857:  Cóż za smutna informacja.
7859:  Czy tu jest CISEC?
7864:  Nie.
7864:  Tu jest Volus & Elcor Office, gdzie byliśmy.
7866:  CISEC jest dokładnie po drugiej stronie.
7873:  Strasznie sapie nasza Magini.
7875:  Nasza Magini musi więcej trenować.
7886:  Dzień dobry, pani dyplomatko.
7888:  Pani dyplomatka nie chce rozmawiać.
7891:  Świetnie.
7895:  Aha, po prostu dostajemy wpis do kodeksu i expa za to, że klikniemy.
7899:  Świetnie.
7900:  Elcor.
7905:  Tak, ja ci dam, human.
7908:  Co tutaj się dzieje?
7912:  Żebym ja nie wyszedł teraz, bo to byłoby żenujące.
7915:  Właśnie tak by się stało.
7918:  Ileż tu pomieszczeń?
7921:  Egzekutor Palin.
7923:  Hmm.
7926:  Egzekutor Sarah Palin.
7927:  Ha, ha, ha, ha.
7929:  Who are you?
7930:  No, I just don't trust your kind.
7938:  Ty, człowiek, jesteś chętny na wszystko.
7940:  Jeśli Komisja chce, żeby ludzkość była swoim nowym ulubionym ptaszkiem, to ich sprawa.
7945:  Komisja nas traktuje jak dwutlenkowie.
7946:  Musimy walczyć za wszystko.
7947:  Jestem zajętym człowiekiem, komendantze.
7951:  I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja... I ja...
7974:  Jeszcze spytam o investigation.
8001:  To po co ja wpakowałem wszystkie punkty w bycie w charm i w nasz skill retoryczny?
8009:  I skill usidlania wdziękami rudowłosnej magii nieszczęsnych rozmówców.
8015:  Cóż z tego, skoro nie możemy dostać co chcemy?
8019:  Private Fredericks.
8021:  Saving Private Prevericks.
8025:  Ja myślę, szeregowy, że przydałby się fryzjer.
8036:  Oj, piękne.
8038:  Garrus być rzuca złośliwymi uwagami.
8047:  Dobrze, dostaliśmy informację.
8051:  Świetnie, okej.
8055:  Bartender.
8057:  Why not?
8058:  Podchodzę do baru, barman pyta, co ci podać?
8062:  Ja mówię, to pewnie, co masz?
8063:  INFORMACJE!
8074:  Co się dzieje?
8075:  Znaczy, znalazłeś embasę, nie ma tu nic złego.
8076:  Przez brzeg... Jeśli potrzebujesz sprzętów, możesz spróbować rynków, jeden poziom poniżej.
8080:  Dla zainteresowania spróbuję Fluxa czy Korrasa.
8081:  Co to za Sheira?
8082:  Konsort?
8082:  Większość dyplomatów i ambasadorów odwiedzała.
8085:  Jest bardzo silną kobietą, ale również bardzo szanowana.
8102:  Jestem mocniejszą kobietą.
8108:  Pierwszy raz powiedziałem takie zdanie w życiu.
8111:  Dobrze.
8117:  Dowiedzieliśmy się, że jest jakaś kobieta, która jest potężniejsza od nas, to się musi zmienić.
8123:  Ta!
8123:  Haha!
8124:  Hahaha!
8124:  Hahaha!
8125:  I'm very busy!
8126:  Powiedziała ta Asarianka, która siedzi sobie przy lapku i popija... Co ona popija?
8132:  Jakiegoś... jakiegoś energetyka.
8134:  Super.
8137:  Super.
8139:  Tutaj już jest tylko robak.
8141:  Ksiądz robak.
8147:  Chyba porozmawialiśmy ze wszystkimi, z kim możemy porozmawiać i wciąż nie wiem... Tutaj jest sisek przecież.
8156:  Boże drogi... Przecież myśmy tutaj przed sekundą byli.
8165:  Ta sara jest tak zajęta, jak ja podczas niepisania licencjatu, ojoj!
8174:  Naprawdę, rzucam zaklęcia, wszystko się udaje, ale... Diplomatic advisory warning.
8179:  The following message will also distract.
8181:  Was transmitted from an untraceable amount to multiple recipients across the extranet.
8186:  Uuu, muzyka jak z sitów.
8188:  Further monitoring of the situation is warranted.
8190:  My fellow biotech have been selected to receive this transmission because of our shared... ...plight.
8197:  Few understand us, fewer tolerate us.
8199:  We must stand together.
8202:  Dobra, to jest istotne.
8205:  Dostajemy kolejną misję, którą sami sobie odkryliśmy, a nikt nam jej nie podsuflował.
8210:  Ale wciąż nie wiem, dlaczego... Oj, oj, oj.
8220:  Jesteśmy literalnie w CISEC Academy.
8222:  Czemu nie możemy porozmawiać z Rexem?
8227:  Czy ja coś pomijam?
8232:  Znaczy, mam wrażenie, że rozpoznałbym Rexa.
8240:  Nie no, nie ma tutaj Rexa jak słowo honoru.
8244:  Nie ma, nie ma... Tu jest Rex!
8254:  Nie, tu jest Avina.
8255:  Gdzie jest Rex?
8257:  Ok, destination.
8259:  Nie, nie, nie.
8261:  Anomaly.
8262:  Plot.
8269:  Ale dziwne, może tutaj to jest?
8276:  Litości.
8283:  Nie, tutaj byliśmy.
8285:  Gdzie jest Rex?
8291:  Gdzie jest Rex?
8296:  Tutaj byliśmy na 1000%.
8298:  CISEC Headquarters.
8307:  Jak byk.
8307:  Consort Emporium.
8310:  Coś jest bardzo nie tak.
8314:  Embassy Lounge, to nie.
8327:  Chat, pomysły.
8329:  Gdzie jest Rex, skoro nie ma go w Sisek Academy, tak ewidentnie?
8338:  Okej, jestem zdumiony.
8340:  Zaczynam bardzo żałować, że jednak nie ma sensownych znaczników questów.
8345:  Przecież teoretycznie, jeżeli rozmawiamy z... Tu jest tylko i wyłącznie egzekutor.
8351:  I nie mogę porozmawiać... Nie mogę z nim porozmawiać o Rexie w żaden sposób.
8362:  Tu nie ma żadnych schodów, tu już jest ta loża cała, czyli lounge, to się jakoś inaczej przekładało, z tego co pamiętam.
8370:  No nie, no nie ma Rexa.
8373:  Tak ewidentnie go nie ma.
8375:  No właśnie wiem, że jest przesłuchiwana, ale przez kogo i gdzie?
8383:  Zawsze można przytoczyć cytat.
8387:  IGN Solutions.
8389:  To się przydałoby, tak.
8404:  To dziennik nas wprowadza w taki, rzekłbym, krytyczny błąd.
8410:  To zwiedzamy dalej.
8411:  Central Elevator.
8417:  Wielkie nieba, gdzie jest Central Elevator?
8420:  Dobrze, przejdziemy sobie tutaj teraz.
8422:  W takim razie.
8424:  Wszystko byłoby pięknie, gdyby jeszcze nasza postać miała staminę i była w stanie... ...tu we Sisek Academy.
