Mag prochowy wyrusza na Zachód | RED DEAD REDEMPTION 2 Livestream
🔗 https://www.youtube.com/watch?v=ksSGS9kAvK4

4:  Witajcie świątecznie dalej.
7097:  Nie, co tu się dzieje?
7099:  Słuchajcie, to jest naprawdę... Odblokowano stawanie dęba.
7110:  No wciskam lewy kontroli.
7114:  Eee, co?
7117:  Chyba nie możemy tego zrobić z ciałem.
7120:  Bonding z koniem to w ogóle jest niesamowite.
7127:  Tryb minimapy na kompas zmienić?
7129:  Nie, w życiu.
7132:  Ja muszę mieć rozszerzony widok.
7135:  Bo inaczej się wam pogubię.
7146:  Jestem zachwycony tym, co tutaj widzę.
7153:  Pierwszy raz w życiu też widzę taką animację ruchów końskich.
7159:  To jest niesamowite absolutnie.
7161:  No to musieli zrobić dobrze, nie?
7164:  W westernie nie można spaprać koni.
7176:  Proszę, to ognisko.
7179:  Czuję ciepło tego ogniska, to jest niesamowite.
7183:  Jestem oczarowany.
7210:  Nie bójcie mnie, proszę.
7211:  Nie martwcie się.
7214:  Są naprawdę ładne.
7219:  Znalazłeś coś ciekawego, nie?
7222:  Tak.
7222:  Bardzo dobrze.
7223:  Witaj w twoim nowym domu.
7225:  Mam nadzieję, że jesteś naprawdę szczęśliwy.
7229:  Chcesz, żebym mu rozmawiał?
7232:  O nie, teraz wszystko będzie jego kłamstwami.
7235:  Panie!
7236:  Panie Williamsonie!
7238:  Zabierzcie tę dziewczynkę gdzieś bezpiecznie.
7241:  Najpierw zabijemy ją.
7242:  Mam powiedzenie, mój przyjacielu.
7245:  Zabijcie chłopaków, jeśli potrzeba zabijać.
7248:  Zabijcie chłopaków, jeśli potrzeba zabijać.
7251:  I zjadźcie ich, jeśli potrzeba zjadzić.
7253:  Zobaczymy, co potrzebujecie.
7280:  Jak to możliwe, że dopiero teraz przechodzę Red Deada?
7282:  Bo czekam na odpowiednio mocny sprzęt.
7293:  Co polecam do obejrzenia po wspaniałym seansie Wiedźmina?
7297:  Arkanie, jeśli nie widziałeś.
7299:  Piotrze.
7303:  Względnie sukcesje.
7305:  Jeśli nie widziałeś.
7306:  Misja wykonana.
7308:  F1.
7312:  F1.
7315:  Przytrzymuję F1.
7317:  Nie działa F1.
7327:  Okej, bandyci z zachodu.
7330:  Nie wiem, co znaczy ten wskaźnik, ale jest bardziej złoty niż brązowy, więc chyba dobrze.
7338:  Sprawdzamy dziennik też, absolutnie.
7344:  To zaczyna być ulubiona część moja.
7348:  Okej.
7350:  To było ostatnie.
7353:  Zmienię rozdział.
7354:  Chyba nie ma nic.
7360:  Nie ma o imieniu nic nowego.
7366:  Red Dead Redemption jest mekko ludzi zajmujących się in-game photography, mówicie.
7370:  Okej.
7376:  Lecę na... Jeżeli chodzi o ustawienia graficzne, to ja ufam temu... NWD.
7384:  Będziemy się śmiać do śmierci, panie Morganie.
7386:  Jesteśmy w porządku.
7413:  Mamy kilka kawałków jedzenia i kawałka.
7417:  Dla czego?
7417:  10-12 ludzi?
7418:  Kiedy byłem w wojsku.
7420:  Nie chcę słyszeć o tym, o czym włożyłeś się w wojsku, panie Pearsonie.
7426:  Byliśmy na ziemiach przez 50 dni.
7430:  I nieszczęśliwie przetrwałeś.
7434:  Kiedy uciekliśmy z Blackwater'a, nie mogłem wziąć sprzętów.
7437:  Kiedy agencje rządowe szukają cię, czasami treningi muszą być skończone.
7445:  Użyjemy.
7445:  Zawsze mamy.
7447:  Jeśli potrzeba, możemy cię zjeść.
7451:  Jesteś najgorszy.
7452:  Przysłałem Lenny i Billę szukanie i oni nic nie znaleźli.
7456:  Lenny leci bardziej w książce niż w szkoleniu.
7458:  Bill to głupia.
7460:  Załóżmy, że te góry są pełne gry, które chcą czytać.
7462:  Nie ma wątpliwości, że znaleźli wystarczająco dużo tego.
7465:  Idziemy znaleźć coś.
7466:  Chodźmy, Arthur.
7467:  Poczekaj sekundę, poczekaj.
7470:  Tutaj.
7474:  Potrzebujesz czegoś do jedzenia tam na zewnątrz.
7477:  Zdecydowane, zalecane, straszne.
7480:  Zdrowieć będzie lepiej.
7481:  Chodźmy, pójdźmy.
7482:  Nie możesz pójść, Hunter.
7483:  Spójrz na twoją rękę.
7483:  Nie mogę tu zostać, słuchając Cię dwóch.
7485:  Zobacz, jeśli będzie ta gra w tych górach, to znajdę ją.
7489:  I możesz go zabić.
7490:  Musisz odpocząć, Charles.
7492:  Myślisz, że to jest odpocząć?
7498:  Chodź.
7499:  Tutaj, weź to.
7500:  Nie mogę go użyć, a ty będziesz musiał.
7509:  O, żartujesz.
7510:  Użyj rzędu, a my stracimy każdego zwierzęta na okolice.
7520:  Czy ja właśnie przeczytałem na chatach, że karta jest tania, kosztuje tylko 10 tysięcy?
7526:  Mam taką zasadę, którą będę propagował zanim zapomnimy, że kiedyś karty graficzne tyle kosztowały.
7532:  Mianowicie na grafikę nie wydaję więcej niż 4 tysięcy złotych, więc póki 3080 Ti nie będzie kosztowała 4 tysięcy, nie kupię jej, a ci z was, którzy śledzili moje streamy z Soulsów wiedzą, że jestem bardzo upartym człowiekiem.
7545:  To jest moja zasada.
7547:  Ja... Tak samo jak granie magiem wszędzie.
7550:  Albo snajperem, jeżeli nie ma maga.
7552:  Jak się trzymasz, Charles?
7553:  W porządku.
7554:  Oprócz tej ręki... To głupi błąd.
7557:  Jeszcze źle?
7558:  Będzie w porównaniu do dnia lub dwie.
7559:  Tylko teraz nie mogę wyciągnąć łza.
7561:  Cóż, mam nadzieję, że mogę.
7562:  Nigdy się tego nie udało.
7563:  Będziesz w porządku.
7570:  Więc...
7588:  Może to są moje ambienty w tej grze.
7593:  Teraz jadę na 1060GTX, nieśmiertelnej karcie graficznej.
7622:  Do streamów paradoksalnie najbardziej potrzebny jest procek dobry.
7630:  I dużo ramu.
7635:  Nie no, to co tu się dzieje muzycznie, wizualnie jest niesamowite.
7643:  Niesamowite.
7649:  Ta gra zaciera granice między filmem a grą wideo i robi to mistrzowsko.
7670:  Nie wiem, czy Disco Elysium to jest gra, którą bym polecał na początek, nawiasem mówiąc, to od niej się można odbić, jak się jest wytrwałym graczem.
7679:  I wytrawnym zarazem.
7681:  Chodźmy, spróbujmy w ten sposób.
7683:  Zostaw oczy wyczerpane od ruchu.
7690:  Hm... Wody też zginęły.
7691:  To dobrze.
7692:  Wody w ogóle nie są złe, ale jeśli są za mocne, nie będą się ruszać.
7696:  Nie, shhh.
7697:  Zostań spokojny.
7700:  Hej, powstrzymaj się chwilę.
7701:  Widzę coś.
7701:  Czy ty tu byłeś?
7702:  I ostatnio?
7703:  Jak możesz powiedzieć?
7734:  Wyłączam tryb kinowy niechętnie.
7745:  Kiedyś się nauczę... Nie, nie chciałem tego zrobić.
7749:  Chciałem zrobić... Tutaj jest łuk?
7753:  Nie... Co?
7762:  Broń długa.
7764:  No jest, wreszcie.
7770:  Zrobimy jakieś dziwne rzeczy, których nie chciałem zrobić.
7777:  Jakie mam podzespoły?
7778:  One są podlinkowane na Discordzie, jak jesteście zainteresowani w technikaliach.
7782:  Przypięty post jest.
7787:  Najbardziej kluczowe były dla mnie 64 giga RAM-u.
7791:  i chyba jeden z najlepszych procesorów Ryzena, więc ja się na to wykorzystywałem tyle, ile właśnie kosztuje 3080 Ti.
7797:  I bardzo też polecam dyski SSD na gry.
7803:  To dużo zmienia, bardzo dużo.
7807:  Dobra, teraz kluczowa sprawa.
7809:  Gdzie są zwierzęta, na które polujemy?
7818:  Okej.
7830:  Okej.
7835:  Absolutnie nic mi to nie dało.
7839:  Myślę, że muszę wpierw znaleźć zwierzęta.
7844:  Bez celowania?
7849:  I co?
7850:  A, o, a, widzę, na czym to polega.
7854:  Kół?
7857:  Zaraz, zaraz, zaraz, moment, moment, spokojnie.
7866:  No, teraz, dobra.
7877:  Okej.
7880:  Wiedźmińskie zmysły te all over again zniknęły.
7898:  Okej, tam.
7903:  No, muszę powiedzieć, że bardzo dyskretny jest ten znacznik.
7909:  Czy strzelałem z łuku?
7910:  W Skyrimie strzelałem dużo z łuku.
7912:  Uważam, że tam była dobra mechanika.
7913:  Zobaczymy, jak to jest tutaj zrobione.
7915:  W Soulsach mechanika strzelania z łuku jest tak zła... Ale imersja.
7922:  Ucieszyłem się, jak on nie uciszył.
7925:  Spróbuj go strzelić na twarz lub głowę.
7927:  Szybko i czysto.
7928:  Możesz się bardzo ciężko powracać.
7932:  Czuj, kiedy jest za dużo.
7933:  Szybko, zanim się przenoszą.
7954:  Okej, są emocje.
7962:  Przypomina mi się Assassin's Creed III, w którym chyba najwięcej polowałem ze wszystkich Assassinów.
7974:  O, tam coś widzę na horyzoncie.
7981:  Dobra.
7986:  Jest.
7994:  Okej.
7995:  Nie mogę oskurować?
7996:  Nie mogę.
7998:  Chyba jeszcze grami na to jeszcze nie pozwala.
8001:  Nasz JP Morgan nie jest, nie jest dostatecznie ogarniony.
8006:  Ogarnięty.
8012:  Swoją drogą ostatnio mnie strasznie rozbawiło jak zawsze, bo znalazł się wśród czcigodnych komentatorów vloga kolejny elitysta normatywista językowy, który mi powiedział, doprowadza mnie to zawsze do szału,
8028:  Krzysztof taki wykształcony, a nie wie, że się mówi otworzyłem, a nie otwarłem.
8034:  Ja zawsze się zastanawiam, dlaczego ktoś taki przed napisaniem takiego komentarza na przykład nie zajrzy do słownika i w ogóle kim trzeba być, żeby odczuwać przemożną potrzebę robienia tego rodzaju afery.
8051:  Okej, co się dzieje?
8052:  Dlaczego...
8057:  Chyba ten poziom skupienia nam się niestety nie aktywował.
8064:  Ta, Nedzie Grammas, tak.
8066:  To jest zabawne, bo ja nigdy w całym swoim życiu nie zwróciłem żadnemu człowiekowi uwagi z tytułu tego, jak mówi, a ja mam na to papiery, że mógłbym.
8078:  No, ale cóż.
8085:  We won't change the world.
8091:  Schodzi stamina jak się naciąga łup.
8096:  Witamy proroka Kaczk i Rumcajsa.
8100:  Mikołaja Szpręgwalda.
8108:  Wiecie, to jest pół biedy, jak coś takiego... Dlaczego ja na ten temat rantuję?
8112:  Bo to jest pół biedy, jeżeli to natrafi na mnie, tak?
8115:  Bo ja zbywam takie uwagi w ten sposób.
8118:  Ale mnie martwi to, że może to trafić na człowieka, który na przykład, nie wiem, odważył się, że...
8124:  Wypowie się, napisze coś i dostaje, wiecie, tak chlast w twarz, nie?
8130:  Chuja mnie obchodzi, co masz do powiedzenia.
8135:  I to jest tak głupie.
8138:  Jeszcze pół biedy.
8140:  Pół biedy, jeżeli ktoś taki ma rację.
8142:  Ale dziewięć przypadków na dziesięć nie ma.
8144:  Bo zajrzyj sobie do SJP.pl, tak?
8147:  Czyli najbardziej popularnego słownika i myśli, że złapał Pana Boga za nogi.
8152:  O, w jednym słowniku tak napisali, to na pewno to jest prawda.
8156:  Nie jest tak, że słownik jest aktualizowany, że jest coś takiego jak uzus, czyli to, jak ludzie mówią, i że to wpływa na zmiany językowe.
8161:  Nie.
8163:  Jeden słownik, tak?
8164:  Biblia.
8165:  Zawsze powtarzam, kiedy jest różnica między wiarą a nauką?
8169:  Wtedy, kiedy ludzie zaczynają wierzyć w aksjomaty, a nie sprawdzają wiele źródeł.
8173:  Jest jedno źródło i... O, objawione źródło!
8178:  To musi być prawda!
8182:  Nie, nie jest.
8184:  Tak działa tylko Biblia.
8186:  Dla tych, którzy wierzą, oczywiście.
8189:  R, żeby podnieść martwego linienia.
8191:  A co jeśli ja chcę wpierw strzałę?
8192:  Dobrze jest.
8199:  Co się dzieje?
8201:  Rant, Klaro.
8202:  Tylko rant.
8208:  Kompendium zaktualizowane.
8213:  Samice... Teraz potrzebuję głosu Krystyny Czubównej, którego nie mam.
8218:  Samice jelenia wilgińskiego można znaleźć na różnych terenach we wszystkich stanach, ale najczęściej występują w lasach Nowego Hanoweru, La Moine i Elizabeth Zachodniego.
8228:  Ich roślinna dieta składa się z traw, orzechów, grzybów, gałązek i owoców.
8233:  Ten jurny samiec widoczny na zdjęciu zbiera się... a nie, przepraszam, łatwo je wystraszyć, więc trzymanie się na dystans podczas polowania zwiększa szanse na udane łowy.
8242:  Do polowania na te zwierzęta zalecane są bronie dalekosiężne, takie jak karabiny i łuki z zatrutymi strzałami.
8249:  Skóry jelenia można wykorzystać do wytwarzania przedmiotów, a jego mięso w kuchni.
8255:  To najlepsza Krystyna Majówna, którą jestem w stanie z siebie wykrzesać.
8261:  Bardzo duże jest to kompendium.
8266:  Naciśnij, żeby zagwizdać na konia.
8269:  Dobrze.
8271:  Pamiętaj, że jak celujesz, to możesz wcisnąć caps lock i w slow motion lepiej wycelować.
8275:  Okej, okej, okej.
8279:  Koń!
8283:  Czy gra przewiduje, że ja nie wiem, gdzie jest koń?
8293:  Za chwilę nam usta wyschną.
8302:  Tak, będę wam czytał całe kompendium.
8304:  Krzysztof, czytasz za szybko jak na czubowne.
8308:  Dobrze, będę czytać wolniej.
8312:  Podejdź do zadu konia.
8313:  To się nigdy nie kończy dobrze.
8316:  To się nigdy nie kończy dobrze.
8318:  Koń kopie.
8321:  Koniu, nie kop nas.
8324:  Witamy Pauliny na czatach przy okazji.
8328:  Krzysztyna Majówna.
8329:  Tak, panie Skorpionie, to będzie adekwatniejsze.
8335:  Nie porzucać konia daleko, to nie wiedźmin nie podbiegnie do ciebie.
8338:  Właśnie się uczę powolutku.
8343:  Krzysztof pisze, że ma wrażenie, że zwracanie uwagi na jakieś ewentualne błędy językowe często służy temu, by nie odnieść się do treści czyjejś wypowiedzi.
8349:  Prawie zawsze.
8353:  A czasem po prostu tak, wiecie, tak po polsku, żeby dojebać.
8366:  Cias.
8367:  Cias Xavier.
8371:  Kiedyś chodziłem po szkole, przesuwając się na krześle w ten sposób, ludzie mówili na mnie Xavier.
8385:  Martwe zwierzęta może zostawać u Piusona w czymś... By zwiększyć zapasy gangu.
8395:  Wiedziałem, że będziesz w porządku z tą bramą.
8398:  Jest łatwiej, gdy nie wracają.
8399:  Ha ha, już tego już zobaczyłem.
8402:  Zastanawiając się, jak wszystko wyglądało kilka dni temu, może wreszcie będziemy w porządku.
8411:  Wygląda na to, że powinniśmy skupić się na wycieczce tej góry.
8413:  Później.
8413:  Ludzie wciąż są słabe.
8414:  Widzieliście, jak śpiące są te wagony?
8420:  Nie idą nigdzie, dopóki nie dostaniemy więcej sztuki.
8441:  Jest pięknie.
8442:  Szanowny pisze, że się warto czasem przywalić do błędów w języku alebo żeby ukrócić wypowiedź.
8446:  Nie, nie róbcie tego, bo i tak jeżeli ktoś jest głupi to i tak w ten sposób z nim nie będziecie rozmawiać.
8454:  Jeżeli chodzi, zauważcie, jeżeli chodzi o dla każdego coś przykrego, jedna rzecz, nie wiem czy to jest wyraźne, ale ja celowo w wakacje albo w czas odpoczynku nie poruszam tematów związanych z naszą przykrą polską rzeczywistością, tylko wtedy więcej jest na kanale materiałów o kulturze, o fantastyce, o grach, to jest całkowicie celowe.
8477:  Czy widziałem teaser Doctor Strange'a?
8479:  Tak, oczywiście musiałem, bo był na ostatnim Marvelu.
8484:  Więc bardzo mi się podobał.
8486:  Jest to film o magu, nie może mi się nie podobać.
8492:  Death Stranding nie było ogrywane.
8493:  Jeszcze.
8494:  Jeszcze.
8495:  Chociaż symulator kuriera mnie trochę przeraża.
8510:  Dobrze, że spotkaliśmy więcej niż jednego.
8513:  Jesteśmy tu tylko kilka dni i już zbieraliśmy dwóch kwiatów do jedzenia.
8518:  Jeden więcej.
8519:  Nie zjedzemy Neodrischu nic złego.
8521:  Chociaż może ten kawałek słodkiego i strasznego Pearsonu był przyjacielem dla nas.
8525:  Ta dziewczyna.
8526:  Ma widok w oczach.
8528:  Oczywiście.
8529:  Zabiła swojego męża, domu, wszystko co miała.
8535:  Więc co z nią robimy?
8538:  No, jak wychodzimy i wrócimy, to zobaczymy.
8542:  Może ma jakieś rodzinę gdzieś.
8544:  Kto wie, może poradzi z Odryską dla nas.
8546:  Ha, ha.
8549:  Wiem, kto ma moje pieniądze w tej walce.
8551:  Jest biedny, ale to jest dla niego znacznie bardziej użyteczne.
8554:  Może możemy się z nimi spotkać, zanim się z nimi spotkamy.
8557:  Co to jest z Odryskami?
8559:  Nie poradzisz się z nimi?
8560:  Wydaje mi się, że w ostatnich sześciu miesiącach nie uciekliśmy z nimi.
8589:  Myślę, że złośliwsza byłaby już tylko historia brzydoty Umberta jako.
8598:  Ale dobry, dobry.
8601:  Czy nie uważam, że to piękne, że pod filmami krytycznie odnoszącymi się do drugiego sezonu Wiedźmina wyświetla się reklama tego sezonu?
8607:  Tak, to prawda.
8613:  Czy wiem cokolwiek o Red Deadzie 1?
8615:  Tak, oglądałem Red Dead 1 na streamie w całości.
8618:  Nie pamiętam ani słowa.
8620:  To jest typowe, ja nie pamiętam nic, co przeczytałem, co obejrzałem.
8624:  Wystarczy rok, dwa.
8633:  Nie rozmawialiśmy o tym tak długo.
8649:  Jak długo teraz jesteś z nami?
8654:  Pięć, sześć miesięcy?
8654:  Coś takiego.
8655:  Mam nadzieję, że nie oczekiwałeś tego.
8664:  Czego?
8665:  Czegoś takiego?
8666:  Czarną wodę?
8667:  Być tutaj?
8668:  Ah, szybciej czy później, bądź coś nie tak.
8670:  Natura życia.
8670:  Myślałem, że już byś się zmienił.
8672:  Chcesz, żebym się zmienił?
8673:  Nie.
8673:  Nie, w ogóle nie.
8686:  Jeszcze sprawdzę jedną rzecz, bo czasem jest tak, że... Ustawienia.
8691:  Czasem jest tak, że w dźwięku jest obniżone.
8700:  To może być problem.
8702:  Tego nie sprawdziłem.
8705:  Jeszcze się nie zastanawiam o tym, większość nocy.
8708:  Wygląda na to, że jesteś w porządku.
8712:  To mi się podoba.
8713:  Oczywiście, mógłbym zejść z innej grupą, ale Niemcy... Wiesz... Niemcy są inni.
8723:  Oh, tak.
8723:  Niemcy zdecydowanie są inni.
8728:  Mówisz mi prawidłowo.
8734:  Najczęściej.
8735:  I dla kogoś, kto ma czarny ojciec i indyjską matkę, to nie jest normalne.
8743:  No, teraz potrzebujemy cię.
8744:  Albo nigdy.
8744:  Uważaj.
8745:  Dobrze.
8751:  I jak długo ty jesteś z tymi chłopcami?
8753:  Dlaczego ty nie uciekłeś?
8758:  Ja?
8758:  20 lat, coś takiego.
8760:  Od kiedy byłem chłopcem... 20 lat?
8762:  Tak.
8766:  Powiedział mi czytać.
8769:  John też.
8769:  Powiedział mi kilka innych rzeczy, on i Hosea.
8771:  Huh.
8771:  Jestem pewien.
8772:  Dutch mnie uratował.
8773:  Uratował większość z nas.
8776:  Dlatego musimy się do niego przytrzymywać, Hosea.
8783:  Zawsze jest w porządku.
8791:  Jak ten nowy chłopiec?
8792:  W porządku.
8793:  Będzie w porządku.
8794:  Uwielbiam Ciebie, Hermé Givanchy.
8801:  To są moje ulubione.
8802:  To było tak ciężko na chłopcach, jak na nas.
8805:  Nie wiem, co duchowie będą robili, gdyby coś się stało z Countem.
8809:  Tak samo z Billem i Brown Jackem.
8812:  On jest głupi, biedny, ale... Uwielbia ten chłopiec.
8818:  To jest właśnie ta inspiracja Ennio Morricone'em, absolutnie.
8851:  i pisze te perfumy.
8852:  Terre d'Hermes.
8857:  A drugie to jest Giwenchy.
8860:  Terre d'Hermes i Givenchy.
8870:  Czy wy widzicie te sople?
8877:  Wziąłem trochę jedzenia, chłopaki!
8879:  To jest Mr. Mott.
8880:  Nie chcesz, żeby on uciekał.
8908:  Co do diabła?
8910:  O, zobacz to.
8917:  Chodźmy, przywieźmy je do Pearsonu.
8921:  Dzięki, że pokazałeś mi, jak dobrze używać bólu.
8924:  Tylko pokazałem ci trochę.
8926:  Potrzeba praktyki, by to osiągnąć.
8937:  Dobra, dobra, dobra!
8939:  Po prostu zrób to tutaj!
8939:  Zrób to tutaj!
