🔴 Jedi, który gapił się na kozy | JEDI: FALLEN ORDER Livestream #2
🔗 https://www.youtube.com/watch?v=ga7G53uCoiE

14:  Zasmucające informacje są zasmucające.
7530:  Expecto Patonus, elo mordo.
7535:  Patonus by przychodził i mówiłby, co kurwa, przed czym cię znowu ochronić?
7539:  Byłoby przepiękne.
7540:  I Patonus miałby piękne spodnie dresowe, białe skarpety i klapki Kubota.
7546:  Patonus.
7547:  Wspaniałe.
7548:  To było świetne.
7571:  Aaa... Przepraszam, co mam nim zrobić?
7573:  Jak ja mam to... O Boże, ja wiem, co mam zrobić.
7584:  Teraz będziemy razem mieszać brzoskwiniowe... Dlaczego nie mogę... Dlaczego się nie mogę kręcić na kręciołku?
7600:  CZO?
7626:  Dlaczego nie grasz w gry platformowe?
7629:  Dlatego.
7638:  Autentycznie jest więcej śmierci od tego rodzaju pierdołowatych, źle wykrywających krawędzie poziomów zagadek, niż od walk z bossami.
7648:  Nie żartuję.
7655:  O, klapki kuruta powinny mieć logo UJ.
7659:  Wiecie co?
7661:  To mi coś przypomina.
7664:  Boże, czy ja to mam?
7668:  Czy ktoś zrobił to i wrzucił do... Niestety nikt nie wrzucił tego do sieci.
7674:  Boże, czemu?
7675:  A dostałem kiedyś wspaniałą wiadomość od dobrego człowieka, który zrobił zdjęcie kibli...
7684:  Na Uniwersytecie Jagiellońskim.
7686:  I believe me or not, ale na spłuczce jest wygrawerowany herb UJ-tu.
7702:  Tyle w temacie.
7709:  Więc szanują się.
7714:  Jak ktoś mi nie wierzy, warto się dla samego tego kopsnąć na campus sześćsetlecia w Krakowie.
7732:  Mają rozmach.
7740:  O Boże, drogi, co?
7749:  BD-1, zniknij!
7775:  Co tu się dzieje?
7776:  Ja nic nie rozumiem.
7780:  Może to jest... Oczywiście, że to nie jest skrzynka.
7782:  Jak ją zauważyłem, to na pewno to nie jest ona.
7786:  To skrzynka, to nawet nie jest ona.
7795:  Boże, w tych kadziach jest esencja marzeń i nadziei, co ten tu wzuje o to.
7798:  Boże.
7802:  Szkoda patrzeć jak K2SO umiera, prawda?
7805:  Też, też go pamiętam z Rogue One.
7807:  Uwolniliśmy Łukich!
7809:  Cel wykonany!
7812:  Słońce, możliwość, radość.
7815:  Kalkestis jak zawsze, wzrok błądzący za rozumem.
7830:  Intervalta pisze, że miał problem z powodu wyrażenia się, że ona ma własnego uniwerku.
7833:  Ile mogę powiedzieć, jeżeli to jest prawda?
7835:  No, tak długo jak mówisz prawdę, wszystko jest w porządku.
7838:  Wampirzak, dzięki za trybut, dzięki za zainspirowanie streamami i live'ami do artykułu powstała analiza dziedzictwa etnograficznego w grach.
7846:  Wampirzak, ja Ciebie zobowiązuję niniejszym do tego, żeby wrzucić ten artykuł na ResearchGate'a, na przykład w formie preprintu i pochwalić się, na przykład w dziale naukowym Holistycznej Agencji Askapiastycznej, link w opisie,
7859:  Podekscytowany jestem, bo rzadko się zdarza tak, żeby powstał nowy polski tekst groznawczy.
7869:  Co myślę o Rey Skywalker?
7870:  Wolałbym, żeby nie istniała.
7871:  Czy da się tak zrobić?
7876:  Ja już wszystko rozumiem, ale jeszcze zniszczenie mojej ukochanej postaci w postaci Sylva Palpatina?
7882:  Nie.
7883:  Pewnych rzeczy się nie wybacza.
7884:  Już nie wiem, co właśnie zrobiłem, ale mam nadzieję, że działa.
7893:  Okej, możemy medytować.
7897:  Mamy dwa punkty umiejętności.
7900:  Dobrze, niech Wam będzie.
7901:  Idę w wytrzymałość, bo rzeczywiście często giniemy.
7905:  Przetrwanie.
7906:  Poprawia umiejętności defensywne.
7911:  Świetnie.
7912:  I bardzo jestem podekscytowany tym faktem.
7916:  Zwinne odbijanie.
7918:  Automatyczne odbijanie przycisków.
7919:  Albo nieoczekiwane kopnięcie.
7920:  Boże, to jest trudne.
7922:  Opóźniony atak.
7923:  Opóźnienie ataku po zamachnięciu się mieczem świetlnym umożliwia Kalowi wykonanie specjalnego ataku o zwiększonym zasięgu.
7931:  Ulepszony doskok.
7933:  O!
7935:  Eksploracja.
7937:  O, tak, stanowczo.
7939:  Bardzo dobrze.
7941:  Bardzo dobrze.
7944:  Darth Jar Jar?
7945:  Już wolę Darth Jar Jara od, od Rey.
7948:  Prawda, no, to, to jest... Znaczy inaczej, ona się zapowiadała jako super postać, a zepsuli ją potwornie w ostatniej części.
7956:  Tak, Rey Palpatine, tak, tak, Tomeks, dobrze zrobiłeś, olewając ostatnią część, bardzo dobrze.
7965:  Teraz pytanie, gdzie musimy iść.
7968:  A, teraz zielona platforma jest zielona.
7972:  To radosna informacja.
7973:  Po raz 744 będziemy walczyć z tymi samymi wrogami tutaj.
7981:  A nie!
7985:  Through the sheer power of linear gameplay już nie będziemy.
7989:  Oh my god.
7998:  Inwador, zakończenie ogniem!
8000:  Nie ma czasu!
8000:  Będziesz nas wszystkich zabił?
8002:  Chcę jednego!
8006:  Jestem produktywny, człowieku.
8029:  Analityczny swing.
8030:  Analityczny swing.
8031:  Analityczny swing jest wtedy, kiedy słuchacie swinga i zaczynacie go analizować.
8034:  Ej, intruz!
8035:  Tu idziemy!
8035:  Zrób grę!
8035:  Jaka jest straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna straszna
8057:  I otoczy ognia to idealna kontra na Jedi?
8058:  No to wygląda.
8064:  A zemstę Sithów bardzo lubię, to jest mój ulubiony chyba.
8066:  Przepraszam, przepraszam, o nie.
8079:  Co, co, co nam się stało?
8082:  Dlaczego, dlaczego, dlaczego bloki nie działają?
8112:  Okej Okej Czemu, czemu nie zadziałał Force Push na to?
8134:  Znowu nie mamy leczenia.
8136:  Za późno, okej, okej.
8137:  Everyone!
8164:  To były ciężkie lata.
8168:  Przeglądaliśmy przyjaciół, przyjaciół, rodzinę i Imperium.
8176:  Ciemne czasy.
8179:  Jednak wciąż brzmi ogień.
8182:  Wiem, że wciąż brzmi ogień.
8186:  Jedi nie są jeszcze straceni.
8196:  My nie jesteśmy jeszcze straceni!
8216:  Kashyyyk nie jest jeszcze stracony!
8217:  Ale oczywiście!
8217:  Widzieliście, co zrobił Imperium Kashyykowi.
8219:  Te historie grają w całej galakcji.
8236:  Właśnie, też mi sojusznicy pisze Rymek.
8239:  Jak się biliśmy, to chowali się, a teraz wychodzą i krzyczą, że wygraliśmy.
8243:  To jest tak znana kreatywna liczba mnoga.
8253:  Yyy... Przepraszam, nie jestem całkowicie skuteczny.
8256:  Chojsiak mówi, że zrobi, co może, by znaleźć Tarffula i zapłacić za ciebie.
8259:  Myślisz, że wciąż jest żywy?
8261:  Miej wierze, Kal.
8262:  Będziemy w kontakcie z twoim samolotem.
8264:  Dla powodu.
8268:  For the cause.
8269:  Wiele wpisów.
8271:  Mari Kosan to bojowniczka służąca w oddziałach Piły Garery, toczących na ksik desperackie boje z siłami Imperium.
8278:  Jej odwaga i oddanie sprawie czyni ją cennym sojusznikiem Łukich.
8281:  To ona przekazuje Kalowi istotne informacje na temat wodza Łukich, Tartifa, umówmy się, pomagając w ten sposób młodemu Jedi w jego misji.
8289:  A So Garera, byście nie wiedzieli, to osławiony Onderań...
8293:  Jeszcze raz.
8294:  Onderoński.
8295:  Onderoński?
8296:  Skąd to jest?
8297:  Budownik, który stoi na czele grupy bojowników walczących z imperium na rodzimej planecie Łukich, Kasiku.
8303:  Od czasów wojen klonów połamroczną zemstą, co mroczna rządza, zemsta źle to brzmi, za śmierć swej siostry, przez co przestrzega dwuznacznego kodeksu moralnego, uważając przypadkowe ofiary swych działań za zło konieczne.
8315:  Cała obda...
8317:  Nie.
8318:  Kala obdarza szacunkiem jako potencjalnie wartościowego sojusznika i przydatne narzędzie w swojej niekończącej się wojnie.
8326:  Znasz Tarfula?
8330:  Był częścią drużyny Tarfula, ale został zablokowany na misji.
8334:  Tarful nie mógł przyspieszyć więcej żołnierzy, aby go uratować.
8337:  Spędził miesiąc w tej refinerii.
8341:  Chojcik pomoże ci znaleźć Tarfula.
8343:  Oni zawsze są w ruchu.
8344:  Może to zabrać trochę czasu.
8346:  I to wszystko, co mogę zapytać.
8347:  Dziękuję.
8349:  Muszę to odblokować.
8350:  Dobrze robione.
8373:  Jak zawsze nie wiem, gdzie jest ten skrót i co się stało.
8381:  Okej, tam jeszcze jest coś, coś się żółci.
8384:  My w ogóle mamy jakoś ekstremalnie, ekstremalnie daleko pójść.
8390:  Wróć kolejką.
8392:  Diabli wiedzą, gdzie jest kolejka.
8396:  Czy to jest kolejka?
8398:  Tak!
8420:  I Amnestys jest bardzo nadpobudliwy.
8422:  Nowy sojusznicy.
8423:  Wspaniale.
8425:  Szczęśliwi łuki.
8429:  Łuki wyglądają tragicznie, Maćku.
8431:  Absolutnie, absolutnie potwierdzam.
8435:  Wygląda to źle i niedobrze.
8438:  To jest coś na dole zielonego, ale to znaczy, że tam jest dostępne.
8442:  To jest jakoś po schodkach w dół.
8444:  To jest tędy?
8448:  Tak.
8454:  A, już wiem co.
8457:  Teraz możemy przeciążać... Aaa, sprytne.
8460:  Okej, czuję, czuję.
8466:  Skoro my jesteśmy Kallem, a on rozumie mowy droidów, czemu my on jej nie rozumiemy?
8470:  No powinni dać jakiś przekład tutaj, to prawda.
8474:  Pełcio wyjaśnia piloty na UJ-cie.
8476:  Każdy student na egzaminie będzie miał pilot, za pomocą którego będzie odpowiadał na pytania.
8479:  Niby to ma oszczędzać papier, ale pamiętajmy, że wykładowcy nie ogarniają rzutników.
8482:  Może być zabawne.
8484:  Dobrze, moi drodzy, skoro mówimy już o rzeczach, które są zabawne, pozostawię Was na moment z naszym loadingiem Fallen Order.
8492:  Puszczę Wam coś radosnego, a ja za moment wrócę.
8495:  Za jakieś dwie minuty najwyżej.
8498:  Będzie, jak zawsze, z playlisty The Epic Dachshund.
8578:  Zdjęcia i montaż
8674:  Gdzie tu byliśmy?
8675:  Tak.
8682:  Muszę powiedzieć, że to była spektakularna rozmowa.
8685:  A wiecie, co jest najzabawniejsze?
8687:  On nas obraża.
8690:  A ja... A ja nawet nie wiem, kto to jest.
8696:  Krzysztof, olałeś przejście.
8697:  Jakie przejście?
8698:  Gdzie olałem przejście?
8699:  Co olałem?
8701:  No tu żadnego przejścia.
8703:  Wszystko jest wyeksplorowane radośnie.
8706:  A imperialni dędają na sośnie.
8709:  Czy Qui-Gon to najlepszy Jedi, bo gra go Liam Neeson?
8712:  Tak.
8712:  Tak, kaczorze ozdobo.
8714:  I dziękuję za wsparcie od dwóch miesięcy.
8716:  Tak absolutnie jest.
8718:  Ja bym bardzo chciał, żeby Liam Neeson powrócił w tej czy innej postaci.
8721:  To był miły moment, nie ukrywam, jak powrócił we własnej osobie, grając Qui-Gona w Tales of the Jedi.
8730:  Dawid pisze, że przejdzie nową grę plus i bardzo dobrze.
8734:  Ale jak drzwi przeciążyłem, to to przecież prowadziło nas dokładnie do tego samego... Co to się stało właśnie?
8743:  Przepraszam.
8745:  Jak przeciążyłem drzwi, to to prowadziło do miejsca, z którego już przyszliśmy wcześniej.
8754:  Dobrze, nasionko do terrarium.
8757:  Ale wiem, o czym mówicie chyba.
8762:  Tales of the Jedi, tak, to jest zdecydowanie jedna z fajniejszych rzeczy, która się pojawia.
8765:  Bo tam faktycznie było coś ciekawego.
8768:  Okej, droid... Droid Bong!
8776:  To jest droid, który wysyła do Jurnego Więzienia.
8778:  Droidy zasilające EG-6, chyba EG-69, nazywane również droidami Bong, są wykorzystywane jako mobilne generatory mocy, gdy nie ma pod ręką...
8791:  pod ręką samodzielnego i stabilnego źródła zasilania.
8794:  Korzystają z nich cywili oraz wojsko.
8796:  Często wydają niski, trąbiący dźwięk przypominający słowo bąk.
8799:  Proszę bardzo.
8801:  Rozentuzja zmawana Konstantyna Polinczeka... czy Wieneczka?
8805:  Prawie.
8807:  Trybutuję, że dzisiaj znalazła fajny kij jak kostur maga.
8819:  Aaa, Kaccho Rozdoła pisze, że jest ukryty jamnik w Lyamnysyn.
8824:  Faktycznie, nie zauważyłem tego wcześniej.
8827:  Ej, ale myśmy tutaj w... Aaa, widzicie, jest tutaj rzecz.
8831:  Jest rzecz.
8833:  Jak się dostać do tej rzeczy?
8836:  O Boże, co?!
8841:  Jak się dostać do tej rzeczy?
8849:  Myślisz, że możesz mi pomóc, BD?
8857:  A, jazda w górę liny, czuję.
8872:  Czemu ja nie wiedziałem, pisze Maciek o Tales of the Jedi?
8875:  A wiesz dlaczego?
8875:  Dlatego, że Disney jest idiotyczną korporacją, która nawet nie umie informować o tym, co jest interesujące.
8882:  Dlatego nie wiedziałeś.
8884:  Wracamy, moi drodzy, na nasz mały stateczek.
8886:  Hmm...
8891:  Jaka jest funkcja kostura w światach fantasy, w których większość czarodzieje posługuje się magią przy pomocy rąk czy myśli?
8896:  Katalizator energii magicznej.
8898:  Za pomocą kostura jesteś w stanie skupić zaklęcia, które wymagają większego udziału siły woli.
8903:  Spoważniam natychmiast Krzysztof.
8908:  Zasiano nowe nasiona!
8911:  Nareszcie!
8914:  Nareszcie!
8916:  A swoją drogą...
8918:  Chodźmy do naszego krągu, kręgu mocy i w kręgu mocy będziemy katalizować sobie energię magiczną, tak.
8928:  Tak będzie.
8939:  Inna rzecz, że wiele światów fantasy nie tłumaczy roli Kostura w taki sposób, w jaki powinien.
8945:  Kostru może robić również bong, pisze rozentuzjazmowana Konstantynopolityka Czowierneczka.
8950:  Jezus, co się ze mną dzieje?
8952:  Muszę mieć dzisiaj złą dykcję.
8961:  31%?
8961:  Zefo 40, Dafomir.
8968:  Czyli kieruje nas na Zeff, ale jeszcze mamy Bogano i tam mówisz, że jest Kostur.
8975:  Hmm.
8977:  Co mnie ominęło na Kashyyyk?
8978:  Pająki, Rafale.
8979:  Pająki cię ominęły.
8980:  To dobrze.
8985:  Zmiana koloru miecza świetlnego?
8986:  Nigdy.
8987:  Chyba, że będzie fioletowy.
8992:  Nigdy.
8993:  Odnośnie Tales of the Jedi pisze Iga.
8995:  Ja na przykład wiedziałem, że coś takiego jest planowane, ale nie miałem pojęcia, że już wyszło.
8998:  No właśnie.
9000:  No właśnie.
9001:  Na Dathomirze jest podwójny Miecz Świetlny.
9003:  Wszędzie nie mówicie, że jest podwójny Miecz Świetlny.
9004:  Ja słyszałem, że jest na Bogano, że na Dathomir wszędzie.
9015:  Ruszamy na Bogano.
9017:  Będzie fioletowy?
9018:  To dobrze.
9029:  Czy Skyrim będzie ogrywany?
9030:  Kiedyś.
9033:  Z wielką liczbą modów.
9039:  To będzie po tym, jak zrobię upgrade karty i procka.
9046:  Czemu powstał cały serial o Ogonach Jedi?
9060:  Nie rozumiem zwyczajowo.
9064:  Myślę dlatego, że dotychczas przedstawienia Jedi były antropocentryczne i zadbano wreszcie o to, żeby przedstawić Xeno-Jedi.
9074:  To dlatego.
9075:  Ależ mi się podoba ten strontek.
9077:  Jest całkowicie bezsensowny pod względem aerodynamiki, ale wciąż.
9086:  Bethesda wydaje bazę do modów, a nie gry.
9088:  To jest prawda.
9089:  Czy high ground jest zawsze z nami?
9091:  Powiedzcie sobie na to pytanie.
9092:  Zobaczcie, jak schodzimy, prawda?
9095:  Gdybyśmy nie mieli high ground, nie moglibyśmy zejść.
9098:  Dobrze, więc tutaj było różne... Tutaj pamiętam, że były różne rzeczy.
9102:  Na czerwono, a teraz są już na żółto.
9105:  Okej, ale wciąż jest sporo rzeczy na czerwono i idę o każdy zakład, że te rzeczy, które są na czerwono są bezwzględnie konieczne do tego, żeby zdobyć podwójny miecz.
9117:  Jestem głęboko przekonany, że tak jest.
9124:  Czy idziemy do dinożarła?
9126:  Myśmy tu byli, idź do warsztatu, pod tobą.
9129:  Okej.
9132:  Nawet nie wiedziałem, że tu jest warsztat.
9134:  No podwójny miecz, ba nu ja psss, myślisz no.
9139:  Tuptamy.
9140:  Tup, tup, tup.
9141:  Tu podjamniczych stóp.
9143:  A, lisek, a!
9147:  Mmmmm.
9148:  Eee.
9148:  Eee.
9173:  O nie... A jednak... A jednak będzie perpetuum debile.
9204:  Jak się dostać do Perpetuum, debile?
9208:  Tu podobno jest...
9255:  Świetnie, że skanujesz rzeczy, ale ja chciałbym się dostać tam.
9263:  Pchnij przez kratę.
9269:  Wiedziałem, że to nie będzie proste.
9272:  W nowej grze plus jest dopiero czerwony kolor.
9275:  O, nie mam tyle determinacji.
9282:  Okej, mam pewien pomysł.
9299:  Mam inny pomysł.
9308:  Mam inny pomysł.
9366:  Cierpliwość to cnota?
9367:  To już wiemy, że jestem niecnotliwy.
9380:  Czoło!
9418:  To nie działa.
9423:  To nie działa.
9428:  No przecież tego się nie da zrobić inaczej!
9432:  Do or do not, there is no try.
9436:  A co ja w tej chwili robię, jak nie próbuję?
9443:  Gnuśna kula!
9448:  Zatrzymaj się.
9449:  Jezu, tak, tak, tak, tak, tak.
9460:  Przypominają mi się te wszystkie odrażające, obrzydliwe maszyny do wyciągania pluszaków, które nigdy nie działały.
9470:  Dokładnie tak samo to nie działało jak to.
9472:  Dokładnie tak samo.
9482:  Dokładnie tak samo to nie działało.
9486:  Chcąc o star killerze?
9487:  Przydałby się!
9489:  Rozpierniczył to całe ogrodzenie w drobny mak.
9497:  Jak to to nie ma działać?
9499:  Musi działać!
9501:  Jeden push za daleko.
9502:  Wiem!
9505:  Znaczy jesteśmy w takim miejscu, że się tego nie da zrobić dobrze.
9511:  O!
9513:  Zatrzymaj się!
9516:  Okej, już wiem.
9517:  Już wiem, już wiem, już wiem, już wiem, już wiem.
9519:  Teraz tylko trzeba dokładnie wszystkie te rzeczy powtórzyć co do jednej.
9525:  A Filip bez schematu, który streamuje Uncharted, narzeka, że tam są trudne zagadki.
9549:  Tego nie należy zrobić z pulem?
9551:  No przydałby się pól!
9553:  Przydałby się, ale się... cholera jasna, nie da!
9556:  To jest nieprawdopodobne absolutnie.
9577:  Można to przewinąć do przodu?
9579:  Ty się pytasz.
9580:  Ja bym chciał to przewinąć do przodu.
9585:  Tak!
9586:  Ta zagładka jest głupia, a nie trudna.
9588:  Dziękuję, że to ktoś powiedział.
9591:  Głupia jak jasna cholera, jak but z lewej nogi.
9601:  Jeszcze fizyka tu nie działa, ponieważ to się powinno odbić od tej ściany.
9621:  Tak!
9622:  Tak!
9623:  Tak!
9626:  Jezus Maria!
9634:  Tak, muszę wzbogacić liczbę odzywek Palpatina.
9659:  Tak.
9659:  Tak.
9659:  Mamy to.
9691:  Gdzie jest mój miecz?
9701:  Gdzie jest mój miecz?
9710:  Drugi miecz.
9711:  O nagrós.
9712:  Mieliśmy... Mieliśmy drugi miecz dostać.
9717:  I...
9722:  Ja się męczyłem z po trzykroć pierdzieloną kulą szpiegulą.
9728:  Z tego powodu, tak?
9731:  Dlatego tu wróciłem, tak?
9740:  Ok.
9742:  Okłamany przez czaty.
9745:  Nigdy się nie przydarzyło.
9748:  Nigdy się wcześniej to nie przydarzyło.
9752:  Lecimy na Dafomir, nie ma opcji.
9758:  Proszę bardzo.
9768:  Dalej jest, dalej mamy wszystko czerwone.
9776:  Krzysztof dostał Estus.
9786:  Nie ma umiejek do przejścia dalej na Dafomirze.
9792:  A. Tutaj znajdę?
9797:  Na pewno?
9798:  To się cofniemy w takim razie.
9801:  Tylko chciałbym wiedzieć, gdzie dokładnie, bo tam też jest mnóstwo czerwonego.
9808:  Właśnie ten kamyczek, który dostałem ja Anno, to jest leczonko, wiesz?
9812:  Też myślałem, że to jest kryształ, ale okazuje się, że nie.
9820:  Aha, nie mogę pominąć tej... Dobrze, wracamy na cholerną Bogano, ale tylko pod warunkiem, że dostanę precyzyjne instrukcje, jak utrzymać drugi miecz.
9837:  Niech śmierć pająków będzie stoło pyszne ketamin pidżem.
9841:  Dziękuję.
9846:  Czemu znowu coś nie działa?!
9858:  Boże, jak ja nie znoszę EA!
9869:  Czemu to nie działa?!
9874:  No przecież nie działa, ja zwariuję.
9876:  Teraz próbujemy przeładować poziom, przecież to jest jakiś kompletny... To jest kompletna abstrakcja i paradoks.
9892:  Odpocznij, to mi się przyda.
9895:  To mi się przyda.
