🔴 Somehow, Dachshund Returned | JEDI: SURVIVOR Livestream #1
🔗 https://www.youtube.com/watch?v=FPAyUrL6j2s

37:  Dzięki.
6925:  Dobra, weźmy ich jedzenie.
6944:  Tak się zastanawiam.
6946:  W sumie to nie jest tak, że ja się jakoś na tym znam, ale może by było warto zrobić taki film krótki z przeglądem narzędzi AI-owych, które warto używać.
6955:  Może by to się przydało.
6957:  Dajcie znać czaty.
6959:  Teraz będzie dłuższy okres wolnego, więc mogę takie rzeczy robić.
6965:  Czemu by nie?
6967:  Może nawet ze swojej perspektywy po prostu, żeby to nie było tak, że się wypowiadam jako spec od AI, którym nie jestem.
6977:  20-godzinny film byłby.
6977:  No właśnie dlatego takie, które ja znam, które są darmowe, łatwo je używać, takie ze słowa mówicie, żeby się przydało.
6984:  Dobra, dobra, to zrobimy.
6986:  Zrobimy.
6990:  Właśnie, przydatne narzędzia dla studenta.
6992:  O, o, o, w tym kierunku można było by pójść, tak, żeby to nie było, że o, Krzysztof się wypada nad matę, jaj.
6997:  O, Krzysztof, od kiedy jesteś specjalistą w zakresie, jajaj.
7019:  Przeszkadza mi, że te echa mocy są tylko audio.
7022:  Przypomina mi się od razu to, jak zrobiło to w Bioshocku Infinite, gdzie były woksofony, które mnie strasznie denerwowały.
7027:  Jest strzelanina, chcecie zanurzyć się w akcji,
7032:  A nagle wam ktoś mówi rzeczy w woksofonie.
7036:  Zaraz, zaraz, zaraz, zaraz, tu jest jeszcze coś do zeskanowania.
7044:  Czy to pokonałeś w grach już wielu... Ej, ej, ej, jest to prawda.
7048:  Skradzione skarby... Oj, podoba mi się to, że mamy... Zobaczcie, transkrypcję na ten język, czy alfabet, którego wciąż nie umiem nazwać, a ktoś na czatach na pewno wie, jak to należy nazwać.
7060:  I am AI.
7062:  Tak.
7063:  Tak.
7064:  Znów mnie skancelują na ćwierkaczu.
7065:  Widzicie, to jest takie zabawne.
7067:  Jeżeli człowiek na to kompletnie nie zwraca uwagi, to wtedy tylko można pokazać, jak bardzo ci kancelujący ludzie są tak naprawdę geeki.
7077:  Kto tu kogo kanceluje wtedy, nie?
7082:  Uwielbiam, uwielbiam z nimi rozmawiać.
7084:  Kurka.
7087:  Jak sobie powiem, że to jest książka popularnonaukowa, no może do 20 lat, myślę, jest do zrealizowania.
7093:  Nieironicznie twierdzę, że Bioshock Infinite jest równie dobry, co Bioshock 1, ja uważam, że lepszy nawet, Jakubi, absolutnie się z tym zgadzam, tylko wciąż pewne dysonansowe rozwiązania tam przeszkadzają.
7105:  Ja w Bioshocku cenię fabułę, naprawdę mógłby to być RPG, nie musiałoby to być shooter.
7111:  Iggy pisze, że to jest basic język.
7114:  Okej.
7115:  Tak, język programowania.
7117:  Stary.
7119:  To jest transkrypcja na... Auerbech.
7122:  Okej.
7128:  Jezus Maria, co tu się dzieje?
7131:  Ja powinienem mówić raczej... Na wszystkich rycerzy z Morroband.
7137:  Albo na Siostry Nocy.
7141:  Co cię tak długo trwało?
7143:  Przez to, że szukałeś śmieci, ja zostałem... Ty zostałeś zabity przez trafionego!
7168:  Ten język czyta się Aura Bash.
7169:  Seed'owie używają w piśmie run ur kitat.
7172:  Nie nazywaj mnie kićmi językiem, jakie ładne.
7178:  Cicho!
7180:  Masz miecz, świetny kretynie!
7182:  Użyj go!
7183:  Teraz zginiemy.
7188:  Tak!
7188:  Użyj!
7188:  Dobrze!
7188:  Świetnie.
7197:  Cholera, muszę iść!
7198:  Car, wróć!
7225:  Pozwól, że zniszczę twoją twórczość.
7229:  Zmarnowałem kolejną okazję.
7241:  Żartujesz?
7252:  Muszę dojść do Mantis.
7269:  Co więcej, to jest niekończąca się strumień ekskrementów.
7274:  Mięso na kebaba.
7276:  Nie mówi się o mięsie na kebaba wtedy, kiedy mówimy o ekskrementach i stolcach.
7282:  Oni są z mięsa, tak.
7287:  Linia produkcyjna.
7288:  Ja wam dam linię produkcyjną, maczka.
7291:  Proszę, nie skalować, maczka.
7295:  O, BD1 ładnie piszczy sobie.
7306:  Czemu, czemu nie zadziałało?
7307:  I z powrotem.
7331:  Mandaisy pisze, że AI jest demotywująca, ponieważ robi w 3 sekundy coś, co można byłoby zrobić samemu w godziny.
7340:  Dobra, odpowiem Ci w ten sposób.
7342:  Czy nie jest demotywujący komputer dla kogoś, kto kiedyś kaligrafował na przykład?
7347:  albo czy nie jest demotywujący Photoshop dla kogoś, kto malował olejnie.
7352:  No nie, bo się przyzwyczailiśmy już do tych narzędzi.
7354:  Teraz po prostu będzie wyzwanie takie, żeby wejść na jeszcze wyższy poziom kreatywności i dostrzec artyzm w tym, czego AI jeszcze w stanie nie jest zrobić, to znaczy AI nie jest w stanie
7366:  wymyślić czegoś nowego, faktycznie.
7369:  Musi mieć ten prompt.
7370:  Więc artyzm będzie wyrażał się na przykład w tym, by sobie wyobrazić, co AMA ma dla ciebie wykonać.
7376:  Moim zdaniem duży potencjał, a potem jako artysta możesz zostać zatrudniony do tego, żeby zrobić makrointerpretację tego wszystkiego i zaprojektować cały złożony układ.
7386:  Bardzo fajnie na ten temat, jeżeli was to rzeczywiście demotywuje,
7390:  Pisała jedna z moich... Boże, pisała.
7392:  Robiła materiał jedna z moich ulubionych youtuberek i teraz muszę sobie przypomnieć, jak ona się nazywa, bo oczywiście tego nie pamiętam.
7399:  Ale wpiszę sobie Cyberpunk Architecture i powinienem ją znaleźć.
7405:  O, już znalazłem.
7406:  Mianowicie to jest kanał, moi drodzy, Dami Lee.
7409:  Dami Lee zrobiła materiał na temat właśnie tego, w jaki sposób AI
7416:  jest w stanie konkurować z architektem.
7420:  No i wyszło jej, że nie za bardzo.
7422:  Nie pamiętam, który to był materiał.
7426:  Może znajdziemy, na szybko.
7430:  O!
7431:  We tried to compete with AI.
7433:  AI versus architect.
7434:  To wam mega polecam.
7436:  I będziecie mieli przykład tego, w jaki sposób AI nie jest w stanie pewnych rzeczy zrobić takich, które architekt jest w stanie.
7445:  Więc nie ma co się, moi drodzy, demotywować.
7448:  Tableci szczyp do rysowania kupione przez Nie Doris i dostęp do Skillshare'a.
7452:  Gratulacje serdeczne, powodzenia.
7454:  Jakub L., dzięki za trybut.
7456:  Przed tobą stolec, niech będzie chwała.
7458:  Język Soulslików zostanie z nami już na zawsze.
7461:  Wrzuć linka tutaj?
7462:  Dobra, już wam wrzucam.
7464:  Mega polecam.
7465:  W ogóle świetny kanał.
7465:  Babeczka też nagrywa ultraprofesjonalnie.
7469:  Nazywa się Dami Lee.
7472:  Boże, mnie denerwuje ten dźwięk.
7474:  Czy ja jestem w stanie się sfokusować na tym?
7476:  Dobra, przytrzymujemy i haciak.
7478:  Dobra, udało się, haciaput.
7482:  Ja bardzo lubię takich twórców, którzy no naprawdę są ekspertami w dziedzinie i studzą nasz niepokój, bo jasne, to jest naturalne, że się niepokoimy.
7492:  Skocz w kierunku dana, zaczynaj ścianę, żeby wykonać odskok od ściany.
7498:  Odskok od ściany.
7499:  O mój Boże.
7514:  Spędzimy tutaj dużo czasu.
7529:  Tak, skacze w kierunku naznaczonych ścian.
7531:  Czy mógłbym dostać jakąś lepszą wytycznę?
7534:  Wytyczną, czy nie bardzo?
7536:  A, tak!
7541:  Okej, bardzo dziwny ruch.
7543:  Nie przewidziałbym, że można coś takiego robić.
7546:  Więcej platformowania gra wytrzyma.
7549:  Czy myślisz, że AI będzie w stanie napisać takie książki jak książki Dukaja, chociażby chodzi o liczbę neologizmów i zabawę z językiem, jak uprawiał Dukaj?
7556:  No jeżeli właśnie znowu nakarmisz AI Dukajem i powiesz, że można coś takiego zrobić, to się nauczy.
7562:  No ale wtedy potrzebujesz kolejnego twórcy, żeby dokonał kolejnej innowacji.
7569:  Polskie znaki diakrytyczne dla Auber... Auberesza?
7573:  Nie wiem, czy to jest realne.
7575:  Czy mamy jakieś punkty?
7575:  Nie mamy żadnych punktów, moi drodzy.
7577:  R.
7580:  Jaka była moja reakcja na zajęciach, jak mi pokazali ten krajobraz z AI?
7583:  Mieliśmy warsztat akurat, w związku z powyższym u mnie warsztat polega na tym, że każdy sobie pracuje, trzy godziny w sumie, i ja, ponieważ pracujemy zdalnie, wchodzę do podpokojów na Teamsach.
7593:  Ludzie tam sobie różne rzeczy robią, ja wchodzę i moderuję pracę projektową.
7597:  No i jak wbiłem do jednej z grup i oni to robili, to byłem jak ZAJEBISZCZY!
7600:  I wlazłem później do innych i mówiłem im, macie nowe narzędzie, korzystajcie!
7605:  Było strasznie fajnie.
7606:  Uwielbiam się uczyć od studentów.
7607:  Sam bym na to nigdy nie natrafił.
7610:  I jeżeli wykładowca wybiera wykład w miejsce warsztatu, no to jest kretynem, ponieważ właśnie traci tego rodzaju rzeczy.
7618:  A to, moi drodzy, to jest ilustracja przerabiania szkolnego materiału.
7626:  Jak widzicie, jest to również przelewanie z pustego w próżne.
7631:  Zawsze mnie bawiło sfołowo przerobić materiał.
7635:  Nie, ale naprawdę chciałbym się dowiedzieć, co to jest.
7638:  Czy to są stolce?
7641:  Aaaa, dzień dobry!
7649:  Czemu ja nigdy nie umiem bronić się przeciwko?
7652:  Aha, bo to jest czerwone, więc przed tym nie mogę się obronić, czuję.
7656:  By unik działa, dobra.
7661:  Ej, co jest?
7668:  Okej, działa.
7670:  Uuu, ładnie.
7671:  Lufenrel, dzięki za wsparcie od siedemnastu miechów.
7677:  Jak tą optymalizację wywaliło się?
7678:  Już właśnie ani razu, wiesz?
7681:  Najkluczniej wykładam.
7682:  Morty Agiach w tym momencie wyłącznie.
7684:  Czasem jeszcze na UW mi się zdarza wpaść.
7686:  Swoją drogą... Pierwszy Steam Pack, dobrze.
7689:  Na UW jest bardzo fajny system.
7692:  Mianowicie co roku, jeżeli chce się prowadzić zajęcie, trzeba zgłosić nowy przedmiot przynajmniej do Artes Liberales i kolega Artes Liberales ocenia, czy ten przedmiot jest wystarczająco nowatorski i fajny i oceniają to studenci do spółki z pracownikami.
7705:  W ten sposób są tam nowe przedmioty co roku i nie ma recyklingu.
7711:  Znowu miecz świetny, robi tyle, co przeciętnie ostrości nóż kuchenny.
7717:  I tak jest lepiej, Towarzyszu Tatarze, niż było.
7720:  Tak jest lepiej.
7724:  UW, tak.
7724:  UW jest UW.
7725:  Update komputera robi swoje?
7728:  Robi swoje, Lufen.
7729:  Robi swoje.
7731:  Viva te tributariusze, inaczej byśmy się męczyli.
7733:  Pamiętacie, jak klatkowało przy Fallen Order?
7736:  Jezus Maria, to było dopiero przerażające.
7740:  Czemu downgrade graficzny Taraelu?
7743:  Witaj serdecznie nam.
7747:  Coś tutaj jeszcze słyszę, moi drodzy.
7749:  Ale, ale mnie... Dobrze, jeden.
7757:  Drugi.
7759:  Fajnie.
7760:  Okej.
7762:  Naprawdę niepokojące wygląda to mięso.
7764:  Oni są z mięsa.
7766:  Zastuja profesorka, pisze Meko, puściła TED Talka o babce, która powiedziała Złotą Radę.
7771:  Mega toksyczny sposób na samorozwój, ale ona uważa, że to niezbędne w biznesie.
7776:  To jest toksyczny sposób na samorozwój, chociaż czasami się to może przydać, ale zwłaszcza wtedy, kiedy ktoś zmusza do robienia czegoś, na czym się kompletnie nie znacie.
7790:  Fabryka kebabu.
7793:  Tak.
7794:  No ewidentnie, moi drodzy.
7795:  Teraz mam ochotę przez was na kebab.
7797:  Czy możemy pchnąć mocą kebab?
7799:  Nie możemy.
7802:  O wiele bardziej wolę te alarmy imperialne.
7804:  One mają coś w sobie, nie?
7806:  Ten alarm jest taki generyczny i brzydki.
7808:  Co tu się dzieje?
7808:  O Boże, wiedziałem, że tu się coś działo.
7826:  Nie.
7828:  O Boże, ten pasek się szybko wypełnia.
7831:  Good.
7843:  Co jest?
7844:  Gdzie moja szmoc?
7845:  Nie.
7852:  O Jezu, jak mi się podobają te ataki podwójnym mieczem.
7854:  Są o wiele lepsze niż... O nie!
7856:  Nie, nie!
7857:  Uchyliłem się.
7860:  Giń już, giń!
7863:  Tak, dobrze.
7866:  Weszła kontra.
7869:  O bogowie, walka.
7870:  Jest to prawda, moi drodzy.
7871:  O bogowie!
7873:  Walka!
7874:  Co tutaj się dzieje?
7875:  Tutaj jest coś na zielono, moi dro... Mmm... skanowanko.
7879:  Mmm... Witamy Julkę Opaczewską.
7884:  Chaty się zarzygały na powitanie Julki Opaczewskiej, naszej moderatorki, która była nieprzeciętnie wysoką, jak również kompletnie niewyjaśnioną miłością względem emoji rzygającego jamnika.
7898:  Chcąc o TED Talks, uwielbiam.
7900:  Wiesz co, Max, uważam, że podobnie się powinno recenzować zajęcia różnego autoramentu.
7910:  Także szkolne.
7911:  Ja byłem tak przekołczowany przed swoim TED Talkiem, że aż się uśmiechałem.
7916:  I słusznie, słusznie, bo dużo ludzi naprawdę tego kołczowania potrzebuje, bo nie ma doświadczenia.
7922:  Czy ja jestem w stanie coś z tym zrobić, na przykład pchnąć mocą?
7926:  Nie, nie jestem w stanie.
7929:  Moi drodzy, oto jest... o, szczur, tak, dobry szczurek, dobry.
7937:  O bogowie, walka była głośna.
7939:  Tak, to jest jedyny problem, który mam, to znaczy są... uuu, szczur.
7943:  Są różnej skali głośności te dźwięki na Steam Decku.
7950:  Jak wrażenia z gry?
7951:  Bardzo dobre, Marcinie.
7954:  Trzeba pokroić mięso.
7956:  Nie da się pokroić mięsa, ale spróbujemy.
7958:  Mam nadzieję.
7959:  Zdobyto esencję, moc.
7960:  Szmoc jest większa.
7964:  Aaaa!
7965:  Da się kroić mięso!
7967:  Jak to zapaniając, ale johohoho!
7971:  Mniam!
7980:  Czemu ja nie... Widzicie, dlatego streamy są zawsze lepsze niż gra singleplayerowa, ponieważ wpadacie na różne wspaniałe pomysły, na które ja bym nie wpadł.
7990:  Te kebaby są z tych szczurów, o nie.
7993:  Potwierdzone, szczury powoli przejmują imperium.
7994:  Jedi są niepotrzebni.
7995:  Tak, tak.
7996:  Rogaty szczur ma wszystko pod kontrolą.
7998:  Wszyscy to wiedzieliśmy, moi drodzy.
8000:  Prędzej czy później musiało się stać.
8003:  Szmoc nie działa.
8004:  Dobrze, więc czy chcecie mi powiedzieć... Aaa, szpara.
8009:  Wczytuję się kolejny obszar w ten sposób.
8017:  Przytrzymaj Shift i Z, żeby tymczasowo zdezorientować wroga.
8021:  Nie zapamiętam tego w życiu.
8023:  Więc nadrabiam czaty.
8024:  Co myślisz o inspirowaniu się prawdziwymi osobami w tworzeniu postaci fantasy?
8027:  Jak najbardziej do zrobienia.
8028:  Tolkien powiedział, że bierzesz słońce, bierzesz zieleni, tworzysz coś nowego z tego.
8032:  A i słońce, i zieleń występuje w naszej rzeczywistości.
8035:  Kolejna historyka też od Green Axe, polonijska, powiedziała śmiertelnie poważnie, że jak ktoś nie chciałby zjeść psa lub kota, to nie może się nazywać mięsożercą.
8050:  No podobnie myślę, nie może się nazywać mięsożercą ktoś, kto na przykład nie spróbował radioaktywnego mięsa.
8055:  Myślę, że też stanowczo nie.
8058:  Myślę, że również nie mógłby się nazywać roślinożercą ktoś, kto na przykład nigdy nie zjadł kaktusa.
8064:  Myślę, że jeżeli mamy, a mamy na pewno wegetarian, wegan na czatach, no sorry kochani, jeżeli nie jedliście kaktusa i to takiego najlepiej z kolcami, żeby wam przełyk ładnie przy okazji akumpunkturą potraktowało, to sorry, nie jesteście takimi prawdziwymi wegetarianami, byście chcieli być.
8083:  Nie zanim zjecie pierwsze kaktusy.
8087:  Kaktusy jedzą wielbłądy.
8089:  Znaczy, wielbłądy jedzą kaktusy.
8091:  Chociaż kaktus jedzący wielbłąda to jest coś, co chciałbym zobaczyć.
8098:  Więc jadłbym kaktusa.
8102:  Ja w sumie też, ale bez kolców.
8104:  Dobra, Shift i Z, tak?
8106:  I równocześnie.
8107:  A nie.
8108:  Przytrzymaj i Z. Ej, cholera, nie działa.
8112:  Chyba, że to jest tabulator i Z. O Boże, tabulator i Z.
8118:  Co, ja go przeciągnąłem na swoją stronę?
8121:  Po co, skoro mogę go zabić?
8127:  Są lody, Cactus.
8128:  One są pyszne.
8129:  Czy ja jestem w stanie... To mięso też zniszczyć.
8132:  Chcę zniszczyć to mięso.
8135:  Chcę.
8135:  Powiedziałem, że chcę zniszczyć to mięso.
8140:  Nie poddaję się.
8142:  Nie poddam się.
8149:  Niestety nie mogę zniszczyć tego mięsa.
8151:  Poddał się Krzysztof.
8155:  To jest przecież planeta croissant, ale absolutnie.
8159:  Uwielbiam, uwielbiam ten moment jak na bez schematu Filip nazwał croissantem.
8165:  Było wspaniałe.
8167:  Nie, nie dościgniemy tego.
8168:  Jest niedościgniony.
8172:  Teraz wyglądam jak kretyn.
8175:  O, jest tutaj dużo przeciwników.
8176:  Wiecie, co z nimi zrobimy?
8177:  Zabijemy ich.
8178:  Ehehehehe.
8181:  Aaa, chodź!
8183:  Faram, farararam!
8186:  O, jakie piękności!
8187:  Huuu!
8187:  Chodź!
8196:  Dobrze.
8197:  To jest planeta rogalik.
8200:  Planeta rogu-like.
8219:  God!
8220:  Dobrze, jak tam moja szmoc?
8226:  Ma się średnio.
8233:  O, to było ciekawe taktycznie, ale to było totalnie przez przypadek.
8240:  Ze mnie Amerykanie jedzą miąższ kaktusa dla zgromadzonej tam wody?
8243:  Naprawdę?
8245:  To jest jedna z tych rzeczy, które brzmią bardzo ciekawie, ale równocześnie przerażająco.
8250:  Wiecie, co zrobimy?
8251:  Ja wam powiem, co my zrobimy.
8252:  Ej, ej, ej, ej, ej, ej!
8262:  He, he, he!
8262:  Beka z typa!
8268:  Good!
8273:  No i to jest, moi drodzy, Jedi Experience.
8275:  To mi się podoba.
8279:  Wiesz, czy to mi się tylko nie podoba?
8281:  Ten alarm.
8285:  Okropność.
8286:  Denerwujący jest.
8289:  Sok z kaktusów jest cudowny.
8291:  Ja autentycznie, dla żartów to powiedziałbym, nie widziałem, że kaktusy się je.
8296:  Dałem czat na lewy monitor, nie mogę się przyzwyczaić, narzekam, uminam.
8299:  Wiesz, ja tak miałem!
8301:  W starym mieszkaniu, które mogliście widzieć jeszcze na pierwszych odcinkach na Każdego Coś Przykrego i streamach.
8308:  Tam miałem czat tutaj, po swej lewej ręce, a teraz mam po prawej, już się przyzwyczaiłem zupełnie.
8317:  Ej, nie obrażaj tego miejsca, bardzo ładne miejsce.
8320:  Co tam, BD-1, co tam?
8321:  Skanuj.
8322:  Co to jest, co to jest?
8330:  Moi drodzy, czy ja widzę odpowiedniki jamników, czyli hot dogów w tym świecie?
8340:  Turbo jamniki to lokalny przysmak.
8343:  Podjęto kilka prób odkrycia źródeł pochodzenia mięsa z tej popularnej przekąski, ale w żaden sposób nie wpłynęło to na jej popularność.
8356:  Proszę bardzo, możecie podziwiać.
8360:  Są i one.
8364:  Czy picie tequili liczy się jako zjedzenie kaktusa?
8367:  Nie wiem.
8368:  Musicie to rozstrzygnąć, moi drodzy.
8371:  Nic nie widać, musicie mi uwierzyć, na słowo.
8374:  Nie, nie, nie będę przestawiał kamerki na prawo z tego względu, że przy Fallen Order mieliśmy ją po lewej stronie.
8380:  A ja jestem, jestem człowiekiem przyzwyczajenia.
8383:  I'm man of habit, jestem, jestem facetem habitu.
